Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['lacey'],unknown,0,0.0,incorrect,,0,0.25,incorrect,gus,0,0.0,incorrect,archie,0,0.55,incorrect,pham van chanh,0,0.21,incorrect,tran huyen,0,0.27,incorrect,carlos ruiz zafon,0,0.18,incorrect,usain bolt,0,0.13,incorrect,,0,0.25,incorrect,archie,0,0.55,incorrect,tran huyen,0,0.27,incorrect,usain bolt,0,0.13,incorrect
['margo'],maps,0,0.44,incorrect,neil armstrong,0,0.32,incorrect,haritalar,0,0.29,incorrect,haritalar,0,0.29,incorrect,amazon,0,0.55,incorrect,trang nhung nho,0,0.3,incorrect,la hierba,0,0.29,incorrect,mapas de la tierra,0,0.26,incorrect,neil armstrong,0,0.32,incorrect,haritalar,0,0.29,incorrect,trang nhung nho,0,0.3,incorrect,mapas de la tierra,0,0.26,incorrect
['margo'],veronica,0,0.31,incorrect,trickery,0,0.15,incorrect,ataturk,0,0.33,incorrect,ilhan sener,0,0.25,incorrect,pham thi hang,0,0.33,incorrect,pham van dong,0,0.33,incorrect,carlos,0,0.55,incorrect,maria jose,0,0.53,incorrect,trickery,0,0.15,incorrect,ilhan sener,0,0.25,incorrect,pham van dong,0,0.33,incorrect,maria jose,0,0.53,incorrect
"['margo roth spiegelma', 'roth', 'margo', 'spiegelman', 'margo roth spiegelman', 'spiegelma']",juliet,0,0.27,incorrect,emily dickinson,0,0.24,incorrect,adnan menderes,0,0.24,incorrect,kitap,0,0.29,incorrect,nguyen du,0,0.32,incorrect,pham van dong,0,0.35,incorrect,julia,0,0.29,incorrect,julio cortazar,0,0.29,incorrect,emily dickinson,0,0.24,incorrect,kitap,0,0.29,incorrect,pham van dong,0,0.35,incorrect,julio cortazar,0,0.29,incorrect
['margo'],yuki,0,0.0,incorrect,marie kondo,0,0.5,incorrect,ataturk,0,0.33,incorrect,asli erdogan,0,0.35,incorrect,thuy tien,0,0.0,incorrect,phan ke an,0,0.13,incorrect,el autor no especifica un nombre especifico en esta parte del texto.,0,0.11,incorrect,marcelino menendez pelayo,0,0.27,incorrect,marie kondo,0,0.5,incorrect,asli erdogan,0,0.35,incorrect,phan ke an,0,0.13,incorrect,marcelino menendez pelayo,0,0.27,incorrect
"['margo', 'margo—']",graduation day,0,0.21,incorrect,graduation,0,0.27,incorrect,istanbul,0,0.15,incorrect,ikisi,0,0.0,incorrect,ha noi,0,0.36,incorrect,nguyen du,0,0.14,incorrect,calafate,0,0.15,incorrect,el viajes,0,0.14,incorrect,graduation,0,0.27,incorrect,ikisi,0,0.0,incorrect,nguyen du,0,0.14,incorrect,el viajes,0,0.14,incorrect
['margo'],charlotte bronte,0,0.29,incorrect,life,0,0.0,incorrect,seneca,0,0.18,incorrect,hayat,0,0.2,incorrect,giang sinh,0,0.27,incorrect,thich nhat hanh,0,0.1,incorrect,yao ming,0,0.31,incorrect,ulquiorra cifer,0,0.2,incorrect,life,0,0.0,incorrect,hayat,0,0.2,incorrect,thich nhat hanh,0,0.1,incorrect,ulquiorra cifer,0,0.2,incorrect
['lacey'],twilight sparkle,0,0.29,incorrect,gofast,0,0.18,incorrect,gofast,0,0.18,incorrect,gofast tadi,0,0.12,incorrect,pham van chanh,0,0.21,incorrect,gofast,0,0.18,incorrect,esperanza,0,0.14,incorrect,manuel,0,0.36,incorrect,gofast,0,0.18,incorrect,gofast tadi,0,0.12,incorrect,gofast,0,0.18,incorrect,manuel,0,0.36,incorrect
['margo'],not provided,0,0.24,incorrect,yoko ono,0,0.15,incorrect,istanbul,0,0.15,incorrect,ataturk,0,0.33,incorrect,nguyen thanh trung,0,0.26,incorrect,pham duy khiem,0,0.11,incorrect,carlos,0,0.55,incorrect,output,0,0.18,incorrect,yoko ono,0,0.15,incorrect,ataturk,0,0.33,incorrect,pham duy khiem,0,0.11,incorrect,output,0,0.18,incorrect
['margo'],emily,0,0.2,incorrect,not specified,0,0.11,incorrect,yalcin topcu,0,0.24,incorrect,aslihan,0,0.17,incorrect,pham van chanh,0,0.21,incorrect,tran thanh ha,0,0.11,incorrect,no hay un nombre especifico mencionado que complete adecuadamente el [mask] en este contexto.,0,0.06,incorrect,la veo,0,0.36,incorrect,not specified,0,0.11,incorrect,aslihan,0,0.17,incorrect,tran thanh ha,0,0.11,incorrect,la veo,0,0.36,incorrect
['margo'],clarke,0,0.36,incorrect,,0,0.25,incorrect,ozdemir aslan,0,0.22,incorrect,yalcin,0,0.18,incorrect,pham van dong,0,0.33,incorrect,nguyen trong trung,0,0.17,incorrect,maria fernanda campo,0,0.32,incorrect,ignacio echeverria,0,0.17,incorrect,,0,0.25,incorrect,yalcin,0,0.18,incorrect,nguyen trong trung,0,0.17,incorrect,ignacio echeverria,0,0.17,incorrect
['margo'],veronica,0,0.31,incorrect,arthur,0,0.36,incorrect,hayran,0,0.36,incorrect,abdulkadir selvi,0,0.19,incorrect,pham van dong,0,0.33,incorrect,pham van chanh,0,0.21,incorrect,esmeralda,0,0.29,incorrect,don quixote,0,0.12,incorrect,arthur,0,0.36,incorrect,abdulkadir selvi,0,0.19,incorrect,pham van chanh,0,0.21,incorrect,don quixote,0,0.12,incorrect
['margo'],not provided,0,0.24,incorrect,regain,0,0.36,incorrect,yasemin,0,0.17,incorrect,hayat,0,0.2,incorrect,nguyen thi minh hang,0,0.24,incorrect,pham van dong,0,0.33,incorrect,carlos,0,0.55,incorrect,unknown,0,0.17,incorrect,regain,0,0.36,incorrect,hayat,0,0.2,incorrect,pham van dong,0,0.33,incorrect,unknown,0,0.17,incorrect
['lacey'],malcolm,0,0.33,incorrect,how,0,0.0,incorrect,duyarsiz,0,0.15,incorrect,yasemin,0,0.33,incorrect,tran lam,0,0.31,incorrect,du,0,0.0,incorrect,roberto,0,0.17,incorrect,la y...,0,0.5,incorrect,how,0,0.0,incorrect,yasemin,0,0.33,incorrect,du,0,0.0,incorrect,la y...,0,0.5,incorrect
"['margo', 'marg']",emily,0,0.22,incorrect,yorke,0,0.22,incorrect,asli,0,0.25,incorrect,evdekinden,0,0.0,incorrect,pham,0,0.25,incorrect,nguyen du,0,0.15,incorrect,orlando,0,0.33,incorrect,orlando,0,0.33,incorrect,yorke,0,0.22,incorrect,evdekinden,0,0.0,incorrect,nguyen du,0,0.15,incorrect,orlando,0,0.33,incorrect
['margo'],agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,thomas,0,0.36,incorrect,agloe,0,0.6,incorrect,no especificado,0,0.2,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect
