Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['hermione'],obi,0,0.18,incorrect,emily,0,0.46,incorrect,sechele,0,0.4,incorrect,sechele,0,0.4,incorrect,spellman,0,0.38,incorrect,god,0,0.18,incorrect,harry,0,0.31,incorrect,spelman,0,0.4,incorrect,sequoyah,0,0.25,incorrect,ary,0,0.18,incorrect,emily,0,0.46,incorrect,emily,0,0.46,incorrect,sechele,0,0.4,incorrect,god,0,0.18,incorrect,spelman,0,0.4,incorrect,ary,0,0.18,incorrect,harry,0,0.31,incorrect,emily,0,0.46,incorrect,harry,0,0.31,incorrect,orhan,0,0.31,incorrect,harry,0,0.31,incorrect,nguyen dinh chieu,0,0.32,incorrect,gandalf,0,0.13,incorrect,tolkien,0,0.27,incorrect,emily,0,0.46,incorrect,orhan,0,0.31,incorrect,nguyen dinh chieu,0,0.32,incorrect,tolkien,0,0.27,incorrect
"['ron—', 'ron']",harry,0,0.25,incorrect,harry,0,0.25,incorrect,justin bieber,0,0.12,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,eve,0,0.0,incorrect,godot,0,0.25,incorrect,eve,0,0.0,incorrect,shaggy,0,0.0,incorrect,efatra,0,0.22,incorrect,god,0,0.33,incorrect,harry,0,0.25,incorrect,god,0,0.33,incorrect,eve,0,0.0,incorrect,eve,0,0.0,incorrect,efatra,0,0.22,incorrect,harry,0,0.25,incorrect,harry,0,0.25,incorrect,dracula,0,0.2,incorrect,sukru,0,0.25,incorrect,nguyen,0,0.22,incorrect,ha noi,0,0.22,incorrect,harry potter,0,0.27,incorrect,dracula,0,0.2,incorrect,harry,0,0.25,incorrect,sukru,0,0.25,incorrect,ha noi,0,0.22,incorrect,dracula,0,0.2,incorrect
['hermione'],harry potter,0,0.4,incorrect,harry,0,0.31,incorrect,jesus,0,0.15,incorrect,god,0,0.18,incorrect,god,0,0.18,incorrect,eve,0,0.36,incorrect,god,0,0.18,incorrect,god,0,0.18,incorrect,harry potter,0,0.4,incorrect,harry,0,0.31,incorrect,jesus,0,0.15,incorrect,harry,0,0.31,incorrect,god,0,0.18,incorrect,eve,0,0.36,incorrect,god,0,0.18,incorrect,harry,0,0.31,incorrect,harry,0,0.31,incorrect,harry,0,0.31,incorrect,harry,0,0.31,incorrect,harry,0,0.31,incorrect,harry,0,0.31,incorrect,harry,0,0.31,incorrect,hermione,1,1.0,correct,harry,0,0.31,incorrect,harry,0,0.31,incorrect,harry,0,0.31,incorrect,harry,0,0.31,incorrect,harry,0,0.31,incorrect
"['ron—', 'ron']",harry potter,0,0.27,incorrect,harry,0,0.25,incorrect,barack obama,0,0.27,incorrect,abel,0,0.0,incorrect,harry potter,0,0.27,incorrect,harry,0,0.25,incorrect,emily,0,0.0,incorrect,google,0,0.22,incorrect,matilda,0,0.0,incorrect,harry,0,0.25,incorrect,harry,0,0.25,incorrect,harry,0,0.25,incorrect,abel,0,0.0,incorrect,harry,0,0.25,incorrect,google,0,0.22,incorrect,harry,0,0.25,incorrect,harry,0,0.25,incorrect,harry,0,0.25,incorrect,harry,0,0.25,incorrect,sivaserpil,0,0.15,incorrect,ponyboy,0,0.4,incorrect,dong,0,0.57,incorrect,harry,0,0.25,incorrect,harry,0,0.25,incorrect,harry,0,0.25,incorrect,sivaserpil,0,0.15,incorrect,dong,0,0.57,incorrect,harry,0,0.25,incorrect
['ron'],harry,0,0.25,incorrect,harry,0,0.25,incorrect,mogale,0,0.22,incorrect,god,0,0.33,incorrect,harry potter,0,0.27,incorrect,harry,0,0.25,incorrect,donald trump,0,0.27,incorrect,lucas,0,0.0,incorrect,herodote,0,0.36,incorrect,herodote,0,0.36,incorrect,god,0,0.33,incorrect,harry,0,0.25,incorrect,god,0,0.33,incorrect,harry,0,0.25,incorrect,lucas,0,0.0,incorrect,herodote,0,0.36,incorrect,harry,0,0.25,incorrect,harry,0,0.25,incorrect,ron,1,1.0,correct,allah,0,0.0,incorrect,doraemon,0,0.55,incorrect,ai,0,0.0,incorrect,ron,1,1.0,correct,heracles,0,0.18,incorrect,harry,0,0.25,incorrect,allah,0,0.0,incorrect,ai,0,0.0,incorrect,heracles,0,0.18,incorrect
['ron'],socrates,0,0.18,incorrect,elijah,0,0.0,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,jesus,0,0.0,incorrect,eve,0,0.0,incorrect,walt whitman,0,0.13,incorrect,shakespeare,0,0.14,incorrect,pascal,0,0.0,incorrect,god,0,0.33,incorrect,jesus,0,0.0,incorrect,elijah,0,0.0,incorrect,god,0,0.33,incorrect,eve,0,0.0,incorrect,shakespeare,0,0.14,incorrect,god,0,0.33,incorrect,charlie,0,0.2,incorrect,ahab,0,0.0,incorrect,buddha,0,0.0,incorrect,allah,0,0.0,incorrect,duc phat,0,0.0,incorrect,than,0,0.29,incorrect,platon,0,0.44,incorrect,platon,0,0.44,incorrect,ahab,0,0.0,incorrect,allah,0,0.0,incorrect,than,0,0.29,incorrect,platon,0,0.44,incorrect
['ginny'],god,0,0.25,incorrect,einstein,0,0.46,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,eve,0,0.0,incorrect,emily,0,0.4,incorrect,india,0,0.4,incorrect,anne,0,0.44,incorrect,ary,0,0.25,incorrect,toilet,0,0.18,incorrect,einstein,0,0.46,incorrect,god,0,0.25,incorrect,eve,0,0.0,incorrect,india,0,0.4,incorrect,ary,0,0.25,incorrect,someone,0,0.17,incorrect,emily,0,0.4,incorrect,defne,0,0.2,incorrect,defoe,0,0.0,incorrect,noname,0,0.36,incorrect,thoreau,0,0.0,incorrect,papa,0,0.0,incorrect,diario,0,0.18,incorrect,emily,0,0.4,incorrect,defoe,0,0.0,incorrect,thoreau,0,0.0,incorrect,diario,0,0.18,incorrect
['hermione'],jesus,0,0.15,incorrect,jesus,0,0.15,incorrect,god,0,0.18,incorrect,god,0,0.18,incorrect,god,0,0.18,incorrect,eve,0,0.36,incorrect,harry,0,0.31,incorrect,shakespeare,0,0.42,incorrect,job,0,0.18,incorrect,andriamanitra,0,0.29,incorrect,moses,0,0.46,incorrect,jesus,0,0.15,incorrect,god,0,0.18,incorrect,eve,0,0.36,incorrect,shakespeare,0,0.42,incorrect,andriamanitra,0,0.29,incorrect,hermione,1,1.0,correct,alice,0,0.31,incorrect,harry,0,0.31,incorrect,allah,0,0.15,incorrect,narrator,0,0.25,incorrect,thanh giong,0,0.42,incorrect,don quijote,0,0.32,incorrect,europa,0,0.43,incorrect,alice,0,0.31,incorrect,allah,0,0.15,incorrect,thanh giong,0,0.42,incorrect,europa,0,0.43,incorrect
['harry'],eve,0,0.0,incorrect,eve,0,0.0,incorrect,job,0,0.0,incorrect,paris,0,0.4,incorrect,elijah,0,0.18,incorrect,elijah,0,0.18,incorrect,emily,0,0.2,incorrect,jesus,0,0.0,incorrect,iona,0,0.22,incorrect,nigeria,0,0.17,incorrect,moses,0,0.0,incorrect,eve,0,0.0,incorrect,paris,0,0.4,incorrect,elijah,0,0.18,incorrect,jesus,0,0.0,incorrect,nigeria,0,0.17,incorrect,harry,1,1.0,correct,eleanor,0,0.33,incorrect,isa,0,0.25,incorrect,isa,0,0.25,incorrect,harry,1,1.0,correct,dat,0,0.25,incorrect,harry,1,1.0,correct,magdalena,0,0.14,incorrect,eleanor,0,0.33,incorrect,isa,0,0.25,incorrect,dat,0,0.25,incorrect,magdalena,0,0.14,incorrect
['harry'],elijah,0,0.18,incorrect,elijah,0,0.18,incorrect,moses,0,0.0,incorrect,noah,0,0.22,incorrect,elijah,0,0.18,incorrect,eve,0,0.0,incorrect,heathcliff,0,0.27,incorrect,everest,0,0.17,incorrect,alice,0,0.2,incorrect,adam,0,0.22,incorrect,moses,0,0.0,incorrect,elijah,0,0.18,incorrect,noah,0,0.22,incorrect,eve,0,0.0,incorrect,everest,0,0.17,incorrect,adam,0,0.22,incorrect,harry,1,1.0,correct,heathcliff,0,0.27,incorrect,frodo,0,0.2,incorrect,isa,0,0.25,incorrect,dong,0,0.0,incorrect,hanoi,0,0.4,incorrect,harry,1,1.0,correct,quito,0,0.0,incorrect,heathcliff,0,0.27,incorrect,isa,0,0.25,incorrect,hanoi,0,0.4,incorrect,quito,0,0.0,incorrect
['harry'],harry potter,0,0.59,incorrect,harry potter,0,0.59,incorrect,moses,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.0,incorrect,eve,0,0.0,incorrect,odysseus,0,0.15,incorrect,google,0,0.0,incorrect,harry,1,1.0,correct,harry,1,1.0,correct,harry potter,0,0.59,incorrect,harry potter,0,0.59,incorrect,god,0,0.0,incorrect,eve,0,0.0,incorrect,google,0,0.0,incorrect,harry,1,1.0,correct,harry,1,1.0,correct,harry,1,1.0,correct,harry,1,1.0,correct,harry,1,1.0,correct,harry,1,1.0,correct,dong,0,0.0,incorrect,harry,1,1.0,correct,harry,1,1.0,correct,harry,1,1.0,correct,harry,1,1.0,correct,dong,0,0.0,incorrect,harry,1,1.0,correct
['harry'],jesus,0,0.0,incorrect,elijah,0,0.18,incorrect,jesus,0,0.0,incorrect,god,0,0.0,incorrect,job,0,0.0,incorrect,eita,0,0.22,incorrect,god,0,0.0,incorrect,helios,0,0.18,incorrect,tom,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.0,incorrect,elijah,0,0.18,incorrect,god,0,0.0,incorrect,eita,0,0.22,incorrect,helios,0,0.18,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,sun,0,0.0,incorrect,ali,0,0.25,incorrect,ay,0,0.57,incorrect,nguoi dan ong,0,0.11,incorrect,thuong de,0,0.14,incorrect,godofredo,0,0.14,incorrect,jesus,0,0.0,incorrect,sun,0,0.0,incorrect,ay,0,0.57,incorrect,thuong de,0,0.14,incorrect,jesus,0,0.0,incorrect
"['señor weasley', 'señor', 'weasley', 'mr weasley‘nin', 'mr', 'weasley‘nin']",god,0,0.25,incorrect,eve,0,0.4,incorrect,god,0,0.25,incorrect,africa,0,0.25,incorrect,mozart,0,0.5,incorrect,eve,0,0.4,incorrect,walt disney,0,0.56,incorrect,moon,0,0.33,incorrect,mary,0,0.67,incorrect,efod,0,0.44,incorrect,moses,0,0.4,incorrect,eve,0,0.4,incorrect,africa,0,0.25,incorrect,eve,0,0.4,incorrect,moon,0,0.33,incorrect,efod,0,0.44,incorrect,merlin,0,0.5,incorrect,toad,0,0.24,incorrect,r2-d2,0,0.29,incorrect,ay,0,0.44,incorrect,paul,0,0.36,incorrect,thien,0,0.4,incorrect,merlin,0,0.5,incorrect,eva,0,0.4,incorrect,toad,0,0.24,incorrect,ay,0,0.44,incorrect,thien,0,0.4,incorrect,eva,0,0.4,incorrect
['hermione'],jesus,0,0.15,incorrect,elijah,0,0.29,incorrect,god,0,0.18,incorrect,god,0,0.18,incorrect,abraham,0,0.27,incorrect,eita,0,0.33,incorrect,dr. lee,0,0.27,incorrect,god,0,0.18,incorrect,paul,0,0.0,incorrect,god,0,0.18,incorrect,google,0,0.29,incorrect,elijah,0,0.29,incorrect,god,0,0.18,incorrect,eita,0,0.33,incorrect,god,0,0.18,incorrect,god,0,0.18,incorrect,harry,0,0.31,incorrect,days,0,0.0,incorrect,sherlock holmes,0,0.43,incorrect,galileo,0,0.27,incorrect,dong,0,0.33,incorrect,duc,0,0.0,incorrect,ministro,0,0.38,incorrect,interior,0,0.5,incorrect,days,0,0.0,incorrect,galileo,0,0.27,incorrect,duc,0,0.0,incorrect,interior,0,0.5,incorrect
['hermione'],jesus,0,0.15,incorrect,elijah,0,0.29,incorrect,obama,0,0.15,incorrect,god,0,0.18,incorrect,job,0,0.18,incorrect,elijah,0,0.29,incorrect,harry,0,0.31,incorrect,ministry,0,0.38,incorrect,paul,0,0.0,incorrect,ministra,0,0.38,incorrect,google,0,0.29,incorrect,elijah,0,0.29,incorrect,god,0,0.18,incorrect,elijah,0,0.29,incorrect,ministry,0,0.38,incorrect,ministra,0,0.38,incorrect,hermione,1,1.0,correct,julia,0,0.15,incorrect,harry,0,0.31,incorrect,ali,0,0.18,incorrect,harry,0,0.31,incorrect,paris,0,0.31,incorrect,harry,0,0.31,incorrect,moses,0,0.46,incorrect,julia,0,0.15,incorrect,ali,0,0.18,incorrect,paris,0,0.31,incorrect,moses,0,0.46,incorrect
"['ms weasley', 'ms', 'weasley']",jesus,0,0.33,incorrect,elijah,0,0.31,incorrect,moses,0,0.57,incorrect,israel,0,0.38,incorrect,noah,0,0.18,incorrect,noah,0,0.18,incorrect,esperanza,0,0.38,incorrect,john,0,0.0,incorrect,saint-exupery,0,0.35,incorrect,andriamanitra,0,0.17,incorrect,israel,0,0.38,incorrect,elijah,0,0.31,incorrect,israel,0,0.38,incorrect,noah,0,0.18,incorrect,john,0,0.0,incorrect,andriamanitra,0,0.17,incorrect,sherlock,0,0.33,incorrect,door,0,0.0,incorrect,heathcliff,0,0.35,incorrect,harry,0,0.33,incorrect,nam,0,0.4,incorrect,cua,0,0.2,incorrect,fantasmas,0,0.36,incorrect,emily,0,0.5,incorrect,door,0,0.0,incorrect,harry,0,0.33,incorrect,cua,0,0.2,incorrect,emily,0,0.5,incorrect
['harry'],abraham,0,0.33,incorrect,god,0,0.0,incorrect,monna,0,0.2,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,eve,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,eve,0,0.0,incorrect,eve,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,eve,0,0.0,incorrect,god,0,0.0,incorrect,eve,0,0.0,incorrect,harry,1,1.0,correct,god,0,0.0,incorrect,harry,1,1.0,correct,ali,0,0.25,incorrect,dorian,0,0.18,incorrect,thales,0,0.36,incorrect,ella,0,0.22,incorrect,shakespeare,0,0.38,incorrect,god,0,0.0,incorrect,ali,0,0.25,incorrect,thales,0,0.36,incorrect,shakespeare,0,0.38,incorrect
['dumbledore'],einstein,0,0.22,incorrect,elijah,0,0.12,incorrect,god,0,0.15,incorrect,god,0,0.15,incorrect,einstein,0,0.22,incorrect,eve,0,0.31,incorrect,god,0,0.15,incorrect,newton,0,0.25,incorrect,god,0,0.15,incorrect,god,0,0.15,incorrect,god,0,0.15,incorrect,elijah,0,0.12,incorrect,god,0,0.15,incorrect,eve,0,0.31,incorrect,newton,0,0.25,incorrect,god,0,0.15,incorrect,jesus,0,0.13,incorrect,god,0,0.15,incorrect,dumbledore,1,1.0,correct,harry,0,0.13,incorrect,phuong,0,0.25,incorrect,duc,0,0.31,incorrect,jesus,0,0.13,incorrect,platon,0,0.25,incorrect,god,0,0.15,incorrect,harry,0,0.13,incorrect,duc,0,0.31,incorrect,platon,0,0.25,incorrect
"['ron—', 'ron']",odin,0,0.57,incorrect,rachel,0,0.22,incorrect,thabo,0,0.25,incorrect,lesedi,0,0.0,incorrect,adam,0,0.0,incorrect,adam,0,0.0,incorrect,macduff,0,0.0,incorrect,shakespeare,0,0.14,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,jesus,0,0.0,incorrect,rachel,0,0.22,incorrect,lesedi,0,0.0,incorrect,adam,0,0.0,incorrect,shakespeare,0,0.14,incorrect,god,0,0.33,incorrect,sherlock,0,0.36,incorrect,macbeth,0,0.0,incorrect,sherlock,0,0.36,incorrect,karisi,0,0.22,incorrect,dam vinh hung,0,0.12,incorrect,dong,0,0.57,incorrect,hamlet,0,0.0,incorrect,jack,0,0.0,incorrect,macbeth,0,0.0,incorrect,karisi,0,0.22,incorrect,dong,0,0.57,incorrect,jack,0,0.0,incorrect
['fred'],abraham,0,0.18,incorrect,eve,0,0.29,incorrect,samson,0,0.0,incorrect,god,0,0.29,incorrect,heather,0,0.18,incorrect,eve,0,0.29,incorrect,emily,0,0.22,incorrect,shakespeare,0,0.27,incorrect,eve,0,0.29,incorrect,bird,0,0.5,incorrect,jesus,0,0.22,incorrect,eve,0,0.29,incorrect,god,0,0.29,incorrect,eve,0,0.29,incorrect,shakespeare,0,0.27,incorrect,bird,0,0.5,incorrect,harry,0,0.22,incorrect,god,0,0.29,incorrect,harry,0,0.22,incorrect,allah,0,0.0,incorrect,dat,0,0.29,incorrect,thien,0,0.22,incorrect,harry,0,0.22,incorrect,jesus,0,0.22,incorrect,god,0,0.29,incorrect,allah,0,0.0,incorrect,thien,0,0.22,incorrect,jesus,0,0.22,incorrect
['george'],oliver twist,0,0.22,incorrect,jesus,0,0.18,incorrect,mother,0,0.33,incorrect,seesemane,0,0.27,incorrect,jesus,0,0.18,incorrect,london,0,0.17,incorrect,emily,0,0.18,incorrect,god,0,0.44,incorrect,george,1,1.0,correct,shakespeare,0,0.35,incorrect,god,0,0.44,incorrect,jesus,0,0.18,incorrect,seesemane,0,0.27,incorrect,london,0,0.17,incorrect,god,0,0.44,incorrect,shakespeare,0,0.35,incorrect,bill,0,0.0,incorrect,fleur,0,0.36,incorrect,harry,0,0.18,incorrect,shakespeare,0,0.35,incorrect,thay mcgran,0,0.24,incorrect,chua,0,0.0,incorrect,elizabeth,0,0.27,incorrect,austen,0,0.17,incorrect,fleur,0,0.36,incorrect,shakespeare,0,0.35,incorrect,chua,0,0.0,incorrect,austen,0,0.17,incorrect
['luna'],samson,0,0.2,incorrect,eve,0,0.0,incorrect,joseph,0,0.0,incorrect,adam,0,0.25,incorrect,adam,0,0.25,incorrect,eve,0,0.0,incorrect,cleopatra,0,0.31,incorrect,jesus,0,0.22,incorrect,carrot,0,0.2,incorrect,andriamanitra,0,0.24,incorrect,jesus,0,0.22,incorrect,eve,0,0.0,incorrect,adam,0,0.25,incorrect,eve,0,0.0,incorrect,jesus,0,0.22,incorrect,andriamanitra,0,0.24,incorrect,pippi,0,0.0,incorrect,sunflower,0,0.31,incorrect,o,0,0.0,incorrect,sun,0,0.57,incorrect,kim,0,0.0,incorrect,anh,0,0.29,incorrect,sheila,0,0.4,incorrect,jesus,0,0.22,incorrect,sunflower,0,0.31,incorrect,sun,0,0.57,incorrect,anh,0,0.29,incorrect,jesus,0,0.22,incorrect
"['fred—', 'fred']",odin,0,0.25,incorrect,elijah,0,0.2,incorrect,god,0,0.29,incorrect,madonna,0,0.18,incorrect,maui,0,0.0,incorrect,eve,0,0.29,incorrect,elvis,0,0.22,incorrect,disney,0,0.2,incorrect,patrick,0,0.18,incorrect,jesus,0,0.22,incorrect,israel,0,0.4,incorrect,elijah,0,0.2,incorrect,madonna,0,0.18,incorrect,eve,0,0.29,incorrect,disney,0,0.2,incorrect,jesus,0,0.22,incorrect,ron,0,0.29,incorrect,ginny,0,0.0,incorrect,heathcliff,0,0.14,incorrect,orpheus,0,0.36,incorrect,narrator,0,0.17,incorrect,vodka,0,0.22,incorrect,homero,0,0.2,incorrect,dionisio,0,0.17,incorrect,ginny,0,0.0,incorrect,orpheus,0,0.36,incorrect,vodka,0,0.22,incorrect,dionisio,0,0.17,incorrect
['muriel'],monica,0,0.33,incorrect,eve,0,0.22,incorrect,moses,0,0.36,incorrect,god,0,0.0,incorrect,joseph,0,0.17,incorrect,eve,0,0.22,incorrect,cleopatra,0,0.13,incorrect,disney,0,0.33,incorrect,noah,0,0.0,incorrect,africa,0,0.33,incorrect,london,0,0.17,incorrect,eve,0,0.22,incorrect,god,0,0.0,incorrect,eve,0,0.22,incorrect,disney,0,0.33,incorrect,africa,0,0.33,incorrect,muriel,1,1.0,correct,elijah,0,0.33,incorrect,harry,0,0.18,incorrect,merlin,0,0.5,incorrect,de,0,0.25,incorrect,thuc,0,0.2,incorrect,magdalena,0,0.27,incorrect,harry potter,0,0.22,incorrect,elijah,0,0.33,incorrect,merlin,0,0.5,incorrect,thuc,0,0.2,incorrect,harry potter,0,0.22,incorrect
['harry'],oliver,0,0.18,incorrect,goliath,0,0.17,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,heathcliff,0,0.27,incorrect,hamlet,0,0.36,incorrect,sam,0,0.25,incorrect,adamo,0,0.2,incorrect,jesus,0,0.0,incorrect,goliath,0,0.17,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,hamlet,0,0.36,incorrect,adamo,0,0.2,incorrect,harry,1,1.0,correct,god,0,0.0,incorrect,o,0,0.0,incorrect,omer,0,0.22,incorrect,dat,0,0.25,incorrect,duc,0,0.0,incorrect,maria,0,0.4,incorrect,shakespeare,0,0.38,incorrect,god,0,0.0,incorrect,omer,0,0.22,incorrect,duc,0,0.0,incorrect,shakespeare,0,0.38,incorrect
['harry'],ishola,0,0.36,incorrect,eve,0,0.0,incorrect,god,0,0.0,incorrect,eve,0,0.0,incorrect,abraham,0,0.33,incorrect,eve,0,0.0,incorrect,phoebe,0,0.18,incorrect,emily,0,0.2,incorrect,god,0,0.0,incorrect,eve,0,0.0,incorrect,eve,0,0.0,incorrect,eve,0,0.0,incorrect,eve,0,0.0,incorrect,eve,0,0.0,incorrect,emily,0,0.2,incorrect,eve,0,0.0,incorrect,sherlock,0,0.31,incorrect,emily,0,0.2,incorrect,bay ham,0,0.33,incorrect,medusa,0,0.18,incorrect,thi,0,0.25,incorrect,jesus,0,0.0,incorrect,emily,0,0.2,incorrect,solange,0,0.17,incorrect,emily,0,0.2,incorrect,medusa,0,0.18,incorrect,jesus,0,0.0,incorrect,solange,0,0.17,incorrect
['muriel'],oliver,0,0.33,incorrect,mungo,0,0.36,incorrect,peter,0,0.18,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,noah,0,0.0,incorrect,doctor,0,0.17,incorrect,doctor,0,0.17,incorrect,heriniaina,0,0.25,incorrect,mungo,0,0.36,incorrect,god,0,0.0,incorrect,mungo,0,0.36,incorrect,jesus,0,0.18,incorrect,noah,0,0.0,incorrect,doctor,0,0.17,incorrect,mungo,0,0.36,incorrect,madam malkin,0,0.22,incorrect,mother,0,0.33,incorrect,harry,0,0.18,incorrect,harry,0,0.18,incorrect,mabel,0,0.55,incorrect,mungo,0,0.36,incorrect,harry,0,0.18,incorrect,glasgow,0,0.15,incorrect,mother,0,0.33,incorrect,harry,0,0.18,incorrect,mungo,0,0.36,incorrect,glasgow,0,0.15,incorrect
"['harry', 'harry—']",abraham,0,0.33,incorrect,elijah,0,0.18,incorrect,god,0,0.0,incorrect,google,0,0.0,incorrect,jesus,0,0.0,incorrect,eve,0,0.0,incorrect,harry,1,1.0,correct,god,0,0.0,incorrect,harry potter,0,0.59,incorrect,hogwarts,0,0.46,incorrect,god,0,0.0,incorrect,elijah,0,0.18,incorrect,google,0,0.0,incorrect,eve,0,0.0,incorrect,god,0,0.0,incorrect,hogwarts,0,0.46,incorrect,harry,1,1.0,correct,harry,1,1.0,correct,harry,1,1.0,correct,gandalf,0,0.17,incorrect,harry,1,1.0,correct,thien,0,0.2,incorrect,harry potter,0,0.59,incorrect,diablo,0,0.18,incorrect,harry,1,1.0,correct,gandalf,0,0.17,incorrect,thien,0,0.2,incorrect,diablo,0,0.18,incorrect
"['ron—', 'ron']",harry,0,0.25,incorrect,harry,0,0.25,incorrect,shakespeare,0,0.14,incorrect,endor,0,0.25,incorrect,god,0,0.33,incorrect,eve,0,0.0,incorrect,harry potter,0,0.27,incorrect,harry potter,0,0.27,incorrect,harry,0,0.25,incorrect,harry,0,0.25,incorrect,harry,0,0.25,incorrect,harry,0,0.25,incorrect,endor,0,0.25,incorrect,eve,0,0.0,incorrect,harry potter,0,0.27,incorrect,harry,0,0.25,incorrect,harry,0,0.25,incorrect,harry,0,0.25,incorrect,harry,0,0.25,incorrect,albus,0,0.0,incorrect,harry,0,0.25,incorrect,jesus,0,0.0,incorrect,harry,0,0.25,incorrect,radaron,0,0.6,incorrect,harry,0,0.25,incorrect,albus,0,0.0,incorrect,jesus,0,0.0,incorrect,radaron,0,0.6,incorrect
['harry'],abraham,0,0.33,incorrect,god,0,0.0,incorrect,jesus,0,0.0,incorrect,god,0,0.0,incorrect,job,0,0.0,incorrect,aita,0,0.22,incorrect,harry,1,1.0,correct,harry potter,0,0.59,incorrect,moses,0,0.0,incorrect,god,0,0.0,incorrect,israel,0,0.18,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,aita,0,0.22,incorrect,harry potter,0,0.59,incorrect,god,0,0.0,incorrect,harry,1,1.0,correct,harry,1,1.0,correct,harry,1,1.0,correct,musa,0,0.22,incorrect,harry,1,1.0,correct,jesus,0,0.0,incorrect,harry,1,1.0,correct,harry,1,1.0,correct,harry,1,1.0,correct,musa,0,0.22,incorrect,jesus,0,0.0,incorrect,harry,1,1.0,correct
