Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['elizabeth', 'elizabeth–']",george,0,0.27,incorrect,oliver,0,0.4,incorrect,joseph,0,0.27,incorrect,matlale,0,0.38,incorrect,te pahonoraa,0,0.29,incorrect,tea,0,0.33,incorrect,neil,0,0.31,incorrect,henrii,0,0.27,incorrect,valentina,0,0.33,incorrect,manantena,0,0.22,incorrect,bohlanya,0,0.24,incorrect,oliver,0,0.4,incorrect,matlale,0,0.38,incorrect,tea,0,0.33,incorrect,henrii,0,0.27,incorrect,manantena,0,0.22,incorrect,watson,0,0.27,incorrect,quirinus,0,0.12,incorrect,ali,0,0.33,incorrect,ali,0,0.33,incorrect,phan,0,0.15,incorrect,nguyen dinh thi,0,0.33,incorrect,don quixote,0,0.2,incorrect,maria,0,0.29,incorrect,quirinus,0,0.12,incorrect,ali,0,0.33,incorrect,nguyen dinh thi,0,0.33,incorrect,maria,0,0.29,incorrect
"['darcy–', 'darcy']",olufemi,0,0.0,incorrect,oluwasegun,0,0.13,incorrect,nancy,0,0.6,incorrect,world,0,0.2,incorrect,te parau ia aita,0,0.19,incorrect,te eita,0,0.17,incorrect,nepaal,0,0.18,incorrect,chhote,0,0.18,incorrect,john,0,0.0,incorrect,antananarivo,0,0.24,incorrect,ha le boikgethelo,0,0.09,incorrect,oluwasegun,0,0.13,incorrect,world,0,0.2,incorrect,te eita,0,0.17,incorrect,chhote,0,0.18,incorrect,antananarivo,0,0.24,incorrect,edmund,0,0.18,incorrect,pride,0,0.2,incorrect,ali,0,0.25,incorrect,yaradilis,0,0.29,incorrect,arjuna,0,0.36,incorrect,nguyen du,0,0.14,incorrect,don quijote,0,0.12,incorrect,don quijote,0,0.12,incorrect,pride,0,0.2,incorrect,yaradilis,0,0.29,incorrect,nguyen du,0,0.14,incorrect,don quijote,0,0.12,incorrect
"['elizabeth', 'elizabeth–']",oliver,0,0.4,incorrect,omowumi,0,0.12,incorrect,modise,0,0.27,incorrect,botshwaruwa,0,0.3,incorrect,tamatoa,0,0.25,incorrect,ua,0,0.18,incorrect,baabuu baadshaah,0,0.24,incorrect,iishvr paanndde,0,0.25,incorrect,valentina,0,0.33,incorrect,avotra,0,0.27,incorrect,empa,0,0.31,incorrect,omowumi,0,0.12,incorrect,botshwaruwa,0,0.3,incorrect,ua,0,0.18,incorrect,iishvr paanndde,0,0.25,incorrect,avotra,0,0.27,incorrect,edmund,0,0.13,incorrect,chosen,0,0.13,incorrect,emine,0,0.43,incorrect,emine,0,0.43,incorrect,ngoc,0,0.0,incorrect,thich,0,0.29,incorrect,don,0,0.0,incorrect,el,0,0.36,incorrect,chosen,0,0.13,incorrect,emine,0,0.43,incorrect,thich,0,0.29,incorrect,el,0,0.36,incorrect
"['mr', 'bennet', 'mr bennet']",oliver,0,0.25,incorrect,oliver,0,0.25,incorrect,modupi,0,0.25,incorrect,modupi,0,0.25,incorrect,te ti'auri,0,0.25,incorrect,te po'ipo'i ia,0,0.1,incorrect,jkhn,0,0.2,incorrect,ptnii,0,0.18,incorrect,valentina,0,0.4,incorrect,andriamatoa,0,0.24,incorrect,modupi,0,0.25,incorrect,oliver,0,0.25,incorrect,modupi,0,0.25,incorrect,te po'ipo'i ia,0,0.1,incorrect,ptnii,0,0.18,incorrect,andriamatoa,0,0.24,incorrect,mr. bennet,0,0.95,correct,pearl,0,0.29,incorrect,ali,0,0.0,incorrect,ali,0,0.0,incorrect,nguoi khach,0,0.12,incorrect,ngoc anh,0,0.29,incorrect,don,0,0.22,incorrect,maria,0,0.57,incorrect,pearl,0,0.29,incorrect,ali,0,0.0,incorrect,ngoc anh,0,0.29,incorrect,maria,0,0.57,incorrect
"['charlotte', 'lucas', 'charlotte lucas']",olufemi,0,0.33,incorrect,tani,0,0.22,incorrect,my dinner,0,0.11,incorrect,my,0,0.0,incorrect,te haere,0,0.47,incorrect,aita o ua,0,0.42,incorrect,kecker,0,0.27,incorrect,prithvi,0,0.25,incorrect,andriamanitra,0,0.29,incorrect,antonin,0,0.25,incorrect,kea,0,0.25,incorrect,tani,0,0.22,incorrect,my,0,0.0,incorrect,aita o ua,0,0.42,incorrect,prithvi,0,0.25,incorrect,antonin,0,0.25,incorrect,emma,0,0.22,incorrect,penelope,0,0.35,incorrect,omer,0,0.31,incorrect,ali,0,0.33,incorrect,tran,0,0.22,incorrect,thit,0,0.31,incorrect,maria,0,0.3,incorrect,elijo,0,0.29,incorrect,penelope,0,0.35,incorrect,ali,0,0.33,incorrect,thit,0,0.31,incorrect,elijo,0,0.29,incorrect
"['señor', 'mr collins', 'collin', 'señor collins', 'mr', 'collins']",oliver,0,0.5,incorrect,oliver,0,0.5,incorrect,modupi,0,0.38,incorrect,morago,0,0.5,incorrect,te hinaaro,0,0.4,incorrect,taofe,0,0.2,incorrect,biraajii,0,0.22,incorrect,deba,0,0.22,incorrect,antananarivo,0,0.24,incorrect,rehefa,0,0.25,incorrect,phoebe,0,0.18,incorrect,oliver,0,0.5,incorrect,morago,0,0.5,incorrect,taofe,0,0.2,incorrect,deba,0,0.22,incorrect,rehefa,0,0.25,incorrect,edward,0,0.36,incorrect,mr. collins,0,0.95,correct,yegenim,0,0.33,incorrect,yegenim,0,0.33,incorrect,theresa,0,0.33,incorrect,thuong,0,0.33,incorrect,carlos,0,0.46,incorrect,primo,0,0.29,incorrect,mr. collins,0,0.95,correct,yegenim,0,0.33,incorrect,thuong,0,0.33,incorrect,primo,0,0.29,incorrect
"['señora', 'mrs bennet', 'bennet––', 'señora bennet––', 'bennet', 'mrs']",sandra day o'connor,0,0.41,incorrect,beatrice,0,0.43,incorrect,king george,0,0.35,incorrect,king george,0,0.35,incorrect,tea,0,0.44,incorrect,te huru,0,0.31,incorrect,emma,0,0.4,incorrect,mhilaa kii naagrik,0,0.21,incorrect,joseph,0,0.33,incorrect,mipetraka,0,0.4,incorrect,matlou,0,0.25,incorrect,beatrice,0,0.43,incorrect,king george,0,0.35,incorrect,te huru,0,0.31,incorrect,mhilaa kii naagrik,0,0.21,incorrect,mipetraka,0,0.4,incorrect,elizabeth bennet,0,0.58,incorrect,prudence,0,0.44,incorrect,valentina,0,0.4,incorrect,osman,0,0.36,incorrect,kim,0,0.33,incorrect,theresa,0,0.46,incorrect,donna,0,0.36,incorrect,maria,0,0.5,incorrect,prudence,0,0.44,incorrect,osman,0,0.36,incorrect,theresa,0,0.46,incorrect,maria,0,0.5,incorrect
"['mr', 'bennet––', 'bennet', 'mr bennet']",oliver,0,0.25,incorrect,olorunfemi,0,0.32,incorrect,baa,0,0.22,incorrect,modimo,0,0.25,incorrect,tamatoa,0,0.25,incorrect,te hina,0,0.31,incorrect,raajaa,0,0.25,incorrect,chaplus,0,0.0,incorrect,ary,0,0.4,incorrect,ary,0,0.4,incorrect,neil armstrong,0,0.3,incorrect,olorunfemi,0,0.32,incorrect,modimo,0,0.25,incorrect,te hina,0,0.31,incorrect,chaplus,0,0.0,incorrect,ary,0,0.4,incorrect,mr. darcy,0,0.36,incorrect,udy,0,0.0,incorrect,voltaire,0,0.24,incorrect,"cok mi yoksa ince tatli dusunce,"" mi, yerinde etme anda onceden evin, dedi o yetenegine sozler da iltifatlar ediyorum.",0,0.13,incorrect,thuong hieu,0,0.24,incorrect,thomas,0,0.25,incorrect,don,0,0.22,incorrect,don quijote,0,0.24,incorrect,udy,0,0.0,incorrect,"cok mi yoksa ince tatli dusunce,"" mi, yerinde etme anda onceden evin, dedi o yetenegine sozler da iltifatlar ediyorum.",0,0.13,incorrect,thomas,0,0.25,incorrect,don quijote,0,0.24,incorrect
"['señora', 'mrs bennet', 'bennet', 'señora bennet', 'mrs']",oliver,0,0.33,incorrect,oliver,0,0.33,incorrect,seabelo,0,0.5,incorrect,thomas,0,0.44,incorrect,parau,0,0.36,incorrect,teou,0,0.4,incorrect,elizabeth bennet,0,0.62,incorrect,prasad,0,0.44,incorrect,samy,0,0.4,incorrect,stella,0,0.5,incorrect,monna,0,0.4,incorrect,oliver,0,0.33,incorrect,thomas,0,0.44,incorrect,teou,0,0.4,incorrect,prasad,0,0.44,incorrect,stella,0,0.5,incorrect,eliza,0,0.36,incorrect,missy,0,0.5,incorrect,ali,0,0.22,incorrect,adama,0,0.25,incorrect,phoebe,0,0.33,incorrect,theresa,0,0.46,incorrect,juanita,0,0.31,incorrect,maria,0,0.5,incorrect,missy,0,0.5,incorrect,adama,0,0.25,incorrect,theresa,0,0.46,incorrect,maria,0,0.5,incorrect
"['philips', 'señora', 'mrs philips', 'señora philips', 'mrs']",oliver,0,0.33,incorrect,oluwa,0,0.36,incorrect,modupi,0,0.35,incorrect,modupi,0,0.35,incorrect,teremoana,0,0.4,incorrect,parau,0,0.36,incorrect,thomas,0,0.44,incorrect,muda,0,0.29,incorrect,samy,0,0.4,incorrect,samy,0,0.4,incorrect,keali`i,0,0.38,incorrect,oluwa,0,0.36,incorrect,modupi,0,0.35,incorrect,parau,0,0.36,incorrect,muda,0,0.29,incorrect,samy,0,0.4,incorrect,mr. s.,0,0.67,incorrect,mr. b,0,0.5,incorrect,ali,0,0.4,incorrect,henry,0,0.55,incorrect,tran,0,0.4,incorrect,the gioi,0,0.4,incorrect,juanito,0,0.31,incorrect,juanita,0,0.31,incorrect,mr. b,0,0.5,incorrect,henry,0,0.55,incorrect,the gioi,0,0.4,incorrect,juanita,0,0.31,incorrect
"['wickham', 'wickham––']",adajo oluwatoyin taiwo,0,0.21,incorrect,mike,0,0.36,incorrect,selelo,0,0.0,incorrect,gonne,0,0.0,incorrect,tea,0,0.2,incorrect,tera,0,0.18,incorrect,heba,0,0.36,incorrect,bennett,0,0.0,incorrect,valentina,0,0.25,incorrect,tsiafikely,0,0.24,incorrect,ha ka,0,0.33,incorrect,mike,0,0.36,incorrect,gonne,0,0.0,incorrect,tera,0,0.18,incorrect,bennett,0,0.0,incorrect,tsiafikely,0,0.24,incorrect,elizabeth bennet,0,0.17,incorrect,mr. bennet,0,0.12,incorrect,ali,0,0.2,incorrect,ali,0,0.2,incorrect,phoebe,0,0.15,incorrect,kim,0,0.4,incorrect,don,0,0.0,incorrect,juanito,0,0.14,incorrect,mr. bennet,0,0.12,incorrect,ali,0,0.2,incorrect,kim,0,0.4,incorrect,juanito,0,0.14,incorrect
"['mr', 'mr darcy', 'darcy']",olumide,0,0.27,incorrect,james,0,0.29,incorrect,motho wa,0,0.38,incorrect,mamo,0,0.33,incorrect,te tahi,0,0.27,incorrect,teri,0,0.33,incorrect,supreme court,0,0.29,incorrect,chaitanya,0,0.29,incorrect,joseph,0,0.0,incorrect,ary,0,0.75,correct,empa,0,0.33,incorrect,james,0,0.29,incorrect,mamo,0,0.33,incorrect,teri,0,0.33,incorrect,chaitanya,0,0.29,incorrect,ary,0,0.75,correct,mr. brooke,0,0.44,incorrect,mr. darcy,0,0.94,correct,ali,0,0.25,incorrect,serefli,0,0.22,incorrect,mr. brocklehurst,0,0.42,incorrect,nguyen du,0,0.24,incorrect,don fernando,0,0.24,incorrect,un opinion,0,0.11,incorrect,mr. darcy,0,0.94,correct,serefli,0,0.22,incorrect,nguyen du,0,0.24,incorrect,un opinion,0,0.11,incorrect
['elizabeth'],oliver,0,0.4,incorrect,oliver,0,0.4,incorrect,modiri,0,0.13,incorrect,lebowa,0,0.27,incorrect,te fana,0,0.25,incorrect,teremoana,0,0.22,incorrect,prithvi,0,0.38,incorrect,devata,0,0.4,incorrect,valentin,0,0.35,incorrect,valentin,0,0.35,incorrect,"monna u ""ho bongoaneng",0,0.19,incorrect,oliver,0,0.4,incorrect,lebowa,0,0.27,incorrect,teremoana,0,0.22,incorrect,devata,0,0.4,incorrect,valentin,0,0.35,incorrect,edward,0,0.27,incorrect,she,0,0.17,incorrect,ali,0,0.33,incorrect,olana,0,0.29,incorrect,arthur,0,0.4,incorrect,thieu nguyen,0,0.19,incorrect,don rafael,0,0.21,incorrect,antonio,0,0.25,incorrect,she,0,0.17,incorrect,olana,0,0.29,incorrect,thieu nguyen,0,0.19,incorrect,antonio,0,0.25,incorrect
"['wickham', 'darc', 'darcy']",emily,0,0.2,incorrect,oliver,0,0.2,incorrect,marie,0,0.44,incorrect,ke,0,0.22,incorrect,te fiti,0,0.14,incorrect,te here,0,0.18,incorrect,mudha,0,0.44,incorrect,lkssmii,0,0.29,incorrect,london,0,0.2,incorrect,tovovavy,0,0.31,incorrect,joaloka,0,0.29,incorrect,oliver,0,0.2,incorrect,ke,0,0.22,incorrect,te here,0,0.18,incorrect,lkssmii,0,0.29,incorrect,tovovavy,0,0.31,incorrect,miss crawford,0,0.3,incorrect,miss burney,0,0.25,incorrect,charles,0,0.43,incorrect,georgiana,0,0.25,incorrect,phoebe,0,0.15,incorrect,hester,0,0.2,incorrect,elizabeth bennet,0,0.17,incorrect,darcy,1,1.0,correct,miss burney,0,0.25,incorrect,georgiana,0,0.25,incorrect,hester,0,0.2,incorrect,darcy,1,1.0,correct
"['mr', 'mr darcy', 'darcy']",thomas,0,0.29,incorrect,oloooto,0,0.0,incorrect,modise,0,0.29,incorrect,boikgogomoso seapole,0,0.21,incorrect,teremoana,0,0.24,incorrect,te eita,0,0.27,incorrect,prithvi,0,0.22,incorrect,justice,0,0.17,incorrect,thomas hobbes,0,0.19,incorrect,thomas,0,0.29,incorrect,boikakaso,0,0.14,incorrect,oloooto,0,0.0,incorrect,boikgogomoso seapole,0,0.21,incorrect,te eita,0,0.27,incorrect,justice,0,0.17,incorrect,thomas,0,0.29,incorrect,mr. darcy,0,0.94,correct,mr. wilkins,0,0.32,incorrect,adem,0,0.33,incorrect,gur,0,0.4,incorrect,thanh,0,0.2,incorrect,thuyen truong,0,0.19,incorrect,don,0,0.25,incorrect,carlos,0,0.36,incorrect,mr. wilkins,0,0.32,incorrect,gur,0,0.4,incorrect,thuyen truong,0,0.19,incorrect,carlos,0,0.36,incorrect
"['catherine de bourgh', 'bourg', 'de', 'catherine', 'lady catherine de bourgh', 'catherine bourg', 'bourgh', 'lady']",thomas,0,0.29,incorrect,thomas,0,0.29,incorrect,mathata,0,0.38,incorrect,le,0,0.5,incorrect,te hina,0,0.5,incorrect,ua,0,0.33,incorrect,jephrii,0,0.38,incorrect,madam,0,0.44,incorrect,mr. brown,0,0.33,incorrect,mr. fa,0,0.2,incorrect,leha,0,0.5,incorrect,thomas,0,0.29,incorrect,le,0,0.5,incorrect,ua,0,0.33,incorrect,madam,0,0.44,incorrect,mr. fa,0,0.2,incorrect,mr. wickham,0,0.24,incorrect,madam pince,0,0.4,incorrect,ada,0,0.57,incorrect,ali,0,0.33,incorrect,nguoi dan ong,0,0.38,incorrect,phu dong,0,0.37,incorrect,don carlos,0,0.35,incorrect,maria,0,0.43,incorrect,madam pince,0,0.4,incorrect,ali,0,0.33,incorrect,phu dong,0,0.37,incorrect,maria,0,0.43,incorrect
"['wickham', 'wickham––']",oliver,0,0.15,incorrect,oliver,0,0.15,incorrect,ke,0,0.22,incorrect,le,0,0.0,incorrect,te pahonoraa tera,0,0.17,incorrect,te atairangi,0,0.21,incorrect,mudaa,0,0.17,incorrect,shriimaan raajaa,0,0.17,incorrect,henrietta,0,0.25,incorrect,andriamatoa,0,0.33,incorrect,empa,0,0.18,incorrect,oliver,0,0.15,incorrect,le,0,0.0,incorrect,te atairangi,0,0.21,incorrect,shriimaan raajaa,0,0.17,incorrect,andriamatoa,0,0.33,incorrect,miss crawford,0,0.3,incorrect,miss crawford,0,0.3,incorrect,mustafa kemal,0,0.2,incorrect,ernest,0,0.0,incorrect,mr. darcy,0,0.12,incorrect,theresa,0,0.29,incorrect,don pedro,0,0.0,incorrect,don pedro,0,0.0,incorrect,miss crawford,0,0.3,incorrect,ernest,0,0.0,incorrect,theresa,0,0.29,incorrect,don pedro,0,0.0,incorrect
['jane'],oliver,0,0.2,incorrect,olutayo,0,0.18,incorrect,jaanong,0,0.55,incorrect,kgatlhego,0,0.31,incorrect,tamatoa,0,0.18,incorrect,parau,0,0.22,incorrect,prithvi,0,0.0,incorrect,prithvi,0,0.0,incorrect,ary,0,0.29,incorrect,ary,0,0.29,incorrect,nete,0,0.5,incorrect,olutayo,0,0.18,incorrect,kgatlhego,0,0.31,incorrect,parau,0,0.22,incorrect,prithvi,0,0.0,incorrect,ary,0,0.29,incorrect,edith,0,0.22,incorrect,pip,0,0.0,incorrect,onlari,0,0.2,incorrect,cok ilgili,0,0.0,incorrect,nancy,0,0.44,incorrect,nguyen dinh thi,0,0.21,incorrect,mi querida amelia,0,0.19,incorrect,maria,0,0.22,incorrect,pip,0,0.0,incorrect,cok ilgili,0,0.0,incorrect,nguyen dinh thi,0,0.21,incorrect,maria,0,0.22,incorrect
['elizabeth'],reti,0,0.31,incorrect,okookan,0,0.12,incorrect,andronico,0,0.11,incorrect,gonne,0,0.14,incorrect,teremoana richard,0,0.23,incorrect,ua,0,0.18,incorrect,dunnu,0,0.0,incorrect,delhi,0,0.43,incorrect,archly,0,0.27,incorrect,archly,0,0.27,incorrect,etsoe,0,0.29,incorrect,okookan,0,0.12,incorrect,gonne,0,0.14,incorrect,ua,0,0.18,incorrect,delhi,0,0.43,incorrect,archly,0,0.27,incorrect,watson,0,0.27,incorrect,both,0,0.46,incorrect,ali,0,0.33,incorrect,ikisi de,0,0.24,incorrect,phoebe,0,0.4,incorrect,phong,0,0.14,incorrect,don quijote,0,0.2,incorrect,los dioses,0,0.32,incorrect,both,0,0.46,incorrect,ikisi de,0,0.24,incorrect,phong,0,0.14,incorrect,los dioses,0,0.32,incorrect
"['ngài william', 'sir', 'ngài', 'william', 'sir william']",oliver,0,0.44,incorrect,emi,0,0.33,incorrect,selebi,0,0.44,incorrect,re,0,0.4,incorrect,te atua,0,0.22,incorrect,te e,0,0.13,incorrect,biraalaa,0,0.42,incorrect,humko,0,0.17,incorrect,valentin,0,0.33,incorrect,andriamanitra,0,0.35,incorrect,matlhwabano,0,0.26,incorrect,emi,0,0.33,incorrect,re,0,0.4,incorrect,te e,0,0.13,incorrect,humko,0,0.17,incorrect,andriamanitra,0,0.35,incorrect,miss prism,0,0.38,incorrect,two,0,0.2,incorrect,ali,0,0.57,incorrect,zaten,0,0.22,incorrect,phoebe,0,0.0,incorrect,thuyen gia,0,0.43,incorrect,carlos,0,0.24,incorrect,creo,0,0.29,incorrect,two,0,0.2,incorrect,zaten,0,0.22,incorrect,thuyen gia,0,0.43,incorrect,creo,0,0.29,incorrect
"['mr darcy', 'señor', 'anh', 'anh darcy', 'darcy', 'mr', 'señor darcy']",oliver,0,0.36,incorrect,oliver,0,0.36,incorrect,joseph,0,0.36,incorrect,mathata,0,0.4,incorrect,tamatoa,0,0.27,incorrect,te fana,0,0.4,incorrect,prayer,0,0.43,incorrect,prayer,0,0.43,incorrect,joseph,0,0.36,incorrect,antoko azoko,0,0.38,incorrect,marie,0,0.57,incorrect,oliver,0,0.36,incorrect,mathata,0,0.4,incorrect,te fana,0,0.4,incorrect,prayer,0,0.43,incorrect,antoko azoko,0,0.38,incorrect,mr. darcy,0,0.94,correct,pearce,0,0.55,incorrect,ali,0,0.33,incorrect,emin,0,0.44,incorrect,em,0,0.5,incorrect,thit,0,0.29,incorrect,juan,0,0.57,incorrect,el,0,0.29,incorrect,pearce,0,0.55,incorrect,emin,0,0.44,incorrect,thit,0,0.29,incorrect,el,0,0.29,incorrect
"['señor', 'mr collins', 'señor collins', 'mr', 'collins']",madam,0,0.29,incorrect,dear,0,0.44,incorrect,bob,0,0.25,incorrect,moses,0,0.4,incorrect,tamatoa,0,0.24,incorrect,te haere,0,0.31,incorrect,maaddm sr,0,0.36,incorrect,princess,0,0.44,incorrect,andriamatoa,0,0.25,incorrect,andriamatoa,0,0.25,incorrect,ke,0,0.29,incorrect,dear,0,0.44,incorrect,moses,0,0.4,incorrect,te haere,0,0.31,incorrect,princess,0,0.44,incorrect,andriamatoa,0,0.25,incorrect,mr. darcy,0,0.42,incorrect,madame,0,0.25,incorrect,ali,0,0.4,incorrect,halil,0,0.33,incorrect,me,0,0.5,incorrect,anh em,0,0.25,incorrect,mama,0,0.33,incorrect,tejano,0,0.55,incorrect,madame,0,0.25,incorrect,halil,0,0.33,incorrect,anh em,0,0.25,incorrect,tejano,0,0.55,incorrect
"['cô', 'elizabeth', 'cô elizabeth']",omidan,0,0.33,incorrect,omidan,0,0.33,incorrect,anne,0,0.31,incorrect,anne,0,0.31,incorrect,george,0,0.27,incorrect,tera,0,0.31,incorrect,maya,0,0.15,incorrect,prerit,0,0.4,incorrect,george,0,0.27,incorrect,hertfordshire,0,0.27,incorrect,hertfordshire,0,0.27,incorrect,omidan,0,0.33,incorrect,anne,0,0.31,incorrect,tera,0,0.31,incorrect,prerit,0,0.4,incorrect,hertfordshire,0,0.27,incorrect,miss bennet,0,0.4,incorrect,mr. collins,0,0.35,incorrect,hertfordshire,0,0.27,incorrect,edward,0,0.27,incorrect,elizabeth bennet,0,0.72,correct,elizabeth bennet,0,0.72,correct,elizabeth bennet,0,0.72,correct,mr. darcy,0,0.19,incorrect,mr. collins,0,0.35,incorrect,edward,0,0.27,incorrect,elizabeth bennet,0,0.72,correct,mr. darcy,0,0.19,incorrect
"['mr', 'mr collins', 'collins']",malala,0,0.38,incorrect,iya ati,0,0.24,incorrect,dr. khubeka,0,0.19,incorrect,ke,0,0.0,incorrect,te pahonoraa,0,0.27,incorrect,eita,0,0.18,incorrect,mitraa,0,0.5,incorrect,prithvi,0,0.24,incorrect,valentina,0,0.38,incorrect,andriamanitra,0,0.27,incorrect,etsoe,0,0.17,incorrect,iya ati,0,0.24,incorrect,ke,0,0.0,incorrect,eita,0,0.18,incorrect,prithvi,0,0.24,incorrect,andriamanitra,0,0.27,incorrect,mr. collins,0,0.95,correct,mr. darcy,0,0.42,incorrect,coktan,0,0.46,incorrect,carlihan,0,0.53,incorrect,phoebe,0,0.15,incorrect,thanh-cau,0,0.12,incorrect,don pedro,0,0.25,incorrect,juanita,0,0.14,incorrect,mr. darcy,0,0.42,incorrect,carlihan,0,0.53,incorrect,thanh-cau,0,0.12,incorrect,juanita,0,0.14,incorrect
"['bourg', 'de', 'de bourg', 'de bourgh', 'bourgh']",olumide,0,0.44,incorrect,oliver,0,0.36,incorrect,diane,0,0.57,incorrect,lebaleng,0,0.38,incorrect,teie,0,0.33,incorrect,te nana,0,0.27,incorrect,biraa,0,0.4,incorrect,janak,0,0.0,incorrect,thomas,0,0.18,incorrect,teheo,0,0.31,incorrect,lebaka,0,0.29,incorrect,oliver,0,0.36,incorrect,lebaleng,0,0.38,incorrect,te nana,0,0.27,incorrect,janak,0,0.0,incorrect,teheo,0,0.31,incorrect,edmund bertram,0,0.36,incorrect,my cousin,0,0.35,incorrect,halil,0,0.18,incorrect,ali,0,0.0,incorrect,phong,0,0.4,incorrect,theresa,0,0.27,incorrect,prima,0,0.2,incorrect,maria,0,0.2,incorrect,my cousin,0,0.35,incorrect,ali,0,0.0,incorrect,theresa,0,0.27,incorrect,maria,0,0.2,incorrect
"['mr', 'darc', 'mr darcy', 'darcy']",oliver,0,0.25,incorrect,oliver,0,0.25,incorrect,modupi,0,0.29,incorrect,modupi,0,0.29,incorrect,telemata,0,0.25,incorrect,te atua,0,0.27,incorrect,omaan,0,0.31,incorrect,jenaa,0,0.22,incorrect,joseph,0,0.0,incorrect,hitako,0,0.2,incorrect,matlou,0,0.29,incorrect,oliver,0,0.25,incorrect,modupi,0,0.29,incorrect,te atua,0,0.27,incorrect,jenaa,0,0.22,incorrect,hitako,0,0.2,incorrect,scarlet,0,0.36,incorrect,edmund,0,0.29,incorrect,ali,0,0.29,incorrect,ali,0,0.29,incorrect,nguyen dinh thi,0,0.17,incorrect,thien,0,0.0,incorrect,don pedro,0,0.35,incorrect,al,0,0.33,incorrect,edmund,0,0.29,incorrect,ali,0,0.29,incorrect,thien,0,0.0,incorrect,al,0,0.33,incorrect
['charles'],henry,0,0.33,incorrect,mr. hertfordshire,0,0.25,incorrect,london,0,0.15,incorrect,london,0,0.15,incorrect,ronedona,0,0.27,incorrect,hertfordshire,0,0.3,incorrect,jahan,0,0.33,incorrect,john,0,0.18,incorrect,hertfordshire,0,0.3,incorrect,hertfordshire,0,0.3,incorrect,hertfordshire,0,0.3,incorrect,mr. hertfordshire,0,0.25,incorrect,london,0,0.15,incorrect,hertfordshire,0,0.3,incorrect,john,0,0.18,incorrect,hertfordshire,0,0.3,incorrect,mr. collins,0,0.33,incorrect,mr. knightley,0,0.3,incorrect,charles,1,1.0,correct,henry,0,0.33,incorrect,arthur,0,0.31,incorrect,mr. collins,0,0.33,incorrect,mr. collins,0,0.33,incorrect,northamptonshire,0,0.35,incorrect,mr. knightley,0,0.3,incorrect,henry,0,0.33,incorrect,mr. collins,0,0.33,incorrect,northamptonshire,0,0.35,incorrect
