Single_ent,en,es,tr,vi
"['margo', 'marg']","“I’ll try not to take that personally,” I said. We were both staring into the inky distance, the cul-de-sacs and quarter-acre lots. But her shoulder was against my arm, and the backs of our hands were touching, and although I was not looking at [MASK], pressing myself against the glass felt almost like pressing myself against her.","—Intentaré no tomármelo como algo personal —le dije. Nos quedamos los dos observando la oscura distancia, las calles sin salida y los terrenos de mil metros cuadrados. Pero [MASK] tenía el hombro pegado a mi brazo, los dorsos de nuestras manos se tocaban y, aunque no estaba mirándola, pegarme al cristal era casi como pegarme a ella.","“Bunu kişisel algılamamaya çalışacağım,” dedim, ikimiz de gözlerimizi dikmiş mürekkep gibi karanlığa, çıkmaz sokaklara ve çeyrek dönümlük bahçelere bakıyorduk. Ama [MASK]’nun omzu benim koluma dayalıydı ve ellerimizin üst kısımları birbirine değiyordu, [MASK]’ya bakmamama rağmen, cama yaslanmak neredeyse ona yaslanmakmış gibi hissettiriyordu.","“Tớ sẽ cố gắng không nghĩ rằng cậu đang nói đến cá nhân cụ thể nào,” tôi nói. Chúng tôi cùng nhìn khoảng không hút mắt màu mực, những phố cụt và những lô đất làm nhà. Nhưng bờ vai cô ấy tì vào cánh tay tôi, mu bàn tay chúng tôi chạm nhau, và dù tôi không nhìn [MASK], nhưng áp mặt vào cửa kính cũng khiến tôi cảm thấy gần như đang áp mặt vào cô ấy."
['chuck parson'],"“Yeah. It’s all good,” I said, but remembering the godforsaken Crown School of Dance pissed me off, and I said, “Yeah. [MASK]. You know where he lives?”","—Bueno, no pasa nada —le dije, pero recordar la dichosa Escuela de Baile Crown me tocó las narices, así que añadí—: Sí. [MASK]. ¿Sabes dónde vive?","“Evet. Hiç önemli değil,” dedim ama kahrolası Crown Dans Okulu’nu hatırlamak beni kızdırdı. “Evet. [MASK]. Nerede oturduğunu biliyor musun?” diye sordum.","“Ờ, không sao đâu,” tôi nói, nhưng thực ra trong bụng vẫn ôm cái vố nhớ đời ở trường vũ đạo Crown. “Được. [MASK]. Cậu biết nhà nó không?”"
['margo'],"We were walking away from the car together when [MASK] reached down for my hand, laced her fingers in mine, and squeezed. I squeezed back and then glanced at her. She nodded her head solemnly, and I nodded back, and then she let go of my hand. We scampered up to the window. I gently pushed the wooden casing up. It squeaked ever so quietly but opened in one motion. I looked in. It was dark, but I could see a body in a bed.","Nos alejábamos del coche cuando [MASK] me cogió de la mano, entrelazó sus dedos con los míos y los apretó. Le devolví el apretón y la miré. Movió la cabeza solemnemente, volví a apretar y me soltó la mano. Corrimos hasta la ventana. Empujé hacia arriba despacio el marco de madera. Chirrió un poco, pero se abrió a la primera. Eché un vistazo. Aunque estaba oscuro, vi a alguien en una cama.","[MASK] elime uzanıp parmaklarım benimkilere geçirerek sıktığında, birlikte arabadan uzaklaşıyorduk. Ben de onunkileri sıkıp ona baktım. Ciddiyetle başını salladı, ben de ona salladım ve sonra elimi bıraktı. Çabucak pencereye çıktık. Tahta çerçeveyi usulca yukarı ittim. Çok az gıcırdadı ama tek bir hareketle açıldı. İçeri baktım. Karanlıktı fakat yatakta birinin olduğunu görebiliyordum.","Chúng tôi ra khỏi xe và đi bộ cạnh nhau, [MASK] đưa tay ra nắm tay tôi, đan những ngón tay cô ấy vào các ngón tay tôi, và siết chặt. Tôi cũng siết tay mình và liếc nhìn cô ấy. [MASK] lặng lẽ gật đầu, tôi gật đầu đáp lại, và cô ấy thả tay tôi ra. Chúng tôi lẹ làng đến trước cửa sổ. Tôi khẽ đẩy khung gỗ lên. Hơi khẽ phát ra tiếng động, nhưng mở được ngay. Tôi nhìn vào trong. Tối quá, nhưng tôi thấy một người nằm trên giường."
['margo'],"The window was a little high for [MASK], so I put my hands together and she stepped a socked foot onto my hand and I boosted her up. Her silent entrance into the house would have made a ninja jealous. I proceeded to jump up, get my head and shoulders into the window, and then attempt, via a complicated torso undulation, to dance the caterpillar into the house. That might have worked fine except I racked my balls against the windowsill, which hurt so bad that I groaned, which was a pretty sizable mistake.","Como la ventana estaba un poco alta para [MASK], junté las manos, puso un pie encima y la impulsé. Su silenciosa entrada en la casa habría sido la envidia de un ninja. Me dispuse a subir, metí la cabeza y los hombros por la ventana, y pretendía, mediante una complicada contorsión, entrar en la casa en plan oruga. Podría haber funcionado perfectamente de no haberme aplastado los huevos contra la repisa, y me dolió tanto que solté un quejido, lo cual suponía un error nada desdeñable.","Pencere [MASK] için biraz yüksekti, bu yüzden ellerimi birleştirdim, [MASK] çoraplı ayağıyla elimin üstüne bastı ve onu yukarı doğru ittim. Sessizce eve girişi bir ninjayı kıskandınrdı. Bense yukan zıplayıp başımı ve omuzlarımı pencereye ulaştırmaya, karmaşık bir vücut dalgalanması yoluyla, tırtıl gibi dans ederek evin içine girmeye çalıştım. Her şey iyi gitmiş olabilirdi, yalnız hayalarım pencere eşiğine takıldı ve acıdan inledim ki bu oldukça büyük bir hataydı.","Cửa sổ hơi cao so với [MASK], nên tôi chắp tay để cô ấy dận một chân đi bít tất lên, và tôi đẩy [MASK] lên. Cô ấy vào trong êm ái đến mức ninja thứ thiệt chắc cũng phải ghen tị. Tôi nhảy lên, chui được đầu và vai qua cửa sổ, rồi với nỗ lực xoắn vặn cơ thể, tôi uốn éo như sâu lùn chùn bò vào trong. Sự thể lẽ ra đã suôn sẻ, nếu tôi không lỡ cọ hai quả trứng cò vào bậu cửa sổ, đau tê tái đến mức tôi không nén nổi rên rẩm, gây ra một sai lầm vô cùng tệ hại."
"['chuck parso', 'chuck parson']","A bedside light came on. And there, lying in bed, was some old guy—decidedly not [MASK]. His eyes were wide with terror; he didn’t say a thing.","Se encendió la luz de la mesita. Y resultó que el que estaba en la cama era un viejo, sin duda no era [MASK]. Abrió los ojos como platos, aterrorizado. No dijo una palabra.","Bir başucu lambası yandı. Ve orada, yatakta yatan, yaşlı bir adamdı... açık bir şekilde [MASK] değildi. Gözleri dehşetle açılmıştı; hiçbir şey söylemedi.",Đèn ở đầu giường bật sáng. Người nằm trên giường là một bác trai có tuổi–rõ ràng không phải [MASK]. Bác ta tròn mắt kinh hãi và không nói nổi lời nào.
['chuck parson'],"“Yeah, yeah, I just did it. I was doing it while saying no—can’t help but help. Four-two-two Amherst. Hey, why do you want [MASK]’s address at four-twelve in the morning?”","—Sí, sí. Ya está. Estaba entrando mientras te decía que no… No puedo evitar ayudarte. Amherst, 422. Oye, ¿para qué necesitas la dirección de [MASK] a las cuatro y doce de la mañana?","“Evet evet, az önce yaptım. Hayır derken yapıyordum, yardım etmekten başka çarem yok. 422 Amherst. Hey, sabahın dört buçuğunda neden [MASK]’m adresini istiyorsun?","“Rồi rồi, làm xong rồi đó. Tôi đã làm trong khi nói không rồi đó–không thể làm gì ngoài giúp đỡ há. Bốn-hai-hai Amherst. Này, thế quái nào mà ông lại cần địa chỉ của [MASK] vào lúc bốn giờ mười hai phút sáng vậy?”"
['margo'],"[MASK] glanced at her watch and held up two fingers. We waited. And for those two minutes we just stared at each other, and I watched the blue in her eyes. It was nice—in the dark and the quiet, with no possibility of me saying anything to screw it up, and her eyes looking back, like there was something in me worth seeing.","[MASK] echó un vistazo a su reloj y levantó dos dedos. Esperamos. Y durante dos minutos nos quedamos mirándonos. Yo observé el azul de sus ojos. Fue bonito. A oscuras y en silencio, sin la posibilidad de que yo dijera algo y metiera la pata, y ella me devolvía la mirada, como si hubiera algo en mí que merecía la pena ver.","[MASK] saatine bir göz attı ve iki parmağını yukarı kaldırdı. Bekledik. O iki dakika boyunca sadece birbirimize gözlerimizi dikip baktık ve ben onun gözlerindeki maviliği izledim. Çok hoştu... karanlık ve sessizlik, her şeyi mahvedecek bir şey söyleme ihtimalim olmadan. Ve onun gözleri de bana bakıyordu, sanki bende görmeye değer bir şey varmış gibi.","[MASK] liếc đồng hồ và giơ hai ngón tay lên. Chúng tôi đợi. Trong hai phút ấy hai đứa chỉ nhìn nhau, và tôi nhìn màu xanh trong mắt cô ấy. Thật tuyệt–trong bóng tối và không gian yên tĩnh, không có nguy cơ tôi sẽ vạ miệng nói lung tung làm hỏng khung cảnh, và đôi mắt cô ấy nhìn lại tôi, như thể có gì đó ở tôi đáng được nhìn vậy."
['margo'],"“You’re just a really loud, awkward ninja,” [MASK] said, “but we are both ninjas.” She tucked her hair behind her ears, pulled up her hood, and scrunched it shut with a drawstring; the streetlight lit up the sharp features of her pale face. Maybe we were both ninjas, but only she had the outfit.","—Los dos somos ninjas, solo que tú eres un ninja torpe y ruidoso —dijo [MASK]. Se colocó el pelo detrás de las orejas, se puso la capucha y se la ató con el cordón. La farola iluminó los agudos rasgos de su cara pálida. Quizá los dos éramos ninjas, pero solo ella lo parecía.","“Sen sadece gerçekten gürültücü, sakar bir ninjasın,” dedi [MASK], “ama ikimiz de ninjayız.” Saçını kulaklarının arkasına attı; kapüşonunu başma çekip ipiyle hışırdatarak büzdü; sokak lambası solgun yüzünün keskin hatlarını aydınlatıyordu. Belki ikimiz de ninjaydık fakat ekipmanı olan yalnızca oydu.","“Cậu là chàng ninja ồn ào và lắm chuyện,” [MASK] nói, “nhưng hai đứa mình đều là ninja.” Cô ấy vén tóc ra sau vành tai, đội mũ lên, thít chặt dây rút; ánh sáng từ ngọn đèn đường rọi lên những nét sắc sảo trên khuôn mặt nhợt nhạt của cô ấy. Có thể cả hai đứa tôi đều là ninja, nhưng chỉ [MASK] mặc trang phục thích hợp."
['margo'],"“Okay,” she said. “Memorize the map.” By far the most terrifying part of the half-mile-long journey [MASK] had plotted for us was the moat. SeaWorld was shaped like a triangle. One side was protected by a road, which [MASK] figured was regularly patrolled by night watchmen. The second side was guarded by a lake that was at least a mile around, and the third side had a drainage ditch; from the map, it looked to be about as wide as a two-lane road. And where there are water-filled drainage ditches near lakes in Florida, there are often alligators.","—Bien —me dijo—, memoriza el mapa. La parte más terrorífica del recorrido de casi un kilómetro que [MASK] había trazado era, con diferencia, el foso. El SeaWorld tenía forma triangular. Un lado estaba protegido por una carretera por la que [MASK] suponía que patrullaban permanentemente vigilantes nocturnos. El segundo lado estaba protegido por un lago de casi dos kilómetros de perímetro, y en el tercero había una zanja de drenaje. Según el mapa, parecía tener la anchura de una carretera de dos carriles. Y en Florida, en las zanjas de drenaje junto a los lagos suele haber caimanes.","‘Tamam,” dedi. “Haritayı ezberle.” [MASK]’nun bizim için kurguladığı yaklaşık bir kilometrelik yolculuğun açık ara farkla en korkutucu bölümü hendekti. SeaWorld üçgen şeklindeydi. Bir tarafı, [MASK]’nun yürüttüğü tahmine göre, gece bekçilerinin devriye gezdiği bir cadde tarafından korunuyordu, ikinci taraf, çevresi en az bir kilometre olan bir göl tarafından gözetiliyordu ve üçüncü tarafta bir drenaj kanalı vardı; haritada yaklaşık iki şeritli bir yol kadar geniş görünüyordu. Ve Florida’da, göllerin yakınında suyla dolu drenaj kanalları varsa, orada genellikle timsahlar olur.","“Được rồi,” cô ấy nói. “Ghi nhớ bản đồ nhé.” Đến thời điểm này, phần gian nguy nhất trong hành trình nửa dặm mà [MASK] đã vạch ra chính là hào nước. Địa hình SeaWorld như một tam giác. Một cạnh là mặt đường, [MASK] suy luận rằng sẽ thường xuyên có nhân viên an ninh đi tuần tra ban đêm. Cạnh thứ hai sát với một hồ nước chu vi ít nhất một dặm, và cạnh thứ ba tiếp giáp hào thoát nước. Nhìn từ bản đồ, hào nước này rộng cỡ một con đường hai làn. Và ở Florida, ở đâu có hào thoát nước cạnh hồ, ở đó thường có cá sấu."
['margo'],"[MASK] grabbed me by both shoulders and turned me toward her. “We’re going to get caught, probably, and when we do, just let me talk. You just look cute and be that weird mix of innocent and confident, and we’ll be fine.”","[MASK] me agarró por los hombros y me giró hacia ella. —Seguramente nos pillarán, así que, cuando nos pillen, déjame hablar a mí. Tú limítate a poner cara de bueno, medio inocente, medio seguro de ti mismo, y todo irá bien.","[MASK] beni iki omzumdan tutup kendine çevirdi. “Muhtemelen yakalanacağız ve yakalandığımızda bırak ben konuşayım. Sen sadece şirin görünüp şu tuhaf masumkendinden emin tavrını sergilersen, her şey yolunda gider.","[MASK] đặt cả tay lên hai vai tôi và xoay tôi lại phía cô ấy. “Bọn mình sẽ bị tóm, có thể thôi, trong trường hợp đó, cứ để tớ nói mọi chuyện. Cậu chỉ cần tỏ ra hiền hiền kiểu nửa ngây thơ nửa thẳng thắn, rồi ta sẽ ổn cả thôi.”"
['margo'],"We jogged across I-Drive and then started bushwhacking through a thicket of tall shrubs and oak trees. I started to worry about poison ivy, but ninjas don’t worry about poison ivy, so I led the trail, my arms in front of me, pushing aside briars and brush as we walked toward the moat. Finally the trees stopped and the field opened up, and I could see the parkway on our right and the moat straight ahead of us. People could have seen us from the road if there had been any cars, but there weren’t. Together we took off running through the brush, and then made a sharp turn toward the parkway. [MASK] said, “Now, now!” and I dashed across the six lanes of highway. Even though it was empty, something felt exhilarating and wrong about running across a road that big.","Corrimos por International Drive y luego nos abrimos camino entre arbustos altos y robles. Empecé a preocuparme por la hiedra venenosa, pero los ninjas no se preocupan por esas cosas, así que me coloqué a la cabeza, con los brazos extendidos, y aparté las zarzas y la maleza mientras avanzábamos hacia el foso. Al final se acabó la zona de árboles y llegamos a campo abierto. Veía la autopista a nuestra derecha y el foso justo enfrente. Podrían habernos visto desde la carretera si hubiera pasado algún coche, pero no pasó ninguno. Corrimos por la maleza y trazamos una curva cerrada hacia la autopista. —¡Ahora! ¡Ahora! —exclamó [MASK]. Y crucé corriendo los seis carriles de la autopista. Aunque estaba vacía, cruzar una carretera tan grande me pareció estimulante e inapropiado.","1Bulvan’nın öteki tarafına koştuk, sonra uzun çalılar ile meşelerden oluşan yeşilliğin içinde pusuya yattık. Zehirli sarmaşık hakkında endişelenmeye başlamıştım ama ninjalar zehirli sarmaşık hakkında endişelenmeyecekleri için hendeğe doğru yürürken, kollarım önde, dikenli çalılan ve fundalığı kenara iterek öncülük ettim. Nihayet ağaçlar bitti ve meydan ortaya çıktı, böylece sağımdaki bulvarı ve tam karşımızda olan hendeği görebildim. Eğer birkaç araba olsaydı, insanlar yoldan bizi görebilirlerdi ama hiç araba yoktu. Birlikte yeşilliklerin arasından koşmak için harekete geçtik ve sonra bulvara doğru keskin bir dönüş yaptık. [MASK], “Şimdi, şimdi!” dedi ve ben fırlayıp anayolun altı şeridini geçtim. Yol boş olduğu halde, bu kadar büyük bir caddeyi koşarak geçmekle ilgili bir şey hem heyecan verici hem de yanlışmış gibi geliyordu.","Chúng tôi đi bộ qua I-Drive, bắt đầu mò đường qua đám sồi rậm rạp và cây bụi lùm xùm. Tôi hơi lo về độc tố của cây thường xuân, nhưng ninja không sợ độc tố thường xuân, thế là tôi xông lên, cánh tay giơ trước mặt, gạt cành gai lá lẻo sang hai bên để tiến về phía hào nước. Cuối cùng cũng qua được vạt cây và tầm nhìn thoáng ra, tôi thấy con đường với hàng cây ở bên tay phải và hào nước thẳng phía trước mặt. Ai ngồi trong xe trên đường hẳn sẽ nhìn thấy chúng tôi, nhưng chẳng có chiếc xe nào cả. Chúng tôi cùng chạy qua bụi rậm, rẽ ngoặt về phía hàng cây. [MASK] nói, “Nào, nào!” và tôi xẹt qua đường cao tốc sáu làn xe. Dù trên đường hoàn toàn không có ma nào, trong tôi vẫn dội lên cơn phấn khích và cảm giác sai trái to đùng khi chạy cắt qua một con đường lớn đến vậy."
['margo'],"“If it’s all the same to you,” [MASK] said, “we’d rather walk.” I shut my eyes. This, I wanted to tell [MASK], was no time for snappy comebacks. But the man laughed.","—Si no le importa, preferimos andar —le contestó [MASK]. Cerré los ojos. Quise decirle a [MASK] que no era el mejor momento para réplicas ingeniosas, pero el tipo se rió.","“Mesele yürüyerek mi çıkacaksınız yoksa Orange County şerifi tarafından zorla dışarı mı atılacaksınız.” [MASK], “Eğer senin için fark etmeyecekse,” dedi, “yürümeyi tercih ederiz.” Gözlerimi kapadım. Bu, demek istedim [MASK]’ya, hazırcevaplık yapmanın zamanı değil. Ama adam güldü.","“Nếu đối với anh cả hai đều như nhau,” [MASK] nói, “thì chúng em muốn tự đi ra hơn.” Tôi nhắm mắt lại, những muốn nói với [MASK] rằng lúc này không có thời gian để dẻo mỏ đâu. Nhưng người đàn ông kia bật cười."
['margo'],"“You know a man got kilt here a couple years ago jumping in the big tank, and they told us we cain’t never let anybody go if they break in, no matter if they’re pretty.” [MASK] pulled her shirt out so it wouldn’t look so clingy. And only then did I realize he was talking to her breasts.","—Supongo que sabéis que hace un par de años un tipo saltó al acuario grande y se mató, así que tenemos órdenes de no dejar salir a nadie que se haya colado, ni siquiera a las chicas guapas. [MASK] tiró de su camiseta para despegarla un poco del cuerpo. Y solo en ese momento me di cuenta de que el tipo estaba hablándole a sus tetas.","‘Birkaç yıl önce büyük havuza atlayan bi adamın öldürüldüğünü biliyosunuz, bize izinsiz girerlerse kimseyi bırakamicamız söylendi, güzel olsalar da olmasalar da.” [MASK] fazla yapışık görünmesin diye tişörtünü çekiştirdi. Ancak o zaman adamın [MASK]’nun göğüsleriyle konuştuğunu fark ettim.","“Cô em có biết mấy năm trước có người đã thiệt mạng ở đây vì nhảy vào một bể nhốt động vật không? Bọn anh được lệnh nếu có người đột nhập thì không được thả đi, dù người ta có xinh đẹp đến đâu cũng không thả.” [MASK] kéo kéo áo phông để lớp áo không dính sát người. Đến lúc này tôi mới nhận ra rằng anh ta đang nói đến ngực cô ấy."
['margo'],"[MASK] didn’t respond. She was staring past me, her eyes squinting almost closed. “I felt this exact same way when I got into Universal Studios,” she said after a moment. “It’s kind of cool and everything, but there’s nothing much to see. The rides aren’t working. Everything cool is locked up. Most of the animals are put into different tanks at night.” She turned her head and appraised the SeaWorld we could see. “I guess the pleasure isn’t being inside.”","[MASK] no me contestó. Miraba al frente con los ojos entrecerrados. —Me sentí exactamente igual cuando me metí en los Estudios Universal —dijo un momento después—. Son geniales, aunque no hay mucho que ver. Las atracciones no funcionan. Todo lo guapo está cerrado. Por la noche meten a casi todos los animales en otros acuarios. —Giró la cabeza y observó el SeaWorld, que teníamos ante nosotros—. Me temo que el placer no es estar dentro.","[MASK] karşılık vermedi. Benim arkamda bir yerlere bakıyordu, gözleri kısık, neredeyse kapalıydı. “Universal Stüdyoları’na girdiğimde de tam olarak böyle hissetmiştim,” dedi kısa bir süre sonra. “Çok güzel falan ama görülecek pek bir şey yok. Turlar çalışmıyor. Güzel olan her şey kilitli. Hayvanların çoğu geceleri farkh havuzlara konuyor.” Başım çevirdi ve SeaWorld’e değer biçercesine baktı. “Sanırım işin keyfi içeride olmak değil.","[MASK] không đáp. Cô ấy nhìn xa xôi, hai mắt nhíu lại gần như nhắm. “Tớ cảm thấy lần này giống hệt hồi vào trong phim trường của hãng Universal,” lát sau [MASK] nói. “Chỗ này cũng hay hay, đại loại thế, nhưng chẳng có gì xem được nữa. Các loại xe trượt cảm giác mạnh không hoạt động. Những thứ hay ho đều bị khóa lại cả rồi. Buổi đêm đa phần các con vật đều bị nhốt trong các lồng bể khác nhau.” [MASK] quay đầu lại và nhận xét về SeaWorld mà chúng tôi đang chứng kiến. “Tớ nghĩ phần lí thú không phải là được đứng ở đây.”"
['margo roth spiegelman'],"A normal mother might have said, “Hey, I notice you look like you’re coming down off a meth binge and smell vaguely of algae. Were you perchance dancing with a snakebit [MASK] a couple hours ago?” But no. They preferred dreams.","Una madre normal podría haber dicho: «Oye, tienes pinta de estar de bajón después de haberte pegado un atracón de metanfetaminas y hueles a algo parecido a algas. ¿Por casualidad hace un par de horas estabas bailando con [MASK], a la que acababa de morder una serpiente?». Pero no. Mis padres preferían los sueños.","Normal bir anne şöyle diyebilirdi: “Hey, esrar âleminden dönmüş gibi görünüyorsun ve belli belirsiz yosun kokuyorsun. Birkaç saat önce bir ihtimal yılan tarafından sokulmuş [MASK]’la dans etmiş olabilir inisin?” Ama hayır. Rüyaları tercih ediyorlardı.","Một người mẹ bình thường chắc sẽ nói, “Này, mẹ phát hiện ra rồi nhé, trông con như vừa say chất kích thích thế kia, lại còn tanh tanh mùi bùn rêu. Có phải mấy tiếng trước con vừa nhảy với con bé [MASK] bị rắn cắn không?” Nhưng không. Bố mẹ tôi thích bàn chuyện những giấc mơ hơn."
['ben'],"I walked to the bathroom, splashed water on my face, and then leaned over the sink, close to the mirror, and appraised myself. I tried to rub the bloodshotedness out of my eyes, but I couldn’t. And then I had a brilliant idea. I went into a stall, put the seat down, sat down, leaned against the side, and fell asleep. The sleep lasted for about sixteen milliseconds before the second period bell rang. I got up and walked to Latin, and then to physics, and then finally it was fourth period, and I found [MASK] in the cafeteria and said, “I really need a nap or something.”","Me dirigí al baño, me eché agua en la cara, me acerqué al espejo por encima del lavabo y me observé. Me froté los ojos para eliminar la rojez, pero no pude. Y entonces se me ocurrió una idea brillante. Entré en un retrete, bajé la tapa, me senté, me apoyé en la pared y me quedé dormido. El sueño duró unos dieciséis milisegundos, hasta que sonó el timbre de la segunda hora. Me levanté y me dirigí a clase de latín, luego a física y por fin llegó la hora de comer. Encontré a [MASK] en la cafetería. —Necesito una siesta —le dije.","Tuvalete gidip yüzüme su çarptım, sonra lavabonun üstüne eğilip aynaya yanaştım ve kendimi inceledim. Kanlanmış gözlerimi ovuşturarak düzeltmeye çalıştım ama yapamadım. Sonra aklıma harika bir fikir geldi. Tuvaletlerden birine girdim, klozet kapağını kapatıp oturdum, yan tarafa dayandım ve uykuya daldım, ikinci ders zili çalmadan önce yaklaşık on altı milisaniye uyuyabilmiştim. Kalkıp Latince dersine, sonra fiziğe girdim, ardından nihayet teneffüs geldi, [MASK]’i kafeteryada buldum ve “Gerçekten kısa bir uykuya ihtiyacım var,” dedim.","Tôi vào nhà vệ sinh, vã nước lên mặt, rồi tì lên bồn rửa, ghé sát vào gương, săm soi mặt mình. Tôi cố dụi hai con mắt đỏ ngầu mà chẳng thấy đỡ chút nào. Và rồi tôi nảy ra một ý tưởng hết xảy. Tôi vào một ngăn vệ sinh, đậy nắp bồn cầu xuống, ngồi lên, dựa vào vách, và ngủ. Giấc ngủ kéo dài khoảng mười sáu mili giây thì chuông báo tiết hai reo. Tôi đứng dậy đi vào lớp học giờ tiếng La-tinh, rồi vật lí. Rút cục cũng đến tiết bốn, tôi vớ được [MASK] trong căng-tin và nói, “Tôi thực sự cần chợp mắt một lúc hoặc đại loại thế.”"
['margo roth spiegelman'],"That night, I lay on my side, staring out the window into the invisible world outside. I kept trying to fall asleep, but then my eyes would dart open, just to check. I couldn’t help but hope that [MASK] would return to my window and drag my tired ass through one more night I’d never forget.","Aquella noche me tumbé de lado en mi cama y observé el invisible mundo al otro lado de la ventana. Intentaba dormirme, pero los ojos se me abrían cada dos por tres para controlar. No podía evitar esperar que [MASK] volviera a mi ventana y arrastrara mi cansado culo por otra noche inolvidable.","O gece yan yatıp pencereden, dışarıdaki görünmeyen dünyaya baktım. Uyumaya çalıştım ama gözlerim sürekli açıldı... sadece kontrol etmek için. [MASK]’m pencereme dönüp yorgun kıçımı asla unutamayacağım bir geceye daha sürüklemesini ummaktan başka bir şey yapamıyordum.","Đêm đó, tôi nằm nghiêng, dõi qua cửa sổ nhìn vào thế giới vô hình bên ngoài. Tôi ráng ngủ, nhưng rồi hai mắt lại mở trừng, chỉ để kiểm tra. Tôi không khỏi phấp phỏng hi vọng rằng [MASK] sẽ quay lại bên cửa sổ và kéo lê cái mông mệt xụi lơ của tôi phiêu lưu thêm một đêm tôi sẽ không thể nào quên."
['margo'],"I shook my head again, and then joined the silence. We couldn’t turn them in; we’d tried that plenty in middle school, and it inevitably resulted in more punishment. Usually, we’d just have to wait until someone like [MASK] reminded everyone what immature jackasses they all were.","Volví a menear la cabeza y yo también me quedé en silencio. No podíamos denunciarlos. Lo habíamos intentado muchas veces antes del instituto, y el resultado inevitable había sido que nos acosaran todavía más. En general solo podíamos esperar a que alguien como [MASK] les recordara lo inmaduros y gilipollas que eran.","Tekrar başımı salladım, sonra sessizliğe katıldım. Onları şikâyet edemezdik; ortaokulda pek çok kez denemiştik ve kaçınılmaz olarak daha fazla cezayla sonuçlanmıştı. Genellikle [MASK] gibi birinin herkese nasıl olgunlaşmamış ahmaklar olduklarını hatırlatmasını beklemek zorundaydık.",Tôi lại lắc đầu rồi hòa cùng im lặng với chúng nó. Tụi tôi không thể xì những thằng ấy ra được; hồi học trung học cơ sở chúng tôi đã nhiều lần cố gắng làm vậy và hệ quả tất yếu là hình phạt dành cho chúng tôi càng chồng chất hơn. Thường bọn tôi sẽ đợi cho đến khi ai đó như [MASK] nhắc nhở chúng rằng chúng rặt là một đám ngốc nghếch dại dột ra sao.
['margo'],"But [MASK] had given me a way of starting a counteroffensive. And I was just about to say something when, in my peripheral vision, I saw a large individual running toward us at a full sprint. He wore a black ski mask and carried a large, complex green water cannon. As he ran past he tagged me on the shoulder and I lost my footing, landing against the cracked concrete on my left side. As he reached the door, he turned back and shouted toward me, “You screw with us and you’re gonna get smackdown.” The voice was not familiar to me.","Pero [MASK] me había enseñado un modo de iniciar la contraofensiva. Y estaba a punto de decir algo cuando vi de reojo a un tipo alto corriendo hacia nosotros. Llevaba un pasamontañas negro y un sofisticado cañón de agua de color verde en las manos. Al pasar me dio un golpe en el hombro, perdí el equilibrio y aterricé de lado en el cemento agrietado. Al llegar a la puerta, se giró y me gritó: —Te dedicas a putearnos, así que te vamos a empalizar. La voz no me sonaba de nada.","Ama [MASK] bana bir karşı saldın başlatma yolu vermişti. Bize doğru son hızla koşan cüsseli birisini göz ucuyla gördüğümde tam bir şey söylemek üzereydim. Siyah bir kar maskesi giyiyor ve geniş, yeşil bir tazyikli su tabancası taşıyordu. Beni koşarak geçerken omzuma çarptı, dengemi kaybederek sol tarafımın üstüne, çatlak betona düştüm. Kapıya ulaştığında, geri dönüp bana bağırdı: “Bizimle dalga geçersen hezimeti alırsın.” Ses tanıdık değildi.","Nhưng [MASK] đã vén màn cho tôi thấy cách chống trả những trò ma cũ bắt nạt ma mới, ỷ mạnh hiếp yếu ấy. Tôi toan nói thì chợt lé mắt thấy một vóc người to lớn đang huỳnh huỵch chạy hết tốc lực về phía chúng tôi. Hắn đeo mặt nạ trượt tuyết màu đen và cắp theo cây súng phun nước xanh lục to đùng hầm hố. Khi vụt qua, hắn huých phải vai tôi khiến tôi mất thăng bằng, ngã nghiêng người xuống nền bê-tông thô ráp. “Mày chơi bọn ông thì mày sẽ bị được dính chưởng.” Tôi không nhận ra được là giọng đứa nào."
"['quenti', 'quentin']","Look, [MASK], and yeah, I know it’s you. You know it wasn’t me who squirt-peed those freshmen. I’m sorry, but it’s not like I control the actions of other people.","Mira, [MASK], porque sí, sé que eres tú. Sabes que no fui yo el que chorreó con meados a los chicos de primero. Lo siento, pero no controlo lo que hacen los demás.","Bak, [MASK], ve evet bunun sen olduğunu biliyorum. O birinci sınıflara çiş fışkırtan ben değilim, biliyorsun. Üzgünüm ama diğer insanların hareketlerini kontrol falan edemiyorum.","Nghe đây [MASK], phải, tao biết là mày. Mày biết không phải tao tiểu phun bọn lính mới. Rất tiếc, nhưng tao không kiểm soát hành động của những đứa khác được."
