line_no,en,vi,tr,es
199,"The pigs had an even harder struggle to counteract the lies put about by Moses, the tame raven.",Bọn lợn còn gặp nhiều khó khăn hơn trong việc bác bỏ những luận điệu do con quạ Moses đưa ra.,"Domuzlar, evcil kuzgun Moses'ın yaydığı yalanların önünü almak için daha da zorlu bir savaşım vermek zorunda kaldılar.","Los cerdos tuvieron una lucha aún mayor para contrarrestar las mentiras que difundía Moses, el cuervo amaestrado."
200,"Moses, who was mr Jones’s especial pet, was a spy and a tale-bearer, but he was also a clever talker.","Bọn lợn còn gặp nhiều khó khăn hơn trong việc bác bỏ những luận điệu do con quạ Moses đưa ra. Moses là con vật cưng của ông Jones, nó chuyên đi rình rập nhưng lại nhớ rất nhiều chuyện cổ tích và cũng là một diễn giả có hạng.","Domuzlar, evcil kuzgun Moses'ın yaydığı yalanların önünü almak için daha da zorlu bir savaşım vermek zorunda kaldılar. Bay Jones'un gözdesi olan Moses, gammazın, dedikoducunun tekiydi, ama ağzı iyi laf yapardı.","Moses, que era el favorito del señor Jones, era espía y chismoso, pero también un orador muy hábil."
201,"He claimed to know of the existence of a mysterious country called Sugarcandy Mountain, to which all animals went when they died.","Nó bảo rằng có biết một vương quốc thần thoại tên là Núi Xôi, nơi linh hồn các con vật sẽ tới sau khi chầu trời.","Gene bir masal uydurmuştu: Sözümona, Balbadem Diyarı denen gizemli bir ülke vardı, bütün hayvanlar öldükleri zaman oraya gidiyorlardı.","Pretendía conocer la existencia de un país misterioso llamado Monte Azúcar, al que iban todos los animales cuando morían."
202,"It was situated somewhere up in the sky, a little distance beyond the clouds, Moses said.","Moses nói rằng vùng đó nằm không xa, sau các đám mây.","Moses'a bakılırsa bu ülke gökyüzünde bir yerde, bulutların az ötesindeydi.","Estaba situado en algún lugar del cielo, «un poco más allá de las nubes», decía Moses."
203,"In Sugarcandy Mountain it was Sunday seven days a week, clover was in season all the year round, and lump sugar and linseed cake grew on the hedges.","Ở đó cả bảy ngày trong tuần đều là chủ nhật hết, còn cỏ ba lá thì xanh quanh năm, đường phèn và bánh khô thì mọc ngay trên bờ dậu.","Balbadem Diyarı'nda her gün pazardı; dört mevsim yonca biter, ağaçlar ve çalılar, kesmeşeker ve keten tohumu küspesinden geçilmezdi.","Allí era domingo siete veces por semana, el trébol estaba en estación todo el año y los terrones de azúcar y las tortas de linaza crecían en los cercados."
204,"The animals hated Moses because he told tales and did no work, but some of them believed in Sugarcandy Mountain, and the pigs had to argue very hard to persuade them that there was no such place.","Các con vật rất ghét Moses vì nó chỉ nói chứ không làm, nhưng có vài con lại tin là có miền cực lạc Núi Xôi của nó, thành ra lũ lợn phải vất vả lắm mới thuyết phục được chúng rằng không thể nào có một miền như thế được.","Gerçi hayvanlar, gününü masal anlatmakla geçirdiği ve hiç çalışmadığı için Moses'dan nefret ediyorlardı; ama gene de, Balbadem Diyarı masalına inananlar çıkmadı değil. Domuzlar, onları böyle bir yer olmadığına inandırabilmek için az dil dökmediler.","Los animales odiaban a Moses porque era chismoso y no hacía ningún trabajo, pero algunos creían lo de Monte Azúcar y los cerdos tenían que argumentar mucho para persuadirlos de la inexistencia de tal lugar."
206,"These two had great difficulty in thinking anything out for themselves, but having once accepted the pigs as their teachers, they absorbed everything that they were told, and passed it on to the other animals by simple arguments.","Tông đồ tin cậy nhất của chúng là hai con ngựa kéo xe, Chiến Sĩ và Bà Mập. Hai con này vốn dĩ chậm hiểu nhưng khi chúng đã coi lũ lợn là sư phụ rồi thì nuốt lấy từng lời giáo huấn rồi giảng giải lại cho những con khác bằng thứ ngôn ngữ dễ hiểu hơn.","Kendi başlarına düşünmekte epeyce zorlanan bu iki at, domuzları öğretmen belledikten sonra onların her dediğini tartışmasız benimsemiş ve olduğu gibi öteki hayvanlara aktarmışlardı.","Ambos tenían gran dificultad en formar su propio juicio, pero desde que aceptaron a los cerdos como maestros, asimilaban todo lo que se les decía y lo transmitían a los demás animales mediante argumentos sencillos."
207,"They were unfailing in their attendance at the secret meetings in the barn, and led the singing of ‘Beasts of England’, with which the meetings always ended.",Hai con này không bỏ bất cứ một buổi họp nào và thường là những kẻ cầm càng bài Súc Sinh Anh quốc mỗi khi cuộc họp kết thúc.,Samanlıktaki gizli toplantıları hiç kaçırmıyor; her toplantının bitiminde söylenen İngiltere'nin Hayvanları şarkısında başı çekiyorlardı.,Nunca faltaban a las citas secretas en el granero y encabezaban el canto de «Bestias de Inglaterra» con el que siempre se daba fin a las reuniones.
208,"Now, as it turned out, the Rebellion was achieved much earlier and more easily than anyone had expected.",Cuộc Khởi Nghĩa xảy ra sớm hơn và dễ dàng hơn chúng tưởng rất nhiều.,"Derken, Ayaklanma, umulandan çok daha erken, herkesin beklediğinden çok daha kolay gerçekleşti.",El hecho fue que la rebelión se llevó a cabo mucho antes y más fácilmente de lo que ellos esperaban.
209,"In past years mr Jones, although a hard master, had been a capable farmer, but of late he had fallen on evil days.","Trong những năm gần đây, ông Jones, vốn là một điền chủ giỏi và nghiêm khắc, đã gặp nhiều sự cố.","Bay Jones, hayvanlara çok sert davranmasına karşın becerikli bir çiftçiydi, ama son zamanlarda işleri bozulmuştu.","En años anteriores el señor Jones, a pesar de ser un amo duro, había sido un agricultor capaz, pero últimamente contrajo algunos vicios."
210,"He had become much disheartened after losing money in a lawsuit, and had taken to drinking more than was good for him.","Sau khi bị mất nhiều tiền vào việc kiện tụng, ông trở nên ủ dột và uống nhiều rượu hơn bình thường.","Hele bir davada para kaptırınca umudunu iyiden iyiye yitirmiş, sağlığını bozacak ölçüde içkiye vermişti kendini.","Se había desanimado mucho después de perder bastante dinero en un pleito, y comenzó a beber más de la cuenta."
211,"For whole days at a time he would lounge in his Windsor chair in the kitchen, reading the newspapers, drinking, and occasionally feeding Moses on crusts of bread soaked in beer.","Ông thường ngồi cả ngày trên chiếc ghế bành trong bếp, vừa đọc báo vừa uống bia, thỉnh thoảng lại cho con Moses những mẩu vỏ bánh mì chấm bia.","Bazen günlerce mutfaktaki koltuğunda aylak aylak oturuyor, gazete okuyup içkisini içiyor, arada sırada biraya batırdığı ekmek parçalarıyla Moses'ı besliyordu.","Durante días enteros permanecía en su sillón de la cocina, leyendo los periódicos, bebiendo y, ocasionalmente, dándole a Moses cortezas de pan mojado en cerveza."
212,"His men were idle and dishonest, the fields were full of weeds, the buildings wanted roofing, the hedges were neglected, and the animals were underfed.","Gia nhân thành ra một lũ lười nhác, trộm cắp, đồng nội thành bãi đất hoang, nhà cửa dột nát, rào dậu nghiêng đổ, súc vật thường xuyên bị bỏ đói.",Yanında çalışanlar tembel ve sahtekârdı; tarlaları ayrıkotları bürümüştü; binaların damlarının onarılması gerekiyordu; çitler bakımsızdı; hayvanlar doğru dürüst beslenmiyordu.,"Sus hombres se habían vuelto perezosos y descuidados, los campos estaban llenos de maleza, los edificios necesitaban arreglos, los vallados estaban descuidados, y mal alimentados los animales."
213,June came and the hay was almost ready for cutting.,"Đã sang tháng sáu, đây là mùa cắt cỏ.","Haziran gelmişti, otlar biçilmeye neredeyse hazırdı.",Llegó junio y el heno estaba casi listo para ser cosechado.
214,"On Midsummer’s Eve, which was a Saturday, mr Jones went into Willingdon and got so drunk at the Red Lion that he did not come back till midday on Sunday.","Trước ngày Hạ chí 2 , hôm ấy là thứ bảy, ông Jones đi Willingdon và uống đến say khướt tại nhà hàng Sư Tử Đỏ, trưa chủ nhật mới về.","Bay Jones, bir cumartesi gününe denk düşen yaz gündönümünden hemen önce Willingdon'a gidip Kırmızı Aslan meyhanesinde körkütük sarhoş olunca, çiftliğe ancak pazar günü öğle saatlerinde dönebildi.","La noche de San Juan, que era sábado, el señor Jones fue a Willingdon y se emborrachó de tal forma en «El León Colorado», que no volvió a la granja hasta el mediodía del domingo."
215,"The men had milked the cows in the early morning and then had gone out rabbiting, without bothering to feed the animals.",Bọn gia nhân thì vội vàng vắt sữa từ sáng sớm rồi bỏ đi săn thỏ mà không thèm cho súc vật ăn tí nào.,"İşçiler sabah erkenden inekleri sağmışlar, hayvanların yemini vermeden tavşan avlamaya gitmişlerdi.","Los peones habían ordeñado las vacas de madrugada y luego se fueron a cazar conejos, sin preocuparse de dar de comer a los animales."
216,"When mr Jones got back he immediately went to sleep on the drawing-room sofa with the News of the World over his face, so that when evening came, the animals were still unfed.","Về đến nhà ông Jones leo ngay lên ghế sopha trong phòng khách rồi lấy tờ ""News of the World"" 3 phủ lên mặt và ngủ, súc vật bị bỏ đói cho đến tận chiều tối.","Bay Jones, eve döner dönmez, oturma odasındaki kanepeye uzanmış, News of the World gazetesine göz atarken uyuyakalmıştı.","A su regreso, el señor Jones se quedó dormido inmediatamente en el sofá de la sala, tapándose la cara con el periódico, de manera que al anochecer los animales aún estaban sin comer."
217,At last they could stand it no longer.,Cuối cùng chúng hết chịu nổi.,Hava karardığında hâlâ aç olan hayvanlar sonunda dayanamadılar.,"El hambre sublevó a los animales, que ya no resistieron más."
218,One of the cows broke in the door of the store-shed with her horn and all the animals began to help themselves from the bins.,Một con bò cái húc đổ cửa nhà kho và thế là tất cả mọi con vật cùng lao vào các thùng chứa ngũ cốc.,İneklerden biri boynuzuyla ambarın kapısını kırdı; içeri dalan hayvanlar yem kovalarından karınlarını doyurmaya koyuldular.,Una de las vacas rompió de una cornada la puerta del depósito de forrajes y los animales empezaron a servirse solos de los depósitos.
220,"The next moment he and his four men were in the store-shed with whips in their hands, lashing out in all directions.","Ông và bốn người làm công lập tức vồ lấy roi và lao vào kho, họ cứ thế quật túi bụi lên lưng lũ súc vật khốn nạn.","Tam o sırada uyanıveren Bay Jones, dört işçisini de yanına alıp ambara koştu; hep birlikte hayvanları kırbaçlamaya başladılar.","De inmediato él y sus cuatro peones se hicieron presentes con látigos, azotando a diestro y siniestro."
221,This was more than the hungry animals could bear.,Lũ súc vật đói khát không thể chịu đựng thêm được nữa.,"Bu da, hayvanların sabrını taşıran son damla oldu.",Esto superaba lo que los hambrientos animales podían soportar.
222,"With one accord, though nothing of the kind had been planned beforehand, they flung themselves upon their tormentors.","Dù không hẹn trước, chúng cùng xông lên và lao thẳng vào những kẻ áp bức.","Önceden hiçbir şey tasarlamamalarına karşın, topluca zorbaların üstüne atıldılar.","Unánimemente, aunque nada había sido planeado con anticipación, se abalanzaron sobre sus torturadores."
223,Jones and his men suddenly found themselves being butted and kicked from all sides.,"Ông Jones và gia nhân bất ngờ bị đá, bị húc từ mọi hướng.",Jones'la işçilerine dört bir yandan tos vurup çifte atıyorlardı.,"Repentinamente, Jones y sus peones se encontraron recibiendo empellones y patadas desde todos los lados."
225,"They had never seen animals behave like this before, and this sudden uprising of creatures whom they were used to thrashing and maltreating just as they chose, frightened them almost out of their wits.","Họ chưa từng gặp chuyện như thế bao giờ, cuộc nổi loạn bất thình lình của lũ súc vật mà trước đây muốn đánh đập, muốn hành hạ thế nào mặc lòng, đã làm họ hoảng loạn.",Hayvanları daha önce hiç böyle görmemiş olan adamlar ne yapacaklarını şaşırmışlar; o güne değin diledikleri gibi sopa atıp eziyet ettikleri hayvanların bu umulmadık başkaldırısı karşısında dehşete kapılmışlardı.,"Aquella inopinada insurrección de bestias a las que estaban acostumbrados a golpear y maltratar a su antojo, los aterrorizó hasta casi hacerles perder la cabeza."
226,After only a moment or two they gave up trying to defend themselves and took to their heels.,Họ chỉ cầm cự được vài phút rồi phải bỏ chạy.,"Baktılar olacak gibi değil, korunmaya çabalamayı bırakıp tabanları yağladılar.","Al poco, abandonaron su conato de defensa y escaparon."
227,"A minute later all five of them were in full flight down the cart-track that led to the main road, with the animals pursuing them in triumph.","Cả năm người vội vã lao ra con đường nhỏ để chạy lên đường làng, trong khi lũ súc vật hào hứng truy kích theo.","Patikadan aşağı anayola doğru yel yepelek koştururlarken, hayvanlar da zafer çığlıkları atarak onları kovalıyorlardı.","Un minuto después, los cinco corrían a toda velocidad por el sendero que conducía al camino principal con los animales persiguiéndoles triunfalmente."
228,"ms Jones looked out of the bedroom window, saw what was happening, hurriedly flung a few possessions into a carpet bag, and slipped out of the farm by another way.","Qua cửa sổ phòng ngủ, bà Jones đã nhìn thấy hết mọi chuyện, bà vội vàng cho một vài thứ vào cái túi vải rồi luồn theo cửa sau trốn khỏi Điền Trang.","Bayan Jones, yatak odasının penceresinden olup biteni görmüştü. Birkaç parça eşyayı toparladığı gibi bir heybeye tıkıştırıp, çiftliğin arka yolundan savuşuverdi.","La señora Jones miró por la ventana del dormitorio, vio lo que sucedía, metió precipitadamente algunas cosas en un bolso y se escabulló de la granja por otro camino."
229,"Moses sprang off his perch and flapped after her, croaking loudly.",Moses cũng kịp lao ra khỏi tổ rồi vừa kêu vừa bay theo bà chủ.,"Moses da, tüneğinden sıçradı, kanat çırpıp avazı çıktığı kadar bağırarak kadının ardına takıldı.","Moses saltó de su percha y aleteó tras ella, graznando sonoramente."
230,Meanwhile the animals had chased Jones and his men out on to the road and slammed the five-barred gate behind them.,Lũ súc vật sau khi truy kích thắng lợi đã quay về và đóng cổng.,"Bu arada, hayvanlar, Jones ile adamlarını yola kadar kovalamışlar, beş kol demiri bulunan çiftlik kapısını arkalarından hızla çarpıp kapatmışlardı.","Mientras tanto, los animales habían perseguido a Jones y sus peones hacia la carretera y, apenas salieron, cerraron el portón tras ellos estrepitosamente."
231,"And so, almost before they knew what was happening, the Rebellion had been successfully carried through: Jones was expelled, and the Manor Farm was theirs.","Thế là, cuộc Khởi Nghĩa đã toàn thắng, ông Jones bị đuổi đi, Điền Trang là của bọn súc sinh ngay trước khi chúng kịp hiểu mọi chuyện.","Böylece, daha ne olduğunu anlamalarına kalmadan, Ayaklanma başarıyla sonuçlanmış, Jones çiftlikten kovulmuş, Beylik Çiftlik onlara kalmıştı.","Y así, casi sin darse cuenta de lo ocurrido, la rebelión se había llevado a cabo triunfalmente: Jones fue expulsado y la «Granja Manor» era de ellos."
232,For the first few minutes the animals could hardly believe in their good fortune.,Ban đầu chúng không tin là số phận đã mỉm cười với chúng.,"Hayvanlar, talihlerinin böylesine yolunda gittiğine bir süre inanamadılar.",Durante los primeros minutos los animales apenas si daban crédito a su triunfo.
233,"Their first act was to gallop in a body right round the boundaries of the farm, as though to make quite sure that no human being was hiding anywhere upon it; then they raced back to the farm buildings to wipe out the last traces of Jones’s hated reign.","Việc làm đầu tiên của chúng là tập trung lại và chạy vòng quanh khu nhà để tìm xem có còn sót người nào bên trong không, sau đó chúng lao vào các toà nhà để phá hủy tàn tích của chế độ cai trị độc tài của ông Jones.","Önce, köşede bucakta saklanmış bir insan olup olmadığını anlamak için, bir araya toplanıp çiftliği çepeçevre dolaştılar. Sonra, çiftlik binalarına koşup Jones'un uğursuz saltanatının son izlerini de yok etmeye koyuldular.","Su primera acción fue correr todos juntos alrededor de los límites de la granja, como para cerciorarse de que ningún ser humano se escondía en ella; luego volvieron al galope hacia los edificios para borrar los últimos vestigios del ominoso reinado de Jones."
234,"The harness-room at the end of the stables was broken open; the bits, the nose-rings, the dog-chains, the cruel knives with which mr Jones had been used to castrate the pigs and lambs, were all flung down the well.","Kho công cụ ở phía cuối chuồng ngựa bị đập phá, thế là bao nhiêu hàm thiếc ngựa, vòng đeo mũi bò, xích chó, dao hoạn lợn và cừu bị ném hết xuống giếng.","Ahırların bitimindeki, koşum takımlarının durduğu odanın kapısı kırıldı; gemler, burun halkaları, köpek zincirleri, Bay Jones'un domuzları ve kuzuları iğdiş ederken kullandığı kıyıcı bıçaklar kuyunun dibini boyladı.","Irrumpieron en el guadarnés que se hallaba en un extremo del establo; los bocados, las argollas, las cadenas de los perros, los crueles cuchillos con los que el señor Jones acostumbraba a castrar a los cerdos y corderos, todos fueron arrojados al aljibe."
235,"The reins, the halters, the blinkers, the degrading nosebags, were thrown on to the rubbish fire which was burning in the yard.","Còn dây cương, dây thòng lọng, các miếng da che mắt ngựa, giỏ thức ăn cũ thường treo ở cổ ngựa thì bị quăng vào đống lửa giữa sân.","Dizginler, yularlar, meşin göz siperleri, onur kırıcı yem torbaları, avluda çöplerin yakıldığı ateşe atıldı.","Las riendas, las cabezadas, las anteojeras, los degradantes morrales fueron tirados al fuego en el patio, donde en ese momento se estaba quemando la basura."
236,So were the whips.,Những chiếc roi cũng cùng chung số phận.,Kamçılar da.,Igual destino tuvieron los látigos.
237,All the animals capered with joy when they saw the whips going up in flames.,Mọi con vật cùng nhảy cỡn lên khi trông thấy những cái roi bắt lửa.,Kamçıların alevlere karıştığını gören bütün hayvanlar sevinç içinde hoplayıp zıplıyorlardı.,Todos los animales saltaron de alegría cuando vieron arder los látigos.
238,Snowball also threw on to the fire the ribbons with which the horses’ manes and tails had usually been decorated on market days.,Tuyết Tròn còn vất luôn vào lửa những cái ruy băng vẫn thường buộc trên bờm và đuôi ngựa mỗi kì hội chợ.,"Snowball, pazara gidildiği günlerde atların yelelerini ve kuyruklarını süsleyen kurdeleleri de ateşe attı.",Snowball también tiró al fuego las cintas que generalmente adornaban las colas y crines de los caballos en los días de feria.
239,"“Ribbons,” he said, “should be considered as clothes, which are the mark of a human being.","""Ruy băng"", nó tuyên bố, ""phải được coi là quần áo, cũng là biểu tượng của loài người.","""Giysi, İnsanoğlu'nu çağrıştırır,"" dedi. ""Kurdele de giysiden sayılır.","—Las cintas —dijo— deben considerarse como indumentaria, que es el distintivo de un ser humano."
240,All animals should go naked.”,"Mọi con vật đều phải khỏa thân.""",Tüm hayvanlar çıplak dolaşmalıdır.,Todos los animales deben ir desnudos.
241,"When Boxer heard this he fetched the small straw hat which he wore in summer to keep the flies out of his ears, and flung it on to the fire with the rest.",Nghe thấy thế Chiến Sĩ vội tháo cái mũ rơm mà nó thường mang trong mùa hè để ngăn ruồi khỏi lọt vào tai và ném vào lửa.,"Snowball'un bu sözleri üzerine, Boxer da, yazın kulaklarını sineklerden korumak için kafasına geçirdiği küçük hasır şapkayı kaptığı gibi ateşe attı.","Cuando Boxer oyó esto, tomó el sombrerito de paja que usaba en verano para impedir que las moscas le entraran en las orejas y lo tiró al fuego con lo demás."
242,In a very little while the animals had destroyed everything that reminded them of mr Jones.,Chẳng mấy chốc lũ súc vật đã phá hủy tất cả những thứ có liên quan đến ông Jones.,"Kısa bir süre sonra hayvanlar, kendilerine Bay Jones'u anımsatan ne varsa yok etmiş bulunuyorlardı.",En muy poco tiempo los animales habían destruido todo lo que podía hacerles recordar el dominio del señor Jones.
243,"Napoleon then led them back to the store-shed and served out a double ration of corn to everybody, with two biscuits for each dog.","Napoleon dẫn cả bọn vào kho và phát gấp đôi khẩu phần ăn hàng ngày, mỗi con chó được hai bánh qui bơ.","Napoléon, hepsini yeniden ambara götürdü, herkese ikişer tayın mısır, köpeklere de ikişer peksimet dağıttı.","Entonces Napoleón los llevó nuevamente al depósito de forrajes y sirvió una doble ración de maíz a cada uno, con dos bizcochos para cada perro."
244,"Then they sang ‘Beasts of England’ from end to end seven times running, and after that they settled down for the night and slept as they had never slept before.","Sau đó chúng hát bài Súc Sinh Anh quốc bảy lần liền, rồi cả bọn đi ngủ, chưa bao giờ chúng ngủ ngon như hôm ấy.","Ardından, İngiltere'nin Hayvanları şarkısını baştan sona tam yedi kez söylediler; gece inerken herkes kendi köşesine çekilip uykuya daldı. Dünyaya geleli beri hiç bu kadar rahat bir uyku çekmemişlerdi.","Luego cantaron «Bestias de Inglaterra» de cabo a rabo siete veces seguidas, y después de eso se acomodaron para pasar la noche y durmieron como nunca lo habían hecho anteriormente."
245,"But they woke at dawn as usual, and suddenly remembering the glorious thing that had happened, they all raced out into the pasture together.","Như thường lệ, chúng thức dậy khi trời vừa rạng sáng, nhưng chúng lập tức nhớ ngay đến sự kiện vinh quang vừa xảy ra và thế là cả bọn cùng lao ra đồng cỏ.","Ama her zamanki gibi şafak vakti uyanıp da bir gün önce gerçekleştirdikleri görkemli başkaldırıyı anımsar anımsamaz, hep birlikte çayıra koştular.","Pero se despertaron al amanecer, como de costumbre, y, acordándose repentinamente del glorioso acontecimiento, se fueron todos juntos a la pradera."
246,A little way down the pasture there was a knoll that commanded a view of most of the farm.,"Trên đồng cỏ có một cái gò nhỏ, từ đây có thể nhìn thấy hầu khắp trang trại.","Çayırın biraz aşağısında, çiftliğin büyük bir bölümünü gören küçük bir tepe vardı.",A poca distancia de allí había una loma desde donde se dominaba casi toda la granja.
247,The animals rushed to the top of it and gazed round them in the clear morning light.,Lũ súc vật chạy lên đó và ngắm nhìn khung cảnh trong ánh hồng của một ngày mới.,"Hemen tepeye tırmandılar, sabahın duru ışığında çevreyi seyre daldılar.","Los animales se dieron prisa en llegar a la cumbre y miraron a su alrededor, a la clara luz de la mañana."
248,"Yes, it was theirs — everything that they could see was theirs!","Tất cả, tất cả những gì trước mắt kia giờ đây đã thuộc về chúng!","Evet, burası onlarındı artık; göz görebildiğince önlerinde uzanan her şey onlarındı!","Sí, era de ellos; ¡todo lo que podían ver era suyo!"
249,"In the ecstasy of that thought they gambolled round and round, they hurled themselves into the air in great leaps of excitement.","Trong trạng thái ngất ngây, chúng cứ chạy quanh, chạy quanh mãi, thỉnh thoảng chúng lại nhảy lên vì sung sướng!","Bu düşünceyle kendilerinden geçerek hoplayıp zıplamaya, büyük bir coşkuyla havalara sıçramaya başladılar.","Poseídos por este pensamiento, brincaban por doquier, se lanzaban al aire dando grandes saltos de alegría."
250,"They rolled in the dew, they cropped mouthfuls of the sweet summer grass, they kicked up clods of the black earth and snuffed its rich scent.","Chúng lăn mình trên sương ướt, chúng gặm đầy mồm cỏ ngọt mùa hè, chúng hất tung lên những nắm đất đen và hít hà mùi vị ấm nồng của nó.","Çiy düşmüş çimenlerin üzerinde yuvarlanıyor, tatlı yaz otlarını koparıp yutuyor, kara toprağı eşeleyip havaya savuruyor, toprağın güzelim kokusunu içlerine çekiyorlardı.","Se revolcaban en el rocío, mordían la dulce hierba del verano, coceaban levantando terrones de tierra negra y aspiraban su fuerte aroma."
251,"Then they made a tour of inspection of the whole farm and surveyed with speechless admiration the ploughland, the hayfield, the orchard, the pool, the spinney.","Sau đó chúng đi kiểm tra một vòng khắp trang trại, chúng yên lặng ngắm nhìn khu ruộng lúa, đồng cỏ, vuờn quả, ao cá, lùm cây.","Sonra, çiftliği baştan başa dolaşıp denetimden geçirdiler; tarlayı, otlağı, meyve bahçesini, gölcüğü, koruyu dilleri tutulmuşçasına, hayran hayran izlemekten alamadılar kendilerini.","Luego hicieron un recorrido de inspección por toda la granja y miraron con muda admiración la tierra labrantía, el campo de heno, la huerta, el estanque, el soto."
252,"It was as though they had never seen these things before, and even now they could hardly believe that it was all their own.","Chúng ngắm nhìn như chưa từng nhìn thấy những thứ ấy bao giờ, và ngay cả lúc này chúng cũng chưa tin rằng tất cả những thứ đó đã là của chúng.",Sanki buraları daha önce hiç görmemişlerdi; bütün bunların artık kendilerinin olduğuna hâlâ inanamıyorlardı.,"Era como si nunca hubieran visto aquellas cosas anteriormente, y apenas podían creer que todo era de ellos."
253,Then they filed back to the farm buildings and halted in silence outside the door of the farmhouse.,Sau đó cả bọn lại cùng nhau quay về và yên lặng tập trung trước ngôi nhà chính.,"Daha sonra, sıra olup çiftlik binalarına döndüler; çiftlik evinin kapısının önüne geldiklerinde, soluklarını tutup durdular.","Volvieron después a los edificios de la granja y, vacilantes, se detuvieron en silencio ante la puerta de la casa."
254,"That was theirs too, but they were frightened to go inside.","Dù ngôi nhà này cũng đã thuộc về chúng nhưng chúng còn ngại, chưa dám vào ngay.","Bu ev de onlarındı artık, ama içeri girmeye korkuyorlardı.","También era suya, pero tenían miedo de entrar."
255,"After a moment, however, Snowball and Napoleon butted the door open with their shoulders and the animals entered in single file, walking with the utmost care for fear of disturbing anything.","Nhưng Tuyết Tròn và Napoleon đã mau chóng lấy lại được bình tĩnh và dùng vai phá cửa, rồi từng con lục tục, thận trọng bước vào, tránh không làm xáo trộn các đồ vật bên trong.","Derken, Snowball ile Napoléon'un kapıyı omuzlayıp kırmasıyla, hayvanlar birerlekol halinde içeri girdiler.","Un momento después, sin embargo, Snowball y Napoleón empujaron la puerta con el hombro y los animales entraron en fila india, caminando con el mayor cuidado por miedo a estropear algo."
256,"They tiptoed from room to room, afraid to speak above a whisper and gazing with a kind of awe at the unbelievable luxury, at the beds with their feather mattresses, the looking-glasses, the horsehair sofa, the Brussels carpet, the lithograph of Queen Victoria over the drawing-room mantelpiece.","Chúng nhón gót đi từ phòng nọ sang phòng kia, thì thào, hồi hộp ngắm nhìn cảnh xa hoa không thể nào tin được đang bày ra trước mắt, nào giường nệm lông vịt, nào gương soi, nào ghế nệm lông ngựa, nào thảm nhung 4, rồi ảnh nữ hòang Vitoria [5] treo trên lò sưởi trong phòng khách.","Ortalığı altüst etmemek için attıkları adımlara büyük özen gösteriyorlar; parmaklarının ucuna basarak odadan odaya geçerken, seslerinin duyulacağından korkuyormuşçasına fısıldaşarak konuşuyorlar; içerideki görkeme, kuştüyü şilteli yataklara, aynalara, at kılından dokunmuş kumaş kaplı sedire, Brüksel halısına, Kraliçe Victoria'nın oturma odasındaki şömine rafının üstünde duran taşbaskı portresine biraz gözleri kamaşarak, biraz da korka korka bakıyorlardı.","Fueron de puntillas de una habitación a la otra, temerosos de alzar la voz, contemplando con una especie de temor reverente el increíble lujo que allí había: las camas con sus colchones de plumas, los espejos, el sofá de pelo de crin, la alfombra de Bruselas, la litografía de la Reina Victoria que estaba colgada encima del hogar de la sala."
257,They were lust coming down the stairs when Mollie was discovered to be missing.,Nhưng khi xuống đến bậc tam cấp thì chúng bỗng phát hiện ra là thiếu mất Mollie.,"Tam merdivenlerden inerlerken, Mollie'nin ortalıkta olmadığını fark ettiler.",Estaban bajando la escalera cuando se dieron cuenta de que faltaba Mollie.
259,"She had taken a piece of blue ribbon from ms Jones’s dressing-table, and was holding it against her shoulder and admiring herself in the glass in a very foolish manner.","Hoá ra cô nàng đã lấy một dải ruy băng màu xanh trên bàn trang điểm của bà Jones, vắt lên vai và đang thẫn thờ soi gương.","Mollie, Bayan Jones'un tuvalet masasından aldığı anlaşılan mavi bir kurdeleyi omzuna tutmuş, ahmakça bir hayranlıkla aynada kendini seyretmiyor mu!","Había tomado un trozo de cinta azul de la mesa de tocador de la señora Jones y, apoyándola sobre el hombro, se estaba admirando en el espejo como una tonta."
260,"The others reproached her sharply, and they went outside.",Các con khác túm ngay lấy nó và lôi ra khỏi nhà.,Mollie'yi fena halde azarlayıp evden çıktılar.,Los otros se lo reprocharon ásperamente y salieron.
261,"Some hams hanging in the kitchen were taken out for burial, and the barrel of beer in the scullery was stove in with a kick from Boxer’s hoof, otherwise nothing in the house was touched.","Mấy cái đùi lợn muối treo trong bếp được đem đi chôn, thùng bia trong phòng rửa bát thì bị Chiến Sĩ đá thủng, những thứ khác hầu như được giữ nguyên chỗ cũ.","Mutfakta asılı duran jambonlar götürülüp gömüldü, bir de kilerdeki bira fıçısı Boxer'ın bir çiftesiyle parçalandı, o kadar; evde başka hiçbir şeye dokunulmadı.","Sacaron unos jamones que estaban colgados en la cocina y les dieron sepultura; el barril de cerveza fue destrozado mediante una coz de Boxer, y no se tocó nada más de la casa."
262,A unanimous resolution was passed on the spot that the farmhouse should be preserved as a museum.,Một nghị quyết về việc giữ toà nhà chính làm viện bảo tàng được nhất trí thông qua ngay tại chỗ.,"Hemen oracıkta, oybirliğiyle bir karar alındı: Çiftlik evi, müze olarak korunacaktı.",Allí mismo se resolvió por unanimidad que la vivienda sería conservada como museo.
263,All were agreed that no animal must ever live there.,Tất cả đều đồng ý là không con nào có quyền sống trong toà nhà này.,Aralarında en küçük bir düşünce ayrılığı yoktu: Bu evde hiçbir hayvan yaşamamalıydı.,Estaban todos de acuerdo en que jamás debería vivir allí animal alguno.
