line_no,en,vi,tr,es
1415,why didn’t you tell me that the only thing worth loving is an actress?”,Nhưng một nữ diễn viên! Sao mà một nữ diễn viên lại khác biệt đến thế! Harry! Sao anh không bảo tôi rằng tạo vật duy nhất đáng để yêu là một nữ diễn viên?”,"Harry, sevilmeye değer tek şeyin bir aktris olduğunu neden söylemedin bana?",¿Por qué no me dijiste que la única cosa merecedora de amor es una actriz?
1416,"“Because I have loved so many of them, Dorian.”","“Vì tôi đã yêu rất nhiều cô trong số họ rồi, Dorian.”","“Çünkü öyle çok aktris sevdim ki, Dorian!","—Porque he querido a demasiadas, Dorian."
1417,"“Oh, yes, horrid people with dyed hair and painted faces.”","“Ồ, vâng, những cô dễ sợ, tóc nhuộm mặt vẽ.”","“Ha, evet, boyalı saçlı, boyalı yüzlü iğrenç kişiler.","—Sí, claro; gente horrible con el pelo teñido y el rostro pintado."
1418,“Don’t run down dyed hair and painted faces.,“Đừng chê bai tóc nhuộm mặt vẽ.,"“Boyalı saçla boyalı yüzü hor görme,” dedi Lord Henry.",—No desprecies el pelo teñido y los rostros pintados.
1419,"There is an extraordinary charm in them, sometimes,” said Lord Henry.","Có nét duyên lạ ở chúng, đôi khi,” huân tước Henry nói.",“Kimi zaman olağanüstü çekici olabiliyorlar.,En ocasiones tienen un encanto extraordinario —dijo lord Henry.
1420,“I wish now I had not told you about Sibyl Vane.”,“Giờ tôi chỉ ước gì tôi chưa kể cho anh về Sibyl Vane.”,“Keşke Sibyl Vane’i anlatmasaydım sana.,—Ahora quisiera no haberte contado nada sobre Sybil Vane.
1421,"“You could not have helped telling me, Dorian.","“Cậu không thể không kể cho tôi đâu, Dorian.","“Anlatmamak elinde değil ki, Dorian.","—No hubieras podido evitarlo, Dorian."
1422,All through your life you will tell me everything you do.”,"Rồi suốt đời mình, cậu sẽ kể cho tôi mọi chuyện cậu làm.”",Ömür boyu yaptığın her şeyi bana anlatacaksın sen.,A lo largo de tu vida me contarás todo lo que hagas.
1423,"“Yes, Harry, I believe that is true.","“Vâng, Harry, tôi tin là đúng thế.","“Evet, sanırım öyle olacak, Harry.","—Tienes razón, Harry; creo que estás en lo cierto."
1424,I cannot help telling you things.,Tôi không thể không kể các cái cho anh.,Her şeyi sana anlatmamak elimde değil.,No puedo dejar de contarte las cosas.
1425,You have a curious influence over me.,Anh có một ảnh hưởng kỳ lạ lên tôi.,Tuhaf bir etkin var üzerimde.,Tienes una curiosa influencia sobre mí.
1426,"If I ever did a crime, I would come and confess it to you.","Nếu khi nào đó tôi có phạm tội, tôi cũng sẽ đến thú nhận về nó với anh.",Günün birinde ağır bir suç işlesem bile gelip sana itiraf ederdim.,"Si alguna vez cometiera un delito, vendría a confesártelo."
1427,You would understand me.”,Anh sẽ hiểu tôi.,Sen beni anlardın.,Tú lo entenderías.
1428,"“People like you—the wilful sunbeams of life—don’t commit crimes, Dorian.","“Những người như cậu — các tia nắng bướng bỉnh của đời — sẽ không phạm tội đâu, Dorian.","“Senin gibi kişiler –yaşamın güneş ışınları– ağır suç işlemezler, Dorian.","—Personas como tú, los caprichosos rayos de sol de la vida, no delinquen."
1429,"But I am much obliged for the compliment, all the same.","Nhưng tôi vẫn hết sức cảm ơn vì lời khen, dẫu thế nào.",Gene de iltifatına çok teşekkür ederim.,"Pero, de todos modos, te quedo muy agradecido por ese cumplido."
1430,"And now tell me—reach me the matches, like a good boy—thanks—what are your actual relations with Sibyl Vane?”","Giờ thì hãy kể cho tôi — với giùm tôi mấy que diêm, làm ơn, cảm ơn: — quan hệ trên thực tế của cậu với Sibyl Vane là thế nào?”","Şimdi de söyle bana... Kibriti uzatır mısın, bir zahmet? Sağ ol... Sibyl Vane’le arandaki ilişkinin adı nedir?","Y ahora dime..., alcánzame las cerillas, como un buen chico, gracias... ¿Cuáles son tus relaciones actuales con Sybil Vane?"
1431,"Dorian Gray leaped to his feet, with flushed cheeks and burning eyes.","Dorian Gray nhảy lên, má đỏ, mắt rực.","Dorian Gray yüzü kızarmış, gözleri ateş püskürerek ayağa fırladı.","Dorian Gray se puso en pie de un salto, las mejillas encendidas y los ojos echando fuego."
1432,“Harry! Sibyl Vane is sacred!”,“Harry! Sibyl Vane là thiêng liêng!”,“Harry! Sibyl Vane kutsaldır!,—¡Harry! ¡Sybil Vane es sagrada!
1433,"“It is only the sacred things that are worth touching, Dorian,” said Lord Henry, with a strange touch of pathos in his voice.","“Chỉ những thứ thiêng liêng mới đáng để đụng vào thôi, Dorian,” huân tước Henry nói, với một chút hứng khởi kỳ lạ trong giọng.","Lord Henry, “Yalnızca kutsal şeylere dokunmaya değer,” dedi. Sesinde tuhaf bir hüzün vardı.","—Sólo las cosas sagradas merecen ser tocadas, Dorian —dijo lord Henry, con una extraña nota de patetismo en la voz—."
1434,“But why should you be annoyed?,“Nhưng tại sao cậu lại phải bực mình?,“Ne diye kızıyorsun?,"Pero, ¿por qué tienes que enfadarte?"
1435,I suppose she will belong to you some day.,Tôi cho là cô nàng sẽ thuộc về cậu vào một ngày nào đó.,Herhalde kız bir gün gelip senin olacak.,Supongo que será tuya algún día.
1436,"When one is in love, one always begins by deceiving one’s self, and one always ends by deceiving others.","Khi ta yêu, ta luôn bắt đầu bằng việc lừa mình, và ta luôn chấm dứt bằng việc lừa người.","İnsan âşık olduğu zaman hep kendi kendini aldatmakla işe başlar, başkalarını aldatmakla sona erdirir.","Cuando se está enamorado, empiezas por engañarte a ti mismo y acabas engañando a los demás."
1437,That is what the world calls a romance.,Đó là cái mà thế gian gọi là sự lãng mạn.,"Dünyamızın romantizm dediği işte budur... Onunla hiç değilse tanıştın sanırım, değil mi?",Eso es lo que el mundo llama una historia de amor.
1438,"You know her, at any rate, I suppose?”","Cậu đã quen cô nàng rồi, dẫu sao đi nữa, tôi nghĩ thế đúng không?”","Onunla hiç değilse tanıştın sanırım, değil mi?","Al menos, la conoces personalmente, imagino."
1439,“Of course I know her.,“Dĩ nhiên tôi đã quen nàng.,“Tabii tanıştım.,—Claro que la conozco.
1440,"On the first night I was at the theatre, the horrid old Jew came round to the box after the performance was over and offered to take me behind the scenes and introduce me to her.","Vào đêm đầu tiên tôi ở nhà hát, lão Do Thái dễ sợ ấy đã ghé qua lô tôi sau khi buổi diễn kết thúc, và ngỏ ý dẫn tôi vào sau sân khấu và giới thiệu tôi với nàng.","Tiyatroya ilk gittiğim gece o yaşlı Yahudi oyunun sonunda locama geldi, beni kulise götürüp onunla tanıştırmayı önerdi.","La primera noche que estuve en el teatro, el horrible judío viejo se presentó en el palco después de que terminara la representación y se ofreció a llevarme entre bastidores y presentármela."
1441,"I was furious with him, and told him that Juliet had been dead for hundreds of years and that her body was lying in a marble tomb in Verona.","Tôi đã giận điên lên với lão, bảo lão rằng Juliet đã chết hàng trăm năm nay rồi, và rằng xác nàng đang nằm trong một hầm mộ cẩm thạch ở Verona.","Çok kızdım ona. Juliet öleli yüzlerce yıl oluyor, Verona’da mermer bir lahit içinde yatıyor, dedim.","Consiguió enfurecerme, y le dije que Julieta llevaba muerta cientos de años y que su cuerpo yacía en Verona, en una tumba de mármol."
1442,"I think, from his blank look of amazement, that he was under the impression that I had taken too much champagne, or something.”","Tôi nghĩ, từ vẻ mặt ngây ra vì sửng sốt của lão, rằng lão có cảm tưởng rằng tôi đã nốc quá nhiều sâm-panh, hoặc chơi thứ gì đó.”",Yüzündeki afallamış bakıştan anladığıma göre herif benim şampanyayı çok kaçırmış olduğumu sandı.,"Por la mirada de asombro que me lanzó, creo que tuvo la impresión de que había bebido demasiado champán o algo parecido."
1443,“I am not surprised.”,“Tôi không ngạc nhiên.,“Hiç şaşmam.,—No me sorprende.
1444,“Then he asked me if I wrote for any of the newspapers.,“Sau đó lão hỏi tôi có phải tôi viết cho tờ báo nào đó không.,“Sonra bana gazeteci olup olmadığımı sordu.,—Luego me preguntó si escribía para algún periódico.
1445,I told him I never even read them.,Tôi bảo lão rằng tôi chưa bao giờ thậm chí là đọc chúng.,Ben de gazete okumadığımı söyledim.,Le dije que nunca los leía.
1446,"He seemed terribly disappointed at that, and confided to me that all the dramatic critics were in a conspiracy against him, and that they were every one of them to be bought.”","Lão dường như thất vọng ghê gớm với việc ấy, và tâm sự với tôi rằng mọi nhà phê bình kịch nghệ đang tham gia vào một âm mưu hống lại lão, và rằng họ là cái bọn mà đứa nào cũng bị mua.”","Adam bunu duyunca çok büyük hayal kırıklığına uğradı, besbelli. Bütün tiyatro eleştirmenlerinin ona karşı komplo kurduklarını, hepsinin de hiç ayrımsız satılık olduklarını anlattı bana.","Pareció terriblemente decepcionado al oírlo, y me confesó que todos los críticos teatrales le eran hostiles y que a todos se los podía comprar."
1447,“I should not wonder if he was quite right there.,“Tôi sẽ không lấy làm lạ nếu ông ta hoàn toàn đúng ở điểm này.,“Bu söylediğinde haklıysa hiç şaşmam.,—No me extrañaría que tuviera razón en eso.
1448,"But, on the other hand, judging from their appearance, most of them cannot be at all expensive.”","Nhưng, mặt khác, cứ xét theo tướng mạo họ, chắc là phần lớn trong số họ cũng chẳng đắt mấy đâu.”","Ama öte yandan da, çoğunun kılığına bakarsan, pek de pahalı olmasalar gerekir.","Pero, por otra parte, a juzgar por el aspecto que tiene la mayoría, no deben de ser demasiado caros."
1449,"“Well, he seemed to think they were beyond his means,” laughed Dorian.","“Ừ, lão dường như nghĩ họ ngoài khả năng lão,” Dorian cười.","Dorian, “Bilmem, o eleştirmenleri kendi kesesine göre fazla pahalı buluyordu sanırım,” diye güldü.",—Bien; pero él parece pensar que están por encima de sus posibilidades —rió Dorian—.
1450,"“By this time, however, the lights were being put out in the theatre, and I had to go.",“Tuy nhiên đến lúc đó thì đèn đóm bắt đầu tắt trong nhà hát và tôi phải đi.,“Bu arada tiyatronun lambaları söndürülmeye başlandığından oradan ayrıldım.,"Para entonces, sin embargo, ya estaban apagando las luces del teatro y tuve que irme."
1451,He wanted me to try some cigars that he strongly recommended.,Lão muốn tôi thử vài điếu xì gà mà lão giới thiệu rất hăng.,"Yahudi bana yaprak sigarası sunmak istiyor, bu markayı şiddetle tavsiye ediyordu.",El judío quiso que probara unos cigarros de los que hizo grandes alabanzas.
1452,I declined.,Tôi từ chối.,Almadım.,Pero decliné su ofrecimiento.
1453,"The next night, of course, I arrived at the place again.","Đêm hôm sau, dĩ nhiên, tôi lại đến nơi đó.","Ama ertesi gece gene oraya döndüm, doğallıkla.","A la noche siguiente, volví, por supuesto."
1454,"When he saw me, he made me a low bow and assured me that I was a munificent patron of art.","Lúc lão thấy tôi, lão cúi rạp xuống chào tôi, và quả quyết với tôi rằng tôi là một người bảo trợ hào phóng của nghệ thuật.","Yahudi beni görünce yerlere kadar eğildi, benim cömert bir sanat dostu olduğumu söyledi.","Al verme, me hizo una profunda reverencia y me aseguró que yo era un munificente protector del arte."
1455,"He was a most offensive brute, though he had an extraordinary passion for Shakespeare.","Lão là một kẻ cục súc cực tởm, thế nhưng lão lại ấp ủ một niềm đam mê đặc biệt với Shakespeare.","Sinir bozucu bir herifti doğrusu, şu var ki Shakespeare’e karşı görülmedik bir tutku besliyordu.","Es un ser insufrible, pero Shakespeare le apasiona."
1456,"He told me once, with an air of pride, that his five bankruptcies were entirely due to ‘The Bard,’ as he insisted on calling him.","Có lần lão bảo tôi, với vẻ tự hào, rằng năm lần vỡ nợ của lão toàn là do ‘Thi Bá’, như lão cứ nhất định gọi ông ta.","Bir keresinde bana beş kez iflas ettiğini, iflaslarının beşinin de Shakespeare yüzünden olduğunu övünerek söyledi.","Ya me ha dicho, visiblemente orgulloso, que sus cinco bancarrotas se debieron enteramente a «el Bardo», como insiste en llamarlo."
1457,He seemed to think it a distinction.”,Lão dường như nghĩ nó là sự trọng vọng.”,Buna bir ayrıcalık gözüyle bakıyordu sanki.,Parece considerarlo un timbre de gloria.
1458,"“It was a distinction, my dear Dorian—a great distinction.","“Đó là một sự trọng vọng, Dorian thân mến của tôi — một sự trọng vọng vĩ đại.","“Ayrıcalıktır ya, sevgili Dorian, büyük bir ayrıcalık.","—Lo es, mi querido Dorian; un verdadero timbre de gloria."
1459,Most people become bankrupt through having invested too heavily in the prose of life.,Phần lớn mọi người bị vỡ nợ do đầu tư quá đậm vào cuộc sinh tồn.,Çoğu kişiler yaşamın düzyazısına aşırı yatırım yapmak yüzünden iflas ederler.,La mayoría de la gente se arruina por invertir demasiado en la prosa de la vida.
1460,To have ruined one’s self over poetry is an honour.,Phá sản vì thơ là một vinh dự.,Şiir yüzünden batmak bir onurdur...,Arruinarse por la poesía es un honor.
1461,But when did you first speak to Miss Sibyl Vane?”,Nhưng khi nào cậu nói chuyện lần đầu với cô Sibyl Vane?”,Ama sen Miss Sibyl Vane’le ne zaman konuştun ilk olarak?,¿Cuándo hablaste por vez primera con la señorita Sybil Vane?
1463,She had been playing Rosalind.,“Đêm thứ ba. Lúc ấy nàng đang đóng vai Rosalind. Tôi không thể không đi vòng ra sau.,"O, Rosalind’i oynuyordu.",Había interpretado a Rosalinda.
1464,I could not help going round.,“Đêm thứ ba. Lúc ấy nàng đang đóng vai Rosalind. Tôi không thể không đi vòng ra sau.,Kulise gitmekten kendimi alamadım.,Me fue imposible no ir a verla.
1465,"I had thrown her some flowers, and she had looked at me—at least I fancied that she had.","Tôi đã tung cho nàng ít hoa, và nàng đã nhìn tôi; chí ít thì tôi đã tưởng tượng là nàng có làm thế. Lão Do Thái rất dai dẳng.","Ona birkaç çiçek atmıştım, o da bana bakmıştı, daha doğrusu bakmış gibi gelmişti bana.","Le había lanzado unas flores y ella me miró; al menos, imaginé que lo había hecho."
1467,"He seemed determined to take me behind, so I consented.","Lão dường như kiên quyết bám sau tôi, vậy nên tôi đồng ý.","Beni kulise götürmeyi aklına koymuştu, ben de boyun eğdim.","Estaba decidido a llevarme entre bastidores, de manera que acepté."
1468,"It was curious my not wanting to know her, wasn’t it?”","Cái sự không muốn quen nàng của tôi cũng lạ, phải không?”","Bu kızla tanışmak istemeyişim tuhaf değil miydi, sence?","Es curioso que no deseara conocerla, ¿no te parece?"
1469,“No; I don’t think so.”,“Không; tôi không nghĩ vậy.”,"“Yok, sanmıyorum.",—No; no me parece curioso.
1470,"“My dear Harry, why?”","“Harry thân mến của tôi, tại sao?”","“Sevgili Harry, ama neden?","—¿Por qué, mi querido Harry?"
1471,“I will tell you some other time.,“Tôi sẽ kể cậu nghe lúc khác.,“Başka zaman anlatırım.,—Te lo diré en alguna otra ocasión.
1472,Now I want to know about the girl.”,Giờ tôi muốn biết về cô gái này.”,Şimdi bu kız konusunu öğrenmek istiyorum.,Ahora quiero saber más sobre esa chica.
1474,"Oh, she was so shy and so gentle.","“Sibyl? Ôi, nàng rất đỗi nhút nhát, rất đỗi dịu dàng.","Ah, öyle utangaç, öyle yumuşak başlı ki!",—¿Sybil? ¡Tan tímida y tan amable!
1475,There is something of a child about her.,Có gì đó của một đứa trẻ ở nàng.,Çocuksu bir havası var zaten.,Hay algo infantil en ella.
1476,"Her eyes opened wide in exquisite wonder when I told her what I thought of her performance, and she seemed quite unconscious of her power.","Mắt nàng mở to trong nỗi kinh ngạc tuyệt trần khi tôi kể cho nàng những gì tôi nghĩ về buổi diễn của nàng, và nàng dường như hoàn toàn không ý thức được về tài năng của mình.",Oyununu nasıl beğendiğimi söyleyince gözleri nefis bir inanmazlık ve hoşnutlukla iri iri açıldı. Etkisinin gücünden habersiz görünüyordu.,"Abrió mucho los ojos con el más sincero de los asombros cuando le dije lo que pensaba de su interpretación, y pareció no tener conciencia de su talento."
1477,I think we were both rather nervous.,Tôi nghĩ cả hai chúng tôi khá bồn chồn.,"İkimiz de az buçuk sıkılganlık çekiyorduk, sanırım.",Creo que los dos estábamos bastante nerviosos.
1478,"The old Jew stood grinning at the doorway of the dusty greenroom, making elaborate speeches about us both, while we stood looking at each other like children.","Lão Do Thái đứng nhe răng cười nhăn nhở tại ô cửa vào phòng giải lao bụi bặm, đọc những lời trau chuốt về cả hai chúng tôi, trong lúc chúng tôi đứng nhìn nhau như trẻ con.","İhtiyar Yahudi o tozlu giyinme odasının kapısında durmuş ağzı kulaklarında, bizim üstümüze tumturaklı laflar ederken biz iki çocuk gibi durmuş birbirimizin yüzüne bakıyorduk.","El judío viejo sonreía desde la puerta del polvoriento camerino, diciendo frases rebuscadas sobre los dos, mientras Sibyl y yo nos mirábamos como niños."
1479,"He would insist on calling me ‘My Lord,’ so I had to assure Sibyl that I was not anything of the kind.","Lão cứ nhất định gọi tôi là “huân tước,” vậy nên tôi phải quả quyết với Sibyl rằng tôi chẳng liên quan đến hạng người này.","Adam ille de ‘Sayın Lordum’ deyip duruyordu bana. Bu yüzden Sibyl’e, lord falan olmadığımı söylemek zorunda kaldım.","El viejo insistía en llamarme «mylord», y tuve que explicar a Sybil que no era nada parecido."
1480,"She said quite simply to me, ‘You look more like a prince.","Nàng nói với tôi rất đơn giản, ‘Anh nhìn giống hoàng tử hơn.","O da hiç yapmacıksız bir yalınlıkla, ‘Lorddan çok bir prense benziyorsunuz; size Tatlı Prens demem uygun düşer,’ dedi.",Ella me dijo: «Más bien parece usted un príncipe. Le llamaré Príncipe Azul».
1482,"“Upon my word, Dorian, Miss Sibyl knows how to pay compliments.”","“Xin thề danh dự, Dorian, cô Sibyl rất biết cách khen.","“Vay canına, Dorian, Miss Sibyl iltifat etmesini biliyormuş.","—A fe mía, Dorian, la señorita Sybil sabe cómo hacer cumplidos."
1483,"“You don’t understand her, Harry.","“Anh không hiểu nàng, Harry. Nàng xem tôi chỉ như một nhân vật trong một vở kịch.","“Sen onu anlayamıyorsun, Harry.","—No la entiendes, Harry."
1484,She regarded me merely as a person in a play.,"“Anh không hiểu nàng, Harry. Nàng xem tôi chỉ như một nhân vật trong một vở kịch.",O beni yalnızca bir oyun kişisi olarak görüyordu.,Me veía sólo como un personaje en una obra de teatro.
1485,She knows nothing of life.,Nàng không biết gì về cuộc sống.,Hayatı hiç tanımıyor ki! Annesiyle birlikte oturuyor.,No sabe nada de la vida.
1486,"She lives with her mother, a faded tired woman who played Lady Capulet in a sort of magenta dressing-wrapper on the first night, and looks as if she had seen better days.”","Nàng sống cùng mẹ, một phụ nữ mệt mỏi héo hon, đóng vai bà Capulet bận một loại áo choàng đỏ thẫm trong đêm đầu, và nhìn như thể bà ta từng trải qua những ngày tốt hơn.","Annesi geçkin, yorgun bir kadıncağız. İlk gittiğim gece sırtında kimonomsu mor bir giysiyle Leydi Capulet’i oynamıştı. Güngörmüş de şimdilerde düşkünleşmişe benziyor.","Vive con su madre, una mujer apagada y fatigada que, con una túnica más o menos carmesí, interpretó la primera noche a la señora Capuleto; una mujer con aspecto de haber conocido días mejores."
1488,"It depresses me,” murmured Lord Henry, examining his rings.","Nó khiến tôi nản lòng,” huân tước Henry lẩm bẩm, săm soi những cái nhẫn của mình.","Lord Henry ellerindeki yüzükleri gözden geçirerek, “Bilirim o tipleri, içimi sıkarlar,” diye mırıldandı.","Me deprime —murmuró lord Henry, examinando sus sortijas."
1489,"“The Jew wanted to tell me her history, but I said it did not interest me.”","“Lão Do Thái muốn kể cho tôi nghe lai lịch nàng, song tôi bảo tôi chẳng quan tâm.”","“Yahudi bana onun yaşamöyküsünü anlatmak istedi ya, ilgimi çekmiyor, dedim.","—El judío me quería contar su historia, pero le dije que no me interesaba."
1490,“You were quite right.,“Cậu hoàn toàn đúng.,“En doğrusunu yapmışsın.,—Tuviste toda la razón.
1491,There is always something infinitely mean about other people’s tragedies.”,Luôn có gì đó vô cùng thảm hại ở các bi kịch của người khác.,"Başkalarının trajedilerinde her zaman son derece çirkin, acı bir şey vardır.",Siempre hay algo infinitamente mezquino en las tragedias de los demás.
1492,“Sibyl is the only thing I care about.,“Sibyl là điều duy nhất tôi để ý tới.,"“Tek ilgilendiğim şey, Sibyl.",—Sybil es lo único que me interesa.
1494,"From her little head to her little feet, she is absolutely and entirely divine.","Từ cái đầu bé đến đôi chân nhỏ, nàng tuyệt đối và hoàn toàn thần thánh.","O minicik başından minicik ayaklarına kadar tümüyle, tümden şahane bir yaratık.",Desde la cabecita a los piececitos es absoluta y enteramente divina.
1495,"Every night of my life I go to see her act, and every night she is more marvellous.”","Mỗi đêm trong đời, tôi lại đến xem tiết mục của nàng, và mỗi đêm nàng lại diệu kỳ hơn.","Her Tanrı’nın gecesi onu sahnede seyretmeye gidiyorum, her gece onu daha harika buluyorum.","Noche tras noche voy a verla actuar, y cada noche lo hace mejor que la anterior."
1496,"“That is the reason, I suppose, that you never dine with me now.",“Tôi tin rằng đó là lý do mà dạo này cậu chẳng bao giờ đi ăn tối với tôi.,“Şimdilerde benimle hiç yemeğe çıkmayışının nedeni de bu olsa gerek.,—Imagino que ésa es la razón de que ya nunca cenes conmigo.
1497,I thought you must have some curious romance on hand.,Tôi nghĩ cậu phải có sẵn chuyện tình lãng mạn lạ kỳ nào đó trong tay rồi.,Senin ilginç bir gönül serüveni yaşadığını kestiriyordum.,"Pensaba, y estaba en lo cierto, que quizá tuvieras entre manos alguna curiosa historia de amor."
1498,You have; but it is not quite what I expected.”,Cậu đã có; nhưng nó không đúng là cái tôi mong chờ.”,Sahiden de öyleymiş ama bu serüven benim tahminimden farklı çıktı.,Pero no se trata exactamente de lo que yo imaginaba.
1499,"“My dear Harry, we either lunch or sup together every day, and I have been to the opera with you several times,” said Dorian, opening his blue eyes in wonder.","“Harry thân mến của tôi, ta vẫn ăn trưa hoặc ăn chiều cùng nhau mỗi ngày, và tôi từng đến nhà hát ô-pê-ra với anh vài lần,” Dorian nói, mở to đôi mắt xanh kinh ngạc.","“Sevgili Harry, hemen her gün ya öğle ya akşam yemeğini birlikte yiyoruz, kaç kez de operaya geldim seninle,” diye Dorian Gray mavi gözlerini şaşkın şaşkın açarak yanıtladı.","—Mi querido Harry, tú y yo almorzamos o cenamos juntos todos los días; y he ido varias veces a la ópera contigo —dijo Dorian, abriendo mucho los ojos para manifestar su asombro."
1500,“You always come dreadfully late.”,“Cậu luôn đến trễ phát sợ.”,“Her zaman müthiş geç kalıyorsun.,—Siempre llegas terriblemente tarde.
1501,"“Well, I can’t help going to see Sibyl play,” he cried, “even if it is only for a single act.","“Vâng, tôi không thể không đi xem Sibyl diễn,” cậu kêu lên, “thậm chí nếu chỉ là một hồi lẻ.","Genç adam, “Ne yapayım!” diye bağırdı. “Sibyl’in oyununu görmeye gitmeden edemiyorum, tek bir perde için bile olsa!","—No puedo dejar de ver actuar a Sybil —exclamó—, aunque sólo presencie el primer acto."
1502,"I get hungry for her presence; and when I think of the wonderful soul that is hidden away in that little ivory body, I am filled with awe.”","Tôi bị thèm khát vóc dáng nàng; và khi tôi nghĩ về linh hồn diệu kỳ ẩn sâu trong cơ thể ngọc ngà nhỏ nhắn ấy, lòng tôi ngập tràn nỗi sợ.”",Onu görebilmek için acıkıyorum sanki. Hele o fildişi bedende gizli olan harikulade ruhu düşündükçe sanki huşu duyuyorum.,"Siento necesidad de su presencia; y cuando pienso en el alma maravillosa escondida en ese cuerpecito de marfil, me lleno de asombro."
1503,"“You can dine with me to-night, Dorian, can’t you?”","“Cậu có thể đi ăn với tôi tối nay không, Dorian?”","“Bu gece benimle yemeğe gelirsin artık değil mi, Dorian?","—Esta noche cenas conmigo, ¿no es cierto?"
1505,"“To-night she is Imogen,” he answered, “and to-morrow night she will be Juliet.”","“Tối nay nàng là Imogen,” cậu trả lời, “và tối mai nàng sẽ là Juliet.”","“Bu gece Sibyl Imogen oluyor,” diye karşılık verdi. “Yarın gece de Juliet.","—Hoy hace de Imogen —respondió—, y mañana por la noche será Julieta."
1506,“When is she Sibyl Vane?”,“Thế khi nào cô ấy là Sibyl Vane?”,“Ya ne zaman Sibyl Vane oluyor?,—¿Cuándo es Sybil Vane?
1507,“Never.”,“Chẳng khi nào.”,“Hiçbir zaman.,—Nunca.
1508,“I congratulate you.”,“Xin chúc mừng cậu.”,“Kutlarım seni.,—Te felicito.
1510,She is all the great heroines of the world in one.,“Sao anh quá đáng thế! Nàng là tất cả các nữ anh hùng vĩ đại của thế giới hội tụ lại trong một.,"“Ne iğrençsin, Harry! Sibyl dünyanın bütün büyük kadın kahramanlarının birleşimidir.",Sybil es todas las grandes heroínas del mundo en una sola.
1511,She is more than an individual.,Nàng nhiều hơn một cá nhân đơn lẻ.,Bireyin ötesinde bir şey o.,Es más que una sola persona.
1512,"You laugh, but I tell you she has genius.","Anh cười, nhưng tôi nói cho anh biết: nàng là thiên tài.","Gülüyorsun ama sana söylüyorum, büyük bir yetenek o.","Te ríes, pero yo te repito que es maravillosa."
1513,"I love her, and I must make her love me.","Tôi yêu nàng, và tôi phải làm cho nàng yêu tôi.","Onu seviyorum, onun da beni sevmesini sağlamalıyım.","La quiero, y he de hacer que me quiera."
1514,"You, who know all the secrets of life, tell me how to charm Sibyl Vane to love me!","Anh, người biết mọi bí mật cuộc sống, hãy chỉ tôi cách mê hoặc Sibyl Vane để nàng yêu tôi!","Sen ki yaşamın tüm gizlerini bilirsin, söyle bana, nasıl bir büyü yapayım da Sibyl Vane beni sevsin?","Tú, que conoces todos los secretos de la vida, dime cómo hechizar a Sybil Vane para que me quiera."
1515,I want to make Romeo jealous.,Tôi muốn bắt Romeo phải ghen.,Romeo’ yu kıskandırmak istiyorum.,Deseo dar celos a Romeo.
1516,I want the dead lovers of the world to hear our laughter and grow sad.,Tôi muốn những tình nhân đã khuất của thế giới này phải nghe thấy tiếng cười của chúng tôi và trở nên buồn bã.,Tarihin ölmüş âşıkları bizim gülüşlerimizi duysunlar da hüzünlensinler istiyorum.,Quiero que todos los amantes muertos oigan nuestras risas y se entristezcan.
1517,"I want a breath of our passion to stir their dust into consciousness, to wake their ashes into pain.","Tôi muốn một hơi thở đam mê của chúng tôi khuấy tung cát bụi họ vào cõi tỉnh, đánh thức tro tàn họ ở miền đau.","Bizim ateşimizden bir soluk onların toprağına can versin, küllerini uyandırıp acı çektirsin istiyorum.","Quiero que un soplo de nuestra pasión remueva su polvo, despierte sus cenizas y los haga sufrir."
1518,"My God, Harry, how I worship her!”","Chúa ơi, Harry, sao tôi tôn sùng nàng đến thế!” Cậu bước tới bước lui trong phòng lúc cậu nói.","Ulu Tanrım, ona nasıl tapıyorum bilsen, Harry!","¡Cielos, Harry, cómo la adoro! —iba de un lado a otro de la habitación mientras hablaba."
1519,He was walking up and down the room as he spoke.,"Chúa ơi, Harry, sao tôi tôn sùng nàng đến thế!” Cậu bước tới bước lui trong phòng lúc cậu nói.",Dorian konuşurken odada volta atıp duruyordu.,"¡Cielos, Harry, cómo la adoro! —iba de un lado a otro de la habitación mientras hablaba."
1520,Hectic spots of red burned on his cheeks.,Những đốm ửng đỏ vì sốt thiêu đốt má cậu.,Yanaklarında humma ateşi gibi kırmızı lekeler yanıyordu.,"Manchas rojas, como de fiebre, le encendían las mejillas."
1521,He was terribly excited.,Cậu bị kích động khủng khiếp.,Genç adam aşırı derecede heyecanlıydı.,Estaba terriblemente exaltado.
1522,Lord Henry watched him with a subtle sense of pleasure.,Huân tước Henry quan sát cậu với cảm giác hài lòng ý nhị.,Lord Henry onu gizli bir hazla seyretmekteydi.,Lord Henry sentía un secreto placer contemplándolo.
1523,How different he was now from the shy frightened boy he had met in Basil Hallward’s studio!,"Sao mà lúc này cậu khác đến thế với thằng bé bẽn lẽn, khiếp hãi mà y từng gặp ở xưởng vẽ của Basil Hallward! Bản tính cậu đã nảy nở tựa một đóa hoa, đã trổ bông rực đỏ.","Bu Dorian, Basil Hallward’ın stüdyosunda gördüğü o utangaç, ürkek çocuktan nasıl da bambaşkaydı!",¡Qué diferente era ya del muchachito tímido y asustado que había conocido en el estudio de Basil Hallward!
