line_no,en,vi,tr,es
163,"They were driven by a tall man, with a long brown beard and a great black hat, which seemed to hide his face from us.","Người điều khiển là một gã đàn ông cao lớn, có bộ râu dài hung hung như râu ngô, đầu đội mũ đen rộng vành che kín mặt.","Araba, yüzünü bizden gizleyen uzun kahverengi sakalı ve kocaman siyah bir şapkası olan uzun boylu bir adam tarafından sürülüyordu.","Estaban conducidos por un hombre alto, con una larga barba grisácea y un gran sombrero negro, que parecía ocultar su rostro de nosotros."
164,"I could only see the gleam of a pair of very bright eyes, which seemed red in the lamplight, as he turned to us.","Dưới ánh đèn chập chờn, tôi vẫn nhận ra ánh mắt long lanh của ông ta.","Yalnızca çok parlak bir çift gözün, bize doğru döndüğü sırada, lamba ışığı altında kırmızıymış gibi görünen parıltısını görebildim.","Sólo pude ver el destello de un par de ojos muy brillantes, que parecieron rojos al resplandor de la lámpara, en los instantes en que el hombre se volvió a nosotros."
166,"“You are early to-night, my friend.”",— Đến sớm quá đấy ông bạn ạ! - Gã nói với tay xà ích của chúng tôi.,"“Bu akşam erkencisin, dostum.”","–Llegó usted muy temprano hoy, mi amigo."
168,"“The English Herr was in a hurry,” to which the stranger replied:—",— Nhưng quý ngài người Anh đây lại rất...,“İngiliz Herr’in acelesi vardı.” Buna yanıt olarak yabancı şöyle dedi:,–El señor inglés tenía prisa. Entonces el extraño volvió a hablar:
169,"“That is why, I suppose, you wished him to go on to Bukovina.",— Chắc đó là lý do giải thích tại sao tôi nghĩ - Gã đàn ông mới đến nói tiếp - là anh định chở ông ta đến tận Bukovine...,“Sanırım bu nedenle onun Bukovina’ya devam etmesini istedin.,–Supongo entonces que por eso usted deseaba que él siguiera hasta Bucovina.
170,"You cannot deceive me, my friend; I know too much, and my horses are swift.”","Đừng, anh bạn ạ, không thể lừa được tôi đâu. Tôi biết tỏng cả rồi, mà lũ ngựa của tôi cũng chạy nhanh lắm...","Beni kandıramazsın, dostum; çok şey biliyorum ve atlarım hızlı.”","No puede engañarme, mi amigo. Sé demasiado, y mis caballos son veloces."
175,"The strange driver evidently heard the words, for he looked up with a gleaming smile.","Chắc chắn là gã mới đến đã nghe được bài thơ, vì tôi thấy gã vừa quay sang nhìn vị hành khách với một nụ cười quái gở.","Tuhaf sürücü belli ki sözleri duymuştu, zira parıldayan bir gülümsemeyle yukarı baktı.","El extraño conductor escuchó evidentemente las palabras, pues alzó la mirada con una centelleante sonrisa."
176,"The passenger turned his face away, at the same time putting out his two fingers and crossing himself.","Người hành khách vội vàng ngoảnh mặt đi nơi khác, đưa tay làm dấu thánh rồi giơ hai ngón tay ra trước.","Yolcu, iki parmağını kaldırıp istavroz çıkarırken yüzünü çevirdi.",El pasajero escondió el rostro al mismo tiempo que hizo la señal con los dos dedos y se persignó.
177,"“Give me the Herr’s luggage,” said the driver; and with exceeding alacrity my bags were handed out and put in the calèche.","— Cho tôi xin hành lý của quý ngài đây nhỉ. - Gã lạ mặt tiếp tục lên tiếng. Chẳng cần đợi gã nói thế, đống vali của tôi cũng được chuyển sang chiếc xe mui gập.","“Herr’in bagajını bana ver,” dedi sürücü; çantalarım büyük hevesle verildi ve arabaya konuldu.",–Dadme el equipaje del señor -dijo el extraño cochero. Con una presteza excesiva mis maletas fueron sacadas y acomodadas en la calesa.
178,"Then I descended from the side of the coach, as the calèche was close alongside, the driver helping me with a hand which caught my arm in a grip of steel; his strength must have been prodigious.",Tôi bước xuống xe và sang ngồi trong chiếc xe mới. Gã đàn ông đỡ tôi một tay - bàn tay gã quả là cứng như thép. Hẳn gã phải có một sức mạnh phi thường.,"Ardından, öteki araba yakında olduğu için yere inmeden arabamızın yan tarafından öbür arabaya geçtim, arabacı, kolumu çelik gibi kavrayışla yakalayan eliyle bana yardım etti; müthiş bir gücü olmalıydı.","Luego descendí del coche, pues la calesa estaba situada a su lado, y el cochero me ayudó con una mano que asió mi brazo como un puño de acero; su fuerza debía ser prodigiosa."
179,"Without a word he shook his reins, the horses turned, and we swept into the darkness of the Pass.","Chẳng nói chẳng rằng, gã giật dây cương cho xe quay nửa vòng. Chiếc xe mới bắt đầu chuyển bánh và phi hết tốc độ trên đèo Borgo.","Tek kelime etmeden dizginleri salladı, atlar döndü ve hızla geçidin karanlığına doğru ilerledik.","Sin decir palabra agitó las riendas, los caballos dieron media vuelta y nos deslizamos hacia la oscuridad del desfiladero."
180,"As I looked back I saw the steam from the horses of the coach by the light of the lamps, and projected against it the figures of my late companions crossing themselves.","Ngoái lại phía sau, tôi vẫn nhận ra những ngọn đèn chập chờn của chiếc xe chở khách soi lờ mờ hơi thở đầy hơi nước của lũ ngựa; bóng những hành khách, mà chỉ vừa mới đây thôi còn làm bạn đồng hành của tôi, hiện lên lần cuối cùng trước mắt tôi: họ đang cùng nhau làm dấu thánh.","Arkama baktığımda, lambaların ışığı altında posta arabasının atlarından çıkan buharı ve eski yol arkadaşlarımın istavroz çıkaran siluetlerini gördüm.","Al mirar hacia atrás vi el vaho de los caballos del coche a la luz de las lámparas, y proyectadas contra ella las figuras de mis hasta hacia poco compañeros, persignándose."
181,"Then the driver cracked his whip and called to his horses, and off they swept on their way to Bukovina.","Gã đánh xe bất chợt vung mạnh chiếc roi, lũ ngựa lập tức chuyển sang đường tới Bukovine.","Derken, sürücü kırbacını şaklattı, atlarına seslendi ve hızla Bukovina’ya doğru yollarına koyuldular.","Entonces el cochero fustigó su látigo y gritó a los caballos, y todos arrancaron con rumbo a Bucovina."
182,"As they sank into the darkness I felt a strange chill, and a lonely feeling came over me; but a cloak was thrown over my shoulders, and a rug across my knees, and the driver said in excellent German:—","Khi lũ ngựa dấn sâu vào màn đêm, tôi bỗng rùng mình vì một cảm giác cô đơn đáng sợ nhưng ngay lập tức một tấm áo choàng được khoác lên vai tôi, và tiếp đó là một mảnh chăn du lịch được đắp nhẹ nhàng lên hai gối. Gã đàn ông nói với tôi bằng một thứ tiếng Đức hoàn hảo:","Onlar karanlığa gömülürken tuhaf bir ürperti hissettim ve üzerime yalnızlık çöktü; fakat omuzlarıma bir pelerin, dizlerime de bir battaniye atılmıştı ve arabacı mükemmel bir Almancayla şöyle dedi:","Al perderse en la oscuridad sentí un extraño escalofrío, y un sentimiento de soledad se apoderó de mí. Pero mi nuevo cochero me cubrió los hombros con una capa y puso una manta sobre mis rodillas, hablando luego en excelente alemán:"
183,"“The night is chill, mein Herr, and my master the Count bade me take all care of you.","— Thưa ngài, thời tiết hơi tệ, nên bá tước, tức ông chủ của tôi, đã ra lệnh cho tôi không được phép để ngài bị cảm lạnh.","“Gece soğuk, mein Herr ve efendim Kont size her türlü özeni göstermemi emretti.","–La noche está fría, señor mío, y mi señor el conde me pidió que tuviera buen cuidado de usted."
184,"There is a flask of slivovitz (the plum brandy of the country) underneath the seat, if you should require it.”","Bình slivovitz[4] tôi để ở kia, ngay dưới ghế ngồi ấy, nếu thích thì ngài cứ việc.","Eğer arzu ederseniz, koltuğun altında bir matara slivovitz [yöreye ait erik brendisi] var.”","Debajo del asiento hay una botella de slivovitz, un licor regional hecho de ciruelas, en caso de que usted guste…"
185,"I did not take any, but it was a comfort to know it was there all the same.","Dù không uống một giọt, song chỉ cần biết trong xe có một bình như vậy là tôi cũng thấy được an ủi rồi.","İçmedim, ama yine de orada olduğunu bilmek rahatlatıcıydı.","Pero yo no tomé nada, aunque era agradable saber que había una provisión de licor."
186,"I felt a little strangely, and not a little frightened.","Tuy nhiên, nỗi lo lắng của tôi còn lâu mới yên trở lại, nếu không muốn nói tôi đang rơi vào một tâm trạng trái ngược.",Kendimi biraz tuhaf hissediyordum ve epey korkuyordum.,"Me sentí un poco extrañado, y no menos asustado."
187,"I think had there been any alternative I should have taken it, instead of prosecuting that unknown night journey.","Tôi tin rằng nếu có thể, chắc chắn tôi sẽ rời bỏ cuộc hành trình càng lúc càng bí ẩn này.","Eğer başka bir seçenek olsaydı, bu bilinmeyen gece yolculuğunu sürdürmektense onu seçerdim diye düşünüyorum.","Creo que si hubiese habido otra alternativa, yo la hubiese tomado en vez de proseguir aquel misterioso viaje nocturno."
188,"The carriage went at a hard pace straight along, then we made a complete turn and went along another straight road.","Đang lao mỗi lúc một nhanh theo con đường, chiếc xe bỗng đột nhiên ngoặt sang đường khác rồi tiếp tục đi thẳng.","Araba, hızlı bir tempoda dümdüz ilerliyordu, sonra tam bir dönüş yaptık ve başka bir düz yolda ilerledik.","El carruaje avanzó a paso rápido, en línea recta; luego dimos una curva completa y nos internamos por otro camino recto."
189,"It seemed to me that we were simply going over and over the same ground again; and so I took note of some salient point, and found that this was so.","Tôi có cảm tưởng như chiếc xe đang vòng đi, vòng lại mãi một nơi. Tôi nảy ra ý định thử tìm một điểm mốc nào đó để khẳng định sự nghi ngờ của mình, và tôi nhận ra là mình đã không nhầm.","Sanki tekrar tekrar aynı yerden geçip duruyoruz gibi geliyordu bana; bu nedenle, göze çarpan bir noktaya dikkat ettim ve durumun gerçekten de öyle olduğunu anladım.","Me pareció que simplemente dábamos vuelta una y otra vez sobre el mismo lugar; así pues, tomé nota de un punto sobresaliente y confirmé mis sospechas."
190,"I would have liked to have asked the driver what this all meant, but I really feared to do so, for I thought that, placed as I was, any protest would have had no effect in case there had been an intention to delay.","Tôi định hỏi gã chủ xe xem như vậy là thế nào nhưng lại thôi, và tự nhủ rằng trong hoàn cảnh thân cô thế cô thế này thì im lặng vẫn cứ hơn, biết đâu tôi lại tình cờ chống đối lại một cái gì đó nếu như gã được lệnh kéo dài quãng đường!","Arabacıya tüm bunların ne anlama geldiğini sormuş olmayı isterdim, ama gerçekten de bunu yapmaya korktum çünkü bulunduğum konum bakımından, herhangi bir karşı çıkışın, gecikme arzusu olması durumunda hiçbir etkisi olmayacağını düşünüyordum.","Me hubiese gustado preguntarle al cochero qué significaba todo aquello, pero realmente tuve miedo, pues pensé que, en la situación en que me encontraba, cualquier protesta no podría dar el efecto deseado en caso de que hubiese habido una intención de retraso."
191,"By-and-by, however, as I was curious to know how time was passing, I struck a match, and by its flame looked at my watch; it was within a few minutes of midnight.","Dù sao thì tôi cũng muốn nhìn đồng hồ, và cách duy nhất để nhìn thấy giờ là phải đánh diêm.","Fakat biraz sonra, zamanın nasıl geçtiğini merak ettiğim için bir kibrit yaktım ve onun aleviyle saatime baktım; gece yarısına birkaç dakika vardı.","Al cabo de un rato, sin embargo, sintiéndome curioso por saber cuánto tiempo había pasado, encendí un fósforo, y a su luz miré mi reloj; faltaban pocos minutos para la medianoche."
192,"This gave me a sort of shock, for I suppose the general superstition about midnight was increased by my recent experiences.",Đã gần nửa đêm rồi. Tôi bỗng rùng mình hoảng sợ: chắc chắn là cái mê tín dị đoan về tất cả những gì xảy ra lúc nửa đêm sẽ lại ám ảnh đầu óc tôi sau những sự kiện quái lạ mà tôi từng phải trải qua.,"Bu beni bir tür şoka soktu, çünkü sanırım gece yarısına ilişkin genel batıl inançlar, son deneyimlerimle güçlenmişti.","Esto me dio una especie de sobresalto, pues supongo que la superstición general acerca de la medianoche había aumentado debido a mis recientes experiencias."
194,"Then a dog began to howl somewhere in a farmhouse far down the road—a long, agonised wailing, as if from fear.","Có tiếng chó sủa bất chợt vẳng lên từ đâu đó dưới chân đường, có lẽ là từ sân của một trang trại; một tiếng sủa sợ hãi, kéo dài...","Sonra yolun epey aşağısında bir yerlerdeki çiftlik evinde köpek ulumaya başladı - sanki korkudanmış gibi uzun, acılı bir inilti.","Entonces un perro comenzó a aullar en alguna casa campesina más adelante del camino. Dejó escapar un largo, lúgubre aullido, como si tuviese miedo."
195,"The sound was taken up by another dog, and then another and another, till, borne on the wind which now sighed softly through the Pass, a wild howling began, which seemed to come from all over the country, as far as the imagination could grasp it through the gloom of the night.","Tiếng kêu ấy được đáp lại bởi một con chó khác, rồi một con khác và một con khác nữa... Cho tới khi bị những trận gió đang ào ạt thổi qua đèo cuốn đi. Những tiếng kêu hoang dại và thê thảm ấy bỗng như cùng rộ lên từ mọi ngõ ngách. Cái âm hưởng man rợ cứ vẳng mãi, vẳng mãi, vẳng xa tới tận cùng của một thế giới oan hồn mà một trí tưởng tượng có thể tưởng tượng ra trong đêm...","Ses bir başka köpek tarafından devralındı, sonra bir başkası ve bir başkası; ta ki şimdi geçitte yumuşak biçimde uğuldayan rüzgârla taşınan ve ülkenin her tarafından, gecenin kasveti içinden, hayal gücünün kavrayabileceği her köşesinde vahşi bir uluma başlayana dek.","Su llamado fue recogido por otro perro y por otro y otro, hasta que, nacido como el viento que ahora pasaba suavemente a través del desfiladero, comenzó un aterrador concierto de aullidos que parecían llegar de todos los puntos del campo, desde tan lejos como la imaginación alcanzase a captar a través de las tinieblas de la noche."
196,"At the first howl the horses began to strain and rear, but the driver spoke to them soothingly, and they quieted down, but shivered and sweated as though after a runaway from sudden fright.","Lũ ngựa lập tức nhảy chồm lên, nhưng gã đàn ông đã làm chúng trấn tĩnh trở lại bằng một giọng nói dịu dàng, song con nào con nấy vẫn ướt đẫm mồ hôi và run lên như cầy sấy.","İlk ulumada atlar gerginleşip şaha kalkmaya başladılar, fakat sürücü onlarla yatıştırıcı biçimde konuşunca sakinleştiler, ama sanki ani bir korkudan kaçmışlarcasına titriyor ve terliyorlardı.","Desde el primer aullido los caballos comenzaron a piafar y a inquietarse, pero el cochero les habló tranquilizándolos, y ellos recobraron la calma, aunque temblaban y sudaban como si acabaran de pasar por un repentino susto."
197,"Then, far off in the distance, from the mountains on each side of us began a louder and a sharper howling—that of wolves—which affected both the horses and myself in the same way—for I was minded to jump from the calèche and run, whilst they reared again and plunged madly, so that the driver had to use all his great strength to keep them from bolting.","Lúc này, những ngọn núi xa nhất đang dội ngược vào tai chúng tôi những tiếng rú ám ảnh hơn, dữ dội hơn và mạnh hơn gấp bội phần: chó sói. Tôi tưởng mình có thể nhảy khỏi xe mà chạy trốn đến nơi. Lũ ngựa một lần nữa nhảy chồm chồm và vung cẳng đá hậu lia lịa, nhưng gã xà ích cũng chẳng cần phải hết sức để ngăn chúng lồng lên.","Derken uzaklarda, iki yanımızdaki dağlarda daha yüksek ve daha keskin bir uluma -kurtların uluması- başladı ve bu uluma atları da beni de aynı şekilde etkiledi, zira ben arabadan atlayıp kaçmayı düşünürken onlar da bir kez daha şaha kalktılar ve delicesine ileri fırladılar; öyle ki arabacı onların fırlayıp kaçmalarına engel olabilmek için o müthiş gücünün tümünü kullanmak zorunda kaldı.","Entonces, en la lejana distancia, desde las montañas que estaban a cada lado de nosotros, llegó un aullido mucho más fuerte y agudo, el aullido de los lobos, que afectó a los caballos y a mi persona de la misma manera, pues estuve a punto de saltar de la calesa y echar a correr, mientras que ellos retrocedieron y se encabritaron frenéticamente, de manera que el cochero tuvo que emplear toda su fuerza para impedir que se desbocaran."
198,"In a few minutes, however, my own ears got accustomed to the sound, and the horses so far became quiet that the driver was able to descend and to stand before them.","Gã nhảy xuống xe và chạy ngay ra trước mũi lũ ngựa để vuốt ve, vỗ về và an ủi chúng bằng những câu tử tế nhất mà gã có.",Oysa ki birkaç dakika içinde kulaklarım sese alıştı ve atlar da bu süre zarfında arabacının aşağıya inip önlerinde durabilmesine yetecek kadar yatıştılar.,"Sin embargo, a los pocos minutos mis oídos se habían acostumbrado a los aullidos, y los caballos se habían calmado tanto que el cochero pudo descender y pararse frente a ellos."
200,"The driver again took his seat, and shaking his reins, started off at a great pace.","Kết quả thật phi thường: dù vẫn chưa hết run, nhưng bốn con ngựa đã ngay lập tức tuân lời chủ nhân, ngoan ngoãn để gã lên xe cầm cương.",Sürücü yine yerini aldı ve dizginlerini sallayarak büyük bir hızla yola koyuldu.,"El cochero tomó nuevamente su asiento, sacudió sus riendas y reiniciamos nuestro viaje a buen paso."
201,"This time, after going to the far side of the Pass, he suddenly turned down a narrow roadway which ran sharply to the right.","Chúng lại hối hả lao trên con đường bất khả kháng. Lần này, sau khi chạy tới bên kia đèo, gã xà ích cho ngựa chạy theo một hướng khác, theo một con đường hẹp hơn, mất hút về phía tay phải.","Bu sefer, geçidin uzak köşesine gittikten sonra, birdenbire keskin biçimde sağa kıvrılan dar bir yola saptı.","Esta vez, después de llegar hasta el lado extremo del desfiladero, repentinamente cruzó por una estrecha senda que se introducía agudamente a la derecha."
203,"Though we were in shelter, we could hear the rising wind, for it moaned and whistled through the rocks, and the branches of the trees crashed together as we swept along.",Và cứ mỗi lần có trận gió kéo về gầm rít giữa các hốc đá là các ngọn cây lại rung chuyển dữ dội.,"Korunaklı bir alanda olsak da artan rüzgârın sesini duyabiliyorduk; çünkü rüzgâr, kayaların arasında inliyor, uğulduyordu ve biz hızla ilerlerken ağaçların dalları birbirlerine çarpıyordu.","A pesar de encontrarnos así protegidos, podíamos escuchar el viento que se levantaba, pues gemía y silbaba a través de las rocas, y las ramas de los árboles chocaban entre sí al pasar nosotros por el camino."
204,"It grew colder and colder still, and fine, powdery snow began to fall, so that soon we and all around us were covered with a white blanket.","Tiết trời mỗi lúc một lạnh hơn, những bông tuyết mảnh mai bắt đầu rơi rơi chẳng mấy chốc mọi thứ xung quanh sẽ biến thành một màu trắng xóa.","Hava gittikçe daha da soğudu ve güzel, toz halinde kar yağmaya başladı; öyle ki kısa süre sonra biz ve çevremizdeki her şey beyaz bir örtüyle kaplandı.","Hizo cada vez más frío v una fina nieve comenzó a caer, de tal manera que al momento alrededor de nosotros todo estaba cubierto por un manto blanco."
205,"The keen wind still carried the howling of the dogs, though this grew fainter as we went on our way.","Gió vẫn mang đến cho chúng tôi những tiếng kêu não nề thê lương của bầy chó nhà, nhưng những tiếng kêu ấy đã bắt đầu nhỏ dần, nhỏ dần bởi chúng tôi đã tiến được một đoạn khá xa.","Keskin rüzgâr, hâlâ köpeklerin ulumasını taşıyordu; gerçi biz yolumuzda ilerledikçe sesler hafifliyordu.","El aguzado viento todavía llevaba los aullidos de los perros, aunque éstos fueron decreciendo a medida que nos alejábamos."
206,"The baying of the wolves sounded nearer and nearer, as though they were closing round on us from every side.","Song ngược lại, tiếng chó sói lúc trước chỉ văng vẳng, giờ bỗng trở nên dữ dội hơn, dồn dập hơn; những tiếng rú thê thảm ấy càng lúc càng gần hơn và dường như đang bủa vây xung quanh chúng tôi thú thực, tôi bắt đầu cảm thấy khiếp sợ.","Kurtların uluması, sanki her yönden çevremizi sarıyorlarmış gibi gittikçe daha da yakından geliyordu.","El aullido de los lobos, en cambio, se acercó cada vez más, como si ellos se fuesen aproximando hacia nosotros por todos lados."
208,"The driver, however, was not in the least disturbed; he kept turning his head to left and right, but I could not see anything through the darkness.","Tuy nhiên, gã đàn ông vẫn bình thản ngó nghiêng như chẳng có chuyện gì xảy ra. Tôi giương mắt cố phân biệt một cái gì đó trong đêm, nhưng tất cả vẫn chỉ là một màu đen như mực.",Başını sağa sola çevirmeyi sürdürdü ama ben karanlıkta hiçbir şey göremiyordum.,"Sin embargo, el cochero no parecía tener ningún temor; continuamente volvía la cabeza hacia la izquierda y hacia la derecha, pero yo no podía ver nada a través de la oscuridad."
209,"Suddenly, away on our left, I saw a faint flickering blue flame.",Tôi bỗng giật thót người khi nhận ra một đốm sáng xanh lè đang lập lòe cách xe chúng tôi một đoạn khá xa về bên trái.,"Ansızın, ileride sol tarafımızda belli belirsiz, titrek mavi bir alev gördüm.","Repentinamente, lejos, a la izquierda, divisé el débil resplandor de una llama azul."
210,"The driver saw it at the same moment; he at once checked the horses, and, jumping to the ground, disappeared into the darkness.","Gã xà ích hẳn cũng đã nhận ra cái đốm sáng ấy cùng lúc với tôi, bởi gã vừa giật cương cho ngựa đứng khựng lại, rồi nhảy phắt xuống đất và biến mất hút trong màn đêm.",Aynı anda sürücü de onu gördü; hemen atları durdurup aşağı inerek karanlığın içinde gözden kayboldu.,"El cochero lo vio al mismo tiempo; inmediatamente paró los caballos y, saltando a tierra, desapareció en la oscuridad."
211,"I did not know what to do, the less as the howling of the wolves grew closer; but while I wondered the driver suddenly appeared again, and without a word took his seat, and we resumed our journey.","Tôi đờ đẫn tự hỏi không biết mình sẽ phải làm gì... Tiếng sói tru càng lúc càng gần xe chúng tôi hơn. Tôi còn đang do dự thì gã đàn ông bỗng đột ngột xuất hiện trước mặt, chẳng nói chẳng rằng và leo tót lên ghế thúc ngựa đi tiếp.","Ne yapacağımı bilemiyordum, kurtların uluması yaklaştıkça bu konuda daha da kararsız kalıyordum; ama tam da ben bunları düşünürken arabacı birdenbire ortaya çıktı, tek söz söylemeden yerini aldı ve yolculuğumuza devam ettik.","Yo no sabía qué hacer, y mucho menos debido a que los aullidos de los lobos parecían acercarse; pero mientras dudaba, el cochero apareció repentinamente otra vez, y sin decir palabra tomó asiento y reanudamos nuestro viaje."
212,"I think I must have fallen asleep and kept dreaming of the incident, for it seemed to be repeated endlessly, and now looking back, it is like a sort of awful nightmare.","Cái đốm sáng ấy cứ ám ảnh mãi trong đầu tôi và dường như lúc nào tôi cũng thấy nó lập lòe trở lại. Vâng, sau này khi nghĩ lại, tôi vẫn có cảm tưởng như mình đã rơi vào một cơn ác mộng kinh hoàng.",Uykuya dalmış olmam gerektiğini ve bu olayı rüyamda görmeyi sürdürdüğümü düşünüyorum çünkü sonsuz kez yineleniyor gibiydi; şimdi geriye baktığımda her şey korkunç bir kâbusa benziyor.,"Creo que debo haberme quedado dormido o soñé repetidas veces con el incidente, pues éste se repitió una y otra vez, y ahora, al recordarlo, me parece que fue una especie de pesadilla horripilante."
213,"Once the flame appeared so near the road, that even in the darkness around us I could watch the driver’s motions.","Một lúc sau, cái đốm xanh ấy xuất hiện gần chúng tôi đến nỗi giữa màn đêm thăm thẳm, tôi đã có thể nhìn rõ từng cử chỉ của gã xà ích.","Bir keresinde alev yola öylesine yakın bir yerde belirdi ki, çevremizi saran karanlığa karşın arabacının hareketlerini izleyebiliyordum.",Una vez la llama apareció tan cerca del camino que hasta en la oscuridad que nos rodeaba pude observar los movimientos del cochero.
214,"He went rapidly to where the blue flame arose—it must have been very faint, for it did not seem to illumine the place around it at all—and gathering a few stones, formed them into some device.","Gã nhanh chân bước về phía có đốm sáng chập chờn - tuy chỉ là một thứ ánh sáng rất yếu, chỉ đủ để phân biệt được mặt đất xung quanh - rồi nhặt mấy hòn đá chất lại thành một đống.",Çabucak alevin çıktığı yere gidiyordu -alev oldukça hafif olmalıydı çünkü çevresindeki alanı hiç aydınlatmıyor gibi görünüyordu- ve birkaç taş toplayıp onları belli bir şekilde diziyordu.,"Se dirigió rápidamente a donde estaba la llama azul (debe haber sido muy tenue, porque no parecía iluminar el lugar alrededor de ella), y tomando algunas piedras las colocó en una forma significativa."
216,"This startled me, but as the effect was only momentary, I took it that my eyes deceived me straining through the darkness.","Người tôi sững sờ mất một lúc, nhưng rồi cũng tự nhủ rằng do quá muốn chọc thủng màn đêm nên hai con mắt đã đánh lừa tôi...","Bu durum beni ürküttü, ama görüntü bir anlık olduğundan gözlerimin karanlıkta zorlanıp beni aldattığı sonucuna vardım.","Esto me asombró, pero como sólo fue un efecto momentáneo, supuse que mis ojos me habían engañado debido al esfuerzo que hacía en la oscuridad."
217,"Then for a time there were no blue flames, and we sped onwards through the gloom, with the howling of the wolves around us, as though they were following in a moving circle.","Sau đó, chúng tôi không còn trông thấy những đốm xanh lè ấy nữa, nhưng tiếng chó sói thì vẫn còn, dường như chúng đang tạo thành một vòng tròn và vòng tròn ấy đang mỗi lúc một tiến gần, xiết chặt lấy xe chúng tôi hơn.",Sonra bir süre hiç mavi alev görülmedi ve sanki hareket eden bir çember halinde peşimizden geliyorlarmış gibi görünen kurtların ulumasıyla çevrelenmiş biçimde hızla karanlığa doğru ilerledik.,"Luego, por un tiempo, ya no aparecieron las llamas azules, y nos lanzamos velozmente a través de la oscuridad con los aullidos de los lobos rodeándonos, como si nos siguieran en círculos envolventes."
218,"At last there came a time when the driver went further afield than he had yet gone, and during his absence, the horses began to tremble worse than ever and to snort and scream with fright.","Không hiểu sao gã xà ích lại nhảy xuống xe một lần nữa, và lần này gã bỏ đi xa hơn. Trong lúc gã vắng mặt, lũ ngựa lại bắt đầu hoảng sợ hơn bất cứ lúc nào hết, chúng thi nhau thở phì phì và hí ầm ĩ.","Sonunda, sürücünün o âna kadar gittiğinden daha uzağa gittiği bir an geldi ve yokluğunda atlar hiç olmadıkları kadar kötü biçimde titremeye ve burunlarından soluyup korkuyla haykırmaya başladılar.","Finalmente el cochero se alejó más de lo que lo había hecho hasta entonces, y durante su ausencia los caballos comenzaron a temblar más que nunca y a piafar y relinchar de miedo."
219,"I could not see any cause for it, for the howling of the wolves had ceased altogether; but just then the moon, sailing through the black clouds, appeared behind the jagged crest of a beetling, pine-clad rock, and by its light I saw around us a ring of wolves, with white teeth and lolling red tongues, with long, sinewy limbs and shaggy hair.","Không hiểu lý do gì khiến chúng hoảng sợ đến thế, bởi đúng vào lúc đó, ánh trăng bỗng bất ngờ xuất hiện lập lờ giữa những đám mây đen, sau một đỉnh núi cao hùng vĩ và lởm chởm như răng cưa, và tiếng chó sói đột nhiên im bặt. Dưới ánh trăng nhợt nhạt, tôi bủn rủn nhận ra những con sói không hiểu từ đâu bất thình lình đứng lù lù xung quanh chiếc xe ngựa, nhe ra những hàm răng trắng ởn và chiếc lưỡi đỏ lòm; lông con nào con nấy dựng ngược như lông nhím.","Bunun için ortada bir neden göremiyordum, çünkü kurtların uluması tümden kesilmişti; fakat tam da o sırada, kara bulutlara doğru süzülen ay, çam kaplı bir kayanın pürüzlü sırtının ardında belirdi ve onun ışığıyla, beyaz dişleri, ağızlarından dışarı uzanan kırmızı dilleri, uzun güçlü bacakları ve kaba tüyleriyle çevremizi saran bir kurt çemberi gördüm.","No pude ver ninguna causa que motivara su nerviosismo, pues los aullidos de los lobos habían cesado por completo; pero entonces la luna, navegando a través de las negras nubes, apareció detrás de la dentada cresta de una roca saliente revestida de pinos, y a su luz vi alrededor de nosotros un círculo de lobos, con dientes blancos y lenguas rojas y colgantes, con largos miembros sinuosos y pelo hirsuto."
220,They were a hundred times more terrible in the grim silence which held them than even when they howled.,"Trong màn đêm im lặng lạ lùng đáng sợ, trông chúng còn ghê rợn hơn so với những lúc chúng gào thét đến trăm lần.","Üzerlerine çöken amansız sessizlik içinde, uluduklarından yüz kat daha korkunçtular.",Eran cien veces más terribles en aquel lúgubre silencio que los rodeaba que cuando estaban aullando.
221,"For myself, I felt a sort of paralysis of fear.",Tôi bắt đầu nghĩ tới một mối nguy hiểm có thể đổ ập xuống bất cứ lúc nào.,"Bana gelince, korkudan bir tür felç olmuş gibiydim.","Por mi parte, caí en una especie de parálisis de miedo."
223,All at once the wolves began to howl as though the moonlight had had some peculiar effect on them.,Bầy sói lại đột nhiên gào rú như thể ánh trăng vừa có một quyền uy đặc biệt nào đó đối với chúng.,"Sanki ay ışığının üzerlerinde özel bir etkisi varmışçasına, kurtlar birdenbire ulumaya başladılar.","De pronto, todos los lobos comenzaron a aullar como si la luz de la luna produjera un efecto peculiar en ellos."
224,"The horses jumped about and reared, and looked helplessly round with eyes that rolled in a way painful to see; but the living ring of terror encompassed them on every side; and they had perforce to remain within it.","Lũ ngựa cũng không còn giữ được bình tĩnh. Chúng lấm lét nhìn xung quanh như muốn tìm một sự thương hại nào đó, nhưng cái vòng tròn sống, vòng tròn khủng khiếp vẫn vây chặt xung quanh.",Atlar oraya buraya zıplayıp şaha kalktılar ve acınası gözlerle umarsızlık içinde çevrelerine bakındılar; fakat canlı dehşet halkası her yönden onları çevreliyordu ve ister istemez halkanın içinde kalıyorlardı.,"Los caballos se encabritaron y retrocedieron, y miraron impotentes alrededor con unos ojos que giraban de manera dolorosa; pero el círculo viviente de terror los acompañaba a cada lado; forzosamente tuvieron que permanecer dentro de él."
