line_no,Ent,en,vi,tr,es
2325,,"“To the eye it is fair enough, here; but seen in its integrity, under the sky, and by the daylight, it is a crumbling tower of waste, mismanagement, extortion, debt, mortgage, oppression, hunger, nakedness, and suffering.”","− Ở đây nhìn thì đẹp đẽ vậy chứ thực chất nếu nhìn dưới trời quang nắng sáng thì toàn bộ chỉ là một đống phế tích vô dụng, hỗn độn, trấn lột, nợ nần, cầm cố, áp bức, đói rách, trần trụi và đau khổ.","""Göze hoş görünüyor burası ama bir bütün olarak bakıldığında, bu gökkubbenin altında, gün ışığında israfın, kötü yönetimin, zorbalığın, borcun, ipoteğin, zulmün, açlığın, çıplaklığın ve acının üst üste yığıldığı bir kule aslında.","—No diré que la vista no encuentre en aquéllos algún atractivo; pero estudiados en su fondo, a la luz de la razón y de la justicia, son una torre ruinosa de extorsiones, despilfarros, deudas, injusticias, opresiones, hambres, desnudeces y sufrimientos."
2326,,"“Hah!” said the Marquis again, in a well-satisfied manner.",− A! - Hầu tước lại thốt một tiếng đầy thỏa mãn.,"""Hah!"" dedi Marki gene, halinden hoşnut bir tavırla.",—¿Sí?—repitió el Marqués con acento de satisfacción.
2327,,"“If it ever becomes mine, it shall be put into some hands better qualified to free it slowly (if such a thing is possible) from the weight that drags it down, so that the miserable people who cannot leave it and who have been long wrung to the last point of endurance, may, in another generation, suffer less; but it is not for me.","− Nếu nơi này mà là của tôi, tôi sẽ giao phó cho người tài giỏi hơn để từ từ, nếu được, giải thoát nó khỏi cái ách đè nặng bấy lâu, để những người khốn khổ không thể bỏ đất này ra đi và suốt bao đời đã bị vắt kiệt sức chịu đựng sẽ có thể bớt khổ sở hơn về sau; nhưng nơi này không dành cho tôi.","""Eğer bir gün benim olursa buralar, bunları çöküşe sürükleyen ağırlığın altından (böyle bir şey mümkünse) yavaş yavaş özgürleştirecek becerikli ellere teslim ederim, böylelikle burayı terk edemeyen ve uzun süredir tahammüllerinin son noktasında olan insanlar, daha doğrusu onlardan sonraki nesiller, daha az acı çekerler, ama burası bana göre değil.","—Si llegan a ser míos, los confiaré a manos más competentes que las mías para que los desgraven poco a poco, dado caso que llegue a tiempo, del peso enorme que los arrastra al precipicio, a fin de que los infelices que a ellos se ven clavados sufran menos en lo sucesivo. No podré hacerlo; lo sé."
2328,,"There is a curse on it, and on all this land.”","Cơ ngơi này đã bị nguyền rủa, và cả đất đai này nữa.",Burada ve bütün bu topraklar üzerinde bir uğursuzluk var.,"Pesa sobre ellos una maldición, y no sólo sobre ellos, sino también sobre la nación entera."
2329,,“And you?” said the uncle.,− Còn cậu? - Ông chú nói.,"""Ya sen?"" diye sordu amca.",—¿Y tú?—preguntó el tío.
2330,,"“Forgive my curiosity; do you, under your new philosophy, graciously intend to live?”",- Xin phép tò mò một chút; với cái triết lý mới mẻ đó thì cậu định sống bằng cách nào đây? −,"""Merakımı bağışla ama niyetin bu yeni felsefeye göre yaşamak mı?",—Perdona mi curiosidad; ¿es que a la sombra de tu filosofía de nuevo cuño esperas vivir del maná del cielo?
2331,,"“I must do, to live, what others of my countrymen, even with nobility at their backs, may have to do some day—work.”","Để sống, tôi phải làm việc, như những đồng bào khác của tôi, thậm chí những người có xuất thân quý tộc một ngày nào đó rồi cũng phải làm việc.","""Diğer yurttaşlarımın, soylu olanlarının bile, yaşamlarını sürdürmek için bir gün yapmak zorunda kalacakları şeyi yapacağım –çalışacağım.","—Fuerza será que viva de lo mismo que vivirán tantos otros compatriotas míos, por muchos que sean sus pergaminos, por rancia que sea su nobleza: del trabajo."
2332,,"“In England, for example?”","− Bên Anh quốc, chẳng hạn? − Đúng, thưa ngài.","""İngiltere'de mi mesela?""","—¿En Inglaterra, por ejemplo?"
2334,,"The family honour, sir, is safe from me in this country.","Ở đất nước ấy, tôi sẽ bảo toàn được danh dự gia đình.",Aile şerefimize orada benden bir zarar gelmez efendim.,El honor de la familia puede dormir tranquilo.
2335,,"The family name can suffer from me in no other, for I bear it in no other.”",Bỏ xứ ra đi thì tôi sẽ không làm hoen ố danh dự dòng họ vì tôi sẽ không còn mang tước vị gì nữa.,Bu adı başka hiçbir yerde taşımayacağımdan dolayı diğer ülkelerde de bir sorun olmaz.,"No lo mancillaré trabajando mientras me encuentre en este país, y no podré mancillarlo en otro sencillamente porque, fuera de aquí, no ostentaré el apellido de la familia."
2336,,The ringing of the bell had caused the adjoining bed-chamber to be lighted.,Tiếng rung chuông đã báo gia nhân thắp đèn trong phòng ngủ kề bên.,Çıngırağın çalmasıyla birlikte bitişikteki yatak odasının ışıkları yandı.,El Marqués hizo sonar un timbre.
2337,,"It now shone brightly, through the door of communication.","Qua cánh cửa ăn thông, căn phòng đó đã sáng rực.",Odanın parlak ışıkları konuştukları yere kadar geliyordu.,Inmediatamente se iluminó la habitación inmediata.
2338,,"The Marquis looked that way, and listened for the retreating step of his valet.",Hầu tước nhìn về hướng phòng ngủ và lắng nghe tiếng chân rút lui của người hầu.,Marki o yana baktı ve uşağının uzaklaşan ayak seslerini dinledi.,"Esperó el Marqués a que se fuera el servidor que había encendido las luces, y cuando oyó que sus pasos se alejaban, dijo, mirando a su sobrino con rostro sonriente:"
2339,,"“England is very attractive to you, seeing how indifferently you have prospered there,” he observed then, turning his calm face to his nephew with a smile.","− Anh quốc đúng là rất hấp dẫn đối với cậu, cho dù ở đó cậu không thành công gì mấy, - ngài nhận xét và gương mặt thản nhiên ấy tươi cười quay nhìn người cháu.","Ardından soğuk yüzünü bir tebessüm eşliğinde yeğenine çevirerek, ""İngiltere sana çok cazip geliyor, orada işler yolunda gitti tabii,"" dedi.","—Muchos atractivos tiene para ti Inglaterra, bien que, a decir verdad, no me admira si tengo en cuenta lo mucho que allí has prosperado."
2340,,"“I have already said, that for my prospering there, I am sensible I may be indebted to you, sir.","− Như tôi đã nói, để thành công ở nơi đó, tôi biết mình sẽ phải mang ơn ngài, thưa ngài.","""Söylediğim gibi, işlerin yolunda gitmesi konusunda size müteşekkirim efendim.",—Manifesté ya antes que creo ser deudor a usted de todas las fortunas y prosperidades que allí encontré.
2341,,"For the rest, it is my Refuge.”",Còn ngoài ra đó là chốn dung thân của tôi.,Bunun dışında orası benim için bir Sığınak.,"De todas suertes, Inglaterra es mi refugio."
2342,,"“They say, those boastful English, that it is the Refuge of many.",− Cái bọn Ăng-lê khoác lác đó vẫn nói Anh quốc là chốn dung thân của nhiều người.,"""Dediklerine göre, yani kibirli İngilizlere göre, pek çok insan için bir Sığınakmış orası.","—Si hemos de creer a los vanidosos ingleses, es el refugio de muchos."
2343,,You know a compatriot who has found a Refuge there?,Cậu có biết một đồng hương cũng tìm chốn dung thân ở bên đó không?,Oraya sığınan başka bir vatandaş tanıyor musun?,¿Conoces a un compatriota nuestro que allí buscó refugio?
2344,,A Doctor?”,Một bác sĩ? − Biết.,Bir doktor falan?,Me refiero a un doctor.
2351,,"As he bent his head in his most courtly manner, there was a secrecy in his smiling face, and he conveyed an air of mystery to those words, which struck the eyes and ears of his nephew forcibly.","Tạm biệt! Trong lúc ngài cúi chào hết sức lịch thiệp, gương mặt tươi cười lại có vẻ gì giấu giếm khiến những lời thốt ra cũng đầy bí hiểm, cả hình ảnh lẫn âm thanh ấy như đập vào mắt, nện vào tai người cháu.","En zarif haliyle başını eğerek selam verdiği sırada Marki'nin gülümseyen yüzünde esrarengiz bir ifade vardı ve bu da sözlerine, yeğeninin gözünden ve kulağından kaçmayan gizemli bir hava katmıştı.","La sonrisa con que acompañó la inclinación de cabeza que hizo a su sobrino a guisa de cortés despedida y el tono con que pronunció las últimas palabras, envolvían un misterio que no pudo menos de impresionar al sobrino."
2352,,"At the same time, the thin straight lines of the setting of the eyes, and the thin straight lips, and the markings in the nose, curved with a sarcasm that looked handsomely diabolic.","Cùng lúc đó, những đường thẳng mảnh quanh mi mắt và đôi môi mỏng bẹt kia, cùng những nếp nhăn ở đầu mũi, đều uốn cong với vẻ châm biếm khiến Hầu tước trông vừa đẹp vừa ác đến lạ.","Üstelik, ince ve düz birer çizgi halindeki gözleriyle ince ve düz dudakları ve burnundaki iz, şeytani bir hoşluk taşıyan bir istihza eşliğinde kıvrılmıştı.","La sonrisa con que acompañó la inclinación de cabeza que hizo a su sobrino a guisa de cortés despedida y el tono con que pronunció las últimas palabras, envolvían un misterio que no pudo menos de impresionar al sobrino."
2353,,"“Yes,” repeated the Marquis.","− Đúng, - Hầu tước lặp lại. - Một bác sĩ cùng với cô con gái. Đúng.","""Var demek,"" diye tekrar etti Marki.",—Sí—repitió el Marqués.
2354,,“A Doctor with a daughter.,"− Đúng, - Hầu tước lặp lại. - Một bác sĩ cùng với cô con gái. Đúng.","""Kızı olan bir Doktor.",—Sí—repitió el Marqués.
2356,,So commences the new philosophy!,Thế là bắt đầu triết lý mới.,Yeni felsefeni başlatan bu demek!,¡Así comienza la nueva filosofía!...
2357,,You are fatigued.,Cậu đã mệt rồi.,Çok yorulmuşsundur.,¡Así comienza la nueva filosofía!...
2358,,Good night!”,Tạm biệt!,Hadi iyi geceler!,Buenas noches.
2359,,It would have been of as much avail to interrogate any stone face outside the chateau as to interrogate that face of his.,Có dò hỏi bộ mặt đó thì cũng chẳng khác gì dò hỏi những mặt tượng đá bên ngoài lâu đài.,Amcanın yüzünü sorgulamak şatonun bahçesindeki taş yüzleri sorgulamaktan zordu.,El joven clavó sus ojos en su cara cual si esperase encontrar en ella la aclaración de las últimas palabras que habían herido sus oídos.
2360,,"The nephew looked at him, in vain, in passing on to the door.",Người cháu ngỡ ngàng nhìn Hầu tước trong lúc đi ra cửa.,Yeğen kapıdan çıkarken boş yere Marki'ye baktı.,Trabajo perdido. Lo mismo hubiera conseguido interrogando las de las estatuas de piedra que tanto abundaban en el castillo.
2361,,“Good night!” said the uncle.,− Tạm biệt! - Ông chú nói.,"""İyi geceler!"" dedi amca.",—¡Buenas noches!—añadió el tío.
2362,,“I look to the pleasure of seeing you again in the morning.,- Ta mong được gặp lại cậu sáng mai.,"""Yarın sabah tekrar görüşeceğimiz için memnunum.",—¡Buenas noches!—añadió el tío. —El deseo de verte mañana por la mañana me tendrá desvelado toda la noche...
2365,,"—And burn Monsieur my nephew in his bed, if you will,” he added to himself, before he rang his little bell again, and summoned his valet to his own bedroom.","Rồi thiêu cháy luôn công tử cháu ta trên giường cũng được, - ngài lẩm bẩm một mình trước khi rung chiếc chuông nhỏ lần nữa, gọi gia nhân vào chuẩn bị phòng riêng.","Yeğenim olacak beyefendiye ışık tutun da odasına gitsin! –ve yeğenim olacak şu beyefendiyi becerebilirseniz yakın hatta,"" diye kendi kendine söylendikten sonra küçük çıngırağı tekrar çalarak uşağı kendi odasına çağırdı.","¡Y asa a mi señor sobrino en la cama, si puedes!—añadió para sus adentros, antes de hacer sonar nuevamente la campanilla, llamando al ayuda de cámara a su alcoba."
2366,,"The valet come and gone, Monsieur the Marquis walked to and fro in his loose chamber-robe, to prepare himself gently for sleep, that hot still night.","Người hầu đến rồi đi, ngài Hầu tước khoác áo ngủ thùng thình đi tới đi lui cho thư thái dễ ngủ trong đêm im lìm oi bức.","Uşak gelip gitmişti, Mösyö Marki o sıcak durgun gecede, üzerinde bol geceliği, kendisini yavaş yavaş uykuya hazırlamak için odasında bir o yana bir bu yana dolanıp duruyordu.","El ayuda de cámara acudió al llamamiento y volvió a salir, dejando al Marqués en paños menores y dispuesto a meterse en la cama."
2367,,"Rustling about the room, his softly-slippered feet making no noise on the floor, he moved like a refined tiger:—looked like some enchanted marquis of the impenitently wicked sort, in story, whose periodical change into tiger form was either just going off, or just coming on.","Chỉ nghe tiếng vải sột soạt, bàn chân mang dép mềm bước trên sàn nhà không gây một tiếng động, ngài đi quanh phòng như một con hổ uy nghi - chẳng khác gì một Hầu tước độc ác bất trị nào đó trong truyền thuyết bị phép mầu trừng phạt bắt hóa thành hổ và giờ là lúc hắn đang biến hình lại thành người hay sắp thành thú.","Odanın içinde yürürken ayağındaki yumuşak terlikleri hiç ses çıkarmıyor, zarif bir kaplan gibi hareket ediyordu –arlanmaz uslanmaz büyülü bir markiyi andırıyordu, masallardaki gibi, sürekli biçim değiştirerek ya kaplana dönüşüyor ya da kaplandan dönüşüyordu.","Tardó una porción de minutos en hacerlo. Si alguien le hubiese visto vestido como iba y calzado con zapatillas, midiendo la estancia con paso silencioso y vivo, semejante al del tigre real, hubiérale tomado probablemente por el famoso marqués encantado de la leyenda, cuyas transformaciones periódicas en felino comenzaban entonces o terminaban en aquel instante."
2368,,"He moved from end to end of his voluptuous bedroom, looking again at the scraps of the day’s journey that came unbidden into his mind; the slow toil up the hill at sunset, the setting sun, the descent, the mill, the prison on the crag, the little village in the hollow, the peasants at the fountain, and the mender of roads with his blue cap pointing out the chain under the carriage.","Ngài đi từ đầu này sang đầu kia trong phòng ngủ tráng lệ, vừa điểm lại trong đầu những chuyện xảy ra trong hành trình hôm trước dù không muốn nhớ; đoạn đường vất vả chậm chạp lên đồi lúc hoàng hôn, mặt trời lặn, đường đi xuống, cối xay, nhà tù trên vách đá, làng nhỏ dưới thung lũng, đám thảo dân bên đài nước, và tên phu lục lộ mũ xanh chỉ trỏ sợi dây xích dưới gầm xe.","O gün yaptığı yolculuktan aklına düşen bölük pörçük bir dolu görüntü eşliğinde bir uçtan diğer uca şatafatlı yatak odasında ilerledi; günbatımında zar zor tepeyi tırmanışları, güneşin batışı, tepeden inişleri, değirmen, uçurumun tepesindeki hapishane, vadideki köy, çeşme başındaki köylüler ve mavi şapkasıyla arabanın altındaki zinciri gösteren yol işçisi.","Surgían en el fondo de su imaginación, mientras caminaba de uno a otro extremo de su voluptuosa alcoba, los incidentes más salientes del viaje que terminara aquella noche: veíase subiendo perezosamente la rampa empinada de la colina, contemplaba con los ojos del alma la puesta del sol, el descenso de la falda opuesta de la colina, el molino, la cadena de la galga, la prisión emplazada al borde del tajo, la aldea de la hondonada, los labriegos en derredor de la fuente y el caminero en el momento de señalar con su gorro puntiagudo la cadena de su coche de camino."
2369,,"That fountain suggested the Paris fountain, the little bundle lying on the step, the women bending over it, and the tall man with his arms up, crying, “Dead!”","Đài nước ấy gợi nhớ đến đài nước ở Paris, cái bọc vải nhỏ bé nằm trên bệ, những người đàn bà lom khom trên bọc vải, và gã cao lớn giơ tay lên trời gào thét “Chết!”.","O çeşme Paris'teki çeşmeyi, basamakta yatan küçük yığını, onun başına toplaşmış olan kadınları ve kollarını havaya kaldırarak ""Öldü!"" diye haykıran uzun boylu adamı çağrıştırıyordu.","La fuente de la aldea le recordaba la otra fuente de París, y en ella veía al cadáver del niño acurrucado sobre el basamento, a las mujeres inclinadas sobre su cuerpecito y al hombre alto que, con los brazos extendidos gritaba: «¡Muerto!»"
2370,,"“I am cool now,” said Monsieur the Marquis, “and may go to bed.”","− Giờ mát mẻ rồi, - ngài Hầu tước nói, - chắc đi ngủ thôi.","""Oh serinledim biraz,"" dedi Mösyö Marki, ""yatabilirim artık.","—Me estoy enfriando—murmuró el señor Marqués. —¡A la cama, a la cama!"
2371,,"So, leaving only one light burning on the large hearth, he let his thin gauze curtains fall around him, and heard the night break its silence with a long sigh as he composed himself to sleep.","Thế là chỉ để lại một ngọn đuốc cháy sáng trên lò sưởi lớn, ngài buông những tấm màn sa mỏng xuống quanh giường, và nghe đêm phá tan im lặng bằng một tiếng thở dài lúc ngài chìm vào giấc ngủ.",Sadece büyük şöminenin tepesinde yanan lambayı yanık bırakarak yatağı saran ince cibinliği örttü ve uykuya dalarken gecenin derin bir iç çekişle sessizliği böldüğünü işitti.,"Tendióse en el lecho, dejó caer las lujosas cortinas que lo envolvieron, y se dispuso a dormir."
2372,,"The stone faces on the outer walls stared blindly at the black night for three heavy hours; for three heavy hours, the horses in the stables rattled at their racks, the dogs barked, and the owl made a noise with very little resemblance in it to the noise conventionally assigned to the owl by men-poets.","Những mặt tượng đá trên các bức tường bên ngoài giương mắt mù nhìn đêm đen suốt ba giờ lê thê; trong ba giờ lê thế ấy, lũ ngựa trong chuồng khua máng cỏ, đàn chó sủa, con cú kêu một tiếng chẳng giống gì mấy với cái âm thanh mà đám thi sĩ người thường gán cho nó.","Üç yoğun saat boyunca binanın dış duvarlarındaki taş yüzler kara geceye kör gözlerle baktılar; üç yoğun saat boyunca ahırlardaki atlar kişnedi, köpekler havladı ve baykuş, şairlerin tasvirlerindeki geleneksel sese hiç de benzemeyen sesler çıkararak öttü.","Por espacio de tres horas interminables permanecieron las caras de piedra de los inmóviles centinelas colocados en el exterior del castillo contemplando las negruras de la noche; por espacio de tres horas interminables los caballos inquietos golpearon con sus manos los pesebres de las caballerizas, y la lechuza lanzaba un ruido peculiar que no tenía semejanza alguna con el canto que a las lechuzas han asignado los hombres-poetas."
2374,,"For three heavy hours, the stone faces of the chateau, lion and human, stared blindly at the night.","Suốt ba giờ lê thê, những mặt tượng đá của lâu đài, mặt sư tử lẫn mặt người, giương mắt mù nhìn đêm.",Üç yoğun saat boyunca şatodaki taştan aslan ve insan suratları geceye kör gözlerle baktılar.,Hombres y leones de piedra del castillo clavaron por espacio de tres mortales horas sus ojos sin pupilas en los negros tules de la noche.
2375,,"Dead darkness lay on all the landscape, dead darkness added its own hush to the hushing dust on all the roads.","Bóng tối chết chóc bao trùm cảnh vật, bóng tối chết chóc đè nặng trên lớp bụi đường im lìm làm tăng thêm tĩnh mịch bốn bề.","Ölü karanlık her yanı kaplamıştı, ölü karanlık kendi sükûnetini, yolların sessiz tozuna katmıştı.","Negros estaban los campos, negros los bosques, negros los caminos, negro como mar de tinta todo el paisaje."
2377,,"In the village, taxers and taxed were fast asleep.",Trong thôn làng; kẻ thu thuế và người đóng thuế đều say ngủ.,"Köyde, vergi toplayıcıları ve mükellefler derin bir uykuya dalmıştı.","En la aldea, explotadores y explotados dormían profundamente."
2378,,"Dreaming, perhaps, of banquets, as the starved usually do, and of ease and rest, as the driven slave and the yoked ox may, its lean inhabitants slept soundly, and were fed and freed.","Có lẽ đám dân đen gầy còm đang mơ yến tiệc, như người đói thường mơ thấy đồ ăn, như tên nô lệ kiệt lực mơ được thảnh thơi, như con bò nặng ách mơ được nghỉ ngơi, và trong mộng tất cả đều no đủ và tự do.","Muhtemelen rüyalarında, açlık çekenlerin sıkça başına geldiği gibi, bir ziyafet sofrası görüyorlardı ya da tarlalara sürülen kölelerin ve öküzlerin görebileceği türde rahatı ve huzuru; bu sayede yörenin sıska sakinleri mışıl mışıl uyurken karınlarını doyurup özgürlüklerine kavuşuyorlardı.","Quizá durante el sueño disfrutaban estos últimos de opíparos banquetes, como ocurrir suele a los que perecen de hambre, o bien de tranquilidad y de descanso, cual bueyes habituados a gemir bajo el yugo."
2379,,"The fountain in the village flowed unseen and unheard, and the fountain at the chateau dropped unseen and unheard—both melting away, like the minutes that were falling from the spring of Time—through three dark hours.","Đài phun nước trong làng tuôn chảy không ai nghe ai thấy, đài phun nước ở lâu đài nhỏ giọt không ai thấy ai nghe - cả hai tan biến vào đêm như từng giây từng phút đang đếm nhịp thời gian suốt ba giờ tăm tối.","Köydeki çeşme, üç yoğun saat boyunca, kimse görmeden, kimse duymadan aktı, keza şatodaki çeşme de kimse görmeden ve duymadan damladı –her ikisi de Zaman pınarında akan dakikalar gibi eriyip gitti.","Aguas invisibles y silenciosas fluían de la fuente de la aldea, lo mismo que de la fuente del castillo, perdiéndose a lo lejos, como se pierden los minutos que continuamente deja escapar la mano del Tiempo."
2380,,"Then, the grey water of both began to be ghostly in the light, and the eyes of the stone faces of the chateau were opened.","Và rồi, dòng nước âm u của hai đài phun bắt đầu ửng lên ma quái trong bình minh và những đôi mắt tượng đá trên mặt lâu đài bừng mở.",Derken doğan günle birlikte ikisinin de gri suları hayalet gibi belirmeye başladı ve şatodaki taş yüzlerin gözleri açıldı.,"Al cabo de tres horas interminables, las aguas comenzaron a tomar ligeros tonos grises, y los ojos de las caras de piedra del castillo principiaron a iluminarse."
2381,,"Lighter and lighter, until at last the sun touched the tops of the still trees, and poured its radiance over the hill.","Trời sáng dần, sáng dần, cho tới lúc vầng nhật cuối cùng đã lên tới những ngọn cây lặng lẽ, tỏa dương quang khắp vùng đồi.","Yavaş yavaş aydınlandı etraf ve nihayet güneş, kıpırtısız ağaçların tepelerine dokunup ışıklarını tepeden aşağı yağdırdı.","Brotó por Oriente el sol, tiñendo de rojo las copas de los árboles y las cimas de las montañas."
2382,,"In the glow, the water of the chateau fountain seemed to turn to blood, and the stone faces crimsoned.","Trong ánh ngời ban mai, nước ở đài phun của lâu đài chuyển thành màu máu và những mặt tượng đá rực đỏ.","Kızıllıkta, şatonun çeşmesinin suyu kan rengine bürünmüş, taş yüzlerse kıpkırmızı olmuştu.",Sus fulgores dieron roja coloración a las aguas que brotaban de la fuente del castillo y a las caras de piedra de hombres y leones.
2383,,"The carol of the birds was loud and high, and, on the weather-beaten sill of the great window of the bed-chamber of Monsieur the Marquis, one little bird sang its sweetest song with all its might.","Điệu nhạc chim ngân vang cao vút và trên bệ cửa sổ lớn đen thâm mưa gió của phòng ngủ ngài Hầu tước, một con chim nhỏ trút hết du dương vào tiếng hót.",Kuşlar yüksek sesle neşeli şarkılar söylüyorlardı ve Mösyö Marki'nin yatak odasının büyük penceresinin hava koşullarından yıpranmış pervazında küçük bir kuş vargücüyle en tatlı şarkısını söylüyordu.,"Gorjeaban parleros los pajarillos, uno de los cuales, más atrevido que sus compañeros, agotó el repertorio de sus cantos más hermosos posado sobre el alféizar de piedra de la ventana de la alcoba del señor Marqués."
2384,,"At this, the nearest stone face seemed to stare amazed, and, with open mouth and dropped under-jaw, looked awe-stricken.","Tiếng hót như khiến mặt tượng đá kề bên tròn mắt, mở miệng, há mồm thảng thốt và kinh sợ.","En yakınındaki taş yüz, ağzı kocaman açık, şaşkınlık içinde bakıyordu sanki ona, dehşete kapılmış gibiydi.","El centinela de piedra más inmediato contempló con mudo asombro al cantor, abrió la boca y dió muestras del terror más profundo."
2385,,"Now, the sun was full up, and movement began in the village.",Lúc này mặt trời đã lên cao và dưới làng bắt đầu hoạt động.,Güneş tam tepedeydi şimdi ve köy hareketlenmişti.,Los fulgores del astro del día sacudieron el sopor que dominaba cual señor absoluto en la aldea.
2386,,"Casement windows opened, crazy doors were unbarred, and people came forth shivering—chilled, as yet, by the new sweet air.","Những khung cửa sổ rộng mở, những cửa cái nứt nẻ tháo then cài, dân làng bước ra đường rùng mình trong khí lạnh dịu dàng của ngày mới.","Pencerelerin kanatları açıldı, köhne kapıların sürgüleri çekildi ve insanlar sabahın o taze ve ferah –ama soğuk– havasında titreye titreye ortalığa döküldüler.","Abriéronse las ventanas, desatrancáronse las puertas de las casas, y las gentes salieron tiritando a la calle para entregarse a las faenas diarias."
2387,,Then began the rarely lightened toil of the day among the village population.,Rồi những công việc thường nhật hiếm khi nhẹ nhàng của dân làng bắt đầu.,Derken köylünün nadiren hafifleyen o çileli koşuşturması başladı.,"Abriéronse las ventanas, desatrancáronse las puertas de las casas, y las gentes salieron tiritando a la calle para entregarse a las faenas diarias."
2389,,"In the church and at the Cross, a kneeling figure or two; attendant on the latter prayers, the led cow, trying for a breakfast among the weeds at its foot.","Trong nhà thờ dưới chân thánh giá, một, hai người quỳ gối hòa theo lời kinh cầu mới xướng, con bò họ dắt theo đang cố lót lòng buổi sáng bằng đám cỏ dại dưới chân.","Birkaç kişi kilisede, Haç'ın önünde diz çökmüş, dua ediyor, dışarıdaki inekler ise ayaklarının dibinde kahvaltılık ot arıyordu.","En la iglesia quedaron dos o tres personas, suplicando al Cielo que conservara la vida de alguna vaca o de corto número de ovejas."
2390,,"The chateau awoke later, as became its quality, but awoke gradually and surely.",Lâu đài thức dậy muộn hơn nhưng tỉnh giấc từ từ từng chút theo đúng bản tính quyền quý.,Şato kendi asaletine uygun olarak daha geç ama aşama aşama ve kendinden emin bir şekilde uyandı.,"El castillo despertó más tarde, cual correspondía a su elevada jerarquía social."
2392,,"All these trivial incidents belonged to the routine of life, and the return of morning.",Tất cả những chuyện lặt vặt ấy đều là thông lệ mỗi sáng.,Bütün bu önemsiz olaylar gündelik hayatın bir parçasıydı ve her sabah yinelenirdi.,"Todos éstos eran incidentes triviales que se repetían diariamente, detalles rutinarios de la vida ordinaria. Pero algo menos trivial, algo que no era rutinario ni corriente ocurría aquella mañana en el castillo."
2393,,"Surely, not so the ringing of the great bell of the chateau, nor the running up and down the stairs; nor the hurried figures on the terrace; nor the booting and tramping here and there and everywhere, nor the quick saddling of horses and riding away?","Tất nhiên, chỉ trừ tiếng chuông lớn rung rền trong lâu đài, chỉ trừ tiếng chân chạy lên xuống cầu thang, chỉ trừ những bóng người gấp gáp trên hàng hiên, chỉ trừ tiếng giày nện bước hỗn độn khắp nơi, chỉ trừ tiếng gắn yên cương hấp tấp và tiếng vó ngựa ào ào phóng đi.","Ama ne şatonun koca çanının çalışı, ne merdivenlerdeki koşuşturma, ne terastaki telaşlı insanlar, ne etraftan yükselen ayak sesleri, ne de atların alelacele eyerlenip sürülmesi her zamanki işlerden sayılırdı elbette.",Repicaba con furia insistente la gran campana; corrían los servidores de una parte a otra; por la terraza cruzaban muchas personas y en las caballerizas ensillaban con azoramiento varios caballos. ¿Por qué?
2395,,"Had the birds, carrying some grains of it to a distance, dropped one over him as they sow chance seeds?","Phải chăng lũ chim đã mang sự cấp bách ấy đi như là tha mấy hạt thóc về nơi xa và đã tình cờ gieo rắc xuống đầu gã phu lục lộ? Dù có hay không, trong buổi sáng oi bức ấy gã ta đã chạy thục mạng xuống đồi, bụi ngập đến đầu gối, và chạy một mạch về tới đài phun nước.",Kuşlar şans tohumlarını ekerlerken bir parçasını da onun üzerine mi düşürmüşlerdi yoksa?,"¿Acaso las aves del campo pretendían llevarse en sus picos el escaso almuerzo que había dejado sobre un montón de piedras? ¿por qué corría con aquella furia, ladera abajo, cual si de la velocidad de su carrera dependiera su vida?"
2396,,"Whether or no, the mender of roads ran, on the sultry morning, as if for his life, down the hill, knee-high in dust, and never stopped till he got to the fountain.","Phải chăng lũ chim đã mang sự cấp bách ấy đi như là tha mấy hạt thóc về nơi xa và đã tình cờ gieo rắc xuống đầu gã phu lục lộ? Dù có hay không, trong buổi sáng oi bức ấy gã ta đã chạy thục mạng xuống đồi, bụi ngập đến đầu gối, và chạy một mạch về tới đài phun nước.","Neden olduğu bilinmez, yol işçisi o bunaltıcı sabahta, sanki hayatı söz konusuymuş gibi, tepeden aşağıya dizine kadar toza toprağa bulanmış bir halde, hiç durmaksızın çeşmeye kadar koştu.","¿Acaso las aves del campo pretendían llevarse en sus picos el escaso almuerzo que había dejado sobre un montón de piedras? ¿por qué corría con aquella furia, ladera abajo, cual si de la velocidad de su carrera dependiera su vida? ¿Por qué hundía sus piernas hasta la rodilla en el polvo, y devoraba distancias sin detenerse a tomar aliento, hasta que llegó a la fuente?"
2397,,"All the people of the village were at the fountain, standing about in their depressed manner, and whispering low, but showing no other emotions than grim curiosity and surprise.","Toàn bộ dân làng đã tụ tập, đứng vòng quanh đài phun nước trong bộ dạng chán chường và hạ giọng xì xào, nhưng không bộc lộ cảm xúc nào khác hơn là vẻ hiếu kỳ ác nghiệt và nỗi ngạc nhiên.","Bütün köy halkı çeşmenin başına toplaşmış, canlan sıkkın bir halde dikilmiş, fısır fısır konuşuyorlardı ama ciddi bir merak ve şaşkınlığın haricinde hiçbir duygu yoktu yüzlerinde.","En derredor de ésta se había congregado toda la población de la aldea, y allí permanecía con la consternación pintada en sus semblantes, hablando con voz muy baja, bien que sin revelar otras emociones que las de curiosidad sombría y profunda sorpresa."
