cont_cnt,latency,longest_suffix,prob,prompt_cnt,suffix_len,token_ids,tokens
14,975.4066467285156,"I can sympathize with everything except suffering,” said Lord Henry, shrugging his shoulders. “I",1.0,14,22,"[1346, 29902, 508, 17520, 675, 411, 4129, 5174, 23164, 3995, 1497, 6171, 6498, 29892, 528, 582, 1505, 292, 670, 26671, 29889, 1346, 29902, 2609]","['▁“', 'I', '▁can', '▁sympath', 'ize', '▁with', '▁everything', '▁except', '▁suffering', ',”', '▁said', '▁Lord', '▁Henry', ',', '▁sh', 'ru', 'gg', 'ing', '▁his', '▁shoulders', '.', '▁“', 'I', '▁cannot']"
52,1027.2455215454102,"sympathize with that. It is too ugly, too horrible, too distressing. There is",1.0,52,21,"[17520, 675, 411, 393, 29889, 739, 338, 2086, 22769, 29892, 2086, 4029, 11710, 29892, 2086, 1320, 1253, 292, 29889, 1670, 338, 1554]","['▁sympath', 'ize', '▁with', '▁that', '.', '▁It', '▁is', '▁too', '▁ugly', ',', '▁too', '▁hor', 'rible', ',', '▁too', '▁dist', 'ress', 'ing', '.', '▁There', '▁is', '▁something']"
45,347.7206230163574,terribly morbid in the modern sympathy with pain. One should sympathize with the colour,1.0,45,19,"[1935, 1091, 368, 3036, 23883, 297, 278, 5400, 29738, 411, 6788, 29889, 3118, 881, 17520, 675, 411, 278, 12384, 29892]","['▁ter', 'rib', 'ly', '▁mor', 'bid', '▁in', '▁the', '▁modern', '▁sympathy', '▁with', '▁pain', '.', '▁One', '▁should', '▁sympath', 'ize', '▁with', '▁the', '▁colour', ',']"
20,1183.5265159606934,"the beauty, the joy of life. The less said about life’s sores, the better",0.9090909090909091,22,20,"[278, 15409, 29892, 278, 15331, 310, 2834, 29889, 450, 3109, 1497, 1048, 2834, 30010, 29879, 269, 2361, 29892, 278, 2253, 3178]","['▁the', '▁beauty', ',', '▁the', '▁joy', '▁of', '▁life', '.', '▁The', '▁less', '▁said', '▁about', '▁life', '’', 's', '▁s', 'ores', ',', '▁the', '▁better', '.”']"
20,378.25989723205566,"Henry laughed. “I don’t desire to change anything in England except the weather,” he answered. “I",1.0,20,23,"[6171, 6498, 19090, 29889, 1346, 29902, 1016, 30010, 29873, 13521, 304, 1735, 3099, 297, 5408, 5174, 278, 14826, 3995, 540, 7699, 29889, 1346, 29902, 626]","['▁Lord', '▁Henry', '▁laughed', '.', '▁“', 'I', '▁don', '’', 't', '▁desire', '▁to', '▁change', '▁anything', '▁in', '▁England', '▁except', '▁the', '▁weather', ',”', '▁he', '▁answered', '.', '▁“', 'I', '▁am']"
53,1348.8688468933105,"quite content with philosophic contemplation. But, as the nineteenth century has gone bankrupt through an over-expenditure of sympathy",1.0,53,30,"[3755, 2793, 411, 11847, 293, 640, 16305, 362, 29889, 1205, 29892, 408, 278, 17081, 2650, 9097, 6462, 756, 7695, 9124, 6685, 1549, 385, 975, 29899, 4548, 355, 17252, 310, 29738, 29892]","['▁quite', '▁content', '▁with', '▁philosoph', 'ic', '▁cont', 'empl', 'ation', '.', '▁But', ',', '▁as', '▁the', '▁nin', 'ete', 'enth', '▁century', '▁has', '▁gone', '▁bank', 'rupt', '▁through', '▁an', '▁over', '-', 'exp', 'end', 'iture', '▁of', '▁sympathy', ',']"
47,890.8782005310059,I would suggest that we should appeal to science to put us straight. The advantage of the emot,1.0,47,19,"[306, 723, 4368, 393, 591, 881, 25530, 304, 10466, 304, 1925, 502, 7812, 29889, 450, 10631, 310, 278, 23023, 1080]","['▁I', '▁would', '▁suggest', '▁that', '▁we', '▁should', '▁appeal', '▁to', '▁science', '▁to', '▁put', '▁us', '▁straight', '.', '▁The', '▁advantage', '▁of', '▁the', '▁emot', 'ions']"
36,944.0221786499023,"is that they lead us astray, and the advantage of science is that it is not emotional",0.36363636363636365,99,20,"[338, 393, 896, 3275, 502, 8717, 764, 29892, 322, 278, 10631, 310, 10466, 338, 393, 372, 338, 451, 23023, 1848, 3178]","['▁is', '▁that', '▁they', '▁lead', '▁us', '▁ast', 'ray', ',', '▁and', '▁the', '▁advantage', '▁of', '▁science', '▁is', '▁that', '▁it', '▁is', '▁not', '▁emot', 'ional', '.”']"
24,865.5259609222412,"I fear you are right,” answered Mr. Erskine. “I myself used to",1.0,24,18,"[1346, 29902, 8866, 366, 526, 1492, 3995, 7699, 3237, 29889, 1425, 808, 457, 29889, 1346, 29902, 6142, 1304, 304, 505]","['▁“', 'I', '▁fear', '▁you', '▁are', '▁right', ',”', '▁answered', '▁Mr', '.', '▁Er', 'sk', 'ine', '.', '▁“', 'I', '▁myself', '▁used', '▁to', '▁have']"
56,737.5941276550293,"literary ambitions, but I gave them up long ago. And now, my",1.0,56,16,"[22937, 3181, 2187, 29892, 541, 306, 4846, 963, 701, 1472, 8020, 29889, 1126, 1286, 29892, 590, 9425]","['▁literary', '▁amb', 'itions', ',', '▁but', '▁I', '▁gave', '▁them', '▁up', '▁long', '▁ago', '.', '▁And', '▁now', ',', '▁my', '▁dear']"
56,954.322099685669,"young friend, if you will allow me to call you so, may",1.0,56,14,"[4123, 5121, 29892, 565, 366, 674, 2758, 592, 304, 1246, 366, 577, 29892, 1122, 306]","['▁young', '▁friend', ',', '▁if', '▁you', '▁will', '▁allow', '▁me', '▁to', '▁call', '▁you', '▁so', ',', '▁may', '▁I']"
24,873.0485439300537,ask if you really meant all that you said to us at lunch,0.4444444444444444,54,14,"[2244, 565, 366, 2289, 6839, 599, 393, 366, 1497, 304, 502, 472, 301, 3322, 6677]","['▁ask', '▁if', '▁you', '▁really', '▁meant', '▁all', '▁that', '▁you', '▁said', '▁to', '▁us', '▁at', '▁l', 'unch', '?”']"
20,414.1530990600586,"I dare say, my dear,” said Lord Henry, shutting the door behind her as",1.0,20,18,"[1346, 29902, 23222, 1827, 29892, 590, 9425, 3995, 1497, 6171, 6498, 29892, 12522, 1259, 278, 3050, 5742, 902, 408, 29892]","['▁“', 'I', '▁dare', '▁say', ',', '▁my', '▁dear', ',”', '▁said', '▁Lord', '▁Henry', ',', '▁shut', 'ting', '▁the', '▁door', '▁behind', '▁her', '▁as', ',']"
53,1149.4247913360596,looking like a bird of paradise that had been out all night,1.0,53,13,"[3063, 763, 263, 11199, 310, 26811, 895, 393, 750, 1063, 714, 599, 4646, 297]","['▁looking', '▁like', '▁a', '▁bird', '▁of', '▁parad', 'ise', '▁that', '▁had', '▁been', '▁out', '▁all', '▁night', '▁in']"
53,218.41049194335938,"the rain, she flitted out of the room, leaving a faint odour",1.0,53,16,"[278, 17251, 29892, 1183, 1652, 4430, 714, 310, 278, 5716, 29892, 10124, 263, 24732, 2413, 473, 310]","['▁the', '▁rain', ',', '▁she', '▁fl', 'itted', '▁out', '▁of', '▁the', '▁room', ',', '▁leaving', '▁a', '▁faint', '▁od', 'our', '▁of']"
43,1248.1155395507812,frangipanni. Then he lit a cigarette and flung himself down on the sofa,1.0,43,21,"[1424, 574, 666, 9889, 29889, 1987, 540, 11872, 263, 29507, 10474, 371, 322, 1652, 686, 3654, 1623, 373, 278, 577, 5444, 29889]","['▁fr', 'ang', 'ip', 'anni', '.', '▁Then', '▁he', '▁lit', '▁a', '▁cig', 'aret', 'te', '▁and', '▁fl', 'ung', '▁himself', '▁down', '▁on', '▁the', '▁so', 'fa', '.']"
23,650.0973701477051,"I don’t think I am likely to marry, Harry",1.0,23,12,"[1346, 29902, 1016, 30010, 29873, 1348, 306, 626, 5517, 304, 20479, 29892, 10686, 29889]","['▁“', 'I', '▁don', '’', 't', '▁think', '▁I', '▁am', '▁likely', '▁to', '▁marry', ',', '▁Harry', '.']"
64,160.89916229248047,I am too much in love. That is,1.0,64,9,"[306, 626, 2086, 1568, 297, 5360, 29889, 2193, 338, 697]","['▁I', '▁am', '▁too', '▁much', '▁in', '▁love', '.', '▁That', '▁is', '▁one']"
75,702.5504112243652,of your aphorisms. I am putting it,1.0,75,11,"[310, 596, 263, 561, 272, 12903, 29889, 306, 626, 10594, 372, 964]","['▁of', '▁your', '▁a', 'ph', 'or', 'isms', '.', '▁I', '▁am', '▁putting', '▁it', '▁into']"
26,476.2005805969238,"practice, as I do everything that you say",0.43333333333333335,60,9,"[6944, 29892, 408, 306, 437, 4129, 393, 366, 1827, 3178]","['▁practice', ',', '▁as', '▁I', '▁do', '▁everything', '▁that', '▁you', '▁say', '.”']"
53,866.8925762176514,I want you and Basil to come with me some night and see her act. I have not the slightest fear of the result.,1.0,53,28,"[1346, 29902, 864, 366, 322, 4886, 309, 304, 2041, 411, 592, 777, 4646, 322, 1074, 902, 1044, 29889, 306, 505, 451, 278, 7248, 342, 8866, 310, 278, 1121, 29889, 887]","['▁“', 'I', '▁want', '▁you', '▁and', '▁Bas', 'il', '▁to', '▁come', '▁with', '▁me', '▁some', '▁night', '▁and', '▁see', '▁her', '▁act', '.', '▁I', '▁have', '▁not', '▁the', '▁slight', 'est', '▁fear', '▁of', '▁the', '▁result', '.', '▁You']"
16,902.691125869751,are certain to acknowledge her genius. Then we must get her out of the Jew’s hands. She is bound to him for three years—,1.0,16,30,"[526, 3058, 304, 18145, 5485, 902, 26858, 29889, 1987, 591, 1818, 679, 902, 714, 310, 278, 9576, 30010, 29879, 6567, 29889, 2296, 338, 3216, 304, 1075, 363, 2211, 2440, 30003, 271]","['▁are', '▁certain', '▁to', '▁acknow', 'ledge', '▁her', '▁genius', '.', '▁Then', '▁we', '▁must', '▁get', '▁her', '▁out', '▁of', '▁the', '▁Jew', '’', 's', '▁hands', '.', '▁She', '▁is', '▁bound', '▁to', '▁him', '▁for', '▁three', '▁years', '—', 'at']"
35,1124.786615371704,"least for two years and eight months—from the present time. I shall have to pay him something, of course. When all that is settled",1.0,35,29,"[3203, 363, 1023, 2440, 322, 9475, 7378, 30003, 3166, 278, 2198, 931, 29889, 306, 4091, 505, 304, 5146, 1075, 1554, 29892, 310, 3236, 29889, 1932, 599, 393, 338, 17141, 29892]","['▁least', '▁for', '▁two', '▁years', '▁and', '▁eight', '▁months', '—', 'from', '▁the', '▁present', '▁time', '.', '▁I', '▁shall', '▁have', '▁to', '▁pay', '▁him', '▁something', ',', '▁of', '▁course', '.', '▁When', '▁all', '▁that', '▁is', '▁settled', ',']"
14,415.50755500793457,I shall take a West End theatre and bring her out properly. She will make the world as mad as she has made me,0.35,40,25,"[306, 4091, 2125, 263, 3122, 2796, 24520, 322, 6963, 902, 714, 6284, 29889, 2296, 674, 1207, 278, 3186, 408, 10395, 408, 1183, 756, 1754, 592, 3178]","['▁I', '▁shall', '▁take', '▁a', '▁West', '▁End', '▁theatre', '▁and', '▁bring', '▁her', '▁out', '▁properly', '.', '▁She', '▁will', '▁make', '▁the', '▁world', '▁as', '▁mad', '▁as', '▁she', '▁has', '▁made', '▁me', '.”']"
68,996.8404769897461,Half-past six! What an hour! It will be like,1.0,68,15,"[1346, 29950, 3131, 29899, 29886, 579, 4832, 29991, 1724, 385, 7234, 29991, 739, 674, 367, 763, 2534]","['▁“', 'H', 'alf', '-', 'p', 'ast', '▁six', '!', '▁What', '▁an', '▁hour', '!', '▁It', '▁will', '▁be', '▁like', '▁having']"
49,895.4319953918457,"a meat-tea, or reading an English novel. It must",1.0,49,14,"[263, 27654, 29899, 371, 29874, 29892, 470, 5183, 385, 4223, 9554, 29889, 739, 1818, 367]","['▁a', '▁meat', '-', 'te', 'a', ',', '▁or', '▁reading', '▁an', '▁English', '▁novel', '.', '▁It', '▁must', '▁be']"
51,678.3313751220703,seven. No gentleman dines before seven. Shall you see Bas,1.0,51,14,"[9881, 29889, 1939, 16615, 270, 1475, 1434, 9881, 29889, 1383, 497, 366, 1074, 4886, 309]","['▁seven', '.', '▁No', '▁gentleman', '▁d', 'ines', '▁before', '▁seven', '.', '▁Sh', 'all', '▁you', '▁see', '▁Bas', 'il']"
25,930.0038814544678,between this and then? Or shall I write to him,0.45454545454545453,55,11,"[1546, 445, 322, 769, 29973, 1394, 4091, 306, 2436, 304, 1075, 6677]","['▁between', '▁this', '▁and', '▁then', '?', '▁Or', '▁shall', '▁I', '▁write', '▁to', '▁him', '?”']"
18,1004.9927234649658,Society!” muttered the lad. “I don’t want,1.0,18,15,"[1346, 6295, 455, 3305, 8530, 5478, 25396, 278, 11979, 29889, 1346, 29902, 1016, 30010, 29873, 864, 304]","['▁“', 'So', 'ci', 'ety', '!”', '▁mut', 'tered', '▁the', '▁lad', '.', '▁“', 'I', '▁don', '’', 't', '▁want', '▁to']"
52,13.680219650268555,know anything about that. I should like,1.0,52,8,"[1073, 3099, 1048, 393, 29889, 306, 881, 763, 304]","['▁know', '▁anything', '▁about', '▁that', '.', '▁I', '▁should', '▁like', '▁to']"
54,507.3528289794922,make some money to take you,1.0,54,6,"[1207, 777, 6909, 304, 2125, 366, 322]","['▁make', '▁some', '▁money', '▁to', '▁take', '▁you', '▁and']"
20,155.23982048034668,Sibyl off the stage. I hate it,0.38461538461538464,52,9,"[26872, 2904, 1283, 278, 7408, 29889, 306, 26277, 372, 3178]","['▁Sib', 'yl', '▁off', '▁the', '▁stage', '.', '▁I', '▁hate', '▁it', '.”']"
52,989.4673824310303,"My son, you distress me very much. Sibyl is always under my special care. Of course, if this gentleman",1.0,52,25,"[1346, 3421, 1487, 29892, 366, 1320, 1253, 592, 1407, 1568, 29889, 26872, 2904, 338, 2337, 1090, 590, 4266, 2562, 29889, 4587, 3236, 29892, 565, 445, 16615, 338]","['▁“', 'My', '▁son', ',', '▁you', '▁dist', 'ress', '▁me', '▁very', '▁much', '.', '▁Sib', 'yl', '▁is', '▁always', '▁under', '▁my', '▁special', '▁care', '.', '▁Of', '▁course', ',', '▁if', '▁this', '▁gentleman', '▁is']"
56,298.2783317565918,"wealthy, there is no reason why she should not contract an alliance with him. I trust he is",1.0,56,22,"[17173, 29891, 29892, 727, 338, 694, 2769, 2020, 1183, 881, 451, 8078, 385, 394, 13036, 411, 1075, 29889, 306, 9311, 540, 338, 697]","['▁wealth', 'y', ',', '▁there', '▁is', '▁no', '▁reason', '▁why', '▁she', '▁should', '▁not', '▁contract', '▁an', '▁al', 'liance', '▁with', '▁him', '.', '▁I', '▁trust', '▁he', '▁is', '▁one']"
58,1113.0542755126953,"of the aristocracy. He has all the appearance of it, I must say. It might be a most",1.0,58,22,"[310, 278, 28672, 25804, 29889, 940, 756, 599, 278, 10097, 310, 372, 29892, 306, 1818, 1827, 29889, 739, 1795, 367, 263, 1556, 27592]","['▁of', '▁the', '▁arist', 'ocracy', '.', '▁He', '▁has', '▁all', '▁the', '▁appearance', '▁of', '▁it', ',', '▁I', '▁must', '▁say', '.', '▁It', '▁might', '▁be', '▁a', '▁most', '▁brilliant']"
22,797.3968982696533,marriage for Sibyl. They would make a charming couple. His good looks are really quite remarkable; everybody notices them,0.3793103448275862,58,25,"[13718, 363, 26872, 2904, 29889, 2688, 723, 1207, 263, 1373, 4056, 7303, 29889, 3600, 1781, 3430, 526, 2289, 3755, 22567, 29936, 26077, 451, 1575, 963, 3178]","['▁marriage', '▁for', '▁Sib', 'yl', '.', '▁They', '▁would', '▁make', '▁a', '▁char', 'ming', '▁couple', '.', '▁His', '▁good', '▁looks', '▁are', '▁really', '▁quite', '▁remarkable', ';', '▁everybody', '▁not', 'ices', '▁them', '.”']"
16,1084.1012001037598,"Except in America,” rejoined Lord Henry languidly. “But I didn’t say he was married",1.0,16,24,"[1346, 1252, 1547, 297, 6813, 3995, 19136, 1312, 6171, 6498, 301, 2375, 333, 368, 29889, 1346, 6246, 306, 3282, 30010, 29873, 1827, 540, 471, 8300, 29889]","['▁“', 'Ex', 'cept', '▁in', '▁America', ',”', '▁rejo', 'ined', '▁Lord', '▁Henry', '▁l', 'angu', 'id', 'ly', '.', '▁“', 'But', '▁I', '▁didn', '’', 't', '▁say', '▁he', '▁was', '▁married', '.']"
47,441.1578178405762,I said he was engaged to be married. There is a great difference.,1.0,47,15,"[306, 1497, 540, 471, 17785, 304, 367, 8300, 29889, 1670, 338, 263, 2107, 4328, 29889, 306]","['▁I', '▁said', '▁he', '▁was', '▁engaged', '▁to', '▁be', '▁married', '.', '▁There', '▁is', '▁a', '▁great', '▁difference', '.', '▁I']"
47,956.6128253936768,"have a distinct remembrance of being married, but I have no recollection at",1.0,47,17,"[505, 263, 8359, 1083, 1590, 11115, 310, 1641, 8300, 29892, 541, 306, 505, 694, 337, 10855, 472, 599]","['▁have', '▁a', '▁distinct', '▁rem', 'emb', 'rance', '▁of', '▁being', '▁married', ',', '▁but', '▁I', '▁have', '▁no', '▁re', 'collection', '▁at', '▁all']"
19,776.7634391784668,of being engaged. I am inclined to think that I never was engaged,0.40425531914893614,47,15,"[310, 1641, 17785, 29889, 306, 626, 1343, 1312, 304, 1348, 393, 306, 2360, 471, 17785, 3178]","['▁of', '▁being', '▁engaged', '.', '▁I', '▁am', '▁incl', 'ined', '▁to', '▁think', '▁that', '▁I', '▁never', '▁was', '▁engaged', '.”']"
17,84.06734466552734,"And I don’t forgive you for being late for dinner,” broke in",1.0,17,16,"[1346, 2855, 306, 1016, 30010, 29873, 18879, 573, 366, 363, 1641, 5683, 363, 17803, 3995, 14455, 297, 6171]","['▁“', 'And', '▁I', '▁don', '’', 't', '▁forg', 'ive', '▁you', '▁for', '▁being', '▁late', '▁for', '▁dinner', ',”', '▁broke', '▁in', '▁Lord']"
16,670.8803176879883,"Henry, putting his hand on the lad’s shoulder and smiling as he spoke",1.0,16,17,"[6498, 29892, 10594, 670, 1361, 373, 278, 11979, 30010, 29879, 23468, 322, 1560, 6504, 408, 540, 12707, 29889]","['▁Henry', ',', '▁putting', '▁his', '▁hand', '▁on', '▁the', '▁lad', '’', 's', '▁shoulder', '▁and', '▁sm', 'iling', '▁as', '▁he', '▁spoke', '.']"
19,495.38516998291016,"“Come, let us sit down and try what the new chef here",1.0,19,14,"[1346, 27796, 29892, 1235, 502, 7845, 1623, 322, 1018, 825, 278, 716, 14547, 1244, 338]","['▁“', 'Come', ',', '▁let', '▁us', '▁sit', '▁down', '▁and', '▁try', '▁what', '▁the', '▁new', '▁chef', '▁here', '▁is']"
21,689.0735626220703,"like, and then you will tell us how it all came about",0.44680851063829785,47,13,"[763, 29892, 322, 769, 366, 674, 2649, 502, 920, 372, 599, 2996, 1048, 3178]","['▁like', ',', '▁and', '▁then', '▁you', '▁will', '▁tell', '▁us', '▁how', '▁it', '▁all', '▁came', '▁about', '.”']"
40,533.5900783538818,"winced and, taking up from the table an oval",1.0,40,12,"[940, 5401, 1133, 322, 29892, 5622, 701, 515, 278, 1591, 385, 288, 791, 12917]","['▁He', '▁win', 'ced', '▁and', ',', '▁taking', '▁up', '▁from', '▁the', '▁table', '▁an', '▁o', 'val', '▁glass']"
18,814.0218257904053,"framed in ivory Cupids, one of Lord Henry’s many",1.0,18,15,"[1424, 2795, 297, 20444, 706, 6536, 4841, 29892, 697, 310, 6171, 6498, 30010, 29879, 1784, 22981]","['▁fr', 'amed', '▁in', '▁iv', 'ory', '▁Cup', 'ids', ',', '▁one', '▁of', '▁Lord', '▁Henry', '’', 's', '▁many', '▁presents']"
45,718.6057567596436,"to him, glanced hurriedly into its polished depths. No",1.0,45,15,"[304, 1075, 29892, 3144, 8362, 29117, 368, 964, 967, 1248, 3276, 10809, 29879, 29889, 1939, 1196]","['▁to', '▁him', ',', '▁gl', 'anced', '▁hurried', 'ly', '▁into', '▁its', '▁pol', 'ished', '▁depth', 's', '.', '▁No', '▁line']"
49,706.0234546661377,like that warped his red lips. What did it mean,1.0,49,12,"[763, 393, 1370, 9795, 670, 2654, 17186, 29889, 1724, 1258, 372, 2099, 29973]","['▁like', '▁that', '▁war', 'ped', '▁his', '▁red', '▁lips', '.', '▁What', '▁did', '▁it', '▁mean', '?']"
18,895.7784175872803,"Yes, of course,” answered Lord Henry, sinking into a chair and",1.0,18,15,"[1346, 8241, 29892, 310, 3236, 3995, 7699, 6171, 6498, 29892, 269, 18159, 964, 263, 11774, 322, 14205]","['▁“', 'Yes', ',', '▁of', '▁course', ',”', '▁answered', '▁Lord', '▁Henry', ',', '▁s', 'inking', '▁into', '▁a', '▁chair', '▁and', '▁slowly']"
24,328.3960819244385,"pulling off his yellow gloves. “It is dreadful, from one",1.0,24,15,"[28420, 1283, 670, 13328, 15482, 1960, 29889, 1346, 3112, 338, 21005, 1319, 29892, 515, 697, 1298]","['▁pulling', '▁off', '▁his', '▁yellow', '▁glo', 'ves', '.', '▁“', 'It', '▁is', '▁dread', 'ful', ',', '▁from', '▁one', '▁point']"
61,913.0563735961914,"of view, but it was not your fault. Tell me,",1.0,61,13,"[310, 1776, 29892, 541, 372, 471, 451, 596, 12570, 29889, 24948, 592, 29892, 1258]","['▁of', '▁view', ',', '▁but', '▁it', '▁was', '▁not', '▁your', '▁fault', '.', '▁Tell', '▁me', ',', '▁did']"
20,836.6222381591797,"you go behind and see her, after the play was over",0.36363636363636365,55,12,"[366, 748, 5742, 322, 1074, 902, 29892, 1156, 278, 1708, 471, 975, 6677]","['▁you', '▁go', '▁behind', '▁and', '▁see', '▁her', ',', '▁after', '▁the', '▁play', '▁was', '▁over', '?”']"
65,455.02281188964844,"Your letter? Oh, yes, I remember. I have",1.0,65,12,"[1346, 10858, 5497, 29973, 6439, 29892, 4874, 29892, 306, 6456, 29889, 306, 505, 451]","['▁“', 'Your', '▁letter', '?', '▁Oh', ',', '▁yes', ',', '▁I', '▁remember', '.', '▁I', '▁have', '▁not']"
58,669.2485809326172,"read it yet, Harry. I was afraid there",1.0,58,10,"[1303, 372, 3447, 29892, 10686, 29889, 306, 471, 13421, 727, 1795]","['▁read', '▁it', '▁yet', ',', '▁Harry', '.', '▁I', '▁was', '▁afraid', '▁there', '▁might']"
18,500.0288486480713,be something in it that I wouldn’t like,0.9473684210526315,19,10,"[367, 1554, 297, 372, 393, 306, 7656, 30010, 29873, 763, 29889]","['▁be', '▁something', '▁in', '▁it', '▁that', '▁I', '▁wouldn', '’', 't', '▁like', '.']"
24,680.741548538208,You cut life to pieces with your epigrams,0.4067796610169492,59,10,"[887, 5700, 2834, 304, 12785, 411, 596, 9358, 4481, 2232, 3178]","['▁You', '▁cut', '▁life', '▁to', '▁pieces', '▁with', '▁your', '▁ep', 'igr', 'ams', '.”']"
18,1521.195888519287,"It is an interesting question,” said Lord Henry, who found an exquisite pleasure in playing on the lad’s unconscious egotism, “an extremely interesting question. I fancy that the true explanation is this: It often happens that the real tragedies of life occur in such an inartistic manner that they hurt us by their crude violence, their absolute incoherence, their absurd want of meaning, their entire lack of style. They affect us just",1.0,18,99,"[1346, 3112, 338, 385, 8031, 1139, 3995, 1497, 6171, 6498, 29892, 1058, 1476, 385, 429, 7680, 568, 15377, 297, 8743, 373, 278, 11979, 30010, 29879, 443, 3200, 8802, 321, 7085, 1608, 29892, 1346, 273, 14154, 8031, 1139, 29889, 306, 19231, 393, 278, 1565, 8252, 338, 445, 29901, 739, 4049, 5930, 393, 278, 1855, 1020, 3192, 583, 310, 2834, 6403, 297, 1316, 385, 297, 442, 4695, 8214, 393, 896, 21682, 502, 491, 1009, 7618, 311, 21448, 29892, 1009, 8380, 297, 1111, 2276, 663, 29892, 1009, 6425, 18245, 864, 310, 6593, 29892, 1009, 4152, 10225, 310, 3114, 29889, 2688, 6602, 502, 925, 408]","['▁“', 'It', '▁is', '▁an', '▁interesting', '▁question', ',”', '▁said', '▁Lord', '▁Henry', ',', '▁who', '▁found', '▁an', '▁ex', 'quis', 'ite', '▁pleasure', '▁in', '▁playing', '▁on', '▁the', '▁lad', '’', 's', '▁un', 'cons', 'cious', '▁e', 'got', 'ism', ',', '▁“', 'an', '▁extremely', '▁interesting', '▁question', '.', '▁I', '▁fancy', '▁that', '▁the', '▁true', '▁explanation', '▁is', '▁this', ':', '▁It', '▁often', '▁happens', '▁that', '▁the', '▁real', '▁tra', 'ged', 'ies', '▁of', '▁life', '▁occur', '▁in', '▁such', '▁an', '▁in', 'art', 'istic', '▁manner', '▁that', '▁they', '▁hurt', '▁us', '▁by', '▁their', '▁cru', 'de', '▁violence', ',', '▁their', '▁absolute', '▁in', 'co', 'her', 'ence', ',', '▁their', '▁abs', 'urd', '▁want', '▁of', '▁meaning', ',', '▁their', '▁entire', '▁lack', '▁of', '▁style', '.', '▁They', '▁affect', '▁us', '▁just', '▁as']"
59,1469.8197841644287,"vulgarity affects us. They give us an impression of sheer brute force, and we revolt against that. Sometimes, however, a tragedy that possesses artistic elements of beauty crosses our lives. If these elements of beauty are real, the whole thing simply appeals to our sense of dramatic effect. Suddenly we find that we are no longer the actors, but the spectators of the play. Or rather we are both. We watch ourselves,",1.0,59,100,"[12799, 5397, 537, 6602, 29879, 502, 29889, 2688, 2367, 502, 385, 17188, 310, 1183, 261, 1506, 1082, 4889, 29892, 322, 591, 13819, 29873, 2750, 393, 29889, 18512, 29892, 3138, 29892, 263, 1020, 3192, 29891, 393, 3119, 15322, 1616, 4695, 3161, 310, 15409, 4891, 267, 1749, 12080, 29889, 960, 1438, 3161, 310, 15409, 526, 1855, 29892, 278, 3353, 2655, 3763, 5929, 1338, 304, 1749, 4060, 310, 8541, 2454, 2779, 29889, 8383, 1145, 368, 591, 1284, 393, 591, 526, 694, 5520, 278, 29701, 29892, 541, 278, 6683, 4097, 310, 278, 1708, 29889, 1394, 3265, 591, 526, 1716, 29889, 1334, 6505, 20278, 29892, 322]","['▁vul', 'gar', 'ity', '▁affect', 's', '▁us', '.', '▁They', '▁give', '▁us', '▁an', '▁impression', '▁of', '▁she', 'er', '▁br', 'ute', '▁force', ',', '▁and', '▁we', '▁revol', 't', '▁against', '▁that', '.', '▁Sometimes', ',', '▁however', ',', '▁a', '▁tra', 'ged', 'y', '▁that', '▁poss', 'esses', '▁art', 'istic', '▁elements', '▁of', '▁beauty', '▁cross', 'es', '▁our', '▁lives', '.', '▁If', '▁these', '▁elements', '▁of', '▁beauty', '▁are', '▁real', ',', '▁the', '▁whole', '▁thing', '▁simply', '▁appe', 'als', '▁to', '▁our', '▁sense', '▁of', '▁dram', 'atic', '▁effect', '.', '▁Sud', 'den', 'ly', '▁we', '▁find', '▁that', '▁we', '▁are', '▁no', '▁longer', '▁the', '▁actors', ',', '▁but', '▁the', '▁spect', 'ators', '▁of', '▁the', '▁play', '.', '▁Or', '▁rather', '▁we', '▁are', '▁both', '.', '▁We', '▁watch', '▁ourselves', ',', '▁and']"
