Single_ent,en_masked,es_masked,tr_masked,vi_masked,en_masked_shuffled,es_masked_shuffled,tr_masked_shuffled,vi_masked_shuffled
['muriel'],“- to permit her to leave the house?” cackled [MASK]. “And yet she was never taken to St. Mungo’s and no Healer was ever summoned to see her!”,"—¿Nunca le permitió salir de casa? —soltó [MASK] con sorna—. Sin embargo, nunca la llevaron a San Mungo, ni le pidieron a ningún sanador que la visitara.","""- kızının evini terk etmesine izin vermek için mi?"" diye kıkırdadı [MASK]. ""Ve hiç St. Mungos'a götürülmedi ve onunla ilgilenmesi için hiç şifacı çağrılmadı!",“… để cho cô ta ra khỏi nhà à?” Bà dì [MASK] lại cười khành khạch. “Vậy mà cô ta chưa hề được đưa tới viện Thánh Mungo và cũng không có lương y nào được mời đến khám chữa cho cô ta c ả!”,Mungo’s “And and her!” to was [MASK]. she cackled St. no ever to her yet to leave see permit never Healer house?” the “- taken summoned was to,"a permitió salir Mungo, de la la pidieron —soltó embargo, sorna—. a ni casa? llevaron ningún San Sin le que le —¿Nunca [MASK] con sanador nunca visitara.","için için şifacı [MASK]. hiç ""Ve götürülmedi ""- hiç izin onunla çağrılmadı! ve St. evini kıkırdadı ilgilenmesi vermek diye etmesine terk Mungos'a kızının mi?""",mời ta khỏi cô c “Vậy để Mungo à?” chưa ta Thánh ra chữa mà dì đến lương cô nhà không cho y ta khành nào “… Bà được cũng cô được khám cho viện ả!” có [MASK] khạch. lại tới đưa cười hề và
"['harry', 'harry—']","“Why didn’t I make sure I had the Invisibility Cloak with me?” said [MASK], inwardly cursing his own stupidity. “All last year I kept it on me and –“","—¡Qué descuido no haber traído la capa invisible! —se lamentó [MASK]. El año pasado la llevaba siempre conmigo, y...","""Niye görünmezlik pelerinimi yanıma alıp almadığımı kontrol etmedim ki?"" dedi [MASK], kendi aptallığına içinden lanetler yağdırıyordu. ""Tüm yıl boyunca yanımda taşıdım ve -""","“Tại sao mình không nhớ mà đem theo tấm Áo khoác Tàng hình chứ?” [MASK] nói, trong lòng thầm nguyền rủa sự ngu ngốc của chính mình. “Suốt năm ngoái mình luôn mang theo nó bên mình, vậy mà…”","his Invisibility with the had stupidity. sure on make it I –“ me I and own inwardly “All year [MASK], Cloak “Why last I kept cursing didn’t said me?”","—¡Qué la la lamentó año llevaba no —se [MASK]. siempre capa pasado invisible! y... El traído descuido haber conmigo,","lanetler -"" etmedim kendi dedi ""Niye görünmezlik ki?"" [MASK], pelerinimi taşıdım boyunca aptallığına yağdırıyordu. yanıma içinden ""Tüm alıp kontrol yanımda yıl ve almadığımı","lòng chính không sao hình [MASK] ngốc mình rủa theo Tàng nó luôn nói, “Suốt mà…” chứ?” nhớ theo sự vậy mình, năm nguyền mình. trong bên ngu Áo thầm khoác mang ngoái “Tại tấm mình đem của mà"
"['ron—', 'ron']","“He can’t have,” said [MASK]. “The Trace breaks at seventeen, that’s Wizarding law, you can’t put it on an adult.”","—No, no puede ser —intervino [MASK]. El Detector se desactiva cuando cumples diecisiete años. Lo prescribe la ley mágica: no se lo pueden poner a un adulto.","""Olamaz,"" dedi [MASK]. ""Takipçi on yedi yaşında kırılır, bu Büyücülük kuralıdır, bu büyüyü bir yetişkine koyamazsın.","“Nó không còn đâu,” [MASK] nói. “Dấu Hiện hết linh khi đúng mười bảy tuổi, đó là luật pháp thuật, bùa đó không thể ếm lên người trưởng thành.","put [MASK]. that’s it breaks adult.” seventeen, law, said Wizarding can’t Trace can’t at have,” an on “He you “The","mágica: pueden un se Lo a años. adulto. —intervino —No, cumples prescribe ser se poner la no cuando lo diecisiete ley Detector desactiva puede El [MASK]. no","koyamazsın. kırılır, bir [MASK]. yetişkine bu yedi ""Olamaz,"" bu Büyücülük ""Takipçi kuralıdır, büyüyü on yaşında dedi","đó trưởng không còn luật “Dấu thể mười khi lên Hiện thành. nói. đâu,” là linh thuật, đó [MASK] hết pháp bùa đúng tuổi, “Nó ếm người bảy không"
['harry'],"“No!” [MASK] shouted, and though he had raised his wand no spell occurred to him. “No! It wasn’t us! We didn’t kill you –“","La criatura levantó un consumido brazo y señaló a [MASK]. —-¡No! —gritó el chico pero, aunque levantó la varita, no se le ocurrió ningún hechizo—. ¡No, no! ¡No fuimos nosotros! ¡Nosotros no lo matamos!","""Hayır!"" diye bağırdı [MASK] ve aklına hiçbir büyü gelmemesine rağmen asasını kaldırdı. ""Hayır! Biz değildik! Biz seni öldürmedik-""","“Không!” [MASK] hét, và mặc dù đã giơ cây đũa phép lên nhưng nó chẳng nghĩ ra được câu thần chú nào, “Không! Không phải tụi con! Tụi con không giết thầy…”","–“ him. raised you wasn’t us! kill It and to wand his shouted, “No!” spell though occurred “No! [MASK] he We no didn’t had","no! la [MASK]. ¡No, La brazo le varita, —-¡No! ningún —gritó un chico consumido ¡No señaló ocurrió nosotros! pero, el no y a matamos! se fuimos hechizo—. levantó levantó no criatura ¡Nosotros aunque lo","Biz kaldırdı. ""Hayır! rağmen öldürmedik-"" büyü diye bağırdı değildik! ve Biz [MASK] seni gelmemesine aklına asasını ""Hayır!"" hiçbir","nghĩ giơ Không “Không! và chẳng đã cây nào, con thần chú hét, nó phải mặc nhưng thầy…” lên đũa phép “Không!” con! được không Tụi câu ra giết [MASK] dù tụi"
['hermione'],"“Before we go any farther, I think we’d better check,” whispered [MASK], and she raised her wand and said, “Homenum revelio.”","—Antes de continuar, creo que tendríamos que asegurarnos —susurró [MASK], de modo que levantó su varita y dijo—: ¡Homenum revelio!","""Daha fazla ileri gitmeden önce, sanırım bir kontrol etsek iyi olur,"" diye fısıldadı [MASK] ve asasını kaldırıp ""Homenum Revelio."" dedi","“Trước khi đi xa hơn, mình nghĩ tụi mình nên kiểm tra,” [MASK] thì thào, và cô bé giơ đũa phép lên nói, “Lộ người.","we her check,” whispered and said, “Before we’d “Homenum I think [MASK], and revelio.” any farther, raised better go wand she","revelio! que que creo continuar, que levantó modo —susurró asegurarnos dijo—: su de [MASK], y —Antes varita tendríamos de ¡Homenum","fısıldadı kontrol ""Daha ileri kaldırıp etsek gitmeden diye bir ""Homenum iyi asasını Revelio."" önce, ve [MASK] sanırım fazla dedi olur,""","[MASK] tra,” xa kiểm người. “Lộ đi nên phép và “Trước mình đũa khi lên tụi cô giơ nghĩ bé thì hơn, thào, mình nói,"
['hermione'],"“Let’s go up,” said [MASK] with a frightened look at the same spot, and she led the way up the creaking stairs to the drawing room on the first floor.","—Subamos —sugirió [MASK] mirando con aprensión la alfombra, y empezó a subir la rechinante escalera que llevaba al salón del primer piso.","""Haydi, yukarı çıkalım,"" dedi [MASK], aynı noktaya korkmuş bir şekilde bakıyordu. Önden gidip, diğerlerine öncülük edip, gıcırdayan merdivenleri çıkarak birinci kattaki misafir odasına gitti.","“Tụi mình lên lầu đi,” [MASK] nói, ánh mắt kinh sợ vẫn còn nhìn về chỗ đó, và cô bé dẫn đầu đi lên cái cầu thang cọt kẹt để tới phòng khách trên lầu một.","up first the way look up,” led spot, same floor. the “Let’s at the creaking with and a the [MASK] on stairs said she drawing frightened go room to the","alfombra, mirando del llevaba y aprensión piso. —sugirió subir al que escalera empezó la primer rechinante la salón —Subamos con [MASK] a","odasına misafir merdivenleri öncülük korkmuş yukarı kattaki şekilde aynı bir gıcırdayan çıkalım,"" çıkarak [MASK], Önden gidip, edip, birinci ""Haydi, gitti. bakıyordu. dedi noktaya diğerlerine","bé kinh còn lầu lên cái “Tụi dẫn ánh đi,” cọt tới khách để phòng cô thang cầu trên kẹt sợ đầu vẫn nói, mắt [MASK] đi một. mình về lầu đó, chỗ lên và nhìn"
['harry'],"[MASK] had given a cry of pain: His scar had burned against as something flashed across his mind like a bright light on water. He saw a large shadow and felt a fury that was not his own pound through his body, violent and brief as an electric shock.","¿Qué sucede, [MASK]? Éste acababa de proferir un grito de dolor al sentir una nueva punzada en la cicatriz, así como un fugaz destello que le cruzó la cabeza, semejante a la brillante luz de un faro iluminando el agua. Percibió una gran sombra y notó que una ira ajena palpitaba en su interior, violenta y breve como una descarga eléctrica.","Biliyorum evin içine giremezlerdi, fakat- Ne oluyor, [MASK]?"" [MASK] bir acı çığlığı koyuverdi: Yara izi, kafasının içinde, sanki suyun üstünde parlak bir ışık çakmış gibi bir şeyler görürken, yanmaya başladı. Büyük bir gölge gördü, kendi vücuduna ait olmayan sert ve elektrik şoku gibi kısa bir öfke hissetti.","Mình biết là chúng không thể vô được trong nhà, nhưng… Có chuyện gì vậy, [MASK]?” [MASK] thốt ra một tiếng kêu đau đớn: cái thẹo của nó lại thiêu đốt khi điều gì đó nhá xuyên qua óc nó như một tia sáng rực trên mặt nước. Nó thấy một cái bóng khổng lồ và cảm thấy một cơn cuồng nộ vốn không phải của nó lại đang nện khắp thân thể nó, dữ dội và nhanh như một cơn điện giật.","his pain: had of and an and on He something a not own His as through his against shadow mind brief violent fury burned [MASK] like saw as bright given water. his a shock. large pound flashed a body, scar across light electric a was that felt cry had","palpitaba la semejante y una violenta brillante cicatriz, y luz sentir grito la sombra Percibió una eléctrica. [MASK]? interior, que Éste fugaz un notó una su punzada descarga agua. faro proferir ¿Qué una como a cabeza, acababa de de el iluminando en en dolor le al gran como que breve cruzó así ira sucede, de destello ajena la un un nueva","şoku bir [MASK] bir kendi ve oluyor, ışık üstünde kafasının ait olmayan hissetti. Ne Büyük giremezlerdi, bir sanki [MASK]?"" izi, Yara sert gördü, içine acı şeyler gibi çakmış başladı. görürken, fakat- gibi suyun öfke çığlığı kısa bir evin bir vücuduna gölge parlak koyuverdi: yanmaya Biliyorum içinde, elektrik","nước. của ra đau khi một dội một nó điện Có chúng qua đớn: đốt khổng nhà, thốt và rực nhá một kêu cái một tiếng tia nhanh nộ biết thẹo thấy giật. trên xuyên cảm thân như gì cơn nó nó thể được đó lại và gì một chuyện [MASK] thể [MASK]?” thấy sáng là không điều lại Mình óc trong bóng nhưng… cái vô vốn nện phải nó, khắp cơn như vậy, dữ cuồng Nó không mặt của thiêu đang lồ"
['harry'],"“It did, for a while,” muttered [MASK]; his scar was still painful, which made it hard to concentrate. “I – I think it’s started opening again whenever he loses control, that’s how it used to –“",—Se cerró algún tiempo —masculló [MASK]; todavía le dolía y eso le impedía concentrarse—. Creo que... que se abre otra vez cuando él pierde el control. Así fue como...,"""Kapanmıştı, bir süreliğine,"" diye mırıldandı [MASK]; yara izi hâlâ dikkatini toplamasına engel olacak şekilde acıyordu. ""S-sanırım, kontrolünü kaybettiği sırada tekrar açıldı, eskiden böyle oluyordu-""","“Nó đã đóng lại, được một thời gian,” [MASK] lầu bầu; cái thẹo của nó vẫn còn đau thốn, khiến nó khó tập trung. “Mình… Mình nghĩ nó bắt đầu nối lại mỗi khi hắn không tự chủ, đó là kiểu trước đây vẫn thường xảy ra…”","muttered was which that’s to it to concentrate. scar “It made control, he while,” –“ again loses for “I his how it it’s whenever [MASK]; a hard did, still opening I painful, think started – used",le que el todavía Así él Creo y impedía pierde concentrarse—. —masculló cerró fue vez como... algún [MASK]; dolía le abre que... eso otra se tiempo control. cuando —Se,"böyle [MASK]; hâlâ şekilde sırada kaybettiği mırıldandı olacak oluyordu-"" süreliğine,"" tekrar dikkatini açıldı, diye engel izi ""Kapanmıştı, acıyordu. eskiden kontrolünü toplamasına yara bir ""S-sanırım,","tự vẫn một được lại đây lại, nghĩ [MASK] gian,” bắt không “Nó đau mỗi xảy khi nó trung. vẫn ra…” cái chủ, bầu; đóng lầu là thốn, khó thẹo “Mình… thường đó trước của tập hắn nó nối thời kiểu khiến đã Mình còn nó đầu"
"['hermione', 'hermione‘nin']","The pain in his scar was reaching a peak, burning as it had back in the garden of the Burrow. Faintly he heard [MASK] say “I don’t want to be on my own. Could we use the sleeping bags I’ve brought and camp in here tonight?”",El dolor que le producía la cicatriz estaba alcanzando una intensidad insoportable; le ardía la frente como le ha-bía ocurrido en el jardín de La Madriguera. Oyó débilmente que [MASK] decía: —No quiero estar sola. ¿Podemos coger los sacos de dormir que he traído y pasar la noche aquí?,"Yara izindeki acı, aynı Kovuk‘un bahçesinde yanma hissi verdiği gibi doruk noktasına ulaşıyordu. Zar zor [MASK] ""Yalnız başıma uyumak istemiyorum. Getirdiğim uyku tulumlarını kullanıp burada kamp kurabilir miyiz?"" dediğini duydu.","Cơn đau trong cái thẹo của nó lên tới đỉnh, thiêu đốt như lúc phát ra ở trong vườn của Hang Sóc. Nó mơ hồ nghe [MASK] nói, “Mình không muốn ngủ một mình. Hay là tụi mình dùng mấy cái túi ngủ mình đem theo để ngủ tạm ở đây đêm nay nghe?”","I’ve the sleeping and on it be bags tonight?” my peak, in the don’t own. to The say back heard garden [MASK] camp Burrow. Faintly had we burning use reaching a his want the Could as scar he in brought was “I pain in here of",de decía: ardía le que coger traído la intensidad el frente estaba El estar le —No una ocurrido insoportable; ha-bía le los de sacos alcanzando y como dormir pasar Madriguera. que he la débilmente dolor la ¿Podemos quiero producía sola. cicatriz aquí? en [MASK] Oyó que La jardín noche,"gibi yanma duydu. uyumak bahçesinde istemiyorum. hissi uyku miyiz?"" doruk Kovuk‘un Getirdiğim burada verdiği dediğini kullanıp [MASK] tulumlarını aynı ulaşıyordu. izindeki kamp Zar Yara acı, kurabilir başıma ""Yalnız zor noktasına","đêm ra Sóc. nghe?” muốn của tạm trong như không ngủ túi thiêu đem “Mình nó để là của đây vườn mấy dùng tụi lên [MASK] thẹo đỉnh, theo nghe cái mơ Hang tới ngủ trong ở phát hồ Nó đốt ngủ Hay nói, mình ở đau một lúc cái nay mình mình. Cơn"
['harry'],"A log fell in the fire: Flames reared, their light darting across a terrified, pointed white face – with a sense of emerging from deep water, [MASK] drew heaving breaths and opened his eyes.","Un tronco rodó en la chimenea; las llamas se reaviva-ron y su luz iluminó un rostro aterrorizado, pálido y anguloso. [MASK] abrió los ojos y boqueó agitadamente, como si hubiera buceado desde gran profundidad para alcanzar la superficie.","Bir kütük ateşe düştü: Alevler büyüdü, alevlerin ışığı hızla çoğalıp, dehşete düşmüş, sivri, sanki derin suyun altından görünüyormuş hissi veren, solgun yüzlü birini aydınlattı, [MASK] zorlanarak nefes alıp veriyordu ve gözlerini açtı.","Một khúc củi rớt xuống đống lửa: ngọn lửa bùng lên, ánh lửa hắt qua một khuôn mặt nhọn trắng bệch khiếp đảm - với một cảm giác như trồi lên từ dưới đáy nước sâu, [MASK] cố hớp lấy không khí và mở mắt ra.","water, from eyes. fell darting in terrified, pointed deep opened and with white fire: breaths emerging Flames a across of – A his reared, sense drew face [MASK] the log a heaving their light","agitadamente, luz hubiera su y y [MASK] boqueó ojos abrió si reaviva-ron se buceado la alcanzar gran aterrorizado, anguloso. chimenea; rostro pálido superficie. Un profundidad un llamas tronco rodó como la en para y los desde iluminó las","alıp veriyordu birini zorlanarak görünüyormuş ve solgun çoğalıp, dehşete nefes [MASK] sivri, alevlerin aydınlattı, kütük sanki gözlerini açtı. düştü: yüzlü derin hızla ateşe Alevler büyüdü, hissi veren, Bir düşmüş, suyun ışığı altından","với từ nhọn lửa: sâu, cố mặt [MASK] trắng lên hắt nước lên, hớp ánh đáy cảm lấy củi không khúc ra. trồi như một mắt xuống Một và qua bệch bùng ngọn mở rớt dưới một khiếp đảm khí - giác lửa khuôn lửa đống"
"['sirius', 'harry']","[MASK] continued up the stairs until he reached the topmost landing where there were only two doors. The one facing him bore a nameplate reading Sirius. [MASK] had never entered his godfather’s bedroom before. He pushed open the door, holding his wand high to cast light as widely as possible. The room was spacious and must once have been handsome. There was a large bed with a carved wooden headboard, a tall window obscured by long velvet curtains and a chandelier thickly coated in dust with candle scrubs still resting in its sockets, solid wax banging in frostlike drips. A fine film of dust covered the pictures on the walls and the bed’s headboard; a spiders web stretched between the chandelier and the top of the large wooden wardrobe, and as [MASK] moved deeper into the room, he head a scurrying of disturbed mice.","Siguió subiendo la escalera hasta el último rellano, donde sólo había dos puertas. En la que tenía delante había una placa que rezaba «[MASK]»; nunca había entrado en el dormitorio de su padrino. Empujó la puerta y mantuvo la varita en alto para que la luz llegara lo más lejos posible. La habitación era amplia, y en otros tiempos debía de haber sido bonita. Había una cama muy ancha con cabecera de madera labrada, una alta ventana tapada con largas cortinas de terciopelo y una araña de luces cubierta de polvo, en cuyos soportes todavía quedaban cabos de vela de los que colgaban gotas de cera reseca. Una fina capa de polvo cubría también los cuadros de las paredes y la cabecera de la cama, y una telaraña se extendía desde la lámpara hasta lo alto del gran armario. Al entrar en la habitación, oyó un correteo de ratones asustados.","[MASK] sadece iki kapı içeren en üst hole ulaşana kadar merdivenleri çıkmaya devam etti. Ona doğru bakan kapı, Sirius yazan bir isim tabakası taşıyordu. [MASK] daha önce vaftiz babasının odasına hiç girmemişti. Mümkün olduğunca geniş bir ışık yaymak için asasını yüksekte tutarak kapıyı iterek açtı. Oda genişti ve bir zamanlar güzel olmalıydı. Kakmalı tahta yatak başı olan geniş bir yatağı, uzun kadife perdelerle örtülmüş yüksek pencereleri ve mumların hala yuvalarında durduğu tozla kaplı bir avizesi vardı. Duvarlardaki ve yatak başındaki resimleri ince bir toz tabakası kaplamıştı; bir örümcek ağı avizeyle geniş ahşap gardırob arasında uzanmıştı ve [MASK], odanın içine doğru ilerlerken rahatsız olmuş farelerin kaçışmasını duydu.","[MASK] tiếp tục đi lên cầu thang cho đến khi lên tới tầng trên cùng, nơi chỉ có hai cánh cửa. Cánh cửa ngay trước mặt nó có gắn một biển tên ghi là Sirius. Trước đây [MASK] chưa bao giờ vào phòng ngủ của người cha đỡ đầu của nó. Nó đẩy cánh cửa ra, giơ cao cây đũa phép để ánh sáng tỏa ra rộng chừng nào tốt chừng nấy. Căn phòng rộng rãi và ắt là đã từng trang nhã. Có một cái giường rộng với đầu giường bằng gỗ chạm khắc, một cửa sổ cao được che bằng những tấm màn dài bằng nhung và một chùm đèn treo được bọc bằng một lớp bụi dày, những mẩu đèn cầy cháy sót vẫn còn trong những lỗ chân đèn, sáp nhễu đông đặc tựa những giọt sương giá. Một lớp bụi mỏng phủ lên những bức tranh trên tường và cái đầu giường; một mạng nhện giăng giữa chùm đèn treo và đầu tủ quần áo bằng gỗ rất to, và khi [MASK] tiến sâu hơn vào trong phòng, nó nghe tiếng tháo chạy nhốn nháo của bầy chuột bị quấy rầy.","sockets, and topmost A widely open a banging the chandelier a the into The dust the a fine candle the two wand there room large to were still bed’s pushed the as never the with headboard; [MASK] scurrying dust once before. doors. door, scrubs light and carved facing pictures curtains him He a wooden resting frostlike film spiders bed landing spacious headboard, bore was top reached There chandelier where a [MASK] until cast had bedroom [MASK] his head handsome. must large as possible. a solid in tall Sirius. a as mice. drips. and high walls The web window disturbed the long stairs obscured and his entered by on in the in covered its of moved he with of the one only reading stretched have nameplate up holding wax was godfather’s coated wardrobe, room, and he continued wooden between been deeper the velvet thickly of","haber dos los telaraña capa soportes y tiempos la extendía y la tapada y dormitorio una de de alto puertas. madera ratones bonita. en la desde en lámpara lo En padrino. gotas que quedaban habitación con había labrada, otros llegara las luces correteo subiendo rellano, la ancha oyó cama, cubría del cabos la para más largas en mantuvo la una ventana «[MASK]»; polvo, con y lo fina reseca. sido último que delante de araña y su donde de asustados. de había habitación, armario. alto el de había nunca tenía cabecera amplia, cortinas Empujó todavía sólo hasta en paredes la de que lejos muy la cuadros placa era de Una un gran Siguió luz una de de de de cubierta de cuyos cama el también cabecera hasta la varita posible. debía Había vela se una cera rezaba La puerta entrar en polvo escalera entrado colgaban terciopelo que Al los una alta","olduğunca bir örümcek etti. devam bir en olmalıydı. önce isim asasını babasının tozla yatak pencereleri örtülmüş bir arasında için Kakmalı yatağı, ve ulaşana kadar başı tahta yaymak doğru girmemişti. zamanlar ışık Ona yüksek genişti kapıyı resimleri yazan duydu. bakan olan avizesi kapı, başındaki çıkmaya ahşap Duvarlardaki kadife iterek [MASK] daha farelerin yuvalarında kaplamıştı; vaftiz iki [MASK] Mümkün vardı. Oda geniş odasına ve mumların gardırob kaplı bir toz hiç hole güzel odanın olmuş perdelerle rahatsız tabakası doğru yatak avizeyle bir geniş kapı ve ağı kaçışmasını merdivenleri üst içeren uzun tabakası geniş açtı. hala ilerlerken tutarak sadece uzanmıştı [MASK], yüksekte durduğu ince ve Sirius bir taşıyordu. içine bir","mẩu vào trong cửa rất với sương còn cao là và lỗ tiến ra, một đèn đã đèn, của một nhung Nó tường nhốn đặc giường; treo một đầu chạm đèn giơ giữa đi Có quấy lên bằng cánh tháo đầu đầu trên và là ra những người có tầng bụi [MASK] giường mặt bọc tới từng bằng những chỉ bằng nhã. nó rãi rầy. quần lên và vào gỗ tỏa chùm trang và ngủ tục tên đông cho sót biển giọt được khi đến nó lớp phòng tranh Căn của giờ cái có Một lên nó. tiếp dày, sâu Sirius. cầu cao tốt màn chạy tấm bao bầy đây đỡ cánh thang khắc, ánh ngay sáp bức sổ lớp cháy khi cùng, đèn tựa những nhện to, phòng những cha chuột đũa một hai trên mạng nấy. một Cánh dài treo cửa. nào để giăng bằng áo phép đẩy chưa được ắt rộng cửa rộng đầu nghe sáng tủ cầy cái bụi chừng phủ [MASK] nhễu bị trong tiếng gắn chừng giá. giường trước Trước phòng, nơi ghi gỗ cửa [MASK] hơn của che những bằng một cây mỏng chân rộng và vẫn chùm nháo"
"['harry‘nin', 'harry', 'dumbledore harry']","[MASK]’s extremities seemed to have gone numb. He stood quite still, holding the miraculous paper in his nerveless fingers while inside him a kind of quiet eruptions sent joy and grief thundering its equal measure through his veins. Lurching to the bed, he sat down.","Me cuesta creer todo lo que dice, porque parece increíble que [MASK] notaba las extremidades como entumecidas. Se quedó inmóvil, sujetando el fascinante pergamino con dedos inertes mientras, en su interior, una especie de serena erupción le impulsaba por las venas chorros de felicidad y dolor a partes iguales. Fue dando bandazos hasta la cama y se sentó.",[MASK] aşırılıkları bitmiş gibi görünüyordu. Sinirsiz parmaklarında mucizevî kâğıdı tutarak içinde sessiz patlamalar damarlarına eşit derecede neşe ve keder yollarken neredeyse hareketsiz durdu. Yatağa doğru yalpalayarak üzerine oturdu.,"Tay chân [MASK] dường như đã tê liệt. Nó đứng ngay đơ, cầm tờ giấy mầu nhiệm giữa những ngón tay xuội đi trong khi trong lòng trào dâng lặng lẽ điều gì đó tựa như niềm vui lẫn nỗi buồn, và chúng cùng tuôn chảy cuồn cuộn trong mạch máu với mức độ ngang nhau. Lảo đảo lê đến bên giường, nó ngồi xuống.","have fingers his extremities through sat gone quite miraculous inside joy grief veins. and stood holding still, seemed nerveless to sent to measure while his the of down. equal quiet the he bed, him thundering paper a numb. in its [MASK]’s kind Lurching eruptions He","dando cuesta y especie las lo su hasta creer que y por una partes entumecidas. sujetando le felicidad la dedos Fue quedó Se dice, interior, porque cama como inmóvil, serena el pergamino de erupción Me se con iguales. de mientras, venas parece bandazos dolor chorros a [MASK] sentó. extremidades las impulsaba increíble fascinante que notaba en inertes todo",parmaklarında keder [MASK] hareketsiz patlamalar gibi üzerine aşırılıkları Sinirsiz derecede sessiz tutarak içinde neşe eşit yalpalayarak bitmiş mucizevî kâğıdı görünüyordu. doğru yollarken neredeyse durdu. oturdu. Yatağa damarlarına ve,"trong trào ngồi ngang như nhau. Lảo đảo ngay Tay xuội dường tựa lặng độ ngón lẽ đứng chúng mức như liệt. khi nhiệm cầm gì cuồn lòng Nó xuống. mạch cuộn điều chảy đơ, bên nó trong đó nỗi buồn, [MASK] tay tê giường, tuôn niềm đã mầu giữa lẫn dâng máu những cùng tờ chân đến và trong đi với lê giấy vui"
"['hermione', 'hermione—']","“Oh, it could still be here, but under counter-enchantments,” said [MASK]. “Charms to prevent it from being summoned magically, you know.”","—Podría estar, pero bajo contrasortilegios —repuso [MASK], o sea, encantamientos para impedir que se lo con-voque mediante magia.","""Ah, burada olabilir, ama karşıbüyülerle korunuyor olabilir,"" dedi [MASK]. ""Onu sihirsel olarak çağırmayı engelleyen büyüler, bilirsin.","“À, nó có thể vẫn còn ở đây, nhưng bị ếm phép-phản-bùa.” [MASK] nói. “Bồ biết đó, là mấy phép ngăn không cho nó bị triệu tập bằng pháp thuật ấy mà.”","being it know.” still counter-enchantments,” could from said but under it here, magically, summoned prevent [MASK]. you “Oh, to be “Charms","magia. [MASK], lo para —repuso —Podría se mediante con-voque impedir bajo que estar, sea, pero o contrasortilegios encantamientos","sihirsel ""Onu engelleyen karşıbüyülerle çağırmayı büyüler, ama olarak burada olabilir, bilirsin. ""Ah, korunuyor [MASK]. dedi olabilir,""","là có bằng phép đây, thuật [MASK] nói. ếm bị “Bồ ấy pháp biết nhưng mà.” vẫn ngăn nó tập đó, ở còn mấy bị cho triệu “À, phép-phản-bùa.” thể không nó"
['harry'],"[MASK] felt as though a brick had slid down through his chest into his stomach. He remembered. He had even handled the thing as they passed it around, each trying in turn to pry it open. It had been tossed into a sack of rubbish, along with the snuffbox of Wartcap powder and the music box that had made everyone sleepy …”","[MASK] tuvo la sensación de que un ladrillo le bajaba hasta el estómago. Y entonces se acordó: incluso lo había tenido en las manos cuando se lo pasaban unos a otros y todos intentaban abrirlo. Finalmente lo arrojaron a una bolsa de basura, junto con la caja de rapé de polvos verrugosos y la caja de música que les daba somnolencia...","biz... [MASK] göğsünden karnına bir tuğla kaymış gibi hissetti. Hatırlıyordu. Birbirlerine geçirdikleri sırada o şeyi tutmuştu bile, hepsi onu açmaya çalışırken. Bir çöp torbasına atılmıştı, siğilkabuğu tozu ve herkesin uykusunu getiren müzik kutusuyla beraber.","[MASK] có cảm giác như một cục gạch đã tuột khỏi ngực để rớt vào bao tử nó. Nó nhớ lại. Nó thậm chí đã cầm cả cái vật đó trong tay khi tụi nó chuyền tay nhau, mỗi đứa thay phiên nhau cố cạy cái nắp hộp ra. Cái vật đó đã bị liệng thùng rác, cùng với hộp đựng bột thuốc lá Wartcap và hộp nhạc ru mọi người ngủ gục…","sleepy a even his that of through stomach. made had had sack box rubbish, tossed snuffbox handled to it into brick chest He of it with had the around, [MASK] they Wartcap pry slid He as in thing his the and trying turn a each the passed had remembered. It felt though open. into powder down …” everyone been along music as","le lo sensación con la Y tuvo abrirlo. todos arrojaron otros manos caja que rapé en de y caja música una de [MASK] de de un intentaban de cuando se unos estómago. polvos entonces incluso lo bajaba que daba ladrillo hasta se somnolencia... la y la les había basura, acordó: a bolsa el Finalmente pasaban lo tenido junto verrugosos a las","biz... atılmıştı, açmaya tutmuştu müzik bir şeyi uykusunu [MASK] siğilkabuğu tuğla bile, Hatırlıyordu. ve beraber. herkesin torbasına kutusuyla göğsünden tozu Birbirlerine hissetti. sırada hepsi o çalışırken. geçirdikleri çöp karnına getiren kaymış gibi Bir onu","Nó ru thùng rớt lá một nhớ tử cạy liệng bị có để bao gạch đã nắp đã cái cầm nhạc [MASK] hộp vật gục… nó. mỗi cảm đựng cục lại. Wartcap thuốc giác tay cả cái hộp mọi người chí với cố vật bột hộp cùng thậm ngủ ra. tay tụi rác, phiên Cái khỏi đứa khi Nó nhau đó đã thay như tuột trong ngực chuyền vào đó nó và nhau,"
