line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
640,"Ben came over after dinner and we played Resurrection, pausing every half hour or so to call Radar, who was on a date with Angela. We left him eleven messages, each more annoying and salacious than the last. It was after nine o’clock when the doorbell rang. “Quentin!” my mom shouted. Ben and I figured it was Radar, so we paused the game and walked out into the living room. Chuck Parson and Jason Worthington were standing in my doorway. I walked over to them, and Jason said, “Hey, Quentin,” and I nodded my head. Jason glanced over at Chuck, who looked at me and mumbled, “Sorry, Quentin.”","After dinner, Ben dropped by and we played Resurrection, pausing every half hour to call Radar, who was on a date with Angela. We sent Radar eleven messages, each one more suggestive and provocative than the last. Past nine in the evening, the doorbell rang. “Quentin!” my mom called. Ben and I guessed that Radar had arrived, so we took a break from the game and went to the living room together. Chuck Parson and Jason Worthington were standing at my doorstep. I approached, and Jason said, “Hi, Quentin,” to which I nodded. Jason glanced at Chuck, and he looked at me, mumbling, “Sorry, Quentin.”",46.945,46.51,"After dinner, Ben came over, and we played Resurrection, pausing about every half hour to call Radar, who was out on a date with Angela. We left eleven messages, each more annoying and obscene than the last. When the doorbell rang, it was past nine o'clock. My mom shouted, ""Quentin!"" Thinking it was Radar, we paused the game and went to the living room. Standing at my door were Chuck Parson and Jason Worthington. I approached them, and Jason said, ""Hey, Quentin,"" to which I nodded in greeting. Jason glanced at Chuck, who muttered, ""Sorry, Quentin,"" while looking at me.",41.643,41.122,"Ben stopped by my house after dinner and we were playing Resurrection, pausing roughly every half hour to call Radar, who had gone out with Angela. We left him eleven messages, each one more impertinent and lascivious than the previous. It was past nine when the doorbell rang. —Quentin! —shouted my mother. Ben and I assumed it was Radar, so we paused the game and went out to the dining room. Chuck Parson and Jason Worthington were at the entrance. I approached them. —Hello, Quentin —said Jason. I greeted him with a nod. Jason glanced at Chuck, who looked at me and murmured: —Sorry, Quentin.",39.838,39.362
641,“For what?” I asked.,“For what reason?” I asked.,65.804,59.46,"""Why?"" I asked.",35.746,26.269,—Why? —I asked him.,21.506,9.042
642,"“For telling Jasper to piss-gun those freshmen,” he mumbled. He paused, and then said, “And the bikes.”","“Because I urged Jasper to shoot the water gun at the ninth graders,” he continued to mumble, pausing before finishing, “And because of the bikes.”",17.409,13.516,"“Because I told Jasper to squirt pee at the first graders,” he muttered. He paused and then said, “And also for the bikes.”",32.476,29.443,—For telling Jasper to shoot pee at the first-year kids —he murmured. He paused and continued—: And for the bikes.,17.615,13.735
643,"Ben opened his arms, as if to hug. “C’mere, bro,” he said.","Ben stretched out his arms as if wanting to hug, ""Brother, come here,"" he said.",17.467,12.265,"He opened his arms as if to hug. ""Come here, brother,"" he said.",37.158,32.517,"Ben opened his arms, as if he were going to hug him. —Come here, buddy —he said to him.",34.242,30.989
644,“What?”,"""What?""",31.947,15.974,“What?”,100.0,100.0,—What?,42.888,30.327
645,"“C’mere,” he said again. Chuck stepped forward. “Closer,” Ben said. Chuck was standing fully in the entryway now, maybe a foot from Ben. Out of nowhere, Ben slammed a punch into Chuck’s gut. Chuck barely flinched, but he immediately reared back to clobber Ben. Jase grabbed his arm, though. “Chill, bro,” Jase said. “It’s not like it hurt.” Jase reached out his hand, to shake. “I like your guts, bro,” he said. “I mean, you’re an asshole. But still.” I shook his hand.","“Come here,” it repeated. Chuck stepped forward, “Closer,” Ben said. Chuck was now completely inside my house, about a foot away from Ben. Suddenly, Ben punched Chuck in the stomach. Chuck wasn't hurt at all, but he immediately stepped back to get ready to hit Ben. However, Jase held his hand. “Calm down, man,” Jase said. “Doesn't seem like it hurt.” Jase extended his hand for a shake, “I like your resilience, buddy,” he said. “You're a pain, but I like you.” I shook Jase's hand.",29.602,28.867,"""Come here,"" he said again. Chuck took a step forward. ""Closer,"" said Ben. Chuck was now standing completely in the entrance, about half a meter away from Ben. Suddenly, Ben punched Chuck in the stomach. Chuck didn't even flinch but immediately moved to retaliate against Ben. Luckily, Jase grabbed his arm caught. “Calm down, brother,” he said. “It didn't even hurt.” Jase extended his hand for a handshake. “I like your courage, brother,” he said. “I mean, you're a total ass. But still.” I shook his hand.",30.504,29.837,"—That you come —he repeated to her. Chuck took a step forward. —Closer —said Ben. Chuck advanced to the entrance, a step ahead of Ben. And suddenly, Ben punched him in the stomach. Chuck barely flinched. He took a step back to hit Ben, but Jase grabbed him by the arm. —Calm down, buddy —Jase told him—. It didn't hurt that much either. He extended his hand for me to shake it. —I like that you have guts, mate. Well, you're an asshole. But it doesn't matter. I shook his hand.",13.44,12.247
646,"They left then, getting into Jase’s Lexus and backing down the driveway. As soon as I closed the front door, Ben let out a mighty groan. “Ahhhhhhhggg. Oh, sweet Lord Jesus, my hand.” He attempted to make a fist and winced. “I think Chuck Parson had a textbook strapped to his stomach.”","Then those two guys left in Jase's Lexus, reversing down the road. I had just closed the front door when Ben let out a stream of groans, ""Ahhhhhhhhggg."" ""Oh sweet Lord, my hand."" He tried to clench his hand and his face twisted as if it were torn. ""Chuck Parson must have shielded himself with a thick textbook.""",15.121,13.413,"Then they got into Jase's Lexus and reversed down the driveway. As soon as the front door closed, Ben let out a scream. “Ahhhhhhh. Oh, dear God, my hand.” He tried to clench his fist and winced. “I think Chuck Parson had stuck a textbook to his stomach.”",46.177,45.312,"They got into Jase's Lexus, backed up, and drove away. As soon as I closed the door, Ben let out a loud roar. —Ayyyyyyyyyyyyyyyyyy. Damn, my hand. —Ben tried to close his fist and grimaced in pain—. I think Chuck Parson had put a book in his stomach.",29.105,27.894
647,"“Those are called abs,” I told him.","""That's called abdominal muscles, sir,"" I said.",12.606,4.789,"“They are called karm muscles,” I said.",28.574,20.557,—They are called sit-ups —I explained to him.,20.294,12.067
648,"“Oh, yeah. I’ve heard of those.” I clapped him on the back and we headed back to the bedroom to play Resurrection. We’d just unpaused it when Ben said, “By the way, did you notice that Jase says ‘bro’? I’ve totally brought bro back. Just with the sheer force of my own awesomeness.”","“Oh, right. I've heard about it too.” I patted its back and we both went back to my room to play Resurrection. We had just started playing again when Ben said, “Hey, did you hear Jase say 'comrade'? I decline that comrade title. Only with the impulse from my own magic.”",17.531,15.292,"“Ah, yes. I had heard something about them.” I patted him lightly on the back and we headed back to the bedroom to play Resurrection again. We had just restarted the game when Ben said, “By the way, did you notice that Jase called me ‘brother’? I brought back the word brother. Just by the sheer power of my own magnificence.”",41.84,41.024,"—Yes, of course. I've heard of them. I gave him a pat on the back and we went back to the room to continue playing Resurrection. We had just taken off the pause when Ben said: —By the way, have you noticed that Jase says ""mate""? I've brought it back into fashion. And only with the power of my brilliance.",15.989,13.912
649,"“Yeah, you’re spending Friday night gaming and nursing the hand you broke while trying to sucker punch somebody. No wonder Jase Worthington has chosen to hitch his star to your wagon.”","“Yeah, on Friday night he played video games and bandaged his ruined hand because he foolishly thought he could land a single punch to someone's stomach. No wonder Jase Worthington had to humbly lower himself before him.”",15.795,13.092,"“Yes, you spend your Friday night playing games and rubbing the hand you broke while trying to throw an unexpected punch at someone. No wonder Jason Worthington looks up to you as an example to rise.”",24.165,21.894,"—Yes, you spend Friday night playing and nursing your hand, which you broke trying to punch a guy. No wonder Jase Worthington has decided to cozy up to your tree.",24.084,21.181
650,"“At least I’m good at Resurrection,” he said, whereupon he shot me in the back even though we were playing in team mode.","""When all is said and done, I am a Resurrection superstar,"" Ben said, immediately shooting me in the back even though we were playing in team mode.",41.296,39.665,"“At least I'm good at Resurrection,” he said, and immediately after, despite us being a team, he shot me in the back.",46.142,44.179,"—At least I'm good at Resurrection —he told me. And he shot me in the back, even though we were playing as a team.",39.61,37.03
651,"We played for a while longer, until Ben just curled onto the floor, holding the controller up to his chest, and went to sleep. I was tired, too—it had been a long day. I figured Margo would be back by Monday anyway, but even so, I felt a little pride at having been the person who stemmed the tide of lame.","We played for a while longer, until Ben curled up on the floor, clutching the game controller to his chest, and fell fast asleep. I was tired too—it had been a long day. I was sure Margo would be back by Monday, but even so, I felt a bit proud of being the one to hold back the tide of monotony.",50.32,49.586,"We played for a while longer, until Ben, with the gamepad on his chest, curled up on the floor and fell asleep. I was tired too... it had been a long day. I thought Margo would have returned by Monday anyway, but I still felt a bit proud of being the one who prevented the boredom.",34.395,33.384,"We played a little longer, until Ben curled up on the floor, with the controller pressed to his chest, and fell asleep. I was tired too. It had been a long day. I assumed that Margo would be back on Monday, but even so, I felt a bit proud of having been the person who had stopped the storm.",43.126,42.225
652,12.,3.,70.711,50.0,"I thought Margo would have returned by Monday anyway, but I still felt a bit proud of being the one who prevented the boredom.",3.963,1.445,3,0.0,0.0
653,"Every morning, I now looked up through my bedroom window to check whether there was any sign of life in Margo’s room. She always kept her rattan shades closed, but since she’d left, her mom or somebody had pulled them up, so I could see a little snippet of blue wall and white ceiling. On that Saturday morning, with her only forty-eight hours gone, I figured she wouldn’t be home yet, but even so, I felt a flicker of disappointment when I saw the shade still pulled up.","Now every morning when I wake up, I look out the window of my room to see if there are any signs that someone is in Margo's room. She usually lowers the bamboo blinds, but since Margo hasn't been home, her mother or someone else has pulled the blinds up, so I can see a patch of blue wall and a white ceiling. That Saturday morning, Margo had only been missing for forty-eight hours, so I guessed she probably wouldn't be back right away. Even so, I still felt a bit of disappointment when I saw the neatly rolled-up bamboo blinds.",19.936,18.941,"Now, every morning, I would look out of my window to check if there was any sign of life in Margo's room. She always kept her bamboo blinds closed, but after she left, her mother or someone else had opened them, so I could see a small piece of the blue wall and the white ceiling. That Saturday morning, forty-eight hours after she had left, I had calculated that she had not yet returned home, but still felt a twinge of disappointment when I saw that the blinds were still open.",31.894,31.083,"Every morning I looked out the window of my room to check if there was any sign of life in Margo's room. She always had the wicker blinds down, but since she had left, her mother or someone else in the house had raised them, so I could see a bit of blue wall and white ceiling. That Saturday morning, since it had only been forty-eight hours since she had run away, I assumed she still wouldn't be home, but I still felt a bit disappointed to see that the blind was still up.",27.948,27.112
654,"I brushed my teeth and then, after briefly kicking at Ben in an attempt to wake him, walked out in shorts and a T-shirt. Five people were seated at the dining room table. My mom and dad. Margo’s mom and dad. And a tall, stout African-American man with oversize glasses wearing a gray suit, holding a manila folder.","After kicking Ben a few times and he still wouldn't get up, I brushed my teeth, put on shorts and a t-shirt, and left the room. There were five people sitting at the dining table. My parents. Margo's parents. And a tall, well-built African man, wearing large glasses, a gray suit, and holding a briefcase.",23.813,22.231,"I brushed my teeth, then after kicking Ben briefly to wake him up, I left the room wearing shorts and a t-shirt. There were five people at the dining table. My mom, my dad. Margo's mom and dad. And a tall, burly, black man with oversized glasses, wearing a gray suit, holding a cardboard file.",39.416,38.348,"I brushed my teeth and then, after giving Ben a few little kicks to try to wake him up, I went out in shorts and a t-shirt. There were five people sitting at the dining table: my parents, Margo's parents, and a tall, burly African American man with huge glasses, a gray suit, and a brown folder in his hands.",32.198,31.094
655,"“Uh, hi,” I said.","“Oh, hello everyone,” I said.",53.077,46.714,"""Uh, hi,"" I said.",37.531,29.847,"—Oh, hi —I said.",25.745,16.45
656,"“Quentin,” my mom asked, “did you see Margo on Wednesday night?”","""Quentin,"" my mom asked me, ""did you see your friend Margo on Wednesday night?""",30.446,26.153,"“Quentin,” my mom said, “did you see Margo on Wednesday night?”",82.744,81.536,"—Quentin, did you see Margo on Wednesday night? —my mother asked me.",43.361,39.863
657,"I walked into the dining room and leaned against the wall, standing opposite the stranger. I’d thought of my answer to this question already. “Yeah,” I said. “She showed up at my window at like midnight and we talked for a minute and then Mr. Spiegelman caught her and she went back to her house.”","I went straight into the dining room and stood leaning against the wall, facing the strange guest. I had already planned how to answer this question. ""Yes,"" I replied. ""Around midnight, he stood by my window, we talked for about a minute, then Mr. Spiegelman called and he went home.""",20.063,18.347,"I walked into the dining room and leaned against the wall, standing in front of the stranger. I had already thought about my answer to this question. “Yes,” I said. “She appeared at my window around midnight, we talked for a minute, then Mr. Spiegelman caught her and Margo went back home.”",52.729,51.951,"I entered the dining room and leaned against the wall, facing the stranger. I already had the answer to that question thought out. —Yes —I answered him—. She appeared at my window around twelve, we talked for a minute and then Mr. Spiegelman caught her and she had to go back home.",40.834,39.933
658,“And was that—? Did you see her after that?” Mr. Spiegelman asked. He seemed quite calm.,"“Is that all? Did you see him again after that?” Uncle Spiegelman asked, looking quite calm.",32.777,28.645,“And this... Did you see her after that?” asked Mr. Spiegelman. He seemed quite calm.,59.572,57.609,—And that was...? Have you seen her since? —Mr. Spiegelman asked me. He seemed quite calm.,31.529,28.033
659,"“No, why?” I asked.","""No."" ""What's the matter?"" I asked.",18.111,12.356,"“No, why?” I asked.",100.0,100.0,"—No, why? —I asked.",35.208,26.647
660,"Margo’s mom answered, her voice shrill. “Well,” she said, “it seems that Margo has run away. Again.” She sighed. “This would be—what is it, Josh, the fourth time?”","Margo's mother answered. “It looks like she has run away from home.” “Once again.” She sighed. “This is–how many times now, Josh, the fourth time, right?”",33.38,31.647,"Margo's mother answered in a high-pitched voice. ""Well,"" she said, ""it looks like Margo ran away from home. Again."" She sighed. ""How many times is this, Josh... the fourth time?""",16.052,12.802,"—Well —Margo's mother replied in a sharp tone—, it looks like Margo has run away. Again. —She sighed—. This must be… how many times now, Josh? Four?",18.301,16.367
661,"“Oh, I’ve lost count,” her dad answered, annoyed.","“Oh, there are too many to remember,” Margo's dad replied grumpily.",14.48,8.226,"“Ah, I forgot my number,” his father replied angrily.",13.761,7.347,"—Ugh, I've lost count —replied her husband, annoyed.",22.327,15.909
662,"The African-American man spoke up then. “Fifth time you’ve filed a report.” The man nodded at me and said, “Detective Otis Warren.”","Then the man of color spoke up. “This is the fifth time you have reported.” He nodded to me and said, “I am Detective Otis Warren.”",23.389,19.953,"At that point, the black man intervened. “You are reporting five times.” The man nodded towards me and said, “Detective Otis Warren.”",43.69,41.727,Then the African American intervened. —The fifth time they have filed a complaint. —He greeted me with a nod and said—: Detective Otis Warren.,11.492,7.78
663,"“Quentin Jacobsen,” I said.","""I am Quentin Jacobsen,"" I introduced myself.",16.463,8.914,"""Quentin Jacobsen,"" I said.",34.927,25.849,—Quentin Jacobsen —I said.,25.208,15.849
664,"Mom stood up and put her hands on Mrs. Spiegelman’s shoulders. “Debbie,” she said, “I’m so sorry. It’s a very frustrating situation.” I knew this trick. It was a psychology trick called empathic listening. You say what the person is feeling so they feel understood. Mom does it to me all the time.","Mom stood up and placed her hands on Ms. Spiegelman's shoulders. ""Debbie,"" she said, ""I'm so sorry. This must be so exhausting for you."" I knew my mom's trick all too well. It's a technique in psychology called empathetic listening and understanding. You articulate the feelings of the person you're talking to so that they feel heard. Mom uses this trick on me all the time.",16.944,15.27,"Mom stood up and put her hands on Mrs. Spiegelman's shoulders. “Debbie,” she said, “I’m very sorry. It’s a very frustrating situation.” I knew this trick. It was a psychology trick called empathetic listening. You say what the person is feeling so they think they are understood. Mom used to do this to me all the time.",73.767,73.411,"My mother stood up and placed her hands on Mrs. Spiegelman's shoulders. —Debbie —he said—, I'm very sorry. It's a very frustrating situation. I knew that trick. It was a psychological trick called empathetic listening. You say what the person is feeling so that they feel understood. My mother does it with me all the time.",45.104,44.165
665,"“I’m not frustrated,” Mrs. Spiegelman answered. “I’m done.”","“I am not tired or exhausted at all,” Ms. Spiegelman replied. “I am really fed up.”",11.201,6.429,"“I’m not upset,” replied Mrs. Spiegelman. “I’m just tired of it.”",21.707,15.504,—I am not frustrated —Mrs. Spiegelman replied to him—. It's over.,15.577,8.889
666,"“That’s right,” Mr. Spiegelman said. “We’ve got a locksmith coming this afternoon. We’re changing the locks. She’s eighteen. I mean, the detective has just said there’s nothing we can do—”","“That's right,” Mr. Spiegelman agreed. “We have an appointment with the locksmith this afternoon. We will change all the locks. He's eighteen now. The detective also just said that we can't do anything–”",23.356,20.866,"“Right,” said Mr. Spiegelman. “A locksmith will come this afternoon. We are changing the locks. Margo is eighteen years old. So, the detective just said there’s nothing we can do...”",29.119,26.888,"—Exactly —said Mr. Spiegelman—. This afternoon a locksmith will come. We will change the locks. He is eighteen years old. Anyway, the detective just told us that we can't do anything...",11.618,8.706
667,"“Well,” Detective Warren interrupted, “I didn’t quite say that. I said that she’s not a missing minor, and so she has the right to leave home.”","“Ahem,” Detective Warren interrupted, “I didn't exactly say that. I said that Margo is not a missing minor, meaning she has the right to leave home.”",66.191,65.155,"""Well,"" Detective Warren interrupted, ""I didn't say it exactly like that. I said that since she is not a minor, she has the right to leave home.""",40.678,38.904,"—Well —Detective Warren interrupted him—, I didn't say that exactly. I said that she is not a minor, so she has the right to leave home.",40.089,38.153
668,"Mr. Spiegelman continued talking to my mom. “We’re happy to pay for her to go to college, but we can’t support this . . . this silliness. Connie, she’s eighteen! And still so self-centered! She needs to see some consequences.”","Uncle Spiegelman continued talking to my mother. ""My wife and I are willing to pay for her to go to college, but we cannot tolerate... such foolishness."" ""Connie, my daughter is eighteen years old! And yet she is still selfish and does whatever she wants!"" ""She needs to experience some consequences.""",29.076,27.946,"Mr. Spiegelman continued talking with my mother. “We will, of course, cover the university expenses, but this... we cannot support this foolishness. Connie, she is eighteen years old! And still very selfish! She needs to see the consequences of this.”",26.372,24.623,"Mr. Spiegelman continued talking with my mother. —We are okay with paying for her college, but we are not going to tolerate these… these foolishness. Connie, she is eighteen years old! And she is still self-centered! She needs to see the consequences.",28.754,27.047
669,"My mom removed her hands from Mrs. Spiegelman. “I would argue she needs to see loving consequences,” my mom said.","My mother lifted her hand off Ms. Spiegelman's shoulder. ""I think the girl needs to experience the consequences of loving affection,"" my mother said.",8.378,4.621,"My mother withdrew her hands from Mrs. Spiegelman. ""I would argue that it should yield loving results,"" my mother said.",31.611,28.598,My mother removed her hands from Mrs. Spiegelman's shoulders. —I would say that the consequences to consider are those of affection —my mother told him.,22.617,19.565
670,"“Well, she’s not your daughter, Connie. She hasn’t walked all over you like a doormat for a decade. We’ve got another child to think about.”","""Oh Connie, it's not your child. It hasn't visited you in almost ten years. My family still has another one to take care of.""",7.164,3.678,"""She is not your daughter, Connie. She hasn't been trampling over you like a doormat for ten years. We have another child to think about.""",50.025,48.447,"—Well, she's not your daughter, Connie. She hasn't been walking all over you like a doormat for ten years. We have to think about our other daughter.",42.948,41.106
671,"“And ourselves,” Mr. Spiegelman added. He looked up at me then. “Quentin, I’m sorry if she tried to drag you into her little game. You can imagine how . . . just how embarrassing this is for us. You’re such a good boy, and she . . . well.”","“And us too,” Uncle Spiegelman added, then turned to me. “Quentin, I'm sorry if Margo has dragged you into her nonsense. Do you understand... how embarrassed we are about this. You are a serious boy, and she... oh.”",21.808,20.026,"“And also ourselves,” added Mr. Spiegelman. Then he looked at me. “Quentin, I'm sorry if he tried to drag you into his little game. You can imagine how... how embarrassing this is for us. You are a very good kid, but he is... a thing.”",42.546,41.443,"—And in us —added Mr. Spiegelman. He looked up at me—. Quentin, I'm sorry she tried to involve you in her little game. You can imagine how... how embarrassed we are. You're a good boy, and she... Well.",45.124,44.315
672,"I pushed myself off the wall and stood up straight. I knew Margo’s parents a little, but I’d never seen them act so bitchy. No wonder she was annoyed with them Wednesday night. I glanced over at the detective. He was flipping through pages in the folder. “She’s been known to leave a bit of a bread crumb trail; is that right?”","I no longer lean against the wall but stand upright. I have a vague understanding of Margo's parents, but I have never seen them behave so poorly. No wonder Margo was angry with her parents on Wednesday night. I glance at the inspector, who is flipping through the pages of the file. ""Margo has always left some breadcrumbs as a sign, hasn't she?""",11.286,8.891,"I pushed myself off the wall and stood up straight. I knew Margo's parents a little, but I had never seen them act so viciously. It was no wonder Margo was mad at them on Wednesday night. I glanced at the detective. He was flipping through the pages of the file. “She is known to leave trails of breadcrumbs, correct?” “Clues,” said Mr. Spiegelman, now standing.",41.152,40.409,"I separated myself from the wall and stood up, very stiff. I knew Margo's parents a little, but I had never seen them act with such bad temper. It didn't surprise me that she was angry with them on Wednesday night. I looked at the detective. He was flipping through the pages of the folder. —He has always left some trace, hasn't he?",32.128,31.063
673,"“Clues,” Mr. Spiegelman said, standing up now. The detective had placed the folder on the table, and Margo’s dad leaned forward to look at it with him. “Clues everywhere. The day she ran away to Mississippi, she ate alphabet soup and left exactly four letters in her soup bowl: An M, an I, an S, and a P. She was disappointed when we didn’t piece it together, although as I told her when she finally returned: ‘How can we find you when all we know is Mississippi? It’s a big state, Margo!’”","“The clues,” Mr. Spiegelman said, standing up. The detective placed the file on the table, and Margo's father leaned in to look at it. “Clues are everywhere. On the day she left for Mississippi, she ate alphabet soup and left exactly four letters in the bowl: M, I, S, and P. She was disappointed when we didn't put those letters together, even though when she finally came home, I said: ‘How could we find you knowing only Mississippi? Margo, that's a huge state!’”",37.746,37.137,"“She is known to leave trails of breadcrumbs, correct?” “Clues,” said Mr. Spiegelman, now standing. The detective had placed the file on the table, and Margo's father leaned forward to look at it with him. “Clues everywhere. The day she ran away to Mississippi, she had a soup made of letter-shaped noodles and left exactly four letters in the soup bowl: An M, an I, an S, and a P. She was disappointed when we couldn't piece it together, but when she finally returned, I told her: How can we find you when all we know is Mississippi? It's a big state, Margo!”",60.017,59.715,"—he said. —Clues —Mr. Spiegelman replied, standing up. The detective left the folder on the table, and Margo's father leaned in to take a look. —Clues everywhere. The day she left for Mississippi, she ate alphabet soup and left exactly four letters in the bowl: an M, an I, an S, and a P. She was disappointed because we couldn't put them together, although, as I told her when she finally returned: ""How are we supposed to find you if all we know is 'Mississippi'? It's a big state, Margo.""",50.915,50.479
674,The detective cleared his throat. “And she left Minnie Mouse on her bed when she spent a night inside Disney World.”,"The inspector cleared his throat. ""And Margo left the Minnie Mouse plush toy on the bed when she stayed a night at Disney World.""",23.575,18.786,"The detective cleared his throat. “And when he spent a night inside Disney World, he left Minnie Mouse in his bed.”",52.595,50.407,The detective cleared his throat. —And he left Minnie Mouse on his bed when he sneaked into Disney World one night.,38.149,35.104
675,"“Yes,” her mom said. “The clues. The stupid clues. But you can never follow them anywhere, trust me.”","“That's right,” Margo's mother said. “The clues. The stupid clues. The clues that lead nowhere, trust me.”",48.378,46.488,"“Yes,” said her mother. “Clues. Stupid clues. But you can never follow them, believe me.”",45.851,43.617,"—Yes —said his mother—. Clues. Stupid clues. But you can never follow them, believe me.",37.767,35.741
676,"The detective looked up from his notebook. “We’ll get the word out, of course, but she can’t be compelled to come home; you shouldn’t necessarily expect her back under your roof in the near future.”","The detective looked up from his notebook and spoke. “Of course, we will get to the bottom of this, but we can't force Margo to come back right away. For now, you shouldn't expect her to return home.”",21.792,19.603,"The detective lifted his head from his notebook. ""We will spread the news, of course, but he cannot be forced to come home; you should not expect him to be under your roof again in the near future.""",34.352,32.688,"The detective lifted his eyes from the folder. —We will spread the word, of course, but we cannot force her to return home in any way. You should not necessarily count on her coming back under your roof in the immediate future.",24.168,22.254
677,"“I don’t want her under our roof.” Mrs. Spiegelman raised a tissue to her eyes, although I heard no crying in her voice. “I know that’s terrible, but it’s true.”","“I don't want to see her face at home anymore.” Ms. Spiegelman lifted a tissue to dab at her eyes, but I didn't hear any sobbing in her voice. “I know it's terrible, but it's true.”",25.583,23.152,"“I don't want him under our roof.” Mrs. Spiegelman brought a handkerchief to her eye, yet her voice didn't sound like she was crying at all. “I know it's terrible, but it's the truth.”",28.925,26.868,"—I don't want her under our roof. —Mrs. Spiegelman brought a handkerchief to her eyes, although she didn't seem to be crying—. I know it's terrible, but it's the truth.",29.578,27.488
678,"“Deb,” my mom said in her therapist voice.","""Sister Deb,"" my mother said in a therapist's voice.",16.854,9.669,"“Deb,” said my mom in a therapist's voice.",30.151,21.834,—Deb —said my mother in her psychologist tone.,16.409,9.08
679,"Mrs. Spiegelman just shook her head—the smallest shake. “What can we do? We told the detective. We filed a report. She’s an adult, Connie.”","Ms. Spiegelman just shook her head—the slightest shake. ""What could my husband and I do? We reported it to the detective. We made a report. She's grown up now, Connie.""",29.771,27.531,"Bayan Spiegelman just nodded... A very small nod. “What can we do? We told the detective. We filed a missing person report. She's an adult, Connie.”",54.28,53.053,"Mrs. Spiegelman merely nodded slightly. —What can we do? We have told the detective. We have filed a report. She is an adult, Connie.",46.125,44.218
680,"“She’s your adult,” my mom said, still calm.","“It is your eldest child,” my mother said, still keeping a calm voice.",21.004,15.845,"""He is your grown-up,"" said my mother, still calmly.",14.628,7.769,"—She is your adult daughter —said my mother, still calm.",33.933,26.203
681,"“Oh, come on, Connie. Look, is it sick that it’s a blessing to have her out of the house? Of course it’s sick. But she was a sickness in this family! How do you look for someone who announces she won’t be found, who always leaves clues that lead nowhere, who runs away constantly? You can’t!”","“Oh, come on Connie. You see, if we consider Margo leaving home a blessing, is that so bad? Of course, it's bad. But Margo is a disease in my house! How can you find someone who declares that no one will find them, someone who always leaves clues that lead nowhere, someone who runs away from home at the slightest provocation? You can't find that!”",21.379,20.06,"“Oh, don't do it, Connie. Is it a disease to consider leaving him outside the house a favor? Of course, it's diseased. But he is a disease in this family! How do you search for someone who declares they won't be found, always leaves clues that lead nowhere, and constantly runs away from home? You can't search!”",29.758,28.458,"—Let's go, Connie. Isn't it crazy that we're delighted she left home? Of course it's crazy. But she was driving the whole family crazy. How do you look for someone who insists they won't be found, who always leaves clues that lead nowhere, who escapes every now and then? It's impossible!",33.674,32.762
682,"My mom and dad shared a glance, and then the detective spoke to me. “Son, I’m wondering if we can chat privately?” I nodded. We ended up in my parents’ bedroom, he in an easy chair and me sitting on the corner of their bed.","My parents glanced at each other, then the detective spoke to me. “Son, can we talk privately for a bit?” I nodded. The detective and I went into my parents' room, he sat on a folding chair while I sat on the edge of the bed.",27.73,26.243,"My mom and dad exchanged glances, then the detective spoke to me. ""Kid, can we talk in private?"" I nodded in agreement. We found ourselves in my parents' room, he settled into a comfortable chair, and I sat on the edge of the bed.",24.059,22.213,"My mother and my father looked at each other, and then the detective turned to me. —Son, I wonder if we could talk in private. I nodded. We went into my parents' room. He sat in an armchair and I sat on the edge of the bed.",19.224,17.141
683,"“Kid,” he said once he’d settled into the chair, “let me give you some advice: never work for the government. Because when you work for the government, you work for the people. And when you work for the people, you have to interact with the people, even the Spiegelmans.” I laughed a little.","""My child,"" he said as he sat comfortably in the chair, ""let me give you this advice: never work for the government. Because when you work for the government, you have to serve the people. And when you serve the people, you have to interact with others, even people like the Spiegelman couple."" I smiled slightly.",46.331,45.573,"“Child,” he said as soon as he sat down, “let me give you some advice: Never work for the government. Because when you work for the government, you work for the people. And when you work for the people, you have to interact with people, even with the Spiegelmans.” I laughed a little.",80.659,80.392,"—Boy —he said to me once he had settled into the armchair—, allow me to give you some advice: never work for the government. Because when you work for the government, you work for the people. And when you work for the people, you have to interact with them, even with the Spiegelmans. I let out a giggle.",64.514,64.01
684,"“Let me be frank with you, kid. Those people know how to parent like I know how to diet. I’ve worked with them before, and I don’t like them. I don’t care if you tell her parents where she is, but I’d appreciate it if you told me.”","“Let me be frank with you. That couple knows how to be parents just as much as I know how to diet. I've dealt with them before, and I don't like either of them. I don't care if you tell Margo's parents where she went or not, but I would appreciate it if you let me know.”",36.297,35.153,"“Let me be honest with you, kid. These people know how to be parents as much as I know how to diet. I’ve worked with them before and I didn’t like them. I don’t care if you tell Margo’s parents where she is, but I’d be grateful if you tell me.”",56.769,55.991,"—Allow me to be honest with you, kid —he continued saying to me—. These people know as much about being parents as I do about dieting. I've worked with them before and I don't like them. I don't care if you don't tell Margo's parents where she is, but I would appreciate it if you told me.",33.409,32.195
685,"“I don’t know,” I said. “I really don’t.”","""I don't know,"" I replied. ""I really don't know, sir.""",10.802,5.653,"""I don't know,"" I said. ""Really.""",22.384,15.728,"—I don't know —I replied—. Honestly, I don't know.",12.263,4.659
