line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
1865,So I quit.,So I stopped.,50.0,35.355,So I gave up.,37.606,23.644,So I gave up.,37.606,23.644
1866,CHAPTER XV.,Chapter XV,60.653,60.653,Fifteenth Chapter,42.888,30.327,Chapter 15,42.888,30.327
1867,"We judged that three nights more would fetch us to Cairo, at the bottom of Illinois, where the Ohio River comes in, and that was what we was after.","We calculated that in just three more nights we would reach Cairo, which is at the southern tip of Illinois, where the Ohio River flows in, and that is exactly where we intended to go.",28.355,26.157,"We were calculating that if we went three more nights, we would reach Cairo, at the very bottom of Illinois, at the mouth of the Ohio River, which was exactly where we wanted to go.",19.91,17.019,"WE CALCULATED THAT in three nights we would arrive in Cairo, at the end of Illinois, where the waters of the Ohio River meet, and that was what we were looking for.",37.211,35.158
1868,"We would sell the raft and get on a steamboat and go way up the Ohio amongst the free States, and then be out of trouble.","We would sell the raft and board a steamboat to travel up the Ohio River through the free states, so there would be nothing to worry about anymore.",32.507,29.87,"We would sell the raft, board a steamboat, and go up the Ohio to the free states, and then our troubles would be over.",40.712,38.142,"We would sell the raft and take a steamboat up the Ohio to the free states, and there we would no longer have any problems.",38.389,35.951
1869,"Well, the second night a fog begun to come on, and we made for a tow-head to tie to, for it wouldn’t do to try to run in a fog; but when I paddled ahead in the canoe, with the line to make fast, there warn’t anything but little saplings to tie to.","On the second night, the fog suddenly became so thick that we had to find a ravine to tie the raft. Because it was not wise to recklessly continue in the fog. But while I was rowing the boat upstream, carrying a hook pole, I couldn't find a place to hook it as there were only small reeds.",6.645,4.544,"The second night, the fog set in and we pulled up to a shore to tie the raft, because there was no point in trying to escape in the fog; but as I rowed ahead with the canoe tied to the raft to speed up, I found nothing to throw the rope at except for thin saplings.",9.308,6.992,"Well, around the second night, the fog started to come down, and we went to look for a sandbar to moor because it was useless to go on with the fog; but when I went ahead with the canoe, rowing with the rope to tie up, there were only some small logs.",18.104,15.721
1870,"I passed the line around one of them right on the edge of the cut bank, but there was a stiff current, and the raft come booming down so lively she tore it out by the roots and away she went.","I cast the fishing line to wrap it around a reed on the water's edge, but this spot had such a strong current that it uprooted the reed and it kept drifting away.",5.944,3.266,"I threw the rope and tied it to a sapling on the shore, but the current was so strong that the raft, which was a bit behind, passed me and pulled the rope so fast that it uprooted the sapling and drifted away.",6.922,3.957,"I threw the rope to one of them, right next to the edge of the shore, but the current was so strong there that the raft was moving so fast it uprooted it and kept going.",14.249,11.002
1871,"I see the fog closing down, and it made me so sick and scared I couldn’t budge for most a half a minute it seemed to me—and then there warn’t no raft in sight; you couldn’t see twenty yards.","The fog grew heavier, making me so scared that I couldn't move for half a minute. Without the raft here, I couldn't see more than twenty meters ahead.",8.329,5.709,"The fog was getting denser and denser. I felt terrible, I was so scared that I couldn't move a finger for almost half a minute… then I lost sight of the raft, it was impossible to see even twenty meters ahead.",6.291,3.439,"I saw the fog getting denser and felt so bad and scared that I couldn't move for almost half a minute, or so it seemed to me, and then the raft was no longer visible; you couldn't see beyond twenty yards.",13.145,10.219
1872,"I jumped into the canoe and run back to the stern, and grabbed the paddle and set her back a stroke.","I jumped to the back of the boat, grabbed the paddle, and pushed back once.",15.537,10.986,"I jumped back into the canoe and went to the stern, grabbed the oars, but the canoe didn't move.",29.672,25.541,"I jumped into the canoe and ran to the stern, grabbed the paddle, and gave a stroke, but it didn't move.",40.009,37.036
1873,But she didn’t come.,But the boat didn't budge.,22.957,9.652,"I jumped back into the canoe and went to the stern, grabbed the oars, but the canoe didn't move.",5.601,2.054,"I jumped into the canoe and ran to the stern, grabbed the paddle, and gave a stroke, but it didn't move.",4.907,1.791
1874,I was in such a hurry I hadn’t untied her.,It turned out I was in such a hurry that I hadn't untied the rope.,37.648,33.345,I had been in such a hurry that I forgot to untie the oar's rope.,23.644,17.609,I was in such a hurry that I hadn't untied it.,51.1,46.174
1875,"I got up and tried to untie her, but I was so excited my hands shook so I couldn’t hardly do anything with them.","I stood up to untie the rope, but I was so nervous that my hands were shaking and I couldn't do anything.",24.789,20.845,"I immediately got up and tried to untie the rope, but I was so excited that my hands were trembling and I couldn't do anything.",42.57,40.149,"I stood up and tried to untie it, but I was so nervous that my hands were trembling so much I could hardly do anything with them.",45.695,43.59
1876,"As soon as I got started I took out after the raft, hot and heavy, right down the tow-head.","As soon as I untied the rope, I immediately rowed to find the raft, the cozy raft carrying our heavy belongings right at the head of that creek.",16.529,12.676,I followed the raft down the river by keeping close to the shore.,8.796,5.02,"As soon as I managed to get going, I started chasing the raft at full speed, directly towards the sandbar.",19.591,14.579
1877,"That was all right as far as it went, but the tow-head warn’t sixty yards long, and the minute I flew by the foot of it I shot out into the solid white fog, and hadn’t no more idea which way I was going than a dead man.","I found it right away because it was only sixty yards away. Just as I got close, I ran into an even thicker fog, unable to find my way out; it was as if I were completely dead.",5.344,2.924,"As long as I didn't stray from the shore, there was no problem, but the islet was only sixty meters long, and a few seconds after reaching its end, I found myself in a blinding white mist, with no idea where I was going.",9.72,7.433,"That was well thought out, but the bar wouldn't measure even sixty yards long, and as soon as I left it behind, I got into the middle of that white and dense fog without having the slightest idea of where I was going.",16.925,14.505
1878,"Thinks I, it won’t do to paddle; first I know I’ll run into the bank or a tow-head or something; I got to set still and float, and yet it’s mighty fidgety business to have to hold your hands still at such a time.","I think perhaps we shouldn't row the boat anymore; first, let's get closer to the shore or land somewhere. I had to sit still and let the boat drift, and having to sit still with my hands tied at that moment was very distressing.",6.038,3.394,"It occurred to me that rowing would be useless; I could crash into the shore or shallow water as soon as I started; I had to stay still and go with the current. In such a situation, it was really hard not to move your hands.",6.846,3.977,"I thought it wasn't worth rowing; I knew that at the first sign of trouble I would run aground on the shore or on a sandbar or something like that; I stayed still letting the canoe drift, but one gets very nervous when they have nothing to do with their hands in a moment like that.",4.811,2.618
1879,I whooped and listened.,I cleared my throat and listened.,35.746,26.269,I called out ahead and waited for a response.,14.287,5.522,I shouted and listened.,53.183,42.729
1880,"Away down there somewheres I hears a small whoop, and up comes my spirits.","Far below, I heard a faint sound echoing back, which reassured me.",9.3,3.477,My spirits lifted when I heard someone faintly calling out from somewhere in the distance.,11.045,5.817,"In the distance, I don't know where, I heard another muffled shout and I felt somewhat encouraged.",7.353,2.708
1881,"I went tearing after it, listening sharp to hear it again.",I moved closer to hear more clearly.,12.502,7.03,"I immediately started moving towards the sound, while also straining my ears to hear it again.",26.274,21.87,"I went there at full speed, listening carefully in case I heard it again.",18.996,13.38
1882,"The next time it come, I see I warn’t heading for it, but heading away to the right of it.","Getting even closer, it was on the left side.",4.65,1.78,"When I heard it the second time, I realized I was going to the right of where the sound was coming from, not directly towards it.",16.471,12.289,"The next time I heard it, I saw that I wasn't heading towards it, but to its right, and the next time to its left, and I wasn't making much progress either, because I was going around in circles, while that voice was going straight down the whole time.",7.338,5.401
1883,"And the next time I was heading away to the left of it—and not gaining on it much either, for I was flying around, this way and that and t’other, but it was going straight ahead all the time.","Then I heard nothing more, and I didn't search further because I had to keep turning the boat in all directions; instead, I just kept heading straight ahead.",5.024,2.575,"The next time, I was heading to the left of where the sound was coming from – and I hadn't gotten much closer, because I was rowing either to the right or the left, but the sound was coming straight from ahead.",15.471,12.187,"The next time I heard it, I saw that I wasn't heading towards it, but to its right, and the next time to its left, and I wasn't making much progress either, because I was going around in circles, while that voice was going straight down the whole time.",14.924,12.626
1884,"I did wish the fool would think to beat a tin pan, and beat it all the time, but he never did, and it was the still places between the whoops that was making the trouble for me.","At that moment, I wished that someone would just bang on a pot and bang it rhythmically so it would be easier to know where to look. But no one was banging, and the silence, punctuated by a few coughs, only made me more confused.",4.806,2.44,"I hoped that our foolish Jim would think of hitting something like a pan, he should have kept hitting it continuously; but since he didn't do that, the silences between his calls became a problem for me.",8.625,5.879,"What I wanted was for the very fool to think of starting to bang repeatedly on a pan, but he didn't think of it, or maybe he did, and what worried me were the silences between the screams.",11.242,8.372
1885,"Well, I fought along, and directly I hears the whoop behind me.","I went further up, and suddenly I heard a howl behind me.",19.261,13.462,I rowed forward with all my strength and soon heard the sound behind me.,17.219,11.633,"Well, I kept going and immediately heard the scream behind me.",23.22,17.817
1886,I was tangled good now.,"Well, I was really surrounded.",25.276,14.536,"By now, I was completely bewildered.",23.357,13.135,Now I was really confused.,32.467,19.305
1887,"That was somebody else’s whoop, or else I was turned around.",It was definitely the howl of someone else. I was definitely surrounded.,13.448,7.142,Either someone else was calling out or I was going in the wrong direction.,13.084,6.917,Either there was another person screaming or I had turned all the way around.,13.084,6.917
1888,I throwed the paddle down.,I threw the paddle down.,63.894,53.728,I threw the oar into the boat.,18.278,7.268,I put down the oar.,27.301,11.479
1889,"I heard the whoop again; it was behind me yet, but in a different place; it kept coming, and kept changing its place, and I kept answering, till by-and-by it was in front of me again, and I knowed the current had swung the canoe’s head down-stream, and I was all right if that was Jim and not some other raftsman hollering.","Again, I heard the howling sound still behind me, but from a different place. It crept closer, it changed places, it answered itself, occasionally falling silent and then resounding in front of me; I knew that the current had already turned my boat downstream, and if it was Jim and not some other ferryman howling, I would be at ease.",20.134,18.512,"I heard the voice again, it was behind me once more but in a different place; the voice kept coming and kept changing places, and I kept responding; finally, I started hearing the voice in front of me again and realized that the current had turned the canoe's head downstream and things were falling into place, of course, if the person calling out to me was indeed Jim and not someone else.",25.599,24.365,"I heard the shout again; it was still behind me, but in a different place; it sounded over and over and always changed location, and I kept responding, until finally it was ahead of me again, and I realized that the current had turned the canoe around as it moved downstream and that I was going the right way if it was Jim and not another raftsman shouting.",31.801,30.743
1890,"I couldn’t tell nothing about voices in a fog, for nothing don’t look natural nor sound natural in a fog.","In the fog, nothing seen by the eyes or heard by the ears seems natural anymore.",8.65,4.527,"I absolutely couldn't distinguish the sounds coming through the mist; because nothing looks natural in the mist, and the sounds don't seem natural either.",7.373,3.796,"I couldn't understand any of the voices in the fog, because in a fog nothing seems or sounds natural.",15.262,10.607
1891,"The whooping went on, and in about a minute I come a-booming down on a cut bank with smoky ghosts of big trees on it, and the current throwed me off to the left and shot by, amongst a lot of snags that fairly roared, the currrent was tearing by them so swift.","The howling continued, and about a minute later, I crashed right into a clearing with several large trees looming like ghosts, then the current pushed me to the left and I crashed into the bank again, amidst a pile of floating rotten wood that creaked when it hit the boat. And the water continued to quietly meander through the pile of wood.",10.138,7.791,"The sound continued and about a minute later, I was gliding along a steep shore where the ghostly forms of large trees loomed within the mists. The current grabbed me and flung me to the left, and as I passed through the water plants, the water roared and the current battered the plants.",9.471,7.293,"The screams continued and after a minute or so I found myself rushing down at full speed in front of a steep bank filled with blurry ghosts of large trees, and the current threw me to the left and kept going, dragging a bunch of logs that thundered down, due to the speed at which the current broke them.",12.922,10.854
1892,In another second or two it was solid white and still again.,"Later, the fog became even denser. Even quieter.",8.162,3.125,"A few seconds later, everything turned completely white again and the sounds ceased.",9.941,3.716,"After one or two seconds, nothing could be seen but a white mass, and everything had fallen silent.",8.789,4.567
1893,"I set perfectly still then, listening to my heart thump, and I reckon I didn’t draw a breath while it thumped a hundred.","I sat completely still, listening to the pounding of my heart. I thought if my heart beat reached a hundred, I wouldn't be able to breathe anymore.",11.167,7.66,"I was listening to my heartbeat without moving, it must have beaten a hundred times until I took another breath.",12.026,8.209,"Then I sat still, completely motionless, listening to the beats of my heart, and I think I didn't breathe even once in a hundred beats.",14.919,11.21
1894,I just give up then.,I had to give up.,32.467,19.305,Then I gave up trying.,27.301,11.479,Then I gave up.,27.821,12.368
1895,I knowed what the matter was.,And I know why it turned out this way.,12.91,4.99,I had understood what the matter was.,60.495,54.108,I knew what was happening.,23.11,9.717
1896,"That cut bank was an island, and Jim had gone down t’other side of it.","This stormy mass is an island, and Jim has drifted to the other side.",27.929,23.394,"The shore we had just seen belonged to an island, and Jim was on the other side of the island.",24.395,20.332,"That steep shore was an island, and Jim had crossed to the other side of it.",50.562,47.631
1897,It warn’t no tow-head that you could float by in ten minutes.,There is no creek that can be crossed in about ten minutes.,20.043,13.674,This was not a shore you could pass by in ten minutes.,38.77,33.26,It wasn't like a sandbar that you could cross in ten minutes.,36.222,28.918
1898,It had the big timber of a regular island; it might be five or six miles long and more than half a mile wide.,This island also has large trees like any other island; it is probably about five or six miles long and half a mile wide.,38.672,36.198,It had big trees like normal islands; it was five or six miles long and at least half a mile wide.,38.678,36.216,It had big trees like a normal island; it could be five or six miles long and more than half a mile wide.,62.039,60.6
1899,"I kept quiet, with my ears cocked, about fifteen minutes, I reckon.","I remained still, listening intently for fifteen minutes.",10.595,5.791,"Without making a sound, I listened intently for fifteen minutes.",12.57,7.257,"I remained silent, with my ear attentive, for about fifteen minutes, I estimate.",35.923,31.007
1900,"I was floating along, of course, four or five miles an hour; but you don’t ever think of that.","Of course, the boat continued to drift, at about five or six miles per hour. But deep inside, I didn't dare to hope for such a thing.",9.124,5.975,"Meanwhile, I was of course moving at four or five miles per hour, but I wasn't even thinking about it.",20.919,15.727,"Naturally, I kept floating downstream at four or five miles per hour, but one never thinks about that.",19.573,14.618
1901,"No, you feel like you are laying dead still on the water; and if a little glimpse of a snag slips by you don’t think to yourself how fast you’re going, but you catch your breath and think, my!","It felt as if I were lying unconscious on the water. If no piece of wood floated by, it would be impossible to tell how fast or slow I was drifting.",6.866,4.624,"No, it felt like you weren't moving at all on the water; if a passing branch caught your eye, you wouldn't think about how fast you were going; you'd hold your breath and think, wow, how fast that branch is moving.",19.267,17.065,"No, one believes they are completely still in the water, and if some sticks pass by, one doesn't think about how fast they are going, but rather takes a breath and says: ""Wow!",9.753,6.801
1902,how that snag’s tearing along.,"But I just held my breath, thinking and watching the piece of wood float by.",6.162,2.287,"No, it felt like you weren't moving at all on the water; if a passing branch caught your eye, you wouldn't think about how fast you were going; you'd hold your breath and think, wow, how fast that branch is moving.",2.786,1.001,"How fast those sticks are going.""",16.516,6.567
1903,"If you think it ain’t dismal and lonesome out in a fog that way by yourself in the night, you try it once—you’ll see.","If anyone has never experienced the loneliness and desolation of being alone in the fog late at night, they should try it once to understand.",9.585,5.462,"If you think you won't worry or feel lonely when you get lost alone in the fog at night, try it once – then you'll see.",13.485,9.439,"If anyone thinks that being alone at night in the middle of such a fog is not one of the saddest and most terrible things, let them try it just once and they will find out.",7.211,4.073
1904,"Next, for about a half an hour, I whoops now and then; at last I hears the answer a long ways off, and tries to follow it, but I couldn’t do it, and directly I judged I’d got into a nest of tow-heads, for I had little dim glimpses of them on both sides of me—sometimes just a narrow channel between, and some that I couldn’t see I knowed was there because I’d hear the wash of the current against the old dead brush and trash that hung over the banks.","Then about half an hour later, I occasionally let out a scream. After that, I heard a distant reply, tried to follow it but couldn't, and I guessed that I had wandered into a place full of many intertwined streams. I looked at both banks and saw only darkness. Sometimes I clearly saw each small canal, sometimes I could only guess because I heard the sound of water hitting the banks.",6.464,4.997,"Then, for half an hour, I called out from time to time; finally, I heard someone shouting back from afar and tried to follow the voice, but I couldn't manage it. At that moment, I realized I had entered the sandbanks, because I could vaguely see sandbanks on either side of me, sometimes with only a narrow channel in between, and even when I couldn't see the sandbanks, I knew they were there because I could hear the current hitting dead branches and debris piled up on the shore.",11.413,9.848,"Afterward, for about half an hour or so, I kept shouting from time to time, until I finally heard a response far away, and I tried to follow it, but I couldn't, and immediately I thought I had gotten myself into the middle of a labyrinth of sandbars, because I saw them blurry on both sides: sometimes with only a narrow channel in the middle, and other times I couldn't see them but knew they were there because I heard the current crashing against old dry logs and debris on the banks.",14.607,13.192
1905,"Well, I warn’t long loosing the whoops down amongst the tow-heads; and I only tried to chase them a little while, anyway, because it was worse than chasing a Jack-o’-lantern.","I didn't even bother to call out in this maze of uneven land anymore, but just walked a bit further, because it was worse than chasing will-o'-the-wisps.",20.512,18.31,"Soon, I lost the voices among the sandbanks, which I had only tried to follow for a short while anyway, because it was worse than trying to follow will-o'-the-wisps in the marsh.",25.625,23.212,"Well, it didn't take long before I stopped hearing the shouts among the sandbars and only tried to follow them for a little while, in any case, because it was worse than chasing a will-o'-the-wisp.",32.384,30.395
1906,"You never knowed a sound dodge around so, and swap places so quick and so much.",Never before had I heard echoes that lingered and shifted places so quickly.,10.106,5.367,I had never thought that a voice could come from so many places and change location so frequently.,8.922,3.293,"In my life, I had never heard a noise so difficult to follow nor that changed places so many times and so quickly.",9.406,5.218
1907,"I had to claw away from the bank pretty lively four or five times, to keep from knocking the islands out of the river; and so I judged the raft must be butting into the bank every now and then, or else it would get further ahead and clear out of hearing—it was floating a little faster than what I was.","Four or five times, I had to take it down to avoid getting stuck on the shore and to prevent it from hitting the rocks in the river. I was sure the raft had also hit the shore many times; otherwise, it would have moved on and we could have heard it somewhere. The raft still drifted faster than the boat.",12.719,10.758,"I had to push off from the sandy shores four or five times with all my strength, because I didn't want to hit the islands here and there in the river; surely the raft must have been getting stuck in some places on the shore from time to time, otherwise it would have already gone down the river and become too far away to hear – it was just moving a little faster than me.",13.661,11.862,"Four or five times I had to push myself away from the shore to avoid bumping into it, so I figured that the raft must be hitting the shore from time to time, because otherwise, it would keep moving and you wouldn't be able to hear it anymore; it was floating a bit faster than I was.",17.766,15.558
1908,"Well, I seemed to be in the open river again by-and-by, but I couldn’t hear no sign of a whoop nowheres.","Then, it seems like I might have crashed into the river again, but I still haven't heard any howling sounds.",12.544,8.548,"It seemed that I had once again reached a freely flowing part of the river, but I couldn't hear anyone calling from around.",12.019,7.929,"Well, after a while it seemed like I was in open river again, but there wasn't a sound anywhere.",14.233,9.873
1909,"I reckoned Jim had fetched up on a snag, maybe, and it was all up with him.","I guess Jim must have crashed into some pile of wood, and maybe that's the end of it.",10.058,5.238,"Maybe Jim had gotten caught on a branch or something, which would mean he was done for.",11.518,6.46,I figured that maybe Jim had gotten caught on a log and that it was all over for him.,18.012,12.674
1910,"I was good and tired, so I laid down in the canoe and said I wouldn’t bother no more.","I was so tired, I lay down in the boat and told myself not to care about it anymore.",16.006,11.125,I was now thoroughly exhausted and felt like lying down in the canoe and letting everything take its course.,24.955,20.881,"I was extremely tired, so I lay down at the bottom of the canoe and said I wasn't going to bother anymore.",31.916,28.489
1911,"I didn’t want to go to sleep, of course; but I was so sleepy I couldn’t help it; so I thought I would take jest one little cat-nap.",I thought maybe I should take a little nap.,2.239,1.224,"Of course, I didn't want to sleep, but I was so sleepy that I couldn't help it, so I decided to take a little nap.",24.5,21.01,"Of course, I didn't want to fall asleep, but I was so sleepy that I couldn't help it, so I thought I would just take a little nap.",31.385,28.642
1912,"But I reckon it was more than a cat-nap, for when I waked up the stars was shining bright, the fog was all gone, and I was spinning down a big bend stern first.","But it turned out it wasn't just a blink of an eye, because when I woke up, there were twinkling stars in the sky, the fog had cleared; I had taken a long nap at the stern.",8.28,5.551,"It seems my sleep lasted longer than a nap, because when I woke up, stars were twinkling above me, the fog had completely lifted, and I had entered a wide bend of the river with my canoe in reverse.",10.197,7.588,"But I figure it was more than a nap, because when I woke up the stars were shining brightly, the fog had disappeared, and I was drifting backward down a large bend of the river.",27.369,24.702
1913,First I didn’t know where I was; I thought I was dreaming; and when things began to come back to me they seemed to come up dim out of last week.,"At first, I didn't know where I was. I thought I was still dreaming, but upon reflection, it gradually felt like the events that had just happened were from a week ago.",16.772,14.086,"At first, I couldn't understand where I was; I thought I was dreaming; then I slowly began to remember what had happened before I fell asleep, but I could only vaguely recall it, as if it had happened not just a moment ago, but last week.",22.072,20.679,"At first, I didn't know where I was. I thought I was dreaming, and when I started to remember things, it seemed like everything had happened a week ago.",23.756,20.989
1914,"It was a monstrous big river here, with the tallest and the thickest kind of timber on both banks; just a solid wall, as well as I could see by the stars.","This part of the river is terrifyingly wide, with tall star-like trees lining both banks.",4.461,2.516,"The river was incredibly wide here, and on both banks, there were very tall and dense trees; as far as I could see in the starlight, they stood like a straight wall.",15.963,12.276,"There the river was monstrously large, with very tall and tightly packed trees on both banks; like a solid wall, as far as one could see by the light of the stars.",31.467,28.989
1915,"I looked away down-stream, and seen a black speck on the water.",I looked down at the river and saw something dark on the surface of the water.,17.824,12.512,"When I looked downstream, I saw a black spot on the water.",32.084,24.74,I looked downstream and saw a black spot in the water.,22.566,16.216
1916,I took after it; but when I got to it it warn’t nothing but a couple of sawlogs made fast together.,I approached it and found out it was just two rotten logs tied together.,7.334,3.877,"I immediately moved towards it, but when I got closer, I saw that it was nothing but a few logs tied together.",21.008,16.332,"I went towards it, but when I got there it was nothing more than a couple of tied logs.",22.013,17.106
1917,"Then I see another speck, and chased that; then another, and this time I was right.","Then I saw another object, chased it, and it wasn't what I thought either.",11.774,6.641,"Then I saw another spot and chased after it, then followed another one, and this time I had come to the right place.",23.608,19.696,"Then I saw another spot and chased it; then another, and that time I was right: it was the raft.",33.88,30.337
1918,It was the raft.,"Then another time, and this time it was indeed our raft.",15.229,8.737,The raft was in front of me.,23.357,13.135,"Then I saw another spot and chased it; then another, and that time I was right: it was the raft.",17.912,14.728
1919,"When I got to it Jim was setting there with his head down between his knees, asleep, with his right arm hanging over the steering-oar.","When we arrived, we saw Jim sitting slumped, his head tucked between his knees, sleeping, with his right hand resting on the steering oar.",22.672,19.258,"When I boarded the raft, Jim was sitting with his head between his knees, sleeping, and his right hand was resting on the steering oar.",20.632,16.111,"When I arrived, Jim was sitting with his head between his knees, asleep, with his right arm hanging over the steering oar.",55.153,53.612
1920,"The other oar was smashed off, and the raft was littered up with leaves and branches and dirt.","The oar was broken, and the surface was covered with leaves, branches, and debris.",17.189,12.031,"The other oar had broken off and the raft was covered all over with branches, leaves, and mud.",26.153,20.466,"The oar had broken and the raft was full of leaves, branches, and dirt.",26.298,20.786
1921,So she’d had a rough time.,The raft had gone through a tough ordeal.,16.037,6.275,It was clear that he had also gone through very difficult moments.,9.731,3.674,So he had had a hard time.,27.332,16.516
1922,"I made fast and laid down under Jim’s nose on the raft, and began to gap, and stretch my fists out against Jim, and says:","I tied the boat to the raft, then lay down right next to Jim, started yawning, stretched out my legs to kick Jim, and said:",12.781,9.43,"Without wasting any time, I lay down on the raft right under Jim's nose and turned towards Jim, starting to yawn and stretch my fists.",19.382,15.013,"I moored and lay down on the raft right next to Jim, and I started yawning and stretching my arms beside him, and I go and say:",13.864,10.334
1923,"“Hello, Jim, have I been asleep?","- Hey Jim, was I sleeping?",20.612,11.591,"“Hi, Jim, I fell asleep, didn't I?",23.978,16.59,"—Hello, Jim, did I fall asleep?",32.073,23.357
1924,Why didn’t you stir me up?”,Why didn't you wake me up!,23.545,13.54,Why didn't you wake me up?”,48.11,38.26,Why didn't you wake me up?,32.765,24.079
1925,"“Goodness gracious, is dat you, Huck?","- Oh my God, is that you, Huck?",35.856,27.902,"“Dear God, is that you, Huck?",44.632,35.495,"—My holy God, is it you, Huck?",39.764,31.239
1926,En you ain’ dead—you ain’ drownded—you’s back agin?,"Haven't you died yet, haven't drowned yet, and you're back here?",9.953,3.737,And you're not dead... you haven't drowned... have you come back?,7.638,2.827,"And you haven't died, you haven't drowned, have you come back?",9.953,3.737
1927,"It’s too good for true, honey, it’s too good for true.","I'm so glad, Huck, so glad. Really unexpected.",9.93,3.773,"No way, it can't be this good to be true.",12.69,6.818,"It's too beautiful to be true, my boy, it's too beautiful to be true.",13.191,7.44
1928,"Lemme look at you chile, lemme feel o’ you.","Let me look at you, let me touch you.",25.766,18.36,"Let me see you, son, let me touch you.",14.991,8.054,"Let me look at you, boy, let me touch you.",21.537,15.133
1929,"No, you ain’ dead!","Yes, you're not dead, you're still alive and back here, it's really you, Huck, it's Huck.",6.198,2.273,"No, you're not dead!",35.93,22.957,"No, no, you haven't died!",30.739,22.09
1930,"you’s back agin, ’live en soun’, jis de same ole Huck—de same ole Huck, thanks to goodness!”","Oh my God, so glad!",2.253,0.916,"You've come back again, your voice is just like our Huck's voice, and you look just like him... our Huck, thank God!”",7.322,4.039,"You have come back again, safe and sound, the same Huck as always... the same Huck as always, thank God!",6.41,2.334
1931,"“What’s the matter with you, Jim?","- What's wrong with you, Jim?",57.799,51.697,"“What's wrong with you, Jim?",58.265,53.295,"—What’s wrong, Jim?",27.162,21.823
1932,You been a-drinking?”,Have you been drinking??,30.214,17.965,Have you been drinking?”,35.93,22.957,Have you been drinking?,37.606,23.644
1933,“Drinkin’?,- Drinking alcohol?,31.947,15.974,“Drinking?,70.711,50.0,—Drunk?,70.711,50.0
1934,Has I ben a-drinkin’?,"Me, drinking alcohol?",24.028,10.682,"Me, drinking?",24.88,12.44,Have I been drinking?,28.574,12.703
1935,Has I had a chance to be a-drinkin’?”,Have I ever drunk alcohol?,11.787,4.956,"So, was there even an opportunity to drink?”",15.321,8.295,Have I had even a moment to drink?,19.39,10.729
1936,"“Well, then, what makes you talk so wild?”","- Uh, so why are you saying such strange things?",12.606,4.789,"“Okay, but then why are you saying such crazy things?”",14.551,7.769,"—Well, then, why do you say such strange things?",20.861,14.323
1937,“How does I talk wild?”,- How am I strange?,19.433,8.171,"“How crazy, man?”",25.575,15.207,—What strange things do I say?,19.206,7.81
1938,“How?,- What else could it be.,0.0,0.0,“How so?,57.735,34.668,—Which ones?,48.549,27.516
1939,"Why, hain’t you been talking about my coming back, and all that stuff, as if I’d been gone away?”",Why do you keep talking about things that make me feel like I'm coming back with all those weird things. It's as if I'm dead!,9.585,5.462,"You were talking about me coming back and other things, as if I didn't exist!”",13.151,9.205,"But you keep talking about how I've come back and all that, as if I had left...",15.694,11.841
1940,"“Huck—Huck Finn, you look me in de eye; look me in de eye.","- Huck, Huck Finn, look straight into my eyes. Look straight into my eyes.",10.321,5.401,"“Huck… Huck Finn, look me in the eye; look me in the eye.",41.664,36.414,"—Huck... Huck Finn, look me in the eyes, look me in the eyes.",19.569,14.83
1941,Hain’t you ben gone away?”,Did you go away?,25.208,15.849,Hadn't you already gone?”,27.483,16.341,Haven't you left?,17.946,8.973
1942,“Gone away?,- Gone?,48.549,27.516,“Leave?,42.888,30.327,—Me? Gone?,31.947,15.974
1943,"Why, what in the nation do you mean?","Strange, I don't understand what you mean by that?",17.408,9.425,"What do you mean, for God's sake?",26.709,18.886,"But, what the devil are you talking about?",19.305,10.553
1944,I hain’t been gone anywheres.,I haven't gone anywhere.,25.891,11.51,I haven't gone anywhere.,25.891,11.51,"I haven't gone anywhere, where would I go?",12.91,4.99
1945,Where would I go to?”,"And where would I go anyway? - No, listen to me.",26.197,19.675,Where would I go?”,59.855,51.151,"I haven't gone anywhere, where would I go?",35.93,27.776
1946,"“Well, looky here, boss, dey’s sumf’n wrong, dey is.",There must be something wrong.,6.052,2.544,"“Hey, look at the bull, boss, something strange is happening.",18.524,12.571,"—Well, look, boss, something's going on here.",18.255,12.63
1947,"Is I me, or who is I?",Am I really myself? Or who am I?,21.364,12.549,"Am I me, or who am I?",57.735,51.335,"Am I me, or who am I?",57.735,51.335
1948,"Is I heah, or whah is I?",Am I here or somewhere else?,15.972,6.495,"Am I in the bull, if not in the bull, where am I?",11.045,5.817,"Am I here, or who is the one that is here?",15.229,8.131
1949,Now dat’s what I wants to know.”,I want to know that.,19.692,11.709,This is what I need to know.”,44.632,35.495,That's what I want to know.,30.521,23.1
1950,"“Well, I think you’re here, plain enough, but I think you’re a tangle-headed old fool, Jim.”","- Oh, I thought you were here, completely intact, but I suppose you might be out of your mind or something, Jim",12.774,8.899,"""I think it's quite clear that you are here, but I must add that you are a completely confused fool, Jim.""",20.411,15.929,"—Well, I think you're here, no doubt, but I think you're an old crackpot.",23.153,18.246
1951,"“I is, is I?","- I'm here, right?",22.957,9.652,"“I am, right?",25.891,11.51,"—Ah, so you did?",22.957,9.652
