line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
97,They will have ten thousand pounds divided amongst them.,"They will have 10,000 pounds to share among themselves.",25.407,17.747,They will share ten thousand pounds among themselves:,27.422,19.969,They will have ten thousand pounds among the three of them.,51.566,46.925
98,"If they marry, they will be sure of doing well, and if they do not, they may all live very comfortably together on the interest of ten thousand pounds.""","If they get married, they will certainly be comfortable; if not, they can live very comfortably on the interest from 10,000 pounds.",16.34,13.084,"If they marry, even better; if they don't, they will live quite comfortably on the interest of ten thousand pounds.""",36.694,35.168,"If they marry, they will surely make a good match; and if they do not, they can live together very comfortably on the interest from the ten thousand pounds.",45.12,43.355
99,"""That is very true, and, therefore, I do not know whether, upon the whole, it would not be more advisable to do something for their mother while she lives, rather than for them—something of the annuity kind I mean.—","- You are absolutely right, which is why I'm not sure whether I should do something for their mother while she is still alive instead of for them; I mean the amount she receives periodically.",16.733,14.927,"""Exactly; therefore, I wonder if instead of the girls, I should do something for their mother as long as she is alive - like an annual income or something.""",13.335,11.271,"—Absolutely true, and, therefore, I don't know if, all things considered, it wouldn't be more advisable to do something for their mother while she is alive, rather than for them; something like an annual pension, I mean.",43.215,42.061
100,My sisters would feel the good effects of it as well as herself.,His sisters would be just as pleased as she is.,13.253,7.175,"""My sisters would feel the positive impact of this just as much as she would.""",27.978,23.288,My sisters would benefit from it as much as she would.,20.641,14.595
101,"A hundred a year would make them all perfectly comfortable.""",100 pounds a year would also make them completely comfortable.,25.855,18.723,"""A hundred pounds a year would make them all live quite comfortably.""""",41.535,37.239,A hundred pounds a year would keep them in perfect comfort.,24.384,17.242
102,"His wife hesitated a little, however, in giving her consent to this plan.","The wife hesitated a little, but in the end, she agreed to this plan.",41.773,37.709,"However, his wife hesitated a bit in approving this plan.",31.07,25.139,"His wife hesitated somewhat, however, in giving her approval to this plan.",57.192,54.012
103,"""To be sure,"" said she, ""it is better than parting with fifteen hundred pounds at once.","She said: - Of course, it's better than paying 1500 pounds all at once.",13.376,9.24,"""Of course,"" he said, ""it's better than saying goodbye to fifteen hundred pounds all at once.""",19.591,14.909,"—Anyway, he said—, it's better than parting with five hundred pounds all at once.",22.876,18.082
104,"But, then, if ms Dashwood should live fifteen years we shall be completely taken in.""","But hey, if Mrs. Daswood lives another 15 years, we will be completely trapped.",12.515,7.038,"But if Mrs. Dashwood lives for another fifteen years, it will still be the same for us.""",11.266,6.291,"But if Mrs. Dashwood lives fifteen more years, that will turn into an abuse.",8.911,3.307
105,"""Fifteen years!",- 15 years!,45.18,31.947,"""Fifteen years!",100.0,100.0,—Fifteen years!,49.196,39.432
106,"my dear Fanny; her life cannot be worth half that purchase.""","Dear Fanny, your life isn't worth half that amount!",19.616,13.978,"Dear Fanny, his life isn't worth even half of that money.""",16.738,9.552,"My dear Fanny, her life cannot be worth even half that amount.",45.583,40.016
107,"""Certainly not; but if you observe, people always live for ever when there is an annuity to be paid them; and she is very stout and healthy, and hardly forty.","- Certainly not, but if you notice, people always live longer when they receive an annuity; while she is still plump and healthy, not yet 40.",19.03,15.158,"""Not at all; but if you pay attention, people who receive annual income never seem to die; the woman is quite vigorous, full of life, and not even forty yet.",13.302,9.863,"—Of course not; but, if you notice, people always live forever when there is a pension involved; and she is very strong and healthy, and has barely turned forty.",33.562,31.141
108,"An annuity is a very serious business; it comes over and over every year, and there is no getting rid of it.","An annuity is a very serious matter, it must be paid regularly every year, there is no way to cancel it.",34.035,30.768,"Annual payment is a very serious matter; a year passes in a flash, it comes again, you can't escape it.",18.416,13.823,An annual pension is a very serious matter; it repeats year after year and there is no way to get rid of it.,34.571,31.208
109,You are not aware of what you are doing.,You are not fully aware of what you are doing.,73.337,70.169,You don't know what you're doing.,17.694,10.175,One does not realize what one is doing.,18.338,10.147
110,"I have known a great deal of the trouble of annuities; for my mother was clogged with the payment of three to old superannuated servants by my father's will, and it is amazing how disagreeable she found it.","I know there are many troubles caused by annuities; because my mother was burdened with the misery of having to pay for the old servants according to my father's will, and it was quite strange to see how upset she was about it.",19.922,17.591,I know how troublesome annual payments can be; you have no idea how my mother struggled when my father's will burdened her with paying annual salaries to three old retired servants.,8.056,5.429,"I have indeed known quite a bit about the problems that annual pensions bring, because my mother was bound by the obligation to pay them to three former retired servants, as my father had established in his will. It is incredible how unpleasant she found it.",12.579,9.669
111,"Twice every year these annuities were to be paid; and then there was the trouble of getting it to them; and then one of them was said to have died, and afterwards it turned out to be no such thing.","These payments are made twice a year; then there is the hassle of ensuring the money reaches them; then hearing that one of these people has passed away, only to find out it wasn't true.",6.701,3.783,"Salaries were paid twice a year; and there was the trouble of getting the money to them; then it was said that one of them had died, but it turned out that wasn't the case.",24.768,22.354,"Twice a year these pensions had to be paid; and, moreover, there was the problem of getting it to each one; then it was said that one of them had died, and later it turned out that it was not so.",25.995,23.614
112,My mother was quite sick of it.,My mother has grown very tired of this.,20.493,11.34,My mother was exasperated.,29.187,23.45,The whole matter made my mother sick.,23.357,13.135
113,"Her income was not her own, she said, with such perpetual claims on it; and it was the more unkind in my father, because, otherwise, the money would have been entirely at my mother's disposal, without any restriction whatever.","She says her income is not truly her own because of these endless payments. My father became more stringent, because if not, the money would be entirely at my mother's disposal, without any constraints.",26.139,24.489,"She used to say, when people are constantly asking for money, you can't be the master of your own money; of course, it was my father's thoughtlessness, because otherwise, the money would have been entirely at my mother's disposal.",30.296,28.765,"Her income was not her own, she said, with these perpetual demands; and it had been very inconsiderate of my father, because, otherwise, the money would have been completely at my mother's disposal, without any restriction.",62.326,61.639
114,"It has given me such an abhorrence of annuities, that I am sure I would not pin myself down to the payment of one for all the world.""",This has made me so averse to annuities that I don't want to be involved in them myself.,5.834,3.045,"This situation made me hate the concept of annual payments so much that I would never get involved in it in my life.""",7.95,4.542,"From there came my abhorrence of pensions, that I am sure I will never bind myself to the payment of one for anything in the world.",38.013,35.976
115,"""It is certainly an unpleasant thing,"" replied mr Dashwood, ""to have those kind of yearly drains on one's income.",Mr. Daswood replied: - It is indeed an unpleasant matter when our income is annually reduced by such expenses.,9.095,5.069,"""An unpleasant thing, of course,"" replied Mr. Dashwood, ""for one's income to go through a hole every year.",29.028,25.17,—It is indeed unpleasant —replied Mr. Dashwood— that every year a part of one's income slips away in that manner.,7.949,4.123
116,"One's fortune, as your mother justly says, is NOT one's own.","My mother was right, people have income that doesn't entirely belong to them.",9.252,3.459,"As mother rightly pointed out, one's wealth cannot truly belong to oneself.",11.308,4.247,"The assets one counts on, as your mother so rightly says, are not one's own.",34.16,29.55
117,"To be tied down to the regular payment of such a sum, on every rent day, is by no means desirable: it takes away one's independence.""","Being tied to paying such an amount, on every rent payment day, is truly troublesome: it makes people lose their autonomy.",17.175,13.352,"Having to regularly pay such an amount every rent day is not something one can endure; one's freedom is taken away.""",9.615,6.542,Being obliged to pay a sum like that regularly on fixed dates is not desirable at all: it deprives one of their independence.,8.359,4.776
118,"""Undoubtedly; and after all you have no thanks for it.",- Surely that's the case.,6.012,2.528,"""Undoubtedly; moreover, you don't even get a thank you in return.",16.452,11.115,"—Undoubtedly; and, after all, no one thanks you for it.",23.914,16.986
119,"They think themselves secure, you do no more than what is expected, and it raises no gratitude at all.","In the end, no one owes anyone anything. They think their lives are secure, assuming that what you do is nothing more than your duty, and they don't feel grateful to you.",8.354,4.847,"They feel secure, you are just doing what is expected, and this does not create any gratitude.",27.428,23.488,"They feel that they are entitled, you do no more than what is expected of you, and it does not awaken any gratitude.",40.011,37.637
120,"If I were you, whatever I did should be done at my own discretion entirely.","If I were you, any decision I make should be my own.",33.652,28.92,"If I were you, I would only do whatever I do based on my own decision.",31.246,26.46,"If I were in your place, for anything I did, I would be guided solely by my own judgment.",14.893,10.331
121,I would not bind myself to allow them any thing yearly.,I wouldn't bind myself to give them anything each year.,21.895,15.149,I wouldn't commit myself to making annual payments to them.,15.895,8.606,I would not commit to giving them anything every year.,21.895,15.149
122,"It may be very inconvenient some years to spare a hundred, or even fifty pounds from our own expenses.""","There might be a year when we struggle to spend 100, or even 50 pounds.",12.086,8.107,"In some years, it might be difficult to cut even a hundred or fifty pounds from our own expenses.""",43.914,40.79,"Some years it may be very inconvenient to part with a hundred, or even fifty pounds, taking it out of our own expenses.",49.866,47.729
123,"""I believe you are right, my love; it will be better that there should be no annuity in the case; whatever I may give them occasionally will be of far greater assistance than a yearly allowance, because they would only enlarge their style of living if they felt sure of a larger income, and would not be sixpence the richer for it at the end of the year.","- My love, I believe you are right; it might be better if we don't have to pay periodically. Any amount I occasionally spend on them will have greater support value than an annual amount, because they will only live more lavishly if they are certain of a large income, and by the end of the year, they won't be any richer.",17.792,16.287,"""You are absolutely right, my dear; in this situation, it would be better not to have an annual payment; whatever I give them occasionally would be much more beneficial than an annual salary, because if they are assured of a larger income, the first thing they would do is elevate their lifestyle; by the end of the year, they would not have a penny left.",19.401,17.836,"—I think you're right, my love; it would be better if there were no annual allowance in this case; whatever I can give them occasionally will be of much greater help than an annual allowance, because if they felt secure with a higher income, they would only elevate their lifestyle, and thus they would not be a penny richer at the end of the year.",33.082,32.036
124,It will certainly be much the best way.,There surely is a better way.,17.163,9.87,This is definitely the best way.,37.989,30.896,"Anyway, it will be for the best.",25.099,14.924
125,"A present of fifty pounds, now and then, will prevent their ever being distressed for money, and will, I think, be amply discharging my promise to my father.""","Occasionally giving them a sum of 50 pounds will help them avoid hardship, and I think this will be enough to help me keep my promise to my father.",20.676,18.053,"Giving fifty pounds occasionally prevents them from running out of money and certainly fulfills the promise I made to my father.""",14.472,12.04,"A gift of fifty pounds from time to time will prevent them from worrying about money matters, and I think it will fully settle the promise made to my father.",17.24,13.426
126,"""To be sure it will.",-I'm sure of it.,21.197,9.424,And how!,0.0,0.0,—Of course he will.,22.778,14.321
127,"Indeed, to say the truth, I am convinced within myself that your father had no idea of your giving them any money at all.","In fact, I firmly believe that your father never intended for you to give them money.",10.254,7.062,"To be honest, I have a belief that your father did not mean for you to give them money or anything like that.",11.095,7.538,"To tell the truth, I am intimately convinced that your father's idea was not at all for you to give them money.",22.629,18.931
128,"The assistance he thought of, I dare say, was only such as might be reasonably expected of you; for instance, such as looking out for a comfortable small house for them, helping them to move their things, and sending them presents of fish and game, and so forth, whenever they are in season.","I am certain that the support he had in mind was only to a certain extent; for example, finding them a small, comfortable house, helping them move, giving them fish you caught or game you hunted, depending on the season.",6.729,4.622,"I think the help he had in mind was the kind that could reasonably be expected from you; for example, finding them a small, comfortable house, helping them move, sending them meat and fish according to the season, and so on.",9.014,6.933,"I dare say the help he had in mind was what could reasonably be expected of you; for example, things like finding a small and comfortable house for them, helping them move their belongings, sending them some fishing and hunting presents, or something like that, whenever it's the season.",21.891,20.26
129,"I'll lay my life that he meant nothing farther; indeed, it would be very strange and unreasonable if he did.","I am sure that the old man had no other intentions; in fact, if he did, it would be strange and unreasonable.",22.503,17.847,I swear he didn't mean anything more; because it would be strange and unreasonable if he did.,34.845,32.14,"I would bet my life that he was thinking of no more than that; indeed, it would be quite odd and improper if he had intended anything else.",27.669,25.156
130,"Do but consider, my dear mr Dashwood, how excessively comfortable your mother–in–law and her daughters may live on the interest of seven thousand pounds, besides the thousand pounds belonging to each of the girls, which brings them in fifty pounds a year a–piece, and, of course, they will pay their mother for their board out of it.","""Dear Mr. Daswood, please consider how comfortably your stepmother and her daughters can live on the interest from £7000, plus £1000 for each daughter, giving each daughter £50, which they would naturally use to pay for their mother's housing.",9.429,7.286,"Just think, Mr. Dashwood, darling, with the interest from seven thousand pounds, your stepmother and her daughters would live in such great comfort, plus each girl has her own thousand pounds, from which they get fifty pounds each and of course give it to their mother for kitchen expenses.",12.69,10.027,"If not, think, my dear Mr. Dashwood, how comfortably your mother and her daughters can live on the interest of seven thousand pounds, plus the thousand pounds each of the girls have, which brings them fifty pounds annually per person; and, of course, from there they will pay their mother for her lodging.",42.633,41.657
131,"Altogether, they will have five hundred a–year amongst them, and what on earth can four women want for more than that?","All together, they would have £500 per year; what more could four women want?",11.891,8.214,"If you add it up, they have five hundred pounds a year; I mean, really, what more could four women do with that?",12.718,8.839,"Altogether they will have five hundred pounds annually, and what more could four women possibly need?",26.136,22.609
132,—They will live so cheap!,They would live with very low expenses!,16.516,6.567,-They will live very cheaply!,30.214,17.965,It will be so cheap for them to live!,19.305,10.553
133,Their housekeeping will be nothing at all.,House maintenance costs would be negligible.,16.649,6.77,What is it to run a house?,0.0,0.0,The maintenance of the house will be nothing.,26.97,19.071
134,"They will have no carriage, no horses, and hardly any servants; they will keep no company, and can have no expenses of any kind!","They would not have a carriage, no horses, scarcely any servants, no relatives living with them, and no such expenses at all!",21.087,17.571,"They have no carriages, no horses, no proper servants; there's no one with them; they can't spend a penny!",16.892,12.769,"They will have no carriages or horses, and almost no servants; they will not receive visitors, and what expenses will they have!",26.26,22.769
135,Only conceive how comfortable they will be!,Just think about how comfortably they would live!,16.037,6.275,Look how comfortable they will be!,72.521,70.14,Just think how well off they will be!,40.33,31.56
136,Five hundred a year!,£500 per year!,35.186,24.88,Five hundred a year!,100.0,100.0,Five hundred annually!,38.94,27.535
137,"I am sure I cannot imagine how they will spend half of it; and as to your giving them more, it is quite absurd to think of it.","I cannot imagine how they would spend even half of that amount; and then you give them more, it's truly absurd.",21.567,18.503,"I don't think they could even spend half of it; as for you giving them more, it's ridiculous to even think about it.",25.067,22.315,"I can't even imagine how they will spend even half of it; and as for giving them more, it is utterly absurd to think about it.",49.036,47.281
138,"They will be much more able to give YOU something.""","They have more than enough to give you a portion.""",24.384,17.242,"They should be giving to you instead.""",16.25,8.992,They will be in a much better position to give you something.,45.367,39.833
139,"""Upon my word,"" said mr Dashwood, ""I believe you are perfectly right.","Mr. Daswood said: Trust me, I think you are completely right.",12.739,7.237,"""Well,"" said Mr. Dashwood, ""you are absolutely right.",30.298,24.247,"—Upon my word —said Mr. Dashwood—, I believe you are absolutely right.",25.07,19.244
140,My father certainly could mean nothing more by his request to me than what you say.,"When he made the request, the father surely had no other intention than what you mentioned.",14.217,9.507,My father could not have asked more from me than what you have said.,24.939,18.949,"In any case, with his request, my father could only have meant what you pointed out.",13.046,7.536
141,"I clearly understand it now, and I will strictly fulfil my engagement by such acts of assistance and kindness to them as you have described.","Now I fully understand, and I will fulfill my responsibilities through the support and kindness you described.",16.745,12.69,Now I understand better; I will fulfill my commitment to them by helping and guiding them as you mentioned.,12.541,8.716,"It seems very clear to me now, and I will strictly fulfill my commitment with some assistance and kindnesses like the ones you have described.",32.444,29.615
142,When my mother removes into another house my services shall be readily given to accommodate her as far as I can.,"When my stepmother moves to another house, I will help her settle in as best as I can.",20.988,15.869,"When my mother moves to another house, I will give her all the support I can to settle in.",14.903,10.358,"When my mother moves to another house, I will be at her service in every way possible to accommodate her.",17.666,13.304
143,"Some little present of furniture too may be acceptable then.""",A few small pieces of furniture might also be acceptable for them.,16.103,9.238,"A small gift of furniture would also be reasonable at that time.""",14.883,8.493,"Perhaps at that time it would also be appropriate to give her a small gift, like some piece of furniture.",8.375,4.344
144,"""Certainly,"" returned ms John Dashwood.",Miss Dashwood responded: - That's right.,14.575,5.796,"""Of course,"" replied Mrs. John Dashwood.",25.766,18.36,—Of course —replied Mrs. Dashwood—.,12.136,4.935
145,"""But, however, ONE thing must be considered.","However, one thing needs to be considered.",41.774,34.565,"""But still, one thing must be kept in mind.",43.668,37.701,"But, nevertheless, there is one thing that must be taken into account.",16.72,9.782
146,"When your father and mother moved to Norland, though the furniture of Stanhill was sold, all the china, plate, and linen was saved, and is now left to your mother.","When his father and stepmother moved to Norland, although the furniture at Stanhill was sold off, every piece of dishware and bedding was kept and is now handed over to the mother.",20.13,15.986,"When your father and mother moved to Norland, although the furniture of Stanhill was sold, all the porcelain, silver, and bedding sets were preserved and now belong to your mother.",54.4,53.138,"When your father and mother moved to Norland, although they sold the furniture from Stanhill, they kept all the crockery, cutlery, and linens, which now belong to your mother.",37.354,35.37
147,"Her house will therefore be almost completely fitted up as soon as she takes it.""","Therefore, her new house will be almost fully furnished as soon as she moves in.",27.488,20.948,"So when she moves to her new home, everything will be complete.""",11.451,6.054,"And so, as soon as they move, they will have their house almost completely equipped.",16.416,11.306
148,"""That is a material consideration undoubtedly.",- Surely that is a practical consideration.,32.503,23.357,"""This must definitely be kept in mind.",14.491,5.67,"—Undoubtedly, that is a reflection of the utmost importance.",21.667,14.991
149,A valuable legacy indeed!,A truly valuable inheritance!,31.623,14.059,Truly a valuable inheritance!,37.606,23.644,"A valuable legacy, of course!",35.746,26.269
150,"And yet some of the plate would have been a very pleasant addition to our own stock here.""","And yet, we should have had the right to use some of these dishes.",11.32,6.406,"In fact, some of the silverware would make a nice addition to our own set.""",25.874,20.391,And part of the silverware would have been a very pleasant addition to ours here.,43.965,41.465
151,"""Yes; and the set of breakfast china is twice as handsome as what belongs to this house.","- Yes, the porcelain breakfast set is worth twice as much as the one we have in this house.",15.138,10.353,"""Yes indeed; the porcelain breakfast set is twice as nice as the one in this house.",20.354,15.425,—Yes; and the breakfast crockery is doubly more beautiful than that of this house.,17.434,13.196
152,"A great deal too handsome, in my opinion, for any place THEY can ever afford to live in.",I think it's too luxurious for any place they could afford to rent.,18.053,13.78,"Also, I would say it's too nice for the kind of house they could afford.",7.622,2.829,"Too beautiful, in my opinion, for the places where they can afford to live.",35.452,32.129
153,"But, however, so it is.","Well, we have to accept it.",18.278,7.268,But what can we do.,16.45,6.916,"But, anyway, that's the way it is.",28.574,20.557
154,Your father thought only of THEM.,Your father only thinks about them.,31.783,19.641,Your father only thought of them.,44.179,33.437,Your father only thought of them.,44.179,33.437
155,"And I must say this: that you owe no particular gratitude to him, nor attention to his wishes; for we very well know that if he could, he would have left almost everything in the world to THEM.""","I have to say this: you don't owe him anything, you don't need to think about his wishes; because we know very well that if he could, he would have left almost everything in this world to them.",42.016,40.538,"I must also add this: you owe your father no gratitude, you have no obligations to his requests, because, as you know, if he could, he would leave everything in the world to them.""",33.756,32.112,"And I must say this: you owe him no special gratitude, nor are you obliged to his wishes, because we well know that, if he could have, he would have left almost everything he owned in the world to them.",44.769,43.345
156,This argument was irresistible.,It is impossible to counter this argument.,21.736,12.223,These were irresistible observations.,28.574,12.703,This argument was irresistible.,100.0,100.0
157,"It gave to his intentions whatever of decision was wanting before; and he finally resolved, that it would be absolutely unnecessary, if not highly indecorous, to do more for the widow and children of his father, than such kind of neighbourly acts as his own wife pointed out.","It gave him the motivation that he had not been able to decide on until now. Finally, he firmly decided that it was completely unnecessary, if not improper, to help the widow and her children more than the level of support according to neighborly relations as his wife had outlined.",12.45,9.623,"They added a previously missing determination to Mr. John Dashwood's thoughts; and Mr. John Dashwood finally decided that doing more than the neighborly gestures his wife had pointed out for his father's widow and children would be, if not highly improper, certainly unnecessary.",12.312,9.504,"In it, John Dashwood found all the strength that he had previously lacked to carry out his intentions; and, finally, he decided that it would be completely unnecessary, if not entirely inappropriate, to do more for his father's widow and daughters than those gestures of good neighborliness that his own wife had suggested to him.",20.424,18.685
158,Chapter 3,Chapter 3,100.0,100.0,"They added a previously missing determination to Mr. John Dashwood's thoughts; and Mr. John Dashwood finally decided that doing more than the neighborly gestures his wife had pointed out for his father's widow and children would be, if not highly improper, certainly unnecessary.",0.0,0.0,CHAPTER III,70.711,50.0
159,"ms Dashwood remained at Norland several months; not from any disinclination to move when the sight of every well known spot ceased to raise the violent emotion which it produced for a while; for when her spirits began to revive, and her mind became capable of some other exertion than that of heightening its affliction by melancholy remembrances, she was impatient to be gone, and indefatigable in her inquiries for a suitable dwelling in the neighbourhood of Norland; for to remove far from that beloved spot was impossible.","Mrs. Dashwood stayed at Norland for several months. It was not because she did not want to leave when all the familiar scenes no longer moved her as intensely as before; for when her mind was at ease again and she had other concerns instead of nostalgic memories, she was eager to go, tirelessly inquiring about a suitable stable place in the Norland area; because she could not move far away from this beloved place.",7.934,6.12,"Mrs. Dashwood stayed at Norland for a few months, and although the images that had imprinted on her mind no longer evoked the same intense emotions after a while, it wasn't that she didn't feel the desire to move; on the contrary, as her spirits began to lift and she became able to engage with things other than sorrowful memories that only heightened her grief, she grew impatient to leave, and since it was impossible to move away from that beloved land, she embarked on a relentless search to find a suitable place in the vicinity of Norland.",8.607,6.692,"Mrs. Dashwood remained at Norland for several months, and it was not because she did not wish to leave once the places she knew so well ceased to evoke the violent emotion they had produced for a time; for when her spirits began to revive and her mind could engage in something other than intensifying her pain through sad memories, she became impatient to leave and tirelessly sought out some suitable residence in the vicinity of Norland, as it was impossible for her to go far from that beloved place.",21.775,20.65
160,"But she could hear of no situation that at once answered her notions of comfort and ease, and suited the prudence of her eldest daughter, whose steadier judgment rejected several houses as too large for their income, which her mother would have approved.","But she could not find any place that could meet her requirements for comfort and convenience, and that was suitable to the prudence of her eldest daughter, whose judgment steadfastly rejected several houses that were too large for their income, otherwise the mother would have accepted them. B",33.026,31.562,"However, she couldn't find a place that both met her desires for comfort and practicality and also suited the prudence of her eldest daughter, who persistently rejected several houses that she liked as being too large for their income.",29.013,27.435,"But no news came of places that simultaneously satisfied her notions of comfort and well-being and suited the prudence of her eldest daughter, who, with more sensible judgment, rejected several houses that her mother would have approved, considering them too large for their income.",43.184,41.923
161,"ms Dashwood had been informed by her husband of the solemn promise on the part of his son in their favour, which gave comfort to his last earthly reflections.","Mrs. Daswood had been informed by her husband about the solemn promise of his son, which had brought him relief after his final worldly thoughts.",27.636,24.858,"Mrs. Dashwood had learned of the meaningful promise her husband had received from his son, which had relieved him of his final worldly concerns.",10.341,6.093,"Mrs. Dashwood had been informed by her husband about the solemn promise made by her son in favor of her and her daughters, which had filled his last thoughts on earth with comfort.",27.166,24.721
162,"She doubted the sincerity of this assurance no more than he had doubted it himself, and she thought of it for her daughters' sake with satisfaction, though as for herself she was persuaded that a much smaller provision than 7000L would support her in affluence.","She did not doubt the sincerity of his promise to the extent that he doubted himself, and she was pleased to think that this would greatly help her children, although she believed that an amount less than 7000 pounds would be sufficient for her to live comfortably.",12.296,9.451,"She had no more doubt about the sincerity of this assurance than her husband had, and she welcomed it on behalf of her daughters, believing that even an income much less than seven thousand pounds would be more than sufficient for her.",16.379,13.87,"She did not doubt the sincerity of this commitment any more than the deceased had doubted it, and she felt great satisfaction regarding it, especially thinking about the well-being of her daughters; for her part, however, she was convinced that much less than seven thousand pounds as capital would allow her to live in abundance.",12.475,9.81
163,"For their brother's sake, too, for the sake of his own heart, she rejoiced; and she reproached herself for being unjust to his merit before, in believing him incapable of generosity.","She was also pleased with the affection of her husband's stepson, happy for his sentiments, and reproached herself for having been unfair to him before, thinking that he was not generous.",9.278,6.244,She was glad for the young man as their brother and for himself; she regretted not having previously acknowledged his goodness and for believing him to be lacking in generosity.,7.744,4.392,"She also rejoiced for her daughters' brother, for the kindness of that brother, and reproached herself for not having done justice to his merits before, by believing him incapable of generosity.",25.577,22.917
164,"His attentive behaviour to herself and his sisters convinced her that their welfare was dear to him, and, for a long time, she firmly relied on the liberality of his intentions.","His attentive attitude towards her and his sisters had convinced her that he cared about their well-being, and, over time, she firmly believed in his generous intentions.",21.022,16.952,"Seeing the close interest he showed in her and her daughters, she concluded that their well-being was important to him and firmly believed for a long time that he harbored generous thoughts.",15.101,11.298,"His attentive behavior towards her and her sisters convinced her that their well-being was dear to his eyes and, for a long time, she firmly trusted in the generosity of his intentions.",47.362,45.688
165,"The contempt which she had, very early in their acquaintance, felt for her daughter–in–law, was very much increased by the farther knowledge of her character, which half a year's residence in her family afforded; and perhaps in spite of every consideration of politeness or maternal affection on the side of the former, the two ladies might have found it impossible to have lived together so long, had not a particular circumstance occurred to give still greater eligibility, according to the opinions of ms Dashwood, to her daughters' continuance at Norland.","The disdain of the mother-in-law towards her daughter-in-law, which began from the moment they first met, grew heavier as she understood more about her personality over the half-year they lived together under one roof. Even considering the historical status of the daughter-in-law or the feelings of the mother, perhaps the two women would still feel they could not live together for such a long time, if not for a special circumstance that - according to the mother’s imagination - would create the legitimate conditions for her children to continue staying at Norland.",5.776,4.308,"At the beginning of their acquaintance, the coldness she felt towards her daughter-in-law only increased after living with her family for half a year and getting to know her character better; despite all of Mrs. Dashwood's kindness and motherliness, the two women might have found it impossible to live together for so long, but a situation arose where Mrs. Dashwood thought it was very important for her daughter to continue staying at Norland.",12.87,11.583,"The disdain that, very early in their relationship, she had felt for her daughter-in-law, increased considerably upon getting to know her character better after that half year of living with her and her family; and, perhaps, despite all the displays of courtesy and maternal affection that she had shown her, the two ladies would have found it impossible to live together for so long, had it not been for a particular circumstance that made the stay of her daughters at Norland more acceptable in Mrs. Dashwood's opinion.",19.133,18.01
166,"This circumstance was a growing attachment between her eldest girl and the brother of ms John Dashwood, a gentleman–like and pleasing young man, who was introduced to their acquaintance soon after his sister's establishment at Norland, and who had since spent the greatest part of his time there.","This situation is the increasingly close relationship between the eldest daughter of the lady and the brother of her sister-in-law, John Daswood, a pleasant and amiable young man, who was introduced to them shortly after his sister moved to Norland, and since then he has been a frequent visitor.",22.854,21.112,"The situation was the increasing closeness between her eldest daughter and Mrs. John Dashwood's brother; the young man was a gentlemanly, pleasant person; he had been introduced to them shortly after his sister settled in Norland, and since then he had spent most of his time there.",17.373,14.917,"This circumstance was a growing affection between her eldest daughter and the brother of Mrs. John Dashwood, a gentlemanly and pleasant young man who was introduced to them shortly after his sister's arrival at Norland and who had since spent a great deal of time there.",36.524,34.968
167,"Some mothers might have encouraged the intimacy from motives of interest, for Edward Ferrars was the eldest son of a man who had died very rich; and some might have repressed it from motives of prudence, for, except a trifling sum, the whole of his fortune depended on the will of his mother.","Some mothers would have certainly encouraged the two to be friendly with each other out of self-interest, because Edward Ferrars was the eldest son of a very wealthy deceased father; while others would have certainly restrained themselves out of caution, because his entire fortune, except for some trifling amounts, depended on his mother's will.",19.169,17.465,"Some mothers might encourage this closeness out of a sense of self-interest, because Edward Ferrars was the eldest son of a very wealthy deceased man; others might discourage it out of prudence, because except for a small amount, the young man's entire fortune was subject to his mother's will.",20.794,19.181,"Some mothers might have encouraged that intimacy out of interest, given that Edward Ferrars was the eldest son of a man who had died very rich; and others would have suppressed it out of prudence, since, except for a trivial sum, his entire fortune depended on his mother's will.",43.232,42.232
168,But ms Dashwood was alike uninfluenced by either consideration.,Opinions of any kind did not affect Mrs. Dashwood.,11.641,4.457,But Mrs. Dashwood was not influenced by either thought.,20.163,11.731,But none of these considerations weighed on Mrs. Dashwood.,12.883,4.932
169,"It was enough for her that he appeared to be amiable, that he loved her daughter, and that Elinor returned the partiality.","To her, if he had a charming character, if he loved her daughter, and if Elinor reciprocated, that was enough.",28.88,25.381,"The young man's charm, his apparent affection for her daughter, and Elinor's reciprocation of this interest were enough for her.",19.298,14.942,"It was enough for her that he seemed affable, that he loved her daughter, and that this affection was mutual.",56.974,55.504
170,"It was contrary to every doctrine of hers that difference of fortune should keep any couple asunder who were attracted by resemblance of disposition; and that Elinor's merit should not be acknowledged by every one who knew her, was to her comprehension impossible.","This went against all her preconceived notions that the disparity in wealth would cause every couple to part ways despite having compatible temperaments; and that Elinor's character would not be highly valued by those who knew her, which she believed was completely untrue.",15.068,12.666,"The idea that a difference in wealth could separate a couple brought together by similarity of temperament was contrary to all her beliefs; moreover, in her understanding, it was impossible for anyone who knew Elinor's virtues not to appreciate them.",8.412,5.726,It was contrary to all her beliefs that the difference in fortune should keep a couple attracted by the similarity of their natures apart; and that Elinor's merits were not recognized by those who knew her seemed inconceivable to her.,20.234,17.566
