en,es,tr,vi
"Sir John never came to the Dashwoods without either inviting them to dine at the park the next day, or to drink tea with them that evening. On the present occasion, for the better entertainment of their visitor, towards whose amusement he felt himself bound to contribute, he wished to engage them for both.","Sir John nunca llegaba a casa de las Dashwood sin invitarlas ya fuera a cenar en la finca al día siguiente, o tomar té con ellos esa misma tarde. En la ocasión actual, para distracción de su huésped a cuyo esparcimiento se sentía obligado a contribuir, quiso comprometerlos para ambos.",Sir John'un Dashvvoodlar'a gelip de onları ertesi gün Park'a yemeğe ya da o akşam çaya davet etmeden gittiği vaki değildi. Şimdi de misafirlerini daha iyi ağırlamalarına katkısı olsun diye onları hem yemeğe hem çaya davet etti.,"Ngài John không bao giờ thăm viếng gia đình Daswood mà không mời họ đến dùng bữa hôm sau, hoặc dùng trà vào tối hôm ấy. Vào dịp này, để anh khách được vui hơn và ông cũng vui vì có đóng góp, ông mời cả anh cùng đến."
"Such behaviour as this, so exactly the reverse of her own, appeared no more meritorious to Marianne, than her own had seemed faulty to her. The business of self–command she settled very easily;—with strong affections it was impossible, with calm ones it could have no merit. That her sister's affections WERE calm, she dared not deny, though she blushed to acknowledge it; and of the strength of her own, she gave a very striking proof, by still loving and respecting that sister, in spite of this mortifying conviction.","Tal comportamiento, tan exactamente opuesto al de ella, no le parecía a Marianne más meritorio que criticable le había parecido el propio. Del asunto del dominio sobre sí misma, dio cuenta con toda facilidad: si era imposible cuando los sentimientos eran fuertes, con los apacibles no tenía ningún mérito. Que los sentimientos de su hermana eran apacibles, no osaba negarlo, aunque le avergonzaba reconocerlo; y de la fuerza de los propios tenía una prueba incontrovertible, puesto que seguía amando y respetando a esa hermana a pesar de este humillante convencimiento.","Kendi davranışının tam tersi olan bu davranış Marianne'e kendi davranışının hatalı geldiğinden daha meziyetli gelmedi. Kendine hakim olma işini gayet kolay halletmişti -güçlü duygular olsa bu imkansız olurdu, sakin duygular olunca da zaten meziyet sayılmazdı. Ablasının duygularının sakin olduklarını inkar etmeye kalkışmıyordu, ama bunu kabul etmek yüzünü kızartıyordu; kendi duygularının gücü konusunda ise bu can sıkıcı inanca rağmen o ablayı hala severek ve ona saygı duyarak çok çarpıcı bir kanıt sunuyordu.","Đối với Marianne, tư cách này trái ngược hẳn với cô, có vẻ không đáng khen lắm cũng như tư cách của cô không khiếm khuyết lắm. Cô em xác định rất dễ dàng về tư cách tự kiềm chế: với tình cảm sâu đậm thì không đáng kiềm chế. Cô không chối cãi, nhưng đỏ mặt khi công nhận, là tình cảm của chị cô đúng là trầm tĩnh. Còn về nghị lực của riêng cô, cô cho thấy chứng cứ rõ ràng là cô vẫn yêu thương và tôn trọng chị mình."
"Mrs. Palmer, on the contrary, who was strongly endowed by nature with a turn for being uniformly civil and happy, was hardly seated before her admiration of the parlour and every thing in it burst forth.","La señora Palmer, por el contrario, a quien la naturaleza había dotado con la disposición a ser invariablemente cortés y feliz, apenas había tomado asiento cuando prorrumpió en exclamaciones de admiración por la sala y todo lo que había en ella.","Mrs Palmer ise, aksine, kibar ve hoşnut olma eğilimiyle donanmış biri olarak salona ve içindeki herşeye hayranlığını yağdırmaktan neredeyse fırsat bulup yerine oturamadı.","Ngược lại, cô vợ Palmer có tố chất vừa lịch sự vừa vui vẻ, và ngay khi ngồi xuống cô đã buột miệng ca ngợi hành lang và mọi vật."
"""Why should they ask us?"" said Marianne, as soon as they were gone. ""The rent of this cottage is said to be low; but we have it on very hard terms, if we are to dine at the park whenever any one is staying either with them, or with us.""","—¿Por qué tienen que invitarnos? —dijo Marianne apenas se marcharon—. El alquiler de esta casita es considerado bajo; pero las condiciones son muy duras, si tenemos que ir a cenar a la finca cada vez que alguien se está quedando con ellos o con nosotras.","""Niye bizi istesinler ki?"" dedi Marianne, onlar gider gitmez. ""Bu kulübenin kirasının düşük olduğu söyleniyor; ama onlara ya da bize her misafir geldiğinde Park'ta yemek yiyeceksek burayı çok ağır şartlarla tutmuşuz demektir.","Ngay sau khi họ ra về, Marianne than van: - Tại sao họ mời chúng ta? Tiền thuê nhà nghỉ mát này nói là thấp; nhưng ta thuê qua điều kiện ngặt nghèo nếu ta phải đi ăn với họ mỗi khi có bất kỳ ai đến chơi vơi họ, hoặc họ đến chơi với mình."
"""They mean no less to be civil and kind to us now,"" said Elinor, ""by these frequent invitations, than by those which we received from them a few weeks ago. The alteration is not in them, if their parties are grown tedious and dull. We must look for the change elsewhere.""","—No pretenden ser menos corteses y gentiles con nosotros ahora, con estas continuas invitaciones —dijo Elinor— que con las que recibimos hace unas pocas semanas. Si sus reuniones se han vuelto tediosas e insulsas, no son ellos los que han cambiado. Debemos buscar ese cambio en otro lugar.","""Bu sık davetlerle bize karşı kibar ve nazik olmaktan başka amaçlan yok,"" dedi Elinor; ""onlardan birkaç hafta önce aldığımız davetler nasılsa bunlar da öyle. Arkadaşlıklan sıkıcı ve donuk olduysa onlar değiştiklerinden değil. Değişimi başka yerde aramamız lazım.","Elinor nói: - Qua những lời mời thường xuyên này, họ không có ý kém lịch sự hoặc tử tế so với những lời mời vài tuần trước. Chính họ không thay đổi nếu những buổi họp mặt của họ trở nên nhọc nhằn và nhạt nhẽo. Ta phải tìm sự thay đổi nơi khác."
"""Oh, don't be so sly before us,"" said Mrs. Palmer; ""for we know all about it, I assure you; and I admire your taste very much, for I think he is extremely handsome. We do not live a great way from him in the country, you know. Not above ten miles, I dare say.""","—Ah, no disimule tanto con nosotros —dijo la señora Palmer—, porque le aseguro que sabemos todo al respecto; y admiro mucho su gusto, pues pienso que él es extremadamente apuesto. Sabe usted, no vivimos a mucha distancia de él en el campo; me atrevería a decir que a no más de diez millas.","""Hadi, bizim önümüzde böyle huysuzluk yapmayın,"" dedi Mrs Palmer; ""herşeyi biliyoruz çünkü, inanın; zevkinize de ziyadesiyle hayranım, çünkü ben de onu çok yakışıklı buluyorum. Köydeki yerimiz ondan çok uzak değil, biliyor musunuz. En fazla on mildir herhalde.","Cô Palmer nói: - Này, cô không nên kín đáo với chúng tôi, vì chúng tôi đã biết cả rồi, nói cho cô an tâm; và tôi rất ngưỡng mộ khiếu thẩm mỹ của cô, vì tôi nghĩ anh ấy vô cùng đẹp trai. Cô biết không, chúng tôi ngụ không cách xa anh ấy lắm, - tôi có thể nói không quá mười dặm."
"""Ay, you may abuse me as you please,"" said the good–natured old lady, ""you have taken Charlotte off my hands, and cannot give her back again. So there I have the whip hand of you.""","—Ya, ya, puede tratarme todo lo mal que quiera —exclamó con su habitual buen humor la señora Jennings—. Me ha sacado a Charlotte de encima, y no puede devolverla. Así es que ahora se desquita conmigo.","""Olsun, beni dilediğin gibi taciz edebilirsin,"" dedi iyi huylu ihtiyar hanım, ""Charlotte'u bir kere elimden aldın, bir daha da geri veremezsin ya. O yüzden senden daha iyi durumdayım.","- Được, anh có thể sỉ nhục tôi tùy thích, anh đã cướp Charlotte từ tay tôi và không thể trả nó lại. Vì thế tôi được tay trên so với anh."
"Elinor was not inclined, after a little observation, to give him credit for being so genuinely and unaffectedly ill–natured or ill–bred as he wished to appear. His temper might perhaps be a little soured by finding, like many others of his sex, that through some unaccountable bias in favour of beauty, he was the husband of a very silly woman,—but she knew that this kind of blunder was too common for any sensible man to be lastingly hurt by it.— It was rather a wish of distinction, she believed, which produced his contemptuous treatment of every body, and his general abuse of every thing before him. It was the desire of appearing superior to other people. The motive was too common to be wondered at; but the means, however they might succeed by establishing his superiority in ill–breeding, were not likely to attach any one to him except his wife.","Tras observarlo durante un breve lapso, Elinor no estaba tan dispuesta a darle a él crédito por ser tan genuina y naturalmente de mal talante y mal educado como deseaba aparecer. Puede que su temperamento se hubiera agriado algo al descubrir, como tantos otros de su sexo, que por un inexplicable prejuicio en favor de la belleza, se encontraba casado con una mujer muy tonta; pero ella sabía que esta clase de desatino era demasiado común para que un hombre sensato se sintiera afectado por mucho tiempo. Más bien era un deseo de distinción, creía, lo que lo inducía a ser tan displicente con todo el mundo y a su generalizado desprecio por todo lo que se le ponía por delante. Era el deseo de parecer superior a los demás. El motivo era demasiado corriente para que causara sorpresa; pero los medios, aunque tuvieran éxito en establecer su superioridad en mala crianza, no parecían adecuados para ganarle el aprecio de nadie que no fuera su mujer.","Elinor küçük bir gözlemden sonra adamın görünmek istediği kadar sahici ve tabii bir şekilde kötü huylu ya da densiz olduğunu kabul etmeye yanaşmadı. Türünün birçok başka örneği gibi güzellik lehine açıklanamaz bir tercih yüzünden çok aptal bir kadının kocası oluverdiğini farketmek mizacını acılaştırmış olabilirdi, -ama Elinor bu tür bir hatanın hiçbir makûl erkeğe ilelebet ızdırap vermeyecek kadar yaygın olduğunu biliyordu. Herkese yönelik küçümseyen davranışlarına ve önündeki herşeyi hor görmesine yol açan şeyin daha çok bir ayrıcalık dileği olduğunu düşündü. Başkalarından üstün görünme arzusuydu bu. Bu arzu da o kadar yaygındı ki şaşılacak yanı yoktu; ama densiz olmaktaki üstünlüğünü sağlamaya yarıyorlarsa da, kullandığı araçlar karısından başka kimseyi ona yakınlaştıracağa benzemiyordu.","Sau một ít quan sát, Elinor không thấy anh thật sự xấu tính hoặc thiếu gia giáo như anh muốn tỏ ra thế. Cũng như nhiều đàn ông khác, tính khí của anh có lẽ trở nên cáu kỉnh đôi chút khi nhận ra mình là chồng của một phụ nữ rất ngu xuẩn sau khi đã bị sắc đẹp người vợ thu hút một cách khó hiểu; nhưng vợ anh biết rằng tư cách như thế là quá thông thường cho bất kỳ người đàn ông nhạy cảm nào nên không thấy bị tổn thương lâu. Cô tin đây chỉ làm một ước muống độc đáo khiến anh khinh bỉ mọi người, sỉ nhục mọi thứ trước mắt anh. Đây là lòng khát khao muốn tỏ ra vượt trội người khác. Động lực quá thông thường nên không cần phải lấy làm lạ; nhưng tư cách thiếu lịch sự như thế không làm ai, trừ cô vợ, gần gũi được anh."
"""You surprise me very much. Colonel Brandon tell you of it! Surely you must be mistaken. To give such intelligence to a person who could not be interested in it, even if it were true, is not what I should expect Colonel Brandon to do.""","—Me sorprende usted mucho. ¡Que el coronel Brandon se lo contó! Con toda seguridad se equivoca usted. Dar tal información a una persona a quien no podía interesarle, incluso si fuera verdadera, no es lo que yo esperaría del coronel Brandon.","""Beni şaşırtıyorsunuz. Size Albay Brandon anlattı! Mutlaka yanılıyor olmalısınız. Böyle bir haberi o haberle ilgisi olamayacak birine vermek, doğru bile olsa, Albay Brandon'dan bekleyeceğim bir şey değil.","- Cô làm tôi ngạc nhiên hết sức. Đại tá Brandon nói cho cô biết! Hẳn là cô đã nhầm lẫn. Tôi không nghĩ người như Đại tá Brandon lại loan tin như thế cho một người không liên can, dù là tin chính xác."
"""Oh, no; but if mama had not objected to it, I dare say he would have liked it of all things. He had not seen me then above twice, for it was before I left school. However, I am much happier as I am. Mr. Palmer is the kind of man I like.""","—¡Oh, no! Pero si mamá no se hubiera opuesto a ello, diría que a él nada le habría gustado más. En ese entonces no me había visto más de dos veces, porque fue antes de que yo dejara el colegio. Pero soy mucho más feliz tal como estoy. El señor Palmer es exactamente la clase de hombre que me gusta.","""Yo hayır; ama annem itiraz etmeseydi bence o herşeyden çok isterdi bunu. O zaman beni sadece iki sefer görmüştü, çünkü ben okuldan ayrılmazdan önceydi. Mamafih, böyle de çok mutluyum. Mr Palmer tam hoşlandığım türden bir erkek.","- À, không; nhưng nếu mẹ không chống đối, tôi đoan chắc ông đã chấp nhận tất cả. Ông chỉ gặp tôi không quá hai lần, vì khi ấy tôi còn đang đi học. Tuy nhiên, giờ đây tôi được hạnh phúc hơn. Anh Palmer là mẫu người đàn ông mà tôi thích."
"""Do come now,"" said he—""pray come—you must come—I declare you shall come—You can't think how you will like them. Lucy is monstrous pretty, and so good humoured and agreeable! The children are all hanging about her already, as if she was an old acquaintance. And they both long to see you of all things, for they have heard at Exeter that you are the most beautiful creatures in the world; and I have told them it is all very true, and a great deal more. You will be delighted with them I am sure. They have brought the whole coach full of playthings for the children. How can you be so cross as not to come? Why they are your cousins, you know, after a fashion. YOU are my cousins, and they are my wife's, so you must be related.""","—Vengan ahora —les decía—, se lo ruego; deben venir... no aceptaré una negativa: ustedes sí vendrán. No se imaginan cuánto les gustarán. Lucy es terriblemente bonita, ¡y tan alegre y de buen carácter! Los niños ya están apegados a ella como si fuera una antigua conocida. Y las dos se mueren de deseos de verlas a ustedes, porque en Exeter escucharon que eran las criaturas más bellas del mundo; les he dicho que era absolutamente cierto, y mucho más. Estoy seguro de que a ustedes les encantarán ellas. Han traído el coche lleno de juguetes para los niños. ¡Cómo pueden ser tan esquivas y pensar en no venir! Si de alguna manera son primas suyas, ¿verdad? Porque ustedes son primas mías y ellas lo son de mi esposa, así es que tienen que estar emparentadas.","""Gelin hadi,"" dedi -""lütfen gelin -gelmelisiniz -geleceksiniz diyorum. -Onlardan ne kadar hoşlanacağınızı tahmin bile edemezsiniz. Lucy feci güzel, çok da iyi huylu ve cana yakın! Çocuklar şimdiden eteğine yapıştılar, eski bir akrabaymış gibi. İkisi de en çok sizi görmek istiyorlar, çünkü dünyanın en güzel yaratıkları olduğunuzu Exeter'de duydular; ben de onlara dedim ki hepsi doğru ve dahasını da dedim. Onlardan çok keyif alacaksınız eminim. Koca bir araba dolusu oyuncak getirdiler çocuklara. Nasıl gelmemek gibi bir aksilik yaparsınız? Onlar sizin de kuzenleriniz işte, bir bakıma. Siz benim kuzenimsiniz, onlar karımın, demek ki hısımsınız.","Ông bảo: - Hãy đến ngay bây giờ, xin vui lòng đến - các cô phải đến - tôi nhất quyết các cô sẽ đến. Các cô không thể biết tôi mến họ như thế nào. Lucy đẹp ghê gớm, lại còn vui vẻ và dễ mến! Bọn trẻ đã vây lấy cô ấy như thể cô là người quen lâu ngày. Cả hai đều mong mỏi được gặp các cô, vì ở Exeter họ đã nghe nói các cô là những thiếu nữ đẹp nhất trần đời. Tôi bảo họ đây là sự thật, và còn nhiều nữa. Tôi chắc chắn các cô sẽ vui với họ. Họ đã mang một xe đầy đồ chơi cho các đứa trẻ. Các cô có bực mình gì đâu mà không đến? Các cô biết không, hai người là chị em họ của các cô đấy, theo cách hiểu thời thượng. Các cô có quan hệ gia tộc với tôi, hai người kia có quan hệ với vợ tôi, nên tất cả các cô có quan hệ với nhau."
"""And here is my sweet little Annamaria,"" she added, tenderly caressing a little girl of three years old, who had not made a noise for the last two minutes; ""And she is always so gentle and quiet—Never was there such a quiet little thing!""","¡Y aquí está mi dulce Annamaria —agregó, acariciando tiernamente a una niñita de tres años que se había mantenido sin hacer ni un ruido durante los últimos dos minutos—. Siempre es tan gentil y tranquila; ¡jamás ha existido una chiquita tan tranquila!","""Ah işte benim biricik Annamaria'm,"" diye ekledi, son iki dakikadır ses çıkarmayan üç yaşındaki küçük kızı şefkatle okşayarak; ""Her zaman böyle narin ve usludur -Hayatta böyle uslu bebecik görülmemiştir!","Khi trìu mến vuốt ve một cô bé ba tuổi không làm ồn trong hai phút trước đấy, bà thêm: - Và đây là con bé Annamaria hiền dịu. Con bé này luôn hiền hòa và trầm lặng - không bao giờ có đứa nào trầm lặng như thế."
"""Yet I hardly know how,"" cried Marianne, ""unless it had been under totally different circumstances. But this is the usual way of heightening alarm, where there is nothing to be alarmed at in reality.""","—Aunque difícilmente puedo imaginármelo —exclamó Marianne—, a no ser que hubiera ocurrido en circunstancias muy diferentes. Pero ésta es la manera habitual de incrementar la alarma, cuando en realidad no hay nada de qué alarmarse.","""Nasıl olurdu bilmiyorum,"" diye haykırdı Marianne, ""bambaşka koşullar altında olmadıktan sonra. Ama bu korkuyu artırmanın olağan yoludur gerçekte korkacak bir şey olmadığı halde.","Marianne thốt lên: - Tôi không rõ lắm là đáng buồn ra sao, trừ khi tai nạn này nằm trong tình huống hoàn toàn khác biệt. Nhưng đây là cách thông thường để nâng cao mức báo động, khi mà trong thực tế không có gì đáng báo động cả."
"""Upon my word,"" replied Elinor, ""I cannot tell you, for I do not perfectly comprehend the meaning of the word. But this I can say, that if he ever was a beau before he married, he is one still for there is not the smallest alteration in him.""","—Le prometo —replicó Elinor— que no sabría decírselo, porque no entiendo bien el significado de la palabra. Pero esto sí puedo decirle: que si alguna vez él fue un galán antes de casarse, lo es todavía, porque no ha habido el menor cambio en él.","""İnanın,"" diye cevapladı Elinor, ""bunu söyleyemeyeceğim, çünkü kelimenin anlamını tam kavrayamıyorum. Ama şu kadarını söyleyebilirim ki, eğer evlenmeden önce çapkın idiyse hala öyledir çünkü içinde en ufak bir değişiklik olmadı.","Elinor đáp: - Thú thật, tôi không thể cho cô biết, vì tôi không hiểu rõ ý nghĩa của từ ngữ. Nhưng tôi có thể nói thế này: nếu anh ấy đã từng là trang công tử trước khi kết hôn, anh ấy vẫn là thế, vì anh không có thay đổi nào dù nhỏ nhặt nhất."
"""Indeed!"" replied Lucy; ""I wonder at that, for I thought you must have seen her at Norland sometimes. Then, perhaps, you cannot tell me what sort of a woman she is?""","¡Vaya! —replicó Lucy—. Qué curioso, pensaba que la debía haber visto alguna vez en Norland. Entonces quizá no pueda decirme qué clase de mujer es.","""Gerçekten mi!"" diye cevapladı Lucy; ""Buna şaşırdım, çünkü onu Norland'da birkaç kez görmüşsünüzdür sanıyordum. Öyleyse bana ne tür bir kadın olduğunu da söyleyemezsiniz?","Lucy đáp: - Thật à! Tôi thắc mắc, vì tôi nghĩ cô hẳn đã thỉnh thoảng gặp bà ở Norland. Thế thì, có lẽ cô nói cho tôi biết bà người như thế nào được không?"
"""I cannot bear to have you think me impertinently curious. I am sure I would rather do any thing in the world than be thought so by a person whose good opinion is so well worth having as yours. And I am sure I should not have the smallest fear of trusting YOU; indeed, I should be very glad of your advice how to manage in such an uncomfortable situation as I am; but, however, there is no occasion to trouble YOU. I am sorry you do not happen to know Mrs. Ferrars.""","—No soporto que me crea impertinentemente curiosa; daría cualquier cosa en el mundo antes que parecerle así a una persona como usted, cuya opinión me es tan valiosa. Y por cierto no tendría el menor temor de confiar en usted; en verdad apreciaría mucho su consejo en una situación tan incómoda como ésta en que me encuentro; no se trata, sin embargo, de preocuparla a usted. Lamento que no conozca a la señora Ferrars.","""Beni densizce meraklı bulmanıza dayanamam. Eminim düşüncesine sizin kadar değer verdiğim biri tarafından öyle düşünülmektense hayatta herşeyi yaparım. Eminim size güvenme konusunda en küçük bir korkum olmamalı; hatta böyle rahatsız bir durumda nasıl hareket etmem konusunda tavsiyenizi almaktan mutluluk duyarım; ama mamafih sizi sıkmak için bir sebep yok. Mrs Ferrars'ı tanımamanıza üzüldüm.","- Tôi không thể chịu được để cô nghĩ tôi tò mò vô phép tắc. Tôi thà làm bất cứ việc gì trên đời hơn là bị một người có ý kiến đáng lắng nghe như cô nghĩ về tôi như thế. Tôi chắc chắn không nên ngại tin tưởng cô. Thật thế, tôi sẽ rất vui được nghe ý kiến phải làm thế nào trong trường hợp khó khăn của tôi; tuy nhiên, không có cơ hội để làm phiền cô. Tôi tiếc cô không quen biết bà Ferrars."
"""I dare say you are, and I am sure I do not at all wonder at it. But if I dared tell you all, you would not be so much surprised. Mrs. Ferrars is certainly nothing to me at present—but the time MAY come—how soon it will come must depend upon herself—when we may be very intimately connected.""","—Supongo que sí le extraña, y debo decir que no me admira que así sea. Pero si osara explicarle, no estaría tan sorprendida. La señora Ferrars no es en realidad nada para mí en la actualidad..., pero puede que llegue el momento..., cuán pronto llegue, por fuerza depende de ella..., en que nuestra relación sea muy estrecha.","""Galiba öyle, inanın buna şaşırmadım. Ama size herşeyi anlatmayı göze alabilseydim o kadar şaşırmazdınız. Mrs Ferrars tabii halihazırda benim hiçbir şeyim değil, -ama olur da zamanı gelirse -ne zaman geleceği ona bağlı -gayet yakm bir ilişkimiz olabilir.","- Tôi đoan chắc cô ngạc nhiên, và tôi không thắc mắc gì. Nhưng nếu tôi dám nói hết với cô, cô sẽ không ngạc nhiên như thế. Hiện giờ bà Ferrars không là gì với tôi - nhưng có thể đến lúc - đến lúc nào là tùy thuộc nhiều vào bà ấy, khi chúng tôi có thể quan hệ rất mật thiết với nhau."
"""I have never been able,"" continued Lucy, ""to give him my picture in return, which I am very much vexed at, for he has been always so anxious to get it! But I am determined to set for it the very first opportunity.""","—Nunca he podido —continuó Lucy— darle a cambio mi retrato, lo que me fastidia enormemente; ¡él siempre ha querido tanto tenerlo! Pero estoy decidida a que me lo hagan en la primera oportunidad que tenga.","""Karşılığında,"" diye devam etti Lucy, ""ona benim resmimi veremedim ki buna çok üzülüyorum, çünkü her zaman çok istedi! Ama ilk fırsatta bir resim yaptırmaya kararlıyım.","Lucy tiếp: - Tôi chưa bao giờ có thể tặng anh ấy bức họa của tôi, và mãi bức rứt về việc này vì anh ấy luôn thiết tha muốn có! Nhưng tôi nhất quyết ngay khi có cơ hội sẽ ngồi làm mẫu cho họa sĩ vẽ."
"""I certainly did not seek your confidence,"" said Elinor; ""but you do me no more than justice in imagining that I may be depended on. Your secret is safe with me; but pardon me if I express some surprise at so unnecessary a communication. You must at least have felt that my being acquainted with it could not add to its safety.""","—En ningún momento he buscado ser su confidente —dijo. Elinor—, pero usted no me hace sino justicia al imaginar que soy de confiar. Su secreto está a salvo conmigo; pero excúseme si manifiesto alguna sorpresa ante tan innecesaria revelación. Al menos debe haber sentido que el enterarme a mí de ese secreto no lo hacía estar más protegido.","""Kesinlikle sırdaşınız olmaya çalışmadım,"" dedi Elinor; ""ama bana güvenebileceğinizi düşünürseniz hiç olmazsa bana haksızlık etmemiş olursunuz. Sırrınız bende güvende; ama böyle gereksiz bir konuşma karşısmda biraz şaşırdığımı ifade edersem beni mazur görün. Benim öğrenmiş olmamın en azından sırrın güvenliğini artırmayacağını hissetmiş olmalısınız.","Elinor nói: - Thật tình tôi không muốn tìm hiểu chuyện riêng tư của cô, nhưng cô nghĩ tôi quá quan trọng khi tưởng tượng rằng tôi có thể giúp đỡ. Tôi sẽ giữ kín bí mật của cô, nhưng xin thứ lỗi nếu tôi biểu lộ ít ngạc nhiên về cuộc trao đổi không cần thiết này. Ít nhất cô nên nghĩ rằng dù tôi biết rõ chuyện của cô, thì cũng không phương hại đến bí mật của cô."
Lucy directly drew her work table near her and reseated herself with an alacrity and cheerfulness which seemed to infer that she could taste no greater delight than in making a filigree basket for a spoilt child.,Lucy acercó su mesa de trabajo y se sentó a ella con una presteza y buen ánimo que parecían insinuar que su mayor placer era hacer una cesta de filigrana para una niña consentida.,Lucy hemen çalışma masasını yanına çekti ve şımarık bir çocuk için telkari sepet yapmaktan daha büyük keyif olamazmış gibi bir şevk ve neşe içinde işbaşı yaptı.,"Lucy tự mình kéo cái bàn đến gần, ngồi xuống với điệu bộ nhanh nhẩu và tươi tắn, như thể cho thấy không gì vui hơn là làm giúp đứa trẻ hư đốn một cái giỏ với hoa văn vàng bạc."
"""And yet I do assure you,"" replied Lucy, her little sharp eyes full of meaning, ""there seemed to me to be a coldness and displeasure in your manner that made me quite uncomfortable. I felt sure that you was angry with me; and have been quarrelling with myself ever since, for having took such a liberty as to trouble you with my affairs. But I am very glad to find it was only my own fancy, and that you really do not blame me. If you knew what a consolation it was to me to relieve my heart speaking to you of what I am always thinking of every moment of my life, your compassion would make you overlook every thing else I am sure.""","—Y, sin embargo, le aseguro —replicó Lucy, sus ojillos agudos cargados de intención—, me pareció percibir una frialdad y disgusto en su trato que me hizo sentir muy incómoda. Estaba segura de que se habría enojado conmigo; y desde entonces me he reprochado por haberme tomado la libertad de preocuparla con mis asuntos. Pero me alegra enormemente descubrir que era sólo mi imaginación, y que, usted no me culpa por ello. Si supiera qué gran consuelo, qué alivio para mi corazón fue hablarle de aquello en que siempre, cada instante de mi vida, estoy pensando, estoy segura de que su compasión le haría pasar por alto todo lo demás.","""Yine de sizi temin ederim,"" diye cevapladı Lucy, küçük keskin gözleri anlam dolu, ""davranışlarınızda beni rahatsız eden bir soğukluk ve memnuniyetsizlik var gibime geldi. Bana kızdığınızdan emindim; o zamandan beri kendimle kavga ediyordum sizi kendi dertlerimle bunaltma küstahlığı gösterdiğim için. Ama bunun sadece benim kuruntum olduğunu gördüğüm için memnunum. Hayatımın her anında düşündüğüm şeyden size bahsederek içimi rahatlatmak benim için nasıl bir teselli, bilseydiniz, acıma duygunuz eminim başka herşeyi görmezden gelmenizi sağlardı.","Đôi mắt sắc bén của Lucy mang đầy ẩn ý khi cô đáp: - Tuy thế, tôi đoan chắc cùng cô, với tôi dường như cô đã lạnh nhạt và phật ý khiến tôi không an tâm. Tôi nghĩ cô giận tôi, từ lúc ấy tôi đã tự dằn vặt vì đã tùy tiện làm phiền cô với chuyện riêng của tôi. Nhưng tôi rất vui thấy rằng đây chỉ là do tôi tưởng tượng và rằng cô thật tình không trách móc tôi. Nếu cô biết tôi đã được an ủi như thế nào khi mở rộng tâm tư để nói với cô về những gì tôi luôn suy nghĩ trong mọi khoảnh khắc của đời tôi, thì tôi tin sự cảm thông của cô sẽ giúp cô bỏ qua mọi chuyện khác."
"""Indeed, I can easily believe that it was a very great relief to you, to acknowledge your situation to me, and be assured that you shall never have reason to repent it. Your case is a very unfortunate one; you seem to me to be surrounded with difficulties, and you will have need of all your mutual affection to support you under them. Mr. Ferrars, I believe, is entirely dependent on his mother.""","—Ciertamente me es fácil creer que fue un— gran alivio para usted contarme lo que le ocurre, y puede estar segura de que nunca tendrá motivos para arrepentirse de ello. Su caso es muy desafortunado; la veo rodeada de dificultades, y tendrán necesidad de todo el afecto que mutuamente se profesen para poder resistirlas. El señor Ferrars, según creo, depende enteramente de su madre.","""Durumunuzu bana anlatmanın içinizi rahatlattığına elbette inanırım; emin olun bundan pişmanlık duymanız için hiçbir sebep yok. Durumunuz büyük talihsizlik; etrafınız zorluklarla dolu görünüyor; bunlara dayanabilmek için birbirinize olan tüm sevginize ihtiyacınız olacak. Mr Ferrars, sanırım tümüyle annesine bağımlı.","- Đúng thật, tôi có thể dễ dàng tin rằng cô sẽ được nhẹ nhõm rất nhiều khi trình bày hoàn cảnh của cô cho tôi nghe, và xin cô tin rằng cô sẽ không bao giờ có lý do để hối hận đã làm việc này. Trường hợp của cô thật là không may: đối với tôi dường như cô bị bao vây bởi nhiều khó khăn, và cô sẽ cần đến mọi niềm cảm thông hai chiều để hỗ trợ cô. Tôi tin rằng anh Ferrars hoàn toàn lệ thuộc vào mẹ anh."
