Single_ent,en,en_results,es,es_results,tr,tr_results,vi,vi_results,en_prompts_shuffled,en_prompts_shuffled_results,es_prompts_shuffled,es_prompts_shuffled_results,tr_prompts_shuffled,tr_prompts_shuffled_results,vi_prompts_shuffled,vi_prompts_shuffled_results
['dumbledore'],"Certainly Dumbledore returned to Godric’s Hollow at once, supposedly to “care” for his younger brother and sister. But how much care did he actually give them?","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","Así pues, Dumbledore regresó de inmediato a Godric's Hollow, presuntamente para cuidar de sus hermanos, ambos más jóvenes que él. Pero ¿es cierto que los cuidó?","""title"": ""Harry Potter y las Reliquias de la Muerte"",""author"": ""J.K. Rowling""","Elbette Dumbledore, Godric‘s Hollow‘a anında geri döndü, sözüm-ona kardeşlerine ""bakmak"" için. Ama onlara aslında ne kadar baktı.","""title"": ""Harry Potter and the Deathly Hallows"",""author"": ""J.K. Rowling""","Đương nhiên Dumbledore trở lại Thung lũng Godric ngay lập tức, để gọi là “chăm sóc” em trai và em gái. Nhưng cậu đã thực sự dành cho họ bao nhiêu sự chăm sóc?","""title"": ""Harry Potter và Bảo bối Tử thần"",""author"": ""J.K. Rowling""","Hollow returned much supposedly Godric’s how his once, he did Certainly at younger sister. to But give them? Dumbledore actually “care” care for to brother and","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","Hollow, cuidó? los regresó inmediato a jóvenes de Godric's hermanos, sus cuidar pues, presuntamente más Pero ¿es Así que él. cierto Dumbledore ambos para que de","""title"": ""Harry Potter and the Deathly Hallows"",""author"": ""J.K. Rowling""","anında ""bakmak"" Dumbledore, sözüm-ona Hollow‘a Godric‘s Elbette geri aslında kadar için. ne kardeşlerine döndü, onlara baktı. Ama","""title"": ""Harry Potter and the Deathly Hallows"",""author"": ""J.K. Rowling""","tức, cậu bao lũng sóc? sự cho trở lại để và sự nhiêu là trai Dumbledore gái. lập Godric em “chăm nhiên Thung sóc” Nhưng ngay em chăm Đương họ gọi dành thực đã","""title"": ""Harry Potter và Bảo bối Tử thần (Harry Potter and the Deathly Hallows)"",""author"": ""J.K. Rowling"""
"['albus dumbledore‘un', 'dumbledore', 'albus dumbledore']","And what ideas they were. Profoundly shocking though Albus Dumbledore’s fans will find it, here are the thoughts of their seventeen-year-old hero, as relayed to his new best friend. (A copy of the original letter may be seen on page 463.)","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","¡Y menudas ideas! Aunque causen una profunda conmoción a los admiradores de Albus Dumbledore, éstas eran las reflexiones de su héroe cuando tenía diecisiete años, tal como se las exponía a su gran amigo (la copia de la carta original está en la p. 463):","""title"": ""Harry Potter and the Deathly Hallows"",""author"": ""J.K. Rowling""","Ve bunlar ne fikirlerdi. Albus Dumbledore‘un hayranları çok şok edici bulacak olmalarına rağmen, işte on yedi yaşındaki kahramanlarının, yeni en yakın arkadaşına iletildiği haliyle düşünceleri. (Orijinal mektubun bir kopyası 463. sayfada görülebilir.","""title"": ""Harry Potter and the Deathly Hallows"",""author"": ""J.K. Rowling""","Mà những ý tưởng đó là gì? Những người ngưỡng mộ Dumbledore dù sao cũng sẽ thấy hết sức kinh hoàng, đây là tư tưởng của người anh hùng mười bảy tuổi, được chuyển tiếp cho người bạn ruột mới thân. (Một bản sao nguyên văn bức thư này có thể đọc ở trang 463.)","""title"": ""Harry Potter và Bảo bối Tử thần"",""author"": ""J.K. Rowling""","fans Albus may copy thoughts what the though his best on of original seventeen-year-old ideas the page And to 463.) be their it, they hero, friend. of letter relayed (A here new Profoundly seen Dumbledore’s will as find were. shocking are","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","de una las diecisiete menudas (la como profunda gran causen la en Albus años, los las Aunque p. la ideas! carta admiradores 463): copia amigo de a Dumbledore, original eran se está su exponía de cuando tal conmoción éstas reflexiones tenía su a ¡Y héroe","""title"": ""Harry Potter and the Half-Blood Prince"",""author"": ""J.K. Rowling""","edici düşünceleri. Ve hayranları haliyle görülebilir. bulacak Albus ne Dumbledore‘un bunlar yedi iletildiği yeni yakın 463. arkadaşına en fikirlerdi. (Orijinal sayfada kopyası şok bir kahramanlarının, mektubun on işte çok yaşındaki olmalarına rağmen,","""title"": ""Harry Potter and the Deathly Hallows"",""author"": ""J.K. Rowling""","Mà sao cho sao gì? sức ở hết 463.) những người bảy mộ chuyển tuổi, thấy tưởng nguyên hùng này tư người tưởng bạn mới thư là ruột đây người thân. ngưỡng được Những văn sẽ có ý mười bức kinh hoàng, Dumbledore thể tiếp bản anh là trang (Một đó của dù cũng đọc","""title"": ""Harry Potter series"",""author"": ""J.K. Rowling"""
['harry'],"His voice cracked with the strain, and they stood looking at each other in the whiteness and emptiness, and Harry felt they were as insignificant as insects beneath that wide sky.","""title"": ""The Snow Goose"", ""author"": ""Paul Gallico""","—La voz se le quebró de tanto forzarla. Se quedaron mirándose en medio de un paisaje blanco y desolado, y Harry sintió que eran tan insignificantes como dos insectos bajo la inmensidad del cielo.","""title"": ""Harry Potter y las Reliquias de la Muerte"",""author"": ""J.K. Rowling""","Sesi zorlanmayla çatladı ve beyazlık ve boşlukta birbirlerine bakarak durdular ve Harry, geniş gökyüzünün altında böcekler kadar önemsizlermiş gibi hissetti.","""title"": ""The Road"",""author"": ""Cormac McCarthy""","Giọng nó vỡ ra vì uất nghẹn, hai đứa nó đứng đó nhìn nhau trong cảnh trắng xóa và trống vắng, và Harry cảm thấy tụi nó cũng tầm thường như côn trùng dưới bầu trời bao la kia.","""title"": ""Harry Potter và Bảo bối Tử thần"",""author"": ""J.K. Rowling""","the voice emptiness, as they looking at each whiteness wide with stood cracked His that as and beneath strain, other insects felt they the and Harry were and insignificant sky. in","""title"": ""The Red Badge of Courage"", ""author"": ""Stephen Crane""","que se Harry eran como voz inmensidad y de tanto insignificantes quedaron la mirándose desolado, en tan bajo del medio le cielo. Se insectos un forzarla. y sintió paisaje —La blanco dos quebró de","""title"": ""The Old Man and the Sea"",""author"": ""Ernest Hemingway""","durdular ve Sesi gibi önemsizlermiş ve hissetti. kadar bakarak gökyüzünün birbirlerine zorlanmayla boşlukta beyazlık çatladı altında böcekler geniş Harry, ve","""title"": ""The Sound and the Fury"",""author"": ""William Faulkner""","kia. ra cũng nó trắng nhìn Harry côn và đứa nó thường cảnh nó đó thấy bầu vỡ trùng tầm hai trống la tụi nghẹn, xóa Giọng vắng, uất dưới đứng vì trong như cảm trời bao nhau và","""title"": ""Harry Potter and the Half-Blood Prince"",""author"": ""J.K. Rowling"""
['hermione'],"“Where are we?” he asked, peering around at the fresh mass of trees as Hermione opened the beaded bag and began tugging out the tent poles.","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""",—¿Dónde estamos? —preguntó él escudriñando un nuevo bosque mientras Hermione abría el bolsito para extraer los postes de la tienda.,"""title"": ""Harry Potter y las Reliquias de la Muerte"",""author"": ""J.K. Rowling""","""Nerdeyiz?"" diye sordu, Hermione boncuklu çantayı açıp çadır direklerine asılırken taze ağaç topluluklarına baktı.","""title"": ""Harry Potter ve Ölüm Yadigarları (Harry Potter and the Deathly Hallows)"",""author"": ""J.K. Rowling""","“Tụi mình đang ở đâu đây?” Nó hỏi, săm soi nhìn quanh đám cây mơn mởn trong khi Hermione mở cái túi xách hột cườm và bắt đầu lôi ra mấy cái cọc lều.","""title"": ""Harry Potter và Bảo bối Tử thần (Harry Potter and the Deathly Hallows)"",""author"": ""J.K. Rowling""","the beaded peering trees and at bag mass the the asked, opened tent he tugging began “Where as Hermione out poles. are of we?” fresh around","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""",los estamos? mientras para Hermione tienda. bosque extraer el un bolsito él nuevo escudriñando postes la abría de —¿Dónde —preguntó,"""title"": ""Harry Potter and the Deathly Hallows"",""author"": ""J.K. Rowling""","topluluklarına çantayı açıp çadır diye taze direklerine asılırken ağaç ""Nerdeyiz?"" boncuklu sordu, baktı. Hermione","""title"": ""Harry Potter and the Deathly Hallows"",""author"": ""J.K. Rowling""","mởn cái đầu cái đâu ở đây?” lều. đám soi ra hột Nó mơn săm túi hỏi, và bắt cây đang cọc trong mấy Hermione “Tụi xách mở khi lôi mình quanh nhìn cườm","""title"": ""Harry Potter and the Goblet of Fire"",""author"": ""J.K. Rowling"""
['harry'],"Every tiny movement seemed magnified in the vastness of the forest. Harry knew that it must be full of living creatures, but he wished they would all remain still and silent so that he could separate their innocent scurryings and prowlings from noises that might proclaim other, sinister movements. He remembered the sound of a cloak slithering over dead leaves many years ago, and at once thought he heard it again before mentally shaking himself. Their protective enchantments had worked for weeks; why should they break now? And yet he could no throw off the feeling that something was different tonight.","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","Cada pequeño movimiento parecía exagerado en la inmensidad de aquel paraje. Harry sabía que el bosque estaba lleno de seres vivos, pero le habría gustado que todos permanecieran quietos y callados para que él pudiese dife-renciar sus inocentes correteos y merodeos de otros ruidos que revelaran movimientos más inquietantes. Entonces recordó el sonido de una capa deslizándose sobre hojarasca, muchos años atrás, y al instante le pareció oírlo de nuevo, pero desechó ese pensamiento. Si los sortilegios protectores habían funcionado durante semanas, ¿por qué iban a fallar ahora? Sin embargo, percibía que esa noche había algo diferente.","""title"": ""Harry Potter y las Reliquias de la Muerte"",""author"": ""J.K. Rowling""","Her ufak hareket ormanın uçsuz bucaksız büyüklüğünde daha da büyütülmüş gibiydi. Harry yaşayan yaratıklarla dolu olduğunu biliyordu, ama hepsinin hareketsiz ve sessiz kalmasını diledi ki masum sincap koşuşturmalarını diğer sinsi hareketlerden ayırabilesin. Yıllar önce duyduğu ölü yaprakların üzerinde sürtünen pelerin sesini hatırladı ve anında tekrar duyduğunu sandı ve aklını sarstı. Koruyucu büyüleri haftalardır işe yaramıştı; neden şimdi kırılsın ki? Ama yine de bu gece bir şeylerin farklı olduğu hissini üzerinden atamıyordu.","""title"": ""Harry Potter and the Deathly Hallows"",""author"": ""J.K. Rowling""","Mọi động đậy cỏn con dường như đều được phóng đại lên trong cái mênh mông của khu rừng. Harry vẫn biết rừng ắt phải đầy sinh vật, nhưng nó cầu mong tất cả bọn chúng cứ nằm im và nín lặng để nó có thể tách biệt được những trò nhảy nhót nhộn nhạo và lảng vảng vô tư của chúng với những tiếng động có thể để lộ ra những hoạt động đầy tai họa khác. Nó nhớ lại âm thanh của một tấm áo choàng lướt trên đám lá mục cách đây nhiều năm, và ngay lập tức nó nghĩ nó lại nghe thấy âm thanh đó trước khi tự giũ bỏ âm thanh đó trong đầu. Bùa chú bảo vệ của tụi nó đã có hiệu lực suốt mấy tuần lễ; có lý do gì để bị giải trừ lúc này chứ? Vậy mà nó vẫn không thể gạt đi cái cảm giác có gì đó khác lạ trong đêm nay.","""title"": ""Harry Potter và Bảo bối Tử thần (Harry Potter and the Deathly Hallows)"",""author"": ""J.K. Rowling""","other, the sound remain dead no magnified thought he so tiny different weeks; the that that why that might of yet leaves throw slithering noises still he once sinister and remembered but had protective in again prowlings movements. could vastness and before movement heard shaking feeling they separate the their Harry at he silent many from should full Every innocent living mentally seemed now? scurryings could that enchantments proclaim was off a break himself. and would the over worked years all tonight. of Their they forest. be ago, for And creatures, he of knew must He something it cloak wished it","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","protectores atrás, que durante había aquel pensamiento. pareció recordó gustado una vivos, ¿por inquietantes. exagerado ruidos habían de que le dife-renciar habría revelaran oírlo pero sus muchos él esa sonido y movimiento de fallar correteos capa más embargo, y Cada el Harry movimientos instante sabía Si años que la Entonces Sin ese hojarasca, ahora? para y inmensidad semanas, inocentes nuevo, que sortilegios otros paraje. de bosque diferente. pero que pudiese noche percibía iban en seres permanecieran deslizándose a callados lleno desechó quietos parecía los de pequeño funcionado algo el sobre todos le al de qué estaba merodeos","""title"": ""The Turn of the Screw"",""author"": ""Henry James""","masum Her ölü kırılsın şimdi sessiz sincap hepsinin hareketsiz yine haftalardır hissini bir anında koşuşturmalarını ayırabilesin. daha diledi tekrar gibiydi. ki? işe bucaksız ormanın yaprakların sesini kalmasını neden yaratıklarla sandı üzerinde yaşayan biliyordu, ama bu da ki ufak büyüklüğünde Harry atamıyordu. olduğu yaramıştı; duyduğunu Koruyucu sürtünen uçsuz üzerinden dolu pelerin hareket aklını Yıllar olduğunu duyduğu hatırladı farklı büyüleri sarstı. ve büyütülmüş sinsi Ama hareketlerden şeylerin diğer gece ve önce de ve","""title"": ""Harry Potter and the Philosopher's Stone"",""author"": ""J.K. Rowling""","lại để lặng biết có áo Harry âm bỏ của nó tất có giác với tiếng giải lúc giũ vệ khi cái nay. chú rừng lễ; đại cầu trò tuần trừ nghĩ lý này những lảng được thể tức khác. âm im đám họa chúng đầy những của và lá nó của trong ra đều bảo có cái nhót Nó vẫn trong những nhộn mà năm, gì Bùa động nhớ con đậy lại lạ được thanh tụi động chúng thanh nhưng phóng nghe Vậy do lộ đầy đã suốt mấy sinh đây vẫn cách vảng và hiệu thấy trong nằm lướt thanh không đó bị cảm hoạt tự của gì đầu. động tai biệt vật, nó cứ thể lên để tấm nhạo nó trên đó bọn rừng. choàng để nhiều dường khu vô thể phải nó khác nó cả cỏn mong tách ắt có lực nín mông mênh có ngay gạt mục đêm lập đó trước và như Mọi tư âm chứ? đi nhảy một","""title"": ""Harry Potter và Hòn Đá Phù Thủy (Harry Potter and the Philosopher's Stone)"",""author"": ""J.K. Rowling"""
['harry'],"Something gleamed in the light of the wand, and Harry spun about, but all that was there was a small, frozen pool, its black, cracked surface glittering as he raised his wand higher to examine it.","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","Algo centelleó iluminado por la varita, y Harry se volvió rápidamente, pero lo único que vio fue una pequeña charca helada, cuya resquebrajada y negra superficie brilló cuando él levantó más el brazo para examinarla.","""title"": ""Harry Potter y las Reliquias de la Muerte"",""author"": ""J.K. Rowling""","Asasın ışığında bir şey parladı ve Harry döndü, ama orada olan tek şey ufak donmuş bir havuzdu, asasını incelemek için daha yükseğe kaldırırken siyah yüzü parlıyordu.","""title"": ""Harry Potter ve Ölüm Yadigarları (Harry Potter and the Deathly Hallows)"",""author"": ""J.K. Rowling""","Có cái gì đó lóe lên trong ánh sáng của cây đũa phép, và Harry quay phắt lại, nhưng chẳng có gì ngoài một cái hồ nhỏ đóng băng, mặt băng nứt nẻ lấp lánh khi nó giơ cây đũa phép cao hơn để xem xét.","""title"": ""Harry Potter và Bảo bối Tử thần"",""author"": ""J.K. Rowling""","the surface glittering examine pool, and cracked it. Harry all was the to in a there was small, spun he higher frozen black, raised its light that but wand, about, as his Something of gleamed wand","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","pero más y se único superficie rápidamente, vio él que lo negra y por charca brazo cuya levantó el iluminado pequeña centelleó resquebrajada una fue para helada, cuando examinarla. volvió Harry varita, Algo brilló la","""title"": ""Harry Potter and the Half-Blood Prince"",""author"": ""J.K. Rowling""","incelemek yüzü parladı şey Harry ışığında için ufak orada daha kaldırırken siyah tek yükseğe döndü, olan donmuş parlıyordu. asasını şey bir Asasın havuzdu, ama bir ve","""title"": ""Harry Potter and the Half-Blood Prince"",""author"": ""J.K. Rowling""","có lên trong lấp gì nhưng ngoài băng mặt cái hồ cao gì đó cái nứt nhỏ đóng và khi cây xét. đũa băng, hơn Harry quay sáng nó đũa nẻ ánh để lại, một chẳng cây giơ lánh lóe phép, Có phắt của phép xem","""title"": ""Harry Potter and the Goblet of Fire"",""author"": ""J.K. Rowling"""
"['harry‘nin', 'harry']","It cracked with a sound like a bullet in the silence. The surface of the pool broke and chunks of dark ice rocked on the ruffled water. As far as Harry could judge, it was not deep, but to retrieve the sword he would have to submerge himself completely.","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","El hielo se rajó con un sonido semejante a un balazo y resonó en el silencio; la superficie de la charca se rompió y algunos pedazos de hielo negruzco se mecieron en las ondulantes aguas. Harry calculó que no habría mucha profundidad, aunque para sacar de allí la espada tendría que sumergirse por completo.","""title"": ""Harry Potter y las Reliquias de la Muerte"",""author"": ""J.K. Rowling""","Sessizlikte bir kurşun sesi gibi çatırdadı. Havuzun yüzeyi kırıldı ve karanlık buz parçaları dalgalı suda sallandı. Harry‘nin kıyaslayabileceği kadarıyla derin değildi, ama kılıcı alabilmek için kendisini tamamen suya daldırmak zorundaydı.","""title"": ""Harry Potter ve Ateş Kadehi"",""author"": ""J.K. Rowling""","Mặt băng nứt ra tạo một tiếng vang như một phát đạn bắn trong im ắng. Mặt hồ bể rạn và những tảng băng nhấp nhô trên khối nước gợn sóng. Theo đánh giá của Harry thì hồ không sâu, nhưng để thu hồi thanh gươm thì nó sẽ phải lặn hẳn xuống đáy.","""title"": ""Harry Potter và Bảo bối Tử thần"",""author"": ""J.K. Rowling""","to was submerge pool in the Harry surface As dark a it sound and far rocked ice the with to of ruffled not broke silence. completely. would It have chunks of deep, the water. sword himself a on as like he retrieve The judge, could but bullet the cracked","""title"": ""Harry Potter and the Half-Blood Prince"", ""author"": ""J.K. Rowling""","la no sumergirse silencio; aunque por algunos ondulantes habría negruzco un aguas. profundidad, completo. de y se semejante El balazo de charca en a un y se que con rompió pedazos superficie tendría mucha calculó el la espada hielo rajó hielo allí sacar en la Harry sonido las de se mecieron que para resonó","""title"": ""Harry Potter and the Half-Blood Prince"",""author"": ""J.K. Rowling""","Sessizlikte çatırdadı. kılıcı kırıldı sesi suya kendisini daldırmak derin kıyaslayabileceği gibi parçaları alabilmek buz sallandı. değildi, Harry‘nin suda ve için tamamen dalgalı ama yüzeyi kurşun karanlık kadarıyla Havuzun zorundaydı. bir","""title"": ""Harry Potter and the Deathly Hallows"",""author"": ""J.K. Rowling""","và xuống thì hẳn đạn nó bắn Mặt thì trên như phải vang giá một trong đáy. thanh hồi hồ không để thu nước sẽ nhưng tảng ắng. gươm Harry tiếng hồ băng một nhấp tạo im đánh sâu, nhô bể phát ra băng nứt rạn lặn Theo những gợn của Mặt khối sóng.","""title"": ""Harry Potter and the Goblet of Fire"",""author"": ""J.K. Rowling"""
"['harry', 'harry‘de']",Harry had no strength to lift his head and see his savior's identity. All he could do was raise a shaking hand to his throat and feel the place where the locket had cut tightly into his flesh. It was gone. Someone had cut him free. Then a panting voice spoke from over his head.,"""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","Harry no tenía fuerzas para incorporarse y ver quién lo había salvado. Lo único que logró hacer fue acercarse una temblorosa mano al cuello y palparse la herida producida por el guardapelo. Al tocarse, comprobó que ya no llevaba la cadena; alguien la había cortado. Entonces una voz dijo entre resuellos:","""title"": ""Harry Potter y las Reliquias de la Muerte"",""author"": ""J.K. Rowling""","Harry‘de başını kaldırıp kurtarıcısının kim olduğunu görecek güç yoktu. Yapabildiği tek şey, titreyen elini boğazına götürmek ve madalyonun etini sıkıca kestiği yeri hissetmekti. Gitmişti. Biri kesip onu özgür bırakmıştı. Sonra başının üstündeki nefesli bir ses konuştu,","""title"": ""Harry Potter and the Deathly Hallows"",""author"": ""J.K. Rowling""",Harry không còn sức đâu để ngóc đầu lên và nhận dạng kẻ cứu mạng mình. Nó chỉ có thể giơ một bàn tay run rẩy lên cổ họng và sờ vào chỗ cái mặt dây chuyền đã cắt sâu vào da thịt nó. Cái vật đó không còn nữa. Ai đó đã cắt sợi dây chuyền giải thoát nó. Bỗng vang lên một giọng nói hổn hển ngay phía trên đầu nó.,"""title"": ""Harry Potter và Bảo bối Tử thần (Harry Potter and the Deathly Hallows)"",""author"": ""J.K. Rowling""",locket had flesh. All his Someone his was see It raise head. tightly a the cut could was over him gone. the hand had place feel cut no he lift to where panting free. Harry strength a spoke had his to throat head into identity. Then do and savior's shaking from and voice his his,"""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","incorporarse entre había una mano la alguien hacer cadena; llevaba no quién acercarse herida resuellos: ver guardapelo. tenía que voz dijo cortado. por la temblorosa comprobó Entonces palparse Lo fue único había una el tocarse, producida ya Harry la no y fuerzas y salvado. logró que lo Al al cuello para","""title"": ""Harry Potter and the Deathly Hallows"",""author"": ""J.K. Rowling""","Biri özgür ses görecek kestiği sıkıca şey, titreyen nefesli bir götürmek Yapabildiği tek başını kurtarıcısının kim hissetmekti. ve elini güç Harry‘de Gitmişti. madalyonun yoktu. kesip Sonra konuştu, üstündeki kaldırıp etini başının olduğunu yeri boğazına onu bırakmıştı.","""title"": ""Harry Potter and the Deathly Hallows"",""author"": ""J.K. Rowling""",bàn da dạng có dây không nhận cắt chuyền đó chỉ Bỗng vào lên vật nó. cổ vang nữa. chuyền còn và lên thoát đầu Harry rẩy đầu đâu ngay lên ngóc đã đó họng mặt một phía cái dây hển thể giải Cái vào cứu không và mình. sức cắt mạng run thịt Nó trên giơ sờ giọng Ai đã kẻ nó. sâu một sợi còn hổn để chỗ nó. nói tay,"""title"": ""Harry Potter and the Philosopher's Stone"",""author"": ""J.K. Rowling"""
"['tom riddle‘ın', 'tom riddle', 'tom ryddle']","Behind both of the glass windows within blinked a living eye, dark and handsome as Tom Riddle's eyes had been before he turned them scarlet and slit-pupiled","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","Tras cada una de las dos ventanitas de cristal que ha-bía dentro parpadeaba un ojo vivo, oscuro y hermoso como los de Tom Ryddle antes de que él los volviera rojos y con pupilas como rendijas.","""title"": ""Harry Potter y las Reliquias de la Muerte"",""author"": ""J.K. Rowling""","İçerideki iki cam pencerenin ardında yaşayan bir çift göz kapanıp açıldı, Tom Riddle‘ın gözlerini kırmızı ve dikey gözbebekli hale getirmeden önce olduğu gibi yakışıklı bir göz.","""title"": ""Harry Potter ve Sırlar Odası (Harry Potter and the Chamber of Secrets)"",""author"": ""J.K. Rowling""","Tiếng cuối cùng phát ra như một tiếng huýt gió và gầm ghè, và cái nắp bằng vàng của mặt dây chuyền mở bung ra kèm theo một tiếng cách nho nhỏ. Đằng sau cả hai khoang kiếng là một con mắt sống đang chớp chớp, đen và đẹp như mắt của Tom Riddle vốn có trước khi hắn biến chúng ra màu đỏ với con ngươi có vạch đứng.","""title"": ""Harry Potter và Hoàng Tử Lai (Harry Potter and the Half-Blood Prince)"",""author"": ""J.K. Rowling""","slit-pupiled had Tom and and of been he blinked turned eye, them as before glass eyes dark Riddle's the windows Behind handsome both scarlet within living a","""title"": ""Harry Potter and the Chamber of Secrets"", ""author"": ""J.K. Rowling""","pupilas de cristal Tras las y que un Tom los ojo ha-bía con de como dentro vivo, parpadeaba hermoso de oscuro rojos como rendijas. él de los una antes y volviera cada dos que Ryddle ventanitas","""title"": ""Harry Potter and the Chamber of Secrets"",""author"": ""J.K. Rowling""","çift hale açıldı, ardında gözlerini Riddle‘ın yaşayan iki bir göz. yakışıklı bir cam Tom kırmızı göz dikey ve İçerideki önce kapanıp gözbebekli gibi olduğu getirmeden pencerenin","""title"": ""Harry Potter and the Half-Blood Prince"",""author"": ""J.K. Rowling""","sống phát một như con ra màu đen gió chuyền nắp mắt ra của như ghè, mắt hắn Đằng dây huýt Riddle chớp Tom kiếng chúng mở với một tiếng đỏ cái vốn sau mặt đứng. vạch biến kèm Tiếng có khi là theo cách gầm một có cả và trước cùng ngươi tiếng cuối chớp, đang đẹp của và con ra hai và nho bung bằng vàng khoang nhỏ.","""title"": ""Harry Potter và Chiếc Cốc Lửa (Harry Potter and the Goblet of Fire)"",""author"": ""J.K. Rowling"""
['ronald weasley'],"“I have seen your dreams, Ronald Weasley, and I have seen your fears. All you desire is possible, but all that you dread is also possible....”","""title"": ""Harry Potter and the Chamber of Secrets"", ""author"": ""J.K. Rowling""","¡Clávasela! —He visto tus sueños y tus miedos, Ronald Weasley. Todo cuanto deseas es posible, pero también todo lo que temes es posible...","""title"": ""Harry Potter and the Deathly Hallows"",""author"": ""J.K. Rowling""","""Hayallerini gördüm, Ronald Weasley ve korkularını gördüm. Arzuladıklarının hepsi mümkün, ama korktuklarının hepsi de mümkün...","""title"": ""Harry Potter and the Philosopher's Stone"",""author"": ""J.K. Rowling""","“Tao đã thấy những giấc mơ của mày, Ronald Weasley à, và tao đã thấy nỗi sợ của mày. Tất cả khát vọng của mày đều có thể thực hiện, nhưng tất cả những điều mày sợ cũng có thể…”","""title"": ""Harry Potter và Chiếc Cốc Lửa"",""author"": ""J.K. Rowling""","seen have Ronald is dread you you fears. have and “I is your possible....” possible, desire dreams, your All that also seen Weasley, I all but","""title"": ""Harry Potter and the Philosopher's Stone"", ""author"": ""J.K. Rowling""","pero tus Ronald es deseas visto miedos, posible... temes posible, cuanto es sueños y Weasley. lo Todo todo que —He también tus ¡Clávasela!","""title"": ""Harry Potter and the Prisoner of Azkaban"",""author"": ""J.K. Rowling""","hepsi Weasley mümkün, Arzuladıklarının Ronald gördüm. korkularını ve de korktuklarının ""Hayallerini gördüm, ama mümkün... hepsi","""title"": ""Harry Potter and the Philosopher's Stone"",""author"": ""J.K. Rowling""","Tất đã thể…” điều thấy mày nhưng đã những những nỗi cả thể à, sợ có giấc đều của tao của và Weasley cả “Tao thực cũng sợ của mày. mày, mơ khát tất có thấy vọng hiện, Ronald mày","""title"": ""Harry Potter và Chiếc Cốc Lửa (Harry Potter and the Goblet of Fire)"",""author"": ""J.K. Rowling"""
