Single_ent,en_masked,es_masked,tr_masked,vi_masked,en_masked_shuffled,es_masked_shuffled,tr_masked_shuffled,vi_masked_shuffled
['jessica'],"[MASK] put her weight on the wheel. It turned left and the inner door opened. A gentle draft feathered her cheek, stirred her hair. She felt change in the air, a richer taste. She swung the door wide, looked through into massed greenery with yellow sunlight pouring across it.","[MASK] empujó el volante con todo su peso. Se ladeó hacia la izquierda y la puerta se abrió. Una ligera brisa rozó su mejilla, acariciando sus cabellos. Notó un cambio en el aire, un olor más intenso. Abrió totalmente la puerta, descubriendo una masa de vegetación iluminada por una luz dorada.","[MASK] yuvarlak kola ağırlığını verdi. Kolu sola çevirince iç kapı açıldı. İçeriden gelen hafif bir esinti yanağını okşayıp saçını dalgalandırdı. İçerideki havanın daha taze olduğunu fark etti. Kapıyı ardına kadar açınca, içeride sarı gün ışığıyla aydınlanan yemyeşil, gür bitkiler gördü.","[MASK] tì sức nặng thân mình lên cái bánh xe. Nó quay sang trái và cánh cửa trong mở ra. Một làn gió nhẹ mơn man má nàng, vuốt ve mái tóc nàng. Nàng cảm thấy sự thay đổi trong không khí, một mùi vị phong phú hơn. Nàng mở toang cửa, ánh mắt hướng vào một nhà kính trồng cây rộng lớn tràn ngập nắng vàng.","with door on and it. the inner [MASK] opened. air, taste. yellow put feathered gentle into door weight stirred A looked left felt her in turned through hair. the sunlight wide, the her draft pouring swung richer massed change wheel. She a her greenery cheek, It She the across","olor rozó cabellos. iluminada mejilla, sus aire, totalmente más ladeó Una con puerta, abrió. el su la volante un la una Se el ligera Abrió intenso. empujó [MASK] se todo Notó su brisa de por vegetación un luz acariciando dorada. y izquierda puerta peso. hacia masa en descubriendo cambio la una","İçeriden esinti sarı kadar kapı gür bitkiler etti. açınca, havanın fark daha aydınlanan içeride taze İçerideki olduğunu saçını çevirince verdi. iç hafif Kolu yemyeşil, gün yanağını ardına okşayıp Kapıyı gelen ışığıyla yuvarlak gördü. bir açıldı. dalgalandırdı. ağırlığını sola [MASK] kola","nàng, sức khí, cửa, hơn. Nàng thân mùi trái cánh rộng thay má nhà phong một hướng nặng mở đổi tóc mình lên cái trong cây làn ngập Nàng nhẹ sang ra. man và ánh Nó không ve [MASK] cửa kính tràn phú nắng mắt thấy cảm vuốt mái vào Một quay tì nàng. trồng xe. trong toang gió mở lớn bánh vị mơn sự vàng. một"
['jessica'],"[MASK] sent herself through the quick sense-clearing regimen, began a methodical inspection of the room’s perimeter. It appeared to be about ten meters square. From its placement above the end of the hall and from subtle differences in construction, she guessed it had been added onto the roof of this wing iong after the original building’s completion.","[MASK] se situó en estado de percepción acrecentada, e inició una inspección metódica del perímetro de la habitación. Parecía tener unos diez metros de lado. Por su situación en el extremo del vestíbulo y algunas sutiles diferencias en su construcción, dedujo que había sido añadida a aquella ala del edificio mucho tiempo después de la construcción original.","[MASK] algılarını açmaya odaklandıktan sonra, odayı yöntemli bir şekilde incelemeye başladı. Oda on metrekare kadardı. [MASK] odanın koridorun sonunda bulunmasından ve mimarisindeki ufak tefek farklılıklardan yola çıkarak, bu kanadın çatısına orijinal binanın tamamlanmasından çok sonra eklenmiş olduğunu tahmin etti.","[MASK] tiến hành nhanh thủ tục thanh lọc giác quan, bắt đầu xem xét cẩn thận chu vi căn phòng. Nó rộng cỡ mười mét vuông. Xét vị trí của nó nằm trên một đầu đại sảnh, cũng như xét những khác biệt tinh tế trong kết cấu, nàng đoán người ta xây thêm nó lên trên nóc chái nhà này sau khi tòa nhà chính đã được hoàn tất từ lâu.","end roof construction, it the of differences completion. had above guessed meters room’s and placement been wing It its appeared after in From to of subtle perimeter. iong be a this the sent onto the about methodical sense-clearing the added the [MASK] inspection of quick from the she building’s herself ten square. regimen, original through began hall","una la acrecentada, que original. [MASK] tener edificio en Parecía habitación. algunas se metódica de metros del la situación a su construcción de diferencias el en inició y construcción, añadida percepción su unos de del sido tiempo aquella en mucho e de dedujo lado. había diez Por perímetro situó del después extremo ala sutiles inspección vestíbulo estado","tamamlanmasından odaklandıktan çıkarak, bir Oda tahmin çok incelemeye etti. on [MASK] [MASK] bu farklılıklardan başladı. kadardı. ve olduğunu odanın mimarisindeki metrekare ufak yola şekilde yöntemli tefek orijinal eklenmiş sonra binanın algılarını kanadın açmaya bulunmasından sonunda çatısına odayı sonra, koridorun","mười này được vi giác Xét đầu tiến hoàn quan, xây biệt tục nhanh chái nóc Nó lên đoán sảnh, từ trên đại khi đã chu cũng cẩn tế trí nó trên rộng cấu, phòng. xét ta tòa cỡ tất thêm nằm nàng một nhà như của lâu. vuông. sau những thủ kết căn tinh [MASK] trong hành thận thanh chính lọc nhà xét vị khác xem nó mét đầu bắt người"
['leto'],"She recalled the report that many Arrakeen houses were sealed by airlock doors and windows to conserve and reclaim interior moisture. [MASK] had said it was a deliberate statement of power and wealth for this house to ignore such precautions, its doors and windows being sealed only against the omnipresent dust.","Recordó el informe acerca de que muchas casas de Arrakeen tenían selladas puertas y ventanas con compuertas estancas a fin de conservar y condensar la humedad interna. [MASK] había dicho que, como deliberada declaración de poder y riqueza, aquella casa ignoraba tales precauciones. Puertas y ventanas estaban selladas únicamente contra el omnipresente polvo.","Arrakeen’deki birçok evde, içerideki nemi korumak ve geri kazanmak için hava geçirmez kapılar ve pencereler kullanıldığını okuduğunu anımsadı. [MASK] bu evde böyle tedbirler alınmamasının bilinçli olduğunu, evin sahiplerinin gücünü ve zenginliğini sergilediğini söylemişti; kapılar ve pencereler toz girmesin diye kapalı tutuluyordu o kadar.","Nàng nhớ lại bản báo cáo cho biết nhiều ngôi nhà ở Arrakeen phải đóng kín mọi cửa chính và cửa sổ bằng khóa khí để bảo quản và tái chế độ ẩm trong nhà. [MASK] nói rằng chủ nhân của ngôi nhà này cố ý không thèm đếm xỉa đến sự phòng xa đó, mọi cửa chính và cửa sổ trong nhà đóng lại chỉ để chống thứ bụi có mặt khắp nơi kia, bằng cách đó họ tuyên bố về quyền lực và sự giàu sang của họ.","ignore of were interior omnipresent by had its it and dust. She precautions, statement such report and this moisture. reclaim many power and houses being doors Arrakeen airlock windows for said only windows to conserve wealth a that deliberate was against sealed to recalled doors the sealed [MASK] the house and","declaración interna. conservar precauciones. poder había y humedad como de que estancas de condensar aquella únicamente fin casa puertas Puertas contra ignoraba ventanas de el compuertas de con y estaban casas y tales Recordó informe omnipresente [MASK] la acerca Arrakeen a selladas muchas dicho y riqueza, que, deliberada el polvo. tenían selladas ventanas","o zenginliğini anımsadı. kadar. alınmamasının evin sahiplerinin böyle olduğunu, nemi evde, birçok ve içerideki korumak evde girmesin ve toz Arrakeen’deki tedbirler geçirmez okuduğunu geri kapılar [MASK] için diye hava tutuluyordu kapılar kullanıldığını söylemişti; bilinçli ve gücünü ve kapalı pencereler kazanmak bu sergilediğini pencereler","bảo chính có sổ và cho cửa cửa chỉ để bằng xỉa đó chủ khí lực sự cửa [MASK] nhân thứ quản đếm độ họ về đến bố sự ngôi kia, quyền cố đóng nhà. trong để Arrakeen phòng họ. báo mọi cửa nhà rằng nơi chính nhiều khắp chế lại đó, ở phải biết và và bằng này bản không tái của nhớ đóng ẩm chống bụi khóa Nàng nhà kín thèm của cách mọi ngôi sổ mặt trong tuyên và lại nhà ý sang nói cáo giàu xa"
['jessica'],"[MASK] felt the back of the note, rubbed the surface for coded dots. Nothing. The edge of the pad came under her seeking fingers. Nothing. She replaced the pad where she had found it, feeling a sense of urgency.","[MASK] pasó las yemas de sus dedos por encima del bloc, buscando perforaciones en clave. Nada. Inspeccionó el borde con los dedos. Nada. Volvió a dejarlo donde lo había hallado, sintiendo una sensación de urgencia.","[MASK] not defterinin arkasına baktı, sonra da yüzeyinde kabartılar olup olmadığını anlamak için parmaklarını gezdirdi. Hiçbir şey bulamadı. Not defterini aldığı yere bırakırken kaygılıydı.","[MASK] sờ vào mặt sau bức thư, chà xát mặt giấy để tìm những chấm mật mã. Không có gì. Nàng tìm kiếm cả ở mép giấy. Không có gì. Nàng đặt lại tờ giấy vào nơi đã tìm thấy nó, cảm thấy sự cấp bách.","Nothing. found of under had edge a the she back Nothing. felt pad came dots. seeking note, the sense feeling where of rubbed surface fingers. the replaced urgency. She of pad the for coded her the it, [MASK] The","dedos clave. de el una yemas los del borde a buscando dejarlo urgencia. sintiendo las hallado, lo por donde Inspeccionó encima Nada. Volvió sus [MASK] perforaciones con pasó en había dedos. bloc, Nada. sensación de","olmadığını aldığı olup bulamadı. da parmaklarını arkasına kaygılıydı. sonra defterinin bırakırken yere Not kabartılar baktı, Hiçbir defterini gezdirdi. anlamak yüzeyinde için [MASK] şey not","có Nàng Nàng kiếm [MASK] giấy. giấy Không gì. tìm thấy tìm gì. chấm cả những giấy tìm thấy mép chà mặt có Không sờ mật mã. ở vào đã mặt để xát thư, đặt vào bức sau nó, tờ cảm lại bách. sự nơi cấp"
['jessica'],"But [MASK] remained inwardly tense, thinking: A hunter-seeker! Merciful Mother! It took all her training to prevent a fit of hysterical trembling.","Pero [MASK] siguió tensa, pensando: ¡Un cazador-buscador! ¡Madre Misericordiosa! Tuvo que acudir a todo su adiestramiento para reprimir un temblor histérico.",Ama [MASK] içten içe hâlâ gergindi; Bir arayıcı-avcı! diye düşündü. Yüce Ana aşkına! İsteri krizine girip zangır zangır titremiyorsa bunu ancak aldığı eğitime borçluydu.,"Nhưng trong thâm tâm, [MASK] vẫn thấy căng thẳng, nàng nghĩ: Tiểu ma đao! Ôi Đức mẹ nhân từ! Phải vận hết vốn liếng đã được đào tạo, [MASK] mới có thể ngăn cơn run rẩy cuồng loạn.","It a Mother! fit inwardly took hunter-seeker! [MASK] training her A prevent remained of tense, all to Merciful trembling. hysterical thinking: But","un acudir para adiestramiento Misericordiosa! ¡Un tensa, cazador-buscador! a todo que ¡Madre reprimir Pero siguió histérico. temblor pensando: su [MASK] Tuvo",aldığı krizine Ana [MASK] düşündü. gergindi; ancak titremiyorsa girip borçluydu. zangır aşkına! içten hâlâ zangır arayıcı-avcı! içe Ama Yüce diye eğitime Bir bunu İsteri,"tạo, có rẩy hết ngăn mới được từ! đao! vận run ma [MASK] cơn Nhưng nghĩ: liếng thể cuồng căng Phải vẫn thấy nàng tâm, Tiểu Ôi trong đã vốn Đức thâm đào thẳng, [MASK] nhân mẹ loạn."
['leto'],"[MASK] spoke impatiently: “Then use your own discretion in particular cases. Just remember that the treasury isn’t bottomless. Hold it to twenty per cent whenever you can. We particularly need spice drivers, weather scanners, dune men—any with open sand experience.”","—Entonces utiliza tu propia discreción en cada caso particular —dijo [MASK] impacientemente—. Pero recuerda que el tesoro no es un pozo sin fondo. Manténte dentro del veinte por ciento en la medida de lo posible. Necesitamos especialmente conductores de especia, meteorólogos, hombres de las dunas... cualquiera que tenga una probada experiencia con la arena.","[MASK] sabırsızca konuştu: “O zaman inisiyatifini kullan. Ama unutma, hazinenin kaynakları sonsuz değil. Yüzde yirmiyi mümkün olduğunca aşmamaya çalış. Özellikle ihtiyacımız olan adamlar: Baharat sürücüleri, hava tarayıcıları, kumul insanları... Tercihen çöl tecrübesi olan adamlar.","[MASK] sốt ruột nói: “Vậy ông hãy sử dụng quyền tự quyết trong những trường hợp đặc biệt đi. Chỉ cần nhớ rằng ngân khố của chúng ta không phải là vô tận. Nếu có thể thì hãy giữ nó ở mức hai mươi phần trăm thôi. Chúng ta đặc biệt cần lái xe hương dược, chuyên viên thời tiết, người xứ cát - bất cứ ai có kinh nghiệm về cát.”","open experience.” whenever cases. bottomless. spoke that your cent impatiently: in [MASK] weather We “Then own particular to treasury Hold it need discretion isn’t can. scanners, per use with sand men—any the twenty remember dune Just particularly drivers, you spice","por de cualquiera impacientemente—. que pozo arena. propia un utiliza fondo. —Entonces veinte que las posible. del hombres [MASK] dentro meteorólogos, caso en una especia, con tesoro Necesitamos tenga recuerda dunas... —dijo de tu cada especialmente no lo ciento sin en discreción Pero probada el medida experiencia conductores la la particular Manténte de es","sonsuz adamlar. Ama inisiyatifini değil. unutma, olan insanları... olduğunca çalış. Yüzde mümkün tecrübesi çöl hava konuştu: aşmamaya “O sabırsızca yirmiyi Baharat Tercihen olan Özellikle kaynakları sürücüleri, kumul [MASK] hazinenin ihtiyacımız adamlar: kullan. zaman tarayıcıları,","nghiệm ruột thể thời là ai thôi. quyền trường mươi hãy kinh [MASK] “Vậy nó tiết, cần có thì phần cần đi. tự trăm những ngân khố ta Chúng vô chuyên hợp lái biệt có hương cát tận. đặc dược, nói: nhớ dụng xứ viên mức ta xe đặc cứ quyết phải cát.” Nếu giữ trong Chỉ sốt ông bất sử chúng của - về ở hãy không người rằng biệt hai"
['paul'],"Dry chuckles sounded around the table, and [MASK] realized that his father had said the precisely correct thing in precisely the correct tone to lift the mood here. Even the hint of fatigue in his voice was right.","Risas discretas resonaron en torno a la mesa, y [MASK] se dio cuenta de que su padre había dicho la cosa correcta en el tono correcto para romper el hielo que flotaba en el ambiente. El mismo cansancio que se percibía en su voz tenía la precisa intensidad.","Masadakiler hafif kahkahalar attı; [MASK], babasının adamların moralini yükseltmek için en uygun lafı en uygun ses tonuyla söylediğini fark etti. Babasının sesindeki hafif bezginlik bile son derece hesaplıydı.","Những tiếng cười khùng khục khô khan vang lên xung quanh bàn, và [MASK] nhận ra cha cậu đã nói đúng vấn đề bằng đúng cái giọng phù hợp để nâng cao tinh thần mọi người ở đây. Thậm chí thoáng mệt mỏi trong giọng của ông cũng phù hợp nốt.","in fatigue right. his mood the correct the father chuckles the tone precisely realized had in [MASK] said that the thing lift correct table, around and sounded hint to voice the his of here. was Even Dry precisely","en tenía hielo que el su de flotaba su para la ambiente. cosa el mismo la precisa Risas y dio el la padre intensidad. que [MASK] cansancio dicho que en a mesa, resonaron discretas en tono cuenta torno había en El se romper correcto correcta percibía voz se","fark en adamların kahkahalar uygun yükseltmek Masadakiler Babasının sesindeki etti. babasının [MASK], son hafif söylediğini bile hafif bezginlik ses en uygun attı; lafı tonuyla hesaplıydı. moralini derece için","đề giọng nhận mệt bằng vang nâng cười cái khục khan khùng người phù Thậm đây. nốt. đúng mỏi đã đúng để vấn lên khô tinh bàn, cũng xung cậu giọng chí mọi tiếng [MASK] thần ông quanh nói cha Những thoáng và ở hợp ra của hợp phù cao trong"
['stilgar'],"“I’ll permit you to earn the right to unsheath it,” [MASK] said, and, as a mutter of protest sounded around the table, he raised a thin, darkly veined hand. “I remind you this is the blade of one who befriended you.”","—Os autorizo a ganar el derecho a extraerla de su funda —dijo [MASK] y, al elevarse un murmullo de protestas alrededor de la mesa, levantó una delgada mano cruzada por venas oscuras—. Os recuerdo que esta hoja pertenecía a alguien que os había brindado su amistad.","“Bu bıçağı kınından çıkarma hakkını kazanmanıza izin verebilirim,” dedi [MASK]; masadakiler öfkeyle mırıldanmaya başlayınca da zayıf, damarlı elini kaldırdı. “Unutmayın ki bu bıçak sizlerle arkadaş olmuş birine aitti.","“Tôi sẽ cho phép ông có quyền rút dao ra khỏi vỏ,” [MASK] nói, và ngay khi tiếng thì thầm phản đối vang lên quanh bàn, ông giơ bàn tay đen sạm, gầy guộc, gân guốc lên. “Tôi xin nhắc quý vị, đây là lưỡi dao của một người đã giúp đỡ quý vị.”","darkly around thin, the “I’ll veined and, hand. remind table, the a of you raised you unsheath this protest said, sounded of he to right earn you.” it,” a the “I blade permit one is mutter [MASK] befriended as to who","al y, por autorizo protestas delgada cruzada un ganar que el venas —dijo brindado Os murmullo la derecho levantó había pertenecía recuerdo os a a —Os su de elevarse una oscuras—. alguien [MASK] alrededor hoja de su extraerla funda amistad. de a mesa, esta mano que","“Unutmayın kaldırdı. çıkarma verebilirim,” [MASK]; mırıldanmaya bu hakkını izin ki sizlerle başlayınca masadakiler öfkeyle birine bıçak dedi arkadaş kazanmanıza da elini bıçağı aitti. damarlı “Bu zayıf, kınından olmuş","tiếng thầm quý ông lưỡi xin một giúp có quyền đây dao lên. quanh lên đen sạm, khỏi “Tôi ông sẽ vỏ,” gân phản guộc, ra bàn là nhắc gầy khi bàn, [MASK] của tay phép người đã ngay thì cho giơ rút vị, đỡ và quý dao nói, “Tôi vị.” vang đối guốc"
['paul'],"[MASK] looked at the faces of the men around them, saw the intensity of the way they followed every word. They appeared deeply disturbed by his father’s attitude.","[MASK] observó los rostros de los hombres alrededor de la mesa, notando la intensidad con que escuchaban las palabras que se pronunciaban. Parecían profundamente turbados por la actitud de su padre.","[MASK] etrafındaki adamların yüzlerine bakınca, bu konuşmayı can kulağıyla dinlediklerini gördü. Babasının tavrı onları epey rahatsız etmiş gibiydi.","[MASK] nhìn gương mặt những người xung quanh, quan sát mức độ cảm xúc của họ trong khi họ nghe từng lời nói. Có vẻ như họ bị xáo động dữ dội vì quan điểm của cha cậu.","[MASK] the them, the around of the They attitude. his saw intensity they word. way by followed men at faces appeared of the every looked disturbed deeply father’s","de que observó Parecían las la de [MASK] de por profundamente actitud palabras la mesa, padre. los alrededor se rostros hombres notando escuchaban los su intensidad que pronunciaban. turbados la con","[MASK] can dinlediklerini epey etrafındaki bu bakınca, konuşmayı kulağıyla gibiydi. tavrı etmiş adamların gördü. rahatsız Babasının onları yüzlerine","vì gương cậu. quanh, Có họ nói. trong họ quan điểm dội [MASK] như xáo sát mức người mặt cha nghe nhìn lời cảm động xúc bị dữ những từng của vẻ họ quan của độ khi xung"
['paul'],"It ended up in confusion, [MASK] thought, staring at the backs of the last men to leave. Always before, Staff had ended on an incisive air. This meeting had just seemed to trickle out, worn down by its own inadequacies, and with an argument to top it off.","Todo termina en la confusión, pensó [MASK], mirando a los últimos hombres que salían. Antes, las reuniones terminaban siempre en una atmósfera de decisión. Aquella reunión parecía haberse derrumbado, gastada por sus propias insuficiencias y por falta de un acuerdo.","[MASK] odadan çıkan son adamların sırtlarına bakarken Toplantı havada kaldı, diye düşündü. Daha önceki tüm personel toplantılarının sonucu netti. Bu seferkiyse sanki vakitsizce sona ermiş, yetersizliklerle yıpranmış ve akıllarda soru işareti bırakmıştı.","Mọi chuyện kết thúc trong cơn bối rối, [MASK] nghĩ trong khi nhìn theo lưng những người cuối cùng rời khỏi phòng. Từ trước đến nay, cuộc họp Ban tham mưu luôn kết thúc trong bầu không khí đầy quyết đoán. Nhưng cuộc họp này thì cứ dường như thẩm lậu ra ngoài, bị bào mòn bởi chính sự bất quyết, bất tự tin của nó, đã vậy còn thêm một cuộc tranh cãi nữa.","the its at before, the confusion, it to just incisive trickle This on up down with and staring Always ended off. to [MASK] seemed inadequacies, air. leave. Staff ended men an It thought, out, had argument worn of backs had to by an top meeting last in own","las a pensó y sus decisión. siempre una en la termina insuficiencias falta reunión Aquella gastada los reuniones Todo últimos por salían. hombres un parecía mirando que acuerdo. derrumbado, propias haberse Antes, [MASK], por de confusión, de atmósfera en terminaban","düşündü. soru ve işareti netti. toplantılarının kaldı, bakarken yetersizliklerle [MASK] odadan personel akıllarda Toplantı Bu yıpranmış bırakmıştı. vakitsizce Daha sanki son sona sırtlarına havada adamların tüm önceki çıkan sonucu ermiş, seferkiyse diye","luôn thẩm đã thúc nhìn Nhưng tự cuộc khi nó, rối, cuộc kết cơn như mòn chuyện cùng của khỏi còn không đoán. đến họp tham bởi trong thì bối bầu dường ra sự những quyết, bào trong lậu bất quyết [MASK] Mọi bị đầy thêm nữa. kết một phòng. thúc họp trong vậy cuộc cãi khí Ban theo cứ cuối tranh ngoài, tin nay, mưu Từ trước rời nghĩ người này bất chính lưng"
['leto'],"At least I can count on that, [MASK] thought. And he said: “I will take a walk. If you need me, I’ll be within the perimeter. The guard can—”","Al menos puedo contar con eso, pensó [MASK]. Y dijo: —Voy a dar una vuelta. Si me necesitas, estaré en el interior del recinto. La guardia puede...","[MASK], En azından buna eminim, diye düşündü. “Yürüyüşe çıkacağım,” dedi. “Bana ihtiyacın olursa buralardayım. Muhafız...","Ít nhất ta còn có thể hy vọng vào điều đó, [MASK] nghĩ. Ông nói: “Bây giờ ta sẽ đi dạo, nếu ông cần gặp ta, ta chỉ quanh quẩn gần đây thôi. Đội bảo vệ có thể...”","within I’ll me, I “I a least The that, need guard said: If the can thought. And [MASK] he take you walk. on be perimeter. count will At can—”","interior pensó con necesitas, contar Al Si Y [MASK]. guardia —Voy dar del una en menos el estaré a me eso, puedo dijo: puede... vuelta. recinto. La","düşündü. olursa buralardayım. dedi. eminim, diye azından ihtiyacın “Yürüyüşe En [MASK], çıkacağım,” buna Muhafız... “Bana","ta quanh điều còn Ít nhất “Bây ta thể...” có bảo dạo, thể hy gặp ta, có Ông gần ông Đội nói: nếu đó, ta cần vào đi nghĩ. sẽ chỉ giờ vọng đây thôi. [MASK] quẩn vệ"
['leto'],"Again, [MASK] looked out the windows. The white sun was well up into its morning quadrant. Milky light picked out a boiling of dust clouds that spilled over into the blind canyons interfingering the Shield Wall.",[MASK] se volvió de nuevo hacia las ventanas. El blanco sol estaba ya alto en el cuadrante matutino. La lechosa claridad hacía resaltar un hervor de nubes polvorientas que amarilleaban sobre los cañones profundamente cortados de la Muralla Escudo.,"[MASK] tekrar pencerelerden dışarı baktı. Ufukta beyaz güneşin dörtte biri belirmişti. Süt beyazı ışığı, Kalkan Duvarı’ndaki arakatkılı kanyonlara doğru hareket eden toz bulutlarını aydınlatıyordu.",[MASK] lại nhìn ra ngoài cửa sổ. Mặt trời trắng đã đi được một phần tư đoạn đường buổi sáng. Ánh sáng trắng ngà soi rõ những đám bụi sôi sục tràn vào các hẻm núi cụt đan cài với Tường Chắn.,"that white the interfingering its the out Shield spilled picked The looked sun of blind over the up light Again, boiling well quadrant. Milky clouds Wall. was canyons out into into dust windows. morning [MASK] a",claridad de nuevo hacia [MASK] lechosa las El cuadrante matutino. cortados Muralla hervor que cañones sol alto amarilleaban en de La la nubes los profundamente sobre hacía ya polvorientas volvió ventanas. un el resaltar blanco estaba Escudo. se de,"kanyonlara eden güneşin hareket beyazı beyaz Duvarı’ndaki [MASK] toz biri aydınlatıyordu. belirmişti. arakatkılı Ufukta Kalkan tekrar Süt bulutlarını doğru ışığı, baktı. dışarı dörtte pencerelerden",Ánh nhìn sáng tràn các sục soi đi tư cụt đám rõ đoạn đã lại sôi cài núi ngoài vào được với một sổ. hẻm đan Mặt Tường phần bụi đường trời những [MASK] ra Chắn. trắng ngà sáng. buổi trắng cửa
['paul'],"[MASK] stared at his father’s back, seeing the fatigue in the angle of the neck, in the line of the shoulders, in the slow movements.","[MASK] contempló la espalda de su padre, notando la fatiga en la curva de su cuello y hombros y en la lentitud de sus movimientos.","[MASK] babasının sırtına baktı; onun yorgunluğunu boynunun açısından, omuzlarının duruşundan, ağır hareketlerinden anlayabiliyordu.","[MASK] nhìn chằm chằm vào lưng cha, nhận ra sự mệt mỏi trong tư thế của cổ, đường nét của đôi vai và những cử động chậm chạp của ông.","the seeing the neck, shoulders, in back, the angle the at line in slow [MASK] his the movements. in stared the of father’s fatigue of","contempló lentitud la espalda en hombros de y la padre, su en la fatiga de su la [MASK] cuello notando sus movimientos. curva de y","yorgunluğunu omuzlarının anlayabiliyordu. babasının hareketlerinden boynunun [MASK] açısından, ağır onun duruşundan, baktı; sırtına","thế nét tư của cổ, chằm động chằm nhìn mỏi cử sự cha, mệt đường đôi [MASK] chậm những và trong chạp nhận của vào lưng của ông. vai ra"
['paul'],"[MASK] swallowed in a dry throat. His father’s words carried futility, a sense of fatalism that left the boy with an empty feeling in his chest.","[MASK] tenía la garganta seca. Las palabras de su padre le parecían fútiles, llenas de un fatalismo que causaba en el muchacho una sensación de vacío en el pecho.",[MASK] yutkunmaya çalıştı; boğazı kupkuru kesilmişti. Babasının sözlerindeki derin umutsuzluk ve teslimiyetçilik karşısında afallamıştı.,"[MASK] nuốt khan. Những lời của cha cậu thật vô nghĩa, một cảm thức về định mệnh khiến cậu nghe trống rỗng trong lồng ngực.","a swallowed father’s [MASK] his the left in empty fatalism of an dry carried with sense His throat. futility, that chest. feeling in words boy a","que la padre sensación muchacho [MASK] parecían palabras el tenía el llenas causaba de una garganta fatalismo Las le seca. de un en fútiles, en su vacío de pecho.",kupkuru umutsuzluk karşısında derin yutkunmaya boğazı kesilmişti. [MASK] sözlerindeki çalıştı; ve Babasının afallamıştı. teslimiyetçilik,"thật lời ngực. khan. về mệnh nuốt rỗng trống vô định trong nghĩa, của cảm cha Những [MASK] cậu thức khiến cậu một lồng nghe"
['paul'],"[MASK] looked out his window. Beneath them, the broken ground began to drop away in tumbled creases toward a barren rock plain and a knife-edged shelf. Beyond the shelf, fingernail crescents of dunes marched toward the horizon with here and there in the distance a dull smudge, a darker blotch to tell of something not sand. Rock outcroppings, perhaps. In the heat-addled air, [MASK] couldn’t be sure.","[MASK] miró a través de su ventanilla. Debajo de ellos, la accidentada pared se precipitaba formando terrazas hasta una llanura de roca desnuda rematada por una acerada cornisa. Más allá del borde, las dunas en forma de media luna, parecidas a uñas, se alineaban hasta el horizonte, con manchas oscuras, aquí y allá, en la lejanía, señalando algo que no era arena. Floraciones rocosas tal vez. En aquel aire sofocante, [MASK] no se hubiera atrevido a asegurarlo.","[MASK] pencereden dışarı baktı. Altlarında uzanan engebeli arazi katman katmandı; ileride çorak, kayalıklı bir ova ve bıçakla kesilmiş gibi dümdüz inen bir uçurum vardı. Uçurumun ötesinde, tırnak büyüklüğünde görünen hilal şeklindeki kumullar ufka dek uzanıyordu; aralarında yer yer donuk lekeler seçiliyordu. Bunların kum olmadığı belliydi. Belki de kayalıklardı. Sıcaktan titreşen hava, [MASK]’ün görüşünü bulandırıyordu.","[MASK] nhìn ra ngoài cửa sổ. Bên dưới họ, khu đất nhấp nhô bắt đầu dựng đứng lên thành những nếp gấp lộn xộn kéo về phía một bình nguyên đá khô cằn và một thềm đá hình lưỡi dao. Qua khỏi thềm đá, những nếp gấp hình móng tay của các đụn cát diễu hành về phía chân trời, đây đó ở đằng xa có một vết mờ xỉn, một vết sẫm hơn cho biết đó là một cái gì đó không phải cát. Có thể là đá lộ thiên. Trong bầu không khí nóng đến mụ mị cả đầu óc này, [MASK] không thể biết chắc được.","of perhaps. away sure. window. a of tell marched with broken not [MASK] outcroppings, couldn’t [MASK] darker fingernail knife-edged and and here them, the blotch barren the distance to began a sand. crescents a be air, in shelf, rock tumbled toward toward the looked smudge, in the out dunes drop plain horizon to heat-addled ground shelf. In Beneath dull creases the his something Rock there a Beyond","atrevido no través llanura aquel de con lejanía, parecidas media una una pared hasta horizonte, vez. aire ellos, desnuda rocosas a su la sofocante, rematada forma terrazas [MASK] en aquí precipitaba dunas cornisa. roca En arena. del tal algo alineaban miró accidentada no luna, se Debajo era se hasta de ventanilla. hubiera allá, borde, acerada y de señalando por [MASK] se Más asegurarlo. uñas, en la el Floraciones manchas las de a que formando oscuras, a allá","baktı. Belki aralarında Altlarında arazi hilal inen bir ileride Uçurumun kayalıklı kesilmiş şeklindeki ve uçurum yer dümdüz olmadığı belliydi. bıçakla dek lekeler kumullar bir ötesinde, çorak, donuk görünen büyüklüğünde ova kum bulandırıyordu. katman kayalıklardı. vardı. titreşen hava, gibi katmandı; görüşünü engebeli seçiliyordu. ufka Bunların uzanıyordu; [MASK]’ün dışarı Sıcaktan pencereden de tırnak uzanan [MASK] yer","và Qua phía dao. về khí đá, đầu đá hành đụn đầu gì cửa nóng đó lưỡi những cát. các nhấp đằng khu khô bình thềm vết cả nếp lộ dưới mụ phía có đây diễu của cằn về đá biết hình mờ sổ. bầu mị không [MASK] nếp thể ở cho những hình gấp đó xộn khỏi dựng đất đứng Có là trời, không đến đá bắt thềm một họ, chân chắc được. Bên lộn một xa phải hơn không một Trong một tay nguyên vết cát này, một nhìn ngoài lên thiên. nhô [MASK] óc xỉn, là thành thể móng cái sẫm biết đó kéo gấp ra"
