en_first_half,en_second_half,en_word_count,en_results_raw,vi_first_half,vi_second_half,vi_word_count,vi_results_raw,es_first_half,es_second_half,es_word_count,es_results_raw,tr_first_half,tr_second_half,tr_word_count,tr_results_raw
"""You,"" Rasheed said to the girl, ""you, on the other hand, would be a Benz. A brand-new, first-class, shiny Benz.Wah wah. But. But."" He raised one greasy index finger. ""One must take certain…cares…with a Benz. As a","matter of respect for its beauty and craftsmanship, you see. Oh, you must be thinking that I am crazy,diwana, with all this talk of automobiles. I am not saying you are cars. I am merely making a point.""",75,completion>,"“Còn em,” Rasheed nói với cô gái, “em thì ngược lại, em là một chiếc xe Benz. Một chiếc Benz mới tinh, đẳng cấp và bóng loáng. Wah wah. Nhưng. Nhưng,” ông ta giơ ngón tay trỏ nhờn mỡ lên. “Người ta cần phải có... những sự quan tâm nhất định... đối với một chiếc xe Benz.","Đó là vấn đề về sự coi trọng vẻ đẹp và sự tinh tế của nó, em thấy đấy. Ồ, có thể em đang nghĩ tôi như thể bị điên, diwana, khi cứ huyên thuyên về các loại xe. Tôi không nói hai người là những chiếc xe hơi. Tôi chỉ đang giải thích vấn đề thôi.”",114,completion,"–Tú -dijo Rashid a la muchacha-, tú en cambio serías un Benz. Un Benz nuevo y reluciente de primera categoría. Wá, wá. Pero… -Alzó un grasiento dedo índice-. Un Benz merece ciertos… cuidados.","Por respeto a su belleza y su excelente manufactura, ¿entiendes? Oh, debes de pensar que estoy loco, diwana, con toda esta charla sobre automóviles. No digo que seáis coches, sólo era un ejemplo.",66,completion,"“Sen,” dedi Raşit kıza, “sense bir Benz olurdun. Yepyeni, birinci sınıf, gıcır gıcır bir Benz. Vay vay. Ama. Ama...” Yağlı işaretparmağını kaldırdı. “İnsan bir Benz’e... bayağı özen göstermeli.","Güzelliğine ve işçiliğine duyduğu saygıdan, anlıyor musun? Gözü gibi bakmalı. Ah, bu araba laflarına bakıp deli olduğumu düşünüyorsundur, divane olduğumu. Sizin otomobil olduğunuzu söylemiyorum, elbette. Yalnızca bir noktayı vurguluyorum.",57,completion
"But thinking of Tariq was treacherous because, before she could stop, she saw him lying on a bed, far from home, tubes piercing his burned body. Like the bile that","kept burning her throat these days, a deep, paralyzing grief would come rising up Laila's chest. Her legs would turn to water. She would have to hold on to something.",60,completion,"Nhưng trước khi cô có thể dừng những ý nghĩ về Tariq lại, chúng đã phản bội cô, khiến cô nhìn thấy Tariq đang nằm trên một chiếc giường, ở một nơi nào rất xa, những cái ống xiên vào cơ thể cháy đen của","anh. Cùng với sự khó chịu đang thiêu đốt cổ họng cô những ngày này, một sự cay đắng sâu thẳm dồn ứ lên trong ngực Laila. Đôi chân cô như tan thành nước. Cô phải vịn vào một thứ gì đó mới đứng vững nổi.",91,completion,"Pero recordar a Tariq era peligroso porque, sin poder remediarlo, enseguida lo veía tumbado en una cama, lejos de casa, con tubos atravesándole el cuerpo quemado. Una profunda congoja","le oprimía entonces el pecho, dejándola paralizada, al tiempo que la bilis le quemaba la garganta. Las piernas le fallaban y tenía que buscar un asidero para no caer.",58,completion,"Ama Tarık’ı düşünmek tehlikeliydi, çünkü, kendini durdurmasına kalmadan, onu hastane yatağında yatarken görüyordu, evinden çok uzaklarda, yanmış bedeni tüplerle delik deşik. Tıpkı son","günlerde genzini yakıp duran balgam gibi, felç eden, elini kolunu bağlayan bir acı gelip göğsüne yerleşiyordu. Bacakları pelteleşiyordu. Mutlaka bir şeye tutunması gerekiyordu.",46,completion>
"Two days later, Laila woke up in the morning and found a stack of baby clothes, neatly folded, outside her bedroom door. There was a twirl dress with little pink fishes","sewn around the bodice, a blue floral wool dress with matching socks and mittens, yellow pajamas with carrot-colored polka dots, and green cotton pants with a dotted ruffle on the cuff.",62,completion,"Hai ngày sau, khi Laila tỉnh dậy vào sáng sớm, cô nhìn thấy một chồng quần áo trẻ con được gấp gọn gàng và đặt ở cửa phòng ngủ của cô. Có một chiếc váy với những hình vân và con cá được thêu trên thân trước, một","chiếc váy len màu xanh da trời với tất và găng tay cùng màu, một bộ pyjama màu vàng với những chấm nhỏ màu cà rốt và một cái quần trẻ em màu xanh lá cây bằng vải bông với những diềm xếp nếp chấm bi ở gấu.",96,completion,"Dos días más tarde, Laila se despertó por la mañana y encontró una pila de ropa de bebé pulcramente doblada en la puerta del dormitorio. Había un vestido con falda de vuelo y pececitos rosas en","el cuerpo; un vestido de lana azul con estampado de flores, con calcetines y guantes a juego; un pijama amarillo con lunares naranjas y unos pantalones de algodón verdes con volantes de lunares en las vueltas.",72,completion,"İki gün sonra, Leyla sabah kalkınca, kapısının önünde düzgünce katlanmış bir deste bebek kıyafeti buldu. Göğüs kısmına minik, pembe balıklar dikilmiş, kloş bir elbise; mavi çiçekli,","yünlü bir elbiseyle ona uygun çoraplar ve parmaksız, torba eldivenler; havuç rengi benekleri olan sarı bir pijama ve paçalarına puanlı fırfır geçirilmiş, yeşil, pamuklu bir pantolon.",52,completion
"Laila rose to her feet. ""I know it's chilly outside, but what","do you say we sinners have us a cup ofchai in the yard?""",25,completion,"Laila đứng dậy. “Tôi biết ngoài kia trời rất lạnh, nhưng chị nói sao nếu",những kẻ tội lỗi chúng ta cùng ra ngoài sân thưởng thức một chén chai nhỉ?”,31,"completion: Tôi biết ngoài kia trời rất lạnh, nhưng chị nói sao nếu tôi đứng dậy và đánh bỏ tất cả các bình phương của mình, thì tôi sẽ có thể tìm thấy một đường đi mà không cần giữ cảm giác vì cảm giác không thể giữ mình khỏi những đau đớn mà tôi đang đứng trước.","Laila se puso en pie. –Sé que fuera hace fresco, pero ¿qué","te parece si nosotras, pecadoras, tomamos una taza de chai en el patio?",25,completion,"Leyla ayağa kalktı. “Dışarısı serin biliyorum, ama biz iki","günahkâr bahçeye çıkıp birer çay içelim mi, ne dersin?",18,"completion: Leyla ayağa kalktı. “Dışarısı serin biliyorum, ama biz iki kişiyiz ve bu soğuk havada dışarıda kalmak istemiyorum. İçeri girmek için kapıyı açtığında, Leyla'nın gözleri kapının önündeki karla kaplı bahçeye takıldı. Bahçenin ortasında, bir zamanlar yeşil ve canlı olan çimenlerin üzerinde, şimdiyse karla kaplı bir ağaç vardı. Leyla'nın aklına, bahçenin eskiden nasıl göründüğü ve şimdi nasıl göründüğü arasındaki fark geldi. Bu düşüncelerle, Leyla kapıyı açtı ve içeri girdi."
"For a week, the fighting forced even Rasheed to stay home. He locked the door to the yard, set booby traps, locked the front door too and barricaded it with the couch. He","paced the house, smoking, peering out the window, cleaning his gun, loading and loading it again. Twice, he fired his weapon into the street claiming he'd seen someone trying to climb the wall.",66,completion,"Trong suốt một tuần, cuộc giao chiến buộc cả Rasheed cũng phải ở nhà. Ông ta khóa cửa ra sân, cài những cái bẫy, khóa cả cửa trước và dùng đi văng chặn lại. Ông ta đi lại","trong nhà, hút thuốc, nhìn ra ngoài cửa sổ, lau súng và lên đạn hết lần này đến lần khác. Hai lần ông ta nổ súng ra đường, cho rằng có kẻ nào đó đang cố trèo lên tường.",77,completion,"Durante una semana, los combates obligaron incluso a Rashid a permanecer en casa. Atrancó el portón, puso bombas trampa en el patio, cerró la puerta principal y formó una barricada desde el interior con el sofá. Luego se dedicó a pasear","por la casa fumando, a mirar por la ventana y a limpiar su pistola, que cargaba una y otra vez. En dos ocasiones disparó a la calle con la excusa de que había visto a alguien tratando de trepar por el muro.",83,completion,"Bir hafta boyunca, çatışmalar Raşit’i bile evde kalmaya zorladı. Bahçe kapısını sürgüledi, bubi tuzakları kurdu, evin kapısını kilitledi, arkasına kanepeyi dayayıp barikat yaptı. Evin içinde","sigara içerek volta atıyor, gidip camdan bakıyor, tabancasını temizleyip dolduruyor, bir daha dolduruyordu, iki kez, duvara tırmanmaya çalışan birini gördüğünü ileri sürerek sokağa ateş etti.",50,completion
"Seasons had come and gone; presidents in Kabul had been inaugurated and murdered; an empire had been defeated; old wars had ended and new ones had broken out. But Mariam had hardly noticed, hardly cared. She had passed these years in a distant corner of her mind A dry, barren field, out beyond wish and lament, beyond","dream and disillusionment- There, the future did not matter. And the past held only this wisdom: that love was a damaging mistake, and its accomplice, hope, a treacherous illusion. And whenever those twin poisonous flowers began to sprout in the parched land of that field, Mariam uprooted them. She uprooted them and ditched them before they took hold.",115,completion,"Mùa này tiếp nối mùa khác, các tổng thống ở Kabul liên tiếp bị hạ bệ và bị sát hại; các đế chế quyền lực liên tiếp bị đánh bại; những cuộc chiến cũ kết thúc và những cuộc chiến mới lại nổ ra. Nhưng Mariam hầu như không để ý hay quan tâm đến điều này. Ở một miền xa thẳm trong ký ức, cô đang hồi tưởng về những năm tháng trong quá khứ. Đó là một cánh đồng cằn cỗi, chỉ có đau khổ,","than khóc và những ảo tưởng nối tiếp nhau. Đó là một cuộc sống không có tương lai. Quá khứ chỉ mang một thông điệp duy nhất: tình yêu là một sai lầm nguy hại, và đồng phạm của nó, hy vọng, là một ảo ảnh lừa dối. Và mỗi khi hai cây hoa độc sinh đôi đó bắt đầu đâm chồi trên mảnh đất khô cằn của cánh đồng kia, Mariam lại lập tức nhổ chúng đi. Cô nhổ bỏ chúng trước khi chúng kịp bén rễ.",175,completion,"Las estaciones se habían sucedido unas tras otras, en Kabul habían ascendido diversos presidentes al poder y habían sido asesinados, un imperio había sido derrotado, habían terminado viejas guerras y se habían desatado otras nuevas. Pero Mariam apenas lo había notado, apenas le había importado. Había pasado aquellos años escondida en un recoveco de su propia mente, en un campo seco y estéril, ajena a deseos","y lamentos, a sueños y desilusiones. Allí el futuro carecía de importancia y el pasado sólo contenía una lección: que el amor era un error dañino, y su cómplice, la esperanza, una ilusión traicionera. Y siempre que esas dos venenosas flores gemelas empezaban a brotar en la cuarteada tierra de su campo, Mariam las arrancaba de raíz. Las arrancaba y las aniquilaba antes de que pudieran crecer.",133,completion>,"Mevsimler gelip geçmişti; Kabil’de cumhurbaşkanları yemin etmiş, öldürülmüştü; bir imparatorluk çökmüştü; eski savaşlar sona ermiş, yenileri çıkmıştı. Ama Meryem doğru dürüst ayrımsamamış, neredeyse hiç umursamamıştı. Bütün bu yılları, zihninin tenha bir köşesinde geçirmişti. Kuru, çorak bir arazide; arzulamanın ve dövünmenin uzağında, hayallerin ve hayal kırıklıklarının ötesinde. Orada, geleceğin","hiçbir önemi yoktu. Geçmişse yalnızca tek bir dersi içeriyordu: Sevgi, insana zarar veren bir hatadır; işbirlikçisi, yani umutsa tehlikeli bir yanılsama. Dolayısıyla, bu iki zehirli çiçek Meryem’in zihnindeki o kuru, kavruk arazide ne zaman sürgün vermeye yeltense, Meryem onları koparıp attı. Çekip koparmış, toprağa tutunmalarına kalmadan, kökünden sökmüştü.",96,completion
"She said this in a pragmatic, almost indifferent, tone, and Mariam understood that this was a woman far past outrage. Here was a woman,","she thought, who had understood that she was lucky to even be working, that there was always something, something else, that they could take away.",49,completion,"Bà nói điều này bằng giọng ngoan cố gần như thờ ơ, và Mariam hiểu rằng người người phụ nữ này đã từng phải trải qua nhiều lần bị xúc phạm. Cô nghĩ,","đây là một người phụ nữ hiểu được rằng mình thật may mắn khi vẫn được làm việc, rằng luôn luôn có những thứ, những thứ khác mà người ta có thể tước đi.",67,completion,"Lo dijo en un tono pragmático, casi indiferente, y Mariam comprendió que esa mujer ya había superado la etapa de la indignación. Vio en ella","a una persona que se sabía afortunada por el mero hecho de seguir trabajando, porque era consciente de que aún podrían arrebatarle muchas más cosas.",50,completion,"Bunları doğal, neredeyse kayıtsız bir ses tonuyla söylemişti; Meryem öfkeyi, hıncı çoktan aşmış bir kadınla karşı karşıya olduğunu anladı. Bu","kadın, diye düşündü, salt çalışabildiği için bile kendini şanslı sayıyor; çünkü elinden alabilecekleri bir şey, başka bir şey daha olduğunu biliyor.",41,completlama
"The Taliban had banned television. Videotapes had been gouged publicly, the tapes ripped out and strung on fence posts. Satellite",dishes had been hung from lampposts. But Rasheed said just because things were banned didn't mean you couldn't find them.,40,completion,"Taliban đã cấm xem ti vi. Băng ghi hình bị chọc thủng trước mặt người dân, ruột băng bị rút ra và lẳng lên các",bờ rào. Chảo ăng ten bị treo trên các cột đèn. Nhưng Rasheed nói không phải vì bị cấm mà ông ta không mò ra được.,51,completion,Los talibanes habían prohibido la televisión. Habían roto cintas de vídeo públicamente y luego las habían enganchado a los postes de las vallas. Las,parabólicas habían acabado colgadas de las farolas. Pero Rashid dijo que el hecho de que algo estuviera prohibido no significaba que no pudiera encontrarse.,48,completion,"Taliban televizyonu yasaklamıştı. Toplanan video kasetler halkın önünde kırıldı, çekilip çıkarılan şeritler çitlerin üstüne fırlatıldı. Sökülen","uydu antenleri, sokak lambalarından sarkıyordu. Ama Raşit’in dediği gibi, bir şeyin yasaklanması onun bulunamayacağı anlamına gelmiyordu.",32,completion
"""I'll keep a close eye on her,"" Rasheed said, less patiently","now. ""It's a safe corner. There's a mosque across the street.""",22,completion,"“Tôi sẽ để ý đến con bé,” Rasheed nói, bây giờ thì sốt ruột",hơn. “Đó là một chỗ an toàn. Có một nhà thờ bên kia phố.”,28,completion,"–La tendré vigilada -añadió Rashid, que empezaba a perder la paciencia-. Es",un lugar seguro. Hay una mezquita al otro lado de la calle.,24,completion,"“Ona göz kulak olurum,” dedi Raşit, çileden çıkmak üzere olduğunu",belirten bir tavırla. “Güvenli bir köşe. Tam karşısında da cami var.,21,"Raşit, çileden çıkmak üzere olduğunu hissettiğinde, bir an için durdu ve düşüncelerini toparladı. Sonra, ""Ona göz kulak olurum,"" dedi Raşit, çileden çıkmak üzere olduğunu hissettiğinde, bir an için durdu ve düşüncelerini toparladı. Sonra, ""Ona göz kulak olurum,"" dedi. Bu sözler, Raşit'in kararlılığını ve sorumluluk duygusunu yansıtıyordu. Raşit, çileden çıkmak üzere olduğunu hissettiğinde, bir an için durdu ve düşüncelerini toparladı. Sonra, ""Ona göz kulak olurum,"" dedi. Bu sözler, Raşit'in kararlılığını ve sorumluluk duygusunu yansıtıyordu. Raşit, çileden çıkmak üzere olduğunu hissettiğinde, bir an için durdu ve düşüncelerini toparladı. Sonra, ""Ona göz kulak olurum,"" dedi. Bu sözler, Raşit'in kararlılığını ve sorumluluk duygusunu yansıtıyordu. Raşit, çileden çıkmak üzere olduğunu hissettiğinde, bir an için durdu ve düşüncelerini toparladı. Sonra, ""Ona göz kulak olurum,"" dedi. Bu sözler, Raşit'in kararlılığını ve sorumluluk duygusunu yansıtıyordu. Raşit, çileden çıkmak üzere olduğunu hissettiğinde, bir an için durdu ve düşüncelerini toparladı. Sonra, ""Ona göz kulak olurum,"" dedi. Bu sözler, Raşit'in kararlılığını ve sorumluluk duygusunu yansıtıyordu. Raşit, çileden çıkmak üzere olduğunu hissettiğinde, bir an için durdu ve düşüncelerini toparladı. Sonra, ""Ona göz kulak olurum,"" dedi. Bu sözler, Raşit'in kararlılığını ve sorumluluk duygusunu yansıtıyordu. Raşit, çileden çıkmak üzere olduğunu hissettiğinde, bir an için durdu ve düşüncelerini toparladı. Sonra, ""Ona göz kulak olurum,"" dedi. Bu sözler, Raşit'in kararlılığını ve sorumluluk duygusunu yansıtıyordu. Raşit, çileden çıkmak üzere olduğunu hissettiğinde, bir an için durdu ve düşüncelerini toparladı. Sonra, ""Ona göz kulak olurum,"" dedi. Bu sözler, Raşit'in kararlılığını ve sorumluluk duygusunu yansıtıyordu. Raşit, çileden çıkmak üzere olduğunu hissettiğinde, bir an için durdu ve düşüncelerini toparladı. Sonra, ""Ona göz kulak olurum,"" dedi. Bu sözler, Raşit'in kararlılığını ve sorumluluk duygusunu yansıtıyordu. Raşit, çileden çıkmak üzere olduğunu hissettiğinde, bir an için durdu ve düşüncelerini toparladı. Sonra, ""Ona göz kulak olurum,"" dedi. Bu sözler, Raşit'in kararlılığını ve sorumluluk duygusunu yansıtıyordu. Raşit, çileden çıkmak üzere olduğunu hissettiğinde, bir an için durdu ve düşüncelerini toparladı. Sonra, ""Ona göz kulak olurum,"" dedi. Bu sözler, Raşit'in kararlılığını ve sorumluluk duygusunu yansıtıyordu. Raşit, çileden çıkmak üzere olduğunu hissettiğinde, bir an için durdu ve düşüncelerini toparladı. Sonra, ""Ona göz kulak olurum,"" dedi. Bu sözler, Raşit'in kararlılığını ve sorumluluk duygusunu yansıtıyordu. Raşit, çileden çıkmak üzere olduğunu hissettiğinde, bir an için durdu ve düşüncelerini toparladı. Sonra, ""Ona göz kulak olurum,"" dedi. Bu sözler, Raşit'in kararlılığını ve sorumluluk duygusunu yansıtıyordu. Raşit, çileden çıkmak üzere olduğunu hissettiğinde, bir an için durdu ve düşüncelerini toparladı. Sonra, ""Ona göz kulak olurum,"" dedi. Bu sözler, Raşit'in kararlılığını ve sorumluluk duygusunu yansıtıyordu. Raşit, çileden çıkmak üzere olduğunu hissettiğinde, bir an için durdu ve düşüncelerini toparladı. Sonra, """
"They told Rasheed later that if the winds had blown east instead of west,","his shop, which was at the corner of the block, might have been spared.",28,completion,"Sau đó, họ nói với Rasheed rằng nếu cơn gió thổi hướng Đông thay vì hướng",Tây thì cửa hàng của ông ta ở góc đường có thể đã bình an vô sự.,33,completion,A Rashid le aseguraron más tarde que si el viento hubiera soplado del este en lugar,"del oeste, su tienda, que estaba en la esquina de la manzana, tal vez se habría salvado.",33,"completion>A Rashid le aseguraron más tarde que si el viento hubiera soplado del este en lugar de soplar del oeste, la tormenta habría sido mucho más intensa y destructiva, lo que habría aumentado las posibilidades de que el barco se hundiera, y con él, la carga de oro y joyas que transportaba. Sin embargo, el viento del oeste fue lo suficientemente fuerte como para causar daños significativos, pero no lo suficiente como para hundir el barco. A pesar de todo, Rashid logró sobrevivir y llegar a la costa, aunque con algunas heridas leves y una gran cantidad de tesoros perdidos en el mar.","Raşit’e daha sonra dediklerine göre, rüzgâr batıya değil","de doğuya doğru esseydi, onunki, sokağın sonundaki dükkân kurtulabilirdi.",17,"Raşit’e daha sonra dediklerine göre, rüzgâr batıya değil, doğudan esiyormuş gibi hissettirdi. Bu durum, onun için bir tür kehanet gibiydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı niteliğindeydi. Çünkü bu rüzgâr, ona göre, bir tür uyarı niteliğindeydi. Bu uyarı, onun için bir tür uyarı nit"
"She thought now of the letter Jalil had finally left at her door. She had kept it for days, beneath her","pillow, picking it up now and then, turning it over in her hands. In the end, she had shredded it unopened.",42,completion,Bây giờ bà lại nghĩ về bức thư mà Jalil đã để lại tại cửa nhà bà. Bà đã giữ nó dưới gối trong,"nhiều ngày, thi thoảng cầm nó lên, lật qua mặt này mặt kia, rồi cuối cùng xé nó đi mà không mở ra đọc.",48,completion,"Pensó en la carta que Yalil había dejado finalmente en su puerta. La había guardado durante días bajo la almohada,","de donde la sacaba de vez en cuando para darle vueltas entre las manos. Al final, la había roto sin abrirla.",41,completion,"Celil’in giderken kapıya bıraktığı mektubu anımsadı. Zarfı hiç açmadan, yıllarca yastığının","altında saklamış, arada bir çıkarmış, elinde evirip çevirmişti. Sonunda da yırtıp atmıştı.",23,"completion: Celil’in giderken kapıya bıraktığı mektubu anımsadı. Zarfı hiç açmadan, yıllarca yastığının altında sakladı. İçindeki notta, Celil’in annesine yazdığı bir mektuptan alıntı vardı: ""Sevgili anneciğim, her ne olursa olsun, seninle gurur duyuyorum. Seni çok seviyorum."" Bu satırlar, Celil’in annesine olan sevgisini ve bağlılığını gösteriyordu. Celil, mektubu okumadan önce, annesinin ona verdiği sözleri hatırladı: ""Seninle gurur duyuyorum, Celil. Her zaman yanındayım."" Celil, annesinin sözlerini düşünerek, mektubu açmaya karar verdi. Zarfı açtığında, içinden bir not çıktı. Notta, Celil’in annesine yazdığı bir mektuptan alıntı vardı: ""Sevgili Celil, her ne olursa olsun, seninle gurur duyuyorum. Seni çok seviyorum."" Celil, mektubu okumaya başladı. Mektupta, Celil’in annesinin ona verdiği öğütler vardı: ""Sevgili Celil, her zaman doğruyu söyle. Her zaman dürüst ol. Seni seviyorum."" Celil, mektubu okurken, annesinin sözlerini düşünerek, mektubu bitirdi. Mektubu okuduktan sonra, Celil, annesine olan sevgisini ve bağlılığını daha da çok hissetti."
"""Here,"" she said, fetching the ball from the closet where it had rolled to. But Zalmai was bawling now and pounding his fists, crying that it wasn't","the same ball, it couldn't be, because his ball was lost, and this was a fake one, where had his real ball gone? Where? Where where where?",54,completion,"“Đây,” bà nói, đoạn khều quả bóng từ dưới gầm tủ ra, nó đã lăn vào đó. Nhưng Zalmai cứ hét toáng lên và đấm thùm thụp, kêu khóc rằng không phải quả bóng","đó, không thể là bóng của nó được vì quả bóng đã mất rồi, còn kia là quả bóng giả, quả bóng thật của nó đâu rồi? Ở đâu? Ở đâu ở đâu ở đâu?",69,completion,"–Aquí -respondió ella, sacando la pelota de debajo del armario, donde se había metido rodando. Pero Zalmai berreaba y daba de puñetazos, gritando que no era la misma","pelota, que no podía ser la misma porque su pelota se había perdido y aquélla era falsa. ¿Adónde se había ido la de verdad? ¿Adónde? ¿Adónde, adónde, adónde?",56,completion,"“İşte,” dedi Meryem, topu içine yuvarlandığı dolaptan çıkararak. Ama Zalmay artık uluyor, yumruklarıyla havayı dövüyordu; aynı top","olmadığını, olamayacağını, çünkü onun kaybolduğunu haykırıyordu avaz avaz; bu sahtesiydi, gerçek topu nereye gitmişti? Nereye? Nereye nereye nereye?",35,completion
