Single_ent,en_masked,en_masked_shuffled
['rasmussen'],"Hector’s shoes squeaked ahead of us. “Pyxis is in there, cafeteria’s on the ground floor. The chief of surgery is Dr. [MASK],” he said in a Mexican accent. “Stay out of his way, and hope to God he never notices you enough to make direct eye contact with you.”","direct cafeteria’s never of he make hope to of God us. ahead The way, there, is squeaked Hector’s notices in eye floor. surgery in the contact ground [MASK],” Dr. of is chief you.” said enough Mexican “Stay shoes you out with to “Pyxis his on he accent. a and"
['amber'],"He grinned back and forth between us. “Maybe we can get together for dinner later this week, once you’ve gotten settled in,” he said. “[MASK] and I would love to have you.”","together grinned settled and you’ve he can later said. for dinner you.” we once between gotten forth “Maybe “[MASK] have week, would I get He this and to in,” back us. love"
['maddy'],"It was never going to happen. I knew this. But [MASK] wouldn’t let it go unless I tried—and really, I should try. [MASK] was right, this whole situation was a ticking time bomb.","a I [MASK] wouldn’t right, going tried—and happen. it [MASK] was whole bomb. knew But this never It I I was let time try. go was should situation ticking this. unless really, to"
['maddy'],"When I came back out to the pontoon, [MASK] was lying on her back on one of the ratty vinyl seats with a straw hat over her face that she must have found in a storage compartment.","came When on I found back face [MASK] the that she have of back in to a over straw storage with vinyl hat the on compartment. a must was out one her seats lying ratty pontoon, her"
['maddy'],"I blinked at her. “[MASK], what do you want me to do? I can’t control her. I can’t tell her to break it off. And why can’t we just give her the benefit of the doubt for once?”","her. what want for just And blinked to once?” I her. her control benefit you can’t me doubt give why do it I we “[MASK], her to can’t can’t of off. at I the do? tell break the"
['maddy'],"I shook my head at her. “You want to warn him, [MASK]? Go ahead. Ruin her chances for a normal life with a normal man, send her back out into the universe where I won’t know where she is or if she’s even alive. Go ahead. But I’m not doing it. I’m not going to undo whatever progress she’s made in therapy by throwing her past back in her face and trying to destroy her life when she’s trying to be better. Leave her alone.”","warn alive. where a life want to it. chances trying whatever even she’s her Go won’t her therapy Go her. know or at trying to she’s shook past normal to ahead. her better. and But man, by when out for with where Ruin going normal alone.” I’m her doing “You my face a is I I throwing the back [MASK]? ahead. her into if progress I’m be destroy she not universe him, head Leave in made she’s her in back not to life undo send"
['maddy'],I kept walking. My eyes started to tear up. I hated fighting with [MASK]. We almost never argued. But why wouldn’t she just let me have this? This one thing?,This wouldn’t fighting she never kept We up. tear me started I let thing? almost walking. this? why one My eyes have I But hated with argued. [MASK]. to just
['maddy'],"I pivoted to put my back to the side of the house before they saw me. I squeezed my eyes shut, willing myself not to cry. When I opened them, I could see [MASK] already pushing off the dock and heading to the cottage.","myself saw the before to back the house side [MASK] shut, off to could pivoted willing cottage. pushing see me. I heading put dock them, of squeezed my already not I I cry. to to When the opened they I and my eyes the"
['maddy'],"She put her head on Justin’s shoulder and my heart melted a little. He was her safe person. The dog was sitting by his feet now too and I remembered what [MASK] said about dogs, that they always tell you who the good people are.","little. Justin’s the safe they I what who person. a put his feet good and [MASK] was you too on by tell The and melted heart that shoulder my people was dogs, her are. sitting about always remembered her He said now She head dog"
['celeste'],"“I did,” he said. “We had an almost ten-year streak. There was a three-month period where he was living with his girlfriend [MASK] in South Dakota, but it didn’t last.”","period “We almost did,” streak. an his was There had didn’t last.” three-month [MASK] where in “I living he Dakota, said. with but South it ten-year girlfriend a was he"
['maddy'],"“Usually [MASK] is on the island. And Mom is on the island. Everyone else is on the shore. And sometimes I wish I could go get them, but I just… can’t. I don’t have the space for them. And I know that it hurts people, but it’s just who I am. And it makes me feel like a horrible person.”","makes “Usually And get I who just… I sometimes can’t. it the I I it like for them. could is is I else hurts [MASK] Everyone the just am. me go shore. And Mom I the don’t people, And island. on a know is that wish them, on horrible space but the but it’s island. And on person.” have feel"
['emma'],"I paused, not sure how much I wanted to share. I decided on all of it. [MASK] was going to be here when it all hit the fan anyway, so there was no point in keeping her in the dark.","was wanted to to going paused, it in so the [MASK] I on when here the her I it. decided anyway, all dark. be point much in how hit of not sure I keeping share. all there fan no was"
['emma'],"I studied the woman sitting next to me. Imagine someone who went through what she did, turning out the way she had. Able to give grace to someone who’d let her down so badly. [MASK] was a better person than I was. And my life had been gentler than hers too.","grace had. a [MASK] who the out the someone badly. hers to been had she Imagine through to my what person someone let I give than too. Able did, was. life her better And I was to sitting than gentler studied she so woman down turning way went who’d next me."
['maddy'],"The lights of the pontoon pricked the distance. [MASK] was coming. Slowly, but she was coming. We had a few minutes. A soft wind blew a lock of hair across my cheek and I dragged it off with a finger. I watched his eyes follow the movement before they came back to mine.","watched of was lights and The back wind hair she had coming. pontoon before [MASK] distance. We dragged lock movement it pricked mine. a I a coming. Slowly, soft finger. A follow was across they with came my of few off I the blew but his minutes. a the eyes the cheek to"
['maddy'],"The motion sensor light stayed on for a few seconds, then doused us back into soft darkness. [MASK] was almost here. Too close now for a kiss to be anything but rushed. Oh well.","soft to doused stayed rushed. then light close well. sensor back into a was seconds, darkness. kiss Too here. anything motion be for now but almost few us a on Oh The [MASK] for"
['amber'],"I might kiss her tonight. I almost did the other night at the dock, but then [MASK] showed up. I was looking forward to the do-over.","I up. her the might I did dock, was the [MASK] night the tonight. do-over. to but showed almost forward at looking then other kiss I"
['emma'],"I’d tried to be softer with her the last few days. The energy shift I’d had over Mom after my talk with [MASK] was almost as bad as being mad at her. At least when I was mad, I didn’t feel the guilt I was feeling now.","I now. days. feeling when almost was mad, after tried I feel didn’t guilt the At was bad I’d The mad was as shift to her be with her. as had least over at last softer being my I talk few with Mom energy I’d the [MASK]"
['emma'],"This was another thing I was trying not to think about—her leaving. I should be happy that she came at all, that she wasn’t in Hawaii. We still had three more dates, maybe more if I could convince her. I’d already gotten a freebie the other night at Mom’s. But I dreaded the clock running out. [MASK] was the only good thing happening to me at the moment and when she was gone, not only would I lose her, I’d be left sitting in my new reality. Dad gone, Mom in prison. Me with all the children.","was be all her. was the out. sitting freebie Mom gotten gone, that in I all, I she thing I We could new should thing clock came had the she think my to This already to in children. Me happening convince trying [MASK] maybe dates, leaving. I still the more other the would not dreaded Dad I three at night with wasn’t and the good was her, happy I’d be about—her reality. in another lose Hawaii. was she only at a Mom’s. running more But me if not prison. that at when moment only left I’d gone,"
['brad'],"I could work from anywhere. What would have stopped me from leaving with her in a few weeks if she’d wanted me to? My lease was almost up, [MASK] had moved on. It was like this was the plan that the universe had set up for me. This was what was supposed to happen.","could to My moved like the was to? happen. in the for me. if from a up, weeks anywhere. leaving set would was [MASK] universe me had wanted was lease It almost with work stopped plan on. up supposed what I this me she’d had that have her was few was This What from"
['trader joe'],"“I do love [MASK]’s,” I said, smiling at the bag. “Nothing like a grocery store that makes you have to visit another grocery store right after.”","a that you grocery “I bag. have smiling do grocery right “Nothing the another to makes [MASK]’s,” said, like love store store at visit after.” I"
['brad'],"“Oh, well there you go,” [MASK] said. “She doesn’t know what she’s missing if she leaves. You gotta give her the magic peen.”","magic leaves. “She gotta go,” missing “Oh, her well said. she You know give [MASK] you if doesn’t she’s there peen.” what the"
['brad'],I stared absently at the bag of chocolates in my hand. [MASK] was studying me. I could feel it. I looked up. “What?”,chocolates I bag stared me. at the looked I could it. [MASK] was “What?” my studying I absently feel in of hand. up.
['benny'],"“We want to fix it up for you,” [MASK] said. “When I got sick and I had to move back into my mom’s place, the worst part was how old everything was. We want to replace the blinds, paint.”","old it for blinds, to want sick how you,” my want the paint.” the I move was. “When back place, fix to I worst up “We to replace and [MASK] got mom’s everything said. into had was part We"
['emma'],"“Yeah,” I said. “Thank you. There’s actually something else you can help me with too,” I said, looking at them. “I need help making sure I can still see [MASK] until she goes.”","sure [MASK] actually with I I help see you. said, you else at can “Thank “I too,” I something looking making me can said. still she goes.” There’s them. need “Yeah,” help until"
['maddy'],"When we got to the side of the garage, [MASK]’s smile dropped off. “See?” she said. “I told you I would be nice.”","nice.” the said. you dropped When “I “See?” be off. side [MASK]’s she to got we the smile would of garage, told I"
['emma'],"[MASK] pulled two Ziploc bags from her purse. They had Wheat Thins and celery in them. Probably her work snacks. “I trust this zipper seal with my life,” she said, turning to hand them to our passengers.","Wheat “I her They her said, pulled this she life,” [MASK] from them. to bags seal them snacks. two and Probably to turning passengers. work zipper trust Ziploc purse. hand our Thins in with had celery my"
['patrón'],"“You two smell like you showered in [MASK],” I said. I dug in my center console for a water bottle. “Drink some water.”","water you in console a I said. “You [MASK],” like showered for I two bottle. my “Drink smell some in dug center water.”"
['george cooney'],A hand emerged from the back seat with a tiny chittering raccoon in it wrapped in a bar towel. “This is [MASK].”,towel. A hand [MASK].” in bar it is the with “This emerged tiny wrapped back a chittering from seat a in raccoon
['emma'],"I think I would have been embarrassed if I’d been on a date with anyone else. My mother, sobbing drunk the night before she left for prison. But I knew [MASK] didn’t judge. That’s just not how she was. She judged this situation less than I did.","with if than judged mother, [MASK] I My night sobbing been date did. have I’d I the not I anyone knew That’s think how been drunk But embarrassed She would I didn’t this a situation just judge. prison. she else. less left before for was. she on"
['emma'],"When she finished handing out Kleenex, [MASK] stayed turned in her seat. “You know,” she said, “I worked for three months in a women’s prison.”","handing stayed “You she out months in for her in seat. women’s said, Kleenex, When finished turned three she know,” prison.” [MASK] worked “I a"
['maddy'],"I made an exasperated noise at the empty street, then I went to wait for [MASK] on the dock, opting not to peek in and bother Mom. I sat on the bench that overlooked the water and watched the lights of the pontoon beam in the distance.","I beam an dock, watched the sat at bench made exasperated for bother and wait the distance. the opting peek to empty of the in street, the I then pontoon went that overlooked noise in water the I [MASK] lights and Mom. on not the to on"
['emma'],It was funny that two pivotal moments in my life were happening at the exact same time and at complete odds with each other. I didn’t know how to balance what was going on with my family and what was going on with my feelings for [MASK].,at that It funny time the balance same at was life and my what two for how was with my on feelings my moments was to pivotal know what odds with on each didn’t in with going [MASK]. exact family were happening and other. I going complete
['emma'],"What did I have to offer her? I had nothing but baggage. Emotionally damaged, traumatized children that had been catapulted from one tragedy to the next, and me, barely keeping my head above water. Would I even have the time or the bandwidth to be any kind of partner while I was helping my siblings navigate this situation? What was the point in even hoping for anything to be different between [MASK] and me? To what? Pull her from her glamorous jet-setting life to ground her with me in this fucking mess? I’d feel like apologizing every day. There was no way I could ever be worth it.","me? of mess? had one that and the Pull her feel Would way could for water. her? Emotionally her to from to What head had life day. what? was children offer be did to the to hoping situation? point I I’d every apologizing any tragedy my and glamorous be partner was have above To nothing keeping anything damaged, or been jet-setting I this have What traumatized kind was but in with time my me I I baggage. between ever worth catapulted to different [MASK] it. in ground next, bandwidth fucking even navigate me, I like barely no while the the There siblings helping be this even from her"
['brad'],"[MASK] answered. “You go through it. You can’t go around it, you have to go through it. And we’re here to help you do it.”","do answered. it. You it.” to “You go have you you can’t to around through here it, it. go through we’re go help And [MASK]"
['jane'],"I blinked at him. “I thought the kids were going with [MASK]. I have to help with the move, I can’t let you guys do it by yourself—”","help going by with move, blinked [MASK]. to with can’t have the the I “I at yourself—” I thought let you I kids were him. do guys it"
['maddy'],"He led us to the elevator and when he leaned over to push the down button [MASK] put her mouth to my ear. “You’re blushing,” she whispered.","whispered. her the mouth my put push when “You’re to to she led over [MASK] the to button down He us and elevator leaned he blushing,” ear."
['sarah'],[MASK] gave him a look. “Maybe for you. Hanging out with my brother isn’t my idea of a good time. I’ll be outside. I want to go.”,isn’t look. Hanging my a a good [MASK] out my want I him be “Maybe brother gave outside. you. I’ll of for time. to idea go.” with
['maddy'],"I arched an eyebrow. “I don’t suppose you want to go to the water park tomorrow. I’ll buy your ticket. [MASK]’s too,” I added quickly.","[MASK]’s suppose to your park too,” “I quickly. to don’t eyebrow. buy the you want I’ll water an I I arched added go tomorrow. ticket."
['maddy'],"She looked up to the side like she was thinking about it before coming back to me. “I would say that it’s probably not doable. It’s [MASK]’s turn to pick,” she said. “I had to promise her she could pick twice just to get her to agree to come here.”","her her here.” to pick,” “I said. it to [MASK]’s pick about probably agree to to turn could just she looked coming “I not me. it’s promise twice She It’s that thinking back say she come had was would to side she doable. get the to before up to like"
['maddy'],"We walked out of the store as they lowered the gate behind us. [MASK] was coming back from the bathrooms with Chelsea, a couple of stores down.","bathrooms stores of walked was they [MASK] the Chelsea, with out of from back gate behind us. down. couple a the the We coming lowered store as"
['maddy'],"The interrogation started the second we got in the car. “Oh my God, that guy’s fucking in love with you,” [MASK] said, turning on the engine. “It’s cute. Honestly, I’m not usually about all that puppy dog stuff, but I liked it.”","you,” with engine. I The [MASK] love second liked started I’m but all the Honestly, the we got not usually stuff, fucking in it.” said, that on car. turning my that God, “Oh cute. about the puppy “It’s in interrogation dog guy’s"
['emma'],"“[MASK], go meet him at the door, or I will lose my shit. I didn’t push a clunky car stroller around the universe’s largest mall for five hours so you could shake hands with this guy on the way out. As soon as he shows up, I’m going to park around the front at the lobby to give you some privacy. Go get your damn forehead kiss.”","hours universe’s door, this forehead shake the way go up, kiss.” Go with front at mall damn as get five you to or to could push As him around lobby guy park I I’m around shows lose some on I stroller meet he so privacy. you for didn’t “[MASK], your car hands will the my the the largest at the clunky a give shit. out. going soon"
['maddy'],"I turned around to see [MASK] in the car, vanishing around the front of the building. I rolled my eyes. “I think we’ve been set up,” I said.","see turned been up,” the I in building. eyes. to car, we’ve the I I around “I my [MASK] of vanishing the said. around think set rolled front"
['maddy'],"I threw my arms around his neck, purse still in hand, half to keep me from buckling and half to get closer. His embrace tightened and he blew a soft breath through his nose and the warm air rolled across my face and all I could think about was some foggy memory of just a few minutes ago of [MASK] saying that I was in denial, and me being in denial about it.","I and rolled saying I in his of to it. think from blew soft he through was threw I around about foggy buckling my and nose just was tightened half minutes that still me [MASK] some denial, his across the a closer. hand, embrace could face my ago breath few in of and memory neck, purse and a and air being about His get half in warm keep arms to me denial all"
['maddy'],"“You’re still talking about this?” [MASK] said from the computer next to me. “It’s been over a week. And anyway, he didn’t reject you, he just didn’t kiss you as much as you wanted, which shouldn’t be a big deal since he’s not a lifestyle match and all that.”","[MASK] still said from anyway, you next which and match about kiss the a as a computer didn’t you, that.” just reject wanted, shouldn’t he me. to a “You’re as all you been lifestyle And deal over be talking he week. since not he’s much big didn’t “It’s this?”"
['maddy'],[MASK] took the bag from the counter and peered into it. “Funny she brought him lunch and didn’t think to make any for you.”,any think the from she it. and for make “Funny brought lunch didn’t took into bag the [MASK] counter and peered him to you.”
['amber'],"“So he would come home and see you there. Or because she was bored and lonely. FYI, [MASK] only ever calls you when it serves [MASK],” she said.","Or you calls and said. you and “So bored lonely. would home it when she [MASK],” was only [MASK] because see he FYI, she there. ever come serves"
['amber'],"I always thought it was a proximity thing. She traveled a lot, she changed jobs all the time, she was busy, she was dealing with whatever [MASK] dealt with. But now I couldn’t rationalize why nothing was different, even though she was right here.","busy, even was why jobs thing. She always all it she now was was nothing right she she dealt was couldn’t proximity I whatever with with. was [MASK] changed the different, dealing time, here. a a thought I though lot, rationalize But traveled she"
['maddy'],"[MASK] would gladly give me her thoughts on this, but I didn’t want them because it would sound too much like I Told You So. And she had. She had told me. I just didn’t want to listen.","didn’t told I because like didn’t thoughts I them I too So. this, me. would She her listen. sound but want had. had gladly me And want You would on it much [MASK] to just give Told she"
['maddy'],"My chin started to quiver, and I bit down hard on the inside of my cheek. I could feel the sob welling up inside of me and I desperately, desperately wanted it to stop. I didn’t want [MASK] to see me upset. If she did, she’d get protective, and [MASK] in protect mode was more than I wanted to deal with.","stop. I was feel could it did, I me started My of and sob protective, get wanted with. desperately want me mode see I she [MASK] down bit welling in on to wanted inside [MASK] more to desperately, I chin to than to protect upset. didn’t deal quiver, I inside cheek. and my the If and up hard the of she’d"
['maddy'],"He lifted a bag onto the counter with his free hand. “I made you lunch. Wanted to surprise you,” he said, shifting his sister on his hip. “I know you said you never know when you’re getting your breaks, so I figured I’d just drop it off. I made one for you too, [MASK]. Vegetarian. You don’t eat meat, right?”","you,” his surprise hip. you it you said, to eat meat, his drop the I figured never made don’t one You onto “I know Wanted “I hand. his right?” breaks, you I on getting He I’d Vegetarian. said your you’re you too, a sister made lunch. with for [MASK]. he bag shifting off. when know just free counter lifted so"
['alex'],"He nodded over his shoulder. “I should probably let you get back to work. I have to go pick up [MASK] and take him to a doctor’s appointment.” He paused. “Am I allowed to hug you goodbye, or…?”","have or…?” nodded hug him to his He pick I a “I work. take shoulder. to and over [MASK] up back goodbye, you appointment.” I get to paused. “Am go He allowed let probably you doctor’s should to"
['sarah'],"“The whole house has it. I probably have it,” I added. “[MASK]’s having a panic attack. I have to go help. I can’t leave them there infested with bugs.”","I whole I there added. house I a infested have has have “The leave can’t panic them probably it,” go to bugs.” with it. having help. I attack. “[MASK]’s"
['emma'],"I took her hand and did my best to make my face straight. People were already stopping to watch. I made my voice low so only she could hear it. “[MASK], would you do me the honor of delousing my family with me?”","voice face my to People me?” and were already she hand hear me of so my low the honor could would with delousing do to I make my my only I took family straight. her “[MASK], it. watch. you best stopping made did"
['sarah'],"“She’ll be home one day, [MASK]. It’ll come faster than you think. You can visit her and write to her and call her. You can stay close to her—you just have to try. I know this is hard, but good things can still come out of it.”","her can You to write but than stay visit hard, out come of [MASK]. things know still You be good and can faster is can “She’ll it.” home just come to think. It’ll her—you one her close and to try. day, you have call I her. this"
['sarah'],[MASK] was practically bouncing. “I can’t believe he said yes. Mom never lets me do anything. She won’t even let me get my ears pierced.”,anything. She even me my Mom practically pierced.” yes. get won’t “I can’t me ears said lets bouncing. [MASK] believe never do let was he
['sarah'],"In that moment, maybe for the first time ever for me, she looked like a little girl. She was a little girl. I recognized the mask [MASK] wore for what it was.","a me, wore the first was. for looked time it for for she [MASK] ever what like girl. the I a that maybe mask recognized little moment, She little girl. was In"
['emma'],"After we finished with the lice, I set up the blanket in the backyard. With the landscaping Mom did, it was pretty nice back there with its hanging lights, citronella candles, and magnolia trees. I ordered a pizza, connected my phone to a Bluetooth speaker, and poured the wine I brought, and [MASK] and I hung out and talked. Mom had a giant Jenga and we set that up and played a few rounds.","lice, blanket nice a up had hanging connected the I set we the its Jenga that I there a hung citronella pretty Mom rounds. [MASK] in the finished with did, up a With pizza, magnolia the lights, Bluetooth phone Mom and wine it and to I with a landscaping ordered set few played After trees. out was talked. and the brought, back poured candles, we I and and speaker, giant and backyard. and my"
['emma'],"One of the onlookers from the fake bridge proposal had offered to send me the picture he got. It was a shot of me on one knee and [MASK] looking surprised, the Toilet King on her shirt in clear view. It was hilarious. We cracked up about it all night and made it our screensavers.","on all made was me It [MASK] surprised, in a up had the Toilet the fake the and screensavers. shirt looking bridge shot her one from knee King of cracked me view. night of our was hilarious. and One It send We proposal picture the it on to about offered onlookers got. it clear he"
['emma'],[MASK] looked around. “How about you start from across the street. I’ll be getting out of the car. You have until the dock to catch me.”,me.” around. street. from start “How getting be until You looked you across of the [MASK] I’ll about the have car. to dock out the catch
['amber'],"“I’m a surgeon, [MASK]. I don’t have a nine-to-five, I stay until it’s done, I can’t answer the phone in the middle of an appendectomy—”","surgeon, I I nine-to-five, middle [MASK]. stay can’t have phone of answer in it’s done, an a the appendectomy—” until “I’m don’t I the a"
['amber'],"[MASK] drew her arm back and threw the large glass thing again, only this time it bounced off the car’s hood, hit the concrete, and broke in half.","only concrete, drew hit again, and car’s bounced back her the and half. the the large it in arm broke glass threw thing off [MASK] hood, this time"
['amber'],"I watched as he wrapped her in his arms and shushed her gently. Then he whispered something in her ear and caressed the back of her hair, and [MASK] collapsed into the embrace and started to sob.","in the gently. Then hair, shushed his [MASK] wrapped he he I ear embrace into as and something her watched back caressed her the arms her collapsed and started of to her whispered in and and sob."
['amber'],"He stood there in silence for a long beat. Then he talked to me but looked at the award. “You know, there was a time when I would have gotten in my car, driven to the nearest five-star hotel, and picked up the first woman who would have me just to teach [MASK] a lesson. But I’m trying. I’m really trying to be the best version of myself.”","of woman gotten trying. was “You a I’m lesson. picked car, he a version But there stood to hotel, five-star really and would long silence the at He looked but a would to me have just the first the know, up I time the be when best award. trying teach [MASK] to have to there in who for me Then I’m in beat. nearest my talked myself.” driven"
['maddy'],"I began cleaning up the mess. The driveway was full of glass, and Emma’s sandals were scattered on the lawn. Her phone was still in the grass. It started to light up right as I reached for it. It was [MASK].","in the It was the were was the It Emma’s cleaning it. light glass, started full scattered for phone to I up still as on lawn. and began was sandals up [MASK]. I reached Her driveway mess. right The grass. of"
['maddy'],"I closed the door to Neil’s car, picked up what was left of the award and set it inside the garage on the deep freezer. Then I swept up the shattered glass and collected Emma’s shoes and set them by the garage door to the house. I was done in time to help [MASK] dock the boat.","up to house. door time the collected Neil’s award and garage them was by was to on glass of shattered closed the to what help it freezer. [MASK] in done shoes Emma’s set car, the deep and the I I garage and inside up door picked the set the boat. left Then I dock swept the the"
['emma'],"I grabbed the front of the boat and pulled it in. She tossed me a rope and I tied her up and she jumped off, swearing like a sailor while she secured the back. When she was done, she turned to me. “How bad is [MASK]?” she asked, fixing her windblown hair. “Is she a mess?”","me secured the was rope in. boat her mess?” “How me. “Is bad [MASK]?” her while swearing it sailor asked, pulled to hair. a and turned she I She fixing front tied is grabbed tossed windblown of back. done, a she like a the she jumped I she the off, she When and up and she"
['maddy'],"I thought for a split second about changing my privacy settings on 23andMe to see if I had family. Then I immediately decided against it. I was feeling too small to handle it right now. Maybe when [MASK] came back, I’d let her do it. She could sift through the information for me, tell me if anyone was out there, happy to know I existed.","my was out was me thought the came existed. had I a let split if handle privacy sift me, through decided there, it. family. small about know on I’d too it. to for when I [MASK] for to 23andMe I happy Then do information back, She to tell feeling anyone now. right changing see I settings I if second could against Maybe immediately her it"
['emma'],"When I got close enough, the island blocked the wind and I started making progress. By the time I finally dragged the unicorn up onto the sand, I was spent and sunburnt and had been on the water over an hour, but I ran up the steps to the house two at a time anyway. The front door was locked. I knocked, but she didn’t answer. I went around and knocked on the glass windows. “[MASK]! Open the door!”","went and sunburnt the ran front been and to finally The and time but anyway. didn’t I got spent two “[MASK]! I but I knocked glass time I house over the I door up hour, started an on locked. the the making blocked island windows. the the When the she answer. up progress. knocked, close steps a wind Open the the unicorn sand, around onto at dragged I and By enough, door!” had I on was was the water"
['emma'],"One window was cracked open, but it was also seven feet up. I looked around and spotted a storage chest by the hose and pushed that over to the wall and climbed it. “[MASK]!”","open, by storage spotted and climbed seven hose cracked around over “[MASK]!” I feet chest pushed the but up. was to was and a also it the looked it. window wall that One and"
['emma'],"I took the bag out of the trash can [MASK] was holding and put in a new one. I put a cold washcloth on her forehead, grabbed the keys to the pontoon, and left.","in of was the washcloth left. holding grabbed a [MASK] trash on a I to one. and her can the out the took forehead, the pontoon, I and put cold keys bag put new"
['jacob'],"“Push fluids,” [MASK] said, packing up the duffel bag. “Food is less important than getting her hydrated. Tea, anything with electrolytes. Lots of rest.”","Tea, of up than hydrated. less anything “Food her fluids,” [MASK] bag. getting said, the duffel is Lots with rest.” packing important “Push electrolytes."
['maddy'],"But I was glad he was here. Not just because I’d needed help, but because I wanted to see him. His presence comforted me the way [MASK] did, or Mom when she was taking care of me and not the other way around.","I just not help, was see but I’d me me Mom because when other His glad around. he presence was or him. way here. But way was comforted I because of the taking she needed and Not wanted the [MASK] to did, care"
['maddy'],Why hadn’t he slept in the living room on the sofa? Or [MASK]’s room for that matter? Why hadn’t he gone home and slept in his bed? But then I knew why.,room Why the sofa? matter? his hadn’t I Or why. in knew But bed? on slept [MASK]’s in home the that for he Why he slept then and gone hadn’t living room
['maddy'],"I’m not sure why, but I knew I’d always remember this. The breeze rolling gently through the curtains on either side of him. The curve of his shoulder and the way he didn’t make the room feel crowded even though anyone in my room who wasn’t [MASK] took up too much space.","always and rolling even this. curtains of shoulder space. who The side in too the his the make I’d but The he on anyone through feel wasn’t I up him. gently crowded I’m remember knew breeze curve my why, not either the took room room though didn’t of [MASK] much way sure"
['emma'],I think the hardest part to deal with was [MASK] admitting she felt this thing between us too and having to come to terms with the fact that she still didn’t want it. This would end. She would go. And both of us would miss each other.,other. would she She to think terms was felt [MASK] and This fact go. between come I would with end. would the to to miss having deal each want us us both the admitting it. still didn’t thing part too with that this of And hardest she
['maddy'],"You can love someone and still not be willing to give up your way of life for them. And then there are those you love who you’d take a bullet for. It’s all the same emotion, just different levels. I’d lived on the low, safe side of everything. With the exception of [MASK], I kept my friendships at arm’s length and my relationships even further away. I never fell for anyone. I never let anyone close enough to try.","relationships the let those love try. the for levels. safe of take With emotion, who be them. are life anyone can never give bullet further arm’s different up and a still friendships I anyone. my on someone close for. of length It’s kept even not enough side You same to to you’d and fell low, way I your I’d lived never the you love for everything. [MASK], And away. my just there exception of I willing all at then"
['maddy'],"[MASK] shrugged. “Wearing a big-ass diamond bracelet and fawning all over him, so I’m gonna say okay.” She turned to me. “So how long have you been here?”","you “So okay.” bracelet I’m and how all She a shrugged. “Wearing big-ass have say turned fawning diamond so been long gonna to over here?” me. him, [MASK]"
['emma'],"I pulled my shirt over my head. “This was great, [MASK]. I really enjoyed our time together. When can I vomit with you again?”","enjoyed can really my shirt time was our with [MASK]. I together. again?” pulled my you I When over head. great, “This I vomit"
['maddy'],[MASK] and I extended our contract another six weeks at Royaume. [MASK] said it was technically still my turn since I’d only asked for six weeks to begin with and a turn is usually three months long. So we were here now until late October.,at contract and extended another since months usually asked only [MASK] begin with for six I’d until now still and turn technically we here six it weeks a said late three I turn October. was is our to [MASK] Royaume. my weeks long. So were
['alex'],"“I have the van,” he said, his hands wandering. “[MASK] can’t drive it yet, so it’s just sitting there. Uber the next time you come over and take my car home.”","wandering. over the his the “[MASK] and yet, next car hands said, you it my just time “I sitting Uber van,” so can’t he have drive it’s take there. come home.”"
['alex'],"He slipped a hand into my underwear and I sucked in a breath of air. “What time does [MASK] get up for the bus?” I whispered, tipping my head back as he nibbled on my ear.","of in bus?” for head tipping “What does breath time up he and slipped back on my as into my air. a nibbled my underwear whispered, hand I sucked ear. I a He get [MASK] the"
['maddy'],"He made my lunch every day—enormous, chaotic bags of snacks and sandwiches. He always made one for [MASK] too. He kept trying to get me to stay for one of his breakfasts, but that meant eating with the kids, so I never did. I bet they were good though.","good to though. get that lunch were bags made He day—enormous, and meant bet stay did. for kids, always He to snacks my sandwiches. eating one I made I kept for every chaotic so with they never the one of He [MASK] too. trying his breakfasts, but me of"
['alex'],"[MASK] pounded his juice and shoved a forkful of ham into his mouth. “I gotta go to school,” he said, talking around it.","ham school,” he of pounded [MASK] shoved it. gotta talking said, a go “I mouth. juice into forkful around to his and his"
['emma'],"She glared at me. “What the fuck is that supposed to mean, [MASK]? You think I took it. Why would I take it?”","[MASK]? I it. Why at You supposed it?” me. think I “What to She the glared that mean, would fuck is took take"
['emma'],"When I got it together enough to pull away from her, she put her hands on my shoulders. “I want you to know that your empathy is beautiful, [MASK]. I hope you never lose that. I do hope that one day you get some boundaries though.”","away want I that it hope hands you hope her, got to know she I your some though.” on to [MASK]. “I beautiful, do shoulders. never one empathy boundaries her from that. day you my I that together you is lose enough put When pull get"
['emma'],"She pushed a loose hair off her forehead with the back of her hand. “Amber happened. I’m sorry you had to come. There’s no way the two of us can clean this up. It’s [MASK]’s birthday tomorrow. If we don’t help her get through this today she’s going to be small for a week, and I will not let that woman ruin another important day for her.”","two her we for way tomorrow. pushed her can clean with up. hand. It’s off her come. another week, today ruin important If woman her.” of of forehead this help get birthday this will happened. let to don’t a hair going sorry not “Amber day and had a she’s that [MASK]’s you loose I’m no through the the us back There’s for I be to She small"
['emma'],"I carried the basket through the house to find [MASK] hanging things up in the closet of the master bedroom. When she saw me, her face went from surprise to crumpled in the course of two seconds flat. I set the basket down and wrapped her in my arms, and she burst into tears.","flat. down I house wrapped to she and her carried surprise the through things of basket saw up bedroom. I hanging went [MASK] seconds and she her me, tears. the in closet burst arms, the from in in crumpled When set course the to of face my basket into master two the the find"
