Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,tr_masked_results,tr_masked_exact_match,tr_masked_highest_fuzzy_match,tr_masked_correct,tr_masked_shuffled_results,tr_masked_shuffled_exact_match,tr_masked_shuffled_highest_fuzzy_match,tr_masked_shuffled_correct,vi_masked_results,vi_masked_exact_match,vi_masked_highest_fuzzy_match,vi_masked_correct,vi_masked_shuffled_results,vi_masked_shuffled_exact_match,vi_masked_shuffled_highest_fuzzy_match,vi_masked_shuffled_correct,es_masked_results,es_masked_exact_match,es_masked_highest_fuzzy_match,es_masked_correct,es_masked_shuffled_results,es_masked_shuffled_exact_match,es_masked_shuffled_highest_fuzzy_match,es_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,tr_masked_shuffled_results,tr_masked_shuffled_exact_match,tr_masked_shuffled_highest_fuzzy_match,tr_masked_shuffled_correct,vi_masked_shuffled_results,vi_masked_shuffled_exact_match,vi_masked_shuffled_highest_fuzzy_match,vi_masked_shuffled_correct,es_masked_shuffled_results,es_masked_shuffled_exact_match,es_masked_shuffled_highest_fuzzy_match,es_masked_shuffled_correct
['elizabeth'],moses,0,0.14,incorrect,nelson mandela,0,0.35,incorrect,afro,0,0.15,incorrect,ogun,0,0.0,incorrect,moses,0,0.14,incorrect,moses,0,0.14,incorrect,jesus,0,0.14,incorrect,maui,0,0.15,incorrect,mdhukr annt paalge,0,0.15,incorrect,rabindranath tagore,0,0.29,incorrect,madagascar,0,0.11,incorrect,andriamby,0,0.33,incorrect,nelson mandela,0,0.35,incorrect,ogun,0,0.0,incorrect,moses,0,0.14,incorrect,maui,0,0.15,incorrect,rabindranath tagore,0,0.29,incorrect,andriamby,0,0.33,incorrect,elizabeth,1,1.0,correct,jane,0,0.31,incorrect,abla,0,0.31,incorrect,mumtaz,0,0.13,incorrect,nguyen huu tho,0,0.26,incorrect,nguyen huu huan,0,0.17,incorrect,luisa,0,0.43,incorrect,maria,0,0.29,incorrect,jane,0,0.31,incorrect,mumtaz,0,0.13,incorrect,nguyen huu huan,0,0.17,incorrect,maria,0,0.29,incorrect
"['bennet', 'jane', 'miss', 'miss bennet']",jesus,0,0.44,incorrect,nelson mandela,0,0.4,incorrect,manchester,0,0.43,incorrect,oju eni,0,0.36,incorrect,moses,0,0.67,incorrect,nelson mandela,0,0.4,incorrect,jesus,0,0.44,incorrect,moses,0,0.67,incorrect,harry,0,0.22,incorrect,ramayana,0,0.33,incorrect,madagascar,0,0.29,incorrect,jesus,0,0.44,incorrect,nelson mandela,0,0.4,incorrect,oju eni,0,0.36,incorrect,nelson mandela,0,0.4,incorrect,moses,0,0.67,incorrect,ramayana,0,0.33,incorrect,jesus,0,0.44,incorrect,walter,0,0.4,incorrect,emma,0,0.25,incorrect,annesine,0,0.5,incorrect,kimse,0,0.44,incorrect,em,0,0.33,incorrect,nguyen du,0,0.31,incorrect,walter,0,0.4,incorrect,carlos,0,0.2,incorrect,emma,0,0.25,incorrect,kimse,0,0.44,incorrect,nguyen du,0,0.31,incorrect,carlos,0,0.2,incorrect
"['charle', 'netherfield', 'charles']",charles,1,1.0,correct,charles,1,1.0,correct,david,0,0.25,incorrect,manchester,0,0.48,incorrect,setswana,0,0.27,incorrect,moses,0,0.33,incorrect,jesus,0,0.33,incorrect,queen victoria,0,0.32,incorrect,charles,1,1.0,correct,elizabeth,0,0.3,incorrect,charles,1,1.0,correct,charles,1,1.0,correct,charles,1,1.0,correct,manchester,0,0.48,incorrect,moses,0,0.33,incorrect,queen victoria,0,0.32,incorrect,elizabeth,0,0.3,incorrect,charles,1,1.0,correct,walter scott,0,0.42,incorrect,walter scott,0,0.42,incorrect,charles,1,1.0,correct,charles,1,1.0,correct,duc,0,0.22,incorrect,charles,1,1.0,correct,walter,0,0.5,incorrect,charles dickens,0,0.64,incorrect,walter scott,0,0.42,incorrect,charles,1,1.0,correct,charles,1,1.0,correct,charles dickens,0,0.64,incorrect
"['elizabeth', 'elizabeth–']",arabela,0,0.38,incorrect,moses,0,0.14,incorrect,yoruba,0,0.13,incorrect,shakespeare,0,0.3,incorrect,moses,0,0.14,incorrect,moses,0,0.14,incorrect,tahiti,0,0.27,incorrect,tahiti,0,0.27,incorrect,gautm buddh,0,0.3,incorrect,rabindranath tagore,0,0.29,incorrect,andry rasoanaivo,0,0.08,incorrect,henri,0,0.29,incorrect,moses,0,0.14,incorrect,shakespeare,0,0.3,incorrect,moses,0,0.14,incorrect,tahiti,0,0.27,incorrect,rabindranath tagore,0,0.29,incorrect,henri,0,0.29,incorrect,mr. collins,0,0.2,incorrect,shakespeare,0,0.3,incorrect,nikolay gogol,0,0.18,incorrect,mehmet akif inan,0,0.24,incorrect,nguyen huy tuong,0,0.16,incorrect,duc,0,0.0,incorrect,don quijote,0,0.2,incorrect,don quijote,0,0.2,incorrect,shakespeare,0,0.3,incorrect,mehmet akif inan,0,0.24,incorrect,duc,0,0.0,incorrect,don quijote,0,0.2,incorrect
"['darcy', 'darcy–']",jesus,0,0.0,incorrect,maikutlo,0,0.15,incorrect,olaudah equiano,0,0.2,incorrect,yoruba,0,0.18,incorrect,wole soyinka,0,0.12,incorrect,maikutlo,0,0.15,incorrect,ta'u,0,0.22,incorrect,jesus,0,0.0,incorrect,ramdhari singh dinkar,0,0.23,incorrect,ram,0,0.25,incorrect,papa,0,0.22,incorrect,madagascar,0,0.4,incorrect,maikutlo,0,0.15,incorrect,yoruba,0,0.18,incorrect,maikutlo,0,0.15,incorrect,jesus,0,0.0,incorrect,ram,0,0.25,incorrect,madagascar,0,0.4,incorrect,elizabeth bennet,0,0.1,incorrect,shakespeare,0,0.25,incorrect,orhan pamuk,0,0.12,incorrect,insan,0,0.2,incorrect,nguyen du,0,0.14,incorrect,nguyen du,0,0.14,incorrect,don quijote,0,0.12,incorrect,marx,0,0.44,incorrect,shakespeare,0,0.25,incorrect,insan,0,0.2,incorrect,nguyen du,0,0.14,incorrect,marx,0,0.44,incorrect
"['elizabeth', 'elizabeth–']",nelson mandela,0,0.35,incorrect,nelson mandela,0,0.35,incorrect,oedipus,0,0.25,incorrect,ogun,0,0.0,incorrect,shakespeare,0,0.3,incorrect,botshwaruwa o,0,0.27,incorrect,jesus,0,0.14,incorrect,tuvalu,0,0.13,incorrect,vaastv,0,0.27,incorrect,rajinikanth,0,0.4,incorrect,mahatma gandhi,0,0.26,incorrect,maria,0,0.29,incorrect,nelson mandela,0,0.35,incorrect,ogun,0,0.0,incorrect,botshwaruwa o,0,0.27,incorrect,tuvalu,0,0.13,incorrect,rajinikanth,0,0.4,incorrect,maria,0,0.29,incorrect,wickham,0,0.25,incorrect,hamlet,0,0.4,incorrect,hamlet,0,0.4,incorrect,hamlet,0,0.4,incorrect,nguoi doc,0,0.11,incorrect,nguyen du,0,0.11,incorrect,hamlet,0,0.4,incorrect,hamlet,0,0.4,incorrect,hamlet,0,0.4,incorrect,hamlet,0,0.4,incorrect,nguyen du,0,0.11,incorrect,hamlet,0,0.4,incorrect
"['mr bennet', 'bennet', 'mr']",moshoeshoe,0,0.32,incorrect,mosali,0,0.25,incorrect,mary,0,0.67,incorrect,yoruba,0,0.27,incorrect,moratuwa,0,0.4,incorrect,madam,0,0.29,incorrect,jesus,0,0.18,incorrect,tahiti,0,0.17,incorrect,ram,0,0.4,incorrect,napoleon,0,0.29,incorrect,rakoto,0,0.27,incorrect,rakoto,0,0.27,incorrect,mosali,0,0.25,incorrect,yoruba,0,0.27,incorrect,madam,0,0.29,incorrect,tahiti,0,0.17,incorrect,napoleon,0,0.29,incorrect,rakoto,0,0.27,incorrect,mr. darcy,0,0.36,incorrect,father,0,0.25,incorrect,muhammed,0,0.24,incorrect,kahvalti,0,0.14,incorrect,ong,0,0.22,incorrect,nguyen,0,0.33,incorrect,hijo,0,0.0,incorrect,juan,0,0.2,incorrect,father,0,0.25,incorrect,kahvalti,0,0.14,incorrect,nguyen,0,0.33,incorrect,juan,0,0.2,incorrect
"['lucas', 'charlotte', 'charlotte lucas']",nelson mandela,0,0.34,incorrect,moses,0,0.3,incorrect,yoruba,0,0.36,incorrect,olorun,0,0.36,incorrect,my,0,0.0,incorrect,ke,0,0.18,incorrect,tu,0,0.29,incorrect,tu,0,0.29,incorrect,ram,0,0.25,incorrect,ram,0,0.25,incorrect,andry,0,0.29,incorrect,andry rajoelina,0,0.4,incorrect,moses,0,0.3,incorrect,olorun,0,0.36,incorrect,ke,0,0.18,incorrect,tu,0,0.29,incorrect,ram,0,0.25,incorrect,andry rajoelina,0,0.4,incorrect,emma,0,0.22,incorrect,elizabeth,0,0.29,incorrect,murat,0,0.4,incorrect,evimde,0,0.13,incorrect,ngoc,0,0.22,incorrect,tran,0,0.22,incorrect,dona godiva,0,0.23,incorrect,maria,0,0.3,incorrect,elizabeth,0,0.29,incorrect,evimde,0,0.13,incorrect,tran,0,0.22,incorrect,maria,0,0.3,incorrect
"['señor', 'collin', 'señor collins', 'collins', 'mr', 'mr collins']",moses,0,0.4,incorrect,moses,0,0.4,incorrect,abraham,0,0.22,incorrect,olaudah equiano,0,0.38,incorrect,moses,0,0.4,incorrect,botswana,0,0.31,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,ram,0,0.4,incorrect,ramayana,0,0.22,incorrect,rakoto,0,0.25,incorrect,andry,0,0.4,incorrect,moses,0,0.4,incorrect,olaudah equiano,0,0.38,incorrect,botswana,0,0.31,incorrect,jesus,0,0.22,incorrect,ramayana,0,0.22,incorrect,andry,0,0.4,incorrect,staverton,0,0.45,incorrect,mr. darcy,0,0.42,incorrect,abdullah cevdet,0,0.19,incorrect,yegenim,0,0.33,incorrect,ngo tat to,0,0.35,incorrect,duc,0,0.22,incorrect,carlos,0,0.46,incorrect,julio,0,0.36,incorrect,mr. darcy,0,0.42,incorrect,yegenim,0,0.33,incorrect,duc,0,0.22,incorrect,julio,0,0.36,incorrect
"['mrs bennet', 'señora', 'bennet', 'señora bennet––', 'bennet––', 'mrs']",nelson mandela,0,0.4,incorrect,moses,0,0.5,incorrect,samson,0,0.44,incorrect,afrobeat,0,0.44,incorrect,nyame,0,0.36,incorrect,jesus,0,0.25,incorrect,taupou,0,0.17,incorrect,jesus,0,0.25,incorrect,nehru,0,0.36,incorrect,nelson mandela,0,0.4,incorrect,madagascar,0,0.31,incorrect,rasolofonirina,0,0.4,incorrect,moses,0,0.5,incorrect,afrobeat,0,0.44,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,nelson mandela,0,0.4,incorrect,rasolofonirina,0,0.4,incorrect,emma,0,0.4,incorrect,elizabeth bennet,0,0.58,incorrect,mustafa kemal ataturk,0,0.32,incorrect,emine,0,0.55,incorrect,nguoi phu nu,0,0.3,incorrect,duc,0,0.0,incorrect,dona,0,0.4,incorrect,madame,0,0.25,incorrect,elizabeth bennet,0,0.58,incorrect,emine,0,0.55,incorrect,duc,0,0.0,incorrect,madame,0,0.25,incorrect
"['mr bennet', 'bennet', 'mr', 'bennet––']",nelson mandela,0,0.4,incorrect,jesus,0,0.18,incorrect,yoruba,0,0.27,incorrect,ogun,0,0.2,incorrect,nelson mandela,0,0.4,incorrect,moses,0,0.29,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,shakespeare,0,0.24,incorrect,rabindranath tagore,0,0.36,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,ogun,0,0.2,incorrect,moses,0,0.29,incorrect,jesus,0,0.18,incorrect,rabindranath tagore,0,0.36,incorrect,jesus,0,0.18,incorrect,mr. collins,0,0.4,incorrect,shakespeare,0,0.24,incorrect,ataturk,0,0.22,incorrect,ali,0,0.0,incorrect,nhan van,0,0.29,incorrect,nhan,0,0.4,incorrect,napoleon,0,0.29,incorrect,don quijote,0,0.24,incorrect,shakespeare,0,0.24,incorrect,ali,0,0.0,incorrect,nhan,0,0.4,incorrect,don quijote,0,0.24,incorrect
"['mrs bennet', 'señora', 'bennet', 'señora bennet', 'mrs']",moses,0,0.5,incorrect,jesus,0,0.25,incorrect,moses,0,0.5,incorrect,yoruba,0,0.5,incorrect,david,0,0.18,incorrect,moses,0,0.5,incorrect,tonga,0,0.36,incorrect,jesus,0,0.25,incorrect,ram,0,0.44,incorrect,ram,0,0.44,incorrect,maria,0,0.5,incorrect,andriamanelo,0,0.4,incorrect,jesus,0,0.25,incorrect,yoruba,0,0.5,incorrect,moses,0,0.5,incorrect,jesus,0,0.25,incorrect,ram,0,0.44,incorrect,andriamanelo,0,0.4,incorrect,mr. collins,0,0.43,incorrect,woods,0,0.25,incorrect,osman,0,0.36,incorrect,gozlerine,0,0.4,incorrect,nguyen du,0,0.27,incorrect,nguyen du,0,0.27,incorrect,madame bovary,0,0.32,incorrect,ella,0,0.4,incorrect,woods,0,0.25,incorrect,gozlerine,0,0.4,incorrect,nguyen du,0,0.27,incorrect,ella,0,0.4,incorrect
"['mrs philips', 'señora', 'señora philips', 'philips', 'mrs']",hawaii,0,0.46,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,yoruba,0,0.5,incorrect,nelson mandela,0,0.3,incorrect,god,0,0.22,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,nehru,0,0.36,incorrect,ram,0,0.44,incorrect,samuel,0,0.33,incorrect,madagascar,0,0.31,incorrect,jesus,0,0.25,incorrect,yoruba,0,0.5,incorrect,god,0,0.22,incorrect,jesus,0,0.25,incorrect,ram,0,0.44,incorrect,madagascar,0,0.31,incorrect,waverley,0,0.29,incorrect,walter scott,0,0.31,incorrect,durumunda,0,0.27,incorrect,ali,0,0.4,incorrect,nguyen phu cuong,0,0.33,incorrect,viet,0,0.2,incorrect,jugador,0,0.31,incorrect,el,0,0.25,incorrect,walter scott,0,0.31,incorrect,ali,0,0.4,incorrect,viet,0,0.2,incorrect,el,0,0.25,incorrect
"['wickham', 'wickham––']",nelson mandela,0,0.1,incorrect,jesus,0,0.0,incorrect,yoruba,0,0.15,incorrect,ojusaaju,0,0.13,incorrect,nelson mandela,0,0.1,incorrect,moses,0,0.17,incorrect,tahiti,0,0.15,incorrect,jesus,0,0.0,incorrect,narendra modi,0,0.2,incorrect,nelson mandela,0,0.1,incorrect,andriamanelo,0,0.32,incorrect,madagascar,0,0.24,incorrect,jesus,0,0.0,incorrect,ojusaaju,0,0.13,incorrect,moses,0,0.17,incorrect,jesus,0,0.0,incorrect,nelson mandela,0,0.1,incorrect,madagascar,0,0.24,incorrect,mr. woodhouse,0,0.2,incorrect,elizabeth bennet,0,0.17,incorrect,ataturk,0,0.14,incorrect,recep tayyip erdogan,0,0.15,incorrect,nguyen huy thiep,0,0.09,incorrect,nguyen du,0,0.0,incorrect,el senor,0,0.0,incorrect,marques de sade,0,0.09,incorrect,elizabeth bennet,0,0.17,incorrect,recep tayyip erdogan,0,0.15,incorrect,nguyen du,0,0.0,incorrect,marques de sade,0,0.09,incorrect
"['darcy', 'mr', 'mr darcy']",jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,yoruba,0,0.29,incorrect,yoruba,0,0.29,incorrect,moses,0,0.29,incorrect,motho,0,0.29,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,rabindranath tagore,0,0.3,incorrect,narayan sahu,0,0.35,incorrect,ravelo,0,0.29,incorrect,ratsy,0,0.46,incorrect,jesus,0,0.0,incorrect,yoruba,0,0.29,incorrect,motho,0,0.29,incorrect,jesus,0,0.0,incorrect,narayan sahu,0,0.35,incorrect,ratsy,0,0.46,incorrect,mr. rochester,0,0.48,incorrect,shakespeare,0,0.25,incorrect,isa,0,0.25,incorrect,isa,0,0.25,incorrect,day,0,0.75,correct,duc phat,0,0.31,incorrect,el,0,0.0,incorrect,unamuno,0,0.22,incorrect,shakespeare,0,0.25,incorrect,isa,0,0.25,incorrect,duc phat,0,0.31,incorrect,unamuno,0,0.22,incorrect
['elizabeth'],molimo,0,0.27,incorrect,moses,0,0.14,incorrect,jesus,0,0.14,incorrect,yoruba,0,0.13,incorrect,moses,0,0.14,incorrect,mokopong,0,0.0,incorrect,jesus,0,0.14,incorrect,taime,0,0.29,incorrect,zeus,0,0.31,incorrect,ram,0,0.17,incorrect,andry rajoelina,0,0.33,incorrect,afaka,0,0.14,incorrect,moses,0,0.14,incorrect,yoruba,0,0.13,incorrect,mokopong,0,0.0,incorrect,taime,0,0.29,incorrect,ram,0,0.17,incorrect,afaka,0,0.14,incorrect,elizabeth,1,1.0,correct,walter scott,0,0.29,incorrect,hamlet,0,0.4,incorrect,muhammed,0,0.24,incorrect,anh,0,0.33,incorrect,nguyen du,0,0.11,incorrect,don quijote,0,0.2,incorrect,podia,0,0.29,incorrect,walter scott,0,0.29,incorrect,muhammed,0,0.24,incorrect,nguyen du,0,0.11,incorrect,podia,0,0.29,incorrect
"['darcy', 'darc', 'wickham']",london,0,0.2,incorrect,joaloka,0,0.29,incorrect,london,0,0.2,incorrect,london,0,0.2,incorrect,london,0,0.2,incorrect,ke,0,0.22,incorrect,tamarii-rii-raa,0,0.21,incorrect,maui,0,0.25,incorrect,winnie-the-pooh,0,0.27,incorrect,rabindranath tagore,0,0.26,incorrect,london,0,0.2,incorrect,rasolonjatovo,0,0.12,incorrect,joaloka,0,0.29,incorrect,london,0,0.2,incorrect,ke,0,0.22,incorrect,maui,0,0.25,incorrect,rabindranath tagore,0,0.26,incorrect,rasolonjatovo,0,0.12,incorrect,mr. darcy,0,0.71,correct,emma,0,0.25,incorrect,abisi,0,0.22,incorrect,emma,0,0.25,incorrect,elizabeth bennet,0,0.17,incorrect,london,0,0.2,incorrect,georgiana darcy,0,0.5,incorrect,elizabeth bennet,0,0.17,incorrect,emma,0,0.25,incorrect,emma,0,0.25,incorrect,london,0,0.2,incorrect,elizabeth bennet,0,0.17,incorrect
"['darcy', 'mr', 'mr darcy']",khahlisa,0,0.15,incorrect,harriet,0,0.33,incorrect,nelson mandela,0,0.27,incorrect,ogun,0,0.0,incorrect,shaka,0,0.2,incorrect,moisera,0,0.44,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,nelson mandela,0,0.27,incorrect,nietzsche,0,0.14,incorrect,jesus,0,0.0,incorrect,maria,0,0.57,incorrect,harriet,0,0.33,incorrect,ogun,0,0.0,incorrect,moisera,0,0.44,incorrect,jesus,0,0.0,incorrect,nietzsche,0,0.14,incorrect,maria,0,0.57,incorrect,mr. darcy,0,0.94,correct,mr. darcy,0,0.94,correct,napolyon,0,0.31,incorrect,ali,0,0.25,incorrect,napoleon,0,0.15,incorrect,duc phat,0,0.31,incorrect,napoleon,0,0.15,incorrect,voltaire,0,0.31,incorrect,mr. darcy,0,0.94,correct,ali,0,0.25,incorrect,duc phat,0,0.31,incorrect,voltaire,0,0.31,incorrect
"['de', 'catherine de bourgh', 'bourgh', 'catherine bourg', 'bourg', 'lady', 'lady catherine de bourgh', 'catherine']",nelson mandela,0,0.33,incorrect,nelson mandela,0,0.33,incorrect,queen victoria,0,0.35,incorrect,shakespeare,0,0.4,incorrect,nelson mandela,0,0.33,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,tu,0,0.29,incorrect,maark ttven,0,0.4,incorrect,madam,0,0.44,incorrect,britania,0,0.35,incorrect,shakespeare,0,0.4,incorrect,nelson mandela,0,0.33,incorrect,shakespeare,0,0.4,incorrect,jesus,0,0.29,incorrect,tu,0,0.29,incorrect,madam,0,0.44,incorrect,shakespeare,0,0.4,incorrect,fortune,0,0.38,incorrect,wickfield,0,0.33,incorrect,ben,0,0.4,incorrect,ali,0,0.33,incorrect,phan loa kieu,0,0.36,incorrect,phu,0,0.25,incorrect,wodehouse,0,0.36,incorrect,shakespeare,0,0.4,incorrect,wickfield,0,0.33,incorrect,ali,0,0.33,incorrect,phu,0,0.25,incorrect,shakespeare,0,0.4,incorrect
"['wickham', 'wickham––']",nelson mandela,0,0.1,incorrect,nelson mandela,0,0.1,incorrect,oyedipus,0,0.13,incorrect,jesus,0,0.0,incorrect,botswana,0,0.27,incorrect,moses,0,0.17,incorrect,jesus,0,0.0,incorrect,maori,0,0.17,incorrect,nehru,0,0.17,incorrect,narayan,0,0.14,incorrect,andriamanelo,0,0.32,incorrect,rasolofonanahary,0,0.17,incorrect,nelson mandela,0,0.1,incorrect,jesus,0,0.0,incorrect,moses,0,0.17,incorrect,maori,0,0.17,incorrect,narayan,0,0.14,incorrect,rasolofonanahary,0,0.17,incorrect,mr. collins,0,0.11,incorrect,elizabeth bennet,0,0.17,incorrect,napoleon,0,0.13,incorrect,ataturk,0,0.14,incorrect,nguyen tuong tam,0,0.17,incorrect,nguyen thi,0,0.12,incorrect,don quijote,0,0.11,incorrect,napoleon,0,0.13,incorrect,elizabeth bennet,0,0.17,incorrect,ataturk,0,0.14,incorrect,nguyen thi,0,0.12,incorrect,napoleon,0,0.13,incorrect
['jane'],moses,0,0.22,incorrect,moses,0,0.22,incorrect,yoruba,0,0.2,incorrect,jesus,0,0.44,incorrect,nelson mandela,0,0.33,incorrect,jesus,0,0.44,incorrect,tuvalu,0,0.2,incorrect,jesus,0,0.44,incorrect,ram,0,0.29,incorrect,ram,0,0.29,incorrect,maria,0,0.22,incorrect,maria,0,0.22,incorrect,moses,0,0.22,incorrect,jesus,0,0.44,incorrect,jesus,0,0.44,incorrect,jesus,0,0.44,incorrect,ram,0,0.29,incorrect,maria,0,0.22,incorrect,mr. pickwick,0,0.0,incorrect,shakespeare,0,0.27,incorrect,sevgili,0,0.18,incorrect,"onlari da cikaralim, kisiler -onlari da ataturk",0,0.08,incorrect,nguyen phuc van,0,0.21,incorrect,chi,0,0.0,incorrect,maria,0,0.22,incorrect,maria,0,0.22,incorrect,shakespeare,0,0.27,incorrect,"onlari da cikaralim, kisiler -onlari da ataturk",0,0.08,incorrect,chi,0,0.0,incorrect,maria,0,0.22,incorrect
['elizabeth'],nelson mandela,0,0.35,incorrect,jesus,0,0.14,incorrect,yoruba,0,0.13,incorrect,yoruba,0,0.13,incorrect,botha,0,0.43,incorrect,botha,0,0.43,incorrect,maori,0,0.14,incorrect,maori,0,0.14,incorrect,gopaal krssnn gokhle,0,0.14,incorrect,ramayana,0,0.12,incorrect,archly,0,0.27,incorrect,isika,0,0.29,incorrect,jesus,0,0.14,incorrect,yoruba,0,0.13,incorrect,botha,0,0.43,incorrect,maori,0,0.14,incorrect,ramayana,0,0.12,incorrect,isika,0,0.29,incorrect,mr. darcy,0,0.11,incorrect,shakespeare,0,0.3,incorrect,orhan pamuk,0,0.1,incorrect,verdi,0,0.29,incorrect,nguyen tuan,0,0.2,incorrect,ngoai cham,0,0.21,incorrect,don quijote,0,0.2,incorrect,ortega,0,0.27,incorrect,shakespeare,0,0.3,incorrect,verdi,0,0.29,incorrect,ngoai cham,0,0.21,incorrect,ortega,0,0.27,incorrect
"['sir william', 'ngài', 'ngài william', 'sir', 'william']",noah,0,0.5,incorrect,moshoeshoe,0,0.15,incorrect,nigeria,0,0.55,incorrect,nigeria,0,0.55,incorrect,botswana,0,0.33,incorrect,nelson mandela,0,0.32,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,narendra modi,0,0.35,incorrect,rabindranath tagore,0,0.27,incorrect,madagascar,0,0.31,incorrect,madagascar,0,0.31,incorrect,moshoeshoe,0,0.15,incorrect,nigeria,0,0.55,incorrect,nelson mandela,0,0.32,incorrect,jesus,0,0.25,incorrect,rabindranath tagore,0,0.27,incorrect,madagascar,0,0.31,incorrect,wemmick,0,0.29,incorrect,woolf,0,0.33,incorrect,turabi,0,0.4,incorrect,girmedigimiz,0,0.43,incorrect,nguyen huu tho,0,0.23,incorrect,nguyen du,0,0.31,incorrect,marido,0,0.4,incorrect,alberto,0,0.21,incorrect,woolf,0,0.33,incorrect,girmedigimiz,0,0.43,incorrect,nguyen du,0,0.31,incorrect,alberto,0,0.21,incorrect
"['darcy', 'señor', 'anh', 'señor darcy', 'anh darcy', 'mr', 'mr darcy']",keeng,0,0.4,incorrect,nelson mandela,0,0.4,incorrect,olorun,0,0.36,incorrect,olorun,0,0.36,incorrect,nelson mandela,0,0.4,incorrect,kelebogile,0,0.27,incorrect,jesus,0,0.2,incorrect,taupou,0,0.22,incorrect,arth,0,0.57,incorrect,ram,0,0.4,incorrect,andry rajoelina,0,0.42,incorrect,maria,0,0.57,incorrect,nelson mandela,0,0.4,incorrect,olorun,0,0.36,incorrect,kelebogile,0,0.27,incorrect,taupou,0,0.22,incorrect,ram,0,0.4,incorrect,maria,0,0.57,incorrect,mr. collins,0,0.42,incorrect,johnson,0,0.33,incorrect,muhammed,0,0.25,incorrect,muhammed,0,0.25,incorrect,duc vua,0,0.33,incorrect,nguyen du,0,0.4,incorrect,el,0,0.29,incorrect,maria,0,0.57,incorrect,johnson,0,0.33,incorrect,muhammed,0,0.25,incorrect,nguyen du,0,0.4,incorrect,maria,0,0.57,incorrect
"['señor', 'señor collins', 'collins', 'mr', 'mr collins']",lesotho,0,0.33,incorrect,moses,0,0.4,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,michael jackson,0,0.4,incorrect,sebina,0,0.55,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,madam,0,0.29,incorrect,maharani,0,0.4,incorrect,madagascar,0,0.33,incorrect,andriamangaly,0,0.31,incorrect,moses,0,0.4,incorrect,jesus,0,0.22,incorrect,sebina,0,0.55,incorrect,jesus,0,0.22,incorrect,maharani,0,0.4,incorrect,andriamangaly,0,0.31,incorrect,mr. rochester,0,0.43,incorrect,dear sir,0,0.38,incorrect,turkish,0,0.35,incorrect,anne,0,0.24,incorrect,cha,0,0.2,incorrect,con,0,0.6,incorrect,padre,0,0.29,incorrect,padre,0,0.29,incorrect,dear sir,0,0.38,incorrect,anne,0,0.24,incorrect,con,0,0.6,incorrect,padre,0,0.29,incorrect
