Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,tr_masked_results,tr_masked_exact_match,tr_masked_highest_fuzzy_match,tr_masked_correct,tr_masked_shuffled_results,tr_masked_shuffled_exact_match,tr_masked_shuffled_highest_fuzzy_match,tr_masked_shuffled_correct,vi_masked_results,vi_masked_exact_match,vi_masked_highest_fuzzy_match,vi_masked_correct,vi_masked_shuffled_results,vi_masked_shuffled_exact_match,vi_masked_shuffled_highest_fuzzy_match,vi_masked_shuffled_correct,es_masked_results,es_masked_exact_match,es_masked_highest_fuzzy_match,es_masked_correct,es_masked_shuffled_results,es_masked_shuffled_exact_match,es_masked_shuffled_highest_fuzzy_match,es_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,tr_masked_shuffled_results,tr_masked_shuffled_exact_match,tr_masked_shuffled_highest_fuzzy_match,tr_masked_shuffled_correct,vi_masked_shuffled_results,vi_masked_shuffled_exact_match,vi_masked_shuffled_highest_fuzzy_match,vi_masked_shuffled_correct,es_masked_shuffled_results,es_masked_shuffled_exact_match,es_masked_shuffled_highest_fuzzy_match,es_masked_shuffled_correct
['gatsby'],winnie-the-pooh,0,0.1,incorrect,lesotho,0,0.15,incorrect,daisy buchanan,0,0.3,incorrect,europe,0,0.0,incorrect,daisy buchanan,0,0.3,incorrect,south africa,0,0.11,incorrect,gatsby,1,1.0,correct,albert einstein,0,0.29,incorrect,wesley,0,0.33,incorrect,india,0,0.18,incorrect,daisy,0,0.55,incorrect,madagascar,0,0.38,incorrect,lesotho,0,0.15,incorrect,europe,0,0.0,incorrect,south africa,0,0.11,incorrect,albert einstein,0,0.29,incorrect,india,0,0.18,incorrect,madagascar,0,0.38,incorrect,gatsby,1,1.0,correct,york,0,0.2,incorrect,gatsby,1,1.0,correct,john,0,0.0,incorrect,gatsby,1,1.0,correct,duc,0,0.0,incorrect,gatsby,1,1.0,correct,west,0,0.2,incorrect,york,0,0.2,incorrect,john,0,0.0,incorrect,duc,0,0.0,incorrect,west,0,0.2,incorrect
"['bayan', 'mistress', 'bayan wilson', 'mistress wilson', 'wilson']",mount rushmore,0,0.36,incorrect,theodore,0,0.38,incorrect,churchill,0,0.27,incorrect,harbour,0,0.21,incorrect,chicago,0,0.31,incorrect,theodore,0,0.38,incorrect,churchill,0,0.27,incorrect,washington,0,0.5,incorrect,henry ford,0,0.27,incorrect,winston,0,0.77,correct,mount,0,0.36,incorrect,atlantika,0,0.43,incorrect,theodore,0,0.38,incorrect,harbour,0,0.21,incorrect,theodore,0,0.38,incorrect,washington,0,0.5,incorrect,winston,0,0.77,correct,atlantika,0,0.43,incorrect,george,0,0.29,incorrect,san francisco,0,0.48,incorrect,los angeles,0,0.35,incorrect,adriyatik,0,0.43,incorrect,daisy,0,0.4,incorrect,nick,0,0.25,incorrect,manhattan,0,0.43,incorrect,manhattan,0,0.43,incorrect,san francisco,0,0.48,incorrect,adriyatik,0,0.43,incorrect,nick,0,0.25,incorrect,manhattan,0,0.43,incorrect
"['wolfshiem', 'bay', 'bay wolfsheim', 'hỉnh', 'wolfsheim hỉnh', 'wolfsheim']",jesus,0,0.14,incorrect,moses,0,0.43,incorrect,anansi,0,0.32,incorrect,anansi,0,0.32,incorrect,yaba,0,0.57,incorrect,nelson mandela,0,0.29,incorrect,ta'ufe,0,0.32,incorrect,maori,0,0.33,incorrect,gelaah,0,0.27,incorrect,golii,0,0.43,incorrect,salomona,0,0.29,incorrect,salomona,0,0.29,incorrect,moses,0,0.43,incorrect,anansi,0,0.32,incorrect,nelson mandela,0,0.29,incorrect,maori,0,0.33,incorrect,golii,0,0.43,incorrect,salomona,0,0.29,incorrect,charlie,0,0.38,incorrect,waiter,0,0.4,incorrect,murat,0,0.25,incorrect,murat,0,0.25,incorrect,nguyen van lem,0,0.37,incorrect,nguyen van thieu,0,0.28,incorrect,wilde,0,0.43,incorrect,carlos,0,0.32,incorrect,waiter,0,0.4,incorrect,murat,0,0.25,incorrect,nguyen van thieu,0,0.28,incorrect,carlos,0,0.32,incorrect
['daisy'],beaux,0,0.2,incorrect,george washington,0,0.18,incorrect,john,0,0.0,incorrect,york,0,0.22,incorrect,new york,0,0.15,incorrect,washington,0,0.27,incorrect,paris,0,0.6,incorrect,london,0,0.18,incorrect,lebron james,0,0.24,incorrect,lebron james,0,0.24,incorrect,paris,0,0.6,incorrect,beaux arts,0,0.27,incorrect,george washington,0,0.18,incorrect,york,0,0.22,incorrect,washington,0,0.27,incorrect,london,0,0.18,incorrect,lebron james,0,0.24,incorrect,beaux arts,0,0.27,incorrect,jane,0,0.22,incorrect,war,0,0.25,incorrect,charlie chaplin,0,0.2,incorrect,ataturk,0,0.17,incorrect,chi linh,0,0.15,incorrect,york,0,0.22,incorrect,marie curie,0,0.25,incorrect,wilson,0,0.36,incorrect,war,0,0.25,incorrect,ataturk,0,0.17,incorrect,york,0,0.22,incorrect,wilson,0,0.36,incorrect
['daisy'],marcel proust,0,0.22,incorrect,deauville,0,0.43,incorrect,charlie chaplin,0,0.2,incorrect,walt disney,0,0.5,incorrect,chicago,0,0.17,incorrect,france,0,0.18,incorrect,brigitte,0,0.15,incorrect,france,0,0.18,incorrect,madonna,0,0.33,incorrect,chicago,0,0.17,incorrect,charlie chaplin,0,0.2,incorrect,paris,0,0.6,incorrect,deauville,0,0.43,incorrect,walt disney,0,0.5,incorrect,france,0,0.18,incorrect,france,0,0.18,incorrect,chicago,0,0.17,incorrect,paris,0,0.6,incorrect,scarlett,0,0.15,incorrect,brigitte,0,0.15,incorrect,garbo,0,0.2,incorrect,brigitte bardot,0,0.1,incorrect,garbo,0,0.2,incorrect,deauville,0,0.43,incorrect,garbo,0,0.2,incorrect,monte carlo,0,0.12,incorrect,brigitte,0,0.15,incorrect,brigitte bardot,0,0.1,incorrect,deauville,0,0.43,incorrect,monte carlo,0,0.12,incorrect
"['baker', 'jordan', '“jordan baker', '“jordan', 'jordan baker']",hailey,0,0.36,incorrect,alberta,0,0.5,incorrect,new york,0,0.31,incorrect,rock,0,0.25,incorrect,harvey,0,0.36,incorrect,harlem,0,0.36,incorrect,central park,0,0.42,incorrect,albert,0,0.55,incorrect,victor,0,0.33,incorrect,sholay,0,0.33,incorrect,rehefa tapitra,0,0.38,incorrect,wembley,0,0.33,incorrect,alberta,0,0.5,incorrect,rock,0,0.25,incorrect,harlem,0,0.36,incorrect,albert,0,0.55,incorrect,sholay,0,0.33,incorrect,wembley,0,0.33,incorrect,f. scott fitzgerald,0,0.26,incorrect,times,0,0.2,incorrect,plaza,0,0.24,incorrect,street,0,0.22,incorrect,west,0,0.22,incorrect,central park,0,0.42,incorrect,new york,0,0.31,incorrect,madrid,0,0.36,incorrect,times,0,0.2,incorrect,street,0,0.22,incorrect,central park,0,0.42,incorrect,madrid,0,0.36,incorrect
['daisy'],monet,0,0.0,incorrect,shakespeare,0,0.25,incorrect,spring,0,0.18,incorrect,orpheus,0,0.17,incorrect,england,0,0.17,incorrect,camellia,0,0.31,incorrect,tahiti,0,0.36,incorrect,tahiti,0,0.36,incorrect,monet,0,0.0,incorrect,raj kapoor,0,0.13,incorrect,disney,0,0.73,correct,france,0,0.18,incorrect,shakespeare,0,0.25,incorrect,orpheus,0,0.17,incorrect,camellia,0,0.31,incorrect,tahiti,0,0.36,incorrect,raj kapoor,0,0.13,incorrect,france,0,0.18,incorrect,walter de la mare,0,0.18,incorrect,arbuthnot,0,0.14,incorrect,orhan kemal,0,0.12,incorrect,bogazici,0,0.31,incorrect,thy,0,0.25,incorrect,tho,0,0.0,incorrect,don quijote,0,0.25,incorrect,alfonso,0,0.33,incorrect,arbuthnot,0,0.14,incorrect,bogazici,0,0.31,incorrect,tho,0,0.0,incorrect,alfonso,0,0.33,incorrect
"['mister', 'mister sloane', 'bay', 'bay sloane', 'sloane']",moses,0,0.55,incorrect,nelson mandela,0,0.5,incorrect,mary,0,0.57,incorrect,nigeria,0,0.46,incorrect,jesus,0,0.22,incorrect,joseph,0,0.33,incorrect,maori,0,0.36,incorrect,jesus,0,0.22,incorrect,mudaa,0,0.27,incorrect,hillary clinton,0,0.48,incorrect,maria,0,0.36,incorrect,madagascar,0,0.38,incorrect,nelson mandela,0,0.5,incorrect,nigeria,0,0.46,incorrect,joseph,0,0.33,incorrect,jesus,0,0.22,incorrect,hillary clinton,0,0.48,incorrect,madagascar,0,0.38,incorrect,dick,0,0.2,incorrect,jane,0,0.6,incorrect,kadin,0,0.36,incorrect,kadin,0,0.36,incorrect,nguoi phu nu kia,0,0.21,incorrect,jack,0,0.29,incorrect,ella,0,0.4,incorrect,juan,0,0.4,incorrect,jane,0,0.6,incorrect,kadin,0,0.36,incorrect,jack,0,0.29,incorrect,juan,0,0.4,incorrect
['tom'],nelson mandela,0,0.24,incorrect,lesotho,0,0.4,incorrect,jesus,0,0.0,incorrect,ogun,0,0.29,incorrect,shakespeare,0,0.0,incorrect,obama,0,0.5,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,raatribhoj,0,0.31,incorrect,disney,0,0.0,incorrect,maria,0,0.25,incorrect,jesus,0,0.0,incorrect,lesotho,0,0.4,incorrect,ogun,0,0.29,incorrect,obama,0,0.5,incorrect,jesus,0,0.0,incorrect,disney,0,0.0,incorrect,jesus,0,0.0,incorrect,dean,0,0.0,incorrect,charlie,0,0.0,incorrect,orhan pamuk,0,0.29,incorrect,restoran,0,0.36,incorrect,em,0,0.4,incorrect,trinh cong son,0,0.24,incorrect,el,0,0.0,incorrect,estaban,0,0.2,incorrect,charlie,0,0.0,incorrect,restoran,0,0.36,incorrect,trinh cong son,0,0.24,incorrect,estaban,0,0.2,incorrect
['daisy'],naleli,0,0.36,incorrect,naleli,0,0.36,incorrect,disney,0,0.73,correct,jesus,0,0.2,incorrect,setlhare,0,0.15,incorrect,mosesane,0,0.15,incorrect,jesus,0,0.2,incorrect,samoa,0,0.2,incorrect,leonardo dicaprio,0,0.27,incorrect,raj kapoor,0,0.13,incorrect,maria,0,0.4,incorrect,madagascar,0,0.4,incorrect,naleli,0,0.36,incorrect,jesus,0,0.2,incorrect,mosesane,0,0.15,incorrect,samoa,0,0.2,incorrect,raj kapoor,0,0.13,incorrect,madagascar,0,0.4,incorrect,fitzgerald,0,0.13,incorrect,orion,0,0.2,incorrect,yilmaz guney,0,0.24,incorrect,orson welles,0,0.12,incorrect,ngoc giap,0,0.14,incorrect,dai,0,0.75,correct,bunuel,0,0.0,incorrect,orson welles,0,0.12,incorrect,orion,0,0.2,incorrect,orson welles,0,0.12,incorrect,dai,0,0.75,correct,orson welles,0,0.12,incorrect
['daisy'],goldilocks,0,0.4,incorrect,verdi,0,0.4,incorrect,billie eilish,0,0.22,incorrect,elvis,0,0.4,incorrect,simolola,0,0.15,incorrect,maikutlo,0,0.31,incorrect,jesus,0,0.2,incorrect,maori,0,0.4,incorrect,ravi shankar,0,0.35,incorrect,rabindranath tagore,0,0.17,incorrect,madagascar,0,0.4,incorrect,madagascar,0,0.4,incorrect,verdi,0,0.4,incorrect,elvis,0,0.4,incorrect,maikutlo,0,0.31,incorrect,maori,0,0.4,incorrect,rabindranath tagore,0,0.17,incorrect,madagascar,0,0.4,incorrect,evelyn,0,0.18,incorrect,audrey,0,0.36,incorrect,ahmet umit,0,0.27,incorrect,ahmet ersoy,0,0.38,incorrect,ngoc,0,0.0,incorrect,tram,0,0.22,incorrect,la voz,0,0.18,incorrect,verdi,0,0.4,incorrect,audrey,0,0.36,incorrect,ahmet ersoy,0,0.38,incorrect,tram,0,0.22,incorrect,verdi,0,0.4,incorrect
['gatsby'],nelson mandela,0,0.1,incorrect,jesus,0,0.18,incorrect,oduduwa,0,0.15,incorrect,ogun,0,0.2,incorrect,trevor,0,0.17,incorrect,shakespeare,0,0.24,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,ram,0,0.22,incorrect,shivaji,0,0.15,incorrect,madagascar,0,0.38,incorrect,madagascar,0,0.38,incorrect,jesus,0,0.18,incorrect,ogun,0,0.2,incorrect,shakespeare,0,0.24,incorrect,jesus,0,0.18,incorrect,shivaji,0,0.15,incorrect,madagascar,0,0.38,incorrect,fitzgerald,0,0.25,incorrect,james,0,0.36,incorrect,yuzme,0,0.18,incorrect,ben,0,0.22,incorrect,anh ta,0,0.33,incorrect,duc,0,0.0,incorrect,juan,0,0.2,incorrect,marbella,0,0.29,incorrect,james,0,0.36,incorrect,ben,0,0.22,incorrect,duc,0,0.0,incorrect,marbella,0,0.29,incorrect
['daisy'],sebata,0,0.18,incorrect,jesus,0,0.2,incorrect,afro,0,0.22,incorrect,ogun,0,0.0,incorrect,god,0,0.25,incorrect,botshelo,0,0.15,incorrect,jesus,0,0.2,incorrect,maui,0,0.44,incorrect,romantic,0,0.31,incorrect,rajasthan,0,0.29,incorrect,andriamanga,0,0.25,incorrect,madagascar,0,0.4,incorrect,jesus,0,0.2,incorrect,ogun,0,0.0,incorrect,botshelo,0,0.15,incorrect,maui,0,0.44,incorrect,rajasthan,0,0.29,incorrect,madagascar,0,0.4,incorrect,camus,0,0.4,incorrect,james joyce,0,0.38,incorrect,past,0,0.44,incorrect,zaman,0,0.2,incorrect,daisy,1,1.0,correct,nick carraway,0,0.22,incorrect,su madre,0,0.15,incorrect,maria,0,0.4,incorrect,james joyce,0,0.38,incorrect,zaman,0,0.2,incorrect,nick carraway,0,0.22,incorrect,maria,0,0.4,incorrect
['gatsby'],jesus,0,0.18,incorrect,nelson mandela,0,0.1,incorrect,yoruba,0,0.17,incorrect,oyinbo,0,0.17,incorrect,jesus,0,0.18,incorrect,moses,0,0.18,incorrect,maui,0,0.2,incorrect,maui,0,0.2,incorrect,river,0,0.0,incorrect,rabindranath tagore,0,0.16,incorrect,mahoma,0,0.17,incorrect,mohammed,0,0.14,incorrect,nelson mandela,0,0.1,incorrect,oyinbo,0,0.17,incorrect,moses,0,0.18,incorrect,maui,0,0.2,incorrect,rabindranath tagore,0,0.16,incorrect,mohammed,0,0.14,incorrect,harold,0,0.17,incorrect,harvard,0,0.15,incorrect,ozdemir asaf,0,0.22,incorrect,murat yurtseven,0,0.29,incorrect,nguyen nhat anh,0,0.29,incorrect,anh,0,0.22,incorrect,el nino,0,0.0,incorrect,madrid,0,0.17,incorrect,harvard,0,0.15,incorrect,murat yurtseven,0,0.29,incorrect,anh,0,0.22,incorrect,madrid,0,0.17,incorrect
['gatsby'],nelson mandela,0,0.1,incorrect,jesus,0,0.18,incorrect,yoruba,0,0.17,incorrect,jesus,0,0.18,incorrect,nna le setswana re ne ra simolola go ipea seatla se sennye.,0,0.15,incorrect,moswetse,0,0.29,incorrect,tuvalu,0,0.17,incorrect,jesus,0,0.18,incorrect,god,0,0.22,incorrect,ram,0,0.22,incorrect,maria,0,0.18,incorrect,maria,0,0.18,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,moswetse,0,0.29,incorrect,jesus,0,0.18,incorrect,ram,0,0.22,incorrect,maria,0,0.18,incorrect,god,0,0.22,incorrect,emma,0,0.2,incorrect,adam,0,0.2,incorrect,babasi,0,0.33,incorrect,anh ta,0,0.33,incorrect,nguyen huu tho,0,0.2,incorrect,la nina,0,0.15,incorrect,europa,0,0.17,incorrect,emma,0,0.2,incorrect,babasi,0,0.33,incorrect,nguyen huu tho,0,0.2,incorrect,europa,0,0.17,incorrect
['tom'],disney,0,0.0,incorrect,disney,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,donald duck,0,0.14,incorrect,richard,0,0.0,incorrect,jesus,0,0.0,incorrect,maui,0,0.29,incorrect,winnie the pooh,0,0.22,incorrect,door,0,0.29,incorrect,madagascar,0,0.15,incorrect,rebecca,0,0.0,incorrect,disney,0,0.0,incorrect,jesus,0,0.0,incorrect,richard,0,0.0,incorrect,maui,0,0.29,incorrect,door,0,0.29,incorrect,rebecca,0,0.0,incorrect,jeeves,0,0.0,incorrect,nurse,0,0.0,incorrect,gozbebegi,0,0.17,incorrect,koridor,0,0.2,incorrect,ong,0,0.33,incorrect,chau,0,0.0,incorrect,jose,0,0.29,incorrect,jean,0,0.0,incorrect,nurse,0,0.0,incorrect,koridor,0,0.2,incorrect,chau,0,0.0,incorrect,jean,0,0.0,incorrect
['tom'],nelson mandela,0,0.24,incorrect,jesus,0,0.0,incorrect,yoruba,0,0.22,incorrect,jesus,0,0.0,incorrect,madiba,0,0.22,incorrect,moses,0,0.25,incorrect,maui,0,0.29,incorrect,maui,0,0.29,incorrect,nelson mandela,0,0.24,incorrect,winter,0,0.22,incorrect,andriamanelo,0,0.13,incorrect,andriamanelo,0,0.13,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,moses,0,0.25,incorrect,maui,0,0.29,incorrect,winter,0,0.22,incorrect,andriamanelo,0,0.13,incorrect,charlie,0,0.0,incorrect,earth,0,0.25,incorrect,mehmet,0,0.22,incorrect,yani,0,0.0,incorrect,napoleon,0,0.18,incorrect,thoi,0,0.57,incorrect,albert einstein,0,0.11,incorrect,carlos,0,0.22,incorrect,earth,0,0.25,incorrect,yani,0,0.0,incorrect,thoi,0,0.57,incorrect,carlos,0,0.22,incorrect
['gatsby'],jesus,0,0.18,incorrect,shakespeare,0,0.24,incorrect,oduduwa,0,0.15,incorrect,ogun,0,0.2,incorrect,verdi,0,0.0,incorrect,lesotho,0,0.15,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,arjun,0,0.18,incorrect,ram,0,0.22,incorrect,maria,0,0.18,incorrect,madagascar,0,0.38,incorrect,shakespeare,0,0.24,incorrect,ogun,0,0.2,incorrect,lesotho,0,0.15,incorrect,jesus,0,0.18,incorrect,ram,0,0.22,incorrect,madagascar,0,0.38,incorrect,holden,0,0.0,incorrect,horatio,0,0.31,incorrect,ben,0,0.22,incorrect,ben,0,0.22,incorrect,hanh lang,0,0.13,incorrect,trung quoc,0,0.12,incorrect,leopoldo,0,0.0,incorrect,marina,0,0.17,incorrect,horatio,0,0.31,incorrect,ben,0,0.22,incorrect,trung quoc,0,0.12,incorrect,marina,0,0.17,incorrect
"['jordan', 'jordan—']",donald trump,0,0.22,incorrect,washington,0,0.25,incorrect,alfred hitchcock,0,0.18,incorrect,new york,0,0.29,incorrect,frank sinatra,0,0.32,incorrect,michael jackson,0,0.29,incorrect,harlem,0,0.17,incorrect,harvard,0,0.31,incorrect,fifty-second street,0,0.16,incorrect,times square,0,0.11,incorrect,donald trump,0,0.22,incorrect,united states,0,0.21,incorrect,washington,0,0.25,incorrect,new york,0,0.29,incorrect,michael jackson,0,0.29,incorrect,harvard,0,0.31,incorrect,times square,0,0.11,incorrect,united states,0,0.21,incorrect,woody allen,0,0.47,incorrect,central,0,0.31,incorrect,orhan pamuk,0,0.47,incorrect,orhan pamuk,0,0.47,incorrect,paris,0,0.18,incorrect,do manh cuong,0,0.32,incorrect,woody allen,0,0.47,incorrect,new york,0,0.29,incorrect,central,0,0.31,incorrect,orhan pamuk,0,0.47,incorrect,do manh cuong,0,0.32,incorrect,new york,0,0.29,incorrect
['tom'],donald trump,0,0.27,incorrect,george,0,0.22,incorrect,donald trump,0,0.27,incorrect,times,0,0.5,incorrect,central park,0,0.13,incorrect,south africa,0,0.13,incorrect,donald trump,0,0.27,incorrect,central park,0,0.13,incorrect,adhiirtaa,0,0.17,incorrect,adhiras,0,0.0,incorrect,donald trump,0,0.27,incorrect,madagascar,0,0.15,incorrect,george,0,0.22,incorrect,times,0,0.5,incorrect,south africa,0,0.13,incorrect,central park,0,0.13,incorrect,adhiras,0,0.0,incorrect,madagascar,0,0.15,incorrect,harry,0,0.0,incorrect,central,0,0.2,incorrect,harry,0,0.0,incorrect,ismail,0,0.22,incorrect,donald trump,0,0.27,incorrect,trump,0,0.5,incorrect,harry,0,0.0,incorrect,washington,0,0.31,incorrect,central,0,0.2,incorrect,ismail,0,0.22,incorrect,trump,0,0.5,incorrect,washington,0,0.31,incorrect
['daisy'],chicago,0,0.17,incorrect,beethoven,0,0.0,incorrect,michael jackson,0,0.2,incorrect,chicago,0,0.17,incorrect,setso,0,0.2,incorrect,mokgosi,0,0.17,incorrect,chicago,0,0.17,incorrect,chicago,0,0.17,incorrect,hunkr,0,0.0,incorrect,lincoln,0,0.17,incorrect,lincoln,0,0.17,incorrect,lady gaga,0,0.29,incorrect,beethoven,0,0.0,incorrect,chicago,0,0.17,incorrect,mokgosi,0,0.17,incorrect,chicago,0,0.17,incorrect,lincoln,0,0.17,incorrect,lady gaga,0,0.29,incorrect,myra,0,0.22,incorrect,chicago,0,0.17,incorrect,john,0,0.0,incorrect,chicago,0,0.17,incorrect,emily,0,0.4,incorrect,chicago,0,0.17,incorrect,scottie,0,0.17,incorrect,chicago,0,0.17,incorrect,chicago,0,0.17,incorrect,chicago,0,0.17,incorrect,chicago,0,0.17,incorrect,chicago,0,0.17,incorrect
['walter'],donald trump,0,0.44,incorrect,jesus,0,0.18,incorrect,god,0,0.0,incorrect,jesus,0,0.18,incorrect,god,0,0.0,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,jersey,0,0.33,incorrect,donald trump,0,0.44,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,jersey,0,0.33,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,jersey,0,0.33,incorrect,jesus,0,0.18,incorrect,jersey,0,0.33,incorrect,pop,0,0.0,incorrect,atlantic,0,0.43,incorrect,yusuf,0,0.0,incorrect,yok,0,0.0,incorrect,nguyen van luyen,0,0.27,incorrect,jersey,0,0.33,incorrect,trump,0,0.36,incorrect,jersey,0,0.33,incorrect,atlantic,0,0.43,incorrect,yok,0,0.0,incorrect,jersey,0,0.33,incorrect,jersey,0,0.33,incorrect
['jordan'],napoleon,0,0.29,incorrect,israel,0,0.33,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,botswana,0,0.43,incorrect,botswana,0,0.43,incorrect,jesus,0,0.18,incorrect,tahiti,0,0.17,incorrect,rahul,0,0.36,incorrect,ram,0,0.44,incorrect,maria,0,0.36,incorrect,andry rajoelina,0,0.29,incorrect,israel,0,0.33,incorrect,jesus,0,0.18,incorrect,botswana,0,0.43,incorrect,tahiti,0,0.17,incorrect,ram,0,0.44,incorrect,andry rajoelina,0,0.29,incorrect,mr. darcy,0,0.4,incorrect,barrier,0,0.15,incorrect,gurultu,0,0.15,incorrect,elestiri,0,0.14,incorrect,nguyen huy tuong,0,0.18,incorrect,nguyen huu tho,0,0.1,incorrect,la multitud,0,0.12,incorrect,madrid,0,0.33,incorrect,barrier,0,0.15,incorrect,elestiri,0,0.14,incorrect,nguyen huu tho,0,0.1,incorrect,madrid,0,0.33,incorrect
['tom'],nakoma,0,0.44,incorrect,nakoana,0,0.2,incorrect,ogun,0,0.29,incorrect,ogun,0,0.29,incorrect,nelson mandela,0,0.24,incorrect,joseph,0,0.22,incorrect,tahiti,0,0.22,incorrect,maororaa,0,0.18,incorrect,ram,0,0.33,incorrect,ram,0,0.33,incorrect,madagascar,0,0.15,incorrect,madagascar,0,0.15,incorrect,nakoana,0,0.2,incorrect,ogun,0,0.29,incorrect,joseph,0,0.22,incorrect,maororaa,0,0.18,incorrect,ram,0,0.33,incorrect,madagascar,0,0.15,incorrect,dracula,0,0.0,incorrect,wuthering,0,0.17,incorrect,arslan,0,0.0,incorrect,annemi,0,0.22,incorrect,anh ta,0,0.22,incorrect,minh,0,0.29,incorrect,el,0,0.0,incorrect,alberto,0,0.4,incorrect,wuthering,0,0.17,incorrect,annemi,0,0.22,incorrect,minh,0,0.29,incorrect,alberto,0,0.4,incorrect
['daisy'],donald trump,0,0.24,incorrect,london,0,0.18,incorrect,yoruba,0,0.18,incorrect,george,0,0.0,incorrect,john,0,0.0,incorrect,empa,0,0.22,incorrect,washington,0,0.27,incorrect,london,0,0.18,incorrect,mudaa,0,0.4,incorrect,yankee,0,0.18,incorrect,manhattan,0,0.14,incorrect,london,0,0.18,incorrect,london,0,0.18,incorrect,george,0,0.0,incorrect,empa,0,0.22,incorrect,london,0,0.18,incorrect,yankee,0,0.18,incorrect,london,0,0.18,incorrect,the driver,0,0.27,incorrect,jane,0,0.22,incorrect,karsi yonden gelen arabanin,0,0.19,incorrect,jennifer lawrence,0,0.09,incorrect,emily,0,0.4,incorrect,tran,0,0.22,incorrect,juan,0,0.22,incorrect,yeltsin,0,0.17,incorrect,jane,0,0.22,incorrect,jennifer lawrence,0,0.09,incorrect,tran,0,0.22,incorrect,yeltsin,0,0.17,incorrect
"['georg', 'george']",jesus,0,0.2,incorrect,moses,0,0.36,incorrect,oluwafemi,0,0.27,incorrect,olorun,0,0.36,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,ram,0,0.25,incorrect,ram,0,0.25,incorrect,andry,0,0.2,incorrect,jesus,0,0.2,incorrect,moses,0,0.36,incorrect,olorun,0,0.36,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,ram,0,0.25,incorrect,jesus,0,0.2,incorrect,church,0,0.18,incorrect,jesus,0,0.2,incorrect,muhammed,0,0.15,incorrect,evlendi,0,0.31,incorrect,nguoi,0,0.4,incorrect,nguyen,0,0.36,incorrect,mi amor,0,0.33,incorrect,madre,0,0.36,incorrect,jesus,0,0.2,incorrect,evlendi,0,0.31,incorrect,nguyen,0,0.36,incorrect,madre,0,0.36,incorrect
