Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,tr_masked_results,tr_masked_exact_match,tr_masked_highest_fuzzy_match,tr_masked_correct,tr_masked_shuffled_results,tr_masked_shuffled_exact_match,tr_masked_shuffled_highest_fuzzy_match,tr_masked_shuffled_correct,vi_masked_results,vi_masked_exact_match,vi_masked_highest_fuzzy_match,vi_masked_correct,vi_masked_shuffled_results,vi_masked_shuffled_exact_match,vi_masked_shuffled_highest_fuzzy_match,vi_masked_shuffled_correct,es_masked_results,es_masked_exact_match,es_masked_highest_fuzzy_match,es_masked_correct,es_masked_shuffled_results,es_masked_shuffled_exact_match,es_masked_shuffled_highest_fuzzy_match,es_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,tr_masked_shuffled_results,tr_masked_shuffled_exact_match,tr_masked_shuffled_highest_fuzzy_match,tr_masked_shuffled_correct,vi_masked_shuffled_results,vi_masked_shuffled_exact_match,vi_masked_shuffled_highest_fuzzy_match,vi_masked_shuffled_correct,es_masked_shuffled_results,es_masked_shuffled_exact_match,es_masked_shuffled_highest_fuzzy_match,es_masked_shuffled_correct
"['rashid', 'rasheed', 'raşit']",mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect,jesus,0,0.2,incorrect,ayokele,0,0.43,incorrect,caresin,0,0.5,incorrect,nelson mandela,0,0.2,incorrect,jesus,0,0.2,incorrect,hitler,0,0.36,incorrect,toyota,0,0.18,incorrect,toyota,0,0.18,incorrect,madagascar,0,0.27,incorrect,teboka,0,0.18,incorrect,mercedes,0,0.4,incorrect,ayokele,0,0.43,incorrect,nelson mandela,0,0.2,incorrect,hitler,0,0.36,incorrect,toyota,0,0.18,incorrect,teboka,0,0.18,incorrect,mercedes-benz,0,0.3,incorrect,benz,0,0.18,incorrect,sen,0,0.4,incorrect,adolf hitler,0,0.35,incorrect,diwana,0,0.18,incorrect,mercedes,0,0.4,incorrect,adan,0,0.4,incorrect,mercedes,0,0.4,incorrect,benz,0,0.18,incorrect,adolf hitler,0,0.35,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect
"['tarık', 'tariq']",laila,0,0.4,incorrect,empa,0,0.22,incorrect,yoruba,0,0.18,incorrect,muhammad,0,0.15,incorrect,lebohang,0,0.15,incorrect,god,0,0.0,incorrect,laila,0,0.4,incorrect,laila,0,0.4,incorrect,rukmini,0,0.33,incorrect,rukmini,0,0.33,incorrect,mahatma gandhi,0,0.32,incorrect,toy,0,0.25,incorrect,empa,0,0.22,incorrect,muhammad,0,0.15,incorrect,god,0,0.0,incorrect,laila,0,0.4,incorrect,rukmini,0,0.33,incorrect,toy,0,0.25,incorrect,ahmad,0,0.2,incorrect,water,0,0.4,incorrect,ama orhan,0,0.29,incorrect,ahmet,0,0.2,incorrect,akram,0,0.4,incorrect,dang,0,0.22,incorrect,maria,0,0.6,incorrect,maria,0,0.6,incorrect,water,0,0.4,incorrect,ahmet,0,0.2,incorrect,dang,0,0.22,incorrect,maria,0,0.6,incorrect
"['laila', 'leyla']",cinderella,0,0.4,incorrect,christmas,0,0.29,incorrect,cinderella,0,0.4,incorrect,madame butterfly,0,0.19,incorrect,cinderella,0,0.4,incorrect,disney,0,0.36,incorrect,christmas,0,0.29,incorrect,joseph,0,0.18,incorrect,barbie,0,0.36,incorrect,door,0,0.0,incorrect,disney,0,0.36,incorrect,disney,0,0.36,incorrect,christmas,0,0.29,incorrect,madame butterfly,0,0.19,incorrect,disney,0,0.36,incorrect,joseph,0,0.18,incorrect,door,0,0.0,incorrect,disney,0,0.36,incorrect,emily,0,0.4,incorrect,anna,0,0.44,incorrect,ali,0,0.5,incorrect,yesil,0,0.4,incorrect,em,0,0.29,incorrect,minh,0,0.22,incorrect,peppa,0,0.4,incorrect,maria,0,0.6,incorrect,anna,0,0.44,incorrect,yesil,0,0.4,incorrect,minh,0,0.22,incorrect,maria,0,0.6,incorrect
"['laila', 'leyla']",nelson mandela,0,0.42,incorrect,nelson mandela,0,0.42,incorrect,ogun,0,0.0,incorrect,yoruba,0,0.36,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,joseph,0,0.18,incorrect,tahiti,0,0.36,incorrect,ram,0,0.25,incorrect,ram,0,0.25,incorrect,madagascar,0,0.27,incorrect,madagascar,0,0.27,incorrect,nelson mandela,0,0.42,incorrect,yoruba,0,0.36,incorrect,jesus,0,0.2,incorrect,tahiti,0,0.36,incorrect,ram,0,0.25,incorrect,madagascar,0,0.27,incorrect,scarlett,0,0.31,incorrect,jane,0,0.22,incorrect,ali,0,0.5,incorrect,gunes,0,0.2,incorrect,nguyen huu tho,0,0.11,incorrect,nguyen du,0,0.14,incorrect,maria,0,0.6,incorrect,sol,0,0.25,incorrect,jane,0,0.22,incorrect,gunes,0,0.2,incorrect,nguyen du,0,0.14,incorrect,sol,0,0.25,incorrect
"['rashid', 'rasheed', 'raşit']",netflix,0,0.17,incorrect,winnie mandela,0,0.2,incorrect,ogiri,0,0.4,incorrect,ogiri,0,0.4,incorrect,moeketsi,0,0.31,incorrect,moses,0,0.33,incorrect,jesus,0,0.2,incorrect,samoa,0,0.2,incorrect,ravana,0,0.36,incorrect,rifles,0,0.36,incorrect,rakoto,0,0.55,incorrect,madagascar,0,0.27,incorrect,winnie mandela,0,0.2,incorrect,ogiri,0,0.4,incorrect,moses,0,0.33,incorrect,samoa,0,0.2,incorrect,rifles,0,0.36,incorrect,madagascar,0,0.27,incorrect,heathcliff,0,0.38,incorrect,john,0,0.2,incorrect,evren,0,0.33,incorrect,murat,0,0.6,incorrect,ong ta,0,0.18,incorrect,nguyen van thieu,0,0.27,incorrect,winnie-the-pooh,0,0.2,incorrect,madrid,0,0.5,incorrect,john,0,0.2,incorrect,murat,0,0.6,incorrect,nguyen van thieu,0,0.27,incorrect,madrid,0,0.5,incorrect
"['mariam', 'meryem']",afghanistan,0,0.35,incorrect,nelson mandela,0,0.3,incorrect,afghanistan,0,0.35,incorrect,nigeria,0,0.46,incorrect,afghanistan,0,0.35,incorrect,afghanistan,0,0.35,incorrect,afghanistan,0,0.35,incorrect,afghanistan,0,0.35,incorrect,afghanistan,0,0.35,incorrect,nehru,0,0.36,incorrect,afghanistan,0,0.35,incorrect,united states,0,0.21,incorrect,nelson mandela,0,0.3,incorrect,nigeria,0,0.46,incorrect,afghanistan,0,0.35,incorrect,afghanistan,0,0.35,incorrect,nehru,0,0.36,incorrect,united states,0,0.21,incorrect,afghanistan,0,0.35,incorrect,afghanistan,0,0.35,incorrect,yusuf atilgan,0,0.32,incorrect,ataturk,0,0.31,incorrect,afghanistan,0,0.35,incorrect,duc giac,0,0.29,incorrect,afghana,0,0.31,incorrect,afghanistan,0,0.35,incorrect,afghanistan,0,0.35,incorrect,ataturk,0,0.31,incorrect,duc giac,0,0.29,incorrect,afghanistan,0,0.35,incorrect
"['mariam', 'meryem', 'hiểu', 'mariam hiểu']",jesus,0,0.44,incorrect,jesus,0,0.44,incorrect,akua,0,0.4,incorrect,yoruba,0,0.33,incorrect,joseph,0,0.2,incorrect,god,0,0.0,incorrect,jesus,0,0.44,incorrect,tahiti,0,0.4,incorrect,ramayana,0,0.43,incorrect,ramayana,0,0.43,incorrect,maria,0,0.91,correct,nilaza,0,0.33,incorrect,jesus,0,0.44,incorrect,yoruba,0,0.33,incorrect,god,0,0.0,incorrect,tahiti,0,0.4,incorrect,ramayana,0,0.43,incorrect,nilaza,0,0.33,incorrect,jess,0,0.25,incorrect,virginia woolf,0,0.32,incorrect,emine,0,0.44,incorrect,hinci,0,0.44,incorrect,nguyen huu tho,0,0.24,incorrect,ngoan,0,0.18,incorrect,ella,0,0.25,incorrect,maria,0,0.91,correct,virginia woolf,0,0.32,incorrect,hinci,0,0.44,incorrect,ngoan,0,0.18,incorrect,maria,0,0.91,correct
"['rashid', 'rasheed', 'raşit']",nelson mandela,0,0.2,incorrect,youtube,0,0.17,incorrect,afghanistan,0,0.38,incorrect,afghanistan,0,0.38,incorrect,nasa,0,0.44,incorrect,netflix,0,0.17,incorrect,afghanistan,0,0.38,incorrect,osama bin laden,0,0.29,incorrect,afghanistan,0,0.38,incorrect,afghanistan,0,0.38,incorrect,al-qaeda,0,0.4,incorrect,afrika,0,0.36,incorrect,youtube,0,0.17,incorrect,afghanistan,0,0.38,incorrect,netflix,0,0.17,incorrect,osama bin laden,0,0.29,incorrect,afghanistan,0,0.38,incorrect,afrika,0,0.36,incorrect,afghanistan,0,0.38,incorrect,afghanistan,0,0.38,incorrect,afghanistan,0,0.38,incorrect,afghanistan,0,0.38,incorrect,nguyen huu tho,0,0.11,incorrect,osama bin laden,0,0.29,incorrect,hamid karzai,0,0.35,incorrect,al jazeera,0,0.35,incorrect,afghanistan,0,0.38,incorrect,afghanistan,0,0.38,incorrect,osama bin laden,0,0.29,incorrect,al jazeera,0,0.35,incorrect
"['rashid', 'rasheed', 'raşit']",mohammed,0,0.4,incorrect,moses,0,0.33,incorrect,mosalasi,0,0.46,incorrect,moses,0,0.33,incorrect,south africa,0,0.33,incorrect,mosque of omar,0,0.19,incorrect,tahiti,0,0.55,incorrect,jesus,0,0.2,incorrect,mohammed,0,0.4,incorrect,mosque,0,0.31,incorrect,mohammed,0,0.4,incorrect,mohammed,0,0.4,incorrect,moses,0,0.33,incorrect,moses,0,0.33,incorrect,mosque of omar,0,0.19,incorrect,jesus,0,0.2,incorrect,mosque,0,0.31,incorrect,mohammed,0,0.4,incorrect,ali,0,0.5,incorrect,aladdin,0,0.33,incorrect,murat,0,0.6,incorrect,murat,0,0.6,incorrect,nguyen huu tho,0,0.11,incorrect,nguyen du,0,0.25,incorrect,mahoma,0,0.33,incorrect,mecca,0,0.2,incorrect,aladdin,0,0.33,incorrect,murat,0,0.6,incorrect,nguyen du,0,0.25,incorrect,mecca,0,0.2,incorrect
"['rashid', 'rasheed', 'raşit']",jesus,0,0.2,incorrect,nelson mandela,0,0.2,incorrect,yoruba,0,0.36,incorrect,ogun,0,0.0,incorrect,albert einstein,0,0.3,incorrect,botswana,0,0.15,incorrect,tu,0,0.29,incorrect,tamatoa,0,0.33,incorrect,amerikaa,0,0.31,incorrect,nepal,0,0.2,incorrect,maria,0,0.4,incorrect,mahoma,0,0.33,incorrect,nelson mandela,0,0.2,incorrect,ogun,0,0.0,incorrect,botswana,0,0.15,incorrect,tamatoa,0,0.33,incorrect,nepal,0,0.2,incorrect,mahoma,0,0.33,incorrect,"they told isaac later that if the winds had blown east instead of west, his shop, which was at the corner of the block, might have been spared.",0,0.09,incorrect,smith,0,0.6,incorrect,murat,0,0.6,incorrect,mahalle,0,0.43,incorrect,ong ta,0,0.18,incorrect,trung,0,0.2,incorrect,john,0,0.2,incorrect,alfredo,0,0.43,incorrect,smith,0,0.6,incorrect,mahalle,0,0.43,incorrect,trung,0,0.2,incorrect,alfredo,0,0.43,incorrect
"['jalil', 'celil', 'yalil']",moses,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,nigeria,0,0.33,incorrect,she,0,0.25,incorrect,thomas,0,0.18,incorrect,maori,0,0.4,incorrect,samoa,0,0.2,incorrect,ramayani,0,0.46,incorrect,ram,0,0.25,incorrect,madagascar,0,0.13,incorrect,madagascar,0,0.13,incorrect,jesus,0,0.2,incorrect,nigeria,0,0.33,incorrect,thomas,0,0.18,incorrect,samoa,0,0.2,incorrect,ram,0,0.25,incorrect,madagascar,0,0.13,incorrect,jane eyre,0,0.29,incorrect,jane,0,0.44,incorrect,murat,0,0.2,incorrect,yusuf,0,0.2,incorrect,ong ngoai,0,0.29,incorrect,nguyen du,0,0.14,incorrect,juan,0,0.44,incorrect,manuel,0,0.36,incorrect,jane,0,0.44,incorrect,yusuf,0,0.2,incorrect,nguyen du,0,0.14,incorrect,manuel,0,0.36,incorrect
"['zalmay', 'zalmai']",kelebogile,0,0.25,incorrect,jesus,0,0.0,incorrect,nigeria,0,0.15,incorrect,owerri,0,0.17,incorrect,france,0,0.17,incorrect,god,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,ramayana,0,0.57,incorrect,ramayana,0,0.57,incorrect,madagascar,0,0.25,incorrect,madagascar,0,0.25,incorrect,jesus,0,0.0,incorrect,owerri,0,0.17,incorrect,god,0,0.0,incorrect,jesus,0,0.0,incorrect,ramayana,0,0.57,incorrect,madagascar,0,0.25,incorrect,timmy,0,0.36,incorrect,winnie-the-pooh,0,0.1,incorrect,meryem,0,0.33,incorrect,meryem,0,0.33,incorrect,em,0,0.25,incorrect,duc dat,0,0.15,incorrect,luisa,0,0.36,incorrect,maradona,0,0.29,incorrect,winnie-the-pooh,0,0.1,incorrect,meryem,0,0.33,incorrect,duc dat,0,0.15,incorrect,maradona,0,0.29,incorrect
"['laila', 'leyla']",chicken,0,0.17,incorrect,disney,0,0.36,incorrect,olorun,0,0.18,incorrect,ogun,0,0.0,incorrect,moses,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,maori,0,0.4,incorrect,ravana,0,0.36,incorrect,ram,0,0.25,incorrect,madagascar,0,0.27,incorrect,rakoto,0,0.18,incorrect,disney,0,0.36,incorrect,ogun,0,0.0,incorrect,jesus,0,0.2,incorrect,maori,0,0.4,incorrect,ram,0,0.25,incorrect,rakoto,0,0.18,incorrect,mother,0,0.18,incorrect,emily,0,0.4,incorrect,ciglik,0,0.36,incorrect,emre,0,0.22,incorrect,nguoi,0,0.2,incorrect,keo,0,0.25,incorrect,el nino,0,0.33,incorrect,padre,0,0.2,incorrect,emily,0,0.4,incorrect,emre,0,0.22,incorrect,keo,0,0.25,incorrect,padre,0,0.2,incorrect
"['tarık', 'iariq', 'tariq']",madagascar,0,0.27,incorrect,shakespeare,0,0.25,incorrect,africa,0,0.55,incorrect,flamingo,0,0.31,incorrect,nelson mandela,0,0.11,incorrect,south africa,0,0.47,incorrect,maori,0,0.6,incorrect,maui,0,0.44,incorrect,flamingo,0,0.31,incorrect,winnie-the-pooh,0,0.2,incorrect,nilaza,0,0.36,incorrect,mary,0,0.44,incorrect,shakespeare,0,0.25,incorrect,flamingo,0,0.31,incorrect,south africa,0,0.47,incorrect,maui,0,0.44,incorrect,winnie-the-pooh,0,0.2,incorrect,mary,0,0.44,incorrect,flamingo,0,0.31,incorrect,van gogh,0,0.15,incorrect,muhammed ali,0,0.24,incorrect,adam,0,0.22,incorrect,duc gieroshe,0,0.24,incorrect,yen,0,0.0,incorrect,flamencos,0,0.14,incorrect,carlos,0,0.36,incorrect,van gogh,0,0.15,incorrect,adam,0,0.22,incorrect,yen,0,0.0,incorrect,carlos,0,0.36,incorrect
"['tarık', 'tariq']",afghanistan,0,0.25,incorrect,afghanistan,0,0.25,incorrect,afghanistan,0,0.25,incorrect,afghanistan,0,0.25,incorrect,mohammed,0,0.15,incorrect,peshawar,0,0.31,incorrect,afghanistan,0,0.25,incorrect,afghanistan,0,0.25,incorrect,poland,0,0.18,incorrect,ram,0,0.25,incorrect,mohammed,0,0.15,incorrect,mazar-i-sharif,0,0.32,incorrect,afghanistan,0,0.25,incorrect,afghanistan,0,0.25,incorrect,peshawar,0,0.31,incorrect,afghanistan,0,0.25,incorrect,ram,0,0.25,incorrect,mazar-i-sharif,0,0.32,incorrect,kamal,0,0.2,incorrect,john,0,0.0,incorrect,ali,0,0.5,incorrect,pesaver,0,0.33,incorrect,ahmed,0,0.2,incorrect,thanh,0,0.4,incorrect,ahmed,0,0.2,incorrect,peshawar,0,0.31,incorrect,john,0,0.0,incorrect,pesaver,0,0.33,incorrect,thanh,0,0.4,incorrect,peshawar,0,0.31,incorrect
"['tarık', 'tariq']",nelson mandela,0,0.11,incorrect,michael jackson,0,0.2,incorrect,bill clinton,0,0.12,incorrect,nelson mandela,0,0.11,incorrect,nelson mandela,0,0.11,incorrect,disney,0,0.18,incorrect,france,0,0.18,incorrect,michael jackson,0,0.2,incorrect,ram,0,0.25,incorrect,shah rukh khan,0,0.32,incorrect,madagascar,0,0.27,incorrect,madagascar,0,0.27,incorrect,michael jackson,0,0.2,incorrect,nelson mandela,0,0.11,incorrect,disney,0,0.18,incorrect,michael jackson,0,0.2,incorrect,shah rukh khan,0,0.32,incorrect,madagascar,0,0.27,incorrect,women,0,0.0,incorrect,william,0,0.17,incorrect,orhan pamuk,0,0.25,incorrect,istanbul,0,0.31,incorrect,nguyen huu tho,0,0.11,incorrect,dao thanh,0,0.29,incorrect,tom sawyer,0,0.4,incorrect,alberto,0,0.33,incorrect,william,0,0.17,incorrect,istanbul,0,0.31,incorrect,dao thanh,0,0.29,incorrect,alberto,0,0.33,incorrect
"['zalma', 'zalmay', 'zalmai']",joseph,0,0.0,incorrect,moses,0,0.2,incorrect,yoruba,0,0.18,incorrect,oyinbo,0,0.17,incorrect,jesus,0,0.0,incorrect,lebala,0,0.55,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,hamlet,0,0.36,incorrect,ram,0,0.5,incorrect,maria,0,0.55,incorrect,madagascar,0,0.27,incorrect,moses,0,0.2,incorrect,oyinbo,0,0.17,incorrect,lebala,0,0.55,incorrect,jesus,0,0.0,incorrect,ram,0,0.5,incorrect,madagascar,0,0.27,incorrect,the boy,0,0.15,incorrect,dracula,0,0.5,incorrect,yabanci,0,0.46,incorrect,ozur,0,0.22,incorrect,em,0,0.29,incorrect,thoi,0,0.2,incorrect,el nino,0,0.31,incorrect,ella,0,0.44,incorrect,dracula,0,0.5,incorrect,ozur,0,0.22,incorrect,thoi,0,0.2,incorrect,ella,0,0.44,incorrect
"['lail', 'laila', 'leyla']",jesus,0,0.2,incorrect,mohlomong,0,0.15,incorrect,yoruba,0,0.36,incorrect,jesus,0,0.2,incorrect,adele,0,0.44,incorrect,nelson mandela,0,0.42,incorrect,tupoto,0,0.0,incorrect,tupu,0,0.0,incorrect,ram,0,0.29,incorrect,ram,0,0.29,incorrect,andry rajoelina,0,0.3,incorrect,rakoto,0,0.2,incorrect,mohlomong,0,0.15,incorrect,jesus,0,0.2,incorrect,nelson mandela,0,0.42,incorrect,tupu,0,0.0,incorrect,ram,0,0.29,incorrect,rakoto,0,0.2,incorrect,jess,0,0.22,incorrect,elizabeth,0,0.43,incorrect,sen,0,0.25,incorrect,bense,0,0.2,incorrect,nguyen huy thiep,0,0.19,incorrect,nguyen du,0,0.14,incorrect,jose,0,0.22,incorrect,madre,0,0.22,incorrect,elizabeth,0,0.43,incorrect,bense,0,0.2,incorrect,nguyen du,0,0.14,incorrect,madre,0,0.22,incorrect
"['laila', 'leyla']",jesus,0,0.2,incorrect,nelson mandela,0,0.42,incorrect,ogun,0,0.0,incorrect,ogun,0,0.0,incorrect,nelson mandela,0,0.42,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,tahiti,0,0.36,incorrect,raju,0,0.22,incorrect,ram,0,0.25,incorrect,andriamanelo,0,0.35,incorrect,andrianampoinimerina,0,0.24,incorrect,nelson mandela,0,0.42,incorrect,ogun,0,0.0,incorrect,jesus,0,0.2,incorrect,tahiti,0,0.36,incorrect,ram,0,0.25,incorrect,andrianampoinimerina,0,0.24,incorrect,she,0,0.25,incorrect,emily,0,0.4,incorrect,demek,0,0.2,incorrect,demek,0,0.2,incorrect,nguyen huy thiep,0,0.19,incorrect,tran,0,0.22,incorrect,juan,0,0.22,incorrect,luna,0,0.44,incorrect,emily,0,0.4,incorrect,demek,0,0.2,incorrect,tran,0,0.22,incorrect,luna,0,0.44,incorrect
"['mariam', 'meryem']",moses,0,0.36,incorrect,moses,0,0.36,incorrect,yoruba,0,0.33,incorrect,oyinbo,0,0.17,incorrect,botswana,0,0.29,incorrect,botswana,0,0.29,incorrect,israel,0,0.33,incorrect,jesus,0,0.18,incorrect,sheena bora,0,0.35,incorrect,bigg boss,0,0.13,incorrect,madagascar,0,0.38,incorrect,madagascar,0,0.38,incorrect,moses,0,0.36,incorrect,oyinbo,0,0.17,incorrect,botswana,0,0.29,incorrect,jesus,0,0.18,incorrect,bigg boss,0,0.13,incorrect,madagascar,0,0.38,incorrect,anne,0,0.2,incorrect,charlie chaplin,0,0.38,incorrect,ataturk,0,0.31,incorrect,suclu,0,0.0,incorrect,pham thi sy lien,0,0.27,incorrect,nguyen du,0,0.27,incorrect,sherlock holmes,0,0.29,incorrect,maria,0,0.91,correct,charlie chaplin,0,0.38,incorrect,suclu,0,0.0,incorrect,nguyen du,0,0.27,incorrect,maria,0,0.91,correct
"['laila', 'leyla']",joseph,0,0.18,incorrect,selemo,0,0.36,incorrect,yoruba,0,0.36,incorrect,yoruba,0,0.36,incorrect,ngwaga,0,0.36,incorrect,moses,0,0.2,incorrect,maori,0,0.4,incorrect,jesus,0,0.2,incorrect,ram,0,0.25,incorrect,ram,0,0.25,incorrect,madagascar,0,0.27,incorrect,madagascar,0,0.27,incorrect,selemo,0,0.36,incorrect,yoruba,0,0.36,incorrect,moses,0,0.2,incorrect,jesus,0,0.2,incorrect,ram,0,0.25,incorrect,madagascar,0,0.27,incorrect,romeo,0,0.2,incorrect,wuthering,0,0.14,incorrect,yildiz,0,0.36,incorrect,yunus,0,0.2,incorrect,anh,0,0.25,incorrect,minh,0,0.22,incorrect,juan,0,0.22,incorrect,marido,0,0.36,incorrect,wuthering,0,0.14,incorrect,yunus,0,0.2,incorrect,minh,0,0.22,incorrect,marido,0,0.36,incorrect
"['uzunca', 'hamza uzunca', 'hamza']",tea,0,0.25,incorrect,lesotho,0,0.17,incorrect,jesus,0,0.18,incorrect,ogun,0,0.4,incorrect,winnie-the-pooh,0,0.1,incorrect,beatrix,0,0.17,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,mor,0,0.25,incorrect,ramayana,0,0.5,incorrect,maria,0,0.4,incorrect,andriamandisoarivo,0,0.33,incorrect,lesotho,0,0.17,incorrect,ogun,0,0.4,incorrect,beatrix,0,0.17,incorrect,jesus,0,0.18,incorrect,ramayana,0,0.5,incorrect,andriamandisoarivo,0,0.33,incorrect,mr. darcy,0,0.29,incorrect,teapot,0,0.18,incorrect,adam,0,0.44,incorrect,murat,0,0.4,incorrect,ong,0,0.22,incorrect,nguyen du,0,0.27,incorrect,ella,0,0.22,incorrect,te,0,0.0,incorrect,teapot,0,0.18,incorrect,murat,0,0.4,incorrect,nguyen du,0,0.27,incorrect,te,0,0.0,incorrect
"['khan', 'celil han', 'han', 'celil', 'jalil khan', 'yalil', 'jalil', 'yalil jan', 'jan']",mohlomong,0,0.33,incorrect,moses,0,0.2,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,father,0,0.25,incorrect,mma,0,0.33,incorrect,god,0,0.0,incorrect,maori,0,0.4,incorrect,ram,0,0.33,incorrect,ram,0,0.33,incorrect,maria,0,0.43,incorrect,david,0,0.4,incorrect,moses,0,0.2,incorrect,jesus,0,0.25,incorrect,mma,0,0.33,incorrect,maori,0,0.4,incorrect,ram,0,0.33,incorrect,david,0,0.4,incorrect,mother,0,0.22,incorrect,john,0,0.57,incorrect,meryem,0,0.18,incorrect,meryem,0,0.18,incorrect,ong,0,0.33,incorrect,doi,0,0.25,incorrect,muhammad,0,0.36,incorrect,jesus,0,0.25,incorrect,john,0,0.57,incorrect,meryem,0,0.18,incorrect,doi,0,0.25,incorrect,jesus,0,0.25,incorrect
"['leyla co', 'co', 'laila', 'leyla']",south africa,0,0.35,incorrect,lesotho,0,0.4,incorrect,nigeria,0,0.33,incorrect,yoruba,0,0.36,incorrect,spock,0,0.29,incorrect,spock,0,0.29,incorrect,maori,0,0.4,incorrect,pererau,0,0.33,incorrect,bat,0,0.25,incorrect,butterfly,0,0.29,incorrect,maria,0,0.6,incorrect,maria,0,0.6,incorrect,lesotho,0,0.4,incorrect,yoruba,0,0.36,incorrect,spock,0,0.29,incorrect,pererau,0,0.33,incorrect,butterfly,0,0.29,incorrect,maria,0,0.6,incorrect,kolba,0,0.4,incorrect,dracula,0,0.5,incorrect,leyla,1,1.0,correct,mecnun,0,0.29,incorrect,nhung,0,0.0,incorrect,nguyen nhat anh,0,0.26,incorrect,el,0,0.57,incorrect,dracula,0,0.5,incorrect,dracula,0,0.5,incorrect,mecnun,0,0.29,incorrect,nguyen nhat anh,0,0.26,incorrect,dracula,0,0.5,incorrect
"['laila', 'leyla']",europe,0,0.18,incorrect,south africa,0,0.35,incorrect,africa,0,0.55,incorrect,oluwasegun,0,0.27,incorrect,south africa,0,0.35,incorrect,jesus,0,0.2,incorrect,maori,0,0.4,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,ram,0,0.25,incorrect,madagascar,0,0.27,incorrect,atlantika,0,0.57,incorrect,south africa,0,0.35,incorrect,oluwasegun,0,0.27,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,ram,0,0.25,incorrect,atlantika,0,0.57,incorrect,she,0,0.25,incorrect,teacher,0,0.33,incorrect,mustafa kemal ataturk,0,0.23,incorrect,murat,0,0.2,incorrect,nguyen huy tuong,0,0.19,incorrect,trang,0,0.2,incorrect,maria,0,0.6,incorrect,navidad,0,0.5,incorrect,teacher,0,0.33,incorrect,murat,0,0.2,incorrect,trang,0,0.2,incorrect,navidad,0,0.5,incorrect
