line_no,Single_ent,Multiple_ents,en,vi,tr,es,vi_translation,tr_translation,es_translation
262,"['lord henry', 'henry']",,"“American novels,” answered Lord Henry, helping himself to some quail.","“Các tiểu thuyết Mỹ,” huân tước Henry trả lời, tự mời mình một chút chim cun cút.","Lord Henry tabağına biraz bıldırcın alarak, “Amerikan romanları,” diye karşılık verdi.","—Novelas americanas —respondió lord Henry, mientras se servía una codorniz.","“American novels,” Lord Henry replied, helping himself to a bit of quail.","Lord Henry, taking some quail onto his plate, responded, ""American novels.""","—American novels —replied Lord Henry, while serving himself a quail."
264,"['lady agatha—', 'agatha']",,"“Don’t mind him, my dear,” whispered Lady Agatha. “He never means anything that he says.”","“Đừng để ý đến nó, bạn ơi,” bà Agatha thì thào. “Nó chẳng bao giờ nghiêm túc với những gì mà nó nói ra.”","Leydi Agatha, “Sen ona bakma, cicim,” diye fısıldadı. “Onun hiçbir sözünü ciddiye almamak gerekir.","—No le haga caso, querida —susurró lady Agatha—. Mi sobrino nunca habla en serio.","""Don't pay attention to it, my friend,"" whispered Mrs. Agatha. ""It is never serious about what it says.""","Lady Agatha whispered, ""Don't pay attention to her, darling."" ""You shouldn't take any of her words seriously.""","—Don't pay attention to him, dear —whispered Lady Agatha—. My nephew never speaks seriously."
266,"['erskine', 'mr erskine', 'erskine—']",,"“Perhaps, after all, America never has been discovered,” said Mr. Erskine; “I myself would say that it had merely been detected.”","“Không chừng rốt cuộc thì châu Mỹ chưa bao giờ được phát hiện ra,” mít-tơ Erskine nói. “Tự tôi vẫn nói là nó chỉ được nhận ra mà thôi.”","mr Erskine, “Belki de Amerika hiç keşfedilmedi aslında,” dedi. “Bana sorarsanız yalnızca ortaya çıkarıldı.","—Quizá, después de todo, América nunca haya sido descubierta —dijo el señor Erskine—; yo diría más bien que fue meramente detectada.","“Perhaps in the end, America was never actually discovered,” Mr. Erskine said. “I always say it was merely recognized.”","Mr. Erskine said, ""Perhaps America was never actually discovered."" ""If you ask me, it was only revealed.""","—Perhaps, after all, America was never truly discovered —said Mr. Erskine—; I would rather say it was merely detected."
270,"['lord henry', 'henry']",,"“They go to America,” murmured Lord Henry.","“Họ đi Mỹ,” huân tước Henry thì thào.","Lord Henry, “Amerika’ya,” diye mırıldandı.",—Van a los Estados Unidos —murmuró lord Henry.,"“They go to America,” Lord Henry whispered.","Lord Henry murmured, ""To America.""",—They are going to the United States —murmured Lord Henry.
272,"['erskine', 'mr erskine']",,“But must we really see Chicago in order to be educated?” asked Mr. Erskine plaintively. “I don’t feel up to the journey.”,"“Nhưng liệu ta có thật sự cần phải trông thấy Chicago để mà được giáo dục?” mít-tơ Erskine hỏi lại, rầu rĩ. “Tôi không thấy đủ sức cho hành trình ấy.”","mr Erskine, “İyi de, eğitilmek için ille Chicago’ya gitmek zorunda mıyız?” diye sızlandı. “Ben böyle bir yolu göze alamıyorum şahsen.",—¿De verdad tenemos que ver Chicago para estar bien educados? —preguntó el señor Erskine quejumbrosamente—. No me siento capaz de emprender ese viaje.,"“But do we really need to see Chicago to be educated?” Mr. Erskine asked again, gloomily. “I don't feel up to that journey.”","Mr. Erskine complained, ""But do we really have to go to Chicago to get an education?"" ""Personally, I can't take such a risk.""",—Do we really have to see Chicago to be well-educated? —asked Mr. Erskine querulously—. I don't feel capable of undertaking that trip.
274,"['lord henry', 'henry', 'lord henry—']",,"“How dreadful!” cried Lord Henry. “I can stand brute force, but brute reason is quite unbearable. There is something unfair about its use. It is hitting below the intellect.”","“Đáng sợ thật!’ huân tước Henry kêu lên. “Tôi có thể chống lại sức mạnh tàn bạo, nhưng lý trí tàn bạo thì đúng là không chịu nổi. Có gì đó gian lận trong việc sử dụng nó. Nó đánh vào dưới trí tuệ.","Lord Henry, “Ne feci!” dedi. “Mutlak güce katlanabilirim ama mutlak mantık hiç çekilmez. Böyle bir şeyin kullanımında bir haksızlık bulurum ben. Kafanın belden aşağısına vurmak sayarım.","—¡Terrible! —exclamó lord Henry—. No me gusta la fuerza bruta, pero la razón bruta es totalmente insoportable. No está bien utilizarla. Es como golpear por debajo del intelecto.","“How terrifying!” exclaimed Lord Henry. “I can resist brute force, but brute reason is truly unbearable. There is something deceitful in its use. It strikes below the intellect.”","Lord Henry, ""I didn't do it!"" he said. ""I can endure absolute power, but absolute logic is unbearable. I find an injustice in the use of such a thing. I consider it a blow below the belt.""","—Terrible! —exclaimed Lord Henry—. I do not like brute force, but brute reason is absolutely unbearable. It is not right to use it. It is like hitting below the intellect."
275,"['sir thomas', 'thomas']",,"“I do not understand you,” said Sir Thomas, growing rather red.","“Tôi không hiểu cậu,” ngài Thomas nói, mặt trở nên khá đỏ.","Sir Thomas, yüzü biraz kızararak, “Sizi anlamıyorum,” dedi.","—No le entiendo —dijo sir Thomas, enrojeciendo considerablemente.","“I don't understand you,” Mr. Thomas said, his face becoming quite red.","Sir Thomas, with his face slightly reddening, said, ""I don't understand you.""","—I don't understand you —said Sir Thomas, blushing considerably."
282,"['lord henry', 'henry']",,"“I can sympathize with everything except suffering,” said Lord Henry, shrugging his shoulders. “I cannot sympathize with that. It is too ugly, too horrible, too distressing. There is something terribly morbid in the modern sympathy with pain. One should sympathize with the colour, the beauty, the joy of life. The less said about life’s sores, the better.”","“Cháu có thể thông cảm với mọi điều, ngoại trừ sự đau khổ,” huân tước Henry nói, nhún vai. “Cháu không thế thông cảm với điều ấy được. Nó quá xấu xí, quá kinh khủng, quá buồn thảm. Có gì đó hết sức bệnh hoạn trong sự thông cảm tân thời với nỗi đau. Người ta nên thông cảm với sắc màu, vẻ đẹp, niềm vui sống. Càng ít nói về những đớn đau phiền muộn của cuộc đời thì càng tốt.”","Lord Henry omuz silkerek, “Dünyada her şeye karşı anlayışlı davranabilirim, acı çekmek dışında,” dedi. “İşte buna anlayış gösteremem. Gereğinden fazla çirkin, feci, üzücüdür. Çağımızın acıya karşı gösterdiği yakınlıkta son derece hastalıklı bir şeyler var. İnsan yaşamın rengine, güzelliğine, yaşam sevincine yakınlık göstermelidir. Yaşamın cerahatli yaralarından ne kadar konuşmazsak o kadar iyi bence.","—Soy capaz de simpatizar con cualquier cosa menos con el sufrimiento —dijo lord Henry, encogiéndose de hombros—. Hasta eso no llego. Es demasiado feo, demasiado horrible, demasiado angustioso. Hay algo terriblemente morboso en la simpatía de nuestra época por el dolor. Debemos interesarnos por los colores, por la belleza, por la alegría de vivir. Cuanto menos se hable de las miserias de la vida, tanto mejor.","“I can sympathize with everything except suffering,” said Lord Henry, shrugging his shoulders. “I cannot sympathize with that. It is too ugly, too horrible, too distressing. There is something terribly morbid about modern sympathy with pain. One should sympathize with color, beauty, the joy of life. The less said about the sorrows and woes of life, the better.”","Lord Henry shrugged, ""I can sympathize with everything in the world except suffering,"" he said. ""That is something I cannot sympathize with. It is excessively ugly, tragic, and distressing. There is something extremely morbid in our age's affinity for pain. One should show affinity for the color, beauty, and joy of life. The less we talk about life's festering wounds, the better, in my opinion.""","—I can sympathize with anything except suffering —said Lord Henry, shrugging his shoulders—. I can't go that far. It's too ugly, too horrible, too distressing. There is something terribly morbid about our era's sympathy for pain. We should be interested in colors, in beauty, in the joy of living. The less we talk about the miseries of life, the better."
283,"['sir thomas', 'thomas']",,"“Still, the East End is a very important problem,” remarked Sir Thomas with a grave shake of the head.","“Tuy nhiên, East End là một vấn đề hệ trọng,” ngài Thomas nhận xét, với một cái lắc đầu nghiêm nghị.","Sir Thomas başını ciddilikle sallayarak, “Gene de East End çok önemli bir sorun,” dedi.","—De todos modos, el East End es un problema muy importante —señaló sir Thomas, con un grave movimiento de cabeza.","“However, the East End is a serious matter,” Sir Thomas remarked, with a solemn shake of his head.","Sir Thomas shook his head seriously and said, ""Nevertheless, the East End is a very important issue.""","—In any case, the East End is a very important problem —remarked Sir Thomas, with a grave nod of his head."
286,"['lord henry', 'henry']",,"Lord Henry laughed. “I don’t desire to change anything in England except the weather,” he answered. “I am quite content with philosophic contemplation. But, as the nineteenth century has gone bankrupt through an over-expenditure of sympathy, I would suggest that we should appeal to science to put us straight. The advantage of the emotions is that they lead us astray, and the advantage of science is that it is not emotional.”","Huân tước Henry cười. “Tôi không mong muốn thay đổi bất cứ thứ gì ở Anh ngoài thời tiết,” y trả lời. “Tôi khá là thỏa mãn với sự suy ngẫm về triết học. Nhưng, do thế kỷ mười chín đã vỡ nợ vì chi tiêu quá tay cho sự thương cảm, thành thử tôi đề nghị là ta nên thỉnh cầu Khoa học đưa ta về chính đạo. Lợi thế của các cảm xúc là ở chỗ chúng dẫn ta đi lạc, còn lợi thế của Khoa học là ở chỗ nó không có cảm xúc.”","Lord Henry güldü. “Ben İngiltere’de havadan başka hiçbir şeyi değiştirmek istemiyorum,” diye karşılık verdi. “Felsefî düşüncelere dalmak bana yetiyor. Şu var ki, on dokuzuncu yüzyıl bizim anlayış ve acımamızı har vurup harman savurmamız yüzünden iflas ettiğine göre benim önerim, bizi düzeltmesi için bilime başvurmamızdır. Duyguların avantajı şudur ki bizi yolumuzdan saptırırlar; bilimin avantajıysa duygusal olmamasındadır.","Lord Henry se echó a reír. —No deseo cambiar nada en Inglaterra, a excepción del clima —respondió—. Me basta y me sobra con la contemplación filosófica. Pero como el siglo XIX se ha arruinado por un excesivo gasto de simpatía, sugiero que se acuda a la ciencia para solucionarlo. La ventaja de las emociones es que nos llevan por el mal camino, y la ventaja de la ciencia es que excluye la emoción.","Lord Henry laughed. “I do not wish to change anything in England except the weather,” he replied. “I am quite satisfied with philosophical contemplation. But, as the nineteenth century has gone bankrupt from overspending on sympathy, I suggest that we should appeal to Science to bring us back to the right path. The advantage of emotions is that they lead us astray, while the advantage of Science is that it has no emotions.”","Lord Henry laughed. “There is nothing I want to change in England except the weather,” he replied. “Delving into philosophical thoughts is enough for me. The fact is, since the nineteenth century has gone bankrupt due to our reckless squandering of understanding and compassion, my suggestion is that we turn to science to correct us. The advantage of emotions is that they lead us astray; the advantage of science is that it is not emotional.”","Lord Henry laughed. —I do not wish to change anything in England, except the weather —he replied—. I am more than satisfied with philosophical contemplation. But since the 19th century has been ruined by an excessive expenditure of sympathy, I suggest turning to science to solve it. The advantage of emotions is that they lead us astray, and the advantage of science is that it excludes emotion."
287,"['vandeleur', 'ms vandeleur', 'señora uandeleur']",,"“But we have such grave responsibilities,” ventured Mrs. Vandeleur timidly.","“Nhưng ta mang những trách nhiệm hết sức trầm trọng,” bà Vandeleur đánh bạo, bẽn lẽn.","ms Vandeleur çekinerek, “Ama öylesine ağır ve ciddi sorumluluklar taşıyoruz ki!” diye bir görüş ortaya attı.",—Pero tenemos gravísimas responsabilidades —aventuró tímidamente la señora Uandeleur.,"“But I bear very grave responsibilities,” Mrs. Vandeleur ventured, shyly.","Ms. Vandeleur hesitantly suggested, ""But we bear such heavy and serious responsibilities!""",—But we have very serious responsibilities —ventured Mrs. Uandeleur timidly.
288,"['agatha', 'lady agatha', 'leydi agatha']",,"“Terribly grave,” echoed Lady Agatha.","“Trầm trọng khủng khiếp,” bà Agatha lặp lại.","“Son derece ağır ve ciddi,” diye Leydi Agatha onun sözlerini tekrarladı.",—Sumamente graves -se hizo eco lady Agatha.,"""Terribly serious,"" Mrs. Agatha repeated.","“Extremely serious and grave,” Lady Agatha repeated his words.",—Extremely serious - echoed Lady Agatha.
303,"['agatha', 'lady agatha']",,"“Ah! that is very nice, and very wrong of you,” she cried; “so mind you come”; and she swept out of the room, followed by Lady Agatha and the other ladies.","“À! Thế rất dễ thương và cũng rất sai từ phía anh đấy,” bà kêu lên; “vậy anh nhớ đến nhé;” và bà lướt nhanh ra khỏi phòng, theo sau là bà Agatha và các bà khác.","Düşes, “Ah, çok şeker, çok ayıp!” dedi. “Bekliyorum, öyleyse. Böyle diyerek tüm tantanasıyla salondan çıktı. Leydi Agatha ile öbür hanımlar da peşinden gittiler.",—¡Ah! ¡Muy amable y muy cruel por su parte! —exclamó la duquesa—; pero no se olvide de venir —y abandonó la habitación seguida por lady Agatha y las otras damas.,"""Ah! That is very charming and also very wrong on your part,"" she exclaimed; ""so remember that;"" and she quickly glided out of the room, followed by Mrs. Agatha and the other ladies.","The Duchess said, ""Oh, very sweet, very shameful!"" ""I am waiting, then."" With that, he left the room with all his fuss. Lady Agatha and the other ladies followed him.",—Ah! Very kind and very cruel of you! —exclaimed the Duchess—; but don't forget to come —and she left the room followed by Lady Agatha and the other ladies.
307,"['erskine', 'mr erskine', 'erskine—']",,"“I fear you are right,” answered Mr. Erskine. “I myself used to have literary ambitions, but I gave them up long ago. And now, my dear young friend, if you will allow me to call you so, may I ask if you really meant all that you said to us at lunch?”","“Tôi sợ là anh đúng,” mít-tơ Erskine trả lời. “Tự tôi từng có khát vọng văn chương, nhưng đã gác chúng lại từ lâu lắm rồi. Và giờ đây, anh bạn trẻ thân mến của tôi, nếu anh sẽ cho phép tôi gọi anh thế, liệu tôi có thể hỏi là anh có thật sự nghiêm túc về tất cả những gì anh vừa nói với chúng tôi vào bữa trưa hay không?”","mr Erskine, “Korkarım haklısınız,” dedi. “Ben de bir zamanlar edebiyatla ilgili emeller beslerdim, ama yıllar önce vazgeçtim. Şimdi de... İzin verirseniz size genç dostum diyeyim... Yemekte söylediklerinizin hepsinde ciddi miydiniz?","—Me temo que tiene usted razón —respondió el señor Erskine—. Yo mismo tuve ambiciones literarias, pero las abandoné hace mucho. Y ahora, mi joven y querido amigo, si me permite que le dé ese nombre, ¿le puedo preguntar si mantiene usted todo lo que nos ha dicho durante el almuerzo?","“I'm afraid you are right,” Mr. Erskine replied. “I once had literary aspirations myself, but I set them aside long ago. And now, my dear young friend, if you will allow me to call you that, may I ask if you were truly serious about everything you said to us at lunch?”","Mr. Erskine said, ""I'm afraid you're right."" ""I once had literary ambitions myself, but I gave them up years ago. And now... If you allow me to call you my young friend... Were you serious about everything you said at dinner?""","—I am afraid you are right —replied Mr. Erskine—. I myself had literary ambitions, but I abandoned them long ago. And now, my young and dear friend, if you allow me to call you that, may I ask if you stand by everything you told us during lunch?"
308,"['lord henry', 'henry', 'lord henry—']",,"“I quite forget what I said,” smiled Lord Henry. “Was it all very bad?”","“Tôi quên sạch những gì tôi nói rồi,” huân tước Henry cười. “Có phải chúng xấu cả không?”","Lord Henry, “Neler dediğimi unuttum gitti,” diye gülümsedi. “Çok mu kötü şeyler söyledim?",—He olvidado por completo lo que he dicho —sonrió lord Henry—. ¿Tan inmoral era?,"“I have completely forgotten what I said,” Lord Henry laughed. “Were they all bad?”","Lord Henry smiled, ""I have completely forgotten what I said."" ""Did I say very bad things?""",—I have completely forgotten what I said —smiled Lord Henry—. Was it so immoral?
314,"['lord henry', 'henry', 'henry cười']",,"Lord Henry laughed and rose. “I am going to the park,” he cried.","Huân tước Henry cười và đứng dậy. “Tôi đi công viên đây,” y kêu lên.","Lord Henry gülerek ayağa kalktı. “Ben parka gidiyorum,” dedi.","Lord Henry rió, poniéndose en pie. —Me voy al parque —exclamó.","Lord Henry laughed and stood up. ""I'm going to the park,"" he exclaimed.","Lord Henry stood up laughing. ""I am going to the park,"" he said.","Lord Henry laughed, standing up. —I'm going to the park —he exclaimed."
315,['dorian gray'],,"As he was passing out of the door, Dorian Gray touched him on the arm. “Let me come with you,” he murmured.","Lúc y đi qua cửa, Dorian Gray chạm vào cánh tay y. “Cho tôi đi cùng anh,” cậu thì thầm.","Kapıdan çıkarken Dorian Gray onun koluna dokundu. “İzin verin ben de sizinle geleyim,” diye mırıldandı.","Al atravesar la puerta, Dorian Gray le tocó en el brazo. —Permítame ir con usted —murmuró.","As he walked past the door, Dorian Gray touched his arm. ""Let me go with you,"" he whispered.","As he was leaving through the door, Dorian Gray touched his arm. ""Allow me to come with you,"" he murmured.","As he passed through the door, Dorian Gray touched him on the arm. —Allow me to go with you —he murmured."
318,"['lord henry', 'henry']",,"“Ah! I have talked quite enough for to-day,” said Lord Henry, smiling. “All I want now is to look at life. You may come and look at it with me, if you care to.”","“À! Tôi đã nói khá đủ cho cả ngày hôm nay rồi,” huân tước Henry vừa nói vừa cười. “Tất cả những gì tôi muốn lúc này là nhìn đời. Cậu có thể đi và nhìn nó cùng tôi, nếu cậu thích.","Lord Henry gülümseyerek, “Yok, bugün konuştuğum yeter de artar bile,” dedi. “Şimdi tek isteğim yaşamı seyretmek. Eğer isterseniz siz de gelip benimle birlikte seyredebilirsiniz. 1. Dönemin toplum rehberi (telefon rehberi gibi) kullanılan genel terim; sokak ağzıdır.","—¡Ah! Ya he hablado más que suficiente por hoy —dijo lord Henry, sonriendo—. Todo lo que quiero ahora es mirar la vida. Puede usted venir y mirarla conmigo, si lo tiene a bien.","""Ah! I've said quite enough for today already,"" Lord Henry said with a laugh. ""All I want now is to observe life. You can come and observe it with me, if you like.""","Lord Henry smiled and said, ""No, I've talked enough for today."" ""Now, my only desire is to watch life. If you want, you can come and watch it with me."" 1. The general term used for the period's social guide (like a phone directory) is street slang.","—Ah! I have already spoken more than enough for today —said Lord Henry, smiling—. All I want now is to watch life. You can come and watch it with me, if you please."
335,"['lord henry', 'henry']",,"“I dare say, my dear,” said Lord Henry, shutting the door behind her as, looking like a bird of paradise that had been out all night in the rain, she flitted out of the room, leaving a faint odour of frangipanni. Then he lit a cigarette and flung himself down on the sofa.","“Chắc vậy, em yêu,” huân tước Henry nói, khép cửa lại sau lưng cô, trong lúc, nhìn như con chim thiên đường vừa ở cả đêm ngoài mưa, cô vụt ra khỏi phòng, để lại một mùi hương hoa sứ mơ hồ. Sau đó y châm điếu thuốc và buông mình xuống xô-pha.","Lord Henry, “Olabilir, iki gözüm,” diyerek kapıyı onun ardından kapadı. Kadın, bütün gece yağmurda kalmış bir Zümrüdüanka kuşu görünümüyle ardında hafif bir frangipani kokusu bırakarak odadan dışarı süzülmüştü. Kocası bir sigara yakıp kendini bir kanepeye attı.","—Imagino que sí, querida mía -lord Henry cerró la puerta tras ella, cuando, con el aspecto de un ave del paraíso que se hubiera pasado toda la noche bajo la lluvia, salió revoloteando de la habitación, dejando un leve olor a tarta de almendras; luego encendió un cigarrillo y se dejó caer en el sofá.","“Probably, my dear,” Lord Henry said, closing the door behind her, as she, looking like a bird of paradise that had spent the whole night in the rain, darted out of the room, leaving behind a faint scent of frangipani. After that, he lit a cigarette and sank into the sofa.","Lord Henry said, ""Maybe, my dear,"" and closed the door behind her. The woman, with the appearance of a Phoenix that had been in the rain all night, glided out of the room, leaving behind a faint scent of frangipani. Her husband lit a cigarette and threw himself onto a couch.","—I imagine so, my dear - Lord Henry closed the door behind her, when, looking like a bird of paradise that had spent the whole night in the rain, she fluttered out of the room, leaving a faint scent of almond cake; then he lit a cigarette and sank into the sofa."
337,['harry'],,"“Why, Harry?”","“Sao lại thế, Harry?”","“O nedenmiş, Harry?”","—¿Por qué, Harry?","""Why is that, Harry?""","“Why is that, Harry?”","—Why, Harry?"
340,"['dorian', 'doria']",,"“Never marry at all, Dorian. Men marry because they are tired; women, because they are curious: both are disappointed.”","“Đừng cưới xin gì cả, Dorian. Đàn ông cưới vì họ mệt mỏi; đàn bà thì vì họ tò mò; cả hai đều thất vọng.","“Hiç evlenme, Dorian. Erkek, yorgun düştüğü için evlenir, kadın merak duyduğu için. İkisi de hayal kırıklığına uğrarlar.","—No te cases, Dorian. Los hombres se casan porque están cansados; las mujeres, porque sienten curiosidad: unos y otras acaban decepcionados.","""Don't get married at all, Dorian. Men marry because they are tired; women because they are curious; both are disappointed.""","“Never marry, Dorian. Men marry because they are tired, women because they are curious. Both are disappointed.”","—Don't get married, Dorian. Men marry because they are tired; women, because they are curious: both end up disappointed."
341,"['henr', 'harry']",,"“I don’t think I am likely to marry, Harry. I am too much in love. That is one of your aphorisms. I am putting it into practice, as I do everything that you say.”","“Tôi không nghĩ là tôi lại có thể cưới, Henry. Tôi quá nặng lòng yêu. Ấy là một trong các châm ngôn của anh. Tôi đã thực hành nó, như tôi vẫn làm mọi điều mà anh nói.","“Benim evlenme olasılığım yok gibi bir şey, Harry. Evlenmeyecek kertede âşığım çünkü. İşte senin aforizmalarından biri. Senin sözünden hiç çıkmadığım için bunu gerçek yaşantımda uygulamaya koyuyorum.","—Creo que no es probable que me case, Harry. Estoy demasiado enamorado. Ése es uno de tus aforismos. Lo estoy poniendo en práctica, y hago todo lo que recomiendas.","""I don't think I could ever get married, Henry. I am too heavily in love. That is one of your maxims. I have practiced it, as I always do with everything you say.""","“I have almost no chance of getting married, Harry. Because I am in love to the extent that I won't get married. Here is one of your aphorisms. Since I never go against your words, I am putting this into practice in my real life.”","—I don't think it's likely that I'll get married, Harry. I'm too much in love. That's one of your aphorisms. I'm putting it into practice, and I'm doing everything you recommend."
342,"['lord henry', 'henry']",,“Who are you in love with?” asked Lord Henry after a pause.,"“Cậu yêu ai?” huân tước Henry hỏi, sau một lúc im lặng.","Lord Henry bir duralamadan sonra, “Kime âşıksın?” diye sordu.","—¿De quién te has enamorado? —preguntó lord Henry, después de una pausa.","""Who do you love?"" Lord Henry asked, after a moment of silence.","After a pause, Lord Henry asked, ""Who are you in love with?""","—Who have you fallen in love with? —asked Lord Henry, after a pause."
343,['dorian gray'],,"“With an actress,” said Dorian Gray, blushing.","“Một nữ diễn viên,” Dorian Gray nói, đỏ mặt.","Dorian Gray pespembe kesilerek, “Bir tiyatro oyuncusuna,” diye yanıtladı.","—De una actriz —dijo Dorian Gray, ruborizándose.","“An actress,” Dorian Gray said, blushing.","Dorian Gray blushingly replied, ""To an actress.""","—From an actress —said Dorian Gray, blushing."
344,"['lord henry', 'henry']",,Lord Henry shrugged his shoulders. “That is a rather commonplace début.”,Huân tước Henry nhún vai. “Đó là một début khá tầm thường.,Lord Henry omuz silkti. “Çok beylik bir başlangıç bu.,Lord Henry se encogió de hombros. —Es un debut bastante corriente.,"Lord Henry shrugged. ""That was a rather mediocre début.""","Lord Henry shrugged his shoulders. ""This is a very conventional beginning.""",Lord Henry shrugged his shoulders. —It's a rather ordinary debut.
345,['harry'],,"“You would not say so if you saw her, Harry.”","“Chắc anh sẽ không nói thế nếu anh đã thấy nàng, Harry.”","“Onu görsen böyle demezdin, Harry.","—No dirías eso si la vieras, Harry.","""You probably wouldn't say that if you had seen her, Harry.""","""If you saw him, you wouldn't say that, Harry.""""","—You wouldn't say that if you saw her, Harry."
359,['dorian gray'],,“Do you think my nature so shallow?” cried Dorian Gray angrily.,"“Anh có nghĩ là bản chất tôi rất nông cạn không?” Dorian Gray la lên, tức giận.","Dorian Gray kızgınlıkla, “Sen benim yaradılışımı bu kadar sığ mı sanıyorsun?” diye bağırdı.","—¿Tan superficial me consideras? —exclamó Dorian Gray, muy dolido.","""Do you think that I am very shallow by nature?"" Dorian Gray shouted, angry.","Dorian Gray shouted angrily, ""Do you think my nature is that shallow?""","—Do you consider me that superficial? —exclaimed Dorian Gray, very hurt."
370,"['lord henry', 'henry']",,"“Don’t run down dyed hair and painted faces. There is an extraordinary charm in them, sometimes,” said Lord Henry.","“Đừng chê bai tóc nhuộm mặt vẽ. Có nét duyên lạ ở chúng, đôi khi,” huân tước Henry nói.","“Boyalı saçla boyalı yüzü hor görme,” dedi Lord Henry. “Kimi zaman olağanüstü çekici olabiliyorlar.",—No desprecies el pelo teñido y los rostros pintados. En ocasiones tienen un encanto extraordinario —dijo lord Henry.,"“Don't criticize dyed hair and painted faces. There is sometimes a strange charm in them,” Lord Henry said.","“Do not scorn painted hair and painted face,” said Lord Henry. “Sometimes they can be extraordinarily attractive.”",—Do not disdain dyed hair and painted faces. Sometimes they have an extraordinary charm —said Lord Henry.
372,"['dorian', 'doria']",,"“You could not have helped telling me, Dorian. All through your life you will tell me everything you do.”","“Cậu không thể không kể cho tôi đâu, Dorian. Rồi suốt đời mình, cậu sẽ kể cho tôi mọi chuyện cậu làm.”","“Anlatmamak elinde değil ki, Dorian. Ömür boyu yaptığın her şeyi bana anlatacaksın sen.","—No hubieras podido evitarlo, Dorian. A lo largo de tu vida me contarás todo lo que hagas.","""You can't not tell me, Dorian. For the rest of your life, you will tell me everything you do.""","“You can't help but tell, Dorian. You will tell me everything you do for the rest of your life.”","—You couldn't have avoided it, Dorian. Throughout your life, you will tell me everything you do."
390,"['lord henry', 'henry']",,"“I know that look. It depresses me,” murmured Lord Henry, examining his rings.","“Tôi biết cái vẻ này. Nó khiến tôi nản lòng,” huân tước Henry lẩm bẩm, săm soi những cái nhẫn của mình.","Lord Henry ellerindeki yüzükleri gözden geçirerek, “Bilirim o tipleri, içimi sıkarlar,” diye mırıldandı.","—Conozco ese aspecto. Me deprime —murmuró lord Henry, examinando sus sortijas.","""I know this look. It discourages me,"" Lord Henry muttered, scrutinizing his rings.","Lord Henry, examining the rings on his fingers, murmured, ""I know those types, they bore me.""","—I know that look. It depresses me —murmured Lord Henry, examining his rings."
405,"['lord henry', 'henry']",,“And what do you propose to do?” said Lord Henry at last.,"“Và cậu định làm gì?” huân tước Henry nói, rốt cuộc.","Lord Henry, “Peki, ne yapmayı planlıyorsun?” diye sordu en sonunda.","—Y, ¿qué es lo que te propones hacer? —dijo finalmente lord Henry.","“And what do you intend to do?” Lord Henry said, finally.","Lord Henry asked finally, ""Well, what do you plan to do?""","—And, what do you intend to do? —said Lord Henry finally."
