line_no,Ent,en,vi,tr,es
480,['thatcher'],So Judge Thatcher and the widow had to quit on the business.,Thế là lão chánh Thatcher và ba goá đành phải thôi.,Yargıç Thatcher ile dul bayan da ister istemez bu işin peşini bıraktılar.,Así que el juez Thatcher y la viuda tuvieron que renunciar al asunto.
481,,That pleased the old man till he couldn’t rest.,"Điều đó làm cho ông bố tôi khoái trí lắm, đến nỗi ông ấy đứng ngồi không yên.",Bizim ihtiyar sevincinden yerinde duramaz oldu.,El viejo estaba más contento que unas castañuelas.
482,,He said he’d cowhide me till I was black and blue if I didn’t raise some money for him.,Ông ấy bảo sẽ đánh cho tôi thâm tím mình mảy nếu tôi không chịu lòi tiền ra cho ông ấy.,Ona para vermezsem her yerim morarana kadar kötek atacağını söyledi.,Dijo que me iba a estar zurrando hasta dejarme lleno de cardenales si no le conseguía algo de dinero.
483,,"I borrowed three dollars from Judge Thatcher, and pap took it and got drunk, and went a-blowing around and cussing and whooping and carrying on; and he kept it up all over town, with a tin pan, till most midnight; then they jailed him, and next day they had him before court, and jailed him again for a week.","Tôi vay tạm ba đồng đô la của lão chánh Thatcher đưa về, ông ấy lại cầm đi uống rượu say bí tỉ; rồi đi ngồi lê la khắp nơi ba hoa nhảm nhí gây chuyện khắp tỉnh; tay cầm cái chậu sắt lang thang đến tận nửa đêm. Rồi người ta mới bắt giam ông ấy lại, cho ngồi tù một tuần lễ.","Yargıç Thatcher’dan üç dolar ödünç aldım. Babam parayı alıp, hemen küp gibi içmeye koyuldu, sonra da naralar atarak, küfürler ederek sallana sallana kasabayı turlamaya başladı. Eline bir tava alıp tangırdatarak neredeyse gece yarısına kadar ortalıkta dolandı. Onu içeri attılar; ertesi gün de mahkemeye çıkıp bir hafta ceza aldı.","Le pedí prestados tres dólares al juez Thatcher, y padre se los llevó y se emborrachó y armó un lío por todas partes con sus palabrotas, sus gritos y sus escándalos, y así siguió por todo el pueblo, dándole a una cacerola hasta casi medianoche; entonces lo encarcelaron y al día siguiente lo llevaron al juzgado y lo volvieron a meter en la cárcel una semana."
484,,"But he said he was satisfied; said he was boss of his son, and he’d make it warm for him.","Nhưng ông ấy lại bảo làm như vây là thoả mãn rồi; ông ấy hài lòng lắm, vì đã có uy tín đối với đứa con là tôi.","Ama halinden çok memnundu; artık oğluna söz geçirebildiğini, bundan sonra ona dünyayı zindan edeceğini söylüyordu.","Pero dijo que estaba contento, que era quien mandaba en su hijo y que ya me arreglaría las cuentas."
485,,When he got out the new judge said he was a-going to make a man of him.,"Khi ông ấy ra khỏi nhà tù, ông chánh án mới đổi về ấy bảo là sẽ dạy cho bố tôi thành người.",Hapisten çıktıktan sonra yeni yargıç onu adam edeceğini söylemiş.,"Cuando salió, el nuevo juez dijo que iba a convertirlo en otro hombre."
486,,"So he took him to his own house, and dressed him up clean and nice, and had him to breakfast and dinner and supper with the family, and was just old pie to him, so to speak.","Ông chánh án đưa bố tôi về nhà riêng, cho ăn mặc sạch sẽ, đẹp đẽ.. Sáng, trưa chiều cùng cho ngồi ăn chung với gia đình, đối đãi với bố tôi rất ngọt ngào. Đại khái như vậy.","Babamı kendi evine almış, tiril tiril giydirmiş, tabiri caizse eski bir dostuymuş gibi, ona ailesinin sofrasında kahvaltı, öğlen yemeği ve akşam yemeği yedirmiş.","Así que se lo llevó a su casa, le dio ropa buena y limpia y lo invitó a desayunar y a comer y a cenar con la familia, y se portó como un hermano con él, como quien dice."
487,,"And after supper he talked to him about temperance and such things till the old man cried, and said he’d been a fool, and fooled away his life; but now he was a-going to turn over a new leaf and be a man nobody wouldn’t be ashamed of, and he hoped the judge would help him and not look down on him.","Ăn bữa chiều xong, ông chánh án ngồi nói chuyện cho bố tôi nghe về cách sống như thế nào cho đúng mực với những kiểu này kiểu khác, đến nỗi bố tôi nghe xong phải khóc lên, bảo rằng mình thật là điên rồ và đã làm hại cả đời mình. Bố tôi hứa từ nay sẽ sửa đổi tư cách và sẽ trở thành một con người mà không ai hổ thẹn về ông ấy nữa. Rồi lại còn mong rằng ông chánh án sẽ giúp đỡ cho và đừng có khinh miệt mình.","Akşam yemeğinden sonra içkiyi bırakması için öyle bir konuşma yapmış ki bizim ihtiyar gözyaşlarına boğulmuş, o zamana kadar aptallık ettiğini ve hayatını boşa harcadığını söylemiş; şimdi artık yeni bir sayfa açacak, kimsenin utanç duymayacağı bir adam olacakmış ve yargıcın da ona yardımcı olacağını, hor görmeyeceğini umuyormuş.","Y después de cenar le habló de la templanza y cosas así hasta que el viejo se echó a llorar y dijo que había sido un idiota y que había desperdiciado su vida en idioteces, pero que ahora iba a cambiar totalmente y ser un hombre del que no se avergonzara nadie, y esperaba que el juez lo ayudara y no lo despreciara."
488,,"The judge said he could hug him for them words; so he cried, and his wife she cried again; pap said he’d been a man that had always been misunderstood before, and the judge said he believed it.",Ông chánh án bảo nghe bố tôi nói những lời như vậy thật là đáng mừng. Thế là cả vợ chồng ông chánh cũng khóc nữa. Bố tôi nói rằng cái mà một con người trước đây vẫn bị hiểu lầm. Ông chánh thì bảo ông cũng tin là như thế.,"Yargıç bu sözleri duyunca onu neredeyse kucaklayacakmış. O da ağlamaya başlamış, karısı da gözyaşlarına boğulmuş. Babam o güne dek hep yanlış anlaşıldığını söylemiş, yargıç da ona inandığını söylemiş.",El juez dijo que aquello le daba ganas de abrazarle y hasta él y su mujer se pusieron a llorar; padre dijo que había sido un hombre al que nadie había comprendido hasta entonces y el juez dijo que lo creía.
489,,"The old man said that what a man wanted that was down was sympathy, and the judge said it was so; so they cried again.",Bố tôi lại nói rằng cái mà một người cần có ở tận đáy lòng mình ấy là cảm tình. Ông chánh nói: đúng như vậy. Thế là cả hai bên lại khóc.,Bizim ihtiyar tek istediğinin kendisine duygudaşlık gösterilmesi olduğunu söylemiş; yargıç ona hak vermiş ve yeniden ağlaşmaya başlamışlar.,"El viejo dijo que lo que necesitaba un hombre caído era solidaridad, y el juez dijo que era cierto; así que se pusieron a llorar otra vez."
490,,"And when it was bedtime the old man rose up and held out his hand, and says:","Lúc đến giờ đi ngủ, ông bố tôi đứng dạy, dang tay ra nói:",Yatma zamanı geldiğinde bizim ihtiyar ayağa kalkıp elini onlara uzatarak şöyle demiş:,Y cuando llegó la hora de acostarse el viejo se levantó y alargó la mano y va y dice:
491,,"“Look at it, gentlemen and ladies all; take a-hold of it; shake it.","- Đây, các ông các bà nhìn tôi đây. Xin hãy cầm lấy tay tôi và cho tôi bắt tay.",“Şu ele iyi bakın baylar ve bayanlar.,"—Mírenla, señoras y caballeros; tómenla en las suyas, dénselas."
492,,"There’s a hand that was the hand of a hog; but it ain’t so no more; it’s the hand of a man that’s started in on a new life, and’ll die before he’ll go back.",Đây là một bàn tay trước kia như tay con lợn; nhưng bây giờ không phải nữa; mà đây là bàn tay của một con người đã bắt đầu bước vào cuộc đời mới. Nếu còn quay lại đường cũ sẽ xin chết.,"Tutun bu eli. Sıkın bu eli. Bu elin sahibi eskiden domuzun tekiydi, ama artık öyle değil, artık yeni bir hayata başlayan bir adamın eli bu, artık dönmektense ölecek olan birinin eli.","Esta mano era la de un cerdo, pero ya no lo es; es la de un hombre que ha empezado una nueva vida y que morirá antes que volver a la antigua."
493,,You mark them words—don’t forget I said them.,"Các ông các bà hãy nhớ kỹ cho những lời nói ấy, và xin đừng quên là chính tôi đã nói như vậy.",Sözlerimi iyi dinleyin… bunları söylediğimi hep hatırlayın.,Recuerden estas palabras: no olviden que las he dicho yo.
494,,It’s a clean hand now; shake it—don’t be afeard.”,Bây giờ là một bàn tay sạch sẽ rồi xin cứ bắt tay đừng sợ.,Artık temiz bir el bu; sıkın bu eli… korkmayın.,"Ahora es una mano limpia; denme las suyas, no tengan miedo."
495,,"So they shook it, one after the other, all around, and cried.","Lần lượt người này người khác đến bắt tay, rồi tất cả đều khóc.",Böylece ağlayarak her biriyle tokalaşmış.,"Así que todos le dieron la mano, uno tras otro, y lloraron."
496,,The judge’s wife she kissed it.,Bà vợ ông chánh án lại còn cúi xuống hôn cái bàn tay ấy.,Yargıcın karısı tutup öpmüş bile elini.,La mujer del juez se la besó.
497,,Then the old man he signed a pledge—made his mark.,Rồi ông bố tôi làm dấu thề.,Sonra bizim ihtiyar bir taahhüt yazdırıp altına işaretini koymuş.,Después el viejo firmó una promesa: hizo su señal.
498,,"The judge said it was the holiest time on record, or something like that.","Ông chánh án nói rằng đó thật là cái lúc thiêng liêng nhất, hay là cũng gần như vậy.","Yargıç, o güne kadarki en kutsal anın yaşandığı gibi bir şeyler söylemiş.","El juez dijo que era el momento más sacrosanto que recordaba, o algo parecido."
499,,"Then they tucked the old man into a beautiful room, which was the spare room, and in the night some time he got powerful thirsty and clumb out on to the porch-roof and slid down a stanchion and traded his new coat for a jug of forty-rod, and clumb back again and had a good old time; and towards daylight he crawled out again, drunk as a fiddler, and rolled off the porch and broke his left arm in two places, and was most froze to death when somebody found him after sun-up.","Rồi họ đưa ông bố tôi vào một căn phòng lộng lẫy, đó là căn phòng riêng. Đến đêm, lúc bố tôi khát nước quá mới trèo qua mái cổng, bám vào cột tụt xuống đất, đem cái áo họ vừa mới cho đi đổi lấy một chai rượu bố, rồi lại vẫn chứng nào tật ấy trèo về phòng ngồi uống thoả thích cho đến lúc sáng rõ mới bò ra, say khướt, đâm cả vào cổng đến nỗi tay bên trái bị thương mấy chỗ. Sáng ngày ra, lúc có người tìm thấy ông ấy thì đã bị lạnh gần chết cứng.","Bizim pederi kimsenin kalmadığı çok güzel bir odaya yerleştirmişler. Herkes yattıktan sonra bizimki susuzluğa dayanamayıp pencereden veranda çatısına çıkmış, bir payandadan aşağı kaymış ve en sertinden bir şişe içki karşılığında ceketini satmış. Sonra da odaya geri çıkıp bir güzel âlem yapmış. Sabaha karşı burnunun ucunu göremeyecek bir halde tekrar pencereden çıkmış, verandanın çatısından yuvarlanıp düşmüş ve sol kolunu iki yerinden kırmış. Güneş yükseldikten sonra biri onu bulduğunda soğuktan donmak üzereymiş.","Después hicieron acostarse al viejo en una habitación muy bonita, que era la de los invitados, y aquella misma noche, un rato después, le dio una gran sed y se bajó por el tejado del porche, por una de las columnas, y cambió su chaqueta nueva por una jarra de whisky matarratas y volvió a la habitación y se lo pasó estupendamente, y hacia el amanecer volvió a salir, más borracho que una cuba, y se cayó rodando por el tejado del porche y se rompió el brazo izquierdo por dos sitios, y casi había muerto de congelación cuando alguien lo encontró después de salir el sol."
500,,And when they come to look at that spare room they had to take soundings before they could navigate it.,Khi mọi người bước vào căn phòng riêng kia thì thấy đồ đạc đã lung tung lộn xộn cả lên rồi.,"Yukarıda yattığı odaya çıktıklarında, sebep olduğu hasara anlam vermekte zorlanmışlar.","Y cuando entraron a ver lo que había en aquella habitación para los invitados, tuvieron que buscar un piloto para que les indicara el camino."
501,,The judge he felt kind of sore.,Ông chánh án lấy làm buồn lắm.,Yargıç küplere binmiş.,El juez se sintió un poco amargado.
502,,"He said he reckoned a body could reform the old man with a shotgun, maybe, but he didn’t know no other way.","Ông ấy bảo có lẽ chỉ một phát súng mới giúp cho ông bố tôi sửa đổi tính nết, chứ chẳng còn cách nào khác nữa.","Bizim ihtiyarın ancak namlunun ucunda ıslah olacağını, başka türlüsünün mümkün olmadığını söylemiş.","Dijo que calculaba que alguien podría reformar al viejo con una escopeta, a lo mejor, pero que no sabía ninguna otra forma."
503,,CHAPTER VI.,Chương VI,Altıncı Bölüm,Capítulo 6
504,,"Well, pretty soon the old man was up and around again, and then he went for Judge Thatcher in the courts to make him give up that money, and he went for me, too, for not stopping school.","Thế rồi, ngay sau đó bố tôi đã lại nhổm dậy, đi loanh quanh, tìm đến nhà lão chánh Thatcher để bắt lão ta phải trả lại số tiền, rồi lại đi tìm tôi hỏi tại sao tôi chưa thôi học.","Çok geçmeden bizim peder iyileşti ve ortalıkta dolanmaya başladı. Parayı alabilmek için Yargıç Thatcher’a dava açtı, okula gitmeyi bırakmadığım için de benim peşimde dolanmaya başladı.","BUENO, el viejo no tardó en curarse y entonces se metió con el juez Thatcher en los tribunales para obligarle a que le diese aquel dinero, y luego conmigo por no dejar de ir a la escuela."
505,,"He catched me a couple of times and thrashed me, but I went to school just the same, and dodged him or outrun him most of the time.","Ông ấy nắm giữ lấy tôi một lúc lâu vào đánh tôi. Nhưng tôi vẫn cứ đi học như thường. Suốt ngày phải tránh mặt, bỏ trốn.","Birkaç kez yakalayıp feci şekilde sopa attı, ama okula gitmeyi sürdürdüm ve çoğunlukla da ya hiç gözüne görünmedim ya da ondan hızlı koşarak izimi kaybettirdim.","Me agarró un par de veces y me zurró, pero de todos modos yo iba a la escuela y casi todas las veces me escondía de él o corría más."
506,,"I didn’t want to go to school much before, but I reckoned I’d go now to spite pap.","Trước kia, tôi không muốn đi học lắm, nhưng bây giờ tôi lại nghĩ mình phải đi học để cho bố biết tay.","Aslında önceden pek okula gitmek istemiyordum, ama galiba artık sırf babama inat gitmeye başlamıştım.",Antes no tenía tantas ganas de ir a la escuela. Pero ahora pensé que iría para fastidiar a padre.
507,,"That law trial was a slow business—appeared like they warn’t ever going to get started on it; so every now and then I’d borrow two or three dollars off of the judge for him, to keep from getting a cowhiding.",Cái vụ đem xử trước pháp luật ấy sao mà chậm chạp. Hình như họ chưa bắt đầu hay sao ấy. Thỉnh thoảng tôi cứ phải đến mượn lão chánh vài ba đô la để đưa cho ông bố tôi và để khỏi bị đánh đập.,"Mahkeme epeyce yavaş ilerliyordu, anlaşıldığı kadarıyla daha başlamamıştı bile. Bu yüzden babam beni dövmesin diye zaman zaman yargıçtan onun için iki-üç dolar ödünç alıyordum.",Lo del juicio iba muy despacio: parecía que nunca iba a empezar; de forma que de vez en cuando le pedía prestados dos o tres dólares al juez para dárselos y librarme de una paliza.
508,,Every time he got money he got drunk; and every time he got drunk he raised Cain around town; and every time he raised Cain he got jailed.,"Mỗi lần có tiền là ông ấy lại say rượu, và mỗi lần say rượu là lại đi tác quái ở ngoài tỉnh, Và mỗi lần gây chuyện thì lại một lần ngồi tù.",Eline para geçer geçmez küp gibi içiyordu ve her içtiğinde de kasabayı birbirine katıyordu. Haliyle her seferinde onu içeri atıyorlardı.,"Cada vez que tenía dinero se emborrachaba, y cada vez que se emborrachaba armaba un jaleo en el pueblo, y cada vez que armaba un jaleo le metían en la cárcel."
509,,He was just suited—this kind of thing was right in his line.,"Quen lệ như thế rồi, nó đã thành tật.",Tam ona yaraşır bir hayat sürüyordu; bu davranış tarzı tam ona göreydi.,Y él tan contento: ese tipo de vida era el que le gustaba.
510,,He got to hanging around the widow’s too much and so she told him at last that if he didn’t quit using around there she would make trouble for him.,"Ông bố tôi cứ quanh quẩn bám vào bà goá mãi, bà goá bảo nếu ông ấy không chịu đi kiếm ăn chỗ khác thì bà ấy sẽ làm lôi thôi cho mà xem.",Dul bayanın etrafında çok dolanmaya başladı. En sonunda dul bayan bir daha gözüne gözükürse başının belaya gireceğini söyledi ona.,"Empezó a pasar demasiado tiempo rondando por casa de la viuda, así que ella por fin le dijo que si no dejaba de rondar por ahí le iba a buscar algún problema."
513,,"So he watched out for me one day in the spring, and catched me, and took me up the river about three mile in a skiff, and crossed over to the Illinois shore where it was woody and there warn’t no houses but an old log hut in a place where the timber was so thick you couldn’t find it if you didn’t know where it was.","Chà, không biết ông ấy có điên hay không chứ; ông ấy còn nói sẽ tỏ cho mọi người biết rằng ai là người có quyền biết rằng ai là người có quyền hành đối với Huck Finn. Thế rồi một ngày mùa xuân, ông ấy rình mò thế nào vớ được tôi đưa tôi xuống một chiếc thuyền và đi ngược sông khoảng ba dặm; rồi chèo lên đến bờ Illinois, ở một nơi có nhiều cây cối rậm rạp, chẳng có một ngôi nhà nào ngoài một căn lều cũ bị cây cối um tùm che kín, ai không biết thì cũng không thể tìm ra chỗ ấy.","Bahar geldiğinde bir gün derenin orada tuzak kurup beni yakaladı, bir kayığa bindirip nehrin üç mil kadar yukarısına götürdü. Oradan da nehrin Illinois yakasına geçirdi. Bu yaka ormanlıktı ve eski bir ahşap kulübeden başka bir şey yoktu. Ağaçlar da öylesine sıktı ki tam yerini bilmeden kulübeyi bulmak imkânsızdı.","Así que un día me estuvo esperando en la fuente, me agarró y me llevó río arriba tres millas en un bote y cruzó al lado de Illinois, donde había bosques y no había más casas que una vieja cabaña de troncos en un sitio con tantos árboles que no se podía encontrar si no se sabía el camino ya antes."
514,,"He kept me with him all the time, and I never got a chance to run off.","Suốt ngày đêm, ông ấy giữ tôi kè kè bên cạnh, tôi chẳng có cách nào trốn đi học được.","Beni hiç yanından ayırmadığından, bir kez bile kaçma fırsatı bulamadım.",Me llevaba siempre con él y nunca tuve la oportunidad de escaparme.
515,,"We lived in that old cabin, and he always locked the door and put the key under his head nights.",Thế là hai người sống trong căn lều ấy. Bố tôi suốt ngày khoá cửa; đêm đến cất chìa khoá ở đầu giường.,"O eski kulübede yaşıyorduk, geceleri de daima kapıyı kilitliyor ve anahtarı yastığının altına koyuyordu.",Vivimos en aquella cabaña y siempre cerraba la puerta con llave; por las noches se acostaba con ella debajo de la almohada.
516,,"He had a gun which he had stole, I reckon, and we fished and hunted, and that was what we lived on.","Ông ấy có một khẩu súng mà tôi đoán là đã lấy cắp được ở đâu về. Hai người cùng đi câu cá, săn bắn, cứ như vậy sống ngày này sang ngày khác.",Nasıl becerdiyse bir tüfek çalmıştı. Orada avlanarak ve balık tutarak geçiniyorduk.,"Tenía una escopeta que creo que había robado y me llevaba de pesca y de caza, que era de lo que vivíamos."
517,,"Every little while he locked me in and went down to the store, three miles, to the ferry, and traded fish and game for whisky, and fetched it home and got drunk and had a good time, and licked me.","Thỉnh thoảng ông ấy khoá trái cửa, nhốt tôi trong nhà rồi đi xuống một cửa hàng cách chỗ đó ba dặm, tại bến đò đổi chim, đổi cá lấy rượu uýt sky đêm về say sưa một chập rồi vớ tôi mà đánh.","Zaman zaman beni içeri kilitleyip kayığa atlıyor, üç mil aşağıdaki bir dükkâna gidiyor, tuttuğu balıklara ya da avladığı hayvanlara karşılık viski alıyordu. Eve dönünce de içip içip kafayı buluyor ve beni dövüyordu.","De vez en cuando me dejaba encerrado y se iba a la tienda, que estaba a tres millas, donde pasaba el transbordador, y cambiaba pescado y caza por whisky, y se lo llevaba a casa y se emborrachaba, se lo pasaba muy bien y me daba una paliza."
518,,"The widow she found out where I was by-and-by, and she sent a man over to try to get hold of me; but pap drove him off with the gun, and it warn’t long after that till I was used to being where I was, and liked it—all but the cowhide part.","Về sau, bà goá tìm được chỗ tôi ở, mới phái người đến rình bắt tôi về. Nhưng bố tôi vác súng ra đuổi đi. Sống như vậy ít lâu tôi đâm ra quen với nơi này, và cũng lấy làm thích. Tôi thích tất cả, trừ cái món bị đánh đập mà thôi.","Dul bayan sonunda nerede olduğumu öğrenmişti ve beni geri getirmesi için bir adam gönderdi, ama babam adamı silahla kovaladı. Çok geçmeden bulunduğum yere alıştım ve hatta ikide bir kötek yemek dışında oradaki hayatı sevmeye başladım.","La viuda se enteró de dónde estaba y al cabo de un tiempo envió a un hombre para tratar de que me llevara, pero padre lo echó con la escopeta y no tardé mucho en acostumbrarme a estar donde estaba, y me gustaba... salvo la parte de las palizas."
519,,"It was kind of lazy and jolly, laying off comfortable all day, smoking and fishing, and no books nor study.","Thật là một kiểu lười biếng mà dễ chịu. Suốt ngày thoải mái, chỉ hút thuốc, câu cá, không sách vở mà cũng chẳng học hành gì.","Bütün gün tütün içip balık tutmak, hiç ders çalışmadan yan gelip yatmak insanı hem tembelleştiriyor hem de keyfini yerine getiriyordu.","Todo era muy tranquilo y se pasaba bien, tumbado todo el día, fumando y pescando, sin libros ni estudios."
520,"['watson', 'bayan watson']","Two months or more run along, and my clothes got to be all rags and dirt, and I didn’t see how I’d ever got to like it so well at the widow’s, where you had to wash, and eat on a plate, and comb up, and go to bed and get up regular, and be forever bothering over a book, and have old Miss Watson pecking at you all the time.","Khoảng hai tháng sau thì quần áo của tôi đã bẩn thỉu, rách rưới cả. Tôi cũng không nghĩ rằng trước đây ở với bà goá đã có lúc nào tôi thích như vậy không. Vì ở đó phải giặt giũ quần áo. Phải ăn bằng bát bằng đĩa, phải chải đầu, phải đi ngủ và dậy đúng giờ, phải luôn luôn lo nghĩ đến quyển sách, quyển vở, lại bị cô Watson nói ra nói vào suốt ngày.","İki ay kadar geçtikten sonra üstümdekilerin hepsi pis paçavralara döndü. Sürekli yıkandığım, tabakta yemek yediğim, saçımı taradığım, saatinde yatağa girip saatinde kalktığım, sürekli kitaplarla uğraştığım ve bizim Bayan Watson’dan sürekli azar işittiğim dul bayanın evini niye o kadar sevdiğimi bilmiyordum artık.","Pasaron dos meses o más y toda la ropa se me hizo jirones y se me puso sucia, y no entendía cómo me había gustado estar en casa de la viuda, donde había que lavarse y comer en un plato y peinarse e irse a la cama y levantarse a horas fijas y pasarse la vida con un tostón de libro mientras la vieja señorita Watson se metía con uno todo el tiempo."
521,,I didn’t want to go back no more.,Tôi không thiết quay trở về nơi ấy nữa.,Geri dönmek istemiyordum.,Ya no quería volver.
522,,"I had stopped cussing, because the widow didn’t like it; but now I took to it again because pap hadn’t no objections.","Trước đây, tôi đã thôi không ăn nói bậy bạ nữa, vì bà goá không ưa như vậy. Nhưng đến bây giờ, lại bắt đầu rồi, vì bố tôi không có ngăn cấm gì cả.","Dul bayan sevmediği için küfretmeyi bırakmıştım, ama babam itiraz etmediğinden yine başlamıştım.","Había dejado de decir palabrotas porque a la viuda no le gustaban, pero ahora volvía a decirlas porque padre no le veía nada de malo."
523,,"It was pretty good times up in the woods there, take it all around.","Những ngày sống ở rừng thật là thú vị, đâu đâu cũng thấy khoái như thế cả.",Aslına bakarsanız ormanda epeyce iyi vakit geçiriyordum.,"Lo pasé bastante bien allí en el bosque, si se tiene todo en cuenta."
524,,"But by-and-by pap got too handy with his hick’ry, and I couldn’t stand it.",Nhưng dần dà khi bố tôi đã quá quen thuộc với khu rừng này rồi thì tôi lại bắt đầu thấy không thể chịu được nữa.,Ama babam bir süre sonra köteği o kadar artırdı ki dayanamaz oldum.,Pero poco a poco padre empezó a aficionarse demasiado a darme de palos y yo no podía aguantarlo.
525,,I was all over welts.,Tôi vẫn cứ bị đánh đập hoài.,Her yanım yara bere içinde kalmıştı.,Estaba lleno de cardenales.
526,,"He got to going away so much, too, and locking me in.",Ông ấy hay đi xa và nhốt tôi ở trong nhà.,Üstelik sık sık çekip gidiyor; beni içeride kilitli bırakıyordu.,"También empezó a pasar mucho tiempo fuera, y me dejaba encerrado."
527,,Once he locked me in and was gone three days.,Có một lần ông ấy khoá trái cửa và nhốt tôi ở trong đó và đi vắng ba ngày liền.,Bir keresinde kapıyı kilitleyip üç gün geri gelmedi.,Una vez me encerró y desapareció tres días seguidos.
528,,It was dreadful lonesome.,Tôi thấy mình cô đơn một cách kinh khủng.,Kendimi korkunç derecede yalnız hissediyordum.,Me sentí horriblemente solo.
529,,"I judged he had got drownded, and I wasn’t ever going to get out any more.",Tôi nghĩ rằng nhỡ mà ông ấy chết đuối ở đâu thì tôi cứ đành chịu giam ở đây không ra được.,Bir yerlerde boğulduğunu ve bir daha asla dışarı çıkamayacağımı düşündüm.,Pensé que se había ahogado y que yo ya no iba a salir de allí nunca más.
531,,I made up my mind I would fix up some way to leave there.,Tôi sợ quá và nghĩ bụng nhất định thế nào cũng phải tìm cách trốn đi thôi.,Oradan kaçmak için bir yol bulmaya karar verdim.,Decidí buscar alguna forma de marcharme.
532,,"I had tried to get out of that cabin many a time, but I couldn’t find no way.",Đã mấy lần tôi xoay sở mà không được.,Daha önce kulübeden çıkmak için çok uğraşmış ama bir yolunu bulamamıştım.,"Había tratado de irme de aquella cabaña muchas veces, pero no encontraba la forma."
533,,There warn’t a window to it big enough for a dog to get through.,Không có một lỗ cửa sổ nào vừa cho một con chó chui lọt. ống khói lò cũng hẹp quá không chui qua nổi.,Pencereler o kadar küçüktü ki bir köpek bile sığmazdı.,No había una ventana lo bastante grande para que pasara ni un perro.
534,,I couldn’t get up the chimbly; it was too narrow.,Không có một lỗ cửa sổ nào vừa cho một con chó chui lọt. ống khói lò cũng hẹp quá không chui qua nổi.,Bacayı denedim ama orası da çok dardı.,No podía salir por la chimenea porque era demasiado estrecha.
535,,"The door was thick, solid oak slabs.","Cánh cửa thì dày, toàn bằng những phiến gỗ lim rất chắc.",Kapı kalın meşe kalaslarındandı.,"La puerta era gruesa, de planchas de roble macizo."
536,,"Pap was pretty careful not to leave a knife or anything in the cabin when he was away; I reckon I had hunted the place over as much as a hundred times; well, I was most all the time at it, because it was about the only way to put in the time.","Bố tôi đã cẩn thận mỗi khi đi vắng không để lại một con dao hay bất cứ một vật gì khác trong nhà. Tôi tính có lẽ tôi đã đi lùng khắp nơi trong nhà, đến hàng trăm lượt rồi lúc nào cũng chỉ nghĩ cách trốn ra, mà thời gian cũng chỉ dành cho làm việc đó nhưng vẫn chưa ăn thua.","Babam kendisi dışarıdayken evde bıçak filan bırakmamaya dikkat ediyordu. Kulübenin her tarafını belki yüz kez araştırdım. Aslında etrafı araştırmaktan başka bir işim de yoktu, çünkü vakit geçirmek için tek çare buydu.","Padre tenía mucho cuidado y nunca dejaba un cuchillo ni nada en la cabaña cuando se iba; supongo que yo había registrado por allí lo menos cien veces; bueno, la verdad era que me pasaba buscando todo el tiempo, porque era la única forma de entretenerse."
537,,But this time I found something at last; I found an old rusty wood-saw without any handle; it was laid in between a rafter and the clapboards of the roof.,"Thế nhưng lần này thì tôi đã tìm ra một cái rồi. Tôi tìm thấy một lưỡi cưa đã cũ han gỉ, không có cán, nhét ở dưới khe mái nhà.","Fakat bu sefer nihayet bir şey bulmayı başarmıştım. Çatı kirişiyle tavandaki kalasların arasına sıkıştırılmış paslı, sapsız bir testereydi bu.","Pero una vez, por fin encontré algo; encontré un viejo serrucho oxidado y sin mango; estaba metido entre una viga y las tejas de arriba."
538,,I greased it up and went to work.,Tôi đem lau sạch đi và bắt đầu khởi sự.,Testereyi yağlayıp çalışmaya koyuldum.,Lo limpié y me puse al trabajo.
539,,"There was an old horse-blanket nailed against the logs at the far end of the cabin behind the table, to keep the wind from blowing through the chinks and putting the candle out.","Có một miếng dạ để lót yên ngựa đóng vào chỗ tường đã nát ở phía góc nhà, ngay sau chiếc bàn, để che gió khỏi lùa qua những khe hở thổi vào làm tắt đèn.","Duvardaki çatlakların arasından rüzgâr gelip de mumu söndürmesin diye kulübenin arka tarafında, masanın ardındaki odunlara çivilenmiş eski bir at battaniyesi vardı.","Había una manta de caballo clavada en los troncos a un extremo de la cabaña, detrás de la mesa, para que el viento no entrase por las ranuras y apagase la vela."
540,,"I got under the table and raised the blanket, and went to work to saw a section of the big bottom log out—big enough to let me through.","Tôi luốn xuống gầm bàn, nâng miếng dạ lên rồi cưa một lỗ chỉ đủ để người tôi chui lọt.",Masanın altına girip battaniyenin ucunu kaldırdım ve en alttaki kütüğü keserek geçebileceğim büyüklükte bir delik açmak için çalışmaya başladım.,"Me metí debajo de la mesa, levanté la manta y me puse a aserrar una sección del gran tronco de abajo, lo bastante grande para que cupiera yo."
541,,"Well, it was a good long job, but I was getting towards the end of it when I heard pap’s gun in the woods.","Thật là một việc mất khá nhiều thì giờ, nhưng tôi cũng cố gắng làm đến cùng. Giữa lúc ấy có tiếng súng của bố tôi nổ ở trong rừng.","Bu iş epeyce uzun sürdü, ama babamın silahının ormanda patladığını duyduğumda bitirmek üzereydim.","Bueno, me llevó mucho tiempo pero ya estaba llegando al final cuando oí en el bosque la escopeta de padre."
