Single_ent,en_masked_shuffled_results,es_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,en_correct,es_correct,tr_correct,vi_correct
['sprout'],dumbledore,hermione,harry,đường,0,0.12,0,0.29,0,0.18,0,0.18,incorrect,incorrect,incorrect,incorrect
"['nick‘in', 'nick']",harry,garcía,ahmet,nguyễn,0,0.0,0,0.31,0,0.0,0,0.31,incorrect,incorrect,incorrect,incorrect
['harry'],hermione,al,rapunzel,con,0,0.31,0,0.29,0,0.15,0,0.0,incorrect,incorrect,incorrect,incorrect
['helena ravenclaw'],ravenclaw,emma,izin,quế,1,1.0,0,0.4,0,0.2,0,0.22,correct,incorrect,incorrect,incorrect
['harry'],gatsby,alicia,harry,lang,0,0.36,0,0.18,1,1.0,0,0.22,incorrect,incorrect,correct,incorrect
['harry'],gargoyles,gargantúa,frankenstein,thương,0,0.43,0,0.29,0,0.12,0,0.18,incorrect,incorrect,incorrect,incorrect
['harry'],hermione,hermione,ali,trời,0,0.31,0,0.31,0,0.25,0,0.22,incorrect,incorrect,incorrect,incorrect
['snape'],snape,harry,snape,harry,1,1.0,0,0.2,1,1.0,0,0.2,correct,incorrect,correct,incorrect
['petunia'],elsa,alicia,rapunzel,alice,0,0.36,0,0.31,0,0.4,0,0.17,incorrect,incorrect,incorrect,incorrect
['lily'],sheldon,freud,sherlock,họ,0,0.18,0,0.0,0,0.17,0,0.0,incorrect,incorrect,incorrect,incorrect
['dumbledore'],holmes,hemingway,john,đại,0,0.25,0,0.11,0,0.14,0,0.15,incorrect,incorrect,incorrect,incorrect
"['thầy snape', 'snape']",tristram,borges,mehmet,thầy,0,0.33,0,0.18,0,0.25,1,1.0,incorrect,incorrect,incorrect,correct
['dumbledore'],dorian,kafka,herbert,merlin,0,0.38,0,0.0,0,0.35,0,0.38,incorrect,incorrect,incorrect,incorrect
"['severus', 'severu']",harry,qué,ali,thầy,0,0.18,0,0.22,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
['harry'],gollum,orfeo,adam,quasimodo,0,0.0,0,0.2,0,0.22,0,0.14,incorrect,incorrect,incorrect,incorrect
['neville'],santiago,anciano,adam,ông,0,0.27,0,0.29,0,0.0,0,0.2,incorrect,incorrect,incorrect,incorrect
['harry'],frodo,juan,ali,việc,0,0.2,0,0.22,0,0.25,0,0.0,incorrect,incorrect,incorrect,incorrect
"['harry', 'riddle', 'ryddle']",gatsby,orwell,tom,dracula,0,0.36,0,0.33,0,0.0,0,0.31,incorrect,incorrect,incorrect,incorrect
['lupin'],harry,juan,ahmet,thầy,0,0.0,0,0.44,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
"['lupin', 'lupin—']",john,juan,ahmet,thầy,0,0.22,0,0.44,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
"['the elder wand', 'voldemort', 'señor tenebroso']",tom,voldemort,gandalf,hắn,0,0.33,1,1.0,0,0.55,0,0.57,incorrect,correct,incorrect,incorrect
"['voldemort', 'señor tenebroso']",simon,alguien,gandalf,alice,0,0.4,0,0.33,0,0.17,0,0.29,incorrect,incorrect,incorrect,incorrect
['harry'],harry,harry,harry,áo,1,1.0,1,1.0,1,1.0,0,0.29,correct,correct,correct,incorrect
"['harry', 'hagrid']",gulliver,goliat,hermione,nó,0,0.29,0,0.33,0,0.43,0,0.0,incorrect,incorrect,incorrect,incorrect
['dumbledore'],scrooge,juan,john,thầy,0,0.24,0,0.14,0,0.14,0,0.0,incorrect,incorrect,incorrect,incorrect
"['piénsalo', 'dumbledore']",o'brien,fausto,scrooge,thầy,0,0.4,0,0.29,0,0.27,0,0.17,incorrect,incorrect,incorrect,incorrect
['harry'],gatsby,alice,adam,nguyễn,0,0.36,0,0.2,0,0.22,0,0.18,incorrect,incorrect,incorrect,incorrect
['harry'],father,dios,affet,thầy,0,0.36,0,0.0,0,0.2,0,0.67,incorrect,incorrect,incorrect,incorrect
"['ignotus peverell', 'ignotus peverell‘in']",godric,harry,harry,godric,0,0.32,0,0.15,0,0.15,0,0.32,incorrect,incorrect,incorrect,incorrect
['james'],dumbledore,harry,harry,thầy,0,0.27,0,0.2,0,0.2,0,0.22,incorrect,incorrect,incorrect,incorrect
['harry'],narcissus,kafka,anna,nguyễn,0,0.29,0,0.2,0,0.22,0,0.18,incorrect,incorrect,incorrect,incorrect
"['dumbledore mỉm', 'dumbledore']",thomas,cross,arthur,vua,0,0.22,0,0.13,0,0.25,0,0.15,incorrect,incorrect,incorrect,incorrect
['harry'],frodo,adiós,orpheus,romeo,0,0.2,0,0.2,0,0.17,0,0.2,incorrect,incorrect,incorrect,incorrect
"['voldemort‘un', 'voldemort']",gollum,kafka,adam,nguyễn,0,0.4,0,0.0,0,0.31,0,0.22,incorrect,incorrect,incorrect,incorrect
"['voldemort—', 'voldemort']",beowulf,don,kim,khoan,0,0.25,0,0.33,0,0.17,0,0.14,incorrect,incorrect,incorrect,incorrect
['harry'],harry,harry,emiciler,giám,1,1.0,1,1.0,0,0.15,0,0.22,correct,correct,incorrect,incorrect
"['“harry potter', 'harry potter']",run,don,kahraman,hercules,0,0.25,0,0.22,0,0.31,0,0.31,incorrect,incorrect,incorrect,incorrect
"['mi', 'neville longbottom']",death,malfoy,harry,neville,0,0.17,0,0.25,0,0.0,1,1.0,incorrect,incorrect,incorrect,correct
"['bà weasley', 'señora weasley', 'ms weasley', 'weasley']",johnson,maría,harry,quasimodo,0,0.31,0,0.36,0,0.33,0,0.27,incorrect,incorrect,incorrect,incorrect
['harry'],trumpet,gabriel,kim,alice,0,0.17,0,0.33,0,0.0,0,0.2,incorrect,incorrect,incorrect,incorrect
"['harry', 'harry—']",harry,nadie,ali,ngọc,1,1.0,0,0.2,0,0.25,0,0.0,correct,incorrect,incorrect,incorrect
['harry'],gollum,kafka,çevresinde,cheshire,0,0.0,0,0.2,0,0.13,0,0.31,incorrect,incorrect,incorrect,incorrect
"['voldemort—', 'voldemort']",aslan,merlín,harry,vũ,0,0.14,0,0.27,0,0.14,0,0.18,incorrect,incorrect,incorrect,incorrect
"['harry', 'harry—']",smith,don,john,nguyễn,0,0.2,0,0.0,0,0.22,0,0.18,incorrect,incorrect,incorrect,incorrect
['harry'],dumbledore,garcía,kafka,từ,0,0.13,0,0.36,0,0.2,0,0.0,incorrect,incorrect,incorrect,incorrect
['harry'],they,maría,çıkış,thang,0,0.44,0,0.4,0,0.0,0,0.4,incorrect,incorrect,incorrect,incorrect
['dumbledore'],socrates,juan,watson,thầy,0,0.33,0,0.14,0,0.12,0,0.0,incorrect,incorrect,incorrect,incorrect
['james'],harry,juan,ali,ảnh,0,0.2,0,0.44,0,0.25,0,0.25,incorrect,incorrect,incorrect,incorrect
"['harry', 'harry—']",gatsby,juan,ahmet,harry,0,0.36,0,0.22,0,0.2,1,1.0,incorrect,incorrect,incorrect,correct
"['profesör longbottom', 'longbottom', 'longbotto']",hagrid,hogwarts,ali,thảo,0,0.14,0,0.35,0,0.17,0,0.31,incorrect,incorrect,incorrect,incorrect
['james'],harry,juan,elena,họ,0,0.2,0,0.44,0,0.2,0,0.0,incorrect,incorrect,incorrect,incorrect
