Single_ent,en,en_results,en_shuffled,en_shuffled_results
['thomas'],"“I’ll try my best not to.” [MASK] headed into the visitor’s center to get a quick lay of the land before walking up the hill to the temple. He strolled around the perimeter, marveling at the meticulously arranged stones used to create the structure. There was something about the place that reminded him of the ancient stone circles that could be found throughout the countryside in Devon.","""title"": ""The Da Vinci Code"", ""author"": ""Dan Brown""","He try the to arranged that stones at circles a him found not reminded strolled the into about used the could that was quick temple. around best walking my something in structure. before land throughout the to.” countryside the the visitor’s [MASK] stone center of marveling to to perimeter, get the hill meticulously be There ancient the “I’ll up headed place lay the create the of Devon.","""title"": ""The Hound of the Baskervilles"", ""author"": ""Sir Arthur Conan Doyle"""
['rene tan'],"His mind suddenly wandered back to [MASK], the man who had battled his own demons and conquered the global construction industry, but who was now in the battle of his life, quite literally.","""title"": ""The 4-Hour Work Week"", ""author"": ""Timothy Ferriss""","life, suddenly literally. who demons global battled mind and battle quite the had his now conquered to his wandered back man own [MASK], construction the but the industry, who of in His was","""title"": ""It"", ""author"": ""Stephen King"""
['eden'],"The dream was always the same. She was six, maybe seven years old. Her mother, dressed in a white Lacoste piqué polo and a flared tennis skirt, would come into the room and ask her, “I’m going to the supermarket. Do you want to come on a walk with me?” [MASK] would shake her head. Minutes after her mother had left the house, [MASK] would miss her terribly and decide to run after her. She would run out the door of the redbrick house and down a long hill, chasing the figure in white at the end of the road. But for some reason she could never catch up with her mother. She would run and run, her heart pounding so fast she could barely breathe, but the figure in white only got smaller and smaller.","""title"": ""The Last Thing He Told Me"", ""author"": ""Laura Dave""","the reason going had end pounding could The only the and house, her. She her, head. always mother. and figure skirt, come breathe, [MASK] smaller. and for walk would on dream the the decide would white run into a with polo hill, the mother, run up Lacoste her six, house She ask supermarket. come the after down piqué and of redbrick the dressed same. in her run room a But after her in got old. the and would was and Minutes white a so [MASK] with heart her figure left Her was barely “I’m smaller maybe chasing shake tennis would road. She fast me?” her a to the would white you of out some terribly run, never Do could seven to want miss long flared mother she but to in catch years the door she at","""title"": ""Conversations with Friends"", ""author"": ""Sally Rooney"""
['thomas'],[MASK] placed a hand on her cheek to feel her temperature. “You could have had heatstroke. Most people don’t realize they have heatstroke until it’s too late.”,"""title"": ""Unknown"", ""author"": ""Unknown""",have people realize cheek placed heatstroke had to [MASK] hand “You could they have on until her late.” Most heatstroke. don’t temperature. her it’s too a feel,"""title"": ""Unknown"", ""author"": ""Unknown"""
['thomas'],"“Hmm. I don’t recall her having either, but she could have played tennis in her younger days. Or maybe badminton, which was quite popular in Hong Kong in the early nineties,” [MASK] mused as he slid open the wooden slatted doors to reveal a large balcony.","""title"": ""The Eye of Jade"", ""author"": ""Diane Wei Liang""","to in slid wooden doors a quite her in either, having was recall don’t tennis early as popular Hong in younger slatted nineties,” played the which large “Hmm. mused she the days. reveal Or have but badminton, could balcony. [MASK] Kong open her maybe I he","""title"": ""The Diary of a Hong Kong Girl"", ""author"": ""Xu Xi"""
['eden'],“So this is how the other half live. Whose room are we in?” [MASK] asked as she wandered onto the balcony and took in the view of the infinity pool surrounded by white tented cabanas and the pristine beach beyond.,"""title"": ""The Selection"", ""author"": ""Kiera Cass""",beach we are “So view pristine infinity the other she onto the this the in beyond. wandered is cabanas room half pool as balcony white and and of live. asked Whose the tented took how by [MASK] in?” the surrounded,"""title"": ""On the Beach"", ""author"": ""Nevil Shute"""
['eden'],"[MASK] fetched the bulky garment bag and unzipped it, staring at its contents in confusion. There was a shimmering ice-blue evening gown complemented by a turquoise faux-fur coat. “A fur coat? Bea’s out of her mind…”","""title"": ""Eleanor Oliphant is Completely Fine"", ""author"": ""Gail Honeyman""","“A complemented and staring a in Bea’s turquoise fur it, evening its There a faux-fur confusion. coat. of fetched ice-blue contents at coat? was gown the bulky by bag garment unzipped mind…” [MASK] shimmering out her","""title"": ""The Raw Shark Texts"", ""author"": ""Steven Hall"""
['thomas'],"“From what I understand, you’re going to need that tonight,” [MASK] said. “We’re about to go from sea level to an altitude of fourteen thousand feet!”[*]","""title"": ""The Da Vinci Code"", ""author"": ""Dan Brown""","sea an level you’re altitude thousand what to said. I to to that “From [MASK] feet!”[*] “We’re tonight,” understand, from fourteen going need go about of","""title"": ""Unknown, possibly a science fiction or adventure novel"", ""author"": ""Unknown, possibly an American author, such as Tom Wolfe or Ernest Hemingway, but more likely a lesser-known or anonymous author due to the unclear nature of the passage."""
['arabella'],"“[MASK] must be furious to be outdone!” said the grand duchess, the dangling pearls on her tiara shaking back and forth as she giggled.","""title"": ""War and Peace"", ""author"": ""Leo Tolstoy""","must and pearls “[MASK] furious be she dangling said duchess, on grand outdone!” back be her giggled. forth tiara as the shaking the to","""title"": ""Alice's Adventures in Wonderland"", ""author"": ""Lewis Carroll"""
['eden'],"“We’re so high up that you can see the curve of the horizon!” [MASK] exclaimed, glancing at her father and noticing that he suddenly appeared a bit pale. “Dad! Are you all right?” she said in alarm.","""title"": ""The Girl Who Drank the Moon"", ""author"": ""Kelly Barnhill""","father right?” [MASK] appeared and “Dad! horizon!” said you a at she up the so her can curve “We’re in of glancing Are he see you the suddenly that that noticing pale. bit high exclaimed, all alarm.","""title"": ""Divergent"", ""author"": ""Veronica Roth"""
['eden'],"Just as [MASK] was about to continue protesting, the sound of heraldic trumpets echoed through the great hall. A dozen trumpeters dressed in full regalia entered, and then from both ends of the hall, hundreds of Nordic men in traditional folk costumes and ice skates glided around an ice track along the outer perimeter of the space, each bearing silver trays laden with glasses. The crowd clapped merrily in approval.","""title"": ""The Girl with the Dragon Tattoo"", ""author"": ""Stieg Larsson""","the glided in echoed approval. costumes the Nordic laden in along about Just bearing of trumpets continue entered, ice with trumpeters merrily sound was A through folk protesting, perimeter around trays outer of dressed to as the of traditional crowd the glasses. and of men then The an heraldic from and skates hall. silver full in great ice track space, regalia clapped hall, dozen [MASK] the ends each both hundreds","""title"": ""The Golden Compass"", ""author"": ""Philip Pullman"""
['eden'],"“Sure looks like it,” [MASK] said as one of the floppy-haired waiters skated up and placed a tall fluted glass filled with a frothy dark liquid in front of her. She took a sip of the warm, rich broth and realized it was the first course—wild foraged mushroom cappuccino with white truffle froth.","""title"": ""The Hunger Games"", ""author"": ""Suzanne Collins""","said the “Sure frothy broth a truffle glass took foraged first with a floppy-haired tall skated froth. dark warm, her. it was mushroom front and like liquid waiters She up a of as sip cappuccino the the fluted realized it,” with of rich one placed and in of filled looks white [MASK] course—wild","""title"": ""Ulysses"", ""author"": ""James Joyce"""
['rufus'],"[MASK] sighed. “A fairy tale? Everything about this is wrong. This ice palace was supposed to be half the size and built at the resort, not up here. Its presence here is an insult to Hawaiians and to all the activists who have been fighting so hard to block the construction of a new telescope on the mountain.”","""title"": ""The Kingdom of the Blazing Phoenix"", ""author"": ""Julie C. Dao""","telescope resort, to the was not Its who and sighed. been ice This insult of built at activists is so to Hawaiians here block the tale? construction an and wrong. “A [MASK] about palace have the the to here. new on supposed Everything fighting up this the fairy presence to all is half hard be mountain.” size a","""title"": ""Unknown, possibly a science fiction or fantasy novel"", ""author"": ""Unknown, possibly an author known for works involving social or environmental activism, such as Margaret Atwood or Barbara Kingsolver, but more likely an author of science fiction or fantasy, such as N.K. Jemisin or Nalo Hopkinson."""
['arabella'],"[MASK] continued eagerly, “I can’t help picturing how our grandchildren will look. They will be so stunning, and of course they will speak fluent French, English, and Chinese.”","""title"": ""Crazy Rich Asians"", ""author"": ""Kevin Kwan""","how English, continued speak look. our will French, help be will eagerly, can’t they “I Chinese.” will grandchildren They and stunning, so and picturing [MASK] course of fluent","""title"": ""Unknown"", ""author"": ""Unknown"""
['eden'],"[MASK] stood under the shower on Rufus’s back deck, feeling the spray of hot water stream down her neck and shoulders and letting the warmth soak through her entire body. The shower was separated from the rest of the deck by a stacked wall of volcanic rocks and a thicket of tall bamboo, and the smooth ocean pebbles on the ground only added to the tranquility of the space. Staring up through the steam at the stars in the night sky, [MASK] felt completely blissful.","""title"": ""Maybe in Another Life"", ""author"": ""Taylor Jenkins Reid""","deck and Rufus’s wall rest feeling the [MASK] in stars a and down blissful. water felt to The back steam Staring on letting a added under deck, sky, the body. the night of up smooth of shower completely the by the hot entire warmth was spray of and of [MASK] of neck through through thicket the at from stood and the her tall ground rocks her tranquility volcanic soak the the space. only shoulders separated bamboo, pebbles the the on stacked ocean shower stream the","""title"": ""The Beach"", ""author"": ""Alex Garland"""
['eden'],[MASK] giggled as she felt around for the bottle. “It’s pitch-black in here! You could be showering next to me and I wouldn’t even see you.”,"""title"": ""Twilight"", ""author"": ""Stephenie Meyer""",bottle. even in around here! felt see “It’s you.” as me be to wouldn’t pitch-black showering the for she and giggled [MASK] I You next could,"""title"": ""Unknown, possibly a modern experimental novel or a work in progress"", ""author"": ""Unknown, possibly a contemporary author experimenting with non-linear narrative styles"""
['rufus'],"[MASK] lay back onto the bench, staring up at the stars himself. “You don’t think she seems a bit…self-involved?”","""title"": ""Harry Potter and the Order of the Phoenix"", ""author"": ""J.K. Rowling""","lay seems don’t bench, onto think a himself. stars bit…self-involved?” up “You staring at the she back [MASK] the","""title"": ""Unknown"", ""author"": ""Unknown"""
['eden'],"[MASK] came out onto the deck with a towel wrapped around her. “If we’re going surfing tomorrow, I really need to get some sleep. I’m absolutely knackered!”","""title"": ""Harry Potter and the Deathly Hallows"", ""author"": ""J.K. Rowling""","towel her. onto need around came [MASK] with really wrapped get to sleep. out I surfing some going tomorrow, I’m the we’re “If deck knackered!” a absolutely","""title"": ""The Hitchhiker's Guide to the Galaxy"", ""author"": ""Douglas Adams"""
['rufus'],"[MASK] opened a nearby cupboard and gestured to the neat stacks of pouches inside. “Voilà! My stash of airline pajamas. Take your pick, we’ve got Hawaiian Airlines, Cathay Pacific, Etihad, these fun kangaroo ones from Qantas. Oh, these ones are from Emirates—they actually hydrate you while you sleep.”[*]","""title"": ""The Rosie Project"", ""author"": ""Graeme Simsion""","you stacks My actually “Voilà! gestured cupboard stash Oh, Pacific, hydrate Etihad, you Take [MASK] from from Hawaiian these pajamas. we’ve a got pouches these airline of inside. fun to nearby while Airlines, and neat the opened ones pick, ones kangaroo of Emirates—they are Cathay Qantas. sleep.”[*] your","""title"": ""The Circle"", ""author"": ""Dave Eggers"""
['freddy'],"[MASK] nodded in agreement. “It’s Middle Earth! I feel like any minute, a dragon could come flying out from behind one of those cliffs.”","""title"": ""The Beyonders"", ""author"": ""Brandon Mull""","those from Earth! flying any come [MASK] cliffs.” Middle minute, I nodded “It’s one out could of in like behind feel dragon a agreement.","""title"": ""The Hitchhiker's Guide to the Galaxy"", ""author"": ""Douglas Adams"""
['rufus'],"“I wish you could see what I see,” [MASK] said. “You look like the fair maiden of the castle. Don’t you wish you could go back in time and see how life was back then?”","""title"": ""A Knight in Shining Armor"", ""author"": ""Jude Deveraux""","of time see wish like life back how see,” could and the was “I the go I said. then?” you maiden could back you castle. “You [MASK] fair you what look wish Don’t see in","""title"": ""Alice's Adventures in Wonderland"", ""author"": ""Lewis Carroll"""
['freddy'],"“WOO HOO! THIS IS FUCKING AMAZING!” [MASK] shouted, his arms outstretched as he ran along the black-sand beach joyously like a little kid. Stopping right in front of Eden, he said breathlessly, “Isn’t this one of the most incredible beaches you’ve ever seen? It’s right up there with the Amalfi Coast. You ever been?”","""title"": ""Fifty Shades of Grey"", ""author"": ""E.L. James""","ever along kid. this one the Eden, beaches with “Isn’t shouted, FUCKING black-sand arms beach IS Stopping right as of the the most “WOO breathlessly, he he been?” his You a Coast. AMAZING!” front there like of seen? you’ve [MASK] said up little in It’s joyously outstretched THIS Amalfi HOO! ran incredible right ever","""title"": ""Eat, Pray, Love"", ""author"": ""Elizabeth Gilbert"""
['rufus'],"“Great idea. Just don’t wander off the trail. There are ancient burial sites deeper in the valley that are very sacred to the locals, so it’s best to keep a respectful distance,” [MASK] answered.","""title"": ""The Da Vinci Code"", ""author"": ""Dan Brown""","valley are the sites burial answered. the that in the don’t trail. keep very so deeper wander to a sacred locals, Just it’s [MASK] “Great There distance,” to are idea. respectful off ancient best","""title"": ""Into the Wild"", ""author"": ""Jon Krakauer"""
['arabella'],*3 Sharp ears might recognize this song as the main theme to The Crown. Of course [MASK] would select this particular tune to make her entrance.,"""title"": ""The Seven Husbands of Evelyn Hugo"", ""author"": ""Taylor Jenkins Reid""",main the her this this might particular make *3 would Crown. course recognize Of ears to as song Sharp theme The [MASK] to tune entrance. select,"""title"": ""Unknown"", ""author"": ""Unknown"""
['solène de courcy'],"“Next season? Do you think we’re living in a television series? Let me make this very simple for you: [MASK] is a very nice girl, but it’s never going to happen in a million years. She’s not my type.”","""title"": ""Twilight"", ""author"": ""Stephenie Meyer""","“Next happen Do you living make simple think million years. nice She’s for going television not in in me Let a we’re to is it’s never very [MASK] a season? you: type.” girl, a but very this series? my","""title"": ""Unknown"", ""author"": ""Unknown"""
['rufus'],"[MASK] grabbed her by the hand and led her down a pathway, cutting through a thicket of bushes until they found a quiet clearing in the forest. A warm crimson glow filtered through the trees, making everything seem otherworldly.","""title"": ""Twilight"", ""author"": ""Stephenie Meyer""","cutting down a quiet found until by trees, clearing a bushes the crimson warm her seem everything otherworldly. the through a filtered in forest. A grabbed led hand [MASK] making glow they thicket and of through her the pathway,","""title"": ""Twilight"", ""author"": ""Stephenie Meyer"""
['rufus'],"[MASK] suddenly felt very foolish. “Oh god, I’m sorry. I’ve gotten everything all wrong, haven’t I? I was sure he fancied you, and I thought that you were trying to make me jealous.”","""title"": ""Harry Potter and the Order of the Phoenix"", ""author"": ""J.K. Rowling""","he [MASK] felt I sure me god, I? was haven’t “Oh and you, were that I’m I’ve to you everything sorry. very all make wrong, trying suddenly gotten foolish. fancied thought jealous.” I","""title"": ""Pride and Prejudice"", ""author"": ""Jane Austen"""
['rufus'],"“Now, hasn’t your son, [MASK], become an artist as well? No doubt he’s been inspired by what’s on the walls of his home.”","""title"": ""The Goldfinch"", ""author"": ""Donna Tartt""","been walls well? your he’s doubt as on [MASK], hasn’t become artist what’s “Now, son, home.” the by of No an inspired his","""title"": ""Unknown"", ""author"": ""Unknown"""
['rufus'],"“What other Eden do we know? Don’t pretend you didn’t hear [MASK] on the sound system. We all did. She was shagging our son in the rain forest, right under our very noses!”","""title"": ""The Girls"", ""author"": ""Emma Cline""","we Don’t noses!” on the We pretend our rain system. all other didn’t our in do right shagging Eden the know? sound “What did. [MASK] very you was forest, son under She hear","""title"": ""Unknown, possibly a modern experimental novel or a passage with errors"", ""author"": ""Unknown, possibly James Joyce or a similar experimental author"""
['rufus'],"“Precisely what I told her! I think Mummy was just shocked when [MASK]’s voice came booming out of nowhere in the jungle, declaring his undying love for you. We were all shocked. And then the mic cutting out didn’t help things. Mummy’s imagination ran wild in the silence.”","""title"": ""The Rosie Project"", ""author"": ""Graeme Simsion""","all out in his came nowhere the ran the Mummy’s mic then Mummy declaring love think undying “Precisely you. help were wild when her! things. silence.” was shocked. I imagination cutting out told And booming jungle, in voice the didn’t We [MASK]’s what for of just shocked I","""title"": ""The Mummy, or Ramses the Damned"", ""author"": ""Anne Rice"""
['rufus'],"“Of course I was! But I also know your brother much better than he knows himself. He’s such a romantic, and we were in the midst of the most wildly magical week. Between the sunset beach ceremony and the rain forest dinner, [MASK] got swept up in the moment and…you know…confused about his own feelings.”","""title"": ""The Hating Game"", ""author"": ""Sally Thorne""","himself. know…confused ceremony brother also own better [MASK] your we dinner, wildly were about the and in the such his in forest knows of the midst most the I he was! But romantic, feelings.” and a I much the swept up Between sunset beach “Of moment rain than He’s got week. magical and…you course know","""title"": ""Twilight"", ""author"": ""Stephenie Meyer"""
['john soane'],"“Ah, you’ve been here before, then,” the docent said, looking pleased that this lady knew about the remarkable feature of the Picture Room. Sir [MASK], the architect and collector who had built this house for himself in 1808, designed special “picture planes”—ingenious wall panels that moved and flipped open—allowing him to double his hanging space and fill the small thirteen-by-twelve-foot room with over a hundred of his favorite paintings. The docent released a catch, opening the wall like a secret cupboard door to reveal an interior panel chock-full of art.","""title"": ""The Da Vinci Code"", ""author"": ""Dan Brown""","hundred fill wall knew like this planes”—ingenious [MASK], designed to that his of door architect “Ah, the himself over the for his had space flipped Sir a to cupboard “picture open—allowing of chock-full panel favorite feature opening pleased double the hanging catch, in and you’ve and the 1808, art. thirteen-by-twelve-foot who an about this house remarkable him and docent special room a of before, with here secret lady built looking collector reveal a the wall panels interior that The been the then,” Room. docent said, moved released paintings. Picture small","""title"": ""The Da Vinci Code"", ""author"": ""Dan Brown"""
['rufus'],"“You must. I personally have nothing against the girl, but it’s out of the question for [MASK] to be involved with her. It would be such a waste of those bedroom eyes.”","""title"": ""Twilight"", ""author"": ""Stephenie Meyer""","[MASK] such must. the involved against of of be I waste those It have with but out to it’s nothing bedroom eyes.” personally be would for “You her. the question a girl,","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"""
['rufus'],"“Don’t try to deny it. Now, what you need to do is exploit [MASK] properly, and all your problems will be solved. [MASK] must marry money!”","""title"": ""Pride and Prejudice"", ""author"": ""Jane Austen""","“Don’t do deny and need to you solved. properly, try your will must be money!” marry it. what Now, [MASK] [MASK] all is to exploit problems","""title"": ""Unknown"", ""author"": ""Unknown"""
['mary gao'],"[MASK] stared into her bowl of wonton noodles, the faint hint of pink in a curled prawn wrapped in delicate wonton skin reminding her of the tiny baby growing within her.","""title"": ""Crazy Rich Asians"", ""author"": ""Kevin Kwan""","curled wrapped bowl of a within her her [MASK] her. stared the growing skin reminding of tiny faint delicate in pink baby prawn wonton into wonton the hint of noodles, in","""title"": ""The God of Small Things"", ""author"": ""Arundhati Roy"""
['john'],"“Oh, don’t mind him,” [MASK] said, lowering his voice. “I don’t think he was too worried that you’re not investing in his start-up. He was just trying to get Phineas’s attention. Now he can really get his rocks off sitting next to him.” [MASK] gestured covertly toward the Chinese man in the dark glasses.","""title"": ""The Circle"", ""author"": ""Dave Eggers""","you’re man covertly next think attention. rocks him.” he the was was he glasses. don’t trying “I too “Oh, his start-up. really in worried [MASK] can not Phineas’s gestured in dark [MASK] mind don’t sitting lowering that the He Chinese toward his Now voice. him,” just investing to get get to said, off his","""title"": ""The Circle"", ""author"": ""Dave Eggers"""
['john'],"“They get to pitch the big boss directly,” [MASK] said, tilting his head toward the table of honor by the pool. “Sitting next to the bride.”","""title"": ""The Seven Husbands of Evelyn Hugo"", ""author"": ""Taylor Jenkins Reid""","next bride.” “Sitting directly,” head the honor pool. the get [MASK] pitch to “They the boss big table toward his the of said, by to tilting","""title"": ""Unknown"", ""author"": ""Unknown"""
['martha'],"“The last thing we wanted was to be trapped in a pitch meeting with some tech desperado while we’re a thousand feet in the air,” [MASK] (Diocesan Girls’/Geelong Grammar/Griffith) chimed in.","""title"": ""Liar's Poker"", ""author"": ""Michael Lewis""","Grammar/Griffith) a in to be some chimed Girls’/Geelong was the we with in. while trapped last air,” thousand thing [MASK] desperado in we’re wanted feet (Diocesan a pitch tech “The meeting","""title"": ""Finnegans Wake"", ""author"": ""James Joyce"""
['martha'],"“Listen, [MASK]’s already confessed to being obsessed with you since she was a young woman! Now she’s just waiting for you to sweep her off her feet.”","""title"": ""Pride and Prejudice"", ""author"": ""Jane Austen""","feet.” woman! being Now “Listen, for her sweep you with to [MASK]’s a her you she young since to off obsessed she’s confessed already was just waiting","""title"": ""Twilight"", ""author"": ""Stephenie Meyer"""
['martha'],"“Are you joking? We don’t have that kind of money available! Everything we have is pledged to the Leung Family Foundation! We are very cash poor, and don’t forget, we are in the autumn of our lives. You know your poor auntie’s fifty-seven, I’m going to qualify for a free Oyster card soon.[*1] I’ve stopped buying French wineries, your uncle’s stopped buying Rothkos, we’re finished with acquiring! Your uncle is determined to die penniless—he plans for all his billions to go to the foundation.[*2] [MASK], on the other hand, is still young and has billions to spare. Do you know how much MD Capital generates? Every time she farts she makes a billion! I’m telling you, [MASK] is the answer to your problems. There’s no easier way to save your family from being thrown into the gutter.”","""title"": ""Crazy Rich Asians"", ""author"": ""Kevin Kwan""","Leung I’m very buying our still your the soon.[*1] money free you uncle’s Foundation! We the for to [MASK] Rothkos, to has going that have billion! spare. your easier and wineries, card poor, billions into know other farts she stopped kind thrown she the young We die Do to you telling with for makes problems. of go [MASK], to we a to Every Family gutter.” Capital is French don’t Your You how is lives. a autumn fifty-seven, acquiring! and time I’ve “Are the to family are poor you, the of his pledged finished don’t way is your available! determined hand, stopped MD to from forget, I’m much penniless—he we’re in plans are on qualify know is being uncle the we answer auntie’s Oyster to buying There’s foundation.[*2] Everything your have no save billions joking? all generates? cash","""title"": ""Crazy Rich Asians"", ""author"": ""Kevin Kwan"""
['martha'],"“[MASK]’s surrounded all day long by these brilliant guys who, as you yourself put it, invent entire industries. I’m not marriage material compared to any of them.”","""title"": ""The Rosie Project"", ""author"": ""Graeme Simsion""","not invent guys by to day these material marriage long of surrounded put you yourself any all I’m compared as industries. entire them.” who, brilliant “[MASK]’s it,","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"""
['gresham'],"“Now, the most charming thing about you is that you don’t seem to be aware of the effect you have on people, and you don’t use your looks like a weapon. But your looks, however much you choose to deny it, are the key to your securing your fortune and the welfare of your entire family for generations to come. How many [MASK] earls over the centuries made marriages for financial gain? Quite a few, I bet.”","""title"": ""The Duke and I"", ""author"": ""Julia Quinn""","How weapon. bet.” to many of on don’t I however to is made effect you fortune deny are choose [MASK] financial aware use to of a come. entire But you charming don’t the few, centuries your it, to people, the for the for looks you a like gain? marriages be key securing your about Quite and looks, welfare your the your over you and generations much family “Now, you earls thing the your most have seem that","""title"": ""Pride and Prejudice"", ""author"": ""Jane Austen"""
['rene'],"“Do you have any juice? Actually, I’ll get it myself.” He left [MASK]’s room and headed toward the kitchen, thinking it would clear his head.","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""","it myself.” toward I’ll you any kitchen, head. clear have the left thinking room juice? He get would it Actually, and his [MASK]’s headed “Do","""title"": ""Unknown, possibly a modern novel or dialogue-driven book"", ""author"": ""Unknown, possibly a contemporary author such as James Patterson, John Grisham, or Nicholas Sparks"""
['jane'],“There are no cameras in this room and that’s not a chalkboard—it’s a Cy Twombly! We are being one hundred percent serious. You’re only twenty-three and you’ve already had acute pancreatitis twice and almost overdosed numerous times. Your father has been so concerned for your welfare—” [MASK] began.,"""title"": ""The Idiot"", ""author"": ""Elif Batuman""",being welfare—” room numerous acute father had and this you’ve has so “There concerned You’re Twombly! [MASK] began. percent almost hundred are Cy We chalkboard—it’s a that’s no overdosed twice times. your only been already in cameras are for and not a pancreatitis twenty-three and Your one serious.,"""title"": ""It"", ""author"": ""Stephen King"""
['martha dung'],"“[MASK] is the right kind. She has an aristocratic bearing, she’s not too dark, she’s not too short, and she is well educated.”","""title"": ""The Brief Wondrous Life of Oscar Wao"", ""author"": ""Junot Díaz""","she’s bearing, dark, is and right too too has not she’s She aristocratic not the well kind. educated.” she short, “[MASK] is an","""title"": ""Pride and Prejudice"", ""author"": ""Jane Austen"""
['greshams'],"“I was joking, I only want one kid to terrorize and ruin. Tell you what—if you marry me, I won’t force the [MASK] out of their house.”","""title"": ""It Ends with Us"", ""author"": ""Colleen Hoover""","of I force [MASK] Tell I one house.” joking, kid their and was me, ruin. marry terrorize what—if only to out want won’t the “I you you","""title"": ""To Kill a Mockingbird"", ""author"": ""Harper Lee"""
['peter'],“I figured. Where’s our invitation to the wedding in Venice? [MASK] will be very hurt if he doesn’t get an invitation even though he is far too busy to attend.”,"""title"": ""The Girl with the Dragon Tattoo"", ""author"": ""Stieg Larsson""",will be figured. far even busy attend.” to invitation “I Where’s our doesn’t very he Venice? too in wedding is [MASK] though an to if the he get invitation hurt,"""title"": ""The Merchant of Venice"", ""author"": ""William Shakespeare"""
['penelope'],"“I see where your eyes are. Don’t you dare touch that fettucine, Putter. It will clog your arteries in an instant and you shall drop dead in a country that doesn’t accept Medicare Part B,” his wife, [MASK], said.","""title"": ""The Rosie Project"", ""author"": ""Graeme Simsion""","will where his are. It doesn’t you eyes touch shall accept and your arteries Part Putter. fettucine, that instant clog Medicare dare B,” wife, a in “I you Don’t [MASK], said. an see country dead drop your in that","""title"": ""Unknown, possibly a humorous or satirical work"", ""author"": ""Unknown, possibly a contemporary author such as Carl Hiaasen or Christopher Moore"""
['putter'],"[MASK] quickly scooped three stalks onto his plate as he hovered over the truffle risotto longingly. His wife looked across the crowded room, shaking her head. “Who are these people? Wid said he was marrying a proper English girl, and all these people look so…international. Look at that lady with those terribly vulgar mothball-sized pearls. There’s no way those are real.”","""title"": ""The Royal We"", ""author"": ""Heather Cocks and Jessica Morgan""","all girl, those at There’s marrying English stalks longingly. across His three he risotto he Look no real.” are hovered and scooped people mothball-sized looked are way a that with room, as lady quickly the over so…international. crowded Wid head. the proper those vulgar these truffle her plate his these wife onto was [MASK] “Who shaking look terribly said pearls. people?","""title"": ""The Devil Wears Prada"", ""author"": ""Lauren Weisberger"""
