Single_ent,en_masked,en_masked_results,en_masked_shuffled,en_masked_shuffled_results
['jalbert'],"The two-room suite, far from fancy, is what’s known as “Kansas plain.” There’s a smell of disinfectant and a fainter smell of mold. The toilet has a tendency to chuckle after flushing unless you flap the handle a few times. The air conditioner has a slight rattle. He’s been in better places, but he’s been in far worse. [MASK] drops his briefcase on the bed and runs the combination lock. He takes out a file with WICKER written on the tab. He makes sure the curtains are pulled tight. He puts the chain on the door and turns the thumb lock. Then he undresses down to the skin, folding each item of clothing on top of the briefcase as he goes. He sits in the chair by the door.",John,"far thumb The tendency of bed runs curtains from He you on but on sure clothing top of tab. handle skin, door the folding the each has slight as the sits lock. been of in places, lock. in He by toilet Then smell plain.” suite, mold. flap he’s a “Kansas the is There’s worse. air few goes. He the are smell takes the puts far on his conditioner with [MASK] tight. to door. unless the a disinfectant the the chair undresses and the and he out times. chuckle been as better WICKER on The pulled a item a written in after a He the fainter to and has makes two-room down flushing known briefcase chain briefcase combination a what’s the fancy, of The drops rattle. he turns file He’s",He
['ball'],"“Of course, but this is a serious matter,” [MASK] says, still pleasant. “If it takes all day, that’s what it will take. I have a right to speak with my client before you question him. If you’re with KBI, you know this. Be grateful, Inspector, that I’m willing to do it out here on the police station steps instead of taking him to my office on the backseat of my sled.”",Inspector,"but a KBI, Be I serious [MASK] what you’re course, do it before will steps on my day, to instead matter,” grateful, out have of still is I’m him willing with station to If here backseat pleasant. the that “If this. it all client police speak know on a it of says, question “Of taking you the office that’s sled.” you this take. right with my Inspector, my takes him. to",Inspector
['ball'],"[MASK] holds up his hand. “Whoa, no primary declarations. I called you my client, but you’re not, at least as yet. My fee for this morning is four hundred dollars. I should charge only two, because I’ve forgotten most of what I once knew about criminal law, but it’s Saturday morning and I’d really prefer to be on the golf course. Is the amount agreeable?”",Client,"morning up my I what really [MASK] fee forgotten but no as yet. about morning least charge course. hundred law, is his client, “Whoa, be holds I’ve you the this for of the golf because I’d once only and not, agreeable?” at knew Saturday four prefer on but you’re dollars. declarations. I criminal should Is primary My amount two, called to it’s I most hand.",Client
['ella'],"He points at her. “You know what, I’m starting to hate the sound of my first name coming out of your mouth. We’re not friends, [MASK].”",John,"first hate coming sound the not out “You We’re know mouth. my your [MASK].” at points her. I’m to He name friends, of of what, starting",John
['jesse'],"“No clue,” [MASK] says. “I work with him here, otherwise we don’t hang. Maybe he thought because the 4th is tomorrow, we had today off, too.”",John,"thought he work hang. off, we we had 4th is [MASK] don’t “I with too.” tomorrow, the says. Maybe here, him “No today otherwise because clue,”",John
['yvonne'],"“I am pursuing my case. If anyone got hounded, it was poor Miss [MASK]. You hounded her to death. Didn’t you?”",Miss,"death. hounded her you?” You If got “I was it hounded, poor anyone Didn’t case. my am to Miss pursuing [MASK].",Hester
['frank'],"If he did that, he deserves everything [MASK] throws at him, she thinks. Then, standing in the doorway next to her sister, she realizes it’s the first time that deadly (and disloyal, that too) two-letter word has entered her thinking.",He,"she deadly throws next that it’s her first If the to (and that, everything thinks. her he time two-letter entered doorway has that did disloyal, sister, she him, Then, the deserves he [MASK] too) realizes standing word at in thinking.",Hester
['calten'],"“I’ll let you do your thinking,” [MASK] says, “but listen—if I could do anything to help, I know it’s unlikely…”",John,"I could anything “but let do “I’ll you [MASK] listen—if says, do it’s unlikely…” I to your thinking,” know help,",you
['andersson'],"“A cop.” [MASK] pauses for a moment, then blurts, “At least he said he was a cop, and I believed him because he really had the inside track on the investigation. He said printing the guy’s name would put pressure on him to, you know, come clean.”",Detective,"the him the “A really I to, clean.” least He blurts, you inside believed him the know, would a he pauses had [MASK] “At because cop.” pressure then guy’s he printing said was cop, a on for come put name moment, he track said and investigation. on",John
['frank'],"“In a safe place.” That last question is a tiny bit frightening. She doesn’t really believe [MASK] would hurt her, but he’s not right. There’s no question of that.",him,"that. There’s of That place.” no [MASK] question “In a her, last would hurt not he’s a but believe question really is safe frightening. tiny bit right. She doesn’t",Hester
['frank'],"“Stop with the we stuff, [MASK].” Now she just sounds weary. “I didn’t give his name to that free newspaper and I didn’t plant dope in his truck. You did those things on your own. And I didn’t get him shot.”",John,"those she on [MASK].” we dope him get I Now weary. things and “I with just his truck. didn’t newspaper And sounds in I own. did free your “Stop stuff, You his give didn’t shot.” name plant to that the didn’t",John
['bobby feeney'],The white-haired man looked interested. He put the sheet of paper back in the thin folder and closed it. “Not [MASK]? Is that so?”,John,paper back of folder He “Not the so?” closed [MASK]? The put Is man the thin in looked interested. and it. white-haired sheet that,The
['ludlum'],“Doc.” The white-haired man—Mr. [MASK]—nodded to the one with the droopy eye. “Help this fine young man to remember his name.”,Mr.,droopy his with [MASK]—nodded The remember name.” to to the man—Mr. man one fine white-haired this “Help the “Doc.” young eye.,Doc.
['doc'],"[MASK] gave a brief grunt of what might have been laughter. “If I’d wanted you dead, I would have let you eat breakfast. The mushrooms were poisoned.”",Gandalf,"grunt poisoned.” dead, “If gave mushrooms eat let you have The would you were wanted breakfast. been what [MASK] might of I’d I laughter. have a brief",John
['pando'],"“I don’t know if you’re worth a shite to anyone, but you don’t deserve to die just because he is the way he is now. Did you see that pamphlet he’s so proud of? Wrote it himself, didn’t he? But he wasn’t always that way. No. We did good work once upon a time, didn’t we, [MASK]?”",John,"die but don’t he see didn’t he’s once of? is Wrote the he But he it worth did don’t if wasn’t to pamphlet so good upon is No. way. you’re deserve know himself, always you to that anyone, a because work that we, just he? didn’t a [MASK]?” now. you time, “I We proud Did shite way",Hester
['galen'],"“Hey, guys! Hello, ma’am!” [MASK] sounds as cheerful as a day in July. “Looks like you got a little trouble here. Want a hand?”",John,"like you Want trouble [MASK] got a day “Looks hand?” Hello, guys! July. as “Hey, as here. a in cheerful sounds ma’am!” little a",John
['alvarez'],"“I—” His phone rings. He pulls it off his belt and looks at the screen. If the call was from his partner, he would decline. But it’s not. It’s from Captain [MASK]. “I have to take this.”",Captain,"“I off belt this.” But not. at was the screen. take [MASK]. have phone his It’s call and from Captain from partner, it’s “I—” it His He pulls decline. his the looks he would rings. to If",Captain
['mary worth'],"“I’m so looking forward to this,” [MASK] said. “I haven’t had a real vacation in twelve years. I’m sharing the rent of a little place on Siesta Key with a couple of chums.”",John,"to on Key a real sharing said. looking in had rent [MASK] place Siesta of forward I’m couple the “I “I’m twelve so with of haven’t a vacation a chums.” little this,” years.",Siesta
['mary worth'],"“Yes!” [MASK] twinkled. “We have it for three weeks. We’ve never actually met, but they are true chums. We’re all widows. We met in a chat room on the Internet. It’s so wonderful, the Internet. There was nothing like it when I was young.”",Helen,"true twinkled. Internet. like was “We We’ve was all when chat “Yes!” There never room the I nothing chums. [MASK] widows. it have We’re weeks. Internet. three met are young.” the it so met, for It’s actually a they We wonderful, on in but",John
['freeman'],"“Wow,” [MASK] said, and actually laughed. “You are scared. But you know what they say, cold hands, warm heart.” He tossed off the rest of his drink.",John,"“You laughed. He off heart.” know warm said, “Wow,” actually you what cold his are But the drink. they of and rest hands, [MASK] say, scared. tossed",He
['lloyd'],"“I don’t want a sausage scramble,” [MASK] said, eyeing the dog. It was sitting on the white shag carpet, and he wondered how long it would be before it left a calling card there. The carpet needed a good vacuum and probably a shampoo, but at least it had never been peed on. The dog was looking at him with its amber eyes.",[MASK],"on before him [MASK] on. never amber least there. left scramble,” the its peed had sausage don’t needed vacuum the it was a card and eyeing sitting at looking shag The long was eyes. calling and It it good it with a wondered how he dog want shampoo, carpet said, but a at white probably would “I a dog. carpet, been be The",Dog
['beth'],"[MASK] pointed to the toy-sized leash on the hassock. “Take her out. Introduce her to Marian’s overgrown flowerbeds. And by the way, that carpet is filthy.”",Marian,"filthy.” way, carpet toy-sized out. the by leash And the on [MASK] Introduce pointed hassock. “Take is Marian’s flowerbeds. her to her overgrown to that the",Marian
['lloyd'],"The puppy got up and walked toward him. Waddled, actually, as if through high weeds. It sat down again by his left foot, looking up. [MASK] lowered his hand tentatively, expecting a nip. The dog licked him instead. He got the toy leash and attached it to the puppy’s small pink collar. “Come on. Let’s get you off the damn rug while there’s still time.”",The puppy's,"down sat up The and toward It rug and a puppy’s walked collar. Waddled, [MASK] foot, small The you off instead. it to his tentatively, toy actually, left while licked there’s him pink puppy the the Let’s through time.” as dog still again the nip. lowered “Come got high get attached leash on. weeds. looking hand He his up. damn if him. got expecting by",puppy
['greg'],"According to [MASK], you’re the one who’s crazy, I thought. And judging by the stroller you’re wheeling around, he wasn’t wrong.",John,"wheeling stroller wasn’t to by the the he who’s crazy, you’re wrong. one you’re judging [MASK], around, According thought. And I",John
['greg'],"Just be pleasant, [MASK] told me. She’s harmless, and she makes the best oatmeal raisin cookies I’ve ever tasted. I wasn’t sure I believed him about the cookies—admen are prone to superlatives, even those who have left the job—but I was perfectly willing to be pleasant.",[MASK],"I even ever oatmeal the makes I tasted. willing prone She’s pleasant. are who cookies job—but him the and to raisin cookies—admen me. left best I’ve told about believed superlatives, those pleasant, perfectly be harmless, the [MASK] I to she sure wasn’t was Just have be",Hester
['greg ackerman'],"That made me laugh. [MASK], older and richer, but still a smartass. When we had the Brite Company’s soft drink account, he once came to a meeting with a bottle of Brite Cola, with the distinctive long neck, sticking out of his unzipped fly.",Brite,"a of he Company’s the [MASK], smartass. distinctive account, but Brite That had made a older with his laugh. a came meeting with sticking out drink Brite neck, to the long of still unzipped bottle once richer, Cola, me fly. When soft and we",Brite
['trenton'],"“I’ll just get you started,” she told the twins, and turned the stroller around. “We wouldn’t want you to bump Mr. [MASK]’s car, would we?”",Dad,"“We would stroller you turned “I’ll the get to [MASK]’s around. and car, started,” the we?” she wouldn’t told bump want just twins, you Mr.",Hester
['duma key'],"“How did they kill all those snakes?” I had been to the end of the Key, to that small triangle of shell beach between the pass and the little crown of greenery which is all that remains of [MASK], and I just couldn’t picture such a mass of snakes there.",Key,"couldn’t they the beach [MASK], Key, the of mass picture a small that kill triangle crown to been I the of which and all shell such the to I greenery had just pass all of little there. snakes those snakes?” did remains “How end that of is of and between",Key
['donna'],"They came closer still, and I saw there was a rattlesnake in each of the seats, squirming and coiling. They were bringing me the snakes as a gift, maybe. Or as a punishment. I had been away when my son died, after all. My reason for going to Boston, trouble with an advertising account, was partly an excuse. I was angry about [MASK]’s affair. No, furious. I needed to cool down.",John's,"came a snakes maybe. there I punishment. of my partly furious. [MASK]’s was to about all. cool angry Boston, down. the They a reason still, son a I had affair. as was with squirming trouble bringing in the to needed after and when were coiling. Or advertising as for gift, me rattlesnake died, I going and an account, saw an They closer each I seats, been away excuse. My was No,",Hester
['bell'],"I said, “It’s a song about a woman who keeps looking for her long-gone lover. Mrs. [MASK] liked to push around her twins, although they were also long-gone. They died years ago.”",Mrs. [MASK],"“It’s Mrs. long-gone who her around about to a were woman [MASK] keeps said, her They I song they ago.” died push long-gone. for looking lover. twins, a years liked also although",Mrs. Long-Gone
['zane'],[MASK] scratched his chin. “She must have been handy. Some women are. Just because you think your kids are still alive forty years later doesn’t mean you can’t replace a washer or a windowpane.”,John,[MASK] still years doesn’t a been handy. forty women scratched think replace must have kids can’t his chin. alive are. your Just or washer Some windowpane.” later you “She are mean you a because,She
['zane'],"[MASK] didn’t reply. I didn’t, either, but I thought maybe the kids had liked it. Maybe it had even lulled them off to sleep after a big day of playing and swimming. Squeak… pause… squeak… pause… squeak…",Squeak,"reply. I after squeak… it had big pause… kids I liked sleep a either, swimming. the of off [MASK] didn’t pause… them maybe didn’t, it. had lulled squeak… Squeak… even day thought but playing Maybe to and",Squeak
['bell'],"“That’s it. Although hyenas who rob a deceased person’s house usually do it because they read the obituary, and who’s going to write an obituary for Mrs. [MASK]? She was alone.”",Mrs. [MASK],"to usually obituary, rob do it. because alone.” “That’s it going obituary person’s an who’s was they hyenas house a [MASK]? read for deceased write the Mrs. and She who Although",Mrs.
['donna'],"By the time I got back to the house, I was hungry. No, ravenous. I scrambled up four eggs and toasted another English muffin. [MASK] would have said my hunger was healthy, life-affirming, a spit in the eye of death, but maybe I was just hungry. Finding a dead woman at the head of her driveway and waving away the buzzards who wanted to eat her must have burned a lot of calories. I couldn’t get her ruined face out of my mind, but I ate everything on my plate anyway, and this time held it down.",woman,"lot to By dead my burned Finding at [MASK] the got of driveway I said house, and but get the I my I mind, I face time the healthy, of her was a but eggs eye couldn’t four down. and a and plate who anyway, up a this time death, I everything English her life-affirming, it hungry. must head the maybe No, in muffin. spit to away another would I hungry. buzzards woman toasted hunger the waving have out was ruined eat wanted of scrambled calories. held of on have just my back was her ate ravenous.",Emily
['tad'],"It was the shirts. Touching the shirts. And the part about [MASK]? Those were my own memories intruding on whatever vibe I’d been getting from those shirts. My son finding his way into my strange state of seeing wasn’t surprising. He had died at about the same age as the Bell twins, and at close to the same time. Triplets instead of twins. Tragedy calling to tragedy.",Bell,"instead He about intruding at getting was as and memories surprising. wasn’t Tragedy same into the I’d state died the And close Bell the on the tragedy. own shirts. my been calling Triplets finding My of It way his were age strange the same shirts. vibe whatever the those my twins. to Those shirts. son at part of time. from twins, Touching had [MASK]? to seeing about",Bell
['andy pelley'],He chuckled. “Got that right. Just put the stroller back and close the door. Deceased lady’s keys are at the substation. [MASK] will pick em up. You remember who I’m talking about?”,Mrs. Smith,remember who the at and that will door. pick [MASK] back He about?” Just keys You up. em right. talking substation. the are Deceased I’m the stroller close chuckled. put lady’s “Got,Deceased
['pelley'],"[MASK] took no chances. He took a mask out of his voluminous shorts and put it on as soon as we were inside. I got him icewater and poured myself more coffee. I thought about donning my own mask and decided not to. I wanted him to see my whole face. We sat at the kitchen table. Each time he sipped his water he pulled the mask down, then returned it to its place. The mustache made it bulge.",He,"it voluminous kitchen wanted myself we got mask inside. time icewater to water no soon out put mask not made returned poured Each it down, to him its table. sat chances. coffee. my the more a at took shorts and the him face. mustache place. pulled as [MASK] own We I as I I sipped see He and thought were The and to. mask whole of it my on decided his bulge. he donning about he took his then",He
['pelley'],"“Crazy all over the world,” [MASK] said. “Why would you come down here in the summer, anyway? Most people don’t, unless they’ve got free coupons from Disney World.”",Disney World,"got from Disney here down coupons people they’ve said. you world,” “Why Most over World.” all come summer, “Crazy in free unless anyway? [MASK] the would the don’t,",Disney
['devereaux'],"[MASK] began to shiver all over like a man suffering a fit of ague. His legs jittered and scissored. His back arched. His midsection rose from the couch and thumped down and rose again. His feet tapdanced and he began to make a sound, mump-mump-mump, as if his lips were spitstuck and he was trying to get them open to articulate.",John,"began like he feet over and lips rose make man of to mump-mump-mump, spitstuck His and all he back began as scissored. suffering down and shiver ague. was fit trying the rose His to legs a thumped them [MASK] to to His a jittered and His tapdanced from a get his articulate. and again. open couch arched. midsection were sound, if",He
['sally ann'],"On Saturday night he sat on the deck overlooking the lake with a quart bottle of Old Tyme ginger ale. He woke up on Sunday morning with no decision made, but with no hangover—a plus, but not enough. When he got back to Boston that evening, [MASK] would be waiting to find out what he had decided.",John,"a bottle he deck that Saturday the with Sunday the no find to Old waiting not Tyme enough. he on lake evening, sat out [MASK] woke back overlooking got night no what decision On had with ginger ale. he decided. hangover—a would of up but When Boston to be but morning with plus, quart made, He on",Boston
['curry'],"[MASK] was the problem, that small town near the Maine–New Hampshire state line where the Parkers and Allburtons had summer homes on adjoining lakefront lots.",Bow,"lakefront the Maine–New Hampshire Allburtons had [MASK] problem, summer the adjoining on line Parkers small where the state near homes that town was lots. and",Allburtons
