Single_ent,en,en_results,en_shuffled,en_shuffled_results
['harvey'],"“We’re lucky to have you,” [MASK] goes on, hanging the sign-up sheet for Friday’s Dungeons & Dragons tournament. “Just keep bringing your whole heart in for those kids. That’s all.”","""title"": ""A Man Called Ove"", ""author"": ""Fredrik Backman""","bringing the Friday’s you,” to & whole [MASK] “We’re your sheet tournament. those sign-up kids. “Just in hanging goes lucky That’s have keep for for on, all.” Dungeons Dragons heart","""title"": ""Ready Player One"", ""author"": ""Ernest Cline"""
['daphne'],"He sets his forearms atop the door. “Well, [MASK], I’m less sure how I feel about it since that snarky Big Bad Wolf comment.”","""title"": ""Unknown, possibly a modern fantasy or fairy tale retelling"", ""author"": ""Unknown, possibly an author known for humorous fantasy such as Jasper Fforde or Christopher Moore""","it his feel snarky since “Well, Wolf about door. atop He sets that comment.” the Big I I’m sure forearms how [MASK], less Bad","""title"": ""Unknown"", ""author"": ""Unknown"""
['barb'],"“Is that so?” The smaller of the two women, [MASK], perks up. She starts rustling through the crates. “Let me find you the best of the best.”","""title"": ""Unknown"", ""author"": ""Unknown""","best crates. [MASK], best.” that through “Is the find women, of starts the She two of me up. so?” smaller the you the rustling “Let perks The","""title"": ""Unknown"", ""author"": ""Unknown"""
['barb'],"“No, no, of course not,” the other woman, a head taller than the first, says, “but [MASK] does have a knack for picking the best, and we want our first-timers to come back, so let her work her magic.”","""title"": ""Unknown"", ""author"": ""Unknown""","and back, not,” other than let our best, says, first, the taller woman, want the does “but the course to for first-timers work magic.” knack come no, of head [MASK] her “No, her so a we have a picking","""title"": ""Unknown/Unidentified"", ""author"": ""James Joyce or Virginia Woolf"""
['martín'],"“It means our chef, [MASK], makes a few different menus every season, and I get the best stuff I can find for him. So I go to the butcher, and the farm stands, and the olive oil store, and the cheesemonger—”","""title"": ""The Hunger Games"", ""author"": ""Suzanne Collins""","few the chef, and makes the means and get season, best store, stands, every our can the I a menus him. butcher, “It the go I the for oil [MASK], So cheesemonger—” farm different find olive and stuff to and I","""title"": ""Unknown"", ""author"": ""Unknown"""
['clarence'],"[MASK] can’t be more than five years older than either of us, soft-spoken with curly red hair. He isn’t a farmer himself, just the attendant for the little shop in the whitewashed cottage beyond the rows of vibrant purple flowers heavily populated by bumblebees.","""title"": ""Unknown, possibly a young adult or fantasy novel"", ""author"": ""Possibly a modern author such as Rainbow Rowell or John Green, but more likely someone like Beatrix Potter or a similar author who writes about rural settings and nature""","hair. of than attendant flowers beyond bumblebees. cottage He curly [MASK] five just soft-spoken himself, the the whitewashed heavily be the than of by populated purple us, the in isn’t more vibrant either older farmer years for a with red shop rows can’t little","""title"": ""Unknown/ Uncertain"", ""author"": ""Unknown/ Uncertain"""
['daphne'],"“Do you know why he moved here?” he says. “Do you know his whole family doesn’t even talk to him? That guy is such a loser, [MASK]. You can do way better.”","""title"": ""Unknown, possibly a young adult novel or contemporary fiction"", ""author"": ""Unknown, possibly John Green or Rainbow Rowell""","you a moved here?” is doesn’t why guy even whole he his such you You “Do That way better.” loser, talk can to he family [MASK]. know “Do know him? do says.","""title"": ""Unknown"", ""author"": ""Unknown"""
['santa claus'],"On the one hand, it feels like maybe I just had a very vivid sex dream about him and need to act normal until a salacious dream about, like, [MASK] overshadows it.","""title"": ""Conversations with Friends"", ""author"": ""Sally Rooney""","a sex to a him hand, and On had until normal overshadows dream [MASK] salacious the dream need act feels maybe about, one it about very just like, it. I vivid like","""title"": ""Finnegans Wake"", ""author"": ""James Joyce"""
['petra'],"Miles’s head cocks on a knowing smirk. “It’s not about me. It’s you. He wants you both. He’s with [MASK], but he still wants you to be in love with him.”","""title"": ""It's unknown but possibly a contemporary romance novel"", ""author"": ""Unknown, possibly Colleen Hoover or a similar author""","be He but [MASK], head to him.” you Miles’s knowing you. he you It’s not on with with wants about a wants love both. still me. in He’s “It’s cocks smirk.","""title"": ""Unknown, possibly a romance or young adult novel"", ""author"": ""Possibly Colleen Hoover or a similar author"""
['petra'],"He turns toward me, my hands skating over his back, coming to rest on his shoulders. He catches my wrists in light, loose circles, his gaze falling. “Sorry, I’m . . .” He takes a breath. “I guess I’m surprised [MASK] told him that. I just . . . I barely even talked about that stuff with her.”","""title"": ""It Ends with Us"", ""author"": ""Colleen Hoover""","loose a his that light, talked He even to surprised coming her.” . falling. hands just rest . skating with back, gaze I him about . . shoulders. in his He breath. my .” toward I’m my told “Sorry, circles, barely He stuff turns wrists over catches . I I’m takes “I guess [MASK] his me, on that.","""title"": ""Unknown, possibly a young adult romance novel or a contemporary fiction book"", ""author"": ""Possibly John Green or Rainbow Rowell, but more likely an unknown or emerging author due to the writing style and lack of distinctive features"""
['ben'],"My chest pinches. “Sort of. I mean, maybe not close. But they were always really nice. His mom came wedding dress shopping with me and my mom. And she got a monogrammed Christmas stocking made for me to match his and his brother’s. They’re the kind of family with a million traditions. Certain plates and specific desserts for each of their birthdays. Every single thing in their house was some kind of heirloom with some great story, and he and his brother, [MASK], would argue over who’d inherit what someday, but in this jokey way. The whole extended family always comes here for New Year’s Eve and they do a white elephant gift exchange, and it’s all very . . . I don’t know. I just really wanted . . .”","""title"": ""The Seven Husbands of Evelyn Hugo"", ""author"": ""Taylor Jenkins Reid""","But know. New their wanted mom. made elephant single They’re brother, desserts his for of. great shopping His extended birthdays. here would And . were dress with heirloom my and Every with always argue very some gift his me traditions. really “Sort comes and of family inherit in plates whole maybe of Certain I and really do always chest someday, of specific Christmas kind for Year’s nice. jokey a each and . wedding I for he brother’s. . it’s the stocking with not family just [MASK], some they . a and match in all white kind and a million but me got they came to monogrammed was story, this Eve who’d mean, she My don’t .” . I and house what over their close. mom exchange, way. The thing pinches. his","""title"": ""Unknown, possibly a contemporary novel or memoir"", ""author"": ""Possibly a modern author such as John Green, Rainbow Rowell, or Taylor Jenkins Reid, but uncertain due to lack of context and disjointed passage structure"""
['pam'],"“Too busy. When I was a kid, she worked a lot to make ends meet, and she always said she’d rather spend her free time with me. I figured once I went to college, she’d give it a try. Instead she got really into CrossFit and made a ton of friends. She’s always basically either exercising with a lady named [MASK] or taking art classes with a woman named Jan, or drinking smoothies with both of them. She’s really happy, though. That’s what matters.”","""title"": ""Maybe You Should Talk to Someone"", ""author"": ""Lori Gottlieb""","me. got friends. spend with or with and busy. went a college, Jan, always classes or try. either both really she’d give That’s it and said them. time happy, meet, smoothies worked to though. she a really rather She’s figured named ends her into Instead exercising woman matters.” made lot I free CrossFit ton of When was she art a she’d what once to kid, named lady with a She’s “Too drinking taking a with a basically I of I always make she [MASK]","""title"": ""Unknown/Unidentified book"", ""author"": ""Possibly a contemporary or modern author, but uncertain due to the passage's lack of clarity and context."""
['ryan reynolds'],The serious one who gives good eyebrow and the wisecracking sidekick who is absolutely always [MASK] or someone nearly indistinguishable from [MASK] when you close your eyes.,"""title"": ""Ready Player One"", ""author"": ""Ernest Cline""",eyes. you sidekick indistinguishable someone good when always who nearly serious or your gives from eyebrow the [MASK] close is The absolutely one who and wisecracking [MASK],"""title"": ""Ready Player One"", ""author"": ""Ernest Cline"""
['daphne'],"I lean into the pressure, pitching my weight forward into my hands on either side of him. His palms scrape down me, and we rock together in slow, heavy waves. He pulls the open center of my shirt to one side so half of my chest is bared. “God, [MASK],” he says, dragging the open neckline back the other way, lifting himself enough to catch bare skin in his mouth this time.","""title"": ""Fifty Shades of Grey"", ""author"": ""E.L. James""","to center other palms me, heavy him. slow, lean the either weight together mouth “God, rock so himself pulls scrape of back lifting way, dragging to the bare waves. of my open chest one He on my is catch of hands his His open side enough in this shirt into bared. down pressure, the my skin I in pitching the we my forward neckline he into and says, [MASK],” side half time.","""title"": ""Unknown, possibly a romance novel or erotic fiction"", ""author"": ""Possibly E.L. James or a similar author"""
['charlotte lucas'],"It was probably too honest for a stupid get-to-know-you game, but when it was my turn I said, “Unfortunately, I’m probably [MASK].”","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky""","but I’m “Unfortunately, get-to-know-you stupid honest it for It game, was was said, my too turn probably [MASK].” I a when probably","""title"": ""Unknown"", ""author"": ""Unknown"""
['daphne'],"“Hi!” she says brightly, hurling—actually throwing—her duffel bag in the general direction of the living room. “You must be the roommate, [MASK].”","""title"": ""Eleanor &amp; Park"", ""author"": ""Rainbow Rowell""","“Hi!” general hurling—actually be duffel of the bag direction she living throwing—her must [MASK].” the brightly, says in room. the roommate, “You","""title"": ""Unknown/Unidentified Book"", ""author"": ""Unknown/Unidentified Author"""
['jules'],"He swats her hand out of the way. “[MASK], inside voice. Our crotchety neighbor is going to come yell at us.”","""title"": ""Unknown, possibly a contemporary novel or young adult fiction"", ""author"": ""Unknown, possibly Rainbow Rowell or John Green""","neighbor swats hand voice. out at us.” crotchety going way. to yell of the “[MASK], Our inside He come her is","""title"": ""To Kill a Mockingbird"", ""author"": ""Harper Lee"""
['daphne'],"She spins toward me, face alight, a more extreme version of Miles’s lit-from-within, delighted-by-everything grin. “I’ll give you twenty bucks if you tell me the truth, [MASK].”","""title"": ""Looking for Alaska"", ""author"": ""John Green""","“I’ll more truth, alight, delighted-by-everything twenty bucks you tell of the extreme me me, Miles’s you face if a [MASK].” grin. She spins give toward version lit-from-within,","""title"": ""Looking for Alaska"", ""author"": ""John Green"""
['daphne'],"He leans forward and peers around the cupboard to see the oven clock. “Shit.” He passes me one of the thermoses. “I gave myself an extra fifteen minutes, and there was no line, but then I got caught up talking to the barista and . . . anyway, I’m sorry, [MASK].”","""title"": ""The Hating Game"", ""author"": ""Sally Thorne""","He I’m and me cupboard to gave sorry, up passes “I caught the there but [MASK].” see of the then . the clock. no was oven forward leans peers barista talking thermoses. an He one . fifteen I the . extra anyway, line, minutes, around and got to and “Shit.” myself","""title"": ""Unknown/Unidentified book"", ""author"": ""Possibly a modern author, but uncertain due to the passage's unclear and disjointed nature"""
['handsy stanley'],"I’m not buying it, though: the last time I wore a skirt at work, [MASK] told me I was going to give him a heart attack.","""title"": ""Unknown"", ""author"": ""Unknown""","work, was me a it, [MASK] buying wore told the not skirt at I’m though: heart I going him time to attack. last I give a","""title"": ""Unknown"", ""author"": ""Unknown"""
['petra'],"“Enjoy it,” he says. “I don’t plan on getting up this early ever again. I hate to admit it, but [MASK] was right.”","""title"": ""The Hunger Games"", ""author"": ""Suzanne Collins""","“Enjoy but ever right.” don’t plan says. admit I on it,” this to getting “I it, was up hate [MASK] he again. early","""title"": ""Unknown"", ""author"": ""Unknown"""
['daphne'],"“Yes, [MASK], if something changes, and I need to escape a freshwater shark, I’ll paddle my little heart out and leave you for dead.”","""title"": ""The Hunger Games"", ""author"": ""Suzanne Collins""","you changes, escape need “Yes, little something [MASK], heart shark, dead.” my out paddle I’ll if leave and and freshwater for a to I","""title"": ""Unknown/ Uncertain"", ""author"": ""Unknown/ Uncertain"""
['daphne'],"He swims toward me, loops an arm around my back, my stomach lifting into my chest at the feeling of his skin on mine, his weight pulling us downward as my heart buoys into the back of my throat. “Your physics are off, [MASK],” he says against my ear as we start to sink.","""title"": ""The Fault in Our Stars"", ""author"": ""John Green""","we He pulling my downward back, start sink. heart around on he the off, ear feeling skin the chest an his as physics are buoys at my stomach my as my [MASK],” swims of against me, into loops throat. us toward into arm to “Your of back says my mine, weight lifting my his","""title"": ""Unknown, possibly a romance or literary fiction novel"", ""author"": ""Possibly a contemporary author such as E.L. James or Sylvia Day, but more likely an author known for experimental or poetic writing like James Joyce or Virginia Woolf"""
['beard'],"Looking at his mouth, I forget what we were just talking about. I swallow a thorny knot and touch the scratchy corner of his jaw. “[MASK]’s almost back.”","""title"": ""The Fault in Our Stars"", ""author"": ""John Green""","what jaw. talking his corner forget Looking thorny and were scratchy about. at swallow we of almost mouth, his just I the I back.” knot touch a “[MASK]’s","""title"": ""To Kill a Mockingbird"", ""author"": ""Harper Lee"""
['petra'],"His hand circles my wrist lightly, an electric frisson leaping from him to me. “[MASK] hated it too,” he says, his voice a buzz, half heard through the music.","""title"": ""Twilight"", ""author"": ""Stephenie Meyer""","leaping his circles electric His him wrist lightly, buzz, “[MASK] heard frisson an a me. my half hated the from too,” says, through hand voice music. it he to","""title"": ""Finnegans Wake"", ""author"": ""James Joyce"""
['duke'],"“Can I ask . . .” I trail off, trying to decide how to phrase it. “Is it too soon for me to ask what happened? Between you and [MASK]?”","""title"": ""It's unknown but possibly from the 'All Souls Trilogy' or 'A Court of Thorns and Roses' series"", ""author"": ""Deborah Harkness or Sarah J. Maas""","happened? for Between “Can ask to it off, [MASK]?” I too . ask phrase I me to what to .” trying it. and you how decide . “Is soon trail","""title"": ""Unknown/ Uncertain"", ""author"": ""Unknown/ Uncertain"""
['duke'],"“[MASK] was my high school boyfriend,” she says, then pauses to chew for a second. “We broke up when we went to college. Then we both ended up back here. Eventually, we ran into each other at the YMCA, then met up at his car in the parking lot, as I mentioned.”","""title"": ""Maybe You Should Talk to Someone"", ""author"": ""Lori Gottlieb""","met for to a lot, then YMCA, my school “We college. “[MASK] pauses chew at high ran I Eventually, we other at into as when ended was the then went both second. we car says, we in each his parking the Then she up to up boyfriend,” back mentioned.” up here. broke","""title"": ""Unknown/Unidentified"", ""author"": ""Unknown/Unidentified"""
['duke'],"She gives a blasé shrug. “Sometimes it’s terrible, but this was my choice. I think a lot of my friends thought I was a selfish idiot, giving up a pretty good thing just for the hope of a really good thing. But how can I teach my kid not to settle if I’m not willing to fight for the life I want? I tried so hard to love the one I had, and if [MASK] had tried too, I would’ve held on. But he’s just one of those guys who doesn’t believe in sharing his ‘business’ with a stranger, so therapy’s out.","""title"": ""It Ends with Us"", ""author"": ""Colleen Hoover""","life good But not so not to But but hard a I if doesn’t a shrug. terrible, out. a the on. he’s really love hope I one those sharing “Sometimes if therapy’s too, to thing and one She a tried willing ‘business’ of selfish can held who had tried was want? I’m thing. the pretty this I fight idiot, was to a it’s his had, blasé just thought I lot so just of good choice. my think of for kid I giving gives settle with I I guys my for teach [MASK] the a would’ve my how stranger, in up friends believe","""title"": ""The Perks of Being a Wallflower"", ""author"": ""Stephen Chbosky"""
['daphne'],"I must take too long to go on, because a slight smile tugs at his mouth, his eyes sparking with humor. “There’s no pressure, [MASK],” he says. “If you don’t want to—”","""title"": ""Unknown, possibly a contemporary romance novel"", ""author"": ""Unknown, possibly a popular young adult or romance author such as Colleen Hoover, Nicholas Sparks, or Jennifer L. Armentrout""","a [MASK],” take you too his I smile because with to must tugs go don’t no he humor. “There’s to—” says. long mouth, pressure, want his sparking at “If slight on, eyes","""title"": ""Unknown"", ""author"": ""Unknown"""
['petra'],"The tiny woman with her, arms wrapped around [MASK], both of them beaming in front of decimated plates of chocolate waffles on an orange-checked tablecloth.","""title"": ""Unknown, possibly a contemporary novel or romance story"", ""author"": ""Unknown, possibly an author like Nicholas Sparks, Jennifer Weiner, or Emily Giffin""","on wrapped in both arms tablecloth. an beaming with woman tiny front [MASK], chocolate plates them of her, of waffles of orange-checked The around decimated","""title"": ""Unknown, possibly 'The Sound and the Fury' or a similar modernist novel"", ""author"": ""Possibly William Faulkner or a similar author"""
['harvey'],"[MASK] snorts. “I know I’ve got a youthful glow, but I wasn’t born yesterday. Come in, come in. Shoes off. Everyone’s back in the breakfast nook.”","""title"": ""Eleanor Oliphant is Completely Fine"", ""author"": ""Gail Honeyman""","I’ve in, Come Everyone’s breakfast a Shoes born nook.” come but wasn’t [MASK] snorts. I back glow, know off. yesterday. in “I in. got the youthful","""title"": ""Unknown/ Uncertain"", ""author"": ""Unknown/ Uncertain"""
['harvey'],"I slip my loafers off next to Ashleigh’s knee-high boots and we follow [MASK] down a narrow, wood-paneled wall toward the sound of smooth jazz and the potent smell of cigar smoke. Every inch of the walls is devoted to at least three generations of family photos, ranging from recent shots of his granddaughters’ soccer tournaments all the way back to time-faded wedding portraits of him and his late wife.","""title"": ""The Seven Husbands of Evelyn Hugo"", ""author"": ""Taylor Jenkins Reid""","way loafers at family Every and the of and of I a of soccer next slip shots time-faded recent the of devoted late to smooth jazz wall my the him wedding is cigar inch photos, generations wood-paneled his of off narrow, granddaughters’ sound [MASK] tournaments all follow from portraits smoke. knee-high walls we ranging least boots and wife. the his to potent Ashleigh’s of back toward smell three to down","""title"": ""A Visit from the Goon Squad"", ""author"": ""Jennifer Egan"""
['harvey'],"[MASK] moves out of the hallway, so we can slide into the breakfast nook after him. “Look who decided to finally show up,” he says, “and she brought us a new fifth!”","""title"": ""The Hunger Games"", ""author"": ""Suzanne Collins""","“and hallway, into slide breakfast can she after who up,” new brought finally says, out us the “Look he a him. moves [MASK] fifth!” we to the so of decided nook show","""title"": ""Unknown"", ""author"": ""Unknown"""
['lenore'],They’re both wearing the same visors as when I met them. Both have matching cigars hanging out of their mouths. [MASK] yanks hers out from between her lips as she stands to greet me. “What a nice surprise!”,"""title"": ""Unknown, possibly a modern novel or unpublished work"", ""author"": ""Unknown, possibly a contemporary author""",mouths. stands both cigars her They’re the visors out have Both surprise!” [MASK] she I from as me. wearing of hanging yanks them. same hers a as nice matching lips greet out “What when between met their to,"""title"": ""Unknown"", ""author"": ""James Joyce"""
['daphne'],"He puts the pitcher back in the fridge. “Go put on something nice, [MASK]. We have to leave soon.” He squeezes past me to leave the kitchen.","""title"": ""Unknown, possibly a contemporary novel or romance novel"", ""author"": ""Unknown, possibly Colleen Hoover or a similar author""","on to nice, back the me something squeezes “Go leave to past puts kitchen. the the leave have put He [MASK]. fridge. pitcher He We soon.” in","""title"": ""Unknown"", ""author"": ""Unknown"""
['lance'],"And when I’m done telling him about the fundraiser, I find myself talking about the kids, about the staff, about our desperate need for an updated stock of kid lit, and by the end of our conversation, [MASK] has not only pledged ten kite-building sets for prizes but also offered to host a miniature-painting class for us in the fall.","""title"": ""The House in the Cerulean Sea"", ""author"": ""T.J. Klune""","of of fundraiser, pledged ten talking the done by the about not for updated find for about the the only but kid our staff, us telling for prizes about sets conversation, kids, class offered end and a lit, when him in I’m host has about to stock an the kite-building miniature-painting fall. our desperate I myself need also And [MASK]","""title"": ""Unknown"", ""author"": ""Unknown"""
['petra'],"Slow, soft, familiar. A relief of a kiss, and over way, way too soon, though from the way [MASK] is gawking at us, you’d think we’d just performed a handstanding sixty-nine in front of God and everyone.","""title"": ""Eleanor &amp; Park"", ""author"": ""Rainbow Rowell""","though way, soon, a sixty-nine in us, is over and way from we’d of way and the Slow, [MASK] of God performed everyone. A think you’d a relief kiss, front at familiar. handstanding soft, gawking too just","""title"": ""Finnegans Wake"", ""author"": ""James Joyce"""
['petra'],"“She always thought I was reading too much into it,” he says. “But I think they were worried I couldn’t give [MASK] everything they want for her.”","""title"": ""Unknown, possibly a contemporary novel or romance novel"", ""author"": ""Unknown, possibly a modern author such as Nicholas Sparks or John Green""","give think I he couldn’t it,” they I were everything “But “She they [MASK] reading too much says. I into for was thought worried her.” always want","""title"": ""Unknown/ Uncertain"", ""author"": ""Possibly Jane Austen or a similar author from the 18th or 19th century"""
['jules'],"Every night that week, we cook together—or Miles cooks, while [MASK] sits on the counter, curating a country playlist and singing along at top volume into whatever utensil her brother has most recently set down. I chop whatever he puts in front of me, wash whichever dishes he’s done with.","""title"": ""The Seven Husbands of Evelyn Hugo"", ""author"": ""Taylor Jenkins Reid""","whatever week, me, we dishes brother night playlist while the has curating of he front down. set on utensil recently with. counter, in her chop whatever singing country volume Every cooks, sits puts I top into wash a at cook along that done whichever [MASK] Miles and he’s most together—or","""title"": ""Unknown/Unidentified"", ""author"": ""Possibly a contemporary or experimental author, but uncertain"""
['daphne'],"“[MASK],” he murmurs behind me, still tender and sweet, pulling me in, my back to his chest, and coiling his arms around my waist.","""title"": ""Fifty Shades of Grey"", ""author"": ""E.L. James""","and his back pulling me, behind chest, “[MASK],” arms waist. in, he my me my his sweet, coiling still around tender and murmurs to","""title"": ""Unknown, possibly a romance novel"", ""author"": ""Unknown, possibly E.L. James or a similar author"""
['daphne'],"His smile widens. His fingers move absently to my chin, and I feel myself being drawn into him, our stomachs connecting, his heart pattering through me. “It’s a camel, [MASK],” he says wryly. “In sunglasses.”","""title"": ""Eleanor &amp; Park"", ""author"": ""Rainbow Rowell""","our feel myself a through move smile me. His camel, stomachs sunglasses.” wryly. “In “It’s him, chin, His and I says fingers absently heart being pattering his connecting, drawn [MASK],” into widens. my he to","""title"": ""Unknown"", ""author"": ""Unknown"""
['mulder'],"She groans. “A week from Saturday. Forty-three. And no to big plans. It just so happens to fall on the weekend [MASK] and I get back from visiting my mom in Sedona, so he’ll be at his dad’s place, and I’ll be at home rotting my brain to the tune of Bravo reality TV.”","""title"": ""Eleanor Oliphant is Completely Fine"", ""author"": ""Gail Honeyman""","big I’ll mom on “A just It from to plans. back [MASK] at my the groans. be so his I in week Forty-three. no to Sedona, And TV.” get She Saturday. weekend dad’s so home the happens Bravo he’ll my and at rotting fall and reality of place, visiting brain tune be to from","""title"": ""It Ends with Us"", ""author"": ""Colleen Hoover"""
['duke'],"“Like a room,” I say. “In your house. You said [MASK] never wanted you to, right? And you’re tired of looking at the same four walls. So pick a wall color, and I’ll come help paint.”","""title"": ""The Fault in Our Stars"", ""author"": ""John Green""","at wanted to, tired house. [MASK] come walls. your never paint.” pick said a same a you right? say. looking you’re “Like I and So help four “In color, You of the And wall room,” I’ll","""title"": ""Unknown"", ""author"": ""Unknown"""
['duke'],"There isn’t much else in the room. A bed, a dresser, a side table. I wonder whether [MASK] took most of the furniture with him. There’s a sadness to this space that I didn’t expect.","""title"": ""The Seven Husbands of Evelyn Hugo"", ""author"": ""Taylor Jenkins Reid""","the to space I with I furniture [MASK] There whether much a There’s wonder a in a took this the bed, most of didn’t table. sadness A else that isn’t dresser, side him. room. expect.","""title"": ""The Giver"", ""author"": ""Lois Lowry"""
