Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['margo'],her,0,0.25,incorrect,einstein,0,0.0,incorrect,o,0,0.33,incorrect,tanri,0,0.4,incorrect,nietzsche,0,0.0,incorrect,thien,0,0.0,incorrect,ella,0,0.22,incorrect,shakespeare,0,0.25,incorrect,einstein,0,0.0,incorrect,tanri,0,0.4,incorrect,thien,0,0.0,incorrect,shakespeare,0,0.25,incorrect
"['margo', 'margo—']",college,0,0.17,incorrect,facebook,0,0.31,incorrect,benim,0,0.2,incorrect,ispanya,0,0.17,incorrect,ngay tot nghiep,0,0.2,incorrect,cha,0,0.25,incorrect,mi hermano,0,0.4,incorrect,google,0,0.36,incorrect,facebook,0,0.31,incorrect,ispanya,0,0.17,incorrect,cha,0,0.25,incorrect,google,0,0.36,incorrect
['margo'],she,0,0.0,incorrect,eve,0,0.0,incorrect,o,0,0.33,incorrect,turkiye,0,0.17,incorrect,toi,0,0.25,incorrect,thanh giuse,0,0.25,incorrect,alguien,0,0.33,incorrect,nadie,0,0.2,incorrect,eve,0,0.0,incorrect,turkiye,0,0.17,incorrect,thanh giuse,0,0.25,incorrect,nadie,0,0.2,incorrect
['lacey'],eve,0,0.25,incorrect,god,0,0.0,incorrect,gofast,0,0.18,incorrect,umut,0,0.0,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,homero,0,0.18,incorrect,snickers,0,0.31,incorrect,god,0,0.0,incorrect,umut,0,0.0,incorrect,jesus,0,0.2,incorrect,snickers,0,0.31,incorrect
['margo'],her,0,0.25,incorrect,mountain,0,0.31,incorrect,sen,0,0.0,incorrect,tanri,0,0.4,incorrect,anh,0,0.25,incorrect,duc,0,0.0,incorrect,ella,0,0.22,incorrect,dios,0,0.22,incorrect,mountain,0,0.31,incorrect,tanri,0,0.4,incorrect,duc,0,0.0,incorrect,dios,0,0.22,incorrect
['margo'],person,0,0.36,incorrect,eve,0,0.0,incorrect,sen,0,0.0,incorrect,allah,0,0.2,incorrect,nguoi ay,0,0.31,incorrect,trai dat,0,0.15,incorrect,eva,0,0.25,incorrect,jesus,0,0.0,incorrect,eve,0,0.0,incorrect,allah,0,0.2,incorrect,trai dat,0,0.15,incorrect,jesus,0,0.0,incorrect
['margo'],eleanor,0,0.33,incorrect,jesus,0,0.0,incorrect,sen,0,0.0,incorrect,turkiye,0,0.17,incorrect,anh,0,0.25,incorrect,nguyen,0,0.18,incorrect,melissa,0,0.33,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,turkiye,0,0.17,incorrect,nguyen,0,0.18,incorrect,jesus,0,0.0,incorrect
['margo'],her,0,0.25,incorrect,god,0,0.5,incorrect,sen,0,0.0,incorrect,tanri,0,0.4,incorrect,em,0,0.29,incorrect,duc,0,0.0,incorrect,ella,0,0.22,incorrect,jesus,0,0.0,incorrect,god,0,0.5,incorrect,tanri,0,0.4,incorrect,duc,0,0.0,incorrect,jesus,0,0.0,incorrect
['margo'],she,0,0.0,incorrect,mom,0,0.5,incorrect,annem,0,0.2,incorrect,annem,0,0.2,incorrect,toi,0,0.25,incorrect,nguyen,0,0.18,incorrect,el,0,0.0,incorrect,jesus,0,0.0,incorrect,mom,0,0.5,incorrect,annem,0,0.2,incorrect,nguyen,0,0.18,incorrect,jesus,0,0.0,incorrect
['lacey'],harry,0,0.4,incorrect,god,0,0.0,incorrect,cagatay,0,0.33,incorrect,turkiye,0,0.17,incorrect,ho,0,0.0,incorrect,trai,0,0.22,incorrect,maria,0,0.2,incorrect,yolanda,0,0.33,incorrect,god,0,0.0,incorrect,turkiye,0,0.17,incorrect,trai,0,0.22,incorrect,yolanda,0,0.33,incorrect
"['margo', 'marg']",her,0,0.29,incorrect,eve,0,0.0,incorrect,sevgilim,0,0.17,incorrect,tanri,0,0.44,incorrect,nang,0,0.5,incorrect,the lung,0,0.17,incorrect,ella,0,0.25,incorrect,orlando,0,0.33,incorrect,eve,0,0.0,incorrect,tanri,0,0.44,incorrect,the lung,0,0.17,incorrect,orlando,0,0.33,incorrect
['margo'],she,0,0.0,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,nguyen nhat anh,0,0.1,incorrect,agloe,0,0.6,incorrect,ella,0,0.22,incorrect,aglow,0,0.6,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,aglow,0,0.6,incorrect
