Book,Character List,Count,en,es,tr,vi,In Title
Sense_and_sensibility,"('dashwood', 'daswood', 'john', 'john dashwood', 'john daswood', 'mr john dashwood', 'mrs dashwood norland', 'mrs john dashwood', 'señora dashwood', 'sir john')",5,288,309,210,285,False
Sense_and_sensibility,"('ferrars', 'mr ferrars', 'mrs ferrars', 'señor ferrars', 'señora ferrars')",5,130,129,129,122,False
Sense_and_sensibility,"('albay brandon', 'brandon')",4,144,142,192,134,False
Sense_and_sensibility,"('anh palmer', 'mr palmer', 'mrs palmer', 'palmer', 'señor palmer', 'señora palmer')",4,87,87,95,86,False
Sense_and_sensibility,"('harry', 'henry')",2,7,7,7,7,False
Sense_and_sensibility,"('lady middleton', 'middleton')",2,121,121,129,116,False
Sense_and_sensibility,"('annamaria',)",1,3,3,3,3,False
Sense_and_sensibility,"('eliza',)",1,8,9,9,8,False
Sense_and_sensibility,"('fanny',)",1,48,48,51,49,False
The_Boy_in_the_Striped_Pyjamas,"(""'không"", 'brun', 'bruno', 'do thái', 'huy', 'padre')",65,794,681,801,825,False
The_Boy_in_the_Striped_Pyjamas,"('gretel',)",15,175,175,188,191,False
The_Boy_in_the_Striped_Pyjamas,"('shmuel',)",9,248,214,247,256,False
The_Boy_in_the_Striped_Pyjamas,"('pavel',)",5,59,58,61,62,False
The_Boy_in_the_Striped_Pyjamas,"('maria', 'maría')",4,78,73,84,84,False
The_Boy_in_the_Striped_Pyjamas,"('bay liszt', 'herr liszt', 'liszt')",2,18,17,15,18,False
The_Great_Gatsby,"('bay gatsby', 'gatsby')",11,263,331,279,474,True
The_Great_Gatsby,"('tom', 'tom buchanan', 'ton buchanan')",11,219,266,242,301,False
The_Great_Gatsby,"('daisy',)",11,186,246,234,383,False
The_Great_Gatsby,"(""'jordan baker"", 'baker', 'bayan baker', 'jordan', 'jordan baker', 'miss baker')",9,73,81,76,131,False
The_Great_Gatsby,"('bayan wilson', 'mistress wilson', 'myrtle', 'wilso', 'wilson')",3,77,86,71,100,False
The_Great_Gatsby,"('bay wolfsheim', 'meyer wolfsheim', 'meyer wolfshiem', 'wolfsheim hnh', 'wolfshiem')",2,32,32,11,4,False
The_Great_Gatsby,"('catherine',)",1,14,15,13,17,False
The_Great_Gatsby,"('bay mckee', 'mckee', 'mister mckee')",1,18,19,17,23,False
The_Great_Gatsby,"('van hindenburg', 'von hindenburg')",1,1,1,1,1,False
The_Great_Gatsby,"('bay sloane', 'mister sloane', 'sloane')",1,10,10,9,1,False
The_Great_Gatsby,"('walter',)",1,4,4,3,4,False
The_Great_Gatsby,"('georg', 'george')",1,16,18,14,15,False
The_Great_Gatsby,"('bay gatz', 'gatz')",1,11,11,13,12,False
The_Handmaid_s_Tale,"('luke',)",23,86,86,88,85,False
The_Handmaid_s_Tale,"('aunt lydia', 'lvdi', 'lydia', 'lydia teyze', 'tía lydia')",19,105,103,111,98,False
The_Handmaid_s_Tale,"('serana joy', 'serena', 'serena joy')",11,69,73,82,68,False
The_Handmaid_s_Tale,"('moira',)",11,129,125,130,128,False
The_Handmaid_s_Tale,"('janin', 'janine')",8,94,96,98,93,False
The_Handmaid_s_Tale,"('deglen', 'gleninki', 'ofglen')",8,68,70,69,69,False
The_Handmaid_s_Tale,"('cora',)",6,54,72,49,50,False
The_Handmaid_s_Tale,"('rita',)",6,60,91,60,53,False
The_Handmaid_s_Tale,"('nick',)",6,38,41,42,40,False
The_Handmaid_s_Tale,"('dolores',)",1,6,9,7,7,False
The_Handmaid_s_Tale,"('cô trici', 'tricia', 'tricia foreman')",1,1,1,1,1,False
The_Ministry_of_Time,"('gore', 'graham', 'graham gore')",48,299,0,0,0,False
The_Ministry_of_Time,"('adela',)",18,154,0,0,0,False
The_Ministry_of_Time,"('margaret',)",13,145,0,0,0,False
The_Ministry_of_Time,"('arthur',)",10,169,0,0,0,False
The_Ministry_of_Time,"('ralph',)",2,23,0,0,0,False
The_Ministry_of_Time,"('salese',)",2,35,0,0,0,False
The_Ministry_of_Time,"('mm',)",1,206,0,0,0,False
The_Ministry_of_Time,"('stanley',)",1,5,0,0,0,False
The_Ministry_of_Time,"('negro',)",1,2,0,0,0,False
The_Ministry_of_Time,"('stokes',)",1,5,0,0,0,False
The_Ministry_of_Time,"('black',)",1,39,0,0,0,False
The_Ministry_of_Time,"('anne spencer',)",1,9,0,0,0,False
The_Ministry_of_Time,"('rogue male',)",1,7,0,0,0,False
The_Paradise_Problem,"('anna', 'anna green')",54,439,0,0,0,False
The_Paradise_Problem,"('alex',)",13,200,0,0,0,False
The_Paradise_Problem,"('jake',)",11,153,0,0,0,False
The_Paradise_Problem,"('janet',)",5,53,0,0,0,False
The_Paradise_Problem,"('ray',)",3,155,0,0,0,False
The_Paradise_Problem,"('gede',)",2,7,0,0,0,False
The_Paradise_Problem,"('conan',)",2,6,0,0,0,False
The_Paradise_Problem,"('reagan',)",2,55,0,0,0,False
The_Paradise_Problem,"('mel',)",2,51,0,0,0,False
The_Paradise_Problem,"('jenny nelson',)",1,1,0,0,0,False
The_Paradise_Problem,"('john wayne',)",1,1,0,0,0,False
The_Paradise_Problem,"('kellan mckellan',)",1,3,0,0,0,False
The_Paradise_Problem,"('babe',)",1,4,0,0,0,False
The_Paradise_Problem,"('eko',)",1,7,0,0,0,False
The_Paradise_Problem,"('grandpa',)",1,10,0,0,0,False
The_Picture_of_Dorian_Gray,"('harry', 'henr', 'henry', 'henry ci', 'henry wotto', 'henry wotton', 'lord henry', 'lord henry wotton')",28,236,256,285,234,False
The_Picture_of_Dorian_Gray,"('doria', 'dorian', 'dorian gray')",26,414,500,738,413,True
The_Picture_of_Dorian_Gray,"('basil', 'basil hallwar', 'basil hallward', 'hallward', 'sibyl')",7,158,141,168,158,False
The_Picture_of_Dorian_Gray,"('hubbar', 'hubbard', 'mr hubbard')",2,8,9,11,8,False
The_Picture_of_Dorian_Gray,"('campbell', 'y run')",2,28,30,31,28,False
The_Picture_of_Dorian_Gray,"('fermor', 'lord fermor')",1,4,4,10,4,False
The_Picture_of_Dorian_Gray,"('agatha',)",1,15,16,15,15,False
The_Picture_of_Dorian_Gray,"('george petit', 'george petit4', 'georges petit')",1,1,1,2,1,False
The_Picture_of_Dorian_Gray,"('erskine', 'mr erskine')",1,13,13,13,13,False
The_Picture_of_Dorian_Gray,"('ferrol', 'ferroll', 'madam ferrol', 'madame de ferrol')",1,4,5,4,4,False
The_Picture_of_Dorian_Gray,"('lady ruxton', 'leydi ruxton', 'ruxton')",1,5,5,5,5,False
The_Picture_of_Dorian_Gray,"('james vane',)",1,10,11,16,10,False
The_Picture_of_Dorian_Gray,"('geoffrey', 'sir geoffrey')",1,12,12,12,12,False
You_Like_It_Darker_Stories,"('danny',)",19,0,0,0,0,False
You_Like_It_Darker_Stories,"('butch', 'uncle butch')",9,0,0,0,0,False
You_Like_It_Darker_Stories,"('jalbert',)",9,0,0,0,0,False
You_Like_It_Darker_Stories,"('crawford', 'ruth', 'ruth crawford')",7,0,0,0,0,False
You_Like_It_Darker_Stories,"('greg', 'greg ackerman')",3,0,0,0,0,False
You_Like_It_Darker_Stories,"('andy pelley', 'pelley')",3,0,0,0,0,False
You_Like_It_Darker_Stories,"('frank',)",3,0,0,0,0,False
You_Like_It_Darker_Stories,"('dave',)",3,0,0,0,0,False
You_Like_It_Darker_Stories,"('carmody',)",2,0,0,0,0,False
You_Like_It_Darker_Stories,"('ball',)",2,0,0,0,0,False
You_Like_It_Darker_Stories,"('lloyd',)",2,0,0,0,0,False
You_Like_It_Darker_Stories,"('mary worth',)",2,0,0,0,0,False
You_Like_It_Darker_Stories,"('zane',)",2,0,0,0,0,False
You_Like_It_Darker_Stories,"('donna',)",2,0,0,0,0,False
You_Like_It_Darker_Stories,"('bell',)",2,0,0,0,0,False
You_Like_It_Darker_Stories,"('jesse',)",2,0,0,0,0,False
You_Like_It_Darker_Stories,"('alden',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('hathaway',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('mark',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('robert johnson',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('brown',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('jack',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('ylla',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('yvonne',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('gunnel',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('becky',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('ella',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('pat',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('galen',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('pando',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('doc',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('ludlum',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('bobby feeney',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('andersson',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('calten',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('alvarez',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('duma key',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('trenton',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('beth',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('freeman',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('tad',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('devereaux',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('sally ann',)",1,0,0,0,0,False
You_Like_It_Darker_Stories,"('curry',)",1,0,0,0,0,False
