Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",moeti,0,0.36,incorrect,moeti,0,0.36,incorrect,samuel,0,0.5,incorrect,alejo,0,0.36,incorrect,god,0,0.25,incorrect,le o,0,0.4,incorrect,haapopou,0,0.31,incorrect,tera,0,0.6,incorrect,constance,0,0.27,incorrect,auguste,0,0.43,incorrect,madame,1,1.0,correct,nilaza,0,0.36,incorrect,moeti,0,0.36,incorrect,alejo,0,0.36,incorrect,le o,0,0.4,incorrect,tera,0,0.6,incorrect,auguste,0,0.43,incorrect,nilaza,0,0.36,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",madame,1,1.0,correct,god,0,0.25,incorrect,madame,1,1.0,correct,ami,0,0.5,incorrect,madame,1,1.0,correct,hennessy,0,0.29,incorrect,henri,0,0.55,incorrect,aita,0,0.44,incorrect,madame,1,1.0,correct,mother,0,0.33,incorrect,madame,1,1.0,correct,elizabeth,0,0.38,incorrect,god,0,0.25,incorrect,ami,0,0.5,incorrect,hennessy,0,0.29,incorrect,aita,0,0.44,incorrect,mother,0,0.33,incorrect,elizabeth,0,0.38,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",esther,0,0.5,incorrect,david,0,0.4,incorrect,samson,0,0.36,incorrect,ogun,0,0.22,incorrect,moses,0,0.36,incorrect,david,0,0.4,incorrect,adam,0,0.89,correct,maori,0,0.4,incorrect,sherlock,0,0.43,incorrect,watson,0,0.33,incorrect,david,0,0.4,incorrect,david,0,0.4,incorrect,david,0,0.4,incorrect,ogun,0,0.22,incorrect,david,0,0.4,incorrect,maori,0,0.4,incorrect,watson,0,0.33,incorrect,david,0,0.4,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",david,0,0.4,incorrect,joseph,0,0.33,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,david,0,0.4,incorrect,jesus,0,0.18,incorrect,maui,0,0.44,incorrect,tera,0,0.6,incorrect,women,0,0.36,incorrect,therese,0,0.43,incorrect,salomona,0,0.43,incorrect,salomona,0,0.43,incorrect,joseph,0,0.33,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,tera,0,0.6,incorrect,therese,0,0.43,incorrect,salomona,0,0.43,incorrect
"['carlos', 'charles']",jesus,0,0.33,incorrect,thabo,0,0.36,incorrect,omo,0,0.22,incorrect,oyin,0,0.2,incorrect,ngwanaka,0,0.14,incorrect,ngwanaka,0,0.14,incorrect,god,0,0.22,incorrect,abraham,0,0.31,incorrect,maan,0,0.2,incorrect,cher,0,0.55,incorrect,andry,0,0.36,incorrect,david,0,0.18,incorrect,thabo,0,0.36,incorrect,oyin,0,0.2,incorrect,ngwanaka,0,0.14,incorrect,abraham,0,0.31,incorrect,cher,0,0.55,incorrect,david,0,0.18,incorrect
"['lucía', 'luci', 'lucie']",david,0,0.22,incorrect,10ka,0,0.22,incorrect,consolation,0,0.27,incorrect,consolation,0,0.27,incorrect,10ke,0,0.22,incorrect,10ke,0,0.22,incorrect,jesus,0,0.22,incorrect,samuel,0,0.36,incorrect,hamlet,0,0.36,incorrect,jesus,0,0.22,incorrect,christmas,0,0.43,incorrect,rakoto,0,0.18,incorrect,10ka,0,0.22,incorrect,consolation,0,0.27,incorrect,10ke,0,0.22,incorrect,samuel,0,0.36,incorrect,jesus,0,0.22,incorrect,rakoto,0,0.18,incorrect
"['lucía', 'luci', 'lucie']",phantom,0,0.17,incorrect,phantom,0,0.17,incorrect,ojulowo,0,0.18,incorrect,oyin,0,0.25,incorrect,jesus,0,0.22,incorrect,ke,0,0.29,incorrect,jesus,0,0.22,incorrect,te rapae,0,0.15,incorrect,ahana,0,0.2,incorrect,odysseus,0,0.17,incorrect,david,0,0.22,incorrect,afaka,0,0.2,incorrect,phantom,0,0.17,incorrect,oyin,0,0.25,incorrect,ke,0,0.29,incorrect,te rapae,0,0.15,incorrect,odysseus,0,0.17,incorrect,afaka,0,0.2,incorrect
"['lucía', 'lucie']",david,0,0.2,incorrect,joseph,0,0.18,incorrect,job,0,0.0,incorrect,israel,0,0.36,incorrect,david,0,0.2,incorrect,joseph,0,0.18,incorrect,david,0,0.2,incorrect,maui,0,0.44,incorrect,dracula,0,0.33,incorrect,samson,0,0.18,incorrect,madagascar,0,0.27,incorrect,david,0,0.2,incorrect,joseph,0,0.18,incorrect,israel,0,0.36,incorrect,joseph,0,0.18,incorrect,maui,0,0.44,incorrect,samson,0,0.18,incorrect,david,0,0.2,incorrect
"['mr lorry', 'señor', 'lorr', 'señor lorry', 'mr', 'lorry']",victor hugo,0,0.36,incorrect,paris,0,0.29,incorrect,paris,0,0.29,incorrect,paris,0,0.29,incorrect,monet,0,0.31,incorrect,paris,0,0.29,incorrect,paris,0,0.29,incorrect,ua,0,0.0,incorrect,paris,0,0.29,incorrect,paris,0,0.29,incorrect,victor hugo,0,0.36,incorrect,paris,0,0.29,incorrect,paris,0,0.29,incorrect,paris,0,0.29,incorrect,paris,0,0.29,incorrect,ua,0,0.0,incorrect,paris,0,0.29,incorrect,paris,0,0.29,incorrect
"['mr', 'mr lorry', 'lorry']",wemmick,0,0.22,incorrect,wemmick,0,0.22,incorrect,marley,0,0.57,incorrect,weller,0,0.36,incorrect,tellson,0,0.33,incorrect,jesus,0,0.0,incorrect,wemmick,0,0.22,incorrect,weller,0,0.36,incorrect,doctor,0,0.36,incorrect,dr. watson,0,0.33,incorrect,wemmick,0,0.22,incorrect,marie,0,0.57,incorrect,wemmick,0,0.22,incorrect,weller,0,0.36,incorrect,jesus,0,0.0,incorrect,weller,0,0.36,incorrect,dr. watson,0,0.33,incorrect,marie,0,0.57,incorrect
"['mr', 'mr lorry', 'lorry']",joseph,0,0.18,incorrect,job,0,0.25,incorrect,jesus,0,0.0,incorrect,doctor,0,0.36,incorrect,mma,0,0.4,incorrect,david,0,0.0,incorrect,david,0,0.0,incorrect,ua,0,0.0,incorrect,doctor,0,0.36,incorrect,doctor,0,0.36,incorrect,david,0,0.0,incorrect,david,0,0.0,incorrect,job,0,0.25,incorrect,doctor,0,0.36,incorrect,david,0,0.0,incorrect,ua,0,0.0,incorrect,doctor,0,0.36,incorrect,david,0,0.0,incorrect
"['mr', 'mr lorry', 'lorry']",witwatersrand,0,0.22,incorrect,empa,0,0.33,incorrect,samson,0,0.29,incorrect,oyenusi,0,0.33,incorrect,monna,0,0.31,incorrect,morwa,0,0.57,incorrect,god,0,0.25,incorrect,tera,0,0.33,incorrect,john,0,0.22,incorrect,adam,0,0.33,incorrect,david,0,0.0,incorrect,david,0,0.0,incorrect,empa,0,0.33,incorrect,oyenusi,0,0.33,incorrect,morwa,0,0.57,incorrect,tera,0,0.33,incorrect,adam,0,0.33,incorrect,david,0,0.0,incorrect
"['mr', 'mr lorry', 'lorry']",hamlet,0,0.29,incorrect,lucy,0,0.44,incorrect,olorun,0,0.55,incorrect,olorun,0,0.55,incorrect,david,0,0.0,incorrect,joseph,0,0.18,incorrect,joseph,0,0.18,incorrect,heiheipo,0,0.15,incorrect,heathcliff,0,0.13,incorrect,mercury,0,0.53,incorrect,lucy,0,0.44,incorrect,mercury,0,0.53,incorrect,lucy,0,0.44,incorrect,olorun,0,0.55,incorrect,joseph,0,0.18,incorrect,heiheipo,0,0.15,incorrect,mercury,0,0.53,incorrect,mercury,0,0.53,incorrect
"['mr lorry', 'señor', 'señor lorry', 'mr', 'lorry']",job,0,0.25,incorrect,etsoe,0,0.4,incorrect,job,0,0.25,incorrect,kodun,0,0.2,incorrect,moses,0,0.4,incorrect,leletsepa,0,0.29,incorrect,jesus,0,0.2,incorrect,te fiti,0,0.22,incorrect,raskolnikov,0,0.38,incorrect,shoes,0,0.4,incorrect,ary,0,0.5,incorrect,na,0,0.29,incorrect,etsoe,0,0.4,incorrect,kodun,0,0.2,incorrect,leletsepa,0,0.29,incorrect,te fiti,0,0.22,incorrect,shoes,0,0.4,incorrect,na,0,0.29,incorrect
"['manette', 'mane']",job,0,0.0,incorrect,mohlomong,0,0.31,incorrect,olufe,0,0.22,incorrect,mo,0,0.33,incorrect,confucius,0,0.15,incorrect,david livingstone,0,0.33,incorrect,maere,0,0.67,incorrect,maere,0,0.67,incorrect,dear,0,0.25,incorrect,curiosity,0,0.12,incorrect,david,0,0.22,incorrect,david,0,0.22,incorrect,mohlomong,0,0.31,incorrect,mo,0,0.33,incorrect,david livingstone,0,0.33,incorrect,maere,0,0.67,incorrect,curiosity,0,0.12,incorrect,david,0,0.22,incorrect
"['manette', 'doktor', 'doktor manette', 'mane']",asclepiades,0,0.33,incorrect,camora,0,0.4,incorrect,job,0,0.22,incorrect,mo,0,0.33,incorrect,ngaka,0,0.22,incorrect,ngaka,0,0.22,incorrect,maui,0,0.5,incorrect,te a nei,0,0.5,incorrect,dr.,0,0.44,incorrect,doctor,0,0.83,correct,rasoa,0,0.22,incorrect,mino,0,0.5,incorrect,camora,0,0.4,incorrect,mo,0,0.33,incorrect,ngaka,0,0.22,incorrect,te a nei,0,0.5,incorrect,doctor,0,0.83,correct,mino,0,0.5,incorrect
"['darna', 'darnay', 'mr darnay', 'mr']",desert,0,0.36,incorrect,shakespeare,0,0.25,incorrect,oluwa,0,0.2,incorrect,london,0,0.36,incorrect,jesus,0,0.0,incorrect,ke,0,0.0,incorrect,iona,0,0.44,incorrect,jesus,0,0.0,incorrect,madam,0,0.43,incorrect,genesis,0,0.17,incorrect,jesus,0,0.0,incorrect,samy,0,0.4,incorrect,shakespeare,0,0.25,incorrect,london,0,0.36,incorrect,ke,0,0.0,incorrect,jesus,0,0.0,incorrect,genesis,0,0.17,incorrect,samy,0,0.4,incorrect
['darnay'],job,0,0.0,incorrect,leholimo,0,0.0,incorrect,yoruba,0,0.33,incorrect,olorun,0,0.33,incorrect,paradise,0,0.43,incorrect,paradise,0,0.43,incorrect,maori,0,0.36,incorrect,jesus,0,0.0,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,david,0,0.36,incorrect,ry,0,0.5,incorrect,leholimo,0,0.0,incorrect,olorun,0,0.33,incorrect,paradise,0,0.43,incorrect,jesus,0,0.0,incorrect,god,0,0.22,incorrect,ry,0,0.5,incorrect
"['lucía', 'luci', 'lucie']",job,0,0.0,incorrect,joale,0,0.4,incorrect,mary,0,0.22,incorrect,akoko,0,0.2,incorrect,moruti,0,0.4,incorrect,modimo,0,0.2,incorrect,samuel,0,0.36,incorrect,ua,0,0.57,incorrect,john,0,0.0,incorrect,mother,0,0.18,incorrect,david,0,0.22,incorrect,david,0,0.22,incorrect,joale,0,0.4,incorrect,akoko,0,0.2,incorrect,modimo,0,0.2,incorrect,ua,0,0.57,incorrect,mother,0,0.18,incorrect,david,0,0.22,incorrect
"['lucía', 'lucie']",david,0,0.2,incorrect,molimo,0,0.36,incorrect,lucifer,0,0.83,correct,abraham,0,0.17,incorrect,david,0,0.2,incorrect,ophelia,0,0.5,incorrect,maui,0,0.44,incorrect,perera,0,0.18,incorrect,emily,0,0.2,incorrect,summer,0,0.36,incorrect,jerusalem,0,0.29,incorrect,abraham,0,0.17,incorrect,molimo,0,0.36,incorrect,abraham,0,0.17,incorrect,ophelia,0,0.5,incorrect,perera,0,0.18,incorrect,summer,0,0.36,incorrect,abraham,0,0.17,incorrect
"['darna', 'darnay']",david,0,0.4,incorrect,batho,0,0.2,incorrect,wemmick,0,0.0,incorrect,marley,0,0.5,incorrect,mma,0,0.25,incorrect,batho,0,0.2,incorrect,wemmick,0,0.0,incorrect,wemmick,0,0.0,incorrect,edison,0,0.36,incorrect,wendell,0,0.17,incorrect,wemmick,0,0.0,incorrect,weller,0,0.18,incorrect,batho,0,0.2,incorrect,marley,0,0.5,incorrect,batho,0,0.2,incorrect,wemmick,0,0.0,incorrect,wendell,0,0.17,incorrect,weller,0,0.18,incorrect
"['lucía', 'luci', 'lucie']",queen,0,0.4,incorrect,naomi,0,0.22,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.22,incorrect,adam,0,0.22,incorrect,blackboard,0,0.4,incorrect,india,0,0.4,incorrect,chess,0,0.4,incorrect,ary,0,0.25,incorrect,naomi,0,0.22,incorrect,jesus,0,0.22,incorrect,god,0,0.0,incorrect,adam,0,0.22,incorrect,india,0,0.4,incorrect,ary,0,0.25,incorrect
['defarge'],david,0,0.33,incorrect,joseph,0,0.15,incorrect,odysseus,0,0.27,incorrect,elizabeth,0,0.38,incorrect,david,0,0.33,incorrect,bagolegwa,0,0.38,incorrect,samuel,0,0.31,incorrect,te i,0,0.18,incorrect,john,0,0.0,incorrect,marie,0,0.5,incorrect,adam,0,0.36,incorrect,gadra,0,0.33,incorrect,joseph,0,0.15,incorrect,elizabeth,0,0.38,incorrect,bagolegwa,0,0.38,incorrect,te i,0,0.18,incorrect,marie,0,0.5,incorrect,gadra,0,0.33,incorrect
"['lucía', 'lucía darnay', 'darnay', 'lucie darnay', 'lucie']",defarge,0,0.46,incorrect,defarge,0,0.46,incorrect,robespierre,0,0.26,incorrect,robespierre,0,0.26,incorrect,lucy,0,0.67,incorrect,david,0,0.36,incorrect,robespierre,0,0.26,incorrect,defarge,0,0.46,incorrect,pericles,0,0.31,incorrect,pericles,0,0.31,incorrect,robespierre,0,0.26,incorrect,defarge,0,0.46,incorrect,defarge,0,0.46,incorrect,robespierre,0,0.26,incorrect,david,0,0.36,incorrect,defarge,0,0.46,incorrect,pericles,0,0.31,incorrect,defarge,0,0.46,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",samson,0,0.36,incorrect,walter scott,0,0.24,incorrect,newton,0,0.33,incorrect,yoruba,0,0.5,incorrect,jesus,0,0.18,incorrect,khama,0,0.4,incorrect,david,0,0.4,incorrect,maori,0,0.4,incorrect,leonardo da vinci,0,0.39,incorrect,victor,0,0.33,incorrect,abraham,0,0.5,incorrect,abraham,0,0.5,incorrect,walter scott,0,0.24,incorrect,yoruba,0,0.5,incorrect,khama,0,0.4,incorrect,maori,0,0.4,incorrect,victor,0,0.33,incorrect,abraham,0,0.5,incorrect
"['gabelle', 'mösyö', 'mösyö gabelle']",robespierre,0,0.33,incorrect,ha mender,0,0.38,incorrect,lucas,0,0.2,incorrect,iranlowo,0,0.31,incorrect,monet,0,0.4,incorrect,friday,0,0.18,incorrect,robespierre,0,0.33,incorrect,madame,0,0.32,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect,monet,0,0.4,incorrect,josephine,0,0.36,incorrect,ha mender,0,0.38,incorrect,iranlowo,0,0.31,incorrect,friday,0,0.18,incorrect,madame,0,0.32,incorrect,john,0,0.22,incorrect,josephine,0,0.36,incorrect
"['señor', 'mösyö gabelle', 'monsieur gabelle', 'monsieur', 'señor gabelle', 'mösyö', 'gabelle']",david,0,0.17,incorrect,david,0,0.17,incorrect,samuel,0,0.46,incorrect,abel,0,0.73,correct,david,0,0.17,incorrect,joseph,0,0.43,incorrect,maori,0,0.46,incorrect,te auahi,0,0.29,incorrect,lantern,0,0.4,incorrect,lord,0,0.44,incorrect,jesus,0,0.31,incorrect,ary,0,0.25,incorrect,david,0,0.17,incorrect,abel,0,0.73,correct,joseph,0,0.43,incorrect,te auahi,0,0.29,incorrect,lord,0,0.44,incorrect,ary,0,0.25,incorrect
"['lucía', 'lucie']",david,0,0.2,incorrect,david,0,0.2,incorrect,oduduwa,0,0.33,incorrect,yoruba,0,0.36,incorrect,moses,0,0.2,incorrect,god,0,0.0,incorrect,friday,0,0.36,incorrect,maui,0,0.44,incorrect,goldilocks,0,0.27,incorrect,poseidon,0,0.15,incorrect,queen elizabeth,0,0.3,incorrect,david,0,0.2,incorrect,david,0,0.2,incorrect,yoruba,0,0.36,incorrect,god,0,0.0,incorrect,maui,0,0.44,incorrect,poseidon,0,0.15,incorrect,david,0,0.2,incorrect
"['mr', 'mr lorry', 'lorry']",david,0,0.0,incorrect,na,0,0.0,incorrect,oluso,0,0.4,incorrect,david,0,0.0,incorrect,mofora,0,0.5,incorrect,mofora,0,0.5,incorrect,farani,0,0.25,incorrect,farani,0,0.25,incorrect,victor frankenstein,0,0.25,incorrect,perceval,0,0.25,incorrect,henry,0,0.4,incorrect,henry,0,0.4,incorrect,na,0,0.0,incorrect,david,0,0.0,incorrect,mofora,0,0.5,incorrect,farani,0,0.25,incorrect,perceval,0,0.25,incorrect,henry,0,0.4,incorrect
"['mr', 'mr lorry', 'lorry']",david,0,0.0,incorrect,che,0,0.0,incorrect,yahweh,0,0.18,incorrect,samuel,0,0.29,incorrect,nyaya,0,0.2,incorrect,david,0,0.0,incorrect,jesus,0,0.0,incorrect,fare,0,0.33,incorrect,ttlmain,0,0.22,incorrect,therese,0,0.22,incorrect,antenimiera,0,0.31,incorrect,antenimiera,0,0.31,incorrect,che,0,0.0,incorrect,samuel,0,0.29,incorrect,david,0,0.0,incorrect,fare,0,0.33,incorrect,therese,0,0.22,incorrect,antenimiera,0,0.31,incorrect
"['darna', 'darnay', 'mr darnay', 'mr']",job,0,0.0,incorrect,empa,0,0.33,incorrect,job,0,0.0,incorrect,ogun,0,0.22,incorrect,diabolo,0,0.33,incorrect,diabolo,0,0.33,incorrect,jesus,0,0.0,incorrect,te,0,0.0,incorrect,jesus,0,0.0,incorrect,corona,0,0.55,incorrect,lucas,0,0.2,incorrect,hamaly,0,0.5,incorrect,empa,0,0.33,incorrect,ogun,0,0.22,incorrect,diabolo,0,0.33,incorrect,te,0,0.0,incorrect,corona,0,0.55,incorrect,hamaly,0,0.5,incorrect
['darnay'],job,0,0.0,incorrect,david,0,0.36,incorrect,jesus,0,0.0,incorrect,herod,0,0.18,incorrect,moses,0,0.0,incorrect,tempeleng,0,0.13,incorrect,herod,0,0.18,incorrect,na hiero,0,0.29,incorrect,david,0,0.36,incorrect,job,0,0.0,incorrect,jerusalem,0,0.27,incorrect,david,0,0.36,incorrect,david,0,0.36,incorrect,herod,0,0.18,incorrect,tempeleng,0,0.13,incorrect,na hiero,0,0.29,incorrect,job,0,0.0,incorrect,david,0,0.36,incorrect
"['lucía', 'lucie']",caesar,0,0.36,incorrect,job,0,0.0,incorrect,jesus,0,0.2,incorrect,oyenusi,0,0.33,incorrect,david,0,0.2,incorrect,david,0,0.2,incorrect,joseph,0,0.18,incorrect,ua,0,0.57,incorrect,elizabeth,0,0.43,incorrect,adam,0,0.22,incorrect,jesus,0,0.2,incorrect,david,0,0.2,incorrect,job,0,0.0,incorrect,oyenusi,0,0.33,incorrect,david,0,0.2,incorrect,ua,0,0.57,incorrect,adam,0,0.22,incorrect,david,0,0.2,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",france,0,0.33,incorrect,france,0,0.33,incorrect,napoleon,0,0.43,incorrect,london,0,0.42,incorrect,napoleon,0,0.43,incorrect,france,0,0.33,incorrect,france,0,0.33,incorrect,noa,0,0.44,incorrect,marie,0,0.5,incorrect,marie,0,0.5,incorrect,victor hugo,0,0.35,incorrect,london,0,0.42,incorrect,france,0,0.33,incorrect,london,0,0.42,incorrect,france,0,0.33,incorrect,noa,0,0.44,incorrect,marie,0,0.5,incorrect,london,0,0.42,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",forrest,0,0.43,incorrect,forrest,0,0.43,incorrect,napoleon,0,0.43,incorrect,france,0,0.33,incorrect,jesus,0,0.33,incorrect,fora,0,0.4,incorrect,farani,0,0.5,incorrect,ma,0,0.25,incorrect,napoleon,0,0.43,incorrect,napoleon,0,0.43,incorrect,napoleon,0,0.43,incorrect,napoleon,0,0.43,incorrect,forrest,0,0.43,incorrect,france,0,0.33,incorrect,fora,0,0.4,incorrect,ma,0,0.25,incorrect,napoleon,0,0.43,incorrect,napoleon,0,0.43,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",washington,0,0.26,incorrect,david,0,0.36,incorrect,napoleon,0,0.43,incorrect,france,0,0.33,incorrect,joseph,0,0.33,incorrect,letlalo,0,0.46,incorrect,maui,0,0.2,incorrect,ua,0,0.25,incorrect,john,0,0.24,incorrect,madam,0,0.36,incorrect,napoleon,0,0.43,incorrect,ary,0,0.67,incorrect,david,0,0.36,incorrect,france,0,0.33,incorrect,letlalo,0,0.46,incorrect,ua,0,0.25,incorrect,madam,0,0.36,incorrect,ary,0,0.67,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",hamlet,0,0.62,incorrect,hamlet,0,0.62,incorrect,hamlet,0,0.62,incorrect,abraham,0,0.46,incorrect,shakespeare,0,0.48,incorrect,go,0,0.25,incorrect,maui,0,0.2,incorrect,maui,0,0.2,incorrect,shakespeare,0,0.48,incorrect,ravana,0,0.5,incorrect,adam,0,0.4,incorrect,david,0,0.36,incorrect,hamlet,0,0.62,incorrect,abraham,0,0.46,incorrect,go,0,0.25,incorrect,maui,0,0.2,incorrect,ravana,0,0.5,incorrect,david,0,0.36,incorrect
"['dios—dijo', 'mr lorry', 'mr', 'dios—dijo lorry', 'lorry']",job,0,0.31,incorrect,molimo,0,0.43,incorrect,job,0,0.31,incorrect,god,0,0.31,incorrect,modimo,0,0.5,incorrect,god,0,0.31,incorrect,jesus,0,0.13,incorrect,mauruuru,0,0.4,incorrect,jesus,0,0.13,incorrect,lord,0,0.67,incorrect,andriamanitra,0,0.28,incorrect,rama,0,0.33,incorrect,molimo,0,0.43,incorrect,god,0,0.31,incorrect,god,0,0.31,incorrect,mauruuru,0,0.4,incorrect,lord,0,0.67,incorrect,rama,0,0.33,incorrect
"['lucía', 'lucie']",esther,0,0.18,incorrect,god,0,0.0,incorrect,jesus,0,0.2,incorrect,david,0,0.2,incorrect,mma,0,0.25,incorrect,david,0,0.2,incorrect,joseph,0,0.18,incorrect,lot,0,0.25,incorrect,god,0,0.0,incorrect,job,0,0.0,incorrect,jack,0,0.22,incorrect,madagascar,0,0.27,incorrect,god,0,0.0,incorrect,david,0,0.2,incorrect,david,0,0.2,incorrect,lot,0,0.25,incorrect,job,0,0.0,incorrect,madagascar,0,0.27,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",job,0,0.22,incorrect,joseph,0,0.33,incorrect,samson,0,0.36,incorrect,ojiji,0,0.18,incorrect,david,0,0.4,incorrect,david,0,0.4,incorrect,joseph,0,0.33,incorrect,maui,0,0.44,incorrect,may,0,0.5,incorrect,mother,0,0.33,incorrect,madagascar,0,0.53,incorrect,toa,0,0.44,incorrect,joseph,0,0.33,incorrect,ojiji,0,0.18,incorrect,david,0,0.4,incorrect,maui,0,0.44,incorrect,mother,0,0.33,incorrect,toa,0,0.44,incorrect
"['lucía', 'lucie']",mother teresa,0,0.11,incorrect,jesus,0,0.2,incorrect,mama,0,0.22,incorrect,yoruba,0,0.36,incorrect,thando,0,0.18,incorrect,thando,0,0.18,incorrect,josephine,0,0.29,incorrect,maori,0,0.2,incorrect,god,0,0.0,incorrect,eve,0,0.25,incorrect,rakoto,0,0.18,incorrect,ry,0,0.0,incorrect,jesus,0,0.2,incorrect,yoruba,0,0.36,incorrect,thando,0,0.18,incorrect,maori,0,0.2,incorrect,eve,0,0.25,incorrect,ry,0,0.0,incorrect
"['lucía', 'lucie']",madame,0,0.18,incorrect,wilt,0,0.22,incorrect,job,0,0.0,incorrect,job,0,0.0,incorrect,david,0,0.2,incorrect,fa,0,0.29,incorrect,samuel,0,0.36,incorrect,noa,0,0.25,incorrect,god,0,0.0,incorrect,pyotr,0,0.0,incorrect,jesus,0,0.2,incorrect,avy,0,0.25,incorrect,wilt,0,0.22,incorrect,job,0,0.0,incorrect,fa,0,0.29,incorrect,noa,0,0.25,incorrect,pyotr,0,0.0,incorrect,avy,0,0.25,incorrect
"['lucía', 'lucie']",elizabeth,0,0.43,incorrect,robala,0,0.36,incorrect,carmagnole,0,0.27,incorrect,madame,0,0.18,incorrect,carmagnole,0,0.27,incorrect,carmagnole,0,0.27,incorrect,carmagnole,0,0.27,incorrect,carmagnole,0,0.27,incorrect,jack,0,0.22,incorrect,caroline,0,0.46,incorrect,carmagnole,0,0.27,incorrect,carmagnole,0,0.27,incorrect,robala,0,0.36,incorrect,madame,0,0.18,incorrect,carmagnole,0,0.27,incorrect,carmagnole,0,0.27,incorrect,caroline,0,0.46,incorrect,carmagnole,0,0.27,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",morena,0,0.5,incorrect,morena,0,0.5,incorrect,dokita,0,0.36,incorrect,oyin,0,0.2,incorrect,buti,0,0.0,incorrect,buti,0,0.0,incorrect,jesus,0,0.18,incorrect,te nei ua,0,0.4,incorrect,doctor,0,0.33,incorrect,doctor,0,0.33,incorrect,madame,1,1.0,correct,elizabeth,0,0.38,incorrect,morena,0,0.5,incorrect,oyin,0,0.2,incorrect,buti,0,0.0,incorrect,te nei ua,0,0.4,incorrect,doctor,0,0.33,incorrect,elizabeth,0,0.38,incorrect
"['carlos', 'charles']",david,0,0.18,incorrect,thabo,0,0.36,incorrect,god,0,0.22,incorrect,samuel,0,0.33,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,jesus,0,0.33,incorrect,ua,0,0.25,incorrect,jesus,0,0.33,incorrect,ram,0,0.22,incorrect,madagascar,0,0.38,incorrect,madagascar,0,0.38,incorrect,thabo,0,0.36,incorrect,samuel,0,0.33,incorrect,god,0,0.22,incorrect,ua,0,0.25,incorrect,ram,0,0.22,incorrect,madagascar,0,0.38,incorrect
