Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct
"['jim turner', 'turner', 'jim']",dallas,0,0.0,incorrect,lucifer,0,0.46,incorrect,ogorun,0,0.33,incorrect,john,0,0.29,incorrect,david,0,0.25,incorrect,david,0,0.25,incorrect,elvis,0,0.25,incorrect,anna,0,0.2,incorrect,john,0,0.29,incorrect,el chapo,0,0.14,incorrect,dallas,0,0.0,incorrect,alamo,0,0.25,incorrect,lucifer,0,0.46,incorrect,john,0,0.29,incorrect,david,0,0.25,incorrect,anna,0,0.2,incorrect,el chapo,0,0.14,incorrect,alamo,0,0.25,incorrect
['jim'],david,0,0.25,incorrect,job,0,0.33,incorrect,odysseus,0,0.0,incorrect,samson,0,0.22,incorrect,job,0,0.33,incorrect,yaba,0,0.0,incorrect,maori,0,0.25,incorrect,teie,0,0.29,incorrect,lord nelson,0,0.0,incorrect,chaplin,0,0.2,incorrect,jesus,0,0.25,incorrect,milaza,0,0.22,incorrect,job,0,0.33,incorrect,samson,0,0.22,incorrect,yaba,0,0.0,incorrect,teie,0,0.29,incorrect,chaplin,0,0.2,incorrect,milaza,0,0.22,incorrect
"['bayan', 'bayan hooker', 'hooker']",miss molema,0,0.26,incorrect,miss,0,0.0,incorrect,oyinmila,0,0.31,incorrect,omi,0,0.22,incorrect,go gadget,0,0.27,incorrect,google,0,0.5,incorrect,pap,0,0.25,incorrect,samuel,0,0.22,incorrect,mother,0,0.5,incorrect,pitaa,0,0.4,incorrect,david,0,0.2,incorrect,mandehana,0,0.43,incorrect,miss,0,0.0,incorrect,omi,0,0.22,incorrect,google,0,0.5,incorrect,samuel,0,0.22,incorrect,pitaa,0,0.4,incorrect,mandehana,0,0.43,incorrect
['jim'],odysseus,0,0.0,incorrect,ke,0,0.0,incorrect,yoruba,0,0.0,incorrect,mo,0,0.4,incorrect,god,0,0.0,incorrect,ke,0,0.0,incorrect,earth,0,0.0,incorrect,ua,0,0.0,incorrect,raftheman,0,0.17,incorrect,raphael,0,0.0,incorrect,david,0,0.25,incorrect,natsipiko,0,0.17,incorrect,ke,0,0.0,incorrect,mo,0,0.4,incorrect,ke,0,0.0,incorrect,ua,0,0.0,incorrect,raphael,0,0.0,incorrect,natsipiko,0,0.17,incorrect
['jim'],lucy,0,0.0,incorrect,ke,0,0.0,incorrect,yoruba,0,0.0,incorrect,nowhere,0,0.0,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,samuel,0,0.22,incorrect,aita,0,0.29,incorrect,qing,0,0.29,incorrect,chun,0,0.0,incorrect,david,0,0.25,incorrect,tsara,0,0.0,incorrect,ke,0,0.0,incorrect,nowhere,0,0.0,incorrect,jesus,0,0.25,incorrect,aita,0,0.29,incorrect,chun,0,0.0,incorrect,tsara,0,0.0,incorrect
['jim'],job,0,0.33,incorrect,ha,0,0.0,incorrect,israel,0,0.22,incorrect,nigba,0,0.25,incorrect,she,0,0.0,incorrect,she,0,0.0,incorrect,david,0,0.25,incorrect,ua,0,0.0,incorrect,steering wheel,0,0.12,incorrect,steering wheel,0,0.12,incorrect,jesus,0,0.25,incorrect,rehefa,0,0.0,incorrect,ha,0,0.0,incorrect,nigba,0,0.25,incorrect,she,0,0.0,incorrect,ua,0,0.0,incorrect,steering wheel,0,0.12,incorrect,rehefa,0,0.0,incorrect
['jim'],linaha,0,0.22,incorrect,linaha,0,0.22,incorrect,jesus,0,0.25,incorrect,yoruba,0,0.0,incorrect,mma,0,0.33,incorrect,seabelo,0,0.0,incorrect,david,0,0.25,incorrect,ua,0,0.0,incorrect,hope,0,0.0,incorrect,terpret,0,0.0,incorrect,jesus,0,0.25,incorrect,nilaza,0,0.22,incorrect,linaha,0,0.22,incorrect,yoruba,0,0.0,incorrect,seabelo,0,0.0,incorrect,ua,0,0.0,incorrect,terpret,0,0.0,incorrect,nilaza,0,0.22,incorrect
['jim'],job,0,0.33,incorrect,empa,0,0.29,incorrect,jesus,0,0.25,incorrect,olorun,0,0.0,incorrect,david,0,0.25,incorrect,david,0,0.25,incorrect,joseph,0,0.22,incorrect,tera,0,0.0,incorrect,pinocchio,0,0.17,incorrect,cher,0,0.0,incorrect,david,0,0.25,incorrect,david,0,0.25,incorrect,empa,0,0.29,incorrect,olorun,0,0.0,incorrect,david,0,0.25,incorrect,tera,0,0.0,incorrect,cher,0,0.0,incorrect,david,0,0.25,incorrect
['jim'],50 shades,0,0.0,incorrect,empa,0,0.29,incorrect,jesus,0,0.25,incorrect,mo,0,0.4,incorrect,david,0,0.25,incorrect,ke,0,0.0,incorrect,paul,0,0.0,incorrect,te nei,0,0.22,incorrect,john,0,0.29,incorrect,pad,0,0.0,incorrect,jesus,0,0.25,incorrect,david,0,0.25,incorrect,empa,0,0.29,incorrect,mo,0,0.4,incorrect,ke,0,0.0,incorrect,te nei,0,0.22,incorrect,pad,0,0.0,incorrect,david,0,0.25,incorrect
"['john', 'joh']",david,0,0.0,incorrect,na,0,0.33,incorrect,pap,0,0.0,incorrect,pap,0,0.0,incorrect,go on,0,0.44,incorrect,lord,0,0.29,incorrect,jesus,0,0.25,incorrect,ma,0,0.0,incorrect,lord,0,0.29,incorrect,lord,0,0.29,incorrect,david,0,0.0,incorrect,tianao,0,0.22,incorrect,na,0,0.33,incorrect,pap,0,0.0,incorrect,lord,0,0.29,incorrect,ma,0,0.0,incorrect,lord,0,0.29,incorrect,tianao,0,0.22,incorrect
['jim'],job,0,0.33,incorrect,na,0,0.0,incorrect,osu,0,0.0,incorrect,rara,0,0.0,incorrect,david,0,0.25,incorrect,joseph,0,0.22,incorrect,david,0,0.25,incorrect,david,0,0.25,incorrect,adam,0,0.29,incorrect,ram,0,0.33,incorrect,jesus,0,0.25,incorrect,avy,0,0.0,incorrect,na,0,0.0,incorrect,rara,0,0.0,incorrect,joseph,0,0.22,incorrect,david,0,0.25,incorrect,ram,0,0.33,incorrect,avy,0,0.0,incorrect
['jim'],elizabeth,0,0.17,incorrect,david,0,0.25,incorrect,john,0,0.29,incorrect,ogun,0,0.0,incorrect,david,0,0.25,incorrect,that's,0,0.0,incorrect,marite,0,0.22,incorrect,amui,0,0.29,incorrect,twenty,0,0.0,incorrect,passage,0,0.0,incorrect,firenena,0,0.18,incorrect,nile,0,0.29,incorrect,david,0,0.25,incorrect,ogun,0,0.0,incorrect,that's,0,0.0,incorrect,amui,0,0.29,incorrect,passage,0,0.0,incorrect,nile,0,0.29,incorrect
"['cairo', 'jim']",sam,0,0.33,incorrect,jim,1,1.0,correct,jim,1,1.0,correct,jim,1,1.0,correct,jim,1,1.0,correct,re,0,0.29,incorrect,sam,0,0.33,incorrect,jim,1,1.0,correct,mount,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,toy,0,0.25,incorrect,jim,1,1.0,correct,jim,1,1.0,correct,re,0,0.29,incorrect,jim,1,1.0,correct,god,0,0.25,incorrect,toy,0,0.25,incorrect
['buck'],job,0,0.29,incorrect,job,0,0.29,incorrect,job,0,0.29,incorrect,omi,0,0.0,incorrect,jaana,0,0.0,incorrect,he,0,0.0,incorrect,david,0,0.0,incorrect,david,0,0.0,incorrect,scarlett,0,0.17,incorrect,david,0,0.0,incorrect,david,0,0.0,incorrect,tonga,0,0.0,incorrect,job,0,0.29,incorrect,omi,0,0.0,incorrect,he,0,0.0,incorrect,david,0,0.0,incorrect,david,0,0.0,incorrect,tonga,0,0.0,incorrect
['buck'],joseph,0,0.0,incorrect,job,0,0.29,incorrect,abraham,0,0.18,incorrect,samson,0,0.0,incorrect,job,0,0.29,incorrect,monnamogolo,0,0.0,incorrect,jesus,0,0.22,incorrect,joseph,0,0.0,incorrect,john,0,0.0,incorrect,father,0,0.0,incorrect,david,0,0.0,incorrect,david,0,0.0,incorrect,job,0,0.29,incorrect,samson,0,0.0,incorrect,monnamogolo,0,0.0,incorrect,joseph,0,0.0,incorrect,father,0,0.0,incorrect,david,0,0.0,incorrect
"['charlotte', 'bayan', 'charlo', 'bayan charlotte']",job,0,0.25,incorrect,joseph,0,0.27,incorrect,oyenusi,0,0.33,incorrect,samson,0,0.36,incorrect,mma,0,0.25,incorrect,joseph,0,0.27,incorrect,jesus,0,0.14,incorrect,maui,0,0.22,incorrect,miss,0,0.0,incorrect,keke,0,0.15,incorrect,oliravina,0,0.29,incorrect,oliravina,0,0.29,incorrect,joseph,0,0.27,incorrect,samson,0,0.36,incorrect,joseph,0,0.27,incorrect,maui,0,0.22,incorrect,keke,0,0.15,incorrect,oliravina,0,0.29,incorrect
['buck'],god,0,0.0,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,ogun,0,0.25,incorrect,david,0,0.0,incorrect,ngwana,0,0.0,incorrect,jesus,0,0.22,incorrect,samuel,0,0.2,incorrect,patience,0,0.17,incorrect,easy,0,0.0,incorrect,jesus,0,0.22,incorrect,samy,0,0.0,incorrect,jesus,0,0.22,incorrect,ogun,0,0.25,incorrect,ngwana,0,0.0,incorrect,samuel,0,0.2,incorrect,easy,0,0.0,incorrect,samy,0,0.0,incorrect
['huck'],jesus,0,0.22,incorrect,`ana,0,0.0,incorrect,jesus,0,0.22,incorrect,moses,0,0.0,incorrect,moses,0,0.0,incorrect,thusang,0,0.36,incorrect,uncle,0,0.44,incorrect,na,0,0.0,incorrect,ben,0,0.0,incorrect,epaminondas,0,0.0,incorrect,god,0,0.0,incorrect,lucy,0,0.5,incorrect,`ana,0,0.0,incorrect,moses,0,0.0,incorrect,thusang,0,0.36,incorrect,na,0,0.0,incorrect,epaminondas,0,0.0,incorrect,lucy,0,0.5,incorrect
"['buck', 'buc']",samson,0,0.0,incorrect,david,0,0.0,incorrect,omo odun mokandinlogun,0,0.15,incorrect,ogun,0,0.29,incorrect,david,0,0.0,incorrect,lesaka,0,0.2,incorrect,maui,0,0.29,incorrect,ua,0,0.4,incorrect,ram,0,0.0,incorrect,ram,0,0.0,incorrect,david,0,0.0,incorrect,ary,0,0.0,incorrect,david,0,0.0,incorrect,ogun,0,0.29,incorrect,lesaka,0,0.2,incorrect,ua,0,0.4,incorrect,ram,0,0.0,incorrect,ary,0,0.0,incorrect
['jim'],mark twain,0,0.15,incorrect,mississippi,0,0.14,incorrect,scow,0,0.0,incorrect,scow,0,0.0,incorrect,god,0,0.0,incorrect,david,0,0.25,incorrect,maori,0,0.25,incorrect,maori,0,0.25,incorrect,rudyard,0,0.0,incorrect,william,0,0.4,incorrect,jesus,0,0.25,incorrect,toy,0,0.0,incorrect,mississippi,0,0.14,incorrect,scow,0,0.0,incorrect,david,0,0.25,incorrect,maori,0,0.25,incorrect,william,0,0.4,incorrect,toy,0,0.0,incorrect
['jim'],david,0,0.25,incorrect,david,0,0.25,incorrect,god,0,0.0,incorrect,yonder,0,0.0,incorrect,moses,0,0.25,incorrect,re,0,0.0,incorrect,yonder,0,0.0,incorrect,yonder,0,0.0,incorrect,john,0,0.29,incorrect,chandramma,0,0.15,incorrect,god,0,0.0,incorrect,jesus,0,0.25,incorrect,david,0,0.25,incorrect,yonder,0,0.0,incorrect,re,0,0.0,incorrect,yonder,0,0.0,incorrect,chandramma,0,0.15,incorrect,jesus,0,0.25,incorrect
['jim'],washington,0,0.15,incorrect,joao,0,0.29,incorrect,jesus,0,0.25,incorrect,mississippi,0,0.14,incorrect,joseph,0,0.22,incorrect,david,0,0.25,incorrect,maamaa,0,0.22,incorrect,ua,0,0.0,incorrect,john,0,0.29,incorrect,ram,0,0.33,incorrect,david,0,0.25,incorrect,toy,0,0.0,incorrect,joao,0,0.29,incorrect,mississippi,0,0.14,incorrect,david,0,0.25,incorrect,ua,0,0.0,incorrect,ram,0,0.33,incorrect,toy,0,0.0,incorrect
"['bridgewater', 'bilgewater', 'aguassucias']",mathata,0,0.33,incorrect,mathata,0,0.33,incorrect,napoleon,0,0.22,incorrect,france,0,0.35,incorrect,fora,0,0.27,incorrect,fora,0,0.27,incorrect,france,0,0.35,incorrect,farani,0,0.35,incorrect,charles,0,0.33,incorrect,blue,0,0.43,incorrect,marie,0,0.38,incorrect,nanakorontana,0,0.25,incorrect,mathata,0,0.33,incorrect,france,0,0.35,incorrect,fora,0,0.27,incorrect,farani,0,0.35,incorrect,blue,0,0.43,incorrect,nanakorontana,0,0.25,incorrect
['jim'],david,0,0.25,incorrect,job,0,0.33,incorrect,christ,0,0.22,incorrect,duke,0,0.0,incorrect,moses,0,0.25,incorrect,joseph,0,0.22,incorrect,god,0,0.0,incorrect,ua,0,0.0,incorrect,george,0,0.0,incorrect,duke,0,0.0,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,job,0,0.33,incorrect,duke,0,0.0,incorrect,joseph,0,0.22,incorrect,ua,0,0.0,incorrect,duke,0,0.0,incorrect,jesus,0,0.25,incorrect
['jim'],pinocchio,0,0.17,incorrect,ha,0,0.0,incorrect,scrooge,0,0.0,incorrect,elizabeth,0,0.17,incorrect,moses,0,0.25,incorrect,molapo,0,0.22,incorrect,maori,0,0.25,incorrect,mai aita,0,0.18,incorrect,king,0,0.29,incorrect,elizabeth,0,0.17,incorrect,madagascar,0,0.15,incorrect,ary,0,0.0,incorrect,ha,0,0.0,incorrect,elizabeth,0,0.17,incorrect,molapo,0,0.22,incorrect,mai aita,0,0.18,incorrect,elizabeth,0,0.17,incorrect,ary,0,0.0,incorrect
['jim'],jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,samson,0,0.22,incorrect,job,0,0.33,incorrect,job,0,0.33,incorrect,hororaa,0,0.0,incorrect,ua,0,0.0,incorrect,odysseus,0,0.0,incorrect,elizabeth,0,0.17,incorrect,maria,0,0.25,incorrect,maria,0,0.25,incorrect,jesus,0,0.25,incorrect,samson,0,0.22,incorrect,job,0,0.33,incorrect,ua,0,0.0,incorrect,elizabeth,0,0.17,incorrect,maria,0,0.25,incorrect
['jim'],david,0,0.25,incorrect,empa,0,0.29,incorrect,john,0,0.29,incorrect,mo,0,0.4,incorrect,selebi,0,0.22,incorrect,selebi,0,0.22,incorrect,jesus,0,0.25,incorrect,ua,0,0.0,incorrect,queen,0,0.0,incorrect,henry,0,0.0,incorrect,david,0,0.25,incorrect,samson,0,0.22,incorrect,empa,0,0.29,incorrect,mo,0,0.4,incorrect,selebi,0,0.22,incorrect,ua,0,0.0,incorrect,henry,0,0.0,incorrect,samson,0,0.22,incorrect
['jim'],david,0,0.25,incorrect,lea,0,0.0,incorrect,jesus,0,0.25,incorrect,moses,0,0.25,incorrect,david,0,0.25,incorrect,david,0,0.25,incorrect,david,0,0.25,incorrect,ua,0,0.0,incorrect,emma,0,0.29,incorrect,elizabeth,0,0.17,incorrect,david,0,0.25,incorrect,david,0,0.25,incorrect,lea,0,0.0,incorrect,moses,0,0.25,incorrect,david,0,0.25,incorrect,ua,0,0.0,incorrect,elizabeth,0,0.17,incorrect,david,0,0.25,incorrect
"['ricardo iii', 'ricardo', 'iii', 'richard', 'richard iii']",calico,0,0.46,incorrect,morena,0,0.31,incorrect,medieval,0,0.27,incorrect,oyinmila,0,0.36,incorrect,buka,0,0.18,incorrect,topollo,0,0.14,incorrect,david,0,0.33,incorrect,ua,0,0.22,incorrect,medivil,0,0.4,incorrect,king,0,0.29,incorrect,king,0,0.29,incorrect,david,0,0.33,incorrect,morena,0,0.31,incorrect,oyinmila,0,0.36,incorrect,topollo,0,0.14,incorrect,ua,0,0.22,incorrect,king,0,0.29,incorrect,david,0,0.33,incorrect
['jim'],god,0,0.0,incorrect,david,0,0.25,incorrect,king,0,0.29,incorrect,ogun,0,0.0,incorrect,khama,0,0.25,incorrect,sebetwane,0,0.0,incorrect,hororaa,0,0.0,incorrect,jesus,0,0.25,incorrect,duke,0,0.0,incorrect,king,0,0.29,incorrect,rasohera,0,0.0,incorrect,rakoto,0,0.0,incorrect,david,0,0.25,incorrect,ogun,0,0.0,incorrect,sebetwane,0,0.0,incorrect,jesus,0,0.25,incorrect,king,0,0.29,incorrect,rakoto,0,0.0,incorrect
['jim'],washington,0,0.15,incorrect,camora,0,0.22,incorrect,wigwam,0,0.44,incorrect,washington,0,0.15,incorrect,morena,0,0.22,incorrect,david,0,0.25,incorrect,samuel,0,0.22,incorrect,maori,0,0.25,incorrect,rope,0,0.0,incorrect,prince,0,0.22,incorrect,washington,0,0.15,incorrect,be,0,0.0,incorrect,camora,0,0.22,incorrect,washington,0,0.15,incorrect,david,0,0.25,incorrect,maori,0,0.25,incorrect,prince,0,0.22,incorrect,be,0,0.0,incorrect
"['albay', 'albay sherburn', 'colonel', 'sherburn', 'colonel sherburn']",goldilocks,0,0.35,incorrect,david,0,0.2,incorrect,london,0,0.46,incorrect,david,0,0.2,incorrect,david,0,0.2,incorrect,matlhano,0,0.46,incorrect,maui,0,0.22,incorrect,ua,0,0.29,incorrect,grandfather,0,0.4,incorrect,ram,0,0.25,incorrect,david,0,0.2,incorrect,mamo,0,0.22,incorrect,david,0,0.2,incorrect,david,0,0.2,incorrect,matlhano,0,0.46,incorrect,ua,0,0.29,incorrect,ram,0,0.25,incorrect,mamo,0,0.22,incorrect
"['harne', 'buck', 'buck harkness', 'harkness', 'buck harne']",god,0,0.0,incorrect,david,0,0.2,incorrect,olorun,0,0.36,incorrect,olorun,0,0.36,incorrect,david,0,0.2,incorrect,sebetwane,0,0.43,incorrect,god,0,0.0,incorrect,jesus,0,0.46,incorrect,jesus,0,0.46,incorrect,adam,0,0.22,incorrect,jesus,0,0.46,incorrect,jesus,0,0.46,incorrect,david,0,0.2,incorrect,olorun,0,0.36,incorrect,sebetwane,0,0.43,incorrect,jesus,0,0.46,incorrect,adam,0,0.22,incorrect,jesus,0,0.46,incorrect
"['lizabeth', 'elizabeth']",sam,0,0.18,incorrect,ke,0,0.2,incorrect,daughter,0,0.25,incorrect,slam,0,0.33,incorrect,sam,0,0.18,incorrect,jesus,0,0.15,incorrect,shakespeare,0,0.3,incorrect,te riro,0,0.25,incorrect,pinocchio,0,0.24,incorrect,aladdin,0,0.27,incorrect,david,0,0.15,incorrect,aroun,0,0.15,incorrect,ke,0,0.2,incorrect,slam,0,0.33,incorrect,jesus,0,0.15,incorrect,te riro,0,0.25,incorrect,aladdin,0,0.27,incorrect,aroun,0,0.15,incorrect
"['peter', 'wilks', 'peter wilks', 'bay', 'bay peter wilks']",moses,0,0.25,incorrect,moses,0,0.25,incorrect,mr. rochester,0,0.44,incorrect,god,0,0.0,incorrect,jesus,0,0.25,incorrect,mongwe,0,0.18,incorrect,jesus,0,0.25,incorrect,te,0,0.57,incorrect,smith,0,0.2,incorrect,mr.,0,0.25,incorrect,samia,0,0.25,incorrect,samia,0,0.25,incorrect,moses,0,0.25,incorrect,god,0,0.0,incorrect,mongwe,0,0.18,incorrect,te,0,0.57,incorrect,mr.,0,0.25,incorrect,samia,0,0.25,incorrect
"['william', 'willia']",job,0,0.0,incorrect,empa,0,0.2,incorrect,osisi,0,0.36,incorrect,osubu,0,0.0,incorrect,jesus,0,0.0,incorrect,david,0,0.18,incorrect,jesus,0,0.0,incorrect,aita,0,0.4,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,madagascar,0,0.12,incorrect,samy,0,0.36,incorrect,empa,0,0.2,incorrect,osubu,0,0.0,incorrect,david,0,0.18,incorrect,aita,0,0.4,incorrect,jesus,0,0.0,incorrect,samy,0,0.36,incorrect
['harvey'],monnye,0,0.17,incorrect,monyemane,0,0.27,incorrect,jesus,0,0.18,incorrect,olorun,0,0.17,incorrect,david,0,0.36,incorrect,david,0,0.36,incorrect,peretane,0,0.29,incorrect,peretane,0,0.29,incorrect,king,0,0.0,incorrect,doctor,0,0.17,incorrect,elizabeth,0,0.27,incorrect,david,0,0.36,incorrect,monyemane,0,0.27,incorrect,olorun,0,0.17,incorrect,david,0,0.36,incorrect,peretane,0,0.29,incorrect,doctor,0,0.17,incorrect,david,0,0.36,incorrect
['susan'],david,0,0.2,incorrect,david,0,0.2,incorrect,dr. oluwasogba,0,0.32,incorrect,ogun,0,0.44,incorrect,ngakane,0,0.33,incorrect,molomo,0,0.0,incorrect,maaka,0,0.2,incorrect,te taote,0,0.15,incorrect,queen,0,0.4,incorrect,king,0,0.22,incorrect,david,0,0.2,incorrect,ary,0,0.25,incorrect,david,0,0.2,incorrect,ogun,0,0.44,incorrect,molomo,0,0.0,incorrect,te taote,0,0.15,incorrect,king,0,0.22,incorrect,ary,0,0.25,incorrect
"['jan', 'mary', 'jane', 'mary jan', 'mary jane']",elizabeth,0,0.31,incorrect,empa,0,0.5,incorrect,queen,0,0.25,incorrect,duke,0,0.25,incorrect,kgosana,0,0.4,incorrect,kgosana,0,0.4,incorrect,maaka,0,0.46,incorrect,haamata,0,0.4,incorrect,queen,0,0.25,incorrect,queen,0,0.25,incorrect,andriana,0,0.5,incorrect,ary,0,0.86,correct,empa,0,0.5,incorrect,duke,0,0.25,incorrect,kgosana,0,0.4,incorrect,haamata,0,0.4,incorrect,queen,0,0.25,incorrect,ary,0,0.86,correct
"['jane', 'mary', 'mary jane']",job,0,0.29,incorrect,empa,0,0.5,incorrect,alawo buluu ruther,0,0.22,incorrect,olorun,0,0.27,incorrect,david,0,0.22,incorrect,kgosi,0,0.0,incorrect,maori,0,0.67,incorrect,ua,0,0.33,incorrect,king,0,0.25,incorrect,queen,0,0.22,incorrect,david,0,0.22,incorrect,isaky,0,0.44,incorrect,empa,0,0.5,incorrect,olorun,0,0.27,incorrect,kgosi,0,0.0,incorrect,ua,0,0.33,incorrect,queen,0,0.22,incorrect,isaky,0,0.44,incorrect
"['barley', 'bayan', 'bartley', 'bayan bartley']",washington,0,0.27,incorrect,ha,0,0.29,incorrect,israel,0,0.33,incorrect,yoruba,0,0.36,incorrect,david,0,0.2,incorrect,keleka,0,0.33,incorrect,elizabeth,0,0.27,incorrect,adam,0,0.44,incorrect,widow,0,0.0,incorrect,mother,0,0.31,incorrect,jesus,0,0.18,incorrect,rehefa,0,0.33,incorrect,ha,0,0.29,incorrect,yoruba,0,0.36,incorrect,keleka,0,0.33,incorrect,adam,0,0.44,incorrect,mother,0,0.31,incorrect,rehefa,0,0.33,incorrect
"['jane', 'mary', 'mary jane']",sam,0,0.29,incorrect,ke,0,0.33,incorrect,ogun,0,0.25,incorrect,ogun,0,0.25,incorrect,moses,0,0.29,incorrect,yaba,0,0.31,incorrect,senee,0,0.44,incorrect,ma,0,0.67,incorrect,spots,0,0.0,incorrect,delhi,0,0.22,incorrect,dada,0,0.31,incorrect,ary,0,0.86,correct,ke,0,0.33,incorrect,ogun,0,0.25,incorrect,yaba,0,0.31,incorrect,ma,0,0.67,incorrect,delhi,0,0.22,incorrect,ary,0,0.86,correct
"['levi', 'bell', 'levi bell', 'ben', 'levi ben']",sam,0,0.0,incorrect,monna,0,0.25,incorrect,jefferson,0,0.35,incorrect,denver,0,0.44,incorrect,washington,0,0.22,incorrect,louisville,0,0.53,incorrect,jefferson,0,0.35,incorrect,jefferson,0,0.35,incorrect,louis,0,0.44,incorrect,louisville,0,0.53,incorrect,david,0,0.44,incorrect,salomona,0,0.25,incorrect,monna,0,0.25,incorrect,denver,0,0.44,incorrect,louisville,0,0.53,incorrect,jefferson,0,0.35,incorrect,louisville,0,0.53,incorrect,salomona,0,0.25,incorrect
"['collins', 'tim collins', 'tim']",david,0,0.25,incorrect,david,0,0.25,incorrect,jesus,0,0.17,incorrect,oniwaasu,0,0.4,incorrect,boat,0,0.29,incorrect,ke,0,0.0,incorrect,isaac,0,0.33,incorrect,tei,0,0.67,incorrect,john,0,0.36,incorrect,rapunzel,0,0.13,incorrect,jesus,0,0.17,incorrect,hitako,0,0.24,incorrect,david,0,0.25,incorrect,oniwaasu,0,0.4,incorrect,ke,0,0.0,incorrect,tei,0,0.67,incorrect,rapunzel,0,0.13,incorrect,hitako,0,0.24,incorrect
"['peter wilks', 'peter', 'wilks']",caesar,0,0.36,incorrect,joseph,0,0.18,incorrect,yoruba,0,0.18,incorrect,ti,0,0.31,incorrect,david,0,0.2,incorrect,fa,0,0.0,incorrect,maori,0,0.25,incorrect,mai,0,0.25,incorrect,proof,0,0.4,incorrect,adam,0,0.0,incorrect,jesus,0,0.25,incorrect,david,0,0.2,incorrect,joseph,0,0.18,incorrect,ti,0,0.31,incorrect,fa,0,0.0,incorrect,mai,0,0.25,incorrect,adam,0,0.0,incorrect,david,0,0.2,incorrect
['william'],god,0,0.0,incorrect,moena,0,0.17,incorrect,yemoja,0,0.15,incorrect,omuluabi,0,0.27,incorrect,noah,0,0.18,incorrect,lesilo,0,0.31,incorrect,david,0,0.17,incorrect,ua,0,0.22,incorrect,harlequin,0,0.25,incorrect,shakespeare,0,0.11,incorrect,david,0,0.17,incorrect,ahoana,0,0.15,incorrect,moena,0,0.17,incorrect,omuluabi,0,0.27,incorrect,lesilo,0,0.31,incorrect,ua,0,0.22,incorrect,shakespeare,0,0.11,incorrect,ahoana,0,0.15,incorrect
['hines'],hamlet,0,0.36,incorrect,qetellong,0,0.14,incorrect,job,0,0.0,incorrect,olorun,0,0.18,incorrect,molefi,0,0.18,incorrect,jesus,0,0.4,incorrect,jesus,0,0.4,incorrect,te to'omona,0,0.12,incorrect,dracula,0,0.0,incorrect,adam,0,0.0,incorrect,david,0,0.2,incorrect,ary,0,0.0,incorrect,qetellong,0,0.14,incorrect,olorun,0,0.18,incorrect,jesus,0,0.4,incorrect,te to'omona,0,0.12,incorrect,adam,0,0.0,incorrect,ary,0,0.0,incorrect
['tom'],king,0,0.0,incorrect,david,0,0.0,incorrect,ololufe,0,0.2,incorrect,olorunfunmi,0,0.29,incorrect,ngwanaka,0,0.0,incorrect,matlho baheb,0,0.27,incorrect,jesus,0,0.0,incorrect,maori,0,0.25,incorrect,mother,0,0.22,incorrect,mother,0,0.22,incorrect,david,0,0.0,incorrect,tena,0,0.29,incorrect,david,0,0.0,incorrect,olorunfunmi,0,0.29,incorrect,matlho baheb,0,0.27,incorrect,maori,0,0.25,incorrect,mother,0,0.22,incorrect,tena,0,0.29,incorrect
