Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['margo'],anna,0,0.22,incorrect,you,0,0.25,incorrect,ozdemir,0,0.33,incorrect,hayat,0,0.2,incorrect,thich nhat hanh,0,0.1,incorrect,nguyen du,0,0.14,incorrect,albert,0,0.36,incorrect,arrancar,0,0.31,incorrect,you,0,0.25,incorrect,hayat,0,0.2,incorrect,nguyen du,0,0.14,incorrect,arrancar,0,0.31,incorrect
['lacey'],gofast,0,0.18,incorrect,hope,0,0.22,incorrect,gofast,0,0.18,incorrect,gofast,0,0.18,incorrect,gofast,0,0.18,incorrect,gofast,0,0.18,incorrect,maria,0,0.2,incorrect,madre mia,0,0.29,incorrect,hope,0,0.22,incorrect,gofast,0,0.18,incorrect,gofast,0,0.18,incorrect,madre mia,0,0.29,incorrect
['margo'],sarah,0,0.4,incorrect,mountain,0,0.31,incorrect,arkadas,0,0.33,incorrect,ona,0,0.25,incorrect,tran,0,0.22,incorrect,nguyen dinh thi,0,0.1,incorrect,julio,0,0.2,incorrect,novia,0,0.2,incorrect,mountain,0,0.31,incorrect,ona,0,0.25,incorrect,nguyen dinh thi,0,0.1,incorrect,novia,0,0.2,incorrect
['margo'],jessica,0,0.17,incorrect,not i,0,0.2,incorrect,ali,0,0.25,incorrect,ali,0,0.25,incorrect,vo tong,0,0.17,incorrect,toi,0,0.25,incorrect,maria,0,0.6,incorrect,tejano,0,0.36,incorrect,not i,0,0.2,incorrect,ali,0,0.25,incorrect,toi,0,0.25,incorrect,tejano,0,0.36,incorrect
['margo'],john,0,0.22,incorrect,john,0,0.22,incorrect,adil,0,0.22,incorrect,cakmakci,0,0.31,incorrect,ngoi sao,0,0.31,incorrect,nhat ban,0,0.15,incorrect,maria,0,0.6,incorrect,maria,0,0.6,incorrect,john,0,0.22,incorrect,cakmakci,0,0.31,incorrect,nhat ban,0,0.15,incorrect,maria,0,0.6,incorrect
['margo'],emma,0,0.44,incorrect,she,0,0.0,incorrect,emine,0,0.2,incorrect,ali,0,0.25,incorrect,hiep si,0,0.0,incorrect,hoang van thai,0,0.21,incorrect,isabel,0,0.18,incorrect,don quijote,0,0.12,incorrect,she,0,0.0,incorrect,ali,0,0.25,incorrect,hoang van thai,0,0.21,incorrect,don quijote,0,0.12,incorrect
['margo'],emily,0,0.2,incorrect,mom,0,0.5,incorrect,ali,0,0.25,incorrect,annem,0,0.2,incorrect,nhi,0,0.0,incorrect,toi,0,0.25,incorrect,maria,0,0.6,incorrect,mi familia,0,0.27,incorrect,mom,0,0.5,incorrect,annem,0,0.2,incorrect,toi,0,0.25,incorrect,mi familia,0,0.27,incorrect
['lacey'],emily,0,0.4,incorrect,howell,0,0.18,incorrect,ali,0,0.25,incorrect,arkadas,0,0.17,incorrect,vo tong,0,0.0,incorrect,du,0,0.0,incorrect,maria,0,0.2,incorrect,y,0,0.33,incorrect,howell,0,0.18,incorrect,arkadas,0,0.17,incorrect,du,0,0.0,incorrect,y,0,0.33,incorrect
"['marg', 'margo']",emily,0,0.22,incorrect,edge,0,0.25,incorrect,ali,0,0.29,incorrect,arkad,0,0.44,incorrect,hoa,0,0.29,incorrect,nguyen dinh thi,0,0.11,incorrect,orlando,0,0.33,incorrect,orlando,0,0.33,incorrect,edge,0,0.25,incorrect,arkad,0,0.44,incorrect,nguyen dinh thi,0,0.11,incorrect,orlando,0,0.33,incorrect
['margo'],agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,sirtimda,0,0.31,incorrect,nguoi yeu,0,0.29,incorrect,nu,0,0.0,incorrect,agloe,0,0.6,incorrect,aglie,0,0.4,incorrect,agloe,0,0.6,incorrect,sirtimda,0,0.31,incorrect,nu,0,0.0,incorrect,aglie,0,0.4,incorrect
