Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['daisy'],new york,0,0.15,incorrect,york,0,0.22,incorrect,hester,0,0.18,incorrect,morago,0,0.18,incorrect,hester,0,0.18,incorrect,york,0,0.22,incorrect,hester,0,0.18,incorrect,sainik,0,0.36,incorrect,new york,0,0.15,incorrect,nandy,0,0.4,incorrect,new york,0,0.15,incorrect,york,0,0.22,incorrect,morago,0,0.18,incorrect,york,0,0.22,incorrect,sainik,0,0.36,incorrect,nandy,0,0.4,incorrect,hester,0,0.18,incorrect,mary,0,0.44,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,chi,0,0.25,incorrect,hester,0,0.18,incorrect,[mask],0,0.36,incorrect,al,0,0.29,incorrect,mary,0,0.44,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,al,0,0.29,incorrect
['daisy'],audrey,0,0.36,incorrect,chicago,0,0.17,incorrect,jeremane,0,0.15,incorrect,jeremane,0,0.15,incorrect,hester,0,0.18,incorrect,chicago,0,0.17,incorrect,hester,0,0.18,incorrect,duvivier,0,0.31,incorrect,chicago,0,0.17,incorrect,chicago,0,0.17,incorrect,hester,0,0.18,incorrect,chicago,0,0.17,incorrect,jeremane,0,0.15,incorrect,chicago,0,0.17,incorrect,duvivier,0,0.31,incorrect,chicago,0,0.17,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,deauville,0,0.43,incorrect,chicago,0,0.17,incorrect,chicago,0,0.17,incorrect,hester,0,0.18,incorrect,deauville,0,0.43,incorrect,hester,0,0.18,incorrect,deauville,0,0.43,incorrect,chicago,0,0.17,incorrect,deauville,0,0.43,incorrect
"['jordan', '“jordan baker', '“jordan', 'jordan baker', 'baker']",victoria,0,0.43,incorrect,plaza,0,0.24,incorrect,fa,0,0.29,incorrect,letsatsi,0,0.15,incorrect,victoria,0,0.43,incorrect,victoria,0,0.43,incorrect,victoria,0,0.43,incorrect,john,0,0.6,incorrect,central park,0,0.42,incorrect,nidina,0,0.33,incorrect,letsatsi,0,0.15,incorrect,plaza,0,0.24,incorrect,letsatsi,0,0.15,incorrect,victoria,0,0.43,incorrect,john,0,0.6,incorrect,nidina,0,0.33,incorrect,hemingway,0,0.19,incorrect,victoria,0,0.43,incorrect,hester,0,0.36,incorrect,plaza,0,0.24,incorrect,new york,0,0.31,incorrect,plaza,0,0.24,incorrect,hester,0,0.36,incorrect,parque,0,0.36,incorrect,victoria,0,0.43,incorrect,plaza,0,0.24,incorrect,plaza,0,0.24,incorrect,parque,0,0.36,incorrect
['daisy'],nigeria,0,0.17,incorrect,hawthorn,0,0.15,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,feo,0,0.0,incorrect,ary,0,0.5,incorrect,hester,0,0.18,incorrect,hawthorn,0,0.15,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,ary,0,0.5,incorrect,[mask],0,0.36,incorrect,hawthorn,0,0.15,incorrect,hester,0,0.18,incorrect,kadin,0,0.4,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,[mask],0,0.36,incorrect,maria,0,0.4,incorrect,hawthorn,0,0.15,incorrect,kadin,0,0.4,incorrect,hester,0,0.18,incorrect,maria,0,0.4,incorrect
"['mister sloane', 'bay', 'mister', 'bay sloane', 'sloane']",obierika,0,0.43,incorrect,obinrin leyin,0,0.38,incorrect,hester,0,0.67,incorrect,mme,0,0.44,incorrect,hester,0,0.67,incorrect,hester,0,0.67,incorrect,mhilaa,0,0.42,incorrect,hester,0,0.67,incorrect,hester,0,0.67,incorrect,hester,0,0.67,incorrect,hester,0,0.67,incorrect,obinrin leyin,0,0.38,incorrect,mme,0,0.44,incorrect,hester,0,0.67,incorrect,hester,0,0.67,incorrect,hester,0,0.67,incorrect,he,0,0.25,incorrect,mrs. white,0,0.5,incorrect,kadin,0,0.36,incorrect,kadin,0,0.36,incorrect,hester,0,0.67,incorrect,hester,0,0.67,incorrect,mujer,0,0.55,incorrect,maria,0,0.36,incorrect,mrs. white,0,0.5,incorrect,kadin,0,0.36,incorrect,hester,0,0.67,incorrect,maria,0,0.36,incorrect
['tom'],hester,0,0.22,incorrect,john,0,0.29,incorrect,hester,0,0.22,incorrect,mme rona tshwanetse,0,0.09,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,john,0,0.29,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,misy,0,0.29,incorrect,motsoalle,0,0.33,incorrect,john,0,0.29,incorrect,mme rona tshwanetse,0,0.09,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,misy,0,0.29,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,em,0,0.4,incorrect,em,0,0.4,incorrect,hester,0,0.22,incorrect,juan,0,0.0,incorrect,john,0,0.29,incorrect,hester,0,0.22,incorrect,em,0,0.4,incorrect,juan,0,0.0,incorrect
['daisy'],ogun state,0,0.13,incorrect,won,0,0.0,incorrect,"mme re tshwanetse ra re, [mask] le fa go ntse jalo, go ne go na le boammaaruri jo bogolo go feta mo tumelong ya rona ya gompieno.",0,0.04,incorrect,mme rona tshwanetse,0,0.17,incorrect,hester,0,0.18,incorrect,fatata tei,0,0.27,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,mbola toy,0,0.29,incorrect,naleli,0,0.36,incorrect,won,0,0.0,incorrect,mme rona tshwanetse,0,0.17,incorrect,fatata tei,0,0.27,incorrect,hester,0,0.18,incorrect,mbola toy,0,0.29,incorrect,[mask],0,0.36,incorrect,star,0,0.22,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,cameron,0,0.17,incorrect,hester,0,0.18,incorrect,[mask],0,0.36,incorrect,alicia,0,0.36,incorrect,star,0,0.22,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,alicia,0,0.36,incorrect
['daisy'],husky,0,0.4,incorrect,nina,0,0.22,incorrect,mme,0,0.0,incorrect,fa,0,0.29,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,nina,0,0.22,incorrect,fa,0,0.29,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,sarah,0,0.2,incorrect,hester,0,0.18,incorrect,karen,0,0.2,incorrect,melodi,0,0.36,incorrect,bach dang,0,0.29,incorrect,bach dang,0,0.29,incorrect,maria,0,0.4,incorrect,maria,0,0.4,incorrect,hester,0,0.18,incorrect,melodi,0,0.36,incorrect,bach dang,0,0.29,incorrect,maria,0,0.4,incorrect
['gatsby'],hester,0,0.17,incorrect,mo,0,0.0,incorrect,mme,0,0.0,incorrect,gone,0,0.2,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,rehefa,0,0.17,incorrect,hester,0,0.17,incorrect,mo,0,0.0,incorrect,gone,0,0.2,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,rehefa,0,0.17,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,ngoc,0,0.2,incorrect,[mask],0,0.33,incorrect,maria,0,0.18,incorrect,john,0,0.0,incorrect,hester,0,0.17,incorrect,ngoc,0,0.2,incorrect,maria,0,0.18,incorrect
['daisy'],hester,0,0.18,incorrect,hester,0,0.18,incorrect,botshelo,0,0.15,incorrect,botshelo,0,0.15,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,razafindrakoto,0,0.21,incorrect,niresaka,0,0.31,incorrect,bophelo,0,0.0,incorrect,hester,0,0.18,incorrect,botshelo,0,0.15,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,niresaka,0,0.31,incorrect,love,0,0.0,incorrect,he,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,nick,0,0.22,incorrect,gatsby,0,0.55,incorrect,alicia,0,0.36,incorrect,ana,0,0.25,incorrect,he,0,0.0,incorrect,hester,0,0.18,incorrect,gatsby,0,0.55,incorrect,ana,0,0.25,incorrect
['gatsby'],hester,0,0.17,incorrect,nini,0,0.0,incorrect,"mme re tshwanetse ra re, [mask] le fa go ntse jalo, go ne go na le boammaaruri jo bogolo go feta mo tumelong ya rona ya gompieno.",0,0.07,incorrect,mo,0,0.0,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,asgr,0,0.4,incorrect,asgr,0,0.4,incorrect,ravina,0,0.17,incorrect,nizanona,0,0.14,incorrect,mabone,0,0.33,incorrect,nini,0,0.0,incorrect,mo,0,0.0,incorrect,hester,0,0.17,incorrect,asgr,0,0.4,incorrect,nizanona,0,0.14,incorrect,john,0,0.0,incorrect,theodore,0,0.14,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,[mask],0,0.33,incorrect,juan,0,0.2,incorrect,theodore,0,0.14,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,juan,0,0.2,incorrect
['gatsby'],hester,0,0.17,incorrect,leyin,0,0.18,incorrect,"nna le [mask] re ne ra simolola go ipea seatla se sennye. morago ga moo, o ne a tswelela a leba ngwana ka dilo tse di gakgamatsang. ga ke ise ke ko ke akanye gore o teng mo botshelong jwa gagwe.",0,0.06,incorrect,morago,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,niondrika,0,0.13,incorrect,ka,0,0.25,incorrect,leyin,0,0.18,incorrect,morago,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,niondrika,0,0.13,incorrect,child,0,0.0,incorrect,child,0,0.0,incorrect,hester,0,0.17,incorrect,kiz,0,0.0,incorrect,baby,0,0.6,incorrect,toi,0,0.22,incorrect,hester,0,0.17,incorrect,maria,0,0.18,incorrect,child,0,0.0,incorrect,kiz,0,0.0,incorrect,toi,0,0.22,incorrect,maria,0,0.18,incorrect
['tom'],john,0,0.29,incorrect,rickey,0,0.0,incorrect,mosimane,0,0.36,incorrect,mme rona tshwanetse,0,0.09,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,charity,0,0.2,incorrect,nurse,0,0.0,incorrect,hester,0,0.22,incorrect,rickey,0,0.0,incorrect,rickeys,0,0.0,incorrect,rickey,0,0.0,incorrect,mme rona tshwanetse,0,0.09,incorrect,hester,0,0.22,incorrect,nurse,0,0.0,incorrect,rickey,0,0.0,incorrect,the child,0,0.17,incorrect,nurse's,0,0.0,incorrect,kadin,0,0.0,incorrect,kadin,0,0.0,incorrect,hester,0,0.22,incorrect,le,0,0.0,incorrect,nina,0,0.0,incorrect,ninera,0,0.0,incorrect,nurse's,0,0.0,incorrect,kadin,0,0.0,incorrect,le,0,0.0,incorrect,ninera,0,0.0,incorrect
['tom'],nigeria,0,0.0,incorrect,mo,0,0.4,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,te&gt;,0,0.22,incorrect,dr. james hansen,0,0.11,incorrect,sun,0,0.0,incorrect,hester,0,0.22,incorrect,namaky,0,0.22,incorrect,hester,0,0.22,incorrect,mo,0,0.4,incorrect,hester,0,0.22,incorrect,te&gt;,0,0.22,incorrect,sun,0,0.0,incorrect,namaky,0,0.22,incorrect,john,0,0.29,incorrect,sun,0,0.0,incorrect,"[mask]'in gogsunu o kadar derinden yakti ki, belki de modern suphemizin kabul etmeye meyilli olmadigi soylentide daha fazla gerceklik vardi.",0,0.04,incorrect,hester,0,0.22,incorrect,earth,0,0.25,incorrect,hester,0,0.22,incorrect,elias,0,0.0,incorrect,juan,0,0.0,incorrect,sun,0,0.0,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,juan,0,0.0,incorrect
['gatsby'],ogun,0,0.2,incorrect,lori,0,0.0,incorrect,mme,0,0.0,incorrect,mme rona tshwanetse,0,0.24,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,mhaatmaa gaandhii,0,0.17,incorrect,feo,0,0.0,incorrect,nanainga nitsoka,0,0.36,incorrect,hester,0,0.17,incorrect,lori,0,0.0,incorrect,mme rona tshwanetse,0,0.24,incorrect,hester,0,0.17,incorrect,mhaatmaa gaandhii,0,0.17,incorrect,nanainga nitsoka,0,0.36,incorrect,hester,0,0.17,incorrect,john,0,0.0,incorrect,adam,0,0.2,incorrect,sultan,0,0.17,incorrect,nguyen,0,0.33,incorrect,toi,0,0.22,incorrect,john,0,0.0,incorrect,juan,0,0.2,incorrect,john,0,0.0,incorrect,sultan,0,0.17,incorrect,toi,0,0.22,incorrect,juan,0,0.2,incorrect
"['jordan—', 'jordan']",john,0,0.6,incorrect,new york,0,0.29,incorrect,new york,0,0.29,incorrect,new york,0,0.29,incorrect,new york,0,0.29,incorrect,fiftieth,0,0.0,incorrect,new york,0,0.29,incorrect,hester,0,0.17,incorrect,lalana fiftieth,0,0.19,incorrect,misy lalana,0,0.24,incorrect,mahlano,0,0.31,incorrect,new york,0,0.29,incorrect,new york,0,0.29,incorrect,fiftieth,0,0.0,incorrect,hester,0,0.17,incorrect,misy lalana,0,0.24,incorrect,[mask],0,0.17,incorrect,new york,0,0.29,incorrect,hester,0,0.17,incorrect,new york,0,0.29,incorrect,new york,0,0.29,incorrect,new york fifty,0,0.2,incorrect,cinco,0,0.18,incorrect,cinco,0,0.18,incorrect,new york,0,0.29,incorrect,new york,0,0.29,incorrect,new york fifty,0,0.2,incorrect,cinco,0,0.18,incorrect
['tom'],jane,0,0.0,incorrect,plaza,0,0.0,incorrect,hester,0,0.22,incorrect,ntshala,0,0.2,incorrect,hester,0,0.22,incorrect,park,0,0.0,incorrect,john,0,0.29,incorrect,central park,0,0.13,incorrect,john,0,0.29,incorrect,manaraka,0,0.18,incorrect,central park,0,0.13,incorrect,plaza,0,0.0,incorrect,ntshala,0,0.2,incorrect,park,0,0.0,incorrect,central park,0,0.13,incorrect,manaraka,0,0.18,incorrect,john,0,0.29,incorrect,park,0,0.0,incorrect,[mask]'in,0,0.17,incorrect,park,0,0.0,incorrect,john,0,0.29,incorrect,central plaza,0,0.12,incorrect,john,0,0.29,incorrect,park,0,0.0,incorrect,park,0,0.0,incorrect,park,0,0.0,incorrect,central plaza,0,0.12,incorrect,park,0,0.0,incorrect
['daisy'],chicago,0,0.17,incorrect,chicago,0,0.17,incorrect,hester,0,0.18,incorrect,ke,0,0.0,incorrect,hester,0,0.18,incorrect,chicago,0,0.17,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,chicago,0,0.17,incorrect,chicago,0,0.17,incorrect,chicago,0,0.17,incorrect,chicago,0,0.17,incorrect,ke,0,0.0,incorrect,chicago,0,0.17,incorrect,hester,0,0.18,incorrect,chicago,0,0.17,incorrect,she,0,0.25,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,chicago,0,0.17,incorrect,chicago,0,0.17,incorrect,em,0,0.0,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,chicago,0,0.17,incorrect,em,0,0.0,incorrect,hester,0,0.18,incorrect
['walter'],new jersey,0,0.38,incorrect,jersey,0,0.33,incorrect,hester,0,0.5,incorrect,jersey,0,0.33,incorrect,new jersey,0,0.38,incorrect,jersey,0,0.33,incorrect,god,0,0.0,incorrect,jersey,0,0.33,incorrect,new jersey,0,0.38,incorrect,avelanao,0,0.29,incorrect,jersey,0,0.33,incorrect,jersey,0,0.33,incorrect,jersey,0,0.33,incorrect,jersey,0,0.33,incorrect,jersey,0,0.33,incorrect,avelanao,0,0.29,incorrect,hester,0,0.5,incorrect,jersey,0,0.33,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,new jersey,0,0.38,incorrect,new jersey,0,0.38,incorrect,hester,0,0.5,incorrect,jersey,0,0.33,incorrect,jersey,0,0.33,incorrect,hester,0,0.5,incorrect,new jersey,0,0.38,incorrect,jersey,0,0.33,incorrect
['jordan'],oba,0,0.44,incorrect,leyin ekun rara,0,0.19,incorrect,mme tshwanetse,0,0.2,incorrect,morago,0,0.5,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,razafindrakoto,0,0.3,incorrect,avy,0,0.22,incorrect,joale,0,0.55,incorrect,leyin ekun rara,0,0.19,incorrect,morago,0,0.5,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,avy,0,0.22,incorrect,the circle,0,0.12,incorrect,the,0,0.0,incorrect,kisi,0,0.0,incorrect,hester,0,0.17,incorrect,john,0,0.6,incorrect,hester,0,0.17,incorrect,john,0,0.6,incorrect,juan,0,0.6,incorrect,the,0,0.0,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,juan,0,0.6,incorrect
['tom'],hester,0,0.22,incorrect,niniola,0,0.2,incorrect,hester,0,0.22,incorrect,mme,0,0.33,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,ranavalona,0,0.15,incorrect,tao,0,0.67,incorrect,nakoana,0,0.2,incorrect,niniola,0,0.2,incorrect,mme,0,0.33,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,tao,0,0.67,incorrect,jack,0,0.0,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,john,0,0.29,incorrect,hester,0,0.22,incorrect,elena,0,0.0,incorrect,juan,0,0.0,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,juan,0,0.0,incorrect
['daisy'],hester,0,0.18,incorrect,new york,0,0.15,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,new york,0,0.15,incorrect,york,0,0.22,incorrect,mhilaa,0,0.18,incorrect,hester,0,0.18,incorrect,new york,0,0.15,incorrect,nitranga,0,0.15,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,hester,0,0.18,incorrect,york,0,0.22,incorrect,hester,0,0.18,incorrect,nitranga,0,0.15,incorrect,mary,0,0.44,incorrect,mary,0,0.44,incorrect,kadin,0,0.4,incorrect,new york'tan,0,0.12,incorrect,hester,0,0.18,incorrect,new york,0,0.15,incorrect,mujer,0,0.0,incorrect,york,0,0.22,incorrect,mary,0,0.44,incorrect,new york'tan,0,0.12,incorrect,new york,0,0.15,incorrect,york,0,0.22,incorrect
"['georg', 'george']",hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,church,0,0.18,incorrect,church,0,0.18,incorrect,hester,0,0.36,incorrect,moa,0,0.25,incorrect,na kang ka u nyetse bakeng nyetse,0,0.21,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,church,0,0.18,incorrect,moa,0,0.25,incorrect,church,0,0.18,incorrect,hester,0,0.36,incorrect,kilise,0,0.18,incorrect,hester,0,0.36,incorrect,nha tho,0,0.17,incorrect,nguyen,0,0.36,incorrect,church,0,0.18,incorrect,casaste,0,0.17,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,nguyen,0,0.36,incorrect,casaste,0,0.17,incorrect
['gatsby'],hester,0,0.17,incorrect,nini,0,0.0,incorrect,mme,0,0.0,incorrect,fa tshikinya,0,0.44,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,pear,0,0.2,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,raha,0,0.2,incorrect,mme,0,0.0,incorrect,nini,0,0.0,incorrect,fa tshikinya,0,0.44,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,raha,0,0.2,incorrect,jack,0,0.2,incorrect,chauffeur,0,0.13,incorrect,kadin,0,0.18,incorrect,kate,0,0.4,incorrect,vac,0,0.22,incorrect,anh,0,0.22,incorrect,juan,0,0.2,incorrect,severiano,0,0.13,incorrect,chauffeur,0,0.13,incorrect,kate,0,0.4,incorrect,anh,0,0.22,incorrect,severiano,0,0.13,incorrect
"['meyer wolfshiem', 'meyer wolfsheim', 'meyer', 'wolfsheim', 'wolfshiem']",new york,0,0.46,incorrect,broadway,0,0.17,incorrect,mme,0,0.5,incorrect,mogokgo,0,0.18,incorrect,hester,0,0.55,incorrect,broadway,0,0.17,incorrect,broadway,0,0.17,incorrect,broadway,0,0.17,incorrect,broadway,0,0.17,incorrect,fampahalalam-baovao,0,0.21,incorrect,butler,0,0.36,incorrect,broadway,0,0.17,incorrect,mogokgo,0,0.18,incorrect,broadway,0,0.17,incorrect,broadway,0,0.17,incorrect,fampahalalam-baovao,0,0.21,incorrect,mr.,0,0.5,incorrect,mr. smith,0,0.42,incorrect,hester,0,0.55,incorrect,hester,0,0.55,incorrect,new york,0,0.46,incorrect,broadway,0,0.17,incorrect,john,0,0.31,incorrect,john,0,0.31,incorrect,mr. smith,0,0.42,incorrect,hester,0,0.55,incorrect,broadway,0,0.17,incorrect,john,0,0.31,incorrect
"['gatz', 'bay', 'bay gatz']",hester,0,0.2,incorrect,nigba,0,0.5,incorrect,"mme re tshwanetse ra re, [mask] le fa go ntse jalo, go ne go na le boammaaruri jo bogolo go feta mo tumelong ya rona ya gompieno.",0,0.09,incorrect,morago,0,0.29,incorrect,hester,0,0.2,incorrect,tau,0,0.33,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,ary,0,0.67,incorrect,kamoreng,0,0.25,incorrect,nigba,0,0.5,incorrect,morago,0,0.29,incorrect,tau,0,0.33,incorrect,hester,0,0.2,incorrect,ary,0,0.67,incorrect,he,0,0.0,incorrect,arthur,0,0.4,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,cu,0,0.0,incorrect,hester,0,0.2,incorrect,mister,0,0.2,incorrect,juan,0,0.29,incorrect,arthur,0,0.4,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,juan,0,0.29,incorrect
['gatsby'],john,0,0.0,incorrect,nigeria,0,0.31,incorrect,"mme re tshwanetse ra re, [mask] le fa go ntse jalo, go ne go na le boammaaruri jo bogolo go feta mo tumelong ya rona ya gompieno.",0,0.07,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,tera,0,0.2,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,razafindrakoto,0,0.2,incorrect,hadisoako,0,0.27,incorrect,hester,0,0.17,incorrect,nigeria,0,0.31,incorrect,hester,0,0.17,incorrect,tera,0,0.2,incorrect,hester,0,0.17,incorrect,hadisoako,0,0.27,incorrect,[mask],0,0.33,incorrect,he,0,0.0,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect,hester,0,0.17,incorrect,juan,0,0.2,incorrect,he,0,0.0,incorrect,hester,0,0.17,incorrect,john,0,0.0,incorrect,juan,0,0.2,incorrect
['gatsby'],oba,0,0.22,incorrect,nigeria,0,0.31,incorrect,"mme re tshwanetse ra re, [mask] le fa go ntse jalo, go ne go na le boammaaruri jo bogolo go feta mo tumelong ya rona ya gompieno.",0,0.07,incorrect,morago,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,tamatave,0,0.29,incorrect,taorian'ny ny lena mafy rivotra nataon'ny,0,0.13,incorrect,kamorra,0,0.15,incorrect,nigeria,0,0.31,incorrect,morago,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,taorian'ny ny lena mafy rivotra nataon'ny,0,0.13,incorrect,hemingway,0,0.4,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,dong the thanh,0,0.2,incorrect,[mask],0,0.33,incorrect,juan,0,0.2,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,dong the thanh,0,0.2,incorrect,juan,0,0.2,incorrect
