Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['margo'],emily,0,0.2,incorrect,god,0,0.5,incorrect,simone de beauvoir,0,0.26,incorrect,epikur,0,0.18,incorrect,virginia,0,0.31,incorrect,shakespeare,0,0.25,incorrect,el autor,0,0.31,incorrect,shakespeare,0,0.25,incorrect,god,0,0.5,incorrect,epikur,0,0.18,incorrect,shakespeare,0,0.25,incorrect,shakespeare,0,0.25,incorrect
['lacey'],she,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,gofast,0,0.18,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,homero,0,0.18,incorrect,maria,0,0.2,incorrect,god,0,0.0,incorrect,gofast,0,0.18,incorrect,jesus,0,0.2,incorrect,maria,0,0.2,incorrect
['margo'],god,0,0.5,incorrect,god,0,0.5,incorrect,heathcliff,0,0.13,incorrect,abraham lincoln,0,0.3,incorrect,anh ay,0,0.18,incorrect,duc,0,0.0,incorrect,ella,0,0.22,incorrect,dios,0,0.22,incorrect,god,0,0.5,incorrect,abraham lincoln,0,0.3,incorrect,duc,0,0.0,incorrect,dios,0,0.22,incorrect
['margo'],person,0,0.36,incorrect,shakespeare,0,0.25,incorrect,hayat,0,0.2,incorrect,ona,0,0.25,incorrect,thuc,0,0.0,incorrect,duc,0,0.0,incorrect,penelope,0,0.15,incorrect,europa,0,0.36,incorrect,shakespeare,0,0.25,incorrect,ona,0,0.25,incorrect,duc,0,0.0,incorrect,europa,0,0.36,incorrect
['margo'],peeta,0,0.2,incorrect,god,0,0.5,incorrect,hamlet,0,0.18,incorrect,odysseus,0,0.15,incorrect,duc,0,0.0,incorrect,nguyen,0,0.18,incorrect,penelope,0,0.15,incorrect,homero,0,0.55,incorrect,god,0,0.5,incorrect,odysseus,0,0.15,incorrect,nguyen,0,0.18,incorrect,homero,0,0.55,incorrect
['margo'],emily,0,0.2,incorrect,lancelot,0,0.31,incorrect,quasimodo,0,0.29,incorrect,peri,0,0.22,incorrect,duc,0,0.0,incorrect,duc,0,0.0,incorrect,helena,0,0.18,incorrect,don quijote,0,0.12,incorrect,lancelot,0,0.31,incorrect,peri,0,0.22,incorrect,duc,0,0.0,incorrect,don quijote,0,0.12,incorrect
['margo'],britney,0,0.17,incorrect,god,0,0.5,incorrect,annem,0,0.2,incorrect,annem,0,0.2,incorrect,cha,0,0.25,incorrect,ngoc,0,0.44,incorrect,maria,0,0.6,incorrect,padre,0,0.4,incorrect,god,0,0.5,incorrect,annem,0,0.2,incorrect,ngoc,0,0.44,incorrect,padre,0,0.4,incorrect
['lacey'],trump,0,0.0,incorrect,god,0,0.0,incorrect,cesur,0,0.4,incorrect,herkes,0,0.18,incorrect,duc,0,0.25,incorrect,thoreau,0,0.17,incorrect,maria,0,0.2,incorrect,maria,0,0.2,incorrect,god,0,0.0,incorrect,herkes,0,0.18,incorrect,thoreau,0,0.17,incorrect,maria,0,0.2,incorrect
"['margo', 'marg']",emily,0,0.22,incorrect,theroux,0,0.33,incorrect,hamlet,0,0.2,incorrect,toprak,0,0.2,incorrect,emily,0,0.22,incorrect,thoreau,0,0.18,incorrect,sheldon,0,0.17,incorrect,orlando,0,0.33,incorrect,theroux,0,0.33,incorrect,toprak,0,0.2,incorrect,thoreau,0,0.18,incorrect,orlando,0,0.33,incorrect
['margo'],agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,emily,0,0.2,incorrect,agloe,0,0.6,incorrect,ella,0,0.22,incorrect,maria,0,0.6,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,maria,0,0.6,incorrect
