Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct
['defarge'],abel,0,0.36,incorrect,jesus,0,0.17,incorrect,abrahami,0,0.27,incorrect,oliver,0,0.31,incorrect,god,0,0.2,incorrect,esther,0,0.31,incorrect,adam,0,0.36,incorrect,adam,0,0.36,incorrect,adam,0,0.36,incorrect,christ,0,0.15,incorrect,job,0,0.0,incorrect,paul,0,0.18,incorrect,jesus,0,0.17,incorrect,oliver,0,0.31,incorrect,esther,0,0.31,incorrect,adam,0,0.36,incorrect,christ,0,0.15,incorrect,paul,0,0.18,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",abel,0,0.4,incorrect,moeti,0,0.36,incorrect,oliver twist,0,0.23,incorrect,henri,0,0.55,incorrect,abel,0,0.4,incorrect,god,0,0.25,incorrect,adam,0,0.89,correct,abraham,0,0.5,incorrect,charles dickens,0,0.34,incorrect,shakespeare,0,0.48,incorrect,madame bovary,0,0.67,incorrect,madagascar,0,0.53,incorrect,moeti,0,0.36,incorrect,henri,0,0.55,incorrect,god,0,0.25,incorrect,abraham,0,0.5,incorrect,shakespeare,0,0.48,incorrect,madagascar,0,0.53,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",shakespeare,0,0.48,incorrect,hennessy,0,0.29,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,god,0,0.25,incorrect,hennessy,0,0.29,incorrect,napoleon,0,0.29,incorrect,marie,0,0.55,incorrect,jesus,0,0.18,incorrect,shakespeare,0,0.48,incorrect,madame bovary,0,0.67,incorrect,elisabeth,0,0.38,incorrect,hennessy,0,0.29,incorrect,jesus,0,0.18,incorrect,hennessy,0,0.29,incorrect,marie,0,0.55,incorrect,shakespeare,0,0.48,incorrect,elisabeth,0,0.38,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",samuel,0,0.5,incorrect,jesus,0,0.18,incorrect,oliver twist,0,0.23,incorrect,jesus,0,0.18,incorrect,god,0,0.25,incorrect,jesus,0,0.18,incorrect,adam,0,0.89,correct,adam,0,0.89,correct,sherlock holmes,0,0.34,incorrect,newton,0,0.33,incorrect,adam,0,0.89,correct,abrahamy,0,0.46,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,adam,0,0.89,correct,newton,0,0.33,incorrect,abrahamy,0,0.46,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",israel,0,0.5,incorrect,israel,0,0.5,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,god,0,0.25,incorrect,jesus,0,0.18,incorrect,adam,0,0.89,correct,adam,0,0.89,correct,anguri,0,0.33,incorrect,anguri,0,0.33,incorrect,salomon,0,0.33,incorrect,salomona,0,0.43,incorrect,israel,0,0.5,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,adam,0,0.89,correct,anguri,0,0.33,incorrect,salomona,0,0.43,incorrect
"['carlos', 'charles']",abel,0,0.4,incorrect,abel,0,0.4,incorrect,oliver,0,0.31,incorrect,abrahami,0,0.29,incorrect,ngwanaka,0,0.14,incorrect,ngwanaka,0,0.14,incorrect,job,0,0.22,incorrect,adam,0,0.2,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,job,0,0.22,incorrect,job,0,0.22,incorrect,abel,0,0.4,incorrect,abrahami,0,0.29,incorrect,ngwanaka,0,0.14,incorrect,adam,0,0.2,incorrect,god,0,0.22,incorrect,job,0,0.22,incorrect
"['lucía', 'luci', 'lucie']",jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,abraham lincoln,0,0.21,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,chandrama,0,0.29,incorrect,adam,0,0.22,incorrect,adama,0,0.2,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,chandrama,0,0.29,incorrect,adama,0,0.2,incorrect
"['lucía', 'luci', 'lucie']",phantom,0,0.17,incorrect,phantom,0,0.17,incorrect,oliver,0,0.55,incorrect,oliver,0,0.55,incorrect,god,0,0.0,incorrect,abel,0,0.25,incorrect,abraham lincoln,0,0.21,incorrect,abraham,0,0.17,incorrect,god,0,0.0,incorrect,plato,0,0.4,incorrect,god,0,0.0,incorrect,abrahamy,0,0.15,incorrect,phantom,0,0.17,incorrect,oliver,0,0.55,incorrect,abel,0,0.25,incorrect,abraham,0,0.17,incorrect,plato,0,0.4,incorrect,abrahamy,0,0.15,incorrect
"['lucía', 'lucie']",abel,0,0.22,incorrect,israel,0,0.36,incorrect,abrahami,0,0.15,incorrect,abraham,0,0.17,incorrect,abel,0,0.22,incorrect,jesus,0,0.2,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,macbeth,0,0.33,incorrect,shakespeare,0,0.12,incorrect,adam,0,0.22,incorrect,adama,0,0.2,incorrect,israel,0,0.36,incorrect,abraham,0,0.17,incorrect,jesus,0,0.2,incorrect,adam,0,0.22,incorrect,shakespeare,0,0.12,incorrect,adama,0,0.2,incorrect
"['mr lorry', 'señor', 'lorr', 'señor lorry', 'mr', 'lorry']",shakespeare,0,0.38,incorrect,shakespeare,0,0.38,incorrect,marie antoinette,0,0.33,incorrect,marie antoinette,0,0.33,incorrect,charles darwin,0,0.27,incorrect,voltaire,0,0.33,incorrect,victor hugo,0,0.36,incorrect,marie antoinette,0,0.33,incorrect,paris,0,0.29,incorrect,emily,0,0.46,incorrect,madame curie,0,0.3,incorrect,madagascar,0,0.33,incorrect,shakespeare,0,0.38,incorrect,marie antoinette,0,0.33,incorrect,voltaire,0,0.33,incorrect,marie antoinette,0,0.33,incorrect,emily,0,0.46,incorrect,madagascar,0,0.33,incorrect
"['mr', 'mr lorry', 'lorry']",teboho,0,0.18,incorrect,teboho,0,0.18,incorrect,jesus,0,0.0,incorrect,abraham,0,0.22,incorrect,ngaka,0,0.0,incorrect,israel,0,0.29,incorrect,sweden,0,0.0,incorrect,tellson,0,0.33,incorrect,edison,0,0.18,incorrect,doctor,0,0.36,incorrect,adam,0,0.33,incorrect,notazonina,0,0.13,incorrect,teboho,0,0.18,incorrect,abraham,0,0.22,incorrect,israel,0,0.29,incorrect,tellson,0,0.33,incorrect,doctor,0,0.36,incorrect,notazonina,0,0.13,incorrect
"['mr', 'mr lorry', 'lorry']",theseus,0,0.0,incorrect,shakespeare,0,0.15,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,themba,0,0.25,incorrect,israel,0,0.29,incorrect,adam,0,0.33,incorrect,adam,0,0.33,incorrect,dr. seuss,0,0.24,incorrect,newton,0,0.18,incorrect,abraham,0,0.22,incorrect,adriana,0,0.22,incorrect,shakespeare,0,0.15,incorrect,jesus,0,0.0,incorrect,israel,0,0.29,incorrect,adam,0,0.33,incorrect,newton,0,0.18,incorrect,adriana,0,0.22,incorrect
"['mr', 'mr lorry', 'lorry']",samuel,0,0.29,incorrect,shakespeare,0,0.15,incorrect,abrahamu adesina,0,0.17,incorrect,abrahamu,0,0.2,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,abrahamu,0,0.2,incorrect,abraham,0,0.22,incorrect,abraham lincoln,0,0.35,incorrect,newton,0,0.18,incorrect,adam,0,0.33,incorrect,adam,0,0.33,incorrect,shakespeare,0,0.15,incorrect,abrahamu,0,0.2,incorrect,god,0,0.25,incorrect,abraham,0,0.22,incorrect,newton,0,0.18,incorrect,adam,0,0.33,incorrect
"['mr', 'mr lorry', 'lorry']",stephen king,0,0.1,incorrect,shakespeare,0,0.15,incorrect,abraham adesanya,0,0.25,incorrect,abraham,0,0.22,incorrect,abel,0,0.22,incorrect,robinson,0,0.25,incorrect,adam,0,0.33,incorrect,adam,0,0.33,incorrect,beethoven,0,0.14,incorrect,beethoven,0,0.14,incorrect,abrahamy,0,0.31,incorrect,abrahamy,0,0.31,incorrect,shakespeare,0,0.15,incorrect,abraham,0,0.22,incorrect,robinson,0,0.25,incorrect,adam,0,0.33,incorrect,beethoven,0,0.14,incorrect,abrahamy,0,0.31,incorrect
"['mr lorry', 'señor', 'señor lorry', 'mr', 'lorry']",abel,0,0.27,incorrect,abel,0,0.27,incorrect,abrahamu,0,0.2,incorrect,abraham,0,0.22,incorrect,abel,0,0.27,incorrect,jesus,0,0.2,incorrect,adam,0,0.33,incorrect,adam,0,0.33,incorrect,heathcliff,0,0.19,incorrect,newton,0,0.36,incorrect,abrahamy,0,0.31,incorrect,abrahamy,0,0.31,incorrect,abel,0,0.27,incorrect,abraham,0,0.22,incorrect,jesus,0,0.2,incorrect,adam,0,0.33,incorrect,newton,0,0.36,incorrect,abrahamy,0,0.31,incorrect
"['manette', 'mane']",abel,0,0.5,incorrect,abel,0,0.5,incorrect,olufemi,0,0.18,incorrect,abraham,0,0.18,incorrect,modimoeng,0,0.31,incorrect,god,0,0.0,incorrect,job,0,0.0,incorrect,adam,0,0.25,incorrect,newton,0,0.46,incorrect,curiosity,0,0.12,incorrect,job,0,0.0,incorrect,adao,0,0.25,incorrect,abel,0,0.5,incorrect,abraham,0,0.18,incorrect,god,0,0.0,incorrect,adam,0,0.25,incorrect,curiosity,0,0.12,incorrect,adao,0,0.25,incorrect
"['manette', 'doktor', 'doktor manette', 'mane']",ngaka ramatsella,0,0.4,incorrect,ngaka,0,0.22,incorrect,jesus,0,0.22,incorrect,abraham,0,0.19,incorrect,ngaka,0,0.22,incorrect,ngaka,0,0.22,incorrect,adam,0,0.25,incorrect,hope,0,0.25,incorrect,dr. atm-vishwasak,0,0.32,incorrect,frankenstein,0,0.53,incorrect,dr. jekyll,0,0.33,incorrect,abrahamy,0,0.18,incorrect,ngaka,0,0.22,incorrect,abraham,0,0.19,incorrect,ngaka,0,0.22,incorrect,hope,0,0.25,incorrect,frankenstein,0,0.53,incorrect,abrahamy,0,0.18,incorrect
"['darna', 'darnay', 'mr darnay', 'mr']",empa,0,0.33,incorrect,shakespeare,0,0.25,incorrect,shakespeare,0,0.25,incorrect,jesus,0,0.0,incorrect,abel,0,0.22,incorrect,jesus,0,0.0,incorrect,abraham lincoln,0,0.3,incorrect,jesus,0,0.0,incorrect,god,0,0.25,incorrect,albert einstein,0,0.3,incorrect,adama,0,0.6,incorrect,job,0,0.0,incorrect,shakespeare,0,0.25,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,albert einstein,0,0.3,incorrect,job,0,0.0,incorrect
['darnay'],sebata,0,0.33,incorrect,israel,0,0.33,incorrect,oliver,0,0.17,incorrect,oliver,0,0.17,incorrect,paradise,0,0.43,incorrect,adam,0,0.4,incorrect,abraham lincoln,0,0.29,incorrect,adam,0,0.4,incorrect,jesus,0,0.0,incorrect,god,0,0.22,incorrect,job,0,0.0,incorrect,adam,0,0.4,incorrect,israel,0,0.33,incorrect,oliver,0,0.17,incorrect,adam,0,0.4,incorrect,adam,0,0.4,incorrect,god,0,0.22,incorrect,adam,0,0.4,incorrect
"['lucía', 'luci', 'lucie']",lesiba,0,0.55,incorrect,joale,0,0.4,incorrect,abrahami,0,0.17,incorrect,abraham,0,0.17,incorrect,esther,0,0.18,incorrect,modimo,0,0.2,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,jesus,0,0.22,incorrect,madame curie,0,0.35,incorrect,andriamanitra,0,0.22,incorrect,andriamanitra,0,0.22,incorrect,joale,0,0.4,incorrect,abraham,0,0.17,incorrect,modimo,0,0.2,incorrect,adam,0,0.22,incorrect,madame curie,0,0.35,incorrect,andriamanitra,0,0.22,incorrect
"['lucía', 'lucie']",moeketsi,0,0.15,incorrect,moahelani,0,0.29,incorrect,jesus,0,0.2,incorrect,shakespeare,0,0.12,incorrect,israel,0,0.36,incorrect,israel,0,0.36,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,abrahamy,0,0.15,incorrect,moahelani,0,0.29,incorrect,shakespeare,0,0.12,incorrect,israel,0,0.36,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,abrahamy,0,0.15,incorrect
"['darna', 'darnay']",abel,0,0.22,incorrect,abel,0,0.22,incorrect,abraham,0,0.5,incorrect,abrahamu,0,0.46,incorrect,themba,0,0.18,incorrect,god,0,0.25,incorrect,robinson,0,0.31,incorrect,christ,0,0.18,incorrect,heathcliff,0,0.13,incorrect,albert einstein,0,0.3,incorrect,robinson,0,0.31,incorrect,david,0,0.4,incorrect,abel,0,0.22,incorrect,abrahamu,0,0.46,incorrect,god,0,0.25,incorrect,christ,0,0.18,incorrect,albert einstein,0,0.3,incorrect,david,0,0.4,incorrect
"['lucía', 'luci', 'lucie']",moeketsi,0,0.17,incorrect,israel,0,0.36,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,adam,0,0.22,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,adao,0,0.22,incorrect,israel,0,0.36,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,adam,0,0.22,incorrect,god,0,0.0,incorrect,adao,0,0.22,incorrect
['defarge'],abel,0,0.36,incorrect,abel,0,0.36,incorrect,oliver twist,0,0.21,incorrect,oliver twist,0,0.21,incorrect,jesus,0,0.17,incorrect,god,0,0.2,incorrect,adam,0,0.36,incorrect,adam,0,0.36,incorrect,christ,0,0.15,incorrect,jesus,0,0.17,incorrect,abrahamy,0,0.27,incorrect,abrahamy,0,0.27,incorrect,abel,0,0.36,incorrect,oliver twist,0,0.21,incorrect,god,0,0.2,incorrect,adam,0,0.36,incorrect,jesus,0,0.17,incorrect,abrahamy,0,0.27,incorrect
"['lucía', 'lucía darnay', 'darnay', 'lucie darnay', 'lucie']",victor hugo,0,0.17,incorrect,antoine,0,0.33,incorrect,jesus,0,0.2,incorrect,antoine de saint-exupery,0,0.39,incorrect,francis,0,0.33,incorrect,voltaire,0,0.46,incorrect,defarge,0,0.46,incorrect,antoine,0,0.33,incorrect,heaven,0,0.33,incorrect,antony,0,0.5,incorrect,antoine de saint,0,0.43,incorrect,antoine defarge,0,0.44,incorrect,antoine,0,0.33,incorrect,antoine de saint-exupery,0,0.39,incorrect,voltaire,0,0.46,incorrect,antoine,0,0.33,incorrect,antony,0,0.5,incorrect,antoine defarge,0,0.44,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",shakespeare,0,0.48,incorrect,shakespeare,0,0.48,incorrect,oduduwa,0,0.33,incorrect,jesus,0,0.18,incorrect,job,0,0.22,incorrect,israel,0,0.5,incorrect,adam,0,0.89,correct,adam,0,0.89,correct,macaulay,0,0.46,incorrect,wilde,0,0.36,incorrect,livingstone,0,0.24,incorrect,abraham lincoln,0,0.3,incorrect,shakespeare,0,0.48,incorrect,jesus,0,0.18,incorrect,israel,0,0.5,incorrect,adam,0,0.89,correct,wilde,0,0.36,incorrect,abraham lincoln,0,0.3,incorrect
"['gabelle', 'mösyö', 'mösyö gabelle']",debussy,0,0.33,incorrect,robinson crusoe,0,0.36,incorrect,robinson crusoe,0,0.36,incorrect,iranlowo,0,0.31,incorrect,quasimodo,0,0.43,incorrect,god,0,0.25,incorrect,robinson crusoe,0,0.36,incorrect,robinson crusoe,0,0.36,incorrect,zeus,0,0.22,incorrect,god,0,0.25,incorrect,rene,0,0.36,incorrect,robinson,0,0.46,incorrect,robinson crusoe,0,0.36,incorrect,iranlowo,0,0.31,incorrect,god,0,0.25,incorrect,robinson crusoe,0,0.36,incorrect,god,0,0.25,incorrect,robinson,0,0.46,incorrect
"['señor', 'mösyö gabelle', 'monsieur gabelle', 'monsieur', 'señor gabelle', 'mösyö', 'gabelle']",lesotho,0,0.33,incorrect,william shakespeare,0,0.31,incorrect,jesus,0,0.31,incorrect,jesus,0,0.31,incorrect,god,0,0.25,incorrect,jesus,0,0.31,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,newton,0,0.36,incorrect,oliver,0,0.57,incorrect,google,0,0.53,incorrect,adam,0,0.22,incorrect,william shakespeare,0,0.31,incorrect,jesus,0,0.31,incorrect,jesus,0,0.31,incorrect,adam,0,0.22,incorrect,oliver,0,0.57,incorrect,adam,0,0.22,incorrect
"['lucía', 'lucie']",albert,0,0.36,incorrect,albert,0,0.36,incorrect,abraham lincoln,0,0.2,incorrect,jesus,0,0.2,incorrect,israel,0,0.36,incorrect,jesus,0,0.2,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,frankenstein,0,0.12,incorrect,mount everest,0,0.22,incorrect,abrahamy,0,0.15,incorrect,abrahamy,0,0.15,incorrect,albert,0,0.36,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,adam,0,0.22,incorrect,mount everest,0,0.22,incorrect,abrahamy,0,0.15,incorrect
"['mr', 'mr lorry', 'lorry']",morena,0,0.5,incorrect,na,0,0.0,incorrect,oliver twist,0,0.24,incorrect,napoleon,0,0.31,incorrect,themba,0,0.25,incorrect,god,0,0.25,incorrect,abraham,0,0.22,incorrect,jesus,0,0.0,incorrect,voltaire,0,0.31,incorrect,voltaire,0,0.31,incorrect,job,0,0.25,incorrect,frantsa,0,0.22,incorrect,na,0,0.0,incorrect,napoleon,0,0.31,incorrect,god,0,0.25,incorrect,jesus,0,0.0,incorrect,voltaire,0,0.31,incorrect,frantsa,0,0.22,incorrect
"['mr', 'mr lorry', 'lorry']",morena,0,0.5,incorrect,jesus,0,0.0,incorrect,abrahami,0,0.2,incorrect,abrahami,0,0.2,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,abraham,0,0.22,incorrect,moorea,0,0.5,incorrect,samuel,0,0.29,incorrect,albert einstein,0,0.2,incorrect,job,0,0.25,incorrect,adao,0,0.22,incorrect,jesus,0,0.0,incorrect,abrahami,0,0.2,incorrect,god,0,0.25,incorrect,moorea,0,0.5,incorrect,albert einstein,0,0.2,incorrect,adao,0,0.22,incorrect
"['darna', 'darnay', 'mr darnay', 'mr']",abel,0,0.22,incorrect,empa,0,0.33,incorrect,oliver,0,0.25,incorrect,abraham,0,0.5,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,abraham lincoln,0,0.3,incorrect,adam,0,0.44,incorrect,jesus,0,0.0,incorrect,god,0,0.25,incorrect,olivia,0,0.18,incorrect,adama,0,0.6,incorrect,empa,0,0.33,incorrect,abraham,0,0.5,incorrect,god,0,0.25,incorrect,adam,0,0.44,incorrect,god,0,0.25,incorrect,adama,0,0.6,incorrect
['darnay'],joseph,0,0.0,incorrect,israel,0,0.33,incorrect,abrahamu,0,0.43,incorrect,abraham,0,0.46,incorrect,salome,0,0.17,incorrect,jesus,0,0.0,incorrect,adam,0,0.4,incorrect,abraham,0,0.46,incorrect,albert camus,0,0.33,incorrect,god,0,0.22,incorrect,abrahamy,0,0.57,incorrect,abrahamy,0,0.57,incorrect,israel,0,0.33,incorrect,abraham,0,0.46,incorrect,jesus,0,0.0,incorrect,abraham,0,0.46,incorrect,god,0,0.22,incorrect,abrahamy,0,0.57,incorrect
"['lucía', 'lucie']",shakespeare,0,0.12,incorrect,paris,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,heathcliff,0,0.27,incorrect,shakespeare,0,0.12,incorrect,abrahamy,0,0.15,incorrect,adam,0,0.22,incorrect,paris,0,0.2,incorrect,jesus,0,0.2,incorrect,god,0,0.0,incorrect,adam,0,0.22,incorrect,shakespeare,0,0.12,incorrect,adam,0,0.22,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",forster,0,0.31,incorrect,shakespeare,0,0.48,incorrect,marie antoinette,0,0.4,incorrect,london,0,0.42,incorrect,voltaire,0,0.4,incorrect,engelane,0,0.29,incorrect,paul gauguin,0,0.4,incorrect,paul,0,0.4,incorrect,marie antoinette,0,0.4,incorrect,napoleon,0,0.43,incorrect,madagascar,0,0.38,incorrect,madagascar,0,0.38,incorrect,shakespeare,0,0.48,incorrect,london,0,0.42,incorrect,engelane,0,0.29,incorrect,paul,0,0.4,incorrect,napoleon,0,0.43,incorrect,madagascar,0,0.38,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",joseph,0,0.33,incorrect,fora,0,0.4,incorrect,marie curie,0,0.4,incorrect,marie curie,0,0.4,incorrect,fora,0,0.4,incorrect,israel,0,0.33,incorrect,abraham,0,0.46,incorrect,adam,0,0.4,incorrect,marie antoinette,0,0.4,incorrect,voltaire,0,0.4,incorrect,robinson,0,0.43,incorrect,frantsa,0,0.46,incorrect,fora,0,0.4,incorrect,marie curie,0,0.4,incorrect,israel,0,0.33,incorrect,adam,0,0.4,incorrect,voltaire,0,0.4,incorrect,frantsa,0,0.46,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",shakespeare,0,0.48,incorrect,shakespeare,0,0.48,incorrect,oduduwa,0,0.31,incorrect,oliver,0,0.31,incorrect,themba,0,0.31,incorrect,jesus,0,0.33,incorrect,adam,0,0.4,incorrect,adam,0,0.4,incorrect,marie antoinette,0,0.4,incorrect,marie curie,0,0.4,incorrect,ekroress,0,0.43,incorrect,ekroress,0,0.43,incorrect,shakespeare,0,0.48,incorrect,oliver,0,0.31,incorrect,jesus,0,0.33,incorrect,adam,0,0.4,incorrect,marie curie,0,0.4,incorrect,ekroress,0,0.43,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",ghost,0,0.36,incorrect,shakespeare,0,0.48,incorrect,abraham lincoln,0,0.38,incorrect,hamlet,0,0.62,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,adam,0,0.4,incorrect,adam,0,0.4,incorrect,hamlet,0,0.62,incorrect,shakespeare,0,0.48,incorrect,job,0,0.22,incorrect,abrahamy,0,0.57,incorrect,shakespeare,0,0.48,incorrect,hamlet,0,0.62,incorrect,god,0,0.25,incorrect,adam,0,0.4,incorrect,shakespeare,0,0.48,incorrect,abrahamy,0,0.57,incorrect
"['dios—dijo', 'mr lorry', 'mr', 'dios—dijo lorry', 'lorry']",molimo,0,0.43,incorrect,abraham,0,0.22,incorrect,abrahami,0,0.2,incorrect,jesus,0,0.13,incorrect,modimo,0,0.5,incorrect,modimo,0,0.5,incorrect,adam,0,0.33,incorrect,abraham,0,0.22,incorrect,jesus,0,0.13,incorrect,god,0,0.31,incorrect,andriamanitra,0,0.28,incorrect,andriamanitra,0,0.28,incorrect,abraham,0,0.22,incorrect,jesus,0,0.13,incorrect,modimo,0,0.5,incorrect,abraham,0,0.22,incorrect,god,0,0.31,incorrect,andriamanitra,0,0.28,incorrect
"['lucía', 'lucie']",israel,0,0.36,incorrect,israel,0,0.36,incorrect,abrahami,0,0.15,incorrect,jesus,0,0.2,incorrect,god,0,0.0,incorrect,jesus,0,0.2,incorrect,adam,0,0.22,incorrect,abraham,0,0.17,incorrect,jesus christ,0,0.35,incorrect,jesus,0,0.2,incorrect,noah,0,0.22,incorrect,abrahamy,0,0.15,incorrect,israel,0,0.36,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,abraham,0,0.17,incorrect,jesus,0,0.2,incorrect,abrahamy,0,0.15,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",abel,0,0.4,incorrect,israel,0,0.5,incorrect,jesus,0,0.18,incorrect,olutoju,0,0.15,incorrect,adam,0,0.89,correct,god,0,0.25,incorrect,adam,0,0.89,correct,adam,0,0.89,correct,medusa,0,0.55,incorrect,shakespeare,0,0.48,incorrect,adam,0,0.89,correct,adam,0,0.89,correct,israel,0,0.5,incorrect,olutoju,0,0.15,incorrect,god,0,0.25,incorrect,adam,0,0.89,correct,shakespeare,0,0.48,incorrect,adam,0,0.89,correct
"['lucía', 'lucie']",ma,0,0.29,incorrect,joaloka,0,0.33,incorrect,olugbo,0,0.36,incorrect,oliver,0,0.55,incorrect,thando,0,0.18,incorrect,thando,0,0.18,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,portia,0,0.36,incorrect,adam,0,0.22,incorrect,god,0,0.0,incorrect,abrahamy,0,0.15,incorrect,joaloka,0,0.33,incorrect,oliver,0,0.55,incorrect,thando,0,0.18,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,abrahamy,0,0.15,incorrect
"['lucía', 'lucie']",esther,0,0.18,incorrect,david,0,0.2,incorrect,abrahamu,0,0.15,incorrect,thenceforth,0,0.25,incorrect,abel,0,0.22,incorrect,abel,0,0.22,incorrect,adam,0,0.22,incorrect,noah,0,0.22,incorrect,oliver twist,0,0.35,incorrect,shakespeare,0,0.12,incorrect,abrahamy,0,0.15,incorrect,madagascar,0,0.27,incorrect,david,0,0.2,incorrect,thenceforth,0,0.25,incorrect,abel,0,0.22,incorrect,noah,0,0.22,incorrect,shakespeare,0,0.12,incorrect,madagascar,0,0.27,incorrect
"['lucía', 'lucie']",google,0,0.36,incorrect,robala,0,0.36,incorrect,jesus,0,0.2,incorrect,marie,0,0.4,incorrect,wood-sawyer,0,0.12,incorrect,wood-sawyer,0,0.12,incorrect,caroline,0,0.46,incorrect,caroline,0,0.46,incorrect,charles dickens,0,0.3,incorrect,robert frost,0,0.12,incorrect,caroline,0,0.46,incorrect,caroline,0,0.46,incorrect,robala,0,0.36,incorrect,marie,0,0.4,incorrect,wood-sawyer,0,0.12,incorrect,caroline,0,0.46,incorrect,robert frost,0,0.12,incorrect,caroline,0,0.46,incorrect
