en,es,tr,vi
"Although the Doctor’s daughter had known nothing of the country of her birth, she appeared to have innately derived from it that ability to make much of little means, which is one of its most useful and most agreeable characteristics. Simple as the furniture was, it was set off by so many little adornments, of no value but for their taste and fancy, that its effect was delightful. The disposition of everything in the rooms, from the largest object to the least; the arrangement of colours, the elegant variety and contrast obtained by thrift in trifles, by delicate hands, clear eyes, and good sense; were at once so pleasant in themselves, and so expressive of their originator, that, as Mr. Lorry stood looking about him, the very chairs and tables seemed to ask him, with something of that peculiar expression which he knew so well by this time, whether he approved?","Aunque nada aprendió la hija del doctor en su patria de origen, es lo cierto que ésta la inició en aquella habilidad rara que consiste en hacer mucho con medios escasos, lo que constituía una de sus características más preciosas y agradables. Modesto y sencillo era el mobiliario de las habitaciones de la casa, y esto no obstante, algunas chucherías, que no tenían más valor real que el gusto exquisito con que estaban colocadas, daban a aquéllas un efecto delicioso. La disposición de cuanto en la casa había, comenzando por el mueble más grande y acabando por el objeto más insignificante, la combinación de colores, y el contraste obtenido merced a nonadas por manos delicadas, ojos de mirada clara y sentidos de gusto irreprochable, ofrecían un conjunto tan agradable en sí y retrataban tan gráficamente a su autora, que no parecía sino que con mudo pero elocuente lenguaje preguntaban al señor Lorry, mientras extasiado los contemplaba, si merecían su aprobación.","Doktor'un kızı doğduğu ülke hakkında hiçbir şey bilmese de, eldeki az olanakla çok şey yapma becerisini doğuştan edinmişe benziyordu ve bu da bu ülkenin en yararlı ve hoş özelliklerinden biriydi. Mobilyalar sadeydi ama etrafta pek çok süs eşyası vardı; değerli eşyalar değillerdi bunlar, ama yansıttıkları zevk ve zarafet hoş bir etki bırakıyordu. En büyüğünden en küçüğüne odalardaki eşyaların düzenlenmesi; renklerin uyumu, ufak tefek eşyaların zarif çeşitliliği ve oluşturdukları kontrast, duyarlı elleri, zevk sahibi gözleri ve ince bir beğeniyi ortaya koyuyordu; böylece hepsi hem çok hoş görünüyor hem de bunları bir araya getiren kişiyi yansıtıyordu; öyle ki mr Lorry dikilmiş etrafa bakarken, bütün o masa ve sandalyeler dile gelmiş, adamın artık alışmış olduğu kendilerine has ifadeleriyle ona kendilerini beğenip beğenmediğini soruyorlardı sanki.","Tuy ái nữ của ông bác sĩ không hề biết gì về đất nước sinh quán của mình, cô dường như bẩm sinh đã thừa hưởng từ quê cha khả năng biết thích ứng tối đa trong điều kiện tối thiểu - một trong những đặc tính hữu ích và hay nhất của người Pháp. Đồ đạc trong nhà dẫu đơn sơ nhưng được bù đắp bằng nhiều thứ trang trí nho nhỏ không có giá trị nhưng tao nhã và đẹp mắt nên rất thú vị. Cách bài trí mọi thứ trong các phòng, từ vật lớn nhất cho tới nhỏ nhất; cách phối hợp màu sắc, vẻ tương phản và đa dạng tinh tế nhờ biết tận dụng những món rẻ tiền, nhờ bàn tay khéo léo, con mắt tinh tường, và óc thẩm mỹ nên vừa thu hút cái nhìn vừa bộc lộ được con người đã sáng tạo ra khung cảnh này tới mức, khi ông Lorry nhìn quanh, tưởng chừng như cả cái bàn, cái ghế cũng đang thầm hỏi với cùng một biểu hiện đặc biệt giống những nếp nhăn trên vầng trán Lucie mà tới bây giờ ông đã quá quen thuộc: Ông có hài lòng không?"
"“It wasn’t ending it, I suppose? I say, when you began it, it was hard enough; not that I have any fault to find with Doctor Manette, except that he is not worthy of such a daughter, which is no imputation on him, for it was not to be expected that anybody should be, under any circumstances. But it really is doubly and trebly hard to have crowds and multitudes of people turning up after him (I could have forgiven him), to take Ladybird’s affections away from me.”","—Supongo que no pretenderá usted decir que eso fué darle fin... Repito que cuando dió principio al desfile, resultaba ya éste bastante desagradable. Y cuenta que no es mi intención decir que tenga la culpa el doctor Manette, en quien no veo más falta que la de no ser digno de tener una hija como la que tiene, y ésa no le es imputable, toda vez que en el mundo no existe persona que sea digno de serlo. Al padre quizá habría yo podido perdonarle, pero confiese usted que es horriblemente doloroso ver a todas horas turbas y enjambres de personas que se mueven al rededor del padre y me roban el afecto de la hija.","""Bu bir son değildi herhalde, öyle değil mi? Yani diyorum ki, bu işe başladığınızda işiniz yeterince zordu; Doktor Manette'i bulmanıza bir şey demiyorum tabii, ama böyle bir kız evlada da hiç layık değil bence, gene de suçlamıyorum onu, zira bu şartlar altında kimsenin suçlu olması beklenemez. Fakat insanların böyle akın akın Doktor'a gelip (bunun için bağışlayabilirdim onu) yavru kuşumun sevgisini benden çalmaya çalışmaları dayanılır şey değil.","− Thì nó chưa kết thúc đâu, ý ông vậy chứ gì? Tôi nói này, khi ông gây ra chuyện là đã đủ khổ rồi; không phải là tôi trách móc gì bác sĩ Manette, chỉ có điều là ông ấy không xứng đáng có cô con gái như vậy, chuyện này cũng không phải lỗi của ông ấy, vì trong hoàn cảnh này làm sao mà biết được ai có xứng đáng không. Nhưng thật là khổ gấp hai, gấp ba lần khi đoàn đoàn lớp lớp con người cứ kéo tới gặp bác sĩ; ờ, ông ấy thì tôi bỏ qua cũng được; chỉ để cốt để chiếm đoạt mất cô chủ tôi cưng."
"Notwithstanding Miss Pross’s denial of her own imagination, there was a perception of the pain of being monotonously haunted by one sad idea, in her repetition of the phrase, walking up and down, which testified to her possessing such a thing.","Había negado la señorita Pross que tenía imaginación, pero daba un mentís a su afirmación la evidencia de que la perseguía una idea triste, evidencia puesta de relieve por la repetición de la frase «arriba y abajo», pues no cabía dudar que se trataba de una idea fija.","Miss Pross her ne kadar hayal etme becerisinin olmadığını söylediyse de, ""bir aşağı bir yukarı"" sözcüklerini tekrarlayıp durması onun belli bir kederli düşünceye biteviye eşlik eden bir ıstırap içinde olduğunu ortaya koyuyordu ve bu da, aslında hayal gücüne sahip olduğunu gösteriyordu.","Bất kể chị Pross phủ nhận trí tưởng tượng của mình, cái cảm nhận về nỗi khổ của kẻ bị giày vò khôn nguôi bởi một chuyện đau buồn đã bộc lộ trong cách chị ta lặp lại cụm từ “đi tới đi lui” và chứng tỏ chị ta đâu phải không biết tưởng tượng."
"“I have been there, as you remember,” said Darnay, with a smile, though reddening a little angrily, “in another character, and not in a character that gives facilities for seeing much of it. They told me a curious thing when I was there.”","—Yo he estado en ella, según recuerda usted—repuso Darnay con sonrisa un poquito forzada,—pero no como turista ni en condiciones de ver gran cosa de ella. Una historieta me refirieron durante mi estancia que llamó poderosamente mi atención.","""Ben gitmiştim, hatırlarsınız,"" dedi Darnay gülümseyerek ama öfkeden bir parça kızarmıştı aynı zamanda, ""başka bir kimlikle ve etrafı fazla görme olanağımın olmadığı bir konumda. Oradayken garip bir şey anlatmışlardı bana.","− Cháu đây đã tới đó rồi, như bác sĩ đã biết, - Darnay vừa nói vừa mỉm cười, tuy mặt hơi đỏ lên thoáng chút bực tức khi nhớ chuyện cũ, cháu đã ở lâu hơn dù không được đi hết mọi chỗ. Lúc ở đó cháu có nghe người ta kể một chuyện kỳ lạ."
"“I don’t know, Mr. Darnay; I told you it was a foolish fancy, but you asked for it. When I have yielded myself to it, I have been alone, and then I have imagined them the footsteps of the people who are to come into my life, and my father’s.”","—No sé qué contestar a usted, señor Darnay. Principié por decir que era una extravagancia, una tontería mía, pero la culpa de que yo la dijera fué de usted, que me preguntó. Cuando esa idea ha producido impresión en mí, siempre me he encontrado sola, y quizá esta circunstancia haya engendrado en mí la creencia de que los ecos repetían el rumor de pasos de las personas que han de ejercer influencia en mi vida o en la de mi padre.","""Bilmiyorum mr Darnay; bunun aptalca bir hayal olduğunu söylemiştim ama öğrenmeyi siz istediniz. Kendimi bu hayale kaptırdığımda yalnızdım hep, sonra bu ayak seslerinin benim ve babamın hayatına girecek olan insanların ayak sesleri olduğunu düşledim.","Em không biết, anh Darnay; em đã nói đó chỉ là tưởng tượng ngớ ngẩn, nhưng anh hỏi thì em kể. Khi em buông thả theo tưởng tượng đó, em chỉ có một mình, nhưng rồi em tưởng như đó là tiếng chân của những người sẽ bước vào cuộc đời em, cuộc đời cha em."
"The sunset struck so brilliantly into the travelling carriage when it gained the hill-top, that its occupant was steeped in crimson. “It will die out,” said Monsieur the Marquis, glancing at his hands, “directly.”","Los rayos tangentes del astro rey penetraban en el coche de viaje del señor Marqués envolviendo a éste en nimbos de luz rojiza. —Pronto se pondrá—exclamó el señor Marqués, contemplando con disgusto sus manos.","Araba yokuşun tepesine yaklaşırken akşam güneşi arabanın içine öyle güçlü bir şekilde vurdu ki, içindeki yolcu kıpkırmızı kesildi. ""Batmasına az kaldı,"" dedi Mösyö Marki ellerine bakarak, ""çok az.",Ánh tà dương rọi vào cỗ xe lữ hành khi nó lăn bánh lên đỉnh đồi chói chang đến độ nhuộm đỏ rực người trong xe. Ngài Hầu tước liếc nhìn hai bàn tay mình rồi thốt lên: − Rồi sẽ tắt nắng ngay thôi.
"Monsieur Gabelle was the Postmaster, and some other taxing functionary united; he had come out with great obsequiousness to assist at this examination, and had held the examined by the drapery of his arm in an official manner.","Era el señor Gambelle jefe de postas y de otros servicios, y al desarrollarse la escena que estamos reseñando, en su deseo de contribuir al buen éxito de la declaración, había agarrado por un brazo al declarante.",Mösyö Gabelle posta müdürüydü ve bazı vergi işleriyle de ilgilenirdi; sorgulamaya yardımcı olmak için büyük bir yalakalıkla koşup gelmişti hemen ve resmî bir tavırla sorgulanan adamın kolunun yenine yapışmıştı.,"Hừ! Tống cổ nó đi, ông Gabelle! Ông Gabelle là cai đội của dịch trạm kiêm luôn việc thu vài thứ thuế khác; hắn từ nãy đã xun xoe đi ra phụ giúp chuyện tra hỏi, và đã ra vẻ quan trọng tóm lấy tay áo kẻ bị chất vấn."
"Now, from the days when it was always summer in Eden, to these days when it is mostly winter in fallen latitudes, the world of a man has invariably gone one way—Charles Darnay’s way—the way of the love of a woman.","Desde los remotos tiempos en que la humanidad disfrutaba de un verano perpetuo, hasta los que hoy padecemos, en los cuales hemos de conformarnos con un invierno no menos perpetuo, el mundo ha seguido invariablemente el mismo derrotero; el derrotero de Carlos Darnay... el derrotero del amor a la mujer.","Dünya üzerindeki erkekler, cennette hep yaz mevsiminin yaşandığı günlerden, günümüzün günahkâr diyarlarındaki kış günlerine kadar daima aynı yolda –Charles Darnay'in yolunda– bir kadının aşkına uzanan yolda ilerlemişlerdir.","Và thế, từ những ngày luôn là mùa hè trong vườn Địa đàng cho đến khi chuyển thành mùa đông của trần gian sa ngã, thế giới của trang nam tử ấy chỉ đi theo một đường chuyên chú, đường của Charles Darnay - đường đến trái tim một người phụ nữ."
"“You anticipate what I would say, though you cannot know how earnestly I say it, how earnestly I feel it, without knowing my secret heart, and the hopes and fears and anxieties with which it has long been laden. Dear Doctor Manette, I love your daughter fondly, dearly, disinterestedly, devotedly. If ever there were love in the world, I love her. You have loved yourself; let your old love speak for me!”","—Adivina usted lo que voy a decir, bien que es imposible que adivine con cuánto fervor lo digo y con cuánto fervor lo siento, pues para ello sería preciso que penetraran sus miradas hasta el fondo más íntimo de mi alma, para ver allí las esperanzas y temores, los anhelos y ansiedades que la abruman bajo su peso. Mi querido doctor Manette, amo a su hija con amor entrañable, inmenso, desinteresado, ferviente; la amo como muy pocos han amado en el mundo. Usted ha amado también, doctor: ¡hable por mí el amor que en otros tiempos apresuró los latidos de su corazón!","""Bunları ne kadar içtenlikle söylediğimi, hislerimin ne kadar içten olduğunu, kalbimdeki gizi ve bu kalpten taşan ümitleri, korkuları ve heyecanları bilmeseniz de söyleyeceklerimi tahmin edebilirsiniz. Sevgili Doktor Manette, kızınızı tüm kalbimle, içtenlikle, hiçbir karşılık beklemeden ve büyük bir bağlılıkla seviyorum. Eğer dünyada aşk varsa, bu benim kızınıza duyduğum histir. Siz de sevmişsiniz bir zamanlar; izin verin yaşadığınız aşk hislerime tercüman olsun!","− Bác hẳn đã biết trước điều cháu sẽ nói, dù bác không thể biết cháu sẽ nói nghiêm túc ra sao, cháu cảm xúc chân thành ra sao, nếu không hiểu được nỗi lòng thầm kín của cháu, hiểu được bao hy vọng, sợ hãi và lo lắng nặng trĩu bấy lâu. Thưa bác sĩ Manette, cháu yêu con gái bác say đắm, thiết tha, hết lòng, vô vị lợi. Nếu trên đời này có tình yêu thì đó là tình cháu yêu nàng."
"“Dear Doctor Manette, always knowing this, always seeing her and you with this hallowed light about you, I have forborne, and forborne, as long as it was in the nature of man to do it. I have felt, and do even now feel, that to bring my love—even mine—between you, is to touch your history with something not quite so good as itself. But I love her. Heaven is my witness that I love her!”","—Y sabiéndolo, doctor Manette, convencido de que interponer entre ustedes un amor... mi amor, equivale a introducir en su cielo algo que es menos sublime que éste, he procurado imponer silencio a mi corazón, me he resistido hasta el último límite. ¡No puedo más!... ¡La amo!... ¡El Cielo me es testigo de que la amo!","""Sevgili Doktor Manette, bu durumu bildiğimden, daima kızınızın ve sizin üzerinizdeki bu kutsal ışığı gördüğümden, insanın kendini tutabileceği ölçülerde tuttum kendimi hep. Ona olan sevgimle –benim sevgimle bile– aranıza girersem, sizin yaşadıklarınıza onlar kadar iyi olmayan bir şey katacağımı hissettim, hâlâ da hissediyorum. Ama onu seviyorum. Tanrı şahidimdir ki seviyorum!","− Thưa bác sĩ Manette, vì luôn biết điều ấy, vì luôn gặp hai cha con bên nhau trong hào quang tình phụ tử ấy, cháu đã cố kềm lòng, và kềm lòng đến tận cùng sức lực con người. Cháu đã cảm thấy, thậm chí lúc này cũng đang cảm thấy, rằng nếu để cho tình yêu của cháu... ngay cả tình yêu của cháu,... chen giữa hai cha con thì chẳng khác nào đã làm hoen ố tình phụ tử ấy bằng một tình cảm khác thấp kém hơn. Nhưng cháu yêu cô ấy. Có cao xanh chứng giám là cháu yêu cô ấy! −"
"“I well understand that, without you, I could have no hope. I well understand that, even if Miss Manette held me at this moment in her innocent heart—do not think I have the presumption to assume so much—I could retain no place in it against her love for her father.”","—Bien convencido estoy de que, sin usted, nada puedo esperar: bien convencido estoy de que, aun cuando Lucía me amara como yo la amo... y no crea usted que mi presunción llegue a suponer semejante cosa, de nada me serviría, si mi amor fuese incompatible con el que debe a su padre.","""Şunu çok iyi anladım ki, siz olmazsanız hiç ümit yok. Anladığım bir şey daha varsa, Miss Manette o masum kalbinde bana şu anda yer verse bile –ama böyle bir şey iddia ettiğimi sanmayın sakın– babasına duyduğu sevginin karşısında fazla tutunamam.","Cháu biết rõ là nếu không có bác thì cháu chẳng có hy vọng gì. Cháu hiểu rõ là cho dù ngay lúc này đã có hình bóng cháu trong trái tim thơ ngây của tiểu thư Manette, xin bác đừng nghĩ là cháu tự phụ khi giả sử như vậy, thì cháu cũng không có ý nghĩa gì nếu như cha nàng không chấp thuận."
"Sydney had been working double tides that night, and the night before, and the night before that, and a good many nights in succession, making a grand clearance among Mr. Stryver’s papers before the setting in of the long vacation. The clearance was effected at last; the Stryver arrears were handsomely fetched up; everything was got rid of until November should come with its fogs atmospheric, and fogs legal, and bring grist to the mill again.","Desde algunas noches antes, Sydney trabajaba con ardor a fin de disminuir y acabar con el monte de papeles que esperaban turno en la mesa de trabajo antes de salir de vacaciones. Todos quedaron al día; ya no había que hacer otra cosa que esperar la llegada del mes de noviembre, pródigo en nieblas atmosféricas y en nieblas legales.","Sydney o gece fazla mesai yapmıştı, ondan önceki gece ve ondan önceki gece ve biribirini izleyen daha birçok gece oturmuş, mr Stryver'ın uzun bir tatile çıkmadan evvel düzenlenip ayıklanması gereken evraklarıyla uğraşmıştı. Nihayet düzenleme işi bitmiş, Stryver'ın borçları temizlenmiş, ellerindeki bütün işlerden kurtulmuşlardı, ta ki hem gerçek hem de yasal anlamdaki sis kasım ayında ortalığı sarıp değirmen dönmeye başlayana kadar.","Sydney đêm nay đã làm việc gấp đôi, và đêm qua lẫn đêm trước nữa, liên tiếp nhiều đêm liền để thu xếp cho kỳ hết giấy tờ của Stryver trước khi bắt đầu kỳ nghỉ dài. Cuối cùng mọi thứ cũng xong xuôi; những việc tồn đọng của Stryver đã được giải quyết đâu vào đấy; không còn vướng bận gì nữa cho tới lúc tháng Mười một về cùng trời đất mịt mù, pháp luật mù mịt, tất cả đều xuôi chèo mát mái."
"The barrister was keen enough to divine that the banker would not have gone so far in his expression of opinion on any less solid ground than moral certainty. Unprepared as he was for the large pill he had to swallow, he got it down. “And now,” said Mr. Stryver, shaking his forensic forefinger at the Temple in general, when it was down, “my way out of this, is, to put you all in the wrong.”","Sobrábale penetración para comprender que el banquero no hubiera exteriorizado con la claridad que lo hizo sus opiniones sobre el particular de no haber contado en su apoyo un fundamento tan sólido, que equivalía a una certeza moral. Lejos estaba de pensar, cuando entró en el Banco, que le esperase una píldora tan amarga; pero no tuvo más remedio que tragársela. —Te has puesto en situación poco airosa, Stryver—se decía a sí mismo;—has hecho el ridículo... ¡Aquí de tu talento forense para salir bien del paso!","Bankacının, keskin sezgilerinin yanı sıra, elinde sağlam dayanakları olmadan, düşüncelerini bu derece ifade edemeyeceğini bilecek kadar zeki bir adamdı avukat. Yutması gereken büyük hapa hazırlıksız yakalanmış ve yutmuştu bunu. ""Artık,"" dedi mr Stryver Temple Bar'da, parmağını mahkemedeymiş gibi ortalığa sallayarak, ""bu işi halletmenin tek yolu, senin yanıldığını göstermek.","Tay luật sư này thừa tinh khôn để hiểu rằng ông già trong nhà băng sẽ không đời nào bộc lộ tới mức đó nếu như không có cơ sở vững chắc để tin vào điều mình nói. Những lời không mong đợi ấy đúng là viên thuốc đắng quá lớn mà anh ta phải nuốt, và đã ráng nuốt. Khi đã nuốt xong, Stryver vung vẩy ngón tay trỏ như đang cãi trước tòa với cả khu Temple Bar này và dọa thầm trong bụng: “Còn bây giờ, cách thoát khỏi chuyện này là chứng minh các người đều sai hết.”"
"“I assure you,” returned Mr. Stryver, in the friendliest way, “that I am sorry for it on your account, and sorry for it on the poor father’s account. I know this must always be a sore subject with the family; let us say no more about it.”","—Crea usted que lo lamento muy de veras por usted—contestó Stryver con calma perfecta,—y no menos de veras por el pobre padre. Es un incidente que la familia recordará siempre con dolor, y que... Pero no hablemos de ello.","""İnanın,"" diye karşılık verdi mr Stryver, en dostane haliyle, ""sizin adınıza üzüldüm, zavallı babası adına da. Meselenin bu aile için daima üzücü bir durum olacağını biliyorum; bu konuyu kapatalım en iyisi.","− Cam đoan với ông, - Stryver đáp, giọng thân thiện, - tôi lấy làm tiếc cho ông và tiếc cho cả người cha tội nghiệp kia. Tôi hiểu chuyện này phải khiến gia đình ấy khó xử lắm; chúng ta đừng nói tới chuyện này nữa."
"“No it doesn’t; I assure you it doesn’t. Having supposed that there was sense where there is no sense, and a laudable ambition where there is not a laudable ambition, I am well out of my mistake, and no harm is done. Young women have committed similar follies often before, and have repented them in poverty and obscurity often before. In an unselfish aspect, I am sorry that the thing is dropped, because it would have been a bad thing for me in a worldly point of view; in a selfish aspect, I am glad that the thing has dropped, because it would have been a bad thing for me in a worldly point of view—it is hardly necessary to say I could have gained nothing by it. There is no harm at all done. I have not proposed to the young lady, and, between ourselves, I am by no means certain, on reflection, that I ever should have committed myself to that extent. Mr. Lorry, you cannot control the mincing vanities and giddinesses of empty-headed girls; you must not expect to do it, or you will always be disappointed. Now, pray say no more about it. I tell you, I regret it on account of others, but I am satisfied on my own account. And I am really very much obliged to you for allowing me to sound you, and for giving me your advice; you know the young lady better than I do; you were right, it never would have done.”","—Repito que no importa. Creí ver sentido común y ambición laudable donde no existe lo uno ni lo otro. Me engañé, quedo curado de mi error, y asunto concluído. Por fortuna, mi error es de los que no acarrean perjuicios a quien fué de él víctima. Son muchas las damiselas que han cometido locuras semejantes, de las cuales han venido a arrepentirse cuando no era ya tiempo, cuando se han visto sumidas en la ruina y en la miseria... ¡Pobrecillas!... ¡No las culpo! ¡A fe que son dignas de compasión! ¡Es tan irreflexiva la juventud!... Visto lo ocurrido desde un punto de vista puro de todo egoísmo, lo siento, porque para ella hubiera sido un buen negocio, y si lo estudio a través del prisma de mi egoísmo, no puedo menos de celebrar un fracaso que me evita hacer un negocio desastroso. Comprenderá usted, sin que yo se lo diga, que yo, lejos de salir ganando, perdía, y no poco. Por supuesto, hasta ahora ningún daño me ha hecho. No he ofrecido mi mano a esa señorita, y aquí para nosotros, hablando con franqueza, nunca pensé en hacer semejante ofrecimiento. Siga mi consejo, señor Lorry: no intente usted nunca luchar contra las frivolidades y locuras de esas cabecitas casquivanas si no quiere cosechar desencantos a granel... ¡No... hágame el favor! Dejemos esta conversación. Repito que lamento lo ocurrido por los demás pero que me alegro por lo que a mí toca. Nunca agradeceré a usted bastante el consejo que me dió. Conoce usted a esa señorita mucho mejor que yo... Tenía usted razón... Se me ocurrió cometer un desatino aunque seguramente no habría llegado a cometerlo.","""Yok, mühim değil; inanın değil. Mantığın olmadığı yerde mantık, hevesin olmadığı yerde övgüye değer bir heves olduğunu sanarak yanıldım ama olsun, sorun değiL Daha önce tanıdığım başka genç hanımlar da böyle budalalıklar yapmıştı, sonra da sefalet ve yokluk içinde pişman olmuşlardı. Bencil olmadan düşünecek olursam olmamasına üzüldüm, zira maddi açıdan benim için kötü olacaktı; bencilce bakacak olursam gene maddi açıdan benim için kötü olacaktı –benim hiçbir kazancım olmayacaktı bu işten. Hiçbir kaybım yok yani. Genç hanıma hiçbir teklifte bulunmadım, aramızda kalsın, düşününce, o noktaya vardırmanın iyi bir karar olduğundan da emin değilim zaten. mr Lorry, boş kafalı kızların nazenin kibirlerine ve hoppalıklarına hâkim olamazsınız; böyle bir beklentisi olmamalı insanın, yoksa hep hayal kırıklığına uğrarsınız. Şimdi lütfen bu konuda daha fazla konuşmayalım. Söylediğim gibi, onlar adına üzüldüm ama kendi adıma memnunum. Size beni dinlediğiniz ve bana tavsiyelerde bulunduğunuz için minnettarım; genç hanımı benden daha iyi tanıyorsunuz ne de olsa; haklıydınız, bu iş olmazdı.","− Không hề; tôi cam đoan với ông là không hề. Sau khi lầm tưởng có lý trí ở chỗ không hề có lý trí, và lầm tưởng có khát vọng cao cả ở chỗ không có khát vọng cao cả, tôi đã nhận ra mình sai lầm, và không bị thiệt hại gì. Các cô nương trước giờ cũng thường phạm phải những điều dại dột tương tự, và cũng thường hối tiếc khi lâm vào cảnh nghèo khó, tăm tối. Vì người mà nói, tôi tiếc là chuyện này không thành, bởi vì nếu mà thành thì đúng là rủi ro cho tôi, xét theo quan điểm lợi lộc vật chất; còn vì mình mà nói, tôi mừng là chuyện này không thành, bởi vì nếu mà thành thì cũng đúng là rủi ro cho tôi, xét theo quan điểm lợi lộc vật chất... không cần nói cũng biết là tôi chẳng được gì. Chưa có thiệt hại nào xảy ra. Tôi chưa cầu hôn tiểu thư ấy, và nói riêng giữa tôi với ông thôi, giờ nghĩ lại tôi thậm chí còn không chắc là mình có cần lấy vợ tới mức đó không. Ông Lorry, ông đâu có kiểm soát được những chuyện phù phiếm đỏng đảnh bất nhất của những cô gái đầu óc rỗng tuếch; ông đừng có mơ tới chuyện đó nếu không muốn thất vọng. Bây giờ xin đừng nói gì về chuyện đó nữa. Tôi đã nói rồi, tôi tiếc cho họ nhưng mừng cho mình. Và tôi rất biết ơn ông đã cho phép tôi hỏi ý và đã khuyên can tôi; ông hiểu rõ tiểu thư đó hơn tôi; ông nói đúng, chuyện hôn nhân này sẽ không bao giờ xảy ra."
"“Entreat me to believe it no more, Miss Manette. I have proved myself, and I know better. I distress you; I draw fast to an end. Will you let me believe, when I recall this day, that the last confidence of my life was reposed in your pure and innocent breast, and that it lies there alone, and will be shared by no one?”","—La engaña su excelente corazón, señorita Lucía. Créame usted: me he puesto a prueba, y el resultado ha sido deplorable: soy incapaz de redención. Sé que estoy apenando a usted, y voy a terminar. He depositado en un corazón puro e inocente el secreto más dulce de mi vida. Cuando el recuerdo de este día brote en mi memoria, ¿me será permitido abrigar la consoladora creencia de que ese corazón lo ha recogido y lo conserva, resuelto a no confiarlo a ningún otro?","""Buna artık inanmamamı söyleyin lütfen Miss Manette! Ne olduğum ortada benim, kendimi iyi biliyorum. Sizi üzerim; kötü bir yolda hızla ilerliyorum. Şimdi dediklerime dönersek, hayatımın bu son sırrını saf ve masum kalbinizde saklı tutmanızı ve bunu kimselere açmamanızı rica edebilir miyim acaba sizden?","Xin đừng mong tôi phải tin điều đó, tiểu thư Manette. Tôi hiểu rõ mình hơn ai hết. Tôi đã khiến cô lo lắng nên tôi sẽ kết thúc nhanh câu chuyện này. Chỉ mong cô cho phép tôi tin rằng sau này, khi nhớ lại hôm nay, tâm sự cuối cùng tôi đã phó thác cho tâm hồn ngây thơ trong trắng của cô vẫn được giữ kín, không ai khác hay biết, được chăng? −"
"“Be under no apprehension, Miss Manette, of my ever resuming this conversation by so much as a passing word. I will never refer to it again. If I were dead, that could not be surer than it is henceforth. In the hour of my death, I shall hold sacred the one good remembrance—and shall thank and bless you for it—that my last avowal of myself was made to you, and that my name, and faults, and miseries were gently carried in your heart. May it otherwise be light and happy!”","—Cuente usted, señorita Lucía, con que jamás haré referencia a la conversación que acabamos de sostener. Si cayera muerto en este instante, el secreto no quedaría, por lo que a mí toca, mejor guardado. Un corazón puro, un corazón inocente es el arca santa donde desde hoy quedan guardados mi nombre, mis extravíos, mis miserias, mi confesión postrera... ¡Ah!","""Sakın endişelenmeyin Miss Manette, bu konuyu bir daha açmayacağım. Bu mesele burada kapandı. Ölmüş farz edin beni. Bilin ki, ölüm döşeğimde, bu kutsal anı hatırlayacağım –ve bunun için size hep minnet duyacağım– zira hayatımın son itirafını size yapmış olacağım ve siz de adımı, hatalarımı ve acılarımı kalbinizde taşıyor olacaksınız. Bunun haricinde umarım hep ferah ve mutlu olur yüreğiniz!","− Xin đừng ngại, tiểu thư Manette, tôi sẽ không bao giờ nói lại chuyện này nữa, dù chỉ một lời. Tôi sẽ không nhắc lại nữa đâu, từ nay về sau. Lời hứa này còn chắc chắn hơn cả cái chết của tôi. Tôi sẽ mang theo kỷ niệm thiêng liêng này lúc lìa đời... và sẽ mang ơn cô, sẽ cầu phúc cho cô... người có trái tim dịu dàng đã đón nhận lời tự thú cuối cùng của tôi, đón nhận cả danh dự, lỗi lầm, và đau khổ của tôi. Mong cô luôn được hạnh phúc và thanh thản!"
