Single_ent,en_masked,es_masked,tr_masked,vi_masked
"['george petit4', 'george petit', 'georges petit']","“Yes; I don’t suppose you will object to that. [MASK] is going to collect all my best pictures for a special exhibition in the Rue de Sèze, which will open the first week in October. The portrait will only be away a month. I should think you could easily spare it for that time. In fact, you are sure to be out of town. And if you keep it always behind a screen, you can’t care much about it.”","—Sí; espero que no te opongas. [MASK] va a reunir mis mejores obras para una exposición personal en la rue de Séze que se inaugurará la primera semana de octubre. El retrato sólo estará fuera un mes. Creo que podrás pasarte sin él ese tiempo. De hecho es seguro que no estarás en Londres. Y si lo tienes detrás de un biombo, quiere decir que no te importa demasiado.","“Evet. Buna karşı çıkacağını sanmıyorum. [MASK] en iyi resimlerimi toparlayıp Sèze Sokağı’nda özel bir sergi açacak, ekimin ilk haftasında. Portreden topu topu bir ay uzak kalacaksın. Sanırım buna kolaylıkla katlanabilirsin. Hatta Londra’dan uzakta bile olabilirsin o sırada. Zaten hep paravan ardında tutuyorsan pek beğenmiyorsun demektir.","“Vâng; tôi không nghĩ là anh sẽ phản đối việc ấy. [MASK] sắp thu thập mọi bức tranh đẹp nhất của tôi cho một triển lãm đặc biệt ở Rue de Sèze, sẽ khai mạc vào tuần đầu tháng Mười. Bức chân dung sẽ chỉ phải đi xa một tháng. Tôi cho là cậu có thể dễ dàng nhường nó lại trong thời gian ấy. Trên thực tế, cậu chắc chắn sẽ ra ngoài thành phố. Và nếu cậu luôn giữ nó sau một tấm chắn thì cậu cũng không thể quan tâm lắm đến nó.”"
['hallward'],"“Pleasanter for you, I am afraid,” murmured [MASK] regretfully. “And now good-bye. I am sorry you won’t let me look at the picture once again. But that can’t be helped. I quite understand what you feel about it.”","—Placentero para ti, mucho me temo —murmuró [MASK], pesaroso—. Y ahora, adiós. Siento que no me dejes ver el cuadro una vez más. Pero qué se le va a hacer. Entiendo perfectamente tus sentimientos.","[MASK] üzgün üzgün, “Korkarım yalnızca senin için öyle olur,” diye mırıldandı. “Şimdi artık, hoşça kal. Şu resme bir kerecik daha bakmama izin vermediğin için üzgünüm, ama elden ne gelir? Senin bu konudaki duygularını çok iyi anlıyorum.","“Vui hơn với cậu, tôi e là vậy,” [MASK] lẩm bẩm, tiếc nuối. “Giờ thì tạm biệt. Tôi rất lấy làm tiếc là cậu không cho tôi nhìn bức tranh một lần nữa. Nhưng biết làm sao. Tôi thấu hiểu những gì cậu cảm thấy ở nó.”"
['dorian'],"As the door closed, [MASK] put the key in his pocket and looked round the room. His eye fell on a large, purple satin coverlet heavily embroidered with gold, a splendid piece of late seventeenth-century Venetian work that his grandfather had found in a convent near Bologna. Yes, that would serve to wrap the dreadful thing in. It had perhaps served often as a pall for the dead. Now it was to hide something that had a corruption of its own, worse than the corruption of death itself—something that would breed horrors and yet would never die. What the worm was to the corpse, his sins would be to the painted image on the canvas. They would mar its beauty and eat away its grace. They would defile it and make it shameful. And yet the thing would still live on. It would be always alive.","Al cerrarse la puerta, [MASK] se guardó la llave en el bolsillo y recorrió la biblioteca con la mirada. Sus ojos se detuvieron en un amplio cubrecama de satén morado con bordados en oro que su abuelo había encontrado en un convento próximo a Bolonia. Sí; serviría para envolver el horrible lienzo. Quizás se había utilizado más de una vez como mortaja. Ahora tendría que ocultar algo con una corrupción peculiar, peor que la de los muertos: algo que engendraría horrores sin por ello morir nunca. Lo que los gusanos eran para el cadáver, serían sus pecados para la imagen pintada en el lienzo, destruyendo su apostura y devorando su gracia. Lo mancharían, convirtiéndolo en algo vergonzoso. Y sin embargo aquella cosa seguiría viva, viviría siempre.","Kapı kapanınca [MASK] anahtarı cebine atarak dört bir yanına bakındı. Ağır sırma işlemeli, geniş, mor satenden bir örtü gözüne ilişti. On yedinci yüzyılın sonlarından kalma şahane bir Venedik işlemesi olan bu örtüyü dedesi Bologna dolaylarındaki bir manastırda bulmuştu. Evet, o ürkünç şeyin üstüne örtmeye uygundu. Belki de genellikle cenaze üstüne örtülmek için kullanılmıştı. Şimdi de içinde kendince bir çürümeyi taşıyan bir şeyi gizlemeye yarayacaktı; ölüm çürümesinden daha beter bir çürümeyi taşıyan, durmadan ürküler doğurduğu halde bir türlü ölmeyen bir şey. Solucan ve kurtlar yerdeki ölü için neyse, [MASK]’ın günahları da tuval üstündeki boyalı imge için aynı şey olacaktı. Günahlar bu imgenin güzelliğini bozacak, inceliğini kemirecekti. Kirleteceklerdi bu imgeyi, edepsiz bir şeye dönüştüreceklerdi. Ama portre hâlâ yaşamını sürdürecekti. Her zaman canlı kalacaktı.","Lúc cửa đóng, [MASK] nhét chìa khóa vào túi, nhìn quanh phòng. Mắt cậu để ý thấy một cái khăn phủ giường lớn bằng xa-tanh tía, thêu đặc vàng, một tác phẩm lộng lẫy của Venice thời cuối thế kỷ mười bảy mà ông ngoại cậu đã tìm thấy trong một nữ tu viện gần Bologna. Đúng, nó sẽ được dùng để bọc cái thứ khủng khiếp ấy lại. Nó không chừng từng được dùng thường xuyên như một tấm vải phủ áo quan cho người chết. Giờ thì nó che giấu một thứ gì đó có sự mục nát riêng, còn tệ hơn cả sự mục nát của bản thân cái chết — một thứ gì đó sẽ sản sinh ra các nỗi sợ song lại không bao giờ chết. Những gì mà sâu bọ làm với xác chết, cũng là những cái mà các tội lỗi của cậu sẽ làm với hình ảnh được vẽ trên tấm toan. Chúng sẽ phá vẻ đẹp của nó, ăn mất nét duyên của nó. Chúng sẽ làm ô uế nó, khiến nó xấu hổ. Tuy nhiên thứ ấy sẽ vẫn sống tiếp. Nó sẽ sống mãi."
"['hubbard', 'mr hubbard']","“I am so sorry you have given yourself the trouble of coming round, Mr. [MASK]. I shall certainly drop in and look at the frame—though I don’t go in much at present for religious art—but to-day I only want a picture carried to the top of the house for me. It is rather heavy, so I thought I would ask you to lend me a couple of your men.”","—Siento mucho que se haya tomado tantas molestias, señor [MASK]. Iré desde luego a su establecimiento para ver el marco, aunque últimamente no me interesa demasiado la pintura religiosa, pero en el día de hoy sólo se trata de subir un cuadro a lo más alto de la casa. Pesa bastante, y por eso he pensado en pedirle que me prestara a un par de hombres.","“Sizi buraya gelmek zahmetine soktuğum için üzgünüm, [MASK]. Gerçi dinsel resimlere pek merakım yoktur, ama mutlaka gelip çerçevenize bakarım. Bugün istediğimse, evin üst katına bir resim taşıtmaktan ibaret. Oldukça ağır bir şey; bu yüzden sizden iki yardımcı istemeyi düşündüm.","“Tôi rất lấy làm tiếc là ông đã phải mất công đích thân đến đây, mít-tơ [MASK]. Tôi nhất định sẽ tạt qua xem cái khung — mặc dù hiện tại thì tôi không ưa chuộng nghệ thuật tôn giáo cho lắm — nhưng hôm nay tôi chỉ cần đưa giúp tôi một bức tranh lên tầng thượng ngôi nhà. Nó khá nặng, nên tôi nghĩ tôi phải phiền ông cho mượn vài người thợ của ông.”"
"['hubbard', 'hubbar', 'mr hubbard']","“I will show you the way, Mr. [MASK], if you will kindly follow me. Or perhaps you had better go in front. I am afraid it is right at the top of the house. We will go up by the front staircase, as it is wider.”","—Le mostraré el camino, señor [MASK], si es tan amable de seguirme. O quizá sea mejor que vaya usted delante. Mucho me temo que la habitación está en lo más alto de la casa. Iremos por la escalera principal, que es más ancha.","“Ben önünüze düşeyim, [MASK]; bir zahmet beni izleyin. Ya da siz önden gidin, daha iyi. Korkarım en üst kata tırmanacağız. Ön merdivenden çıkalım, daha geniştir.","“Tôi sẽ chỉ lối cho ông, mít-tơ [MASK], nếu ông vui lòng theo tôi. Hoặc có lẽ tốt hơn là ông đi trước đi. Tôi sợ là nó ở ngay tầng cao nhất của ngôi nhà. Chúng ta sẽ đi lên bằng cầu thang phía trước, vì nó rộng hơn.”"
['dorian'],"When the sound of their footsteps had died away, [MASK] locked the door and put the key in his pocket. He felt safe now. No one would ever look upon the horrible thing. No eye but his would ever see his shame.","Cuando se perdió el ruido de sus pisadas, [MASK] cerró la puerta y se guardó la llave en el bolsillo. Ahora se sentía seguro. Nadie volvería a contemplar a aquella horrible criatura. Ninguna mirada que no fuera la suya vería su vergüenza.",Adamların ayak sesleri duyulmaz olunca [MASK] kapıyı kilitleyerek anahtarı cebine koydu. Güvenlikteydi artık. O korkunç şeye bir daha hiç kimse asla bakmayacaktı. [MASK]’ın utancını kendi gözlerinden başka göz asla görmeyecekti.,"Khi tiếng chân họ đã tắt, [MASK] khóa cửa lại, nhét chìa vào túi. Giờ đây cậu đã thấy an toàn. Không một ai còn có lúc trông thấy thứ kinh khủng ấy nữa. Không con mắt nào ngoài mắt cậu còn có lúc được nhìn nỗi hổ thẹn của cậu nữa."
"['lord henry', 'henry']","Yes: there was to be, as [MASK] had prophesied, a new Hedonism that was to recreate life and to save it from that harsh uncomely puritanism that is having, in our own day, its curious revival. It was to have its service of the intellect, certainly, yet it was never to accept any theory or system that would involve the sacrifice of any mode of passionate experience. Its aim, indeed, was to be experience itself, and not the fruits of experience, sweet or bitter as they might be. Of the asceticism that deadens the senses, as of the vulgar profligacy that dulls them, it was to know nothing. But it was to teach man to concentrate himself upon the moments of a life that is itself but a moment.","Sí; tenía que haber, como [MASK] había profetizado, un nuevo hedonismo que recreara la vida, que la salvara de ese puritanismo tosco y violento que está teniendo en nuestra época un extraño renacimiento. Un hedonismo que utilizaría sin duda los servicios de la inteligencia, pero sin aceptar teoría o sistema alguno que implicara el sacrificio de cualquier modalidad de experiencia apasionada. Su objetivo, efectivamente, era la experiencia misma y no los frutos de la experiencia, tanto dulces como amargos. Prescindiría del ascetismo que sofoca los sentidos y de la vulgar desvergüenza que los embota. Pero enseñaría al ser humano a concentrarse en los instantes singulares de una vida que no es en sí misma más que un instante.","Evet: Tıpkı [MASK]’nin tahmin ettiği gibi yeni bir hedonizm akımı gelecek ve yaşamı yeni baştan yaratacaktı; çok tuhaftır ki günümüzde yeniden hortlayan şu haşin, alımsız tutuculuktan kurtaracaktı yaşamı. Bu yeni hedonizm sırasında, düşünceden yararlanacaktı, doğallıkla. Ne var ki tutku ve heyecanlardan vazgeçilmesini gerektiren hiçbir kuram ve düzen benimsenmeyecekti. Daha doğrusu amacı doğrudan doğruya bu gibi duyuların yaşanması olacaktı, yoksa bu yaşam deneylerinin acı tatlı meyveleri değil. Duyuları donduran estetizmden de, duyuları körelten avam hovardalığından da habersiz olacaktı bu akım. İnsana, kendisi tek bir andan ibaret olan bir yaşamın anları üstünde durmayı öğretecekti.","Đúng: sẽ xuất hiện, như huân tước [MASK] tiên đoán, một Chủ nghĩa khoái lạc mới, có thể tái tạo cuộc sống, cứu cuộc sống khỏi cái chủ nghĩa đạo đức khắc nghiệt, vô duyên đang phục hưng một cách kỳ lạ trong thời đại chúng ta. Nó nhất định sẽ viện đến sự giúp đỡ của trí tuệ; tuy nhiên nó không bao giờ chấp nhận bất cứ lý thuyết hoặc hệ thống nào đòi hỏi phải hy sinh bất cứ cách thức trải nghiệm đam mê nào. Mục đích của nó, quả thật, là bản thân sự trải nghiệm, chứ không phải các thành quả của sự trải nghiệm, dẫu chúng có ngọt ngào hay cay đắng. Về cái chủ nghĩa khổ hạnh vẫn làm dịu các giác quan, cũng như về sự trác táng tầm thường vẫn làm cùn chúng thì nó không hay biết gì. Nhưng nó dạy con người tập trung hết mình vào các khoảnh khắc của một cuộc đời mà về bản chất cũng chỉ là một khoảnh khắc."
"['dorian', 'dorian gray']","Of such insolences and attempted slights he, of course, took no notice, and in the opinion of most people his frank debonair manner, his charming boyish smile, and the infinite grace of that wonderful youth that seemed never to leave him, were in themselves a sufficient answer to the calumnies, for so they termed them, that were circulated about him. It was remarked, however, that some of those who had been most intimate with him appeared, after a time, to shun him. Women who had wildly adored him, and for his sake had braved all social censure and set convention at defiance, were seen to grow pallid with shame or horror if [MASK] entered the room.","[MASK], por supuesto, no prestaba la menor atención a tales insolencias y desprecios deliberados y, en opinión de la mayoría, su naturalidad y su aire jovial, su encantadora sonrisa adolescente y la gracia infinita de la maravillosa juventud que parecía no abandonarle nunca, eran por sí solas respuesta suficiente a las calumnias, porque así las calificaba la mayoría, que circulaban acerca de él. Se señalaba, de todos modos, que algunas de las personas con las que había tenido un trato más íntimo parecían, al cabo de algún tiempo, evitarlo. Mujeres que manifestaron hacia él una adoración sin limites, que desafiaron por él la censuró de la sociedad y que prescindieron de todas las convenciones, palidecían de vergüenza y horror si [MASK] entraba en el salón donde se encontraban.","Bu gibi küstahlıkları, saygısızlıkları [MASK] umursamıyordu bile tabii. Açık yürekli, kıvrak, şen tutumları, cana yakın, çocuksu gülümseyişi ve üzerinden hiç eksilmeyen o harikulade gençliğin sonsuz tatlılığı, çoğu kimsenin gözünde onun aleyhindeki iftiraların –çünkü onlar bu söylentilere iftira diyorlardı– en yeterli yanıtıydı. Öte yandan onunla en içli dışlı olanlardan kimilerinin bir süre sonra ondan kaçındıkları da dikkati çekiyordu. Ona çılgınca vurularak onun uğruna toplumun olanca kınamasını göğüslemiş, geleneklere meydan okumuş kadınların, onun odaya girmesiyle ya utançtan ya da dehşetten sapsarı kesildikleri görülüyordu.","Đối với những sự xấc láo và khinh khỉnh cố tình như vậy thì cậu, dĩ nhiên, chẳng buồn để ý đến, và theo quan điểm của phần lớn mọi người thì thái độ phóng khoáng thẳng thắn của cậu, nụ cười trẻ thơ quyến rũ của cậu, và nét duyên vô tận của cái tuổi thanh xuân diệu kỳ dường như chẳng hề rời bỏ cậu, tự chúng đã là một câu trả lời đủ sức thuyết phục cho những lời vu khống, vì họ đã gọi chúng là vậy, vẫn lan truyền về cậu. Tuy nhiên, có thể thấy rõ là vài kẻ trong số những người từng thân thiết nhất với cậu, sau một thời gian, lại lảng tránh cậu. Những phụ nữ tôn sùng cậu điên cuồng, vì cậu mà bất chấp mọi chỉ trích của xã hội thượng lưu và thách thức mọi tục lệ, đã bị trông thấy tái mặt đi vì xấu hổ hoặc khiếp hãi nếu [MASK] vào phòng."
"['dorian', 'dorian gray']","Yet one had ancestors in literature as well as in one’s own race, nearer perhaps in type and temperament, many of them, and certainly with an influence of which one was more absolutely conscious. There were times when it appeared to [MASK] that the whole of history was merely the record of his own life, not as he had lived it in act and circumstance, but as his imagination had created it for him, as it had been in his brain and in his passions. He felt that he had known them all, those strange terrible figures that had passed across the stage of the world and made sin so marvellous and evil so full of subtlety. It seemed to him that in some mysterious way their lives had been his own.","Pero también se tienen antepasados literarios, además de los de la propia estirpe, muchos de ellos quizá más próximos por la constitución y el temperamento, y con una influencia de la que se era consciente con mucha mayor claridad. Había ocasiones en que a [MASK] le parecía que la totalidad de la historia no era más que el relato de su propia vida, no como la había vivido en sus acciones y detalles, sino como su imaginación la había creado para él, como había existido en su cerebro y en sus pasiones. Tenía la sensación de haberlas conocido a todas, a aquellas extrañas y terribles figuras que habían atravesado el gran teatro del mundo, haciendo del pecado algo tan maravilloso y del mal algo tan sutil. Le parecía que, de algún modo misterioso, sus vidas habían sido también la suya.","Öte yandan kişinin soy yolundan ataları olduğu gibi edebiyat dünyasında da ataları vardı ki, bunlar tip ve huy yönünden insana ötekilerden daha yakın oluyor, insan onların etkisini daha kesin fark ediyordu. Kimi zaman [MASK]’a insanlık tarihinin tümü onun yaşamöyküsünden ibaretmiş gibi geliyordu: durum ve eylemleriyle, yaşadığı gibi değil de imgeleminin onun için yarattığı gibi, beyninde, tutkularında canlandırdığı gibi. Dünya sahnesinden gelip geçmiş olan o değişik, müthiş kişilerin hepsini tanımış gibi geliyordu; günahı böylesine şahane, kötülüğü böylesine gizemli kılan o kişiler. Onların geçmişte yaşadıkları da –nasıl bilinmez– onun hayatıydı sanki.","Mà người ta có tổ tiên trong văn chương hệt như trong nòi giống, không chừng nhiều vị trong số các tổ tiên văn chương ấy còn gần gũi hơn về kiểu người và tính khí, và chắc chắn là có một ảnh hưởng mà ta nhận thức được hoàn hảo hơn. Có những lúc mà [MASK] thấy cả lịch sử chỉ là hồ sơ đời cậu, không như cậu sống cuộc đời ấy bằng hành động và theo tình huống, mà như óc tưởng tượng của cậu đã tạo ra nó cho cậu, như nó ở trong não bộ và trong các đam mê của cậu. Cậu cảm thấy là cậu đã quen tất cả bọn họ, những nhân vật khủng khiếp kỳ lạ đã đi ngang qua sân khấu trần gian và làm cho tội lỗi thành ra kỳ diệu làm vậy, và cái xấu thành ra đầy tinh tế làm vậy. Cậu thấy dường như theo một lối huyền bí nào đó, đời họ đã thành đời cậu."
['dorian'],"“What is it all about?” cried [MASK] in his petulant way, flinging himself down on the sofa. “I hope it is not about myself. I am tired of myself to-night. I should like to be somebody else.”","—¿De qué se trata? —exclamó [MASK], sin esconder su irritación, dejándose caer en el sofá—. Espero que no tenga nada que ver conmigo. Esta noche estoy cansado de mí mismo. Me gustaría ser otra persona.","[MASK] huysuzlanarak, “Neymiş konuşacağın?” diye sordu. “Benimle ilgili değildir, umarım. Bu gece kendi kendimden bıkmış durumdayım. Bir başkası olmak istiyorum.","“Thế nó liên quan đến chuyện gì?” [MASK] la lên, theo cái lối nóng nảy của mình, và buông mình xuống xô-pha. “Tôi mong nó không liên quan đến tôi. Tôi mệt với chính tôi đêm nay. Tôi những muốn biến thành ai đó khác."
"['dorian', 'doria']","He turned round. “What I have to say is this,” he cried. “You must give me some answer to these horrible charges that are made against you. If you tell me that they are absolutely untrue from beginning to end, I shall believe you. Deny them, [MASK], deny them! Can’t you see what I am going through? My God! don’t tell me that you are bad, and corrupt, and shameful.”","El pintor se volvió. —Lo que tengo que decir es esto —exclamó—. Has de darme alguna respuesta a las terribles acusaciones que se hacen contra ti. Si me dices que son absolutamente falsas de principio a fin, te creeré. ¡Niégalas, [MASK], hazme el favor de negarlas! ¿No ves lo mucho que estoy sufriendo? ¡Dios del cielo! No me digas que eres un malvado, un corrupto, un infame.","Ressam ona doğru döndü. “Söyleyeceğim şu: Sana yöneltilen bu iğrenç suçlamalar konusunda bana bir açıklamada bulunmalısın. Hepsinin baştan sona uydurma olduğunu söylersen inanacağım. Yalanla bunları, [MASK], hepsini yalanla! Neler çektiğimi gözün görmüyor mu? Ulu Tanrım, kötü yürekli, ahlaksız, rezil biri olduğunu söyleme bana!","Y quay lại. “Điều tôi phải nói là thế này,” y la lên. “Cậu phải cho tôi câu trả lời nào đó về những lời buộc tội khủng khiếp bị đưa ra để chống lại cậu. Nếu cậu bảo tôi rằng chúng sai tuyệt đối từ đầu đến cuối, tôi sẽ tin cậu. Phủ nhận chúng đi, [MASK], phủ nhận chúng đi! Chẳng lẽ cậu không thế thấy những gì tôi phải trải qua? Chúa ơi! Đừng bảo tôi là cậu xấu xa, đồi bại, nhục nhã.”"
"['dorian', 'doria']","“I shall come with you, [MASK], if you wish it. I see I have missed my train. That makes no matter. I can go to-morrow. But don’t ask me to read anything to-night. All I want is a plain answer to my question.”","—Subiré contigo, [MASK], si así lo deseas. Veo que ya he perdido el tren. Da lo mismo. Saldré mañana. Pero no me pidas que lea nada esta noche. Todo lo que quiero es una respuesta directa a mi pregunta.","“Gelirim, [MASK], madem istiyorsun. Zaten trenim de kaçmış bu arada. Önemli değil. Yarın giderim. Yalnız bu gece hiçbir şey okutma bana. Tek istediğim soruma açık bir yanıt.","“Tôi sẽ đi cùng cậu, [MASK], nếu cậu muốn thế. Tôi thấy tôi đã lỡ tàu. Thế cũng chẳng sao. Mai tôi có thể đi. Nhưng đừng yêu cầu tôi đọc bất cứ thứ gì đêm nay. Tất cả những gì tôi muốn chỉ là một câu trả lời thẳng thắn cho câu hỏi của tôi.”"
['dorian gray'],"“Years ago, when I was a boy,” said [MASK], crushing the flower in his hand, “you met me, flattered me, and taught me to be vain of my good looks. One day you introduced me to a friend of yours, who explained to me the wonder of youth, and you finished a portrait of me that revealed to me the wonder of beauty. In a mad moment that, even now, I don’t know whether I regret or not, I made a wish, perhaps you would call it a prayer....”","—Hace años, cuando no era más que un adolescente —dijo [MASK], aplastando la flor con la mano—, me conociste, me halagaste la vanidad y me enseñaste a sentirme orgulloso de mi belleza. Un día me presentaste a uno de tus amigos, que me explicó la maravilla de la juventud, mientras tú terminabas el retrato que me reveló el milagro de la belleza. En un momento de locura del que, incluso ahora, ignoro aún si lamento o no, formulé un deseo, aunque quizá tú lo llamaras una plegaria...","[MASK] çiçeği avucunda ezerek, “Yıllar önce, ben genç bir çocukken tanıştık,” dedi. “Sen beni pohpohladın, güzelliğimle gurur duymayı öğrettin bana. Günün birinde bir dostunla tanıştırdın; o bana gençliğin mucizesini açıkladı, senin yapıp bitirdiğin portre de güzelliğin mucizesini serdi gözlerimin önüne. Bir çılgınlık dakikasında... Gerçi şimdi bile buna pişman olup olmadığımı bilemiyorum ya... Bir dilekte bulundum, belki bir yakarı da diyebilirsin buna...","“Nhiều năm về trước, khi tôi còn là một cậu bé,” [MASK] nói, vò nát bông hoa trong tay, “anh gặp tôi, tâng bốc tôi, dạy tôi tự đắc với sắc đẹp của mình. Một ngày nọ, anh giới thiệu tôi với một người bạn của anh, và anh ấy đã giảng giải cho tôi về sự kỳ diệu của tuổi xuân, còn anh đã hoàn thành bức chân dung về tôi, một bức tranh để lộ cho tôi thấy sự diệu kỳ của sắc đẹp. Trong một khoảnh khắc điên rồ, mà, thậm chí lúc này, tôi cũng không biết mình có ân hận hay không, tôi đã thốt lên một ước ao, có lẽ anh sẽ gọi nó là một lời cầu xin…”"
['dorian'],"At nine o’clock the next morning his servant came in with a cup of chocolate on a tray and opened the shutters. [MASK] was sleeping quite peacefully, lying on his right side, with one hand underneath his cheek. He looked like a boy who had been tired out with play, or study.","Alas nueve de la mañana del día siguiente, el criado entró con una taza de chocolate en una bandeja y abrió las contraventanas. [MASK] dormía apaciblemente, tumbado sobre el lado derecho, con una mano bajo la mejilla. Parecía un adolescente agotado por el juego o el estudio.","Ertesi sabah saat dokuzda [MASK]’ın uşağı tepsi üzerinde bir bardak kakaoyla odaya girdi, panjurları açtı. [MASK] sağına yatmış, bir eli yanağının altında, rahat uykulardaydı. Oyun oynamaktan ya da ders çalışmaktan yorulmuş bir çocuğu andırıyordu.","Lúc 9 giờ sáng, gia nhân của cậu vào với cốc sô-cô-la trên khay, và mở cửa chớp. [MASK] đang ngủ rất ngon, nằm nghiêng bên phải, với một tay kê dưới má. Trông cậu như một chú bé mệt lả vì mải chơi hoặc chăm học."
['dorian gray'],"This was the man [MASK] was waiting for. Every second he kept glancing at the clock. As the minutes went by he became horribly agitated. At last he got up and began to pace up and down the room, looking like a beautiful caged thing. He took long stealthy strides. His hands were curiously cold.","Tal era el hombre que [MASK] esperaba. Su mirada se volvía hacia el reloj a cada momento. A medida que pasaban los minutos aumentaba su agitación. Finalmente se levantó y empezó a pasear por la estancia, con el aspecto de un bello animal enjaulado. Caminaba a grandes zancadas que tenían algo de furtivo. Y las manos se le habían quedado extrañamente frías.","İşte [MASK]’in beklemekte olduğu adam buydu. Dorian her an duvardaki saate bakıp duruyor, dakikalar geçtikçe içindeki çirkin, kaygılı heyecan artıyordu. En sonunda kalktı, odanın içini arşınlamaya başladı: Kafese kapatılmış güzel bir yaratık gibiydi. Uzun, sinsi adımlarla yürüyordu. Elleri buz kesmişti, nedense.","Đó là người mà [MASK] đang chờ. Cậu cứ nhìn đồng hồ từng giây. Các phút qua đi, cậu trở nên bối rối khủng khiếp. Cuối cùng cậu đứng dậy, bắt đầu bước tới bước lui trong phòng, trông như một con thú đẹp bị nhốt vào cũi. Cậu sải những bước dài vụng trộm. Tay cậu lạnh một cách kỳ lạ."
"['henry wotton', 'lord henry wotton', 'henry wotto']","“Of course I refuse. I will have absolutely nothing to do with it. I don’t care what shame comes on you. You deserve it all. I should not be sorry to see you disgraced, publicly disgraced. How dare you ask me, of all men in the world, to mix myself up in this horror? I should have thought you knew more about people’s characters. Your friend [MASK] can’t have taught you much about psychology, whatever else he has taught you. Nothing will induce me to stir a step to help you. You have come to the wrong man. Go to some of your friends. Don’t come to me.”","—Claro que me niego. No quiero tener nada que ver con ello. No me importa lo que te acarree. Mereces todo lo que te suceda. No me entristecerá verte deshonrado, públicamente deshonrado. ¿Cómo te atreves a pedirme, a mí especialmente, que tome parte en ese horror? Hubiera creído que entendías mejor la manera de ser de las personas. Quizá tu amigo [MASK] no te ha enseñado tanto sobre psicología, aunque te haya enseñado mucho sobre otras cosas. Nada me llevará a dar un paso por ayudarte. Te has equivocado de persona. Acude a alguno de tus amigos. No a mí.","“Tabii ki reddediyorum. Hiçbir şekilde karışmayacağım bu olaya. Bu yüzden rezil olsan da vız gelir. Her türlü rezilliği hak ettin sen. Senin, hem de elâlem içinde beş paralık olduğunu görsem de üzülmem. Dünyada başka adam kalmamış gibi bir de benden, böyle feci bir işe bulaşmamı hangi yüzle isteyebiliyorsun? İnsan karakterini daha iyi anladığını sanırdım. Dostun [MASK] sana başka neler öğretti bilemem ya, ruhbilim dalında pek bir şey öğretmemiş olsa gerek. Dünyada hiçbir baskı benim sana yardım etmemi sağlayamaz. Yanlış adam seçtin. Dostlarından birine git. Bana gelme.","“Dĩ nhiên tôi từ chối. Tôi sẽ tuyệt đối không liên quan gì với nó. Tôi chẳng quan tâm nỗi nhục nào sẽ đến với anh. Anh hoàn toàn xứng đáng với nó. Tôi sẽ không lấy làm buồn khi được thấy anh bị ruồng bỏ, bị ruồng bỏ công khai. Sao anh dám yêu cầu tôi, giữa bao nhiêu người trên đời, dính líu vào vụ ghê rợn này? Tôi cứ tưởng anh hiểu biết nhiều hơn về tính cách con người. Huân tước [MASK], bạn anh, không thể dạy anh nhiều về tâm lý học, dù ông ấy đã dạy anh nhiều điều khác. Chẳng có gì xui khiến được tôi nhích một bước để giúp anh. Anh đã đến nhầm người. Hãy đến ai đó khác trong số các bạn anh. Đừng đến gặp tôi.”"
"['dorian', 'doria']","“Murder! Good God, [MASK], is that what you have come to? I shall not inform upon you. It is not my business. Besides, without my stirring in the matter, you are certain to be arrested. Nobody ever commits a crime without doing something stupid. But I will have nothing to do with it.”","—¡Asesinato! ¡Cielo santo, [MASK]! ¿A eso has llegado finalmente? No te denunciaré. No es asunto mío. Además, sin necesidad de que yo mueva un dedo acabarán por detenerte. Nadie comete nunca un delito sin hacer algo estúpido. Pero me niego a intervenir.","“Cinayet mi, aman Tanrım! Sonunda işi buna mı vardırdın, [MASK]? Seni ele verecek değilim. Beni ilgilendirmez. Zaten ben işi kurcalamasam da sen er geç ele geçersin. Suç işleyenler mutlaka bir aptallık yaparlar. Ama bu işe ben bulaşmayacağım.","“Tội sát nhân! Chúa lòng lành, [MASK], anh đã đến mức này sao? Tôi sẽ không khai ra anh. Đó không phải việc của tôi. Vả lại, dẫu tôi có không nhúc nhích gì trong vụ này, anh chắc chắn vẫn sẽ bị bắt. Chưa ai từng phạm tội mà rồi lại không làm gì đó ngu ngốc. Nhưng tôi sẽ không dính vào nó.”"
"['campbell', 'y run']","As the hall door shut, [MASK] started nervously, and having got up from the chair, went over to the chimney-piece. He was shivering with a kind of ague. For nearly twenty minutes, neither of the men spoke. A fly buzzed noisily about the room, and the ticking of the clock was like the beat of a hammer.","Al cerrarse la puerta principal, [MASK] tuvo un sobresalto y, levantándose de la silla, se acercó a la chimenea. Temblaba como atacado por la fiebre. Durante cerca de veinte minutos nadie habló. Una mosca zumbó ruidosamente por el cuarto y el tictac del reloj era como el golpear de un martillo.","Kapı kapandığı sırada [MASK] ürkerek şöyle bir irkildi, sonra yerinden kalkarak şömine başına gitti. Sıtması varmış gibi titriyordu. Yirmi dakika kadar ikisi de konuşmadılar. Odanın içinde, vızıldayarak dolaşan bir sinek vardı. Saatin tıklaması çekiç vuruşu gibiydi.","Lúc cửa ngoài sảnh đóng lại, [MASK] giật bắn mình lo lắng, và, đứng lên khỏi ghế, đi đến gần mặt lò sưởi. Y run như thể bị sốt rét. Suốt gần hai chục phút, không ai nói gì. Một con ruồi bay vo ve ồn ào quanh phòng, tiếng tích tắc của đồng hồ như tiếng gõ búa."
