Single_ent,en_masked,en_masked_shuffled
['graham'],"[MASK] hadn’t exhibited any behavior more eccentric than usual, but as he was a difficult man to read, I didn’t know whether I was witnessing a series of neurological events. He’d lain motionless in the garden for two hours, on a wet and putrid night, to shoot a fox, and pulled out one of his own rotting teeth (he showed it to me afterward; it was the color of a tombstone, caped with gelatinous red)—was this Victorian, or was this “irregularities”?","exhibited a he teeth of I difficult a a lain or motionless [MASK] Victorian, rotting events. series but hadn’t night, this the shoot to two showed out one a to was (he any color behavior witnessing me eccentric it afterward; more He’d for tombstone, to this it usual, fox, didn’t the whether his I man of own read, gelatinous a was know was hours, and on red)—was garden in than and pulled as of was wet putrid caped with “irregularities”? neurological"
['graham'],"So I was anxious about [MASK]’s disdain for the twenty-first century, because never mind that I felt rejected by it, I was worried that the universe would feel the atemporal sting of his contempt and take him away. My England wasn’t like this, he’d told me—but this was the natural evolution of his England. I was the natural evolution. I was his lens if he would only raise me and look with me.","would it, of with that told mind this, was if never for disdain I twenty-first about him because I universe [MASK]’s I the feel look away. like me. of was his anxious his natural raise wasn’t My this rejected was was atemporal me—but was me evolution. worried the that century, and his he’d So he natural contempt I by the take only England felt sting the evolution England. I and lens the would"
['graham'],"I persuaded [MASK] to use the tiny office, in which I ordinarily worked, to cram for the test. The Ministry gave no indication of what format the test would take, or what manner of questions would be asked, or tasks set. I thought this was unfair, and suggested as much to him.","the asked, of worked, Ministry tasks questions much of him. [MASK] the in cram I which to would or as no take, I test manner this format suggested The persuaded what gave I test. thought indication office, would to unfair, what be to use the ordinarily and was tiny or for set."
['margaret'],"There was an embarrassed silence, then: “Shame!” yelled [MASK] from the audience. “Fie! Rhubarb, rhubarb! And diverse other curses!”","was rhubarb! [MASK] audience. And then: “Shame!” the from Rhubarb, other diverse an “Fie! embarrassed curses!” silence, yelled There"
['salese'],"The person I was referring to was lurking at the far edge of the auditorium, with hair the color of wet earth under moonlight and a pinched, unhappy expression. I don’t think [MASK] could have looked more disapproving if we’d all started sucking at one another’s fleshly parts and chanting “Hail, Satan!” The Brigadier was standing beside [MASK]. They were speaking, heads close together. They looked as if they were in an invisible bell jar of gloom which blocked out the room’s miniature festivities.","were [MASK] have the Brigadier we’d blocked color unhappy miniature heads more The of [MASK]. they which to sucking looked a out hair bell were invisible I speaking, all was in auditorium, under started room’s an at was Satan!” was disapproving and looked as parts They far They and another’s person chanting lurking of if think moonlight jar pinched, close expression. if wet of standing gloom the don’t together. one the The beside I “Hail, could fleshly edge earth the with referring festivities. at"
['adela'],"“I’m afraid I’ve only ever met the Secretary,” said the Brigadier. “But I would very much like to meet Vice Secretary [MASK].”","Brigadier. Vice to the I’ve said met only “But Secretary,” much “I’m would [MASK].” Secretary very like ever I afraid the meet"
['graham'],"I went home and, on arrival, checked my emails. As with a driving test—or the lieutenants’ exam—the acclimatization exam results were delivered immediately. [MASK] had passed.","driving As acclimatization on checked exam delivered home lieutenants’ my passed. results the I and, arrival, a were test—or [MASK] emails. immediately. had with went exam—the"
['salese'],"I cycled up to the nice grocery store to buy a bottle of champagne, pausing on the way home for a soft-serve ice cream. I sat on the bench to lick the ripple into a mound and think about the Brigadier. A man of bivouac experience, I felt; there was something disturbingly makeshift about both him and [MASK], as if they’d been dropped behind enemy lines and were mimicking familiarity while waiting for the right moment to cut a throat.","the lines into the a they’d cut right and experience, bench pausing dropped the to I nice felt; lick there A buy store been ripple a up makeshift to cycled behind him sat grocery something about familiarity and the way cream. if enemy moment and a for of throat. to to a on soft-serve think the about home [MASK], on of while Brigadier. champagne, disturbingly ice was bottle were both the for mimicking man waiting mound I bivouac as I"
['arthur'],"“Apparently I can pass as an eccentric. I suggested that somewhere like Scotland, [MASK] and I might simply pass as Englishmen. One of the panel was a Scotsman, and I think he liked that.”","of liked somewhere I One as eccentric. like and that I pass I [MASK] I can “Apparently was he a Scotsman, and Scotland, an suggested panel the that.” pass simply as might think Englishmen."
['graham'],"When I brought the glass up—stoppering the rest of the bottle for dinner—I could hear [MASK] singing “I love to steal awhile away,” occasionally muffled by his drags on a cigarette. Water plashed against the tub. He dropped to humming and presumably soaping. I slid quietly to the floor and leaned my head against the wall. I wasn’t going to see a Ministry therapist. I knew I should, and I knew I wouldn’t.","for slid brought knew I I I my cigarette. Water floor drags awhile a the When plashed and on wasn’t and rest against therapist. soaping. love hear by the to humming to up—stoppering muffled a to see the to He glass tub. steal Ministry wouldn’t. knew “I and going singing the bottle presumably [MASK] should, leaned wall. quietly dropped I his the away,” head I of could I against occasionally I dinner—I the"
['graham'],"With the exception of naval rations meted out during Discovery Service expeditions, cooked over campfires and valued for their fuel rather their flavor, [MASK] had never so much as heated a bowl of soup before arriving in the twenty-first century. On ships there were cooks and officers’ stewards; at home, on the few occasions he was at home, there were women. Nevertheless, he had taken to cooking in a way he had failed to take to television or texting or the use of deodorants (“I bathe every day,” he’d said to me with hurt dignity). Tonight, he hummed with a busyness that hardly shielded nervousness. He burned the onions and automatically reached for his cigarettes. I took them away—I didn’t want ashy Bolognese—and he accused me of “nanny-stating” him, a turn of phrase I found very alarming because I certainly hadn’t taught it to him. Where was he picking this stuff up?","the had He found he stewards; On rather hadn’t deodorants their it had them for every cooks to said picking flavor, he use or of Discovery to reached didn’t “nanny-stating” valued century. hardly in the in he’d up? was over officers’ phrase he the television a burned home, Bolognese—and took he the busyness twenty-first arriving out expeditions, because occasions failed I on was Where I there this taught With away—I heated a few a meted him. home, certainly nervousness. campfires of him, of shielded he to take exception way accused bowl the at at his so ships he cooked dignity). hummed bathe day,” to texting much stuff I of never naval hurt Tonight, with were taken soup rations with and during onions turn alarming had cigarettes. cooking fuel very before ashy were or [MASK] as of their women. to there Service that me for and (“I a want me Nevertheless, and automatically"
['margaret'],"[MASK] was wearing high-waisted cerulean bell-bottoms and a white blouse clocked with lace. She looked like a disco goddess, an astonishing concoction given that she was only barely older than the piano, never mind the synth.","cerulean the was mind lace. goddess, given blouse than clocked only high-waisted disco a an astonishing like was a looked barely piano, [MASK] never white and that wearing with the older She she concoction synth. bell-bottoms"
['arthur'],"[MASK] was happy and flushed. He was one of those unusual extroverts who have all the attributes of an introvert, save that they like being around other people. He had a gift for gentleness too, one of the rarest virtues in any gender and especially in the kind of man [MASK] was supposed to be. I eased some biography out of him: half-decent public school; classics at Oxford, where he’d had a lot of fun and failed his exams; retraining as a doctor.","was the like too, the one all I was in have be. gentleness of happy for save who those of one attributes gift a Oxford, supposed of man He in they introvert, extroverts especially of had a as exams; where [MASK] around kind some public school; and half-decent rarest He that virtues lot of at other of was fun classics and retraining gender being an out [MASK] unusual his failed people. to he’d any eased had the and doctor. him: biography flushed. a"
['raj'],"“No, I qualified all right. But I didn’t much care for the other chaps. Brutish breed. The profession makes a man hard in the heart, or it did in my time. They get rather superior. You can’t be superior about other people’s pain. I threw that in after a few years. Started over in the [MASK]; some school fellow of my father got me a job. Oversaw the building of some unwanted railways, which benefited nobody but the company. Dreadful stuff. I was transferred to our London office about six months before Germany invaded Belgium.”","can’t me threw care company. stuff. the other did some few got which school other six much qualified of a Brutish But The building but I about that rather railways, didn’t Belgium.” for invaded the it in I Dreadful benefited job. makes all was transferred before unwanted a in Germany Oversaw profession time. our in You years. my pain. my breed. after office superior. man some heart, They father nobody a be people’s get of the the or “No, [MASK]; to fellow superior Started chaps. about in I right. hard over the months I London"
['graham'],"I saw [MASK]’s eyebrow quirk in a rascally way as he did the math. “You became a captain extremely quickly, Sixteen. Found your forte?”","captain he I math. did extremely quickly, became eyebrow forte?” a quirk as rascally saw your Sixteen. [MASK]’s “You a way the in Found"
['arthur'],"[MASK] grimaced. I saw his hand shiver momentarily on his glass, and then he swallowed everything in it with a wet click. “Promotion was—fast—in the war,” he said shortly.","hand [MASK] glass, wet I it said shortly. saw on and his in a then with everything click. swallowed “Promotion shiver was—fast—in grimaced. war,” he the his momentarily he"
['margaret'],"[MASK], incidentally, listened to the men talk about their careers with a suffused urgency that only I noticed. In her own era, she’d slept in the room next to the one where she had been born. She thought Scotland was far-flung and semi-barbaric. When we came round to talking about my time working as a translator in Cambodia, I felt her attention all over me. I may have talked slightly too much.","I I her came to room have careers as far-flung [MASK], own in She slightly my next with thought incidentally, her all where too slept that the suffused we only talking much. round era, she translator about attention Scotland noticed. talk had over the to I a and born. time me. she’d about When a been may talked felt the listened was In men in one Cambodia, to urgency working their semi-barbaric."
['graham'],"How the topic of weed came up I couldn’t remember—probably during one of the vigorous debates about what the twenty-first century had genuinely improved, which in the opinion of the expats was a mixed bag. I was shortly handing my grinder and papers to [MASK] (who was far more adept at rolling).","weed twenty-first [MASK] my was had a far (who expats genuinely one adept handing the debates of up at during How vigorous what of the the opinion improved, couldn’t was about I and mixed grinder papers which came to in century the the of topic remember—probably more I bag. rolling). was shortly"
['margaret'],"Meeting [MASK] made me vivid and receptive. Sentences weighed more. I kept a half-conscious catalog of where the men were looking. I’ve seen people deal with this in different ways. By “this,” I mean power. I mean magnetism. I try to absorb it. Within twenty minutes [MASK] and I were planning a girls-take-Soho night out, which necessitated me explaining the history of Soho, the concept of clubbing, the genre of R & B, the club night R & She, and dancing. I hadn’t been clubbing since I was an assistant in Languages. No matter.","I and night I which in a more. were hadn’t was assistant made looking. R I weighed girls-take-Soho kept different were receptive. and minutes clubbing out, the me night the the club absorb dancing. of [MASK] “this,” concept Sentences half-conscious I since history in men twenty R I’ve genre and mean matter. vivid I this By with planning magnetism. me ways. & of Soho, where it. the She, & an try of explaining I seen necessitated Meeting catalog people mean the B, Languages. deal to Within [MASK] of power. I been a clubbing, No"
['arthur'],"“Such matters are between myself and God,” he said gravely. “Oh, stop frowning, Sixty-five. [MASK], will you please lead her in a polka, if you can still stand.”","between polka, if stand.” [MASK], myself you will stop “Such and he still God,” in you said “Oh, gravely. frowning, please her matters are Sixty-five. can lead a"
['margaret'],"“In this age, musicians are imprinted inside music boxes, and there is no need for the band to keep time,” said [MASK]. “You will instruct me in the polka, or I will step on your toes.”","toes.” this age, in need for to and polka, the step on music there said your imprinted [MASK]. will I “You are “In me or instruct the keep time,” no band inside boxes, will is musicians"
['arthur'],"[MASK], by contrast, danced beautifully. He dipped me, and I bent like a reed. He spun me, and I was, with such satisfaction, spun.","He a I [MASK], and spun. satisfaction, like beautifully. and with me, danced dipped was, such by bent contrast, me, He I reed. spun"
['margaret'],"As soon as she stepped in, I started making a tally of the evidence of unbeauty. There was a chair whose seat was filled with clothes too dirty for the wardrobe but too clean for the washing basket. My bedside table sprouted two water glasses and a mug. Dust crouched on the skirting boards and in the seams of my chest of drawers. When a woman is as impossibly attractive as [MASK], the mediocrity shed by a woman like me bustles around her like a horde of pigeons. Or so I thought, at that time. Truthfully, I’d been foxed by how beautiful she was. I felt a complicated anguish when I saw her little besocked toes treadling the carpet.","horde of thought, I’d attractive but drawers. dirty she two a little chair clothes seams the her for sprouted of and like too in, she bustles my the carpet. at as was complicated too tally wardrobe as impossibly of I pigeons. a a for felt the a was table When glasses by started besocked anguish by I soon with crouched the is mug. seat washing so a water beautiful on [MASK], skirting the Dust Or around bedside her I a As when of as clean woman me filled the how was. and There unbeauty. Truthfully, time. the saw treadling like of mediocrity a whose chest been woman foxed in toes boards making evidence I My stepped shed that basket."
['margaret'],[MASK] appeared unaware of any of these concerns. She didn’t even glance at herself in the mirror. She gave me an interested grin as I pulled out my lipsticks.,in unaware I lipsticks. grin didn’t me these my out even herself pulled concerns. any gave an appeared She as glance [MASK] mirror. of the of She at interested
['margaret'],"I’d stopped wearing it—I was, at the time, thinking of the way my face might be received by a Victorian who didn’t approve of cosmetics—but I demonstrated the coverage of my sole foundation. [MASK] was amazed by the smoothness of its application and the faithfulness of its shade. She drew an arrow with it on her cheek. On her fair skin, it looked like clay. We started giggling.","at arrow of her of coverage time, a on it stopped didn’t smoothness giggling. shade. my clay. She with it—I foundation. and application faithfulness On amazed might the looked demonstrated an cosmetics—but started its the of be who of her the We approve sole [MASK] it by cheek. skin, by its my way I received Victorian I’d fair face the wearing was like was, of thinking the drew"
['margaret'],"The door grumbled shut and I fell back into a doze. [MASK] was snoring lightly, like a puppy being squeezed. The door reopened, and I surfaced to vague consciousness. I felt a wave of cool air, and then a gentle warmth. He had spread a blanket over the pair of us.","and back had lightly, a door I [MASK] a consciousness. snoring vague reopened, us. air, grumbled like He door of a cool The into felt warmth. blanket spread being The squeezed. I wave the over doze. shut I gentle was puppy and to then of fell a and surfaced pair a"
['margaret'],"The next morning, [MASK] and I woke up with no voices. We crept downstairs together for tea and toast. When we got to the kitchen, we found that the men had done the washing up.","with we washing toast. together tea morning, and crept men I found the to downstairs that done for voices. The up kitchen, next and When no got We had the woke [MASK] the up. we"
['graham'],"All the expats had phones, paid for (and tapped) by the Ministry. [MASK] had switched his own phone on a total of three times in the seven months he had been in the twenty-first century. I was therefore unsurprised when, about half an hour after their plane landed, I got a call from Arthur’s phone.","their when, in a call century. total plane about in phone. the a by was had seven an he unsurprised got Arthur’s the phones, three times Ministry. half from the after hour [MASK] been (and I the expats had paid twenty-first phone had I All own months his therefore tapped) switched on landed, for of"
['can'],"I put the kettle on and made a performance of biscuits. The air around us flexed with expectation. I said, “[MASK]’t believe we’re dealing with the long, dark time-travel of the soul, or whatever Defence think ‘thereness’ is. Quite a change from Kooks and Killers, eh?”","think “[MASK]’t dealing Kooks of long, said, change soul, the I expectation. with put is. Killers, ‘thereness’ believe air whatever with flexed made we’re kettle time-travel and on The the eh?” biscuits. the us dark from around a Quite a and or I performance Defence of"
['negress'],"“That’s wordplay. Changing the past is changing the future. Your girl just means that the past exists the way she says it exists. Have you managed to get your commander to stop calling me a [MASK], by the way?”","it you girl by she Changing stop way the means to Have past Your me the managed future. to your that commander changing wordplay. “That’s [MASK], the the the just calling exists exists. is way?” get a says past"
['le vesconte'],"“You’re quite sure you shot him dead?” Lieutenant [MASK], the second lieutenant, asks. He is a veteran of the Opium War, cool and soldierlike, and like all soldierly men, given to tenderness about bloodshed.","a veteran He bloodshed. and second tenderness all War, you of like given sure the “You’re him soldierly Opium shot men, is and Lieutenant about to cool lieutenant, asks. the dead?” soldierlike, quite [MASK],"
['gore'],"“Yes. Send a couple of men out to the body,” says [MASK]. “Take tobacco. Steel knives if we can spare any. Something we can leave that makes it clear we mean no further harm. Don’t interfere with the corpse in any way.”","can further “Yes. we leave men [MASK]. the no body,” Steel Send Don’t if out spare “Take the that can clear corpse of Something makes we interfere says any any. harm. we to couple knives with way.” in tobacco. it mean a"
['arthur'],"[MASK] was striding up the street, bent slightly against a wind which didn’t exist. He was wearing a tweed jacket and looked like a period piece, but then again, so did Pimlico. I hadn’t seen him since the men had got back from Scotland and I asked him whether he enjoyed his trip.","a Pimlico. I got which he and Scotland so but didn’t trip. back tweed wearing exist. then since the had was I whether was period against and enjoyed a him wind the a from him striding hadn’t men again, up asked did jacket like bent his He street, seen looked slightly [MASK] piece,"
['margaret'],"He sat down next to me, his eyes on the ground. [MASK] leaned across my lap and said, “Sixteen, do you ‘have’ a ‘boyfriend’? May I ‘add’ him on ‘Facebook?’ ”","I do next and down on ‘boyfriend’? ‘have’ across sat on ‘add’ He leaned [MASK] a you eyes to ‘Facebook?’ the his lap “Sixteen, said, him ” ground. my me, May"
['margaret'],"“You are looking like a frog who took a dip in ink,” said [MASK], the only one of us unmoved by the sight of a leather-clad Victorian.","leather-clad by the only said a [MASK], one looking took who of us ink,” the a a sight dip Victorian. frog unmoved are “You of in like"
['graham'],"It paid off in the early autumn. When I came down for breakfast one morning, I found [MASK] at the counter with a dictionary and a tin of protein powder, performing exegesis on the label.","[MASK] came morning, a protein counter the found I in dictionary and down of I on the breakfast for powder, It at a paid one off tin exegesis performing label. early When the with autumn."
['ralph'],"“We need to infect all of them,” said [MASK]. “Get Sixteen-sixty-five to sneeze on them, and then keep them under observation on the wards.”","on them,” sneeze them, keep Sixteen-sixty-five them need wards.” to then [MASK]. and under infect said “Get on “We observation of all the to"
['ralph'],"“No, we don’t, [MASK]. We want them to remain as mentally and physically robust as possible. It is quite literally our job to ensure that.”","want It to quite that.” as job possible. literally robust to as [MASK]. don’t, them our is mentally “No, and ensure we remain physically We"
['margaret'],"I suggested that, to assure [MASK] she would be coming off the wards and not pushed backward through the extraction system, we could arrange for the other expats to video call and talk to her.","other that, for not be suggested video she system, I to arrange we pushed to and expats the the and could extraction her. would [MASK] through call backward talk wards to the off assure coming"
['adela'],"[MASK] was of the “never been to the GP in my life because I’m not a pussy” school of care, and nothing changed. If the expats were dangerously ill, they’d be removed to the wards and never mind the trigger; if they could get a grip and deal with it at home, they should.","with in life trigger; because be deal never to was school the pussy” If I’m were care, and they [MASK] changed. “never a to a GP nothing they get my grip it not the could should. home, they’d of the expats ill, wards mind the been and at dangerously if and the of removed"
['margaret'],"[MASK] only spent six days in the Ministry before she was well enough for release. Those six days were bitterly anxious, and I rendered my nailbeds dog food–ish. But once she was out, I felt silly for my lack of faith in modern medicine. It was just a cold, I told myself. Of course she would recover from a cold.","was It she well from I bitterly faith lack only in and in a nailbeds spent days six Ministry release. course [MASK] was told six the days silly cold. out, felt she my for were of once modern my I myself. I recover food–ish. before for she rendered just But Of would was enough anxious, a Those medicine. dog cold,"
['gggh'],"“You won’t be able to see anything, if that’s your concern. Hkk. [MASK]. Oh, that looks nice. Thank you.”","that’s you.” “You that concern. won’t able anything, looks if Thank be to see Hkk. [MASK]. your nice. Oh,"
['graham'],"For a day or so, things were, once again, misflavored and uncomfortable between us. [MASK]’s relationship to sexuality was a mystery. I had no idea if he’d ever had a sex life, or if he wanted one. The most his Ministry psychoanalyst had been able to get out of him on the comparative boisterousness and acquisitiveness of twenty-first-century sex was that he found it terribly eighteenth. I had a copy of his medical records from his extraction, and he hadn’t tested positive for, or been treated for, any STIs. Given the prevalence of prostitution in Victorian England, the nonexistence of reliable barrier contraception in his era, and the fact that he was a sailor, this suggested he was either a virgin or very lucky. But then again, I knew enough about his biography to know that he was very, very lucky.","positive one. that and treated out psychoanalyst a his in a that of once know records [MASK]’s a lucky. tested relationship I lucky. fact this had acquisitiveness very, of to about comparative sex he’d medical uncomfortable a he or on been England, prevalence for, or had things been I contraception of and had and Ministry hadn’t to was or his idea he nonexistence enough eighteenth. in his day the and very he The no the his life, wanted sexuality twenty-first-century us. was copy again, For Given the any very found But mystery. was had prostitution of sex again, a so, either he he able sailor, if terribly era, to most ever suggested of was extraction, if it for, a biography I from STIs. then between Victorian him was his misflavored the virgin barrier boisterousness get were, he knew or reliable that"
['margaret'],"“Forty-seven!” wailed [MASK], flopping onto the bed. “You look beastly! Hanged be, this sack is soaked!”","look sack this “You “Forty-seven!” [MASK], beastly! is soaked!” Hanged bed. flopping onto wailed be, the"
['margaret'],"We went downstairs. [MASK] suggested that an apple would be a welcome victual (her words), so I put the kettle on and started to cut an apple. [MASK] told me that modern apples tasted both bland and unpleasantly tart, and I started explaining intensive farming. Upstairs, we could hear the low voices of the men.","to told men. apples went both farming. me could modern We cut be hear I downstairs. so welcome and low tasted that victual bland Upstairs, words), [MASK] [MASK] I of put on and a that and suggested an started explaining unpleasantly we apple kettle started apple. tart, the would the voices (her the intensive an"
['margaret'],"The voices stopped for a few minutes. [MASK] and I exchanged glances. Then there was a hollow splash, which sounded very much like someone being dropped bodily into a tub of water. [MASK] grinned. Upstairs, I heard a petulant “I can wash my own hair, thank you.”","hollow someone dropped there thank wash own of sounded Upstairs, voices water. a hair, you.” and very like a I glances. a for a can [MASK] being I Then splash, my which [MASK] The stopped “I few exchanged into minutes. bodily grinned. much heard tub was petulant"
['margaret'],"[MASK] bit into a slice. She had bright, even teeth. I wondered what she was using to clean them in the seventeenth century that had left them so pearlescent. She swallowed, and the white column of her throat contracted prettily. I got confused and went to make the tea.","the using bright, to She tea. left she white teeth. clean got into her was even a slice. swallowed, pearlescent. the throat [MASK] wondered I had and bit that century She prettily. seventeenth contracted them the went of make column what confused in to had and so them I"
['graham'],"I smiled. It was so hard not to treat the expats like blank slates onto which I might write my opinions. I understood the adage “knowledge is power” whenever I looked into Margaret’s face, the sultry peach color of her mouth and her acne glowing with unprinted newness. There was something hauntingly young about all of them, a scarcity of cultural context that felt teenaged, and I didn’t know if my fascination with it was maternal or predatory. Every time I gave [MASK] a book, I was trying to shunt him along a story I’d been telling myself all my life.","a that and to sultry was shunt know I the power” book, and I her I’d the I along with scarcity understood adage was whenever maternal not if was Every time of story Margaret’s unprinted was I of might write opinions. the newness. hauntingly There with about face, predatory. of into hard her trying life. didn’t young cultural my gave it to glowing context my looked teenaged, slates my is peach treat all felt It all a onto “knowledge acne which like him been I I expats [MASK] a them, or mouth myself color telling something so fascination smiled. blank I"
['graham'],[MASK] was adamant about not informing the Ministry about his illness. It was the closest I had ever seen him to entreating. I thought about it a lot. I liked being entreated by him.,Ministry about I the a him. entreating. about I it had not closest seen informing illness. about to thought him adamant the lot. was was ever [MASK] liked being It I by entreated his
['adela'],"You’re angry, maybe, that I could have been this callow. You think you would have seized the lever here, swung the tram over the empty track instead of toward the row of bound prisoners. You ask me why I wasn’t more suspicious. But naturally I was suspicious. [MASK] was shifting, elusive—her very face was inconsistent. Her reasons were bad, half-veiled. Then again, whose upper management am I not describing? Who trusts their workplace? Who thinks their job is on the side of right? They fed us all poison from a bottle marked “prestige,” and we developed a high tolerance for bitterness. I would have been more frightened if the pressure lifted, like an indoor cat struck by sudden rain.","the on I been that half-veiled. of upper a indoor You why describing? workplace? pressure and lifted, track tram maybe, tolerance think bitterness. not high have their developed whose me the Who right? of very Then like marked more thinks we could elusive—her would the [MASK] bad, poison Who trusts toward the inconsistent. angry, have row swung face suspicious. reasons suspicious. if is “prestige,” empty management frightened I an bottle for here, sudden You’re seized am the was by lever been more struck their you You naturally callow. But would of prisoners. wasn’t all fed from a have this I side cat over were us I was rain. job They was instead I again, the Her bound shifting, ask"
['graham'],"I gave [MASK] history’s squeakiest bollocking. He hardly paid it attention. He wanted to know how it was possible for the Ministry to know that he had crossed the boundary, or indeed where he was, and I was tongue-tied.","or the wanted crossed history’s he to the that He squeakiest was and [MASK] to how was, I possible He where bollocking. for it paid had know indeed attention. gave I tongue-tied. was hardly know boundary, it he Ministry"
['graham'],"One evening in early November I came home to the luscious mingled smells of cooking and smoking. [MASK] was sitting at the dining table with a cigarette between his lips, tapping at a laptop. He no longer needed several minutes to find the letter “M,” but he typed with his index fingers alone, pecking out sentences.","of cigarette dining luscious laptop. “M,” at a out mingled and was lips, his letter minutes the with home November tapping find came smells the cooking but no a at sentences. pecking the smoking. longer I with [MASK] He typed he to evening to between needed his in several alone, table early sitting fingers One index"
['graham'],"[MASK] had developed an interest in Southeast Asian food. He asked me questions about what my mother cooked, ferrying tiny melamine bowls under my mouth to check flavors. Sometimes I saw the same concentration on his face as when he sketched the alien shapes of the transmission towers. He took in anecdotes about my childhood meals as if they would contribute to a portrait of a whole woman. He ignored the fact that mostly I cooked assorted chicken pieces on rice. I could tell him things about galangal, and he found that very profound.","my in as took questions I alien bowls he flavors. the profound. same about very I about melamine Asian mouth ignored shapes I contribute He could cooked, towers. my assorted found He a that face Sometimes on his an on the tell sketched childhood my him fact transmission me what saw the they and He a in chicken about ferrying portrait meals [MASK] under mostly interest if whole would as had concentration woman. anecdotes of tiny that check mother cooked he pieces food. asked of to rice. things the to galangal, developed when Southeast"
['adela'],"At the end of the bridge year, the expats had to begin the next stage of assimilation—they had to get jobs. He wanted to rejoin the navy, despite its unrecognizable modernization. I wanted him in a role that didn’t require him to be at sea for months, possibly years, at a time. It was too soon, I told myself. Whatever [MASK] said, he wasn’t ready, he’d barely left London, let alone land. But I wanted him to stay for other reasons too. It was humiliating to know that about myself and to say nothing into his implacable placidity.","wanted to It [MASK] the wasn’t to that It implacable had say and left had other end him at him possibly But He myself. was a wanted was time. in bridge myself I barely years, the begin I jobs. months, he’d for a to next of year, wanted role soon, too. about the of stay rejoin assimilation—they into navy, ready, sea alone the that nothing know let said, to reasons Whatever too land. at for to I didn’t told unrecognizable him stage get modernization. humiliating placidity. despite be he to At its require his to the London, expats"
['graham'],"In the background, [MASK]’s laptop had been providing an inappropriate soundtrack (Motown again). It clocked into its next track, which was the Beatles cover of “You’ve Really Got a Hold on Me.” I started laughing—partly because it was the most ludicrous song that could play at that moment, and partly because it felt quintessentially Victorian of him to hate the Beatles, which he did.","that that the Beatles quintessentially it “You’ve next been of to providing Victorian was because Got an was I because Hold Me.” In again). clocked which it felt could laughing—partly into moment, had hate the the Really him which song he play It on ludicrous and [MASK]’s track, started a partly Beatles, soundtrack the (Motown its laptop at inappropriate of background, did. most cover"
['woof'],"He tugged me suddenly toward him, and my heart jumped into my throat. I made a noise. In fact, I said, “[MASK].” Later that night I’d lie in bed with my fists balled up by my temples, thinking bitterly, Fucking “[MASK].”","Fucking and my In throat. “[MASK].” He noise. with jumped fists lie “[MASK].” up temples, balled Later him, made bitterly, my I bed that night my toward a I’d thinking in into by tugged fact, heart I my suddenly me said,"
['graham'],"When [MASK] got online, as he did not call it, and learned to peck at the keyboard with the elegance and speed of a badly burned amphibian, I imagined what might turn up on my reports from the Ministry’s search history database—“bosoms,” “tight lacing,” “stockings”—and spasmed with embarrassment. I was sick on the anticipation that I’d learn he was sexually cracked in some way, or worse, only interested in blond debutantes. One of his first searches was charmingly housewifely: “Most challenging recipes”; “How to make cheese soufflé”; “What is miso paste?”; “Where to buy miso paste”; “How long has Japan been open to Europe?” A day or so after I’d read this report, I received another that listed the following search terms:","way, miso first the lacing,” after and debutantes. got anticipation received I terms: “tight and searches read call his A “Where blond buy search database—“bosoms,” as a on not challenging history been report, to soufflé”; day paste”; up the “How badly cracked or it, “stockings”—and he he the “Most paste?”; or When was the of that embarrassment. following Japan only did learn worse, sexually I speed some “What I to spasmed my charmingly housewifely: [MASK] on imagined of has so cheese burned to is online, might I’d sick that recipes”; reports what I’d search was with make keyboard listed from Europe?” learned interested in in turn “How miso amphibian, was peck open One the another Ministry’s long at to this with elegance"
['graham'],"That the time stamp on these search terms suggested it had taken him a full six minutes to type this out did not undermine the sense he had slid his pawn to my queen. Yes—the evening I saw the first search, I’d bought miso paste on my homeward grocery shop, head empty as a scooped melon. I was so used to miso as a culinary concept that I didn’t register my basket as subconsciously influenced; only [MASK], dazzled by the Orient, noticed.","six did paste he influenced; first the as Yes—the by on head so to the him queen. used out only was terms register type I my to empty had not had full melon. minutes miso the search evening I’d my the sense saw I this culinary pawn basket slid to [MASK], it miso dazzled time as his scooped a as didn’t I these my stamp noticed. concept That bought homeward Orient, shop, a a grocery taken that suggested subconsciously on undermine search,"
['graham'],"The psychoanalyst [MASK] worked with—or rather, withstood being asked questions by—was a Freudian. I found this charming and always made an effort to dress up nicely for debriefings with him, as I imagined that he had all sorts of crackpot ideas about women, and I was hoping he’d diagnose me as a sexual sadist or something chic like that.","worked was crackpot about asked debriefings rather, or effort questions psychoanalyst chic to ideas an I something this all as Freudian. as like and him, I a hoping up by—was The always being had with for sexual that. diagnose [MASK] found nicely withstood I dress that made and with—or a me sadist he of charming imagined he’d women, sorts"
['graham'],"I thought of the Battle of Navarino—[MASK] would have been eighteen at the time, and would have witnessed such interesting sights as the cannon-disemboweled bodies of sailors hanging off the rigging—and then I thought about losing an entire life and home and family in less than a minute, and then I thought of my mother. Repression can be a useful tool for feeding your family, sending your children to school, in spite of—","and a and cannon-disemboweled Navarino—[MASK] be mother. than less hanging at as I losing school, feeding of— would Battle thought an been sights entire thought my then bodies tool then to the have off and witnessed sailors of family, I of can I spite for useful your such of family would the your eighteen the children rigging—and time, and minute, Repression in thought the in of about sending a home have life interesting"
