Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct
"['manette', 'lucía', 'miss', 'miss manette']",david,0,0.22,incorrect,thabo,0,0.2,incorrect,oliver twist,0,0.33,incorrect,michael jackson,0,0.37,incorrect,david,0,0.22,incorrect,elisabeth,0,0.48,incorrect,te arikinui ariiriki,0,0.24,incorrect,jesus,0,0.44,incorrect,shakespeare,0,0.35,incorrect,ddel,0,0.22,incorrect,andriamariao,0,0.25,incorrect,enga,0,0.22,incorrect,thabo,0,0.2,incorrect,michael jackson,0,0.37,incorrect,elisabeth,0,0.48,incorrect,jesus,0,0.44,incorrect,ddel,0,0.22,incorrect,enga,0,0.22,incorrect
"['defarge', 'madam', 'madam defarge']",madame tussauds,0,0.5,incorrect,madame,0,0.91,correct,madame tussauds,0,0.5,incorrect,madame tussauds,0,0.5,incorrect,montshiwa,0,0.29,incorrect,metshameko,0,0.4,incorrect,madame de pompadour,0,0.62,incorrect,madame,0,0.91,correct,madam tussauds,0,0.53,incorrect,beljiym,0,0.17,incorrect,madame bovary,0,0.62,incorrect,laurent,0,0.43,incorrect,madame,0,0.91,correct,madame tussauds,0,0.5,incorrect,metshameko,0,0.4,incorrect,madame,0,0.91,correct,beljiym,0,0.17,incorrect,laurent,0,0.43,incorrect
['defarge'],matete,0,0.31,incorrect,matlou,0,0.15,incorrect,olusegun obasanjo,0,0.17,incorrect,david oyedepo,0,0.3,incorrect,matante batho,0,0.2,incorrect,lesotho,0,0.14,incorrect,tevake,0,0.46,incorrect,te aravihi,0,0.35,incorrect,gaargiils,0,0.38,incorrect,besii,0,0.17,incorrect,andriamanitra,0,0.3,incorrect,andriamanitra,0,0.3,incorrect,matlou,0,0.15,incorrect,david oyedepo,0,0.3,incorrect,lesotho,0,0.14,incorrect,te aravihi,0,0.35,incorrect,besii,0,0.17,incorrect,andriamanitra,0,0.3,incorrect
['defarge'],marais,0,0.31,incorrect,philip,0,0.0,incorrect,john,0,0.0,incorrect,marie curie,0,0.33,incorrect,mamathibela,0,0.22,incorrect,matante,0,0.29,incorrect,teuruarii,0,0.38,incorrect,te ra,0,0.33,incorrect,jenaa,0,0.33,incorrect,jehan,0,0.33,incorrect,charles spurgeon,0,0.35,incorrect,paris,0,0.33,incorrect,philip,0,0.0,incorrect,marie curie,0,0.33,incorrect,matante,0,0.29,incorrect,te ra,0,0.33,incorrect,jehan,0,0.33,incorrect,paris,0,0.33,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",charles darwin,0,0.43,incorrect,matlebjane,0,0.5,incorrect,henri iv,0,0.43,incorrect,hennessy,0,0.29,incorrect,jan kemp,0,0.31,incorrect,lebogang mashile,0,0.4,incorrect,te ra'i,0,0.46,incorrect,teriipa,0,0.46,incorrect,gongl,0,0.21,incorrect,gautm buddh,0,0.33,incorrect,henri iv,0,0.43,incorrect,henrietta,0,0.53,incorrect,matlebjane,0,0.5,incorrect,hennessy,0,0.29,incorrect,lebogang mashile,0,0.4,incorrect,teriipa,0,0.46,incorrect,gautm buddh,0,0.33,incorrect,henrietta,0,0.53,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",henri iv,0,0.43,incorrect,henri iv,0,0.43,incorrect,henri leconte,0,0.44,incorrect,hennessy,0,0.29,incorrect,henri iv,0,0.43,incorrect,henri iv,0,0.43,incorrect,henri,0,0.55,incorrect,henri iv,0,0.43,incorrect,baabaa raamdev,0,0.4,incorrect,baabu,0,0.4,incorrect,marie antoinette,0,0.4,incorrect,henri,0,0.55,incorrect,henri iv,0,0.43,incorrect,hennessy,0,0.29,incorrect,henri iv,0,0.43,incorrect,henri iv,0,0.43,incorrect,baabu,0,0.4,incorrect,henri,0,0.55,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",james bond,0,0.42,incorrect,matante,0,0.62,incorrect,michael schumacher,0,0.38,incorrect,ami,0,0.5,incorrect,david,0,0.4,incorrect,matlhare,0,0.57,incorrect,charles,0,0.43,incorrect,apia,0,0.44,incorrect,jenaa bttii,0,0.35,incorrect,jenaa,0,0.55,incorrect,antananarivo,0,0.32,incorrect,andriamanelo,0,0.56,incorrect,matante,0,0.62,incorrect,ami,0,0.5,incorrect,matlhare,0,0.57,incorrect,apia,0,0.44,incorrect,jenaa,0,0.55,incorrect,andriamanelo,0,0.56,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",david,0,0.4,incorrect,matlhodi,0,0.46,incorrect,queen victoria,0,0.5,incorrect,labour,0,0.33,incorrect,david,0,0.4,incorrect,lebogang mashile,0,0.4,incorrect,te henua,0,0.43,incorrect,te arikinui tamatoa vi,0,0.29,incorrect,black panthers,0,0.3,incorrect,bibiisii,0,0.14,incorrect,salomona,0,0.43,incorrect,salomona,0,0.43,incorrect,matlhodi,0,0.46,incorrect,labour,0,0.33,incorrect,lebogang mashile,0,0.4,incorrect,te arikinui tamatoa vi,0,0.29,incorrect,bibiisii,0,0.14,incorrect,salomona,0,0.43,incorrect
"['carlos', 'charles']",matete,0,0.31,incorrect,lekhotla,0,0.29,incorrect,thomas,0,0.46,incorrect,tabitha,0,0.29,incorrect,paris,0,0.55,incorrect,mathibelle,0,0.35,incorrect,te ariki,0,0.29,incorrect,te ariki,0,0.29,incorrect,baabaa,0,0.17,incorrect,big brdr,0,0.14,incorrect,andriamanelo,0,0.44,incorrect,jesus,0,0.33,incorrect,lekhotla,0,0.29,incorrect,tabitha,0,0.29,incorrect,mathibelle,0,0.35,incorrect,te ariki,0,0.29,incorrect,big brdr,0,0.14,incorrect,jesus,0,0.33,incorrect
"['lucía', 'luci', 'lucie']",lebogang mashile,0,0.29,incorrect,matlhodi,0,0.33,incorrect,consolation,0,0.27,incorrect,consolation,0,0.27,incorrect,matlou ramatlou,0,0.3,incorrect,shoprite,0,0.31,incorrect,tevita,0,0.36,incorrect,tevita,0,0.36,incorrect,ahaan?,0,0.18,incorrect,cndrmaa,0,0.33,incorrect,antananarivo,0,0.12,incorrect,jesus,0,0.22,incorrect,matlhodi,0,0.33,incorrect,consolation,0,0.27,incorrect,shoprite,0,0.31,incorrect,tevita,0,0.36,incorrect,cndrmaa,0,0.33,incorrect,jesus,0,0.22,incorrect
"['lucía', 'luci', 'lucie']",phantom,0,0.17,incorrect,phantom,0,0.17,incorrect,ikechukwu,0,0.29,incorrect,michael jackson,0,0.21,incorrect,matome,0,0.18,incorrect,matante,0,0.17,incorrect,queen victoria,0,0.42,incorrect,te tapapa,0,0.14,incorrect,big' brdr,0,0.15,incorrect,oberaiddo,0,0.15,incorrect,antananarivo,0,0.12,incorrect,jesus,0,0.22,incorrect,phantom,0,0.17,incorrect,michael jackson,0,0.21,incorrect,matante,0,0.17,incorrect,te tapapa,0,0.14,incorrect,oberaiddo,0,0.15,incorrect,jesus,0,0.22,incorrect
"['lucía', 'lucie']",matsobane,0,0.14,incorrect,matante,0,0.17,incorrect,john collins,0,0.24,incorrect,william wilberforce,0,0.25,incorrect,phiri,0,0.2,incorrect,matome,0,0.18,incorrect,charles,0,0.33,incorrect,ha'apai,0,0.17,incorrect,big ben,0,0.33,incorrect,bigbs,0,0.2,incorrect,antananarivo,0,0.12,incorrect,jean-jacques rousseau,0,0.15,incorrect,matante,0,0.17,incorrect,william wilberforce,0,0.25,incorrect,matome,0,0.18,incorrect,ha'apai,0,0.17,incorrect,bigbs,0,0.2,incorrect,jean-jacques rousseau,0,0.15,incorrect
"['mr lorry', 'señor', 'lorr', 'señor lorry', 'mr', 'lorry']",paris,0,0.29,incorrect,paris,0,0.29,incorrect,paris,0,0.29,incorrect,architects,0,0.17,incorrect,paris,0,0.29,incorrect,marie antoinette,0,0.33,incorrect,marie antoinette,0,0.33,incorrect,charles de gaulle,0,0.29,incorrect,hiiraa,0,0.25,incorrect,peris,0,0.4,incorrect,de beers,0,0.32,incorrect,de beers,0,0.32,incorrect,paris,0,0.29,incorrect,architects,0,0.17,incorrect,marie antoinette,0,0.33,incorrect,charles de gaulle,0,0.29,incorrect,peris,0,0.4,incorrect,de beers,0,0.32,incorrect
"['mr', 'mr lorry', 'lorry']",bamford,0,0.44,incorrect,tellson,0,0.33,incorrect,barkis,0,0.25,incorrect,tellson,0,0.33,incorrect,david,0,0.0,incorrect,jerusalem,0,0.24,incorrect,jerry cruncher,0,0.36,incorrect,tellson,0,0.33,incorrect,ttelsttedd,0,0.13,incorrect,ttelsnsn,0,0.15,incorrect,bleu,0,0.22,incorrect,dr. alexandre manette,0,0.28,incorrect,tellson,0,0.33,incorrect,tellson,0,0.33,incorrect,jerusalem,0,0.24,incorrect,tellson,0,0.33,incorrect,ttelsnsn,0,0.15,incorrect,dr. alexandre manette,0,0.28,incorrect
"['mr', 'mr lorry', 'lorry']",samuel,0,0.29,incorrect,janice,0,0.0,incorrect,dr. manette,0,0.21,incorrect,agbenuso,0,0.15,incorrect,sechele i,0,0.14,incorrect,thabo maseko,0,0.2,incorrect,te arikinui ariiriki,0,0.29,incorrect,te ariki,0,0.25,incorrect,ddonkttr,0,0.31,incorrect,ddonkttr,0,0.31,incorrect,dr. phil,0,0.38,incorrect,docteur,0,0.33,incorrect,janice,0,0.0,incorrect,agbenuso,0,0.15,incorrect,thabo maseko,0,0.2,incorrect,te ariki,0,0.25,incorrect,ddonkttr,0,0.31,incorrect,docteur,0,0.33,incorrect
"['mr', 'mr lorry', 'lorry']",dr. seuss,0,0.24,incorrect,augustine,0,0.0,incorrect,john henry patterson,0,0.24,incorrect,ogunle fasola,0,0.22,incorrect,thomas,0,0.25,incorrect,paris,0,0.29,incorrect,te rangi hiroa,0,0.27,incorrect,john,0,0.22,incorrect,bijulii,0,0.17,incorrect,benc,0,0.0,incorrect,andriamanelo,0,0.3,incorrect,paris,0,0.29,incorrect,augustine,0,0.0,incorrect,ogunle fasola,0,0.22,incorrect,paris,0,0.29,incorrect,john,0,0.22,incorrect,benc,0,0.0,incorrect,paris,0,0.29,incorrect
"['mr', 'mr lorry', 'lorry']",robala,0,0.29,incorrect,charles,0,0.27,incorrect,jean-claude duvalier,0,0.21,incorrect,john,0,0.22,incorrect,george washington,0,0.24,incorrect,matante,0,0.22,incorrect,te arikinui ariiriki,0,0.29,incorrect,te henua,0,0.12,incorrect,gaalin,0,0.18,incorrect,shaanti,0,0.0,incorrect,mercury,0,0.53,incorrect,merina,0,0.5,incorrect,charles,0,0.27,incorrect,john,0,0.22,incorrect,matante,0,0.22,incorrect,te henua,0,0.12,incorrect,shaanti,0,0.0,incorrect,merina,0,0.5,incorrect
"['mr lorry', 'señor', 'señor lorry', 'mr', 'lorry']",matodzi,0,0.27,incorrect,matric,0,0.5,incorrect,michael jackson,0,0.26,incorrect,princess diana,0,0.21,incorrect,charles darwin,0,0.27,incorrect,le,0,0.29,incorrect,robert louis stevenson,0,0.3,incorrect,te arikinui ariiriki,0,0.32,incorrect,jkhn,0,0.22,incorrect,vstr,0,0.44,incorrect,antananarivo,0,0.26,incorrect,andriamanelo,0,0.35,incorrect,matric,0,0.5,incorrect,princess diana,0,0.21,incorrect,le,0,0.29,incorrect,te arikinui ariiriki,0,0.32,incorrect,vstr,0,0.44,incorrect,andriamanelo,0,0.35,incorrect
"['manette', 'mane']",matsepo,0,0.57,incorrect,matlhodi,0,0.4,incorrect,yusuf,0,0.0,incorrect,olufe,0,0.22,incorrect,sol plaatje,0,0.33,incorrect,gongwe,0,0.4,incorrect,robert louis stevenson,0,0.28,incorrect,te hono i te ao,0,0.27,incorrect,gonrddn braaun,0,0.22,incorrect,ghiinr,0,0.2,incorrect,andriamahazo,0,0.25,incorrect,andriamanitra,0,0.4,incorrect,matlhodi,0,0.4,incorrect,olufe,0,0.22,incorrect,gongwe,0,0.4,incorrect,te hono i te ao,0,0.27,incorrect,ghiinr,0,0.2,incorrect,andriamanitra,0,0.4,incorrect
"['manette', 'doktor', 'doktor manette', 'mane']",matengu,0,0.57,incorrect,matante,0,0.73,correct,dr. phil,0,0.29,incorrect,mo mo,0,0.36,incorrect,sechele,0,0.29,incorrect,keorapetse kgositsile,0,0.46,incorrect,te ariki,0,0.29,incorrect,te aiti,0,0.38,incorrect,dr. atma-vishwasak,0,0.31,incorrect,ricrdd,0,0.17,incorrect,joseph,0,0.2,incorrect,albert einstein,0,0.45,incorrect,matante,0,0.73,correct,mo mo,0,0.36,incorrect,keorapetse kgositsile,0,0.46,incorrect,te aiti,0,0.38,incorrect,ricrdd,0,0.17,incorrect,albert einstein,0,0.45,incorrect
"['darna', 'darnay', 'mr darnay', 'mr']",scrooge,0,0.22,incorrect,god,0,0.25,incorrect,oluwanii,0,0.31,incorrect,donna karan,0,0.5,incorrect,matlou,0,0.27,incorrect,bueno,0,0.2,incorrect,te rangi hiroa,0,0.35,incorrect,jesus,0,0.0,incorrect,amnesia,0,0.5,incorrect,madonna,0,0.5,incorrect,andriamanelo,0,0.35,incorrect,andriamanitra,0,0.44,incorrect,god,0,0.25,incorrect,donna karan,0,0.5,incorrect,bueno,0,0.2,incorrect,jesus,0,0.0,incorrect,madonna,0,0.5,incorrect,andriamanitra,0,0.44,incorrect
['darnay'],matodzi,0,0.15,incorrect,matlhare,0,0.29,incorrect,olusegun obasanjo,0,0.17,incorrect,michael jackson,0,0.19,incorrect,matome,0,0.17,incorrect,paradise,0,0.43,incorrect,te rangihaeata,0,0.3,incorrect,jesus,0,0.0,incorrect,lenin,0,0.18,incorrect,bigbs,0,0.0,incorrect,andriamahazo,0,0.33,incorrect,andriamanelo,0,0.33,incorrect,matlhare,0,0.29,incorrect,michael jackson,0,0.19,incorrect,paradise,0,0.43,incorrect,jesus,0,0.0,incorrect,bigbs,0,0.0,incorrect,andriamanelo,0,0.33,incorrect
"['lucía', 'luci', 'lucie']",charles,0,0.33,incorrect,david,0,0.22,incorrect,michael jackson,0,0.21,incorrect,jesus,0,0.22,incorrect,robala,0,0.36,incorrect,thabo maseko,0,0.12,incorrect,te arikinui ariiriki,0,0.24,incorrect,ta'na,0,0.2,incorrect,jkraa,0,0.2,incorrect,bibiisii,0,0.17,incorrect,galileo,0,0.5,incorrect,samoa,0,0.2,incorrect,david,0,0.22,incorrect,jesus,0,0.22,incorrect,thabo maseko,0,0.12,incorrect,ta'na,0,0.2,incorrect,bibiisii,0,0.17,incorrect,samoa,0,0.2,incorrect
"['lucía', 'lucie']",thaba bosiu,0,0.12,incorrect,matatiele,0,0.29,incorrect,jesus,0,0.2,incorrect,british,0,0.17,incorrect,israel,0,0.36,incorrect,paris,0,0.2,incorrect,te ra'i,0,0.17,incorrect,te arikinui tapairu ariki,0,0.2,incorrect,geneva,0,0.18,incorrect,bedkhil,0,0.17,incorrect,charles darwin,0,0.21,incorrect,jesus,0,0.2,incorrect,matatiele,0,0.29,incorrect,british,0,0.17,incorrect,paris,0,0.2,incorrect,te arikinui tapairu ariki,0,0.2,incorrect,bedkhil,0,0.17,incorrect,jesus,0,0.2,incorrect
"['darna', 'darnay']",matome,0,0.18,incorrect,phumla,0,0.18,incorrect,charles darnay,0,0.6,incorrect,miss pross,0,0.13,incorrect,boikanyo,0,0.43,incorrect,matante,0,0.33,incorrect,tellson,0,0.17,incorrect,tellson,0,0.17,incorrect,billii,0,0.0,incorrect,ttelsne,0,0.17,incorrect,jarndyce,0,0.57,incorrect,defarge,0,0.5,incorrect,phumla,0,0.18,incorrect,miss pross,0,0.13,incorrect,matante,0,0.33,incorrect,tellson,0,0.17,incorrect,ttelsne,0,0.17,incorrect,defarge,0,0.5,incorrect
"['lucía', 'luci', 'lucie']",matome,0,0.18,incorrect,matome,0,0.18,incorrect,victoria island,0,0.3,incorrect,michael jackson,0,0.21,incorrect,thabo maseko,0,0.12,incorrect,thabo maseko,0,0.12,incorrect,te ariki,0,0.17,incorrect,jesus,0,0.22,incorrect,bordd,0,0.0,incorrect,gonrddn,0,0.0,incorrect,andriamariao,0,0.24,incorrect,jesus,0,0.22,incorrect,matome,0,0.18,incorrect,michael jackson,0,0.21,incorrect,thabo maseko,0,0.12,incorrect,jesus,0,0.22,incorrect,gonrddn,0,0.0,incorrect,jesus,0,0.22,incorrect
['defarge'],paris,0,0.33,incorrect,paris,0,0.33,incorrect,alcatraz,0,0.27,incorrect,william bligh,0,0.2,incorrect,phuti,0,0.0,incorrect,phakisi,0,0.14,incorrect,marie antoinette,0,0.26,incorrect,te ariki,0,0.4,incorrect,jenaa,0,0.33,incorrect,dssn,0,0.18,incorrect,julius caesar,0,0.3,incorrect,jesus,0,0.17,incorrect,paris,0,0.33,incorrect,william bligh,0,0.2,incorrect,phakisi,0,0.14,incorrect,te ariki,0,0.4,incorrect,dssn,0,0.18,incorrect,jesus,0,0.17,incorrect
"['lucía', 'lucía darnay', 'darnay', 'lucie darnay', 'lucie']",paris,0,0.36,incorrect,paris,0,0.36,incorrect,heaven,0,0.33,incorrect,robespierre,0,0.26,incorrect,saint antoine,0,0.32,incorrect,lehodimo,0,0.31,incorrect,saint antoine,0,0.32,incorrect,paris,0,0.36,incorrect,paradise,0,0.43,incorrect,casque d'or,0,0.43,incorrect,saint antoine,0,0.32,incorrect,manette,0,0.31,incorrect,paris,0,0.36,incorrect,robespierre,0,0.26,incorrect,lehodimo,0,0.31,incorrect,paris,0,0.36,incorrect,casque d'or,0,0.43,incorrect,manette,0,0.31,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",thomas,0,0.36,incorrect,london,0,0.33,incorrect,george floyd,0,0.42,incorrect,usain bolt,0,0.38,incorrect,phuthadikobo,0,0.24,incorrect,thabo mbeki,0,0.35,incorrect,te arikinui ariiriki,0,0.29,incorrect,te arikinui ariki marama,0,0.32,incorrect,laalkilaa nyaayaaly,0,0.25,incorrect,telega,0,0.33,incorrect,bagdad,0,0.55,incorrect,al-jazari,0,0.36,incorrect,london,0,0.33,incorrect,usain bolt,0,0.38,incorrect,thabo mbeki,0,0.35,incorrect,te arikinui ariki marama,0,0.32,incorrect,telega,0,0.33,incorrect,al-jazari,0,0.36,incorrect
"['gabelle', 'mösyö', 'mösyö gabelle']",monseigneur,0,0.42,incorrect,le roi,0,0.31,incorrect,beaumont,0,0.31,incorrect,le havre,0,0.29,incorrect,emile,0,0.5,incorrect,philippe,0,0.27,incorrect,laboulaye,0,0.5,incorrect,charles-marie gillonnier,0,0.32,incorrect,ttoksin,0,0.33,incorrect,big brdr,0,0.27,incorrect,robinson,0,0.46,incorrect,paris,0,0.2,incorrect,le roi,0,0.31,incorrect,le havre,0,0.29,incorrect,philippe,0,0.27,incorrect,charles-marie gillonnier,0,0.32,incorrect,big brdr,0,0.27,incorrect,paris,0,0.2,incorrect
"['señor', 'mösyö gabelle', 'monsieur gabelle', 'monsieur', 'señor gabelle', 'mösyö', 'gabelle']",lesego tlou,0,0.42,incorrect,robert,0,0.43,incorrect,thomas edison,0,0.33,incorrect,queen victoria,0,0.42,incorrect,phakisi,0,0.27,incorrect,thabo maseko,0,0.35,incorrect,te ariki,0,0.31,incorrect,apia,0,0.2,incorrect,beltt,0,0.5,incorrect,thomas hardy,0,0.35,incorrect,haussmann,0,0.29,incorrect,christians,0,0.27,incorrect,robert,0,0.43,incorrect,queen victoria,0,0.42,incorrect,thabo maseko,0,0.35,incorrect,apia,0,0.2,incorrect,thomas hardy,0,0.35,incorrect,christians,0,0.27,incorrect
"['lucía', 'lucie']",david livingstone,0,0.27,incorrect,matlosa,0,0.33,incorrect,montserrat,0,0.13,incorrect,san francisco,0,0.22,incorrect,david rattray,0,0.22,incorrect,lebopong,0,0.31,incorrect,te arikinui ariki,0,0.27,incorrect,maupiti,0,0.33,incorrect,phailin,0,0.33,incorrect,monsoon,0,0.0,incorrect,antarctique,0,0.38,incorrect,antarctique,0,0.38,incorrect,matlosa,0,0.33,incorrect,san francisco,0,0.22,incorrect,lebopong,0,0.31,incorrect,maupiti,0,0.33,incorrect,monsoon,0,0.0,incorrect,antarctique,0,0.38,incorrect
"['mr', 'mr lorry', 'lorry']",matete,0,0.25,incorrect,matante,0,0.22,incorrect,robespierre,0,0.42,incorrect,voltaire,0,0.31,incorrect,mantsi,0,0.25,incorrect,thabo mofokeng,0,0.18,incorrect,farani,0,0.25,incorrect,uta ipukau,0,0.11,incorrect,voltaire,0,0.31,incorrect,voltaire,0,0.31,incorrect,robespierre,0,0.42,incorrect,henriette,0,0.18,incorrect,matante,0,0.22,incorrect,voltaire,0,0.31,incorrect,thabo mofokeng,0,0.18,incorrect,uta ipukau,0,0.11,incorrect,voltaire,0,0.31,incorrect,henriette,0,0.18,incorrect
"['mr', 'mr lorry', 'lorry']",abdulaziz,0,0.14,incorrect,paris,0,0.29,incorrect,david oyedepo,0,0.29,incorrect,abdulrahman,0,0.25,incorrect,abdulaziz,0,0.14,incorrect,princess diana,0,0.18,incorrect,te ariki,0,0.25,incorrect,heaven,0,0.0,incorrect,thomas,0,0.25,incorrect,gandhi,0,0.0,incorrect,david,0,0.0,incorrect,jesus,0,0.0,incorrect,paris,0,0.29,incorrect,abdulrahman,0,0.25,incorrect,princess diana,0,0.18,incorrect,heaven,0,0.0,incorrect,gandhi,0,0.0,incorrect,jesus,0,0.0,incorrect
"['darna', 'darnay', 'mr darnay', 'mr']",charles,0,0.33,incorrect,lucifer,0,0.22,incorrect,donald trump,0,0.35,incorrect,george floyd,0,0.29,incorrect,diabolo,0,0.33,incorrect,diabolo,0,0.33,incorrect,charles,0,0.33,incorrect,teie,0,0.0,incorrect,bibiisii,0,0.0,incorrect,kovidd-19,0,0.14,incorrect,charles darwin,0,0.52,incorrect,god,0,0.25,incorrect,lucifer,0,0.22,incorrect,george floyd,0,0.29,incorrect,diabolo,0,0.33,incorrect,teie,0,0.0,incorrect,kovidd-19,0,0.14,incorrect,god,0,0.25,incorrect
['darnay'],paris,0,0.36,incorrect,matsobane,0,0.27,incorrect,charles manson,0,0.3,incorrect,john,0,0.2,incorrect,matlosa,0,0.31,incorrect,tempeleng,0,0.13,incorrect,paris,0,0.36,incorrect,lehi,0,0.0,incorrect,baabuu gaanesng,0,0.19,incorrect,joshpuurnn,0,0.25,incorrect,paris,0,0.36,incorrect,abdulrahman,0,0.35,incorrect,matsobane,0,0.27,incorrect,john,0,0.2,incorrect,tempeleng,0,0.13,incorrect,lehi,0,0.0,incorrect,joshpuurnn,0,0.25,incorrect,abdulrahman,0,0.35,incorrect
"['lucía', 'lucie']",lebowa,0,0.36,incorrect,lebohang,0,0.31,incorrect,harriet jacobs,0,0.21,incorrect,john,0,0.0,incorrect,boesman,0,0.17,incorrect,thabo maseko,0,0.12,incorrect,jack,0,0.22,incorrect,te arikinui ariiriki,0,0.24,incorrect,baabuu,0,0.18,incorrect,baaburaam bhttttaacaary,0,0.21,incorrect,charles darwin,0,0.21,incorrect,antarctique,0,0.38,incorrect,lebohang,0,0.31,incorrect,john,0,0.0,incorrect,thabo maseko,0,0.12,incorrect,te arikinui ariiriki,0,0.24,incorrect,baaburaam bhttttaacaary,0,0.21,incorrect,antarctique,0,0.38,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",fora,0,0.4,incorrect,paris,0,0.55,incorrect,paris,0,0.55,incorrect,paris,0,0.55,incorrect,yves saint laurent,0,0.38,incorrect,paris,0,0.55,incorrect,charles de gaulle,0,0.65,incorrect,paris,0,0.55,incorrect,paris saint-germain,0,0.44,incorrect,peris,0,0.36,incorrect,charles de gaulle,0,0.65,incorrect,charles de gaulle,0,0.65,incorrect,paris,0,0.55,incorrect,paris,0,0.55,incorrect,paris,0,0.55,incorrect,paris,0,0.55,incorrect,peris,0,0.36,incorrect,charles de gaulle,0,0.65,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",lesotho,0,0.43,incorrect,fora,0,0.4,incorrect,abdoul aziz sylla,0,0.33,incorrect,charles de gaulle,0,0.65,incorrect,teboho moloi,0,0.22,incorrect,matante,0,0.31,incorrect,farani,0,0.5,incorrect,farani,0,0.5,incorrect,marie le pen,0,0.46,incorrect,luisiyaanaa,0,0.42,incorrect,de gaulle,0,0.38,incorrect,french,0,0.33,incorrect,fora,0,0.4,incorrect,charles de gaulle,0,0.65,incorrect,matante,0,0.31,incorrect,farani,0,0.5,incorrect,luisiyaanaa,0,0.42,incorrect,french,0,0.33,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",george washington,0,0.32,incorrect,li-cockade,0,0.35,incorrect,george washington,0,0.32,incorrect,paris,0,0.55,incorrect,phakisi,0,0.43,incorrect,lebogang phiri,0,0.3,incorrect,te henua,0,0.36,incorrect,iles sous-le-vent,0,0.32,incorrect,laal topi aur tricolor,0,0.34,incorrect,big brdr,0,0.29,incorrect,andriamanelo,0,0.44,incorrect,jesus,0,0.33,incorrect,li-cockade,0,0.35,incorrect,paris,0,0.55,incorrect,lebogang phiri,0,0.3,incorrect,iles sous-le-vent,0,0.32,incorrect,big brdr,0,0.29,incorrect,jesus,0,0.33,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",harry potter,0,0.42,incorrect,harry potter,0,0.42,incorrect,shakespeare,0,0.48,incorrect,samuel,0,0.33,incorrect,phakisi,0,0.43,incorrect,lebogang morake,0,0.36,incorrect,marquesas,0,0.5,incorrect,te ariki,0,0.36,incorrect,mhaatmaa gaandhii,0,0.32,incorrect,vrnnkrmiiy,0,0.38,incorrect,jesus christ,0,0.42,incorrect,paris,0,0.55,incorrect,harry potter,0,0.42,incorrect,samuel,0,0.33,incorrect,lebogang morake,0,0.36,incorrect,te ariki,0,0.36,incorrect,vrnnkrmiiy,0,0.38,incorrect,paris,0,0.55,incorrect
