Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['margo'],janet,0,0.2,incorrect,she,0,0.0,incorrect,hayat,0,0.2,incorrect,ismet,0,0.2,incorrect,edith,0,0.0,incorrect,nguyen dinh thi,0,0.1,incorrect,valdemar,0,0.46,incorrect,don juan tenorio,0,0.29,incorrect,she,0,0.0,incorrect,ismet,0,0.2,incorrect,nguyen dinh thi,0,0.1,incorrect,don juan tenorio,0,0.29,incorrect
"['margo roth spiegelma', 'roth', 'margo', 'spiegelman', 'margo roth spiegelman', 'spiegelma']",her,0,0.29,incorrect,emily dickinson,0,0.24,incorrect,kitap,0,0.29,incorrect,kitap,0,0.29,incorrect,edgar allan poe,0,0.4,incorrect,nguyen dinh chieu,0,0.32,incorrect,clarisse,0,0.31,incorrect,julia,0,0.29,incorrect,emily dickinson,0,0.24,incorrect,kitap,0,0.29,incorrect,nguyen dinh chieu,0,0.32,incorrect,julia,0,0.29,incorrect
['margo'],eliza,0,0.2,incorrect,marie,0,0.6,incorrect,edith piaf,0,0.13,incorrect,paris,0,0.4,incorrect,thoreau,0,0.17,incorrect,paris,0,0.4,incorrect,el autor no especifica un nombre especifico en esta oracion.,0,0.12,incorrect,marcelo,0,0.67,incorrect,marie,0,0.6,incorrect,paris,0,0.4,incorrect,paris,0,0.4,incorrect,marcelo,0,0.67,incorrect
"['margo', 'margo—']",graduation day,0,0.21,incorrect,my graduation,0,0.33,incorrect,istanbul,0,0.15,incorrect,ismet inonu,0,0.25,incorrect,paris,0,0.4,incorrect,nguyen du,0,0.14,incorrect,alma,0,0.44,incorrect,el viajes,0,0.14,incorrect,my graduation,0,0.33,incorrect,ismet inonu,0,0.25,incorrect,nguyen du,0,0.14,incorrect,el viajes,0,0.14,incorrect
['margo'],martha,0,0.55,incorrect,leaving,0,0.33,incorrect,edith wharton,0,0.33,incorrect,hayat,0,0.2,incorrect,amelie,0,0.18,incorrect,beethoven,0,0.14,incorrect,eliseo,0,0.18,incorrect,ulquiorra cifer,0,0.2,incorrect,leaving,0,0.33,incorrect,hayat,0,0.2,incorrect,beethoven,0,0.14,incorrect,ulquiorra cifer,0,0.2,incorrect
['lacey'],gofast,0,0.18,incorrect,gofast,0,0.18,incorrect,gofast,0,0.18,incorrect,gofast tadi,0,0.12,incorrect,winston,0,0.0,incorrect,lucy,0,0.67,incorrect,chuck,0,0.2,incorrect,cholo,0,0.2,incorrect,gofast,0,0.18,incorrect,gofast tadi,0,0.12,incorrect,lucy,0,0.67,incorrect,cholo,0,0.2,incorrect
['margo'],girlfriend,0,0.13,incorrect,carrie,0,0.36,incorrect,ipek,0,0.0,incorrect,ataturk,0,0.33,incorrect,tran thanh ha,0,0.11,incorrect,nguyen dinh toan,0,0.19,incorrect,carlos,0,0.55,incorrect,ignacio,0,0.33,incorrect,carrie,0,0.36,incorrect,ataturk,0,0.33,incorrect,nguyen dinh toan,0,0.19,incorrect,ignacio,0,0.33,incorrect
['margo'],julia,0,0.2,incorrect,chris hemsworth,0,0.2,incorrect,hayat,0,0.2,incorrect,asli,0,0.22,incorrect,tran thi diem,0,0.11,incorrect,pham van giai,0,0.33,incorrect,clarisse mcclellan,0,0.17,incorrect,la veo,0,0.36,incorrect,chris hemsworth,0,0.2,incorrect,asli,0,0.22,incorrect,pham van giai,0,0.33,incorrect,la veo,0,0.36,incorrect
['margo'],dean,0,0.22,incorrect,,0,0.25,incorrect,asli,0,0.22,incorrect,yalnizlik,0,0.14,incorrect,myself,0,0.18,incorrect,nguyen dinh chieu,0,0.09,incorrect,maria elena,0,0.38,incorrect,maria jose,0,0.53,incorrect,,0,0.25,incorrect,yalnizlik,0,0.14,incorrect,nguyen dinh chieu,0,0.09,incorrect,maria jose,0,0.53,incorrect
['margo'],veronica,0,0.31,incorrect,armor,0,0.6,incorrect,eliza doolittle,0,0.2,incorrect,ismet inonu,0,0.25,incorrect,draco,0,0.4,incorrect,pham van donh,0,0.33,incorrect,beatriz,0,0.33,incorrect,el caballero oscuro,0,0.25,incorrect,armor,0,0.6,incorrect,ismet inonu,0,0.25,incorrect,pham van donh,0,0.33,incorrect,el caballero oscuro,0,0.25,incorrect
['margo'],julia,0,0.2,incorrect,mom,0,0.5,incorrect,yasemin,0,0.17,incorrect,hayat,0,0.2,incorrect,colin,0,0.2,incorrect,pham duy khiem,0,0.11,incorrect,la abuela,0,0.14,incorrect,padre,0,0.4,incorrect,mom,0,0.5,incorrect,hayat,0,0.2,incorrect,pham duy khiem,0,0.11,incorrect,padre,0,0.4,incorrect
['lacey'],tris,0,0.0,incorrect,how,0,0.0,incorrect,duyarsiz,0,0.15,incorrect,yunus emre,0,0.13,incorrect,tran quoc toan,0,0.21,incorrect,phan ke bi,0,0.27,incorrect,beatriz,0,0.17,incorrect,y,0,0.33,incorrect,how,0,0.0,incorrect,yunus emre,0,0.13,incorrect,phan ke bi,0,0.27,incorrect,y,0,0.33,incorrect
"['margo', 'marg']",julia,0,0.22,incorrect,just talk,0,0.15,incorrect,asli,0,0.25,incorrect,arda,0,0.5,incorrect,phoebe,0,0.18,incorrect,dao duy tung,0,0.25,incorrect,orlando,0,0.33,incorrect,lanzo,0,0.4,incorrect,just talk,0,0.15,incorrect,arda,0,0.5,incorrect,dao duy tung,0,0.25,incorrect,lanzo,0,0.4,incorrect
['margo'],agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,james,0,0.2,incorrect,agloe,0,0.6,incorrect,no respuesta,0,0.12,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect,agloe,0,0.6,incorrect
